
[00:00:00.000 --> 00:00:02.000]  各位朋友 姐妹們 早安
[00:00:02.000 --> 00:00:05.200]  又到了五月了
[00:00:05.200 --> 00:00:10.240]  我們又可以一齊很自由地去敬拜神
[00:00:10.240 --> 00:00:11.520]  也是神的恩典
[00:00:11.520 --> 00:00:13.840]  天氣也開始轉熱
[00:00:13.840 --> 00:00:18.080]  不知道你會不會覺得有很多適應
[00:00:18.080 --> 00:00:23.120]  因為我們會藉著聖經去思考
[00:00:23.120 --> 00:00:25.120]  親近主耶穌
[00:00:25.120 --> 00:00:26.560]  親近上帝
[00:00:26.560 --> 00:00:30.000]  我們怎樣生命與主有結連呢?
[00:00:30.000 --> 00:00:32.560]  怎樣真正在我們的心靈
[00:00:32.560 --> 00:00:34.560]  我們的靈裡面
[00:00:34.560 --> 00:00:36.560]  去經歷主耶穌
[00:00:36.560 --> 00:00:39.040]  講題叫做學母親近主
[00:00:39.040 --> 00:00:41.600]  我選了有五節的聖經
[00:00:41.600 --> 00:00:44.560]  今天一齊思考
[00:00:44.560 --> 00:00:48.000]  我請會眾一同打開你手上的程序表
[00:00:48.000 --> 00:00:49.760]  詩篇二十七篇
[00:00:49.760 --> 00:00:50.960]  一到四節
[00:00:50.960 --> 00:00:52.960]  還有第八節
[00:00:52.960 --> 00:00:55.840]  還有詩篇四十六篇 第十節
[00:00:55.840 --> 00:00:58.480]  我們先讀一到四節
[00:00:58.480 --> 00:01:00.480]  找到一齊 預備起
[00:01:25.840 --> 00:01:28.800]  有一件事我尋求耶和華
[00:01:28.800 --> 00:01:30.320]  我正要尋求
[00:01:30.320 --> 00:01:33.920]  就是一生一世住在耶和華的殿中
[00:01:33.920 --> 00:01:35.920]  添養祂的榮美
[00:01:35.920 --> 00:01:37.920]  在祂的殿之裡的興奮
[00:01:37.920 --> 00:01:43.200]  我們跟著讀完後面那兩節
[00:01:43.200 --> 00:01:44.000]  預備起
[00:01:44.000 --> 00:01:47.280]  你說你們要尋求我的面
[00:01:47.280 --> 00:01:49.520]  當時我正想要說
[00:01:49.520 --> 00:01:52.880]  耶和華你的面我正要尋求
[00:01:52.880 --> 00:01:54.560]  你們要休息
[00:01:54.560 --> 00:01:56.560]  要知道我是神
[00:01:56.560 --> 00:01:59.200]  在各宗尊崇
[00:01:59.200 --> 00:02:01.600]  在全地中尊崇
[00:02:01.600 --> 00:02:03.600]  我們再一次一起祈禱
[00:02:03.600 --> 00:02:09.520]  慈悲仁愛的天父
[00:02:09.520 --> 00:02:12.320]  我們再一次用心靈
[00:02:12.320 --> 00:02:15.120]  按真理去親近
[00:02:15.120 --> 00:02:16.560]  去敬拜祢
[00:02:16.560 --> 00:02:18.240]  神祢是愛
[00:02:18.240 --> 00:02:20.240]  祢就是愛的根源
[00:02:20.240 --> 00:02:21.920]  祢是獨一無二
[00:02:21.920 --> 00:02:23.440]  至高無上
[00:02:23.440 --> 00:02:25.440]  無東西可以與祢相提並論
[00:02:25.440 --> 00:02:27.440]  獨一的主宰
[00:02:27.440 --> 00:02:30.000]  我們的生命、存留、氣息
[00:02:30.000 --> 00:02:32.000]  都是因為祢
[00:02:32.000 --> 00:02:35.760]  我們現在所處的空間
[00:02:35.760 --> 00:02:37.760]  我們所吸的空氣
[00:02:37.760 --> 00:02:39.760]  所見到的陽光
[00:02:39.760 --> 00:02:40.960]  雨露
[00:02:40.960 --> 00:02:42.960]  都是祢所創造
[00:02:42.960 --> 00:02:44.080]  所賜予
[00:02:44.080 --> 00:02:45.680]  求祢讓我們欣賞
[00:02:45.680 --> 00:02:47.680]  祢是真正生命的主宰
[00:02:47.680 --> 00:02:50.080]  生命的奧秘在祢裡頭
[00:02:50.080 --> 00:02:51.520]  求祢幫我們
[00:02:51.520 --> 00:02:53.520]  開我們心靈的眼睛
[00:02:53.520 --> 00:02:55.520]  我們亦都求祢
[00:02:55.520 --> 00:02:57.520]  讓我們不單止
[00:02:57.520 --> 00:02:59.520]  知道祢的存在
[00:02:59.520 --> 00:03:01.520]  更加經歷
[00:03:01.520 --> 00:03:03.520]  祢與我們同行
[00:03:03.520 --> 00:03:05.520]  每一天我們都可以經歷祢
[00:03:05.520 --> 00:03:07.520]  求主幫助我們
[00:03:07.520 --> 00:03:09.520]  有信心
[00:03:09.520 --> 00:03:11.520]  去信得過耶穌基督
[00:03:11.520 --> 00:03:13.520]  祂的救恩
[00:03:13.520 --> 00:03:15.520]  可以使我們成為神的兒女
[00:03:15.520 --> 00:03:17.520]  我們來到這裡
[00:03:17.520 --> 00:03:19.520]  懇切求祢接納我們
[00:03:19.520 --> 00:03:21.520]  感謝祢的恩典
[00:03:21.520 --> 00:03:23.520]  感謝祢的憐憫
[00:03:23.520 --> 00:03:25.520]  我們願意
[00:03:25.520 --> 00:03:27.520]  亦都很樂意成為神的兒女
[00:03:27.520 --> 00:03:29.520]  求祢聽我們祈禱
[00:03:29.520 --> 00:03:31.520]  奉耶穌基督的聖名
[00:03:31.520 --> 00:03:33.520]  在2012年
[00:03:33.520 --> 00:03:35.520]  英國有一個
[00:03:35.520 --> 00:03:37.520]  稱為最幸運的一個人
[00:03:37.520 --> 00:03:39.520]  我請PowerPoint
[00:03:39.520 --> 00:03:41.520]  展示一張相片給大家看
[00:03:41.520 --> 00:03:43.520]  不是給大家看
[00:03:43.520 --> 00:03:45.520]  大家看到這個人
[00:03:45.520 --> 00:03:47.520]  一對夫婦
[00:03:47.520 --> 00:03:49.520]  男的是Adrian
[00:03:49.520 --> 00:03:51.520]  Adrian Belford
[00:03:51.520 --> 00:03:53.520]  女的是他太太
[00:03:53.520 --> 00:03:55.520]  2012年8月10日
[00:03:55.520 --> 00:03:57.520]  他們中了英國
[00:03:57.520 --> 00:03:59.520]  也不是英國
[00:03:59.520 --> 00:04:01.520]  是全歐洲的一個彩票
[00:04:01.520 --> 00:04:03.520]  一注獲得
[00:04:03.520 --> 00:04:05.520]  15億港幣
[00:04:05.520 --> 00:04:07.520]  1.48億英鎊
[00:04:07.520 --> 00:04:09.520]  現在匯率
[00:04:09.520 --> 00:04:11.520]  跟當時不同
[00:04:11.520 --> 00:04:13.520]  15億港幣
[00:04:13.520 --> 00:04:15.520]  所以拍照
[00:04:15.520 --> 00:04:17.520]  這個人是開CD鋪
[00:04:17.520 --> 00:04:19.520]  專租CD
[00:04:19.520 --> 00:04:21.520]  他太太在醫院工作
[00:04:21.520 --> 00:04:23.520]  叫Adrian
[00:04:23.520 --> 00:04:25.520]  中文譯名叫阿德利安
[00:04:25.520 --> 00:04:27.520]  這麼短
[00:04:27.520 --> 00:04:29.520]  6個字
[00:04:29.520 --> 00:04:31.520]  譯四個中文
[00:04:31.520 --> 00:04:33.520]  Adrian
[00:04:33.520 --> 00:04:35.520]  阿德利安
[00:04:35.520 --> 00:04:37.520]  他在那一年
[00:04:37.520 --> 00:04:39.520]  稱為最幸運
[00:04:39.520 --> 00:04:41.520]  直到現在
[00:04:41.520 --> 00:04:43.520]  他是第二個最高獎金
[00:04:43.520 --> 00:04:45.520]  拿到最高獎金
[00:04:45.520 --> 00:04:47.520]  15億港幣的幸運兒
[00:04:47.520 --> 00:04:49.520]  但是記者
[00:04:49.520 --> 00:04:51.520]  很厲害
[00:04:51.520 --> 00:04:53.520]  他除了要找到誰最幸運
[00:04:53.520 --> 00:04:55.520]  還要找到下一張
[00:04:55.520 --> 00:04:57.520]  是誰最不幸運
[00:04:57.520 --> 00:04:59.520]  你看到這張
[00:04:59.520 --> 00:05:01.520]  閉路電視拍到
[00:05:01.520 --> 00:05:03.520]  後面那個
[00:05:03.520 --> 00:05:05.520]  剛剛跟著他
[00:05:05.520 --> 00:05:07.520]  聽說他本來要去櫃位
[00:05:07.520 --> 00:05:09.520]  這對夫婦
[00:05:09.520 --> 00:05:11.520]  帶著兩個小朋友
[00:05:11.520 --> 00:05:13.520]  先去櫃位
[00:05:13.520 --> 00:05:15.520]  記者拍到
[00:05:15.520 --> 00:05:17.520]  如果他先去櫃位
[00:05:17.520 --> 00:05:19.520]  他就先買了那張獎劵
[00:05:19.520 --> 00:05:21.520]  所以
[00:05:21.520 --> 00:05:23.520]  出了新聞
[00:05:23.520 --> 00:05:25.520]  這個人被視為最不幸運的人
[00:05:25.520 --> 00:05:27.520]  你覺得他是不是很不幸運
[00:05:27.520 --> 00:05:29.520]  如果是你
[00:05:29.520 --> 00:05:31.520]  你有什麼感覺
[00:05:31.520 --> 00:05:33.520]  這個人叫Jason O'Reilly
[00:05:33.520 --> 00:05:35.520]  他是一個失業的人
[00:05:35.520 --> 00:05:37.520]  是做設計的
[00:05:37.520 --> 00:05:39.520]  做裝飾
[00:05:39.520 --> 00:05:41.520]  後來記者訪問他
[00:05:41.520 --> 00:05:43.520]  他說我那天只是去櫃位
[00:05:43.520 --> 00:05:45.520]  給錢
[00:05:45.520 --> 00:05:47.520]  我沒有打算賣彩票
[00:05:47.520 --> 00:05:49.520]  幸好他沒有賣
[00:05:49.520 --> 00:05:51.520]  不然他真的成為了
[00:05:51.520 --> 00:05:53.520]  新聞界稱為最不幸運的人
[00:05:53.520 --> 00:05:57.520]  為什麼那些人這麼緊張
[00:05:57.520 --> 00:05:59.520]  要找到
[00:05:59.520 --> 00:06:01.520]  哪一個中獎
[00:06:01.520 --> 00:06:03.520]  有些人中了獎沒出來領
[00:06:03.520 --> 00:06:05.520]  都成為新聞
[00:06:05.520 --> 00:06:07.520]  記者拍他
[00:06:07.520 --> 00:06:09.520]  大家看過
[00:06:09.520 --> 00:06:11.520]  沈殿霞和董彪的電影
[00:06:11.520 --> 00:06:13.520]  《富貴逼人》
[00:06:13.520 --> 00:06:15.520]  中了六合彩
[00:06:15.520 --> 00:06:17.520]  假裝沒事
[00:06:17.520 --> 00:06:19.520]  明天繼續上班
[00:06:19.520 --> 00:06:21.520]  有一次在茶茶餐廳
[00:06:21.520 --> 00:06:23.520]  那個侍子跟我說
[00:06:23.520 --> 00:06:25.520]  劉先生
[00:06:25.520 --> 00:06:27.520]  你有沒有參與
[00:06:27.520 --> 00:06:29.520]  我說參與什麼
[00:06:29.520 --> 00:06:31.520]  幾千萬
[00:06:31.520 --> 00:06:33.520]  多保獎金
[00:06:33.520 --> 00:06:35.520]  我說我沒有
[00:06:35.520 --> 00:06:37.520]  我說城市有司儀
[00:06:37.520 --> 00:06:39.520]  最高獎金
[00:06:39.520 --> 00:06:41.520]  我說你買了
[00:06:41.520 --> 00:06:43.520]  我說當然買了
[00:06:43.520 --> 00:06:45.520]  我說什麼時候揭曉
[00:06:45.520 --> 00:06:47.520]  他說過兩天
[00:06:47.520 --> 00:06:49.520]  他說過兩天你見我沒上班
[00:06:49.520 --> 00:06:51.520]  即是什麼
[00:06:51.520 --> 00:06:53.520]  即是中了
[00:06:53.520 --> 00:06:55.520]  我說不好你應該繼續上班
[00:06:55.520 --> 00:06:57.520]  否則人家一定知道
[00:06:57.520 --> 00:07:01.520]  但這個人他沒有買
[00:07:01.520 --> 00:07:03.520]  為什麼我們這麼喜歡
[00:07:03.520 --> 00:07:05.520]  他最幸運
[00:07:05.520 --> 00:07:07.520]  什麼叫幸運
[00:07:07.520 --> 00:07:09.520]  看人來說
[00:07:09.520 --> 00:07:11.520]  所謂幸運
[00:07:11.520 --> 00:07:13.520]  就是財富
[00:07:13.520 --> 00:07:15.520]  有財富就等於有福
[00:07:15.520 --> 00:07:17.520]  有福
[00:07:17.520 --> 00:07:19.520]  有些社交網站
[00:07:19.520 --> 00:07:21.520]  Instagram
[00:07:21.520 --> 00:07:23.520]  不知道有沒有中文譯名
[00:07:23.520 --> 00:07:25.520]  有沒有
[00:07:25.520 --> 00:07:27.520]  我沒聽過
[00:07:27.520 --> 00:07:29.520]  聽說有些富二代
[00:07:29.520 --> 00:07:31.520]  在Instagram
[00:07:31.520 --> 00:07:33.520]  上載
[00:07:33.520 --> 00:07:35.520]  用香檳沖涼
[00:07:35.520 --> 00:07:37.520]  用浴缸
[00:07:37.520 --> 00:07:39.520]  拍住他
[00:07:39.520 --> 00:07:41.520]  有好幾輛名車
[00:07:41.520 --> 00:07:43.520]  一抽鑰匙
[00:07:43.520 --> 00:07:45.520]  將他平日奢華的生活
[00:07:45.520 --> 00:07:47.520]  擺上Instagram
[00:07:47.520 --> 00:07:49.520]  重要的不是這樣
[00:07:49.520 --> 00:07:51.520]  最要留意
[00:07:51.520 --> 00:07:53.520]  很多人很留意
[00:07:53.520 --> 00:07:55.520]  這些富貴的人怎樣生活
[00:07:55.520 --> 00:07:57.520]  換句話說
[00:07:57.520 --> 00:07:59.520]  原來世界很多人
[00:07:59.520 --> 00:08:01.520]  很留意這些富人
[00:08:01.520 --> 00:08:03.520]  他們穿什麼
[00:08:03.520 --> 00:08:05.520]  他們吃什麼
[00:08:05.520 --> 00:08:07.520]  他們玩什麼
[00:08:07.520 --> 00:08:09.520]  他們流行什麼
[00:08:09.520 --> 00:08:11.520]  因為在世界
[00:08:11.520 --> 00:08:13.520]  被認為幸運
[00:08:13.520 --> 00:08:15.520]  被認為有福
[00:08:15.520 --> 00:08:17.520]  就是有錢
[00:08:17.520 --> 00:08:19.520]  有名有利
[00:08:19.520 --> 00:08:21.520]  受人關注
[00:08:21.520 --> 00:08:23.520]  那麼多人關注
[00:08:23.520 --> 00:08:25.520]  就反映人體
[00:08:25.520 --> 00:08:27.520]  什麼叫蒙福
[00:08:27.520 --> 00:08:29.520]  我也認識三兩個
[00:08:29.520 --> 00:08:31.520]  我有一次去探望一個會友
