
[00:00:00.000 --> 00:00:01.760]  第一節目又讀聖經了
[00:00:01.760 --> 00:00:03.060]  生命樹書的網絡
[00:00:03.060 --> 00:00:05.640]  和大家一起研究聖經人物
[00:00:05.640 --> 00:00:07.200]  研究聖經故事
[00:00:07.200 --> 00:00:10.400]  最重要看到背後上主的工作
[00:00:10.400 --> 00:00:11.640]  和祂的手
[00:00:11.640 --> 00:00:15.240]  今天就知道我是耶和華了
[00:00:15.240 --> 00:00:17.040]  這一句是神講的
[00:00:17.040 --> 00:00:19.340]  我將它不想太長
[00:00:19.340 --> 00:00:21.040]  就將它簡化一點
[00:00:21.040 --> 00:00:23.040]  知道我是耶和華了
[00:00:23.040 --> 00:00:26.600]  這樣他們埃及人就知道
[00:00:26.600 --> 00:00:28.900]  我是耶和華
[00:00:28.900 --> 00:00:31.300]  好 留意一下今天的經文
[00:00:31.300 --> 00:00:33.100]  《出一及記》第十四章
[00:00:33.100 --> 00:00:34.300]  第十五節
[00:00:34.300 --> 00:00:37.100]  耶和華對摩西說
[00:00:37.100 --> 00:00:39.800]  你為什麼向我哀求呢?
[00:00:39.800 --> 00:00:43.100]  你吩咐以色列人往前走
[00:00:43.100 --> 00:00:47.800]  你舉手向海生象把水分開
[00:00:47.800 --> 00:00:50.900]  嘩 這個考驗也大啊
[00:00:50.900 --> 00:00:52.900]  很有趣的
[00:00:52.900 --> 00:00:54.700]  神是向摩西說
[00:00:54.700 --> 00:00:57.100]  你為什麼向我哀求呢?
[00:00:57.100 --> 00:00:58.400]  其實這個「你」
[00:00:58.400 --> 00:01:00.000]  摩西沒有哀求
[00:01:00.000 --> 00:01:01.800]  是百姓而已
[00:01:01.800 --> 00:01:06.200]  似乎「你」和「摩西」和「百姓」
[00:01:06.200 --> 00:01:08.600]  是沒有分開的
[00:01:08.600 --> 00:01:10.400]  摩西就是百姓
[00:01:10.400 --> 00:01:12.000]  百姓就是摩西
[00:01:12.000 --> 00:01:14.900]  你為什麼向我哀求呢?
[00:01:14.900 --> 00:01:19.100]  你吩咐以色列人繼續向前走
[00:01:19.100 --> 00:01:21.200]  繼續向前走
[00:01:21.200 --> 00:01:23.000]  向前走又怎樣?
[00:01:23.000 --> 00:01:25.800]  向前走就是海了
[00:01:25.800 --> 00:01:28.500]  好 各位群眾大家聽著
[00:01:28.500 --> 00:01:30.800]  現在神叫我們向前走
[00:01:30.800 --> 00:01:32.400]  嘩
[00:01:32.400 --> 00:01:34.300]  摩西sir 你不是啊
[00:01:34.300 --> 00:01:37.000]  向前走是海來的
[00:01:37.000 --> 00:01:38.200]  雖然斜斜地下去
[00:01:38.200 --> 00:01:40.300]  像個灘這樣下去而已
[00:01:40.300 --> 00:01:42.000]  海來的怎麼走啊
[00:01:42.000 --> 00:01:44.000]  向前走
[00:01:44.000 --> 00:01:46.800]  接著他最重要的就是第一點
[00:01:46.800 --> 00:01:48.600]  你做一件事
[00:01:48.600 --> 00:01:53.900]  你舉手向海生象把水分開
[00:01:53.900 --> 00:01:58.900]  你舉手向海生象把水分開
[00:01:58.900 --> 00:01:59.900]  原來就是說
[00:01:59.900 --> 00:02:02.500]  你手裡拿著的那一隻象
[00:02:02.500 --> 00:02:04.100]  你的手和那一隻象
[00:02:04.100 --> 00:02:08.400]  是有能力把海水分開的
[00:02:08.400 --> 00:02:09.800]  嘩 這樣也行
[00:02:09.800 --> 00:02:12.100]  好 現在我想告訴大家
[00:02:12.100 --> 00:02:16.200]  你的手和你手裡拿著的那一隻象
[00:02:16.200 --> 00:02:18.400]  是有分開海水的能力
[00:02:18.400 --> 00:02:20.500]  你現在試試
[00:02:20.500 --> 00:02:22.400]  我想我手都震了 不敢試
[00:02:22.400 --> 00:02:23.900]  我擔心一指
[00:02:23.900 --> 00:02:25.200]  哎呀 沒分開
[00:02:25.200 --> 00:02:26.400]  再指一下也沒有
[00:02:26.400 --> 00:02:27.800]  那怎麼辦呢
[00:02:27.800 --> 00:02:31.600]  那我想那些石頭會扔在我那裡
[00:02:31.600 --> 00:02:33.000]  那些人就會殺死我
[00:02:33.000 --> 00:02:34.900]  那些鞋子就飛過來
[00:02:34.900 --> 00:02:37.700]  那些拳頭就打過來
[00:02:37.700 --> 00:02:40.600]  那你舉手向海生象
[00:02:40.600 --> 00:02:41.600]  哎
[00:02:41.600 --> 00:02:43.800]  我相信我會有這個恐懼
[00:02:43.800 --> 00:02:44.800]  不敢舉
[00:02:44.800 --> 00:02:46.200]  但是摩西敢
[00:02:46.200 --> 00:02:47.000]  為什麼呢
[00:02:47.000 --> 00:02:48.800]  他經歷過很多
[00:02:48.800 --> 00:02:50.300]  你知道他由
[00:02:50.300 --> 00:02:52.600]  我帶著子女 太太
[00:02:52.600 --> 00:02:55.400]  要回埃及帶他們走的時候
[00:02:55.400 --> 00:02:56.900]  他們是騎路人的
[00:02:56.900 --> 00:03:00.100]  但是摩西手裡拿著的那一隻象
[00:03:00.100 --> 00:03:03.700]  一直這隻象就是神同在的象徵
[00:03:03.700 --> 00:03:05.800]  那你要一直拿著
[00:03:05.800 --> 00:03:08.100]  那你如果今天我們就沒有那一隻象拿著
[00:03:08.100 --> 00:03:09.800]  拿著一本聖經行不行呢
[00:03:09.800 --> 00:03:11.300]  那些聖經在手機裡面
[00:03:11.300 --> 00:03:13.600]  為了拿著手機很奇怪
[00:03:13.600 --> 00:03:15.400]  那拿著一本聖經
[00:03:15.400 --> 00:03:16.700]  那就沒有都行
[00:03:16.700 --> 00:03:17.900]  拿著十字架行不行
[00:03:17.900 --> 00:03:18.800]  都行
[00:03:18.800 --> 00:03:20.600]  那其實就是你知道
[00:03:20.600 --> 00:03:24.300]  它是一樣的證據或者信物
[00:03:24.300 --> 00:03:28.100]  就是上帝要透過它
[00:03:28.100 --> 00:03:28.800]  做一些事情
[00:03:28.800 --> 00:03:31.300]  而曾經也做過很多大事
[00:03:31.300 --> 00:03:32.200]  什麼事呢
[00:03:32.200 --> 00:03:34.900]  他就舉手向海生象
[00:03:34.900 --> 00:03:38.800]  這個憑信心舉起手一伸
[00:03:38.800 --> 00:03:39.900]  分開
[00:03:39.900 --> 00:03:40.500]  這樣
[00:03:40.500 --> 00:03:41.900]  把水分開
[00:03:41.900 --> 00:03:43.900]  要不要講就不知道
[00:03:43.900 --> 00:03:46.200]  分開還是說心想分開
[00:03:46.200 --> 00:03:47.300]  這樣不知道
[00:03:47.300 --> 00:03:48.700]  總之一字分開
[00:03:48.700 --> 00:03:50.300]  那些水就分開了
[00:03:50.300 --> 00:03:51.700]  哇厲害
[00:03:51.700 --> 00:03:52.700]  這是第一點講的
[00:03:52.700 --> 00:03:57.000]  就是你要憑信心舉起神的象
[00:03:57.000 --> 00:03:58.500]  叫海水分開
[00:03:58.500 --> 00:04:01.800]  這個象與你的手是有這樣的能力的
[00:04:01.800 --> 00:04:03.500]  這個能力不出於我自己的
[00:04:03.500 --> 00:04:04.200]  練不到的
[00:04:04.200 --> 00:04:05.400]  整天在海邊練
[00:04:05.400 --> 00:04:07.300]  練你的水分開練不到的
[00:04:07.300 --> 00:04:10.700]  是上帝有這個能力在我們身上
[00:04:10.700 --> 00:04:13.700]  當我們知道上帝給了我們這種能力的時候
[00:04:13.700 --> 00:04:14.800]  就可以了
[00:04:14.800 --> 00:04:15.200]  哎呀
[00:04:15.200 --> 00:04:17.500]  帶一個人信主很難
[00:04:17.500 --> 00:04:19.300]  但聖靈降臨在你們身上
[00:04:19.300 --> 00:04:20.900]  你們就要得著能力
[00:04:20.900 --> 00:04:22.400]  由猶沙冷撒瑪利
[00:04:22.400 --> 00:04:23.600]  猶太傳地撒瑪利
[00:04:23.600 --> 00:04:24.500]  一直到地極
[00:04:24.500 --> 00:04:25.900]  要作我的見證
[00:04:25.900 --> 00:04:27.700]  叫我們作見證而已
[00:04:27.700 --> 00:04:29.700]  沒有一定要帶到祂信主
[00:04:29.700 --> 00:04:32.700]  是給我們有能力作見證
[00:04:32.700 --> 00:04:34.000]  於是我們作見證
[00:04:34.000 --> 00:04:35.700]  我向海生象分開
[00:04:35.700 --> 00:04:36.800]  水會分開
[00:04:36.800 --> 00:04:39.000]  我是有上帝的能力的
[00:04:39.000 --> 00:04:40.100]  好了
[00:04:40.100 --> 00:04:42.700]  我要使埃及人的心肝壓
[00:04:42.700 --> 00:04:43.600]  又是這個字
[00:04:43.600 --> 00:04:44.400]  使
[00:04:44.400 --> 00:04:47.500]  這個字應該叫做「容陽」
[00:04:47.500 --> 00:04:49.400]  我任由祂
[00:04:49.400 --> 00:04:50.600]  這麼厲害
[00:04:50.600 --> 00:04:51.700]  我現在追你
[00:04:51.700 --> 00:04:54.400]  我派了這麼多我的士兵一起
[00:04:54.400 --> 00:04:56.900]  全國軍力來追你
[00:04:56.900 --> 00:04:59.900]  還追不到你
[00:04:59.900 --> 00:05:01.700]  咦
[00:05:01.700 --> 00:05:03.000]  落海了
[00:05:03.000 --> 00:05:04.200]  照追
[00:05:04.200 --> 00:05:05.800]  你的心肝壓
[00:05:05.800 --> 00:05:08.700]  我會讓埃及人的心肝壓
[00:05:08.700 --> 00:05:11.100]  他們就會跟著下去
[00:05:11.100 --> 00:05:12.900]  我就要在法老和
[00:05:12.900 --> 00:05:17.400]  他的全軍車輛馬兵尚得榮耀
[00:05:17.400 --> 00:05:20.600]  法老的全軍
[00:05:20.600 --> 00:05:22.700]  全軍特別是一個
[00:05:22.700 --> 00:05:25.600]  當時的軍隊最威武的是什麼呢
[00:05:25.600 --> 00:05:28.400]  最威武的是戰車
[00:05:28.400 --> 00:05:29.800]  騎兵
[00:05:29.800 --> 00:05:31.700]  那些陸軍很龐大
[00:05:31.700 --> 00:05:33.300]  那些步兵很龐大
[00:05:33.300 --> 00:05:35.100]  但是他不出眾
[00:05:35.100 --> 00:05:38.600]  而且步兵多到不得了
[00:05:38.600 --> 00:05:41.600]  戰車馬兵就少一點
[00:05:41.600 --> 00:05:43.700]  就威武一點
[00:05:43.700 --> 00:05:44.900]  坐得高
[00:05:44.900 --> 00:05:46.900]  那些衣服又漂亮一點
[00:05:46.900 --> 00:05:50.300]  我要在他們身上得到榮耀
[00:05:50.300 --> 00:05:52.800]  全軍車輛馬兵得榮耀
[00:05:52.800 --> 00:05:53.800]  就是說他這麼威
[00:05:53.800 --> 00:05:55.100]  其實我要讓他知道
[00:05:55.100 --> 00:05:57.800]  我是巴閉過他的
[00:05:57.800 --> 00:06:00.400]  我會讓他們的心肝硬夠膽
[00:06:00.400 --> 00:06:01.400]  不怕死就死
[00:06:01.400 --> 00:06:02.300]  一場都來了
[00:06:02.300 --> 00:06:04.100]  跟馬開
[00:06:04.100 --> 00:06:04.900]  好了
[00:06:04.900 --> 00:06:10.400]  我在法老和他的車輛馬兵尚得榮耀的時候
[00:06:10.400 --> 00:06:11.900]  埃及人就知道
[00:06:11.900 --> 00:06:14.900]  我是耶和華了
[00:06:14.900 --> 00:06:16.600]  看到這兩字
[00:06:16.600 --> 00:06:18.800]  我特別多紅色字
[00:06:18.800 --> 00:06:21.500]  很多紅色字是因為重要
[00:06:21.500 --> 00:06:24.700]  我在法老和他的車輛馬兵
[00:06:24.700 --> 00:06:27.400]  身上得榮耀
[00:06:27.400 --> 00:06:32.400]  這個就是法老最威的地方
[00:06:32.400 --> 00:06:33.300]  法老本身
[00:06:33.300 --> 00:06:35.100]  再加權力
[00:06:35.100 --> 00:06:37.500]  再加上他的軍力
[00:06:37.500 --> 00:06:40.900]  我就要在他這樣最榮耀的上面
[00:06:40.900 --> 00:06:42.100]  我勝過他
[00:06:42.100 --> 00:06:44.500]  他們埃及人就會知道
[00:06:44.500 --> 00:06:47.600]  我是耶和華了
[00:06:47.600 --> 00:06:49.700]  我才是真神
[00:06:49.700 --> 00:06:51.800]  他們知不知道我是耶和華的呢
[00:06:51.800 --> 00:06:54.100]  一開始不知道不相信
[00:06:54.100 --> 00:06:58.000]  後來知道摩西和希伯來人都是信耶和華的
[00:06:58.000 --> 00:06:59.400]  是啦 知道啦
[00:06:59.400 --> 00:07:00.300]  好
[00:07:00.300 --> 00:07:01.500]  不過在這裡
[00:07:01.500 --> 00:07:03.500]  我想你了解到一件事
[00:07:03.500 --> 00:07:06.000]  就是經過十災到最尾
[00:07:06.000 --> 00:07:07.800]  撒掌子之災的時候
[00:07:07.800 --> 00:07:11.300]  他們就說你去敬拜你的耶和華
[00:07:11.300 --> 00:07:12.600]  走啦 耶和華
[00:07:12.600 --> 00:07:14.400]  你去敬拜他 真是的
[00:07:14.400 --> 00:07:16.200]  行了 走了 走了
[00:07:16.200 --> 00:07:17.200]  他們都開始知道
[00:07:17.200 --> 00:07:20.800]  哇 耶和華真厲害
[00:07:20.800 --> 00:07:23.900]  希伯來人那裡就會光
[00:07:23.900 --> 00:07:25.100]  我們會黑三天
[00:07:25.100 --> 00:07:27.500]  黑到逼過來 很黑
[00:07:27.500 --> 00:07:30.400]  然後撒掌子
[00:07:30.400 --> 00:07:32.500]  啊 你這個耶和華真厲害
[00:07:32.500 --> 00:07:34.100]  要金嗎 拿去吧
[00:07:34.100 --> 00:07:35.700]  要衣服嗎 拿去吧
[00:07:35.700 --> 00:07:36.900]  要銀子嗎 拿去吧
[00:07:36.900 --> 00:07:37.800]  拿幾隻羊嗎
[00:07:37.800 --> 00:07:39.400]  拿一瓶 儘管拿
[00:07:39.400 --> 00:07:40.900]  快點走 快點走
[00:07:40.900 --> 00:07:43.600]  哎呀 你和你的耶和華快點走
[00:07:43.600 --> 00:07:45.300]  不然我們真的沒有了
[00:07:45.300 --> 00:07:46.700]  我們死定了
