
[00:00:00.000 --> 00:00:03.800]  在講到之前我想問大家一個問題
[00:00:03.800 --> 00:00:07.040]  你有沒有試過去到一個地方
[00:00:07.040 --> 00:00:10.280]  然後你看到周圍的景象之後
[00:00:10.280 --> 00:00:13.440]  你心裏有一種非常強烈的感覺
[00:00:13.440 --> 00:00:16.800]  而那種感覺不是極度的興奮
[00:00:16.800 --> 00:00:19.320]  而是深深的難過
[00:00:19.320 --> 00:00:20.760]  有沒有啊
[00:00:20.760 --> 00:00:24.440]  我看到有些人點頭
[00:00:24.440 --> 00:00:25.840]  有文也有
[00:00:25.840 --> 00:00:28.720]  我自己也有兩次這樣的經驗
[00:00:28.720 --> 00:00:31.720]  第一次是在印度這個地方
[00:00:31.720 --> 00:00:36.360]  2010年我去印度去做一些體驗
[00:00:36.360 --> 00:00:40.240]  有一些跟一個扶貧機構去一些體驗
[00:00:40.240 --> 00:00:43.360]  我去到印度的德里這個地方
[00:00:43.360 --> 00:00:47.720]  當時我看到街上到處都是滿天的神佛
[00:00:47.720 --> 00:00:49.920]  從照片上大家看到
[00:00:49.920 --> 00:00:52.480]  而且那個地方是沙塵滾滾
[00:00:52.480 --> 00:00:54.120]  又髒又亂
[00:00:55.120 --> 00:00:59.960]  而且我們也接觸到一些貧民哭的一些貧困的家庭
[00:00:59.960 --> 00:01:03.560]  還有一些艾滋病的一些人
[00:01:03.560 --> 00:01:07.160]  那時候一邊看心裏就特別特別的難過
[00:01:07.160 --> 00:01:10.320]  我當時心裏也在問神
[00:01:10.320 --> 00:01:12.080]  神啊你會不會有一天
[00:01:12.080 --> 00:01:15.640]  要我來到這個地方來服侍他們呢
[00:01:15.640 --> 00:01:21.080]  可是我同時也有另外一種感覺
[00:01:21.080 --> 00:01:27.760]  就是我說如果要我在這個地方多待下去的時候
[00:01:27.760 --> 00:01:31.080]  我想有一天我可能會抑鬱而死
[00:01:31.080 --> 00:01:36.400]  真的那個地方讓你有一種很憂鬱的感覺
[00:01:36.400 --> 00:01:40.520]  另外一次經驗是在中國的北方
[00:01:40.520 --> 00:01:44.920]  11年前我到中國河北省一個貧困縣工作
[00:01:44.920 --> 00:01:47.680]  在那裏待了差不多4年
