
[00:00:00.000 --> 00:00:03.420]  《約翰福音》第21章20-25節
[00:00:03.420 --> 00:00:06.260]  是在128年
[00:00:06.260 --> 00:00:07.620]  經文是這樣說
[00:00:07.620 --> 00:00:08.880]  彼得轉過來
[00:00:08.880 --> 00:00:11.980]  看見耶穌所愛的那門徒跟著
[00:00:11.980 --> 00:00:13.660]  就是在晚飯的時候
[00:00:13.660 --> 00:00:15.220]  靠著耶穌胸膛說
[00:00:15.220 --> 00:00:18.680]  主啊,賣祢的是誰的那門徒?
[00:00:18.680 --> 00:00:19.700]  彼得看見他
[00:00:19.700 --> 00:00:21.140]  就問耶穌說
[00:00:21.140 --> 00:00:23.900]  主啊,這人將來如何?
[00:00:23.900 --> 00:00:25.220]  耶穌對他說
[00:00:25.220 --> 00:00:28.220]  我若要他等到我來的時候
[00:00:28.220 --> 00:00:29.580]  與祢何干?
[00:00:29.580 --> 00:00:31.960]  你,跟從我吧
[00:00:31.960 --> 00:00:34.620]  於是,這話傳在弟兄中間
[00:00:34.620 --> 00:00:36.260]  說那門徒不死
[00:00:36.260 --> 00:00:38.340]  其實,耶穌不是說他不死
[00:00:38.340 --> 00:00:39.180]  乃是說
[00:00:39.180 --> 00:00:42.020]  我若要他等到我來的時候
[00:00:42.020 --> 00:00:44.220]  與祢何干?
[00:00:44.220 --> 00:00:45.940]  為這些事作見證
[00:00:45.940 --> 00:00:47.980]  並且記載這些事的
[00:00:47.980 --> 00:00:49.860]  就是這門徒
[00:00:49.860 --> 00:00:51.300]  我們也知道
[00:00:51.300 --> 00:00:53.820]  他的見證是真的
[00:00:53.820 --> 00:00:56.220]  耶穌所行的事還有許多
[00:00:56.220 --> 00:00:58.500]  若是一一都寫出來
[00:00:58.500 --> 00:01:00.500]  我想所寫的書
[00:01:00.500 --> 00:01:02.820]  就是世界也容不下了
[00:01:28.500 --> 00:01:30.220]  「愛」字其實有兩個
[00:01:30.220 --> 00:01:30.940]  一個叫philia
[00:01:30.940 --> 00:01:32.020]  一個叫agapé
[00:01:32.020 --> 00:01:34.060]  稍後會解釋一下
[00:01:34.060 --> 00:01:35.420]  究竟兩個字有什麼分別
[00:01:35.420 --> 00:01:36.940]  裡面說「羊」的時候
[00:01:36.940 --> 00:01:38.140]  一隻是普通的羊
[00:01:38.140 --> 00:01:39.140]  成年的羊
[00:01:39.140 --> 00:01:40.740]  另一隻是小羊
[00:01:40.740 --> 00:01:41.780]  然後「餵養」
[00:01:41.780 --> 00:01:42.740]  有一隻叫餵養
[00:01:42.740 --> 00:01:43.500]  另一隻叫牧養
[00:01:43.500 --> 00:01:44.540]  大家就在猜一下
[00:01:44.540 --> 00:01:46.340]  究竟這一堆字有什麼不同呢?
[00:01:46.340 --> 00:01:47.220]  餵養和牧養
[00:01:47.220 --> 00:01:48.540]  大羊和小羊
[00:01:48.540 --> 00:01:49.660]  agapé和philia
[00:01:49.660 --> 00:01:52.140]  中間有什麼分別呢?
[00:01:52.140 --> 00:01:53.780]  恕我慧根淺薄
[00:01:53.780 --> 00:01:54.700]  我弄來弄去
[00:01:54.700 --> 00:01:55.660]  我都弄不出
[00:01:55.660 --> 00:01:58.740]  究竟是有什麼重要的分別
[00:01:58.740 --> 00:02:00.940]  甚至中間有什麼層次的問題呢?
[00:02:00.940 --> 00:02:02.220]  問第一個問題和第二個問題
[00:02:02.220 --> 00:02:03.420]  有什麼不同呢?
[00:02:03.420 --> 00:02:04.740]  或者比特答第一個問題
[00:02:04.740 --> 00:02:06.420]  和答第二個問題有什麼不同呢?
[00:02:06.420 --> 00:02:07.300]  我看來看去
[00:02:07.300 --> 00:02:08.860]  都是分別不是很大
[00:02:08.860 --> 00:02:10.020]  所以我唯有假設
[00:02:10.020 --> 00:02:11.340]  它是同一樣的問題
[00:02:11.340 --> 00:02:12.620]  只不過是一個
[00:02:12.620 --> 00:02:13.860]  修辭學上
[00:02:13.860 --> 00:02:16.180]  你沒理由用同一個字重三次的
[00:02:16.180 --> 00:02:17.540]  如果我們跟學生說
[00:02:17.540 --> 00:02:18.700]  這還不是patriotism
[00:02:18.700 --> 00:02:19.340]  抄襲
[00:02:19.340 --> 00:02:20.940]  所以有時候在文學上
[00:02:20.940 --> 00:02:22.140]  都要變化一點
[00:02:22.140 --> 00:02:23.420]  用不同的字
[00:02:23.420 --> 00:02:24.140]  告訴別人
[00:02:24.140 --> 00:02:26.940]  其實我的詞彙不是這麼枯燥的
[00:02:26.940 --> 00:02:27.940]  不是這麼單調的
[00:02:27.940 --> 00:02:29.500]  我是適用不同的字
[00:02:29.500 --> 00:02:31.500]  在說同一樣的東西
[00:02:31.500 --> 00:02:32.980]  但是重點可能不是說
[00:02:32.980 --> 00:02:34.540]  這一堆的字
[00:02:34.540 --> 00:02:35.580]  牧羊和餵羊
[00:02:35.580 --> 00:02:36.860]  大羊和小羊之間
[00:02:36.860 --> 00:02:38.260]  有什麼分別
[00:02:38.260 --> 00:02:39.580]  我覺得可能最重要的
[00:02:39.580 --> 00:02:41.420]  反而是在經文裡面
[00:02:41.420 --> 00:02:44.260]  耶穌問比特三次
[00:02:44.260 --> 00:02:46.340]  這個好像是同樣的問題
[00:02:46.340 --> 00:02:48.660]  究竟目的在哪裡呢?
[00:02:48.660 --> 00:02:50.060]  大概我們記得
[00:02:50.060 --> 00:02:53.420]  比特曾經有三次不認主
[00:02:53.420 --> 00:02:56.580]  甚至祂可能很氣餒
[00:02:56.580 --> 00:02:58.020]  而在復活的主
[00:02:58.020 --> 00:02:59.100]  當祂復活之後
[00:02:59.100 --> 00:03:02.820]  祂先去找比特
[00:03:02.820 --> 00:03:05.740]  其實一個很重要的信息是什麼呢?
[00:03:05.740 --> 00:03:10.300]  主沒有因為比特曾經三次不認祂
[00:03:10.300 --> 00:03:11.900]  放棄祂
[00:03:11.900 --> 00:03:14.300]  祂反而藉著人來向祂說
[00:03:14.300 --> 00:03:17.100]  你去加利利那裡等我
[00:03:17.100 --> 00:03:19.180]  然後祂現在真的去到加利利
[00:03:19.180 --> 00:03:20.620]  在那裡找祂
[00:03:20.620 --> 00:03:21.460]  去找祂的時候
[00:03:21.460 --> 00:03:23.860]  你會發覺主耶穌沒有責怪祂
[00:03:23.860 --> 00:03:24.860]  沒有罵祂什麼
[00:03:24.860 --> 00:03:27.340]  嚇祢個死仔諸如此類
[00:03:27.340 --> 00:03:28.300]  反而是
[00:03:28.300 --> 00:03:30.260]  先說祂打船、打魚
[00:03:30.260 --> 00:03:31.100]  打極打不到
[00:03:31.100 --> 00:03:32.620]  主耶穌就告訴你
[00:03:32.620 --> 00:03:34.180]  怎樣去撒網、拉到魚
[00:03:34.180 --> 00:03:38.380]  接著做好早餐等祂上來吃
[00:03:38.380 --> 00:03:39.660]  接著沒有責怪祂
[00:03:39.660 --> 00:03:41.140]  只是問了祂的問題
[00:03:41.140 --> 00:03:43.900]  你愛不愛我呢?
[00:03:43.900 --> 00:03:45.060]  其實如果你這樣看的時候
[00:03:45.060 --> 00:03:45.780]  你會發覺
[00:03:45.780 --> 00:03:48.540]  這個代表主耶穌從來沒有放棄過比特
[00:03:48.540 --> 00:03:51.500]  雖然比特三次不認祂
[00:03:51.500 --> 00:03:53.740]  反而主耶穌是親自主動
[00:03:53.740 --> 00:03:54.540]  在復活之後
[00:03:54.540 --> 00:03:56.940]  去找這個比特
[00:03:56.940 --> 00:03:59.580]  目的是不是就是問祂三個問題呢?
[00:03:59.580 --> 00:04:00.820]  正如比特也說
[00:04:00.820 --> 00:04:02.620]  主啊,祢是無所不知
[00:04:02.620 --> 00:04:04.780]  祢還問來幹什麼呢?
[00:04:04.780 --> 00:04:06.420]  目的在哪裡呢?
[00:04:06.420 --> 00:04:08.860]  目的不是找答案
[00:04:08.860 --> 00:04:10.340]  我看電視也這樣說
[00:04:10.340 --> 00:04:11.700]  老婆問老公問題的時候
[00:04:11.700 --> 00:04:13.820]  或者女朋友問男朋友問題的時候
[00:04:13.820 --> 00:04:14.620]  你要小心一點
[00:04:14.620 --> 00:04:15.940]  其實祂不是想知道你的內容
[00:04:15.940 --> 00:04:16.780]  想回答什麼
[00:04:16.780 --> 00:04:18.900]  是你回答的態度是怎麼樣而已
[00:04:18.900 --> 00:04:20.460]  所以內容不是很重要的
[00:04:20.460 --> 00:04:22.700]  而且可能祂也知道答案
[00:04:22.700 --> 00:04:24.700]  但是問這三個問題
[00:04:24.700 --> 00:04:25.660]  問三次
[00:04:25.660 --> 00:04:28.220]  其實是代表了比特一個機會
[00:04:28.220 --> 00:04:31.660]  去重新肯定祂自己對耶穌的愛
[00:04:31.660 --> 00:04:32.220]  沒錯
[00:04:32.220 --> 00:04:34.220]  我過去曾經出賣過祢
[00:04:34.220 --> 00:04:36.140]  我過去曾經否認過祢
[00:04:36.140 --> 00:04:38.060]  但是在我心靈的深處
[00:04:38.060 --> 00:04:41.900]  我仍然是愛祢
[00:04:41.900 --> 00:04:43.500]  主耶穌你要接受祂
[00:04:43.500 --> 00:04:44.820]  你要重新呼召祂
[00:04:44.820 --> 00:04:46.660]  代表主耶穌赦免祂
[00:04:46.660 --> 00:04:49.020]  並且主耶穌主動地回來去兼顧祂
[00:04:49.020 --> 00:04:52.620]  讓祂重新去擔當一個牧養的職責
[00:04:52.620 --> 00:04:56.060]  重新去跟隨主耶穌
[00:04:56.060 --> 00:04:58.740]  所以重點不是問問題的答案
[00:04:58.740 --> 00:05:00.700]  而是給彼得一個機會
[00:05:00.700 --> 00:05:02.380]  重新公開的認訊
[00:05:02.380 --> 00:05:05.860]  主啊,祢知道,我是愛祢的
[00:05:05.860 --> 00:05:09.820]  這是復興彼得一個非常重要的步驟
[00:05:09.820 --> 00:05:12.180]  主耶穌在這裡不是否定祂
[00:05:12.180 --> 00:05:13.420]  不是責備祂
[00:05:13.420 --> 00:05:15.500]  也不是質疑祂
[00:05:15.500 --> 00:05:17.100]  而是給祂一個機會
[00:05:17.100 --> 00:05:19.300]  彼得可以重新上路
[00:05:19.300 --> 00:05:22.700]  過去祂曾經失敗、跌倒、否認主
[00:05:22.700 --> 00:05:24.660]  但是主主動地找回祂
[00:05:24.660 --> 00:05:25.980]  讓祂有這個機會
[00:05:25.980 --> 00:05:26.980]  兼顧祂
[00:05:26.980 --> 00:05:29.540]  並且將一個很重要的使命交給祂
[00:05:29.540 --> 00:05:32.140]  就是牧養祂的大羊或小羊
[00:05:32.140 --> 00:05:35.060]  或是餵養祂的大羊或小羊
[00:05:35.060 --> 00:05:37.980]  重新跟隨主
[00:05:37.980 --> 00:05:42.220]  接著主耶穌對祂說
[00:05:42.220 --> 00:05:47.060]  「你年幼的時候,自己束上帶子,隨意往來」
[00:05:47.060 --> 00:05:49.660]  以前香港有一個廣告
