
[00:00:00.000 --> 00:00:02.000]  弟兄姐妹早安
[00:00:02.000 --> 00:00:07.000]  最近有一個弟兄問我一個問題
[00:00:07.000 --> 00:00:12.000]  他說人信了主之後要怎麼做呢?
[00:00:12.000 --> 00:00:19.000]  可能在他心中有很多事需要作出調整
[00:00:19.000 --> 00:00:29.000]  信了主之後要決定哪些事要做,哪些事不要做
[00:00:30.000 --> 00:00:32.000]  當中他可能要面對一些掙扎
[00:00:32.000 --> 00:00:38.000]  我們今天思想兩個信仰的問題
[00:00:38.000 --> 00:00:46.000]  第一個問題是一個信了主的基督徒應該怎麼侍奉呢?
[00:00:46.000 --> 00:00:55.000]  或者這麼說,有沒有一些基本的侍奉原則
[00:01:01.000 --> 00:01:05.000]  第二個問題是侍奉主的生活方式應該是怎麼樣的呢?
[00:01:05.000 --> 00:01:19.000]  首先讓我們回顧一下從今年一月份開始講到的內容
[00:01:30.000 --> 00:01:32.000]  然後我們嘗試回答這兩個問題
[00:01:32.000 --> 00:01:44.000]  講到侍奉生活是有原則的
[00:01:44.000 --> 00:01:53.000]  第一點就是我們要按著主的心意委身侍奉
[00:01:59.000 --> 00:02:03.000]  所謂委身侍奉,就是將身體獻上當作活祭
[00:02:03.000 --> 00:02:13.000]  至於按著主的心意,就是心意更新
[00:02:13.000 --> 00:02:19.000]  就像羅馬書第十二章第二節這樣說
[00:02:19.000 --> 00:02:23.000]  不要效法這個世界,只要心意更新而變化
[00:02:30.000 --> 00:02:32.000]  第二個侍奉的心意原則
[00:02:32.000 --> 00:02:43.000]  就是要善用主的恩賜和其他弟兄姊妹配搭侍奉
[00:02:43.000 --> 00:02:53.000]  因為第五節講得很清楚
[00:02:53.000 --> 00:02:57.000]  我們者許多人在基督裡成為一身
[00:03:00.000 --> 00:03:02.000]  互相聯絡作肢體也是如此
[00:03:02.000 --> 00:03:10.000]  我們是彼此需要的
[00:03:10.000 --> 00:03:16.000]  因為神已經將恩賜放在每一個弟兄姊妹身上
[00:03:16.000 --> 00:03:22.000]  你不能說自己沒有恩賜
[00:03:22.000 --> 00:03:26.000]  又或者你不能說我只有一種恩賜
[00:03:30.000 --> 00:03:32.000]  因為有些人是有多重的恩賜
[00:03:32.000 --> 00:03:38.000]  我們要多一點去嘗試
[00:03:38.000 --> 00:03:43.000]  去尋找哪些恩賜是由主賜給我們的
[00:03:43.000 --> 00:03:50.000]  在上一個年初三的講道裡
[00:03:58.000 --> 00:04:01.000]  我們在羅馬書第十二章八至十三節看到
[00:04:01.000 --> 00:04:06.000]  有關侍奉生活的方式
[00:04:06.000 --> 00:04:10.000]  我們在羅馬書十二章八第十三節看到
[00:04:10.000 --> 00:04:13.000]  有關侍奉的事情
[00:04:13.000 --> 00:04:16.000]  侍奉生活有什麼方式呢?
[00:04:16.000 --> 00:04:20.000]  這是分兩方面的
[00:04:20.000 --> 00:04:23.000]  第一就是在教會裡的侍奉
[00:04:25.000 --> 00:04:28.000]  我們如何與信了主的弟兄姊妹相處呢?
[00:04:28.000 --> 00:04:36.000]  我們根據第八至十三節
[00:04:36.000 --> 00:04:41.000]  歸納出五點
[00:04:41.000 --> 00:04:45.000]  第一就是我們要用真誠待人
[00:04:45.000 --> 00:04:47.000]  對愛人
[00:04:47.000 --> 00:04:54.000]  第二就是互讓互尊
[00:04:56.000 --> 00:04:58.000]  意思就是不嫉妒不尊敬
[00:04:58.000 --> 00:05:05.000]  尊重別人
[00:05:05.000 --> 00:05:09.000]  第三就是勤勞侍主
[00:05:09.000 --> 00:05:15.000]  要警醒不倦地禱告
[00:05:15.000 --> 00:05:19.000]  要殷勤工作
[00:05:19.000 --> 00:05:23.000]  當面對困難的時候
[00:05:25.000 --> 00:05:27.000]  我們要處變不驚
[00:05:27.000 --> 00:05:29.000]  凡事交託神
[00:05:29.000 --> 00:05:32.000]  藉著禱告仰望主
[00:05:32.000 --> 00:05:36.000]  尋求出人意外的平安
[00:05:36.000 --> 00:05:43.000]  最後我們要樂善好施
[00:05:43.000 --> 00:05:51.000]  我們願意與有迫切需要的肢體分享所需
[00:05:56.000 --> 00:05:59.000]  今天我們會思想十二章餘下的經文
[00:05:59.000 --> 00:06:08.000]  幫助我們在今年更新我們的侍奉
[00:06:08.000 --> 00:06:15.000]  這個範疇就是我們如何在教會以外
[00:06:15.000 --> 00:06:23.000]  如何與未信主的人相處呢?
[00:06:26.000 --> 00:06:29.000]  在我們日常生活中往往見到主內的弟兄姊妹
[00:06:29.000 --> 00:06:38.000]  正如剛才所說我們要真誠愛他們
[00:06:38.000 --> 00:06:42.000]  不要虛假
[00:06:42.000 --> 00:06:46.000]  另一方面我們要離惡親善
[00:06:51.000 --> 00:06:55.000]  然後我們要與弟兄姊妹熱心配搭侍奉
[00:06:55.000 --> 00:07:01.000]  彼此勉勵分享
[00:07:01.000 --> 00:07:05.000]  同心禱告仰望神
[00:07:05.000 --> 00:07:13.000]  但更多時候我們會與教會以外的未信者接觸
[00:07:20.000 --> 00:07:23.000]  當然我們可以與未信主有很好的關係
[00:07:23.000 --> 00:07:31.000]  但很多時候我們會遇到一些衝突
[00:07:31.000 --> 00:07:37.000]  因為我們會遇到一些不合理的事情
[00:07:37.000 --> 00:07:41.000]  我們會看不過眼
[00:07:41.000 --> 00:07:47.000]  因為大家的文化習慣都不相同
[00:07:50.000 --> 00:07:53.000]  我是說在國內來香港的同胞
[00:07:53.000 --> 00:07:56.000]  往往因為他們的文化習慣不相同
[00:07:56.000 --> 00:07:59.000]  與香港人不相同而產生一些衝突
[00:07:59.000 --> 00:08:09.000]  但就算是香港人對香港人
[00:08:09.000 --> 00:08:16.000]  我們往往都會發生一些不公義的事情
[00:08:16.000 --> 00:08:19.000]  發覺有些不公義的事情發生
[00:08:21.000 --> 00:08:23.000]  甚至我們會覺得被欺負
[00:08:23.000 --> 00:08:29.000]  被人逼迫
[00:08:29.000 --> 00:08:35.000]  我們要如何對待這些不友善甚至惡待我們的人呢?
[00:08:35.000 --> 00:08:47.000]  我聽過有弟兄在工作上遇到一些不友善的人
[00:08:51.000 --> 00:08:54.000]  用一些粗俗的言語和文字去譏諷他
[00:08:54.000 --> 00:09:10.000]  我們要如何做呢?
[00:09:10.000 --> 00:09:14.000]  如果我們看第十四節
[00:09:14.000 --> 00:09:17.000]  這就挑戰我們如何對待仇敵
[00:09:19.000 --> 00:09:21.000]  或者說對我們極不友善的人
[00:09:21.000 --> 00:09:29.000]  第十四節這樣說
[00:09:29.000 --> 00:09:34.000]  第十四節這樣說
[00:09:34.000 --> 00:09:41.000]  換句話說我們要忍讓
[00:09:41.000 --> 00:09:46.000]  要祝福對方
[00:09:49.000 --> 00:09:52.000]  不是用一些咒罵的言語去詛咒對方
[00:09:52.000 --> 00:09:57.000]  這是尊嚴的捨棄
[00:09:57.000 --> 00:10:03.000]  只有主耶穌成為我們的榜樣
[00:10:03.000 --> 00:10:09.000]  因為祂在十字架上將所有的尊嚴都捨棄了
[00:10:09.000 --> 00:10:17.000]  第二方面我們看十五節和第十六節
[00:10:20.000 --> 00:10:21.000]  第十五節這樣說
[00:10:21.000 --> 00:10:27.000]  十五節這樣說
[00:10:27.000 --> 00:10:32.000]  我們要同感
[00:10:32.000 --> 00:10:37.000]  因為教導我們要用真正的情感和同理心
[00:10:37.000 --> 00:10:40.000]  投放在其他人的身上
[00:10:46.000 --> 00:10:49.000]  這是挑戰我們對外的接觸能力
[00:10:49.000 --> 00:10:57.000]  很多人都不想去接觸一些陌生的人
[00:10:57.000 --> 00:11:02.000]  更加不想去接觸一些不友善的人
[00:11:02.000 --> 00:11:08.000]  別人的哀樂與我無關
[00:11:08.000 --> 00:11:14.000]  但是這裡教導我們要與那些人同樂
[00:11:17.000 --> 00:11:20.000]  這裡教導我們要與那些人同樂同哀
[00:11:20.000 --> 00:11:22.000]  這就是同感
[00:11:22.000 --> 00:11:25.000]  第十六節這樣說
[00:11:25.000 --> 00:11:28.000]  十六節這樣說
[00:11:41.000 --> 00:11:46.000]  很多時候我們在社會上都會遇到很大的競爭
[00:11:46.000 --> 00:11:53.000]  同事與同事之間的競爭
[00:11:53.000 --> 00:11:59.000]  甚至兩個都是基督徒的同事都要競爭
[00:11:59.000 --> 00:12:07.000]  我們怎樣可以輔助那些較為卑微的人
[00:12:12.000 --> 00:12:14.000]  在這裡我想探討一下
[00:12:14.000 --> 00:12:19.000]  如何在生活裡具體地將彼此同心實踐出來
[00:12:19.000 --> 00:12:32.000]  第一我建議要坦誠用愛心與人相處
[00:12:32.000 --> 00:12:39.000]  要真誠待人
[00:12:42.000 --> 00:12:44.000]  與別人保持良好的溝通
[00:12:44.000 --> 00:12:49.000]  要心平氣和地與別人溝通
[00:12:49.000 --> 00:12:52.000]  尋求彼此和睦
[00:12:52.000 --> 00:12:56.000]  這個容易嗎
[00:12:56.000 --> 00:13:03.000]  你們有沒有試過接過一些很奇怪的電話
[00:13:03.000 --> 00:13:10.000]  一些你不認識的人突然打電話給你
[00:13:12.000 --> 00:13:14.000]  他說是某某財務公司的人
[00:13:14.000 --> 00:13:20.000]  可以提供一些貸款替你清卡數
[00:13:20.000 --> 00:13:28.000]  問你有沒有這個需要
[00:13:28.000 --> 00:13:31.000]  我想問你怎樣回答
[00:13:31.000 --> 00:13:37.000]  你會如何去回答
[00:13:37.000 --> 00:13:40.000]  聽到這些電話你會怎樣回答
[00:13:42.000 --> 00:13:43.000]  聽到這些電話你會怎樣回答
