
[00:00:00.000 --> 00:00:00.960]  挺姊妹平安
[00:00:00.960 --> 00:00:03.640]  讓我們先做一次低頭禱告
[00:00:03.640 --> 00:00:06.880]  天父上帝我們獻上感恩
[00:00:06.880 --> 00:00:08.000]  你讓我們有今天
[00:00:08.000 --> 00:00:09.840]  這麼好的環境
[00:00:09.840 --> 00:00:12.720]  這麼好的天氣能夠一起去相聚
[00:00:12.720 --> 00:00:15.600]  讓我們在當中親近你
[00:00:15.600 --> 00:00:17.920]  願你跟我們同在
[00:00:17.920 --> 00:00:19.360]  開我們的耳朵
[00:00:19.360 --> 00:00:20.840]  讓我們留心的聆聽
[00:00:20.840 --> 00:00:21.920]  開我們的眼睛
[00:00:21.920 --> 00:00:23.680]  能夠沾染你的榮光
[00:00:23.680 --> 00:00:25.520]  更用我們的手腳
[00:00:25.520 --> 00:00:27.680]  用行動去回應你的愛
[00:00:27.680 --> 00:00:28.640]  有願無仁
[00:00:28.640 --> 00:00:30.760]  口中的言語 弟兄姊妹之間是心思意念
[00:00:30.760 --> 00:00:32.800]  蒙聖靈的啟迪蒙主的月立
[00:00:32.800 --> 00:00:34.960]  禱告奉耶穌基督的名
[00:00:34.960 --> 00:00:39.320]  在很多人心目中
[00:00:39.320 --> 00:00:41.680]  基督教常常說有兩個心
[00:00:41.680 --> 00:00:43.720]  一個是愛心
[00:00:43.720 --> 00:00:45.480]  一個是信心
[00:00:45.480 --> 00:00:48.080]  偶爾有弟兄姊妹來跟我講
[00:00:48.080 --> 00:00:50.600]  牧師啊牧師 我不太有信心
[00:00:50.600 --> 00:00:52.360]  可不可以幫我祈禱
[00:00:52.360 --> 00:00:54.400]  當然我很樂意為大家祈禱
[00:00:54.400 --> 00:00:56.120]  通常我會跟著再問
[00:00:56.120 --> 00:00:57.720]  為什麼你覺得你沒有信心
[00:00:58.120 --> 00:01:01.000]  因為我有這樣的狀態
[00:01:01.000 --> 00:01:02.840]  這個問題比較多
[00:01:02.840 --> 00:01:04.000]  這麼多年來
[00:01:04.000 --> 00:01:04.840]  我想了很久
[00:01:04.840 --> 00:01:06.560]  就好像沒有哪位弟兄姊妹跟我說
[00:01:06.560 --> 00:01:08.000]  牧師我沒有什麼愛心
[00:01:08.000 --> 00:01:08.920]  你幫我祈禱吧
[00:01:08.920 --> 00:01:10.960]  可能很難承認自己沒有愛心
[00:01:10.960 --> 00:01:12.560]  又或者覺得愛心可能
[00:01:12.560 --> 00:01:14.200]  找牧師祈禱沒有什麼用
[00:01:14.200 --> 00:01:16.800]  我們很多時候祈求上帝
[00:01:16.800 --> 00:01:18.360]  給我們有更多的信
[00:01:18.360 --> 00:01:19.520]  當然我們知道
[00:01:19.520 --> 00:01:20.320]  《聖經》裡面說的愛
[00:01:20.320 --> 00:01:21.800]  是上帝的恩典大能
[00:01:21.800 --> 00:01:22.680]  但是很多時候我們
[00:01:22.680 --> 00:01:24.480]  好像我們不夠信心
[00:01:24.480 --> 00:01:26.280]  以致我們不能夠好好的回應
[00:01:26.280 --> 00:01:27.640]  我們的上帝
[00:01:28.400 --> 00:01:29.880]  做一個調查
[00:01:29.880 --> 00:01:31.640]  有哪位弟兄姊妹覺得自己
[00:01:31.640 --> 00:01:33.120]  我是信心很大的
[00:01:33.120 --> 00:01:35.960]  沒有什麼人肯舉手的
[00:01:35.960 --> 00:01:37.160]  沒有的
[00:01:37.160 --> 00:01:38.320]  有哪位弟兄姊妹覺得
[00:01:38.320 --> 00:01:40.040]  其實我都沒有什麼信心
[00:01:40.040 --> 00:01:41.720]  哇 幾多 幾多手
[00:01:41.720 --> 00:01:42.120]  是不是可以了
[00:01:42.120 --> 00:01:42.760]  看到了 看到了
[00:01:42.760 --> 00:01:45.360]  是的 我們都經常覺得自己
[00:01:45.360 --> 00:01:46.240]  很沒有信心
[00:01:46.240 --> 00:01:48.560]  我們覺得我們自己不是很足夠
[00:01:48.560 --> 00:01:50.680]  根本這段經文很獨特的
[00:01:50.680 --> 00:01:52.320]  記住這段經文最獨特的地方是
[00:01:52.320 --> 00:01:54.480]  耶穌大讚這個婦人
[00:01:54.480 --> 00:01:57.240]  他說婦人你的信心很大
[00:01:58.120 --> 00:01:59.000]  大讚
[00:01:59.000 --> 00:02:00.400]  如果你看《聖經》
[00:02:00.400 --> 00:02:02.680]  你會發覺通常耶穌只會說門徒
[00:02:02.680 --> 00:02:04.280]  你少信
[00:02:04.280 --> 00:02:06.480]  你為什麼沒有信心
[00:02:06.480 --> 00:02:08.200]  為什麼這麼小的信心
[00:02:08.200 --> 00:02:08.680]  是不是
[00:02:08.680 --> 00:02:09.720]  經常都有的
[00:02:09.720 --> 00:02:11.880]  那些平靜風浪那些也是這樣
[00:02:11.880 --> 00:02:13.800]  那些海面上行走也是這樣
[00:02:13.800 --> 00:02:15.400]  總之經常都跟門徒說
[00:02:15.400 --> 00:02:16.080]  你沒什麼信心
[00:02:16.080 --> 00:02:19.240]  不過這段經文最獨特的地方是
[00:02:19.240 --> 00:02:21.720]  耶穌大讚這個婦人有信心
[00:02:21.720 --> 00:02:23.200]  記住這件事
[00:02:23.200 --> 00:02:23.920]  一定要記得
[00:02:23.920 --> 00:02:25.240]  這個是很重要
[00:02:25.240 --> 00:02:26.200]  很重要的
[00:02:26.200 --> 00:02:26.960]  好了
[00:02:27.520 --> 00:02:29.520]  頂住你想不想好像婦人那樣
[00:02:29.520 --> 00:02:31.320]  被耶穌大讚你有信心
[00:02:31.320 --> 00:02:33.320]  你想不想得到這個信心
[00:02:33.320 --> 00:02:35.480]  想的話我們進入這段經文
[00:02:35.480 --> 00:02:36.360]  這段經課
[00:02:36.360 --> 00:02:37.360]  看一看
[00:02:37.360 --> 00:02:39.880]  究竟為什麼這個婦人被耶穌會大讚
[00:02:39.880 --> 00:02:41.520]  我們可以學到些什麼
[00:02:41.520 --> 00:02:44.960]  好了這段經文一開始
[00:02:44.960 --> 00:02:47.880]  馬丁法廊十五章二十一到二十八節裡面說
[00:02:47.880 --> 00:02:48.920]  耶穌和門徒
[00:02:48.920 --> 00:02:50.920]  就去到那個地方
[00:02:50.920 --> 00:02:53.080]  那個地方我們的和本叫做
[00:02:53.080 --> 00:02:55.480]  泰爾西頓或者叫做推羅西頓
[00:02:55.920 --> 00:02:58.920]  去到那個地方就見到一個加拿大的婦人
[00:02:58.920 --> 00:03:01.160]  見到這個婦人的開始
[00:03:01.160 --> 00:03:03.000]  其實這段經文除了馬丁法廊之外
[00:03:03.000 --> 00:03:03.960]  在馬可福音
[00:03:03.960 --> 00:03:05.640]  七章二十四到二十八節
[00:03:05.640 --> 00:03:07.160]  有很類似同樣的記載
[00:03:07.160 --> 00:03:09.560]  那段經文裡面特別提到
[00:03:09.560 --> 00:03:10.680]  這個婦人
[00:03:10.680 --> 00:03:12.200]  他說見到一個婦人
[00:03:12.200 --> 00:03:13.200]  這個婦人是誰呢
[00:03:13.200 --> 00:03:14.800]  是一個希臘人
[00:03:14.800 --> 00:03:17.800]  是屬於敘利亞的肥利基族的
