
[00:00:00.000 --> 00:00:01.600]  向我們聽神的祈禱儀先
[00:00:01.600 --> 00:00:03.300]  讓我們心同心的禱告
[00:00:03.300 --> 00:00:05.100]  在看神的話儀先
[00:00:05.100 --> 00:00:06.600]  讓我們重新的祈禱
[00:00:06.600 --> 00:00:08.900]  天父我多謝祢
[00:00:08.900 --> 00:00:11.000]  能夠讓我們有這個生命
[00:00:11.000 --> 00:00:13.100]  再次能夠來到教會當中
[00:00:13.100 --> 00:00:14.700]  與弟兄姊妹一同團契
[00:00:14.700 --> 00:00:16.400]  仰望在神祢的面前
[00:00:16.400 --> 00:00:17.900]  求天父祢與我們
[00:00:17.900 --> 00:00:20.600]  每一個屬祢的兒女同在
[00:00:20.600 --> 00:00:21.700]  使我們能夠
[00:00:21.700 --> 00:00:25.200]  有一個明白真道的靈在我們當中
[00:00:25.200 --> 00:00:26.600]  好使我們都能夠
[00:00:26.600 --> 00:00:29.000]  當聽到主祢的話的時候
[00:00:29.000 --> 00:00:29.800]  能夠打開
[00:00:29.800 --> 00:00:30.900]  我們的心扉
[00:00:30.900 --> 00:00:32.800]  亦都能夠生命開始啟動
[00:00:32.800 --> 00:00:35.000]  這個更生變化的過程
[00:00:35.000 --> 00:00:36.300]  求祢與我們同在
[00:00:36.300 --> 00:00:38.400]  讓在座每一個屬祢的兒女
[00:00:38.400 --> 00:00:39.500]  亦都蒙福氣
[00:00:39.500 --> 00:00:41.400]  在未來這一年的當中
[00:00:41.400 --> 00:00:43.000]  靈命更加的盡心
[00:00:43.000 --> 00:00:45.600]  亦都能夠對主祢更加明白
[00:00:45.600 --> 00:00:48.500]  讓我們的心靈和主祢
[00:00:48.500 --> 00:00:51.000]  都同樣彼此經常的交結
[00:00:51.000 --> 00:00:52.000]  求祢與我們同在
[00:00:52.000 --> 00:00:53.300]  親愛的天父感謝祢
[00:00:53.300 --> 00:00:54.900]  給我們能夠今天
[00:00:54.900 --> 00:00:57.600]  再次由生命來到教會當中
[00:00:57.600 --> 00:01:00.400]  與弟兄姐妹一同來到
[00:01:00.400 --> 00:01:02.200]  全祭金拜
[00:01:02.200 --> 00:01:03.800]  求祢幫助我們
[00:01:03.800 --> 00:01:06.400]  特別我們很求聖靈在我們當中
[00:01:06.400 --> 00:01:08.100]  帶領我們每一個弟兄姐妹
[00:01:08.100 --> 00:01:09.500]  使我們能夠把
[00:01:09.500 --> 00:01:11.600]  聽到的主祢的道理
[00:01:11.600 --> 00:01:13.600]  都能夠藏在生命的當中
[00:01:13.600 --> 00:01:14.900]  付諸實行
[00:01:14.900 --> 00:01:15.900]  使我們能夠
[00:01:15.900 --> 00:01:18.600]  真正活出屬神祢的生命
[00:01:18.600 --> 00:01:21.700]  也並且同時帶領更多的人
[00:01:21.700 --> 00:01:23.500]  能夠明白主祢的道理
[00:01:23.500 --> 00:01:24.500]  我們也很求祢
[00:01:24.500 --> 00:01:25.600]  在新的一年
[00:01:25.600 --> 00:01:26.900]  幫助我們每一個
[00:01:26.900 --> 00:01:28.700]  使得我們在各方面
[00:01:28.700 --> 00:01:30.400]  都能夠做出
[00:01:30.400 --> 00:01:32.100]  合神心意的生活
[00:01:32.100 --> 00:01:33.600]  使我們能夠
[00:01:33.600 --> 00:01:35.000]  帶領更多人
[00:01:35.000 --> 00:01:37.900]  來到明白主祢真道的經驗
[00:01:37.900 --> 00:01:39.600]  能夠幫助更多的人
[00:01:39.600 --> 00:01:40.500]  來到明白
[00:01:40.500 --> 00:01:42.500]  把生命投靠在主祢裡面
[00:01:42.500 --> 00:01:43.500]  我們禱告
[00:01:43.500 --> 00:01:45.200]  奉主耶穌的名字
[00:01:45.200 --> 00:01:46.300]  Amen
[00:01:46.300 --> 00:01:50.600]  今天想跟大家一起分享的題目
[00:01:50.600 --> 00:01:52.400]  也都印在大家的程序表上面
[00:01:52.400 --> 00:01:54.400]  是怎樣去接待神
[00:01:54.400 --> 00:01:58.000]  和獨生兒子耶穌基督的一個正確的態度
[00:01:58.000 --> 00:01:59.700]  今天跟大家分享的
[00:01:59.700 --> 00:02:02.400]  已經印在了程序表裡面
[00:02:02.400 --> 00:02:05.700]  怎麼有一個敬拜的態度
[00:02:05.700 --> 00:02:08.000]  談到這個題目的時候
[00:02:08.000 --> 00:02:10.400]  我就想起我跟一個
[00:02:10.400 --> 00:02:12.400]  教會的一個會友
[00:02:12.400 --> 00:02:14.400]  有一次的相交的活動
[00:02:14.400 --> 00:02:16.400]  講到這個題目的時候
[00:02:16.400 --> 00:02:17.900]  我想起跟教會一個會友
[00:02:17.900 --> 00:02:19.400]  有一次相交的活動
[00:02:19.400 --> 00:02:22.700]  他跟我一起去喝咖啡的時候
[00:02:22.700 --> 00:02:24.900]  他就跟我說:「牧師啊」
[00:02:24.900 --> 00:02:26.700]  「其實我們這個年代的人」
[00:02:26.700 --> 00:02:28.100]  「真是很幸福」
[00:02:28.100 --> 00:02:31.700]  當他跟我一起去喝咖啡的時候
[00:02:31.700 --> 00:02:32.400]  他說:「牧師啊」
[00:02:32.400 --> 00:02:34.400]  「我們這個年代的人真的很幸福」
[00:02:34.400 --> 00:02:34.900]  我說:「真的」
[00:02:34.900 --> 00:02:36.100]  「我們這個年代的人」
[00:02:36.100 --> 00:02:39.100]  「真是比過去的年代都要幸福」
[00:02:39.100 --> 00:02:40.100]  我說:「是的」
[00:02:40.100 --> 00:02:40.900]  「我們這個年代」
[00:02:40.900 --> 00:02:43.600]  「真的比過去任何年代的人都幸福」
[00:02:43.600 --> 00:02:44.300]  「不過呢」
[00:02:44.300 --> 00:02:47.900]  「我發現當我們越在幸福裡面的時候」
[00:02:47.900 --> 00:02:49.300]  「但是我發現」
[00:02:49.300 --> 00:02:51.400]  「當我們越在幸福裡面的時候」
[00:02:51.400 --> 00:02:53.900]  「我們往往也都失卻了另一方面」
[00:02:53.900 --> 00:02:56.600]  「就是怎樣去有一個感恩的心」
[00:02:56.600 --> 00:02:58.900]  「我們往往是失去了另外一個方面」
[00:02:58.900 --> 00:03:00.700]  「就是怎樣去感恩的心」
[00:03:00.700 --> 00:03:02.600]  「當我們看回今時今日的」
[00:03:02.600 --> 00:03:04.100]  「特別年輕的一代」
[00:03:04.100 --> 00:03:06.100]  「當我們回頭看」
[00:03:06.100 --> 00:03:07.800]  「特別是年輕的一代」
[00:03:07.800 --> 00:03:10.100]  「他們很多機會去收禮物的」
[00:03:10.100 --> 00:03:12.000]  「他們有很多的機會去收禮物」
[00:03:12.000 --> 00:03:13.400]  「剛剛過了聖誕節」
[00:03:13.400 --> 00:03:15.000]  「不知道大家收了多少份禮物了」
[00:03:15.000 --> 00:03:16.200]  「剛剛過去的聖誕節」
[00:03:16.200 --> 00:03:18.100]  「我不知道大家收了多少份的禮物」
[00:03:18.100 --> 00:03:20.600]  「或者大人多數都是給錢買禮物那個」
[00:03:20.600 --> 00:03:22.000]  「但是很少收那個」
[00:03:22.000 --> 00:03:25.900]  「或者成人都是付錢買禮物的那個」
[00:03:25.900 --> 00:03:27.000]  「很少收的」
[00:03:27.000 --> 00:03:30.000]  「但是年輕的一輩就收很多的禮物」
[00:03:30.000 --> 00:03:32.200]  「但是年輕的一代卻收了很多的禮物」
[00:03:32.200 --> 00:03:34.000]  「甚至有些我見到有些家長」
[00:03:34.000 --> 00:03:37.600]  「給一些小朋友任意開一張清單給他們」
[00:03:37.600 --> 00:03:39.600]  「你是想聖誕收些甚麼禮物呢?」
[00:03:39.600 --> 00:03:42.400]  「有些家長甚至要小孩子開一張清單」
[00:03:42.400 --> 00:03:46.500]  「讓他們知道小孩子想收些甚麼樣的禮物」
[00:03:46.500 --> 00:03:48.400]  「有一次我有一個朋友家裡的」
[00:03:48.400 --> 00:03:50.700]  「參加他的小朋友的生日會」
[00:03:50.700 --> 00:03:52.800]  「有一次我到了一個朋友家」
[00:03:52.800 --> 00:03:55.800]  「參加他小孩子的生日派對」
[00:03:55.800 --> 00:03:59.600]  「因為他住在那些Condominium」
[00:03:59.600 --> 00:04:03.400]  「因為他們住在一個公寓裡面的」
[00:04:03.400 --> 00:04:07.800]  「通常都可以租給樓下一些很大的房間」
[00:04:07.800 --> 00:04:10.700]  「給一些小朋友家長去開生日會的」
[00:04:10.700 --> 00:04:12.600]  「通常樓下有個很大的房間」
[00:04:12.600 --> 00:04:14.500]  「可以租出去開生日會的」
[00:04:14.500 --> 00:04:16.900]  「我見到真是我這麼大個人」
[00:04:16.900 --> 00:04:18.900]  「都沒有過這樣的生日會」
[00:04:18.900 --> 00:04:20.700]  「我看到了我長這麼大了」
[00:04:20.700 --> 00:04:22.700]  「都沒有這樣一個生日會」
[00:04:22.700 --> 00:04:25.800]  「當然啦,大蛋糕在所難免的啦」
[00:04:25.800 --> 00:04:28.000]  「當然大蛋糕是在所難免的啦」
[00:04:28.000 --> 00:04:30.200]  「檯面放滿所有的食物」
[00:04:30.200 --> 00:04:31.600]  「檯面上放滿了食物」
[00:04:31.600 --> 00:04:33.100]  「不過我自己又很怕去吃的」
[00:04:33.100 --> 00:04:35.400]  「因為那些東西全部高脂高膽的」
[00:04:35.400 --> 00:04:37.000]  「我就很怕去吃」
[00:04:37.000 --> 00:04:40.500]  「因為那些都是高脂肪高膽固醇的」
[00:04:40.500 --> 00:04:44.200]  「最適合我喝的就是檯面那些叫蒸餾水」
[00:04:44.200 --> 00:04:47.500]  「最適合我的就是檯面上放的蒸餾水」
[00:04:47.500 --> 00:04:50.300]  「因為我家裡遺傳有糖尿病的」
[00:04:50.300 --> 00:04:51.600]  「所以我很怕自己有糖尿病」
[00:04:51.600 --> 00:04:52.800]  「又不敢喝甜的東西」
[00:04:52.800 --> 00:04:54.500]  「因為我家裡遺傳的關係」
[00:04:54.500 --> 00:04:56.300]  「我很怕我會得了糖尿病」
[00:04:56.300 --> 00:04:57.800]  「不敢喝甜的東西」
[00:04:57.800 --> 00:05:01.000]  「那些小朋友只有十歲都不夠的」
[00:05:01.000 --> 00:05:02.800]  「那些小孩子還不到十歲」
[00:05:02.800 --> 00:05:05.800]  「那些同學就有二十幾三十個的」
[00:05:05.800 --> 00:05:07.600]  「那同學就有二三十個」
[00:05:07.600 --> 00:05:10.100]  「每個人來都穿得很漂亮的」
[00:05:10.100 --> 00:05:11.800]  「每個人來都穿得很漂亮」
[00:05:11.800 --> 00:05:15.000]  「女的當然是穿得像Frozen的公主那樣」
[00:05:15.000 --> 00:05:18.400]  「女的就穿得好像是白雪公主那樣」
[00:05:18.400 --> 00:05:20.800]  「男的當然是Batman」
[00:05:20.800 --> 00:05:22.200]  「或者蝙蝠俠」
[00:05:22.200 --> 00:05:23.700]  「或者蜘蛛人是不是」
[00:05:23.700 --> 00:05:27.500]  「男的就穿得像蜘蛛人、蝙蝠俠那些」
[00:05:27.500 --> 00:05:30.300]  「每個人都拿一份禮物來送給壽星女」
[00:05:30.300 --> 00:05:33.000]  「每個人都帶一份禮物來送給壽星女」
[00:05:33.000 --> 00:05:34.600]  「壽星女都忙得不堪」
[00:05:34.600 --> 00:05:36.300]  「整天要招呼大家的同學」
[00:05:36.300 --> 00:05:38.900]  「謝謝你送一份禮物給我」
[00:05:38.900 --> 00:05:40.900]  「那個壽星也忙得不得了」
[00:05:40.900 --> 00:05:42.900]  「經常要感謝那些送禮物來的」
[00:05:42.900 --> 00:05:44.700]  「嘩!我一看那個禮物」
[00:05:44.700 --> 00:05:45.600]  「不是叫禮物」
[00:05:45.600 --> 00:05:48.200]  「叫做禮物山的地方真是嚇死你」
[00:05:48.200 --> 00:05:50.400]  「我看看這個叫做」
[00:05:50.400 --> 00:05:52.900]  「看上去像一個山那樣的禮物山」
[00:05:52.900 --> 00:05:54.300]  「就是幫我一下」
[00:05:54.300 --> 00:05:56.000]  「二十多三十份禮物凍起來」
[00:05:56.000 --> 00:05:57.600]  「好像一棵聖誕樹那樣」
[00:05:57.600 --> 00:06:00.000]  「二、三十份的禮物」
[00:06:00.000 --> 00:06:01.900]  「點起來像個聖誕樹那樣」
[00:06:01.900 --> 00:06:04.100]  「整個生日會開完了」
[00:06:04.100 --> 00:06:05.400]  「整個生日會開完了」
[00:06:05.400 --> 00:06:07.200]  「我就問這個小朋友」
[00:06:07.200 --> 00:06:08.200]  「我問這個小朋友」
[00:06:08.200 --> 00:06:09.400]  「你開心嗎」
[00:06:09.400 --> 00:06:10.300]  「你開心嗎」
[00:06:10.300 --> 00:06:12.400]  「他說嗯」
[00:06:12.400 --> 00:06:14.100]  「我為什麼會這樣呢」
[00:06:14.100 --> 00:06:17.100]  「我問你為什麼你好像不開心呢」
[00:06:17.100 --> 00:06:19.100]  「我說你告訴我你開心嗎」
[00:06:19.100 --> 00:06:20.600]  「你告訴我你開心嗎」
[00:06:20.600 --> 00:06:22.000]  「他說嗯」
[00:06:22.000 --> 00:06:23.600]  「我很餓啊」
[00:06:23.600 --> 00:06:25.400]  「他就說我很餓」
