
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹,早晨
[00:00:02.000 --> 00:00:05.280]  我們能夠可以講早晨
[00:00:05.280 --> 00:00:07.000]  能夠可以聽到這樣的回應
[00:00:07.000 --> 00:00:09.400]  都是一個非常之感恩的事情
[00:00:09.400 --> 00:00:11.400]  因為也是很難得的
[00:00:11.400 --> 00:00:15.600]  一方面我們在有限度的時間之下
[00:00:15.600 --> 00:00:18.600]  去到重開現場的崇拜聚會
[00:00:18.600 --> 00:00:22.400]  但是我們也知道香港的疫情是未斷未的
[00:00:22.400 --> 00:00:26.200]  到昨天為止仍然有一百二十多位的人
[00:00:26.200 --> 00:00:32.400]  是因為新冠肺炎而要進去醫院接受治療
[00:00:32.400 --> 00:00:35.000]  而這九位是危殆當中
[00:00:35.000 --> 00:00:38.000]  我們仍然要在禱告裏面紀念他們
[00:00:38.000 --> 00:00:43.000]  我們也要為我們能夠可以一切的崇拜來去感恩
[00:00:43.000 --> 00:00:45.600]  不論我們現在在現場的
[00:00:45.600 --> 00:00:47.800]  或者仍然在網上參與的
[00:00:47.800 --> 00:00:51.000]  希望我們都能夠同心合意的一齊來去服侍神
[00:00:51.000 --> 00:00:53.000]  來去敬拜神
[00:00:53.000 --> 00:00:56.000]  今天是教會的聖學主日
[00:00:56.000 --> 00:00:58.200]  和過往的聖學主日就不同了
[00:00:58.200 --> 00:01:00.400]  因為我們又沒有樂隊
[00:01:00.400 --> 00:01:02.000]  又沒有首領
[00:01:02.000 --> 00:01:03.400]  在恢復崇拜初期
[00:01:03.400 --> 00:01:07.200]  我們仍然都是用較為精簡的崇拜程序
[00:01:07.200 --> 00:01:11.000]  所以我們也未必說是很完全的習慣
[00:01:11.000 --> 00:01:14.800]  我們不單止活在這個疫情的威脅當中
[00:01:14.800 --> 00:01:17.800]  社會的氣氛仍然都非常之的分化
[00:01:17.800 --> 00:01:21.400]  我們的身心靈可能都已經很疲憊了
[00:01:21.400 --> 00:01:25.200]  在這樣的環境當中我們怎樣敬拜神呢
[00:01:25.200 --> 00:01:27.800]  怎樣一齊的來去稱頌神呢
[00:01:27.800 --> 00:01:29.800]  我希望藉著今天
[00:01:29.800 --> 00:01:33.800]  詩篇133篇和134篇的講解
[00:01:33.800 --> 00:01:36.600]  是上行之詩最後的兩篇
[00:01:36.600 --> 00:01:38.800]  希望神藉著祂的話語
[00:01:38.800 --> 00:01:43.200]  給到我們自己和教會一些亮光和方向
[00:01:43.200 --> 00:01:44.600]  在我繼續講解之前
[00:01:44.600 --> 00:01:46.800]  我們一齊來去祈禱求聖靈引領
[00:01:46.800 --> 00:01:49.800]  我們的天父
[00:01:49.800 --> 00:01:52.400]  很感謝你因為你次下你的話語
[00:01:52.400 --> 00:01:55.000]  你啟示給我們看你的旨意
[00:01:55.000 --> 00:01:59.000]  天父有時我們是不明白
[00:01:59.000 --> 00:02:00.600]  但求你的聖靈
[00:02:00.600 --> 00:02:03.600]  真理的聖靈向我們來光照
[00:02:03.600 --> 00:02:06.000]  開啟我們的心竅
[00:02:06.000 --> 00:02:08.600]  讓我們不單止能夠明白聖經
[00:02:08.600 --> 00:02:11.600]  也賜我們力量去反思自己的生命
[00:02:11.600 --> 00:02:13.600]  和實踐出你的話語
[00:02:13.600 --> 00:02:15.200]  我們恭敬的祈禱
[00:02:15.200 --> 00:02:18.000]  是奉我主耶穌基督的聖名祈求
[00:02:18.000 --> 00:02:19.200]  阿門
[00:02:19.200 --> 00:02:24.800]  我們先一齊來頌讀詩篇133篇
[00:02:24.800 --> 00:02:28.600]  今天我所使用的經文是在和合本修訂版
[00:02:28.600 --> 00:02:32.600]  因為它能夠翻譯出原文的一些特色
[00:02:32.600 --> 00:02:34.800]  也幫助我們更加容易明白
[00:02:34.800 --> 00:02:36.400]  我們先一齊頌讀吧
[00:02:36.400 --> 00:02:37.400]  漢啊
[00:02:37.400 --> 00:02:39.400]  弟兄和睦同住
[00:02:39.400 --> 00:02:41.000]  是何等的善
[00:02:41.000 --> 00:02:42.800]  何等的美
[00:02:42.800 --> 00:02:45.200]  這好比那貴重的油
[00:02:45.200 --> 00:02:48.000]  翹在阿倫的頭上
[00:02:48.000 --> 00:02:49.600]  流到鬍鬚
[00:02:49.600 --> 00:02:52.000]  又流到他的衣襟
[00:02:52.000 --> 00:02:54.400]  又好比黑門的金路
[00:02:54.400 --> 00:02:56.600]  剛在錫安山
[00:02:56.600 --> 00:02:58.400]  因為在那裡
[00:02:58.400 --> 00:03:01.000]  猶耶和華所命定的福
[00:03:01.000 --> 00:03:04.000]  就是永遠的生命
[00:03:04.000 --> 00:03:08.800]  這篇詩篇的作者就是君王大衛
[00:03:08.800 --> 00:03:11.800]  我們在聖經裏面所看到的
[00:03:11.800 --> 00:03:14.000]  他自利以色列的年終
[00:03:14.000 --> 00:03:16.000]  雖然有和平的時候
[00:03:16.000 --> 00:03:19.000]  但比較多的記載和日子
[00:03:19.000 --> 00:03:21.800]  都是在內憂外患的當中
[00:03:21.800 --> 00:03:23.600]  他晚年的時候
[00:03:23.600 --> 00:03:27.000]  甚至他的兒子杯半
[00:03:27.000 --> 00:03:29.200]  大衛也要跟他的神父出走
[00:03:29.200 --> 00:03:31.200]  離開耶路撒冷
[00:03:31.200 --> 00:03:32.600]  根據聖經記載
[00:03:32.600 --> 00:03:35.800]  以色列人真正享受到和平
[00:03:35.800 --> 00:03:38.400]  就要去到他的兒子所羅門的時候
[00:03:38.400 --> 00:03:40.400]  才基本上實現到
[00:03:40.400 --> 00:03:45.600]  所羅門的名字就是和平之子的意思
[00:03:45.600 --> 00:03:48.200]  大衛不單止將他的渴望
[00:03:48.200 --> 00:03:50.000]  放在所羅門身上
[00:03:50.000 --> 00:03:53.600]  也藉著詩篇133篇
[00:03:53.600 --> 00:03:57.000]  讓我們看到他的期盼
[00:03:57.000 --> 00:04:00.600]  詩篇133篇作為上行之詩
[00:04:00.600 --> 00:04:02.000]  即是猶太人
[00:04:02.000 --> 00:04:03.800]  他們由不同的地方
[00:04:03.800 --> 00:04:06.400]  去到耶路撒冷守節旗
[00:04:06.400 --> 00:04:09.400]  在他們的路上上山的時候
[00:04:09.400 --> 00:04:12.400]  還唱的詩歌
[00:04:12.400 --> 00:04:14.200]  在這篇詩篇裏面
[00:04:14.200 --> 00:04:17.000]  第一句我們很容易明白的
[00:04:17.000 --> 00:04:21.600]  「看啊,弟兄和睦同住是何等的善,何等的美」
[00:04:21.600 --> 00:04:23.600]  這句我們相信都認同
[00:04:23.600 --> 00:04:25.400]  我們中國人都有說話
[00:04:25.400 --> 00:04:29.200]  「學開眉竹,學吃壽眉飯」
[00:04:29.200 --> 00:04:32.400]  或者是「家和萬事興」等等
[00:04:32.400 --> 00:04:35.400]  這些都是我們所明白
[00:04:35.400 --> 00:04:37.600]  也是渴望的理念
[00:04:37.600 --> 00:04:39.200]  但是詩篇繼續下去
[00:04:39.200 --> 00:04:40.800]  雖然這篇詩篇很短
[00:04:40.800 --> 00:04:43.600]  第二、第三節說了兩個比喻
[00:04:43.600 --> 00:04:45.800]  就不是那麼容易明白了
[00:04:45.800 --> 00:04:47.400]  第二節
[00:04:47.400 --> 00:04:48.400]  怎樣比喻呢?
[00:04:48.400 --> 00:04:50.000]  「好比那貴重的油
[00:04:50.000 --> 00:04:52.000]  飄在阿倫的頭上
[00:04:52.000 --> 00:04:55.400]  流到胡蘇,又流到他的衣襟」
[00:04:55.400 --> 00:04:57.200]  在讀這次聖經的時候
[00:04:57.200 --> 00:04:59.800]  我們腦海裏面也有個圖畫
[00:04:59.800 --> 00:05:03.800]  就好像看到電視的近鏡
[00:05:03.800 --> 00:05:06.000]  照著阿倫的頭
[00:05:06.000 --> 00:05:08.000]  那些油在他的頭頂
