
[00:00:00.000 --> 00:00:01.880]  其實我不是那麼老
[00:00:01.880 --> 00:00:05.260]  不知為何
[00:00:05.260 --> 00:00:08.020]  視訪的大型節目一見到我就給我一個cushion
[00:00:08.020 --> 00:00:09.020]  舒服一點
[00:00:09.020 --> 00:00:13.620]  我剛才是特意坐在柱後面
[00:00:13.620 --> 00:00:16.880]  因為我已經站了兩堂
[00:00:16.880 --> 00:00:17.880]  現在第三堂了
[00:00:17.880 --> 00:00:20.280]  你唱詩的時候讓我坐一下也好
[00:00:20.280 --> 00:00:22.320]  你一邊坐我沒得坐
[00:00:22.320 --> 00:00:26.880]  我11月1日就走了
[00:00:26.880 --> 00:00:28.720]  回到美國來了五個禮拜
[00:00:28.720 --> 00:00:30.720]  都感謝主
[00:00:30.720 --> 00:00:32.720]  回到美國就要投票
[00:00:32.720 --> 00:00:34.720]  投票給誰呢
[00:00:34.720 --> 00:00:37.720]  在美國居住的華人就很複雜
[00:00:37.720 --> 00:00:39.720]  第一要看候選人
[00:00:39.720 --> 00:00:42.200]  候選人是否對美國有益
[00:00:42.200 --> 00:00:44.200]  是否對美國的經濟有益
[00:00:44.200 --> 00:00:48.200]  是否對美國的國債有益
[00:00:48.200 --> 00:00:51.200]  第二就要看他對中國的態度如何
[00:00:51.200 --> 00:00:54.200]  結果我和我太太就發現
[00:00:54.200 --> 00:00:56.200]  我回來還是不投票了
[00:00:56.200 --> 00:00:58.200]  沒有誰好
[00:00:58.200 --> 00:01:01.200]  很難找到一個好男人
[00:01:01.200 --> 00:01:04.200]  在美國看香港新聞
[00:01:04.200 --> 00:01:06.200]  發現香港也有很多事情
[00:01:06.200 --> 00:01:07.200]  只有香港才有
[00:01:07.200 --> 00:01:10.200]  立法會一個拉布一個剪布
[00:01:10.200 --> 00:01:14.200]  為了國民教育哭喊死
[00:01:14.200 --> 00:01:18.200]  為了老人家生活津貼
[00:01:18.200 --> 00:01:20.200]  又要這樣又要那樣
[00:01:20.200 --> 00:01:22.200]  又要申報
[00:01:22.200 --> 00:01:24.200]  林鄭月娥都說我們沒有商量的餘地
[00:01:24.200 --> 00:01:26.200]  一定要查
[00:01:26.200 --> 00:01:28.200]  為什麼要給錢你
[00:01:28.200 --> 00:01:32.200]  對以後的新一代納稅人是很大的負擔
[00:01:32.200 --> 00:01:35.200]  不論你怎麼說
[00:01:35.200 --> 00:01:38.200]  讓這個世界有更重要的事情
[00:01:38.200 --> 00:01:40.200]  你要知道
[00:01:40.200 --> 00:01:42.200]  以色列的情報
[00:01:42.200 --> 00:01:46.200]  發現伊朗在六個月之後就有核彈
[00:01:46.200 --> 00:01:48.200]  伊朗一早已經說了
[00:01:48.200 --> 00:01:50.200]  我們做核彈的主要原因
[00:01:50.200 --> 00:01:52.200]  是毀滅以色列
[00:01:52.200 --> 00:01:55.200]  將以色列從世界的地圖拆除
[00:01:56.200 --> 00:01:58.200]  以色列的回應就走去美國
[00:01:58.200 --> 00:02:00.200]  你讓我們先發制人
[00:02:00.200 --> 00:02:03.200]  因為你給我們的F16戰機
[00:02:03.200 --> 00:02:05.200]  我們經過改良
[00:02:05.200 --> 00:02:07.200]  比美國的戰機還厲害
[00:02:07.200 --> 00:02:09.200]  猶太人很聰明
[00:02:09.200 --> 00:02:11.200]  美國戰機一直飛
[00:02:11.200 --> 00:02:12.200]  如果有飛彈追蹤
[00:02:12.200 --> 00:02:14.200]  突然間90度角這樣上
[00:02:14.200 --> 00:02:16.200]  機師就暈了
[00:02:16.200 --> 00:02:18.200]  電腦就take over
[00:02:18.200 --> 00:02:20.200]  這是美國的戰機
[00:02:20.200 --> 00:02:23.200]  以色列的戰機可以咬回100度
[00:02:23.200 --> 00:02:24.200]  不是90度
[00:02:24.200 --> 00:02:27.200]  就是將背部活生生咬在後面
[00:02:27.200 --> 00:02:29.200]  飛彈追蹤就很困難
[00:02:29.200 --> 00:02:34.200]  它還有空中加油
[00:02:34.200 --> 00:02:36.200]  但是以色列可以速戰速決
[00:02:36.200 --> 00:02:38.200]  可以先發制人
[00:02:38.200 --> 00:02:39.200]  它不可以長戰
[00:02:39.200 --> 00:02:41.200]  因為不夠資料
[00:02:41.200 --> 00:02:43.200]  當日第二次世界大戰
[00:02:43.200 --> 00:02:45.200]  德國輸就因為它不夠電油
[00:02:45.200 --> 00:02:48.200]  美國贏因為它很多資源
[00:02:48.200 --> 00:02:53.200]  有兩節火箭就可以有三節火箭
[00:02:53.200 --> 00:02:55.200]  因為火箭燒了一節
[00:02:55.200 --> 00:02:57.200]  之後你要將它甩掉
[00:02:57.200 --> 00:02:58.200]  要甩得很漂亮
[00:02:58.200 --> 00:02:59.200]  如果甩得不好
[00:02:59.200 --> 00:03:00.200]  火箭就會
[00:03:00.200 --> 00:03:02.200]  所謂的Aerodynamics
[00:03:02.200 --> 00:03:04.200]  Totally Disintegrated
[00:03:04.200 --> 00:03:05.200]  火箭就會發
[00:03:05.200 --> 00:03:07.200]  北韓試過用
[00:03:07.200 --> 00:03:08.200]  成功了兩次火箭
[00:03:08.200 --> 00:03:10.200]  第三次火箭就不成功
[00:03:10.200 --> 00:03:11.200]  就發了下來
[00:03:11.200 --> 00:03:12.200]  美國發現
[00:03:12.200 --> 00:03:14.200]  北韓國慶的時候
[00:03:14.200 --> 00:03:15.200]  慶祝的時候那些飛彈是假的
[00:03:15.200 --> 00:03:18.200]  因為那些飛彈的金屬是很薄的
[00:03:18.200 --> 00:03:20.200]  你用這麼高速去飛
[00:03:20.200 --> 00:03:22.200]  都相當厚的
[00:03:22.200 --> 00:03:25.200]  但是那些像沙爹魚的罐頭金屬
[00:03:25.200 --> 00:03:27.200]  那些是假的
[00:03:27.200 --> 00:03:30.200]  講一講他們以後不敢再給飛彈出來
[00:03:30.200 --> 00:03:32.200]  中國有最新的戰機
[00:03:32.200 --> 00:03:36.200]  不過中國戰機比美國F-22、F-35起碼落後50年
[00:03:36.200 --> 00:03:38.200]  最新的戰機出現
[00:03:38.200 --> 00:03:40.200]  大家看新聞都看到
[00:03:40.200 --> 00:03:42.200]  300隻飛彈打中目標
[00:03:42.200 --> 00:03:44.200]  留意
[00:03:44.200 --> 00:03:46.200]  目標是不動的
[00:03:46.200 --> 00:03:48.200]  Stationary
[00:03:48.200 --> 00:03:49.200]  如果目標是動的
[00:03:49.200 --> 00:03:50.200]  That's a different story
[00:03:50.200 --> 00:03:53.200]  戰機和戰機之間的追蹤系統
[00:03:53.200 --> 00:03:55.200]  你要知道怎麼做
[00:03:55.200 --> 00:03:57.200]  Minimum time, minimum fuel
[00:03:57.200 --> 00:04:00.200]  你不會有無限的時間
[00:04:00.200 --> 00:04:01.200]  無限的燃料
[00:04:01.200 --> 00:04:04.200]  在最短時間和最短的燃料裏面
[00:04:04.200 --> 00:04:06.200]  要打中目標
[00:04:06.200 --> 00:04:08.200]  中國海軍是不行的
[00:04:08.200 --> 00:04:10.200]  北中國最厲害的就是飛彈
[00:04:10.200 --> 00:04:11.200]  因為前學生的緣故
[00:04:11.200 --> 00:04:13.200]  美國怕中國就是怕中國的飛彈
[00:04:13.200 --> 00:04:16.200]  海軍不夠
[00:04:16.200 --> 00:04:17.200]  航空母艦很小的
[00:04:17.200 --> 00:04:20.200]  還未能下飛機
[00:04:20.200 --> 00:04:21.200]  在烏克蘭買航空母艦
[00:04:21.200 --> 00:04:22.200]  沒有買一條繩子
[00:04:22.200 --> 00:04:24.200]  那條鋼纜和尼龍的鋼纜
[00:04:24.200 --> 00:04:25.200]  是被飛機勾住的
[00:04:25.200 --> 00:04:26.200]  有的飛機不勾住
[00:04:26.200 --> 00:04:27.200]  飛機滑落海
[00:04:27.200 --> 00:04:29.200]  因為跑道短
[00:04:29.200 --> 00:04:31.200]  還有20年左右
[00:04:31.200 --> 00:04:32.200]  要追
[00:04:32.200 --> 00:04:35.200]  空軍戰機就不及美國F-22、F-35
[00:04:35.200 --> 00:04:38.200]  但飛彈就厲害
[00:04:38.200 --> 00:04:40.200]  每一次放火箭上去
[00:04:40.200 --> 00:04:43.200]  上河一號上去二號的時候
[00:04:43.200 --> 00:04:44.200]  我就笑到滾地
[00:04:44.200 --> 00:04:46.200]  因為美國人放火箭
[00:04:46.200 --> 00:04:47.200]  倒數
[00:04:47.200 --> 00:04:49.200]  5 4 3 2 1 Ignition
[00:04:49.200 --> 00:04:51.200]  引擎就砰
[00:04:51.200 --> 00:04:52.200]  中國不是的
[00:04:52.200 --> 00:04:54.200]  5 4 3 2 1 點火
[00:04:54.200 --> 00:04:56.200]  點火
[00:04:56.200 --> 00:04:58.200]  我每次見到他點火
[00:04:58.200 --> 00:05:00.200]  我真的笑到滾地
[00:05:00.200 --> 00:05:02.200]  不過中國都算好了
[00:05:02.200 --> 00:05:05.200]  三一代的領導人是有材料的
[00:05:05.200 --> 00:05:13.200]  林牧師和我們為中國人大開會祈禱
[00:05:13.200 --> 00:05:15.200]  讓福音能夠廣傳
[00:05:16.200 --> 00:05:20.200]  有些人被殘殺
[00:05:20.200 --> 00:05:22.200]  第二次世界大戰的時候
[00:05:22.200 --> 00:05:24.200]  就死了1000萬猶太人
[00:05:24.200 --> 00:05:26.200]  希特勒負責600萬
[00:05:26.200 --> 00:05:29.200]  史太林蘇聯的史太林負責400萬
[00:05:29.200 --> 00:05:33.200]  全球猶太人的預測是1400萬
[00:05:33.200 --> 00:05:35.200]  這樣殺是可以殺光
[00:05:35.200 --> 00:05:37.200]  但美國大開門戶
[00:05:37.200 --> 00:05:39.200]  歡迎猶太人入境
[00:05:39.200 --> 00:05:41.200]  所以很多厲害的科學家
[00:05:41.200 --> 00:05:44.200]  譬如愛因斯坦進去就做了第一個原子彈
