
[00:00:00.000 --> 00:00:02.000]  上天賦我們去感謝祢
[00:00:02.000 --> 00:00:04.000]  因為祢是我們的母人
[00:00:04.000 --> 00:00:06.000]  祢是那個看顧我們
[00:00:06.000 --> 00:00:09.000]  有供應我們一切需要的主
[00:00:09.000 --> 00:00:13.000]  將我們的心完全地向祢躺開
[00:00:13.000 --> 00:00:16.000]  由祢真摯的來幫助我們
[00:00:16.000 --> 00:00:18.000]  讓我們能夠聽得明祢的話
[00:00:18.000 --> 00:00:21.000]  讓我們能夠進行祢的旨意
[00:00:21.000 --> 00:00:22.000]  願祢與我們同在
[00:00:22.000 --> 00:00:23.000]  祝福我們
[00:00:23.000 --> 00:00:28.000]  (中文)
[00:00:28.000 --> 00:00:32.000]  這個題目在我去泰國之前已經定了
[00:00:32.000 --> 00:00:36.000]  但其實想實際上如何去解釋的東西都還沒有很清晰
[00:00:36.000 --> 00:00:40.000]  回來之後就發覺原來一篇是不夠講的
[00:00:40.000 --> 00:00:42.000]  所以暫時講了第一講
[00:00:42.000 --> 00:00:44.000]  11月份我有第二次會講第二講
[00:00:44.000 --> 00:00:48.000]  上個星期我們有20位弟兄姊妹
[00:00:48.000 --> 00:00:51.000]  其中包括了我們的區務和區長
[00:00:51.000 --> 00:00:54.000]  去了泰國有一個退休
[00:00:54.000 --> 00:00:56.000]  事緣其實是很複雜的
[00:00:56.000 --> 00:01:01.000]  我們每年都會有教務同工和牧羊委員會
[00:01:01.000 --> 00:01:02.000]  有退休的時間
[00:01:02.000 --> 00:01:04.000]  今年很特別因為我們去過很多地方
[00:01:04.000 --> 00:01:05.000]  很多新的movement
[00:01:05.000 --> 00:01:06.000]  什麼幸福小組
[00:01:06.000 --> 00:01:08.000]  我們都去參加過他們的conference
[00:01:08.000 --> 00:01:12.000]  突然間就想我們安靜退休去哪裡好呢
[00:01:12.000 --> 00:01:15.000]  本來國內是一個很好的地方
[00:01:15.000 --> 00:01:18.000]  很好的選擇因為便宜
[00:01:18.000 --> 00:01:19.000]  誰知道氣氛很緊張
[00:01:19.000 --> 00:01:22.000]  上面要競賣也不是太方便
[00:01:22.000 --> 00:01:24.000]  後來就想去泰國也不錯
[00:01:24.000 --> 00:01:25.000]  競賣也便宜一點
[00:01:25.000 --> 00:01:27.000]  我們都是這樣想泰國的
[00:01:27.000 --> 00:01:29.000]  但當我們在想泰國的時候
[00:01:29.000 --> 00:01:30.000]  我們退休牧師就問
[00:01:30.000 --> 00:01:33.000]  為什麼我們不去探望Sister Leg呢
[00:01:33.000 --> 00:01:36.000]  回想起來就覺得腦油已經盤旋了
[00:01:36.000 --> 00:01:39.000]  因為兩三年前我們怎樣跌一隻腳
[00:01:39.000 --> 00:01:41.000]  怎樣去經歷神蹟奇事
[00:01:41.000 --> 00:01:43.000]  我都已經炒作了一大輪
[00:01:43.000 --> 00:01:46.000]  大家突然間心神定一定
[00:01:46.000 --> 00:01:47.000]  又搞這些東西
[00:01:47.000 --> 00:01:48.000]  心裏面都是這樣想的
[00:01:48.000 --> 00:01:50.000]  但在討估裏面都覺得
[00:01:50.000 --> 00:01:52.000]  其實我們是不是一個時候可以
[00:01:52.000 --> 00:01:56.000]  讓部分的弟兄姊妹同工都可以去經歷呢
[00:01:56.000 --> 00:01:57.000]  為什麼會這樣想呢
[00:01:57.000 --> 00:01:59.000]  因為每一次我們當中去
[00:01:59.000 --> 00:02:03.000]  我們都知道一個屬靈的超自然之旅
[00:02:03.000 --> 00:02:06.000]  其實是對於我們自己和神的關係很多挑戰的
[00:02:06.000 --> 00:02:08.000]  究竟我們怎樣去
[00:02:08.000 --> 00:02:09.000]  帶多少人去 帶誰去
[00:02:09.000 --> 00:02:11.000]  還有每個人都說肯收禮物
[00:02:11.000 --> 00:02:12.000]  但不是一定有禮物收的
[00:02:12.000 --> 00:02:14.000]  收不到怎麼辦呢
[00:02:14.000 --> 00:02:17.000]  想起來就覺得很混亂
[00:02:17.000 --> 00:02:18.000]  第二我們團隊都幾大
[00:02:18.000 --> 00:02:20.000]  三十幾四十人
[00:02:20.000 --> 00:02:22.000]  那間屋又不是很大
[00:02:22.000 --> 00:02:23.000]  又坐不到那麼多人
[00:02:23.000 --> 00:02:26.000]  還有我們要找一些地方讓我們退休
[00:02:26.000 --> 00:02:27.000]  開會又不是很夠地方
[00:02:27.000 --> 00:02:30.000]  所以我很複雜的裏面就想了很多東西
[00:02:30.000 --> 00:02:33.000]  不過一直在討估裏面就是交給主
[00:02:33.000 --> 00:02:34.000]  一邊去想的時候
[00:02:34.000 --> 00:02:36.000]  牧師說你是不是全都帶了
[00:02:36.000 --> 00:02:38.000]  起碼全都搶了機票
[00:02:38.000 --> 00:02:39.000]  因為十一很趕
[00:02:39.000 --> 00:02:41.000]  我說等一會我先祈禱
[00:02:41.000 --> 00:02:44.000]  後來終於在討估裏面
[00:02:44.000 --> 00:02:46.000]  有個很平安的感覺就是
[00:02:46.000 --> 00:02:49.000]  神跟我說你帶區牧和區長去
[00:02:49.000 --> 00:02:50.000]  為什麼會這樣說呢
[00:02:50.000 --> 00:02:52.000]  因為很坦白我們是西班牙小組教會
[00:02:52.000 --> 00:02:55.000]  在小組裏面是一個屬靈生命的煉爐
[00:02:55.000 --> 00:02:58.000]  我們是一路一路去服侍做人的工作
[00:02:58.000 --> 00:03:00.000]  不單祝福人
[00:03:00.000 --> 00:03:01.000]  其實也祝福到自己
[00:03:01.000 --> 00:03:03.000]  所以這個團隊是很辛苦
[00:03:03.000 --> 00:03:06.000]  真是身心力結合而來的
[00:03:06.000 --> 00:03:07.000]  我想也好
[00:03:07.000 --> 00:03:08.000]  如果區牧和區長
[00:03:08.000 --> 00:03:12.000]  有些什麼都起碼自己區牧可以顧好自己的區長
[00:03:12.000 --> 00:03:15.000]  於是我們就設定了這個規定
[00:03:15.000 --> 00:03:16.000]  讓大家報名
[00:03:16.000 --> 00:03:18.000]  但上到來是很奇妙的
[00:03:18.000 --> 00:03:22.000]  真是我們總共只有20個人報名
[00:03:22.000 --> 00:03:25.000]  所以整個團隊就很適合去Sister Lee的家
[00:03:25.000 --> 00:03:27.000]  或者我們也借到一個地方
[00:03:27.000 --> 00:03:29.000]  給我們可以有退休的時間
[00:03:29.000 --> 00:03:31.000]  事就這樣成了
[00:03:31.000 --> 00:03:32.000]  我們就向前走
[00:03:32.000 --> 00:03:34.000]  很坦白很開心的
[00:03:34.000 --> 00:03:37.000]  本身我們這個退休會的時間對我們來說是很開心
[00:03:37.000 --> 00:03:39.000]  因為當初是很小的教會
[00:03:39.000 --> 00:03:40.000]  只有8個人開始
[00:03:40.000 --> 00:03:42.000]  一路一路發展
[00:03:42.000 --> 00:03:43.000]  我們的事務團隊就越來越大
[00:03:43.000 --> 00:03:46.000]  我們其實相處見面的時間
[00:03:46.000 --> 00:03:48.000]  甚至連聊天的時間也不多
[00:03:48.000 --> 00:03:50.000]  因為要和自己的團隊人一起
[00:03:50.000 --> 00:03:51.000]  也不能在一起
[00:03:51.000 --> 00:03:53.000]  所以每一年我們退休是很開心的
[00:03:53.000 --> 00:03:55.000]  但我們真的沒想到
[00:03:55.000 --> 00:03:57.000]  我們已經差不多近30年了
[00:03:57.000 --> 00:03:58.000]  今天24了
[00:03:58.000 --> 00:04:00.000]  今天是沒什麼大搞的
[00:04:00.000 --> 00:04:02.000]  明年是我們25周年
[00:04:02.000 --> 00:04:03.000]  就應該要大搞了
[00:04:03.000 --> 00:04:06.000]  但連同我們開荒的時間
[00:04:06.000 --> 00:04:09.000]  我們明年足足認識了30年
[00:04:09.000 --> 00:04:10.000]  頭8個
[00:04:10.000 --> 00:04:12.000]  但是我們沒想到
[00:04:12.000 --> 00:04:15.000]  我們那8個
[00:04:15.000 --> 00:04:17.000]  加上一路編織的20個人
[00:04:17.000 --> 00:04:20.000]  30年的老火湯
[00:04:20.000 --> 00:04:22.000]  上帝這次一鋪和我們清袋
[00:04:22.000 --> 00:04:24.000]  我們去到泰國之旅
[00:04:24.000 --> 00:04:26.000]  是面對一個屬靈的大考驗
[00:04:26.000 --> 00:04:29.000]  好像無異人生體驗一樣
[00:04:29.000 --> 00:04:31.000]  原因是什麼呢
[00:04:31.000 --> 00:04:32.000]  長話短說
[00:04:32.000 --> 00:04:34.000]  你可以找我們再談談他們的故事
[00:04:34.000 --> 00:04:35.000]  我們感謝主
[00:04:35.000 --> 00:04:36.000]  我們經歷到
[00:04:36.000 --> 00:04:38.000]  我們的彼此相愛
[00:04:38.000 --> 00:04:39.000]  不是在腦海中面臨
[00:04:39.000 --> 00:04:42.000]  原來我們20個人是一條心的
[00:04:42.000 --> 00:04:43.000]  給點掌聲
[00:04:43.000 --> 00:04:44.000]  恭賀一下我們這20個
[00:04:44.000 --> 00:04:47.000]  口是成功合格的靈姐妹
[00:04:47.000 --> 00:04:49.000]  為什麼這樣說呢
[00:04:49.000 --> 00:04:52.000]  因為我們集中在這部分
[00:04:52.000 --> 00:04:53.000]  這部分令我們很激動
[00:04:53.000 --> 00:04:54.000]  就是大家都渴求
[00:04:54.000 --> 00:04:58.000]  希望得到從上帝而來的神跡性禮物
[00:04:58.000 --> 00:04:59.000]  第一個回合
[00:04:59.000 --> 00:05:01.000]  在他們買給Sister Leg的禮物裡
[00:05:01.000 --> 00:05:03.000]  當然就過往一樣
[00:05:03.000 --> 00:05:07.000]  我們會看到有人拿到特別的戒指
[00:05:07.000 --> 00:05:09.000]  或者諸如此類的東西
[00:05:09.000 --> 00:05:11.000]  但是焦點就在這裡
[00:05:11.000 --> 00:05:13.000]  只有13個人拿到
[00:05:13.000 --> 00:05:15.000]  你明白嗎
[00:05:15.000 --> 00:05:17.000]  腦海是知道的
[00:05:17.000 --> 00:05:19.000]  沒有人保證是人人有份的
[00:05:19.000 --> 00:05:22.000]  很多國際團隊都不是一直有的
[00:05:22.000 --> 00:05:24.000]  但是每個人都想
[00:05:24.000 --> 00:05:26.000]  但每個人都說不要緊
