
[00:00:00.000 --> 00:00:03.000]  今日和大家分享的題目
[00:00:03.000 --> 00:00:06.000]  我都要扮演年輕人
[00:00:06.000 --> 00:00:09.000]  我們改一些英文的題目
[00:00:09.000 --> 00:00:11.000]  Down and up
[00:00:11.000 --> 00:00:15.000]  我們通常都會有些up and down
[00:00:15.000 --> 00:00:17.000]  我們都會說有時高有時低
[00:00:17.000 --> 00:00:19.000]  可能我們生命裏面
[00:00:19.000 --> 00:00:21.000]  都是有時高有時低
[00:00:21.000 --> 00:00:24.000]  今日和大家分享一個聖經人物
[00:00:24.000 --> 00:00:27.000]  這是Pastor Jim 所給我的題目
[00:00:27.000 --> 00:00:28.000]  功課來的
[00:00:28.000 --> 00:00:29.000]  一個聖經人物
[00:00:29.000 --> 00:00:31.000]  這個人物我看起來
[00:00:31.000 --> 00:00:34.000]  他先是down down down
[00:00:34.000 --> 00:00:35.000]  down完
[00:00:35.000 --> 00:00:37.000]  但終於會up
[00:00:37.000 --> 00:00:39.000]  所以就改了這個題目
[00:00:39.000 --> 00:00:41.000]  為甚麼要改這個題目呢
[00:00:41.000 --> 00:00:43.000]  其實都是講我們今天講成長
[00:00:43.000 --> 00:00:45.000]  好像看很多聖經
[00:00:45.000 --> 00:00:46.000]  會在《創世紀》看
[00:00:46.000 --> 00:00:48.000]  37 38 44
[00:00:48.000 --> 00:00:50.000]  其實還有43
[00:00:50.000 --> 00:00:52.000]  不過我希望改得很快
[00:00:52.000 --> 00:00:54.000]  可以在聖經裏面
[00:00:54.000 --> 00:00:56.000]  這幾章聖經裏面
[00:00:56.000 --> 00:00:57.000]  講一個人物
[00:00:57.000 --> 00:00:58.000]  一會兒會介紹給大家聽
[00:00:58.000 --> 00:01:00.000]  我想和大家分享
[00:01:00.000 --> 00:01:05.000]  我們如何在跌跌碰碰裏面成長
[00:01:05.000 --> 00:01:06.000]  可能在生命裏面
[00:01:06.000 --> 00:01:07.000]  有時都會高有時低
[00:01:07.000 --> 00:01:10.000]  但神都很看顧我們
[00:01:10.000 --> 00:01:13.000]  因為我不想令我們的同工失望
[00:01:13.000 --> 00:01:15.000]  他們經常覺得我出powerpoint
[00:01:15.000 --> 00:01:17.000]  一定有小王子
[00:01:17.000 --> 00:01:18.000]  我唯有出一個
[00:01:18.000 --> 00:01:20.000]  隱藏了小王子的畫
[00:01:20.000 --> 00:01:22.000]  我很喜歡小王子的書
[00:01:22.000 --> 00:01:26.000]  他給我很多提醒
[00:01:26.000 --> 00:01:28.000]  這句說話都是小王子講的
[00:01:28.000 --> 00:01:31.000]  他說其實所有的大人
[00:01:31.000 --> 00:01:35.000]  都曾經是過小朋友
[00:01:35.000 --> 00:01:38.000]  但很少的大人會記得
[00:01:38.000 --> 00:01:41.000]  小朋友有甚麼特色
[00:01:41.000 --> 00:01:44.000]  單純 簡單 直接
[00:01:44.000 --> 00:01:46.000]  不裝假
[00:01:46.000 --> 00:01:48.000]  記得我上一次來這裏崇拜的時候
[00:01:48.000 --> 00:01:50.000]  就是阿欖講到
[00:01:50.000 --> 00:01:51.000]  阿欖就問大家
[00:01:51.000 --> 00:01:52.000]  聖經裏面
[00:01:52.000 --> 00:01:57.000]  神經常說人有甚麼不好
[00:01:57.000 --> 00:01:59.000]  或者說他們沒有信心
[00:01:59.000 --> 00:02:01.000]  聖經裏面經常說甚麼呢
[00:02:01.000 --> 00:02:03.000]  當時他問這個問題的時候
[00:02:03.000 --> 00:02:05.000]  我突然想起一件事
[00:02:05.000 --> 00:02:07.000]  耶穌經常罵法利賽人
[00:02:07.000 --> 00:02:09.000]  假無為善
[00:02:09.000 --> 00:02:10.000]  我們簡單說
[00:02:10.000 --> 00:02:12.000]  很假
[00:02:12.000 --> 00:02:15.000]  有時會想起成長的大人
[00:02:15.000 --> 00:02:16.000]  我也有時會說
[00:02:16.000 --> 00:02:17.000]  那些大人
[00:02:17.000 --> 00:02:19.000]  是否在我們印象裏
[00:02:19.000 --> 00:02:22.000]  有些假呢 不夠真呢
[00:02:22.000 --> 00:02:24.000]  不夠直接呢
[00:02:24.000 --> 00:02:27.000]  所以有時我們會很害怕 很害怕
[00:02:27.000 --> 00:02:29.000]  我變成大人的話
[00:02:29.000 --> 00:02:31.000]  我就是這樣了
[00:02:31.000 --> 00:02:34.000]  不知大家心裏會否有這個恐懼
[00:02:34.000 --> 00:02:37.000]  有時會令我們很害怕
[00:02:37.000 --> 00:02:39.000]  很害怕變成大人
[00:02:39.000 --> 00:02:40.000]  很害怕去成長
[00:02:40.000 --> 00:02:43.000]  甚至會拒絕去成長
[00:02:43.000 --> 00:02:45.000]  有一個加拿大的詩人
[00:02:45.000 --> 00:02:46.000]  其實我不認識他
[00:02:46.000 --> 00:02:47.000]  不過我在網上見到他
[00:02:47.000 --> 00:02:50.000]  很好 他怎樣形容成長呢
[00:02:50.000 --> 00:02:52.000]  成長有幾個階段
[00:02:52.000 --> 00:02:56.000]  他說 當小朋友發現
[00:02:56.000 --> 00:02:59.000]  大人其實不是完美的
[00:02:59.000 --> 00:03:01.000]  可能他小時候覺得
[00:03:01.000 --> 00:03:04.000]  爸爸是超人 甚麼都可以
[00:03:04.000 --> 00:03:06.000]  媽媽個個都很愛我
[00:03:06.000 --> 00:03:08.000]  直至媽媽有一天
[00:03:08.000 --> 00:03:09.000]  拿著藤條在他面前
[00:03:09.000 --> 00:03:11.000]  或者你今天不再出去玩
[00:03:11.000 --> 00:03:13.000]  罰他的時候
[00:03:13.000 --> 00:03:14.000]  他開始發覺
[00:03:14.000 --> 00:03:17.000]  原來大人都不是完美的
[00:03:17.000 --> 00:03:21.000]  原來爸爸都會放屁的
[00:03:21.000 --> 00:03:23.000]  他發覺的時候
[00:03:23.000 --> 00:03:24.000]  開始有些不順眼
[00:03:24.000 --> 00:03:27.000]  就進入了青春期
[00:03:27.000 --> 00:03:32.000]  他說 當他開始原諒
[00:03:32.000 --> 00:03:35.000]  大人這些不完美的時候
[00:03:35.000 --> 00:03:39.000]  他自己都成為了一個大人
[00:03:39.000 --> 00:03:41.000]  那大人還需不需要成長呢
[00:03:41.000 --> 00:03:45.000]  大人的成長 變成有智慧
[00:03:45.000 --> 00:03:49.000]  他開始原諒自己是這樣
[00:03:49.000 --> 00:03:52.000]  我們這裡有大有小
[00:03:52.000 --> 00:03:54.000]  大家經歷過這些階段
[00:03:54.000 --> 00:03:55.000]  當我們在青少年期
[00:03:55.000 --> 00:03:57.000]  反叛期的時候
[00:03:57.000 --> 00:03:59.000]  看大人很不順眼
[00:03:59.000 --> 00:04:01.000]  這樣不行 那樣不行
[00:04:01.000 --> 00:04:03.000]  原來你這樣的
[00:04:03.000 --> 00:04:07.000]  這是一個人生的階段
[00:04:07.000 --> 00:04:09.000]  不知道大家是否渴望
[00:04:09.000 --> 00:04:10.000]  更加成熟
[00:04:10.000 --> 00:04:13.000]  變成一個有智慧的人
[00:04:13.000 --> 00:04:15.000]  我剛才在想
[00:04:15.000 --> 00:04:17.000]  為何我們說大人是假的
[00:04:17.000 --> 00:04:20.000]  有時是假無為先
[00:04:20.000 --> 00:04:24.000]  長大後就好像很圓滑
[00:04:24.000 --> 00:04:26.000]  好像不會得罪別人
[00:04:26.000 --> 00:04:28.000]  很多東西要妥協
[00:04:28.000 --> 00:04:30.000]  我發覺其中一樣有智慧的
[00:04:30.000 --> 00:04:32.000]  就是要懂得分辨
[00:04:32.000 --> 00:04:35.000]  何時可以妥協
[00:04:35.000 --> 00:04:38.000]  有些甚麼是要堅持的
[00:04:38.000 --> 00:04:41.000]  在我的生命中確實有些東西是要堅持的
[00:04:41.000 --> 00:04:43.000]  但有些東西是可以妥協的
[00:04:43.000 --> 00:04:45.000]  當你開始懂得分辨
[00:04:45.000 --> 00:04:47.000]  或者會選擇的時候
[00:04:47.000 --> 00:04:50.000]  我想你會有少許成熟
[00:04:50.000 --> 00:04:52.000]  今天要講的一個聖經人物
[00:04:52.000 --> 00:04:54.000]  很厲害
[00:04:54.000 --> 00:04:59.000]  他記錄了在耶穌的馬特福音裡的家譜裡
[00:04:59.000 --> 00:05:02.000]  有誰很害怕看家譜
[00:05:02.000 --> 00:05:05.000]  其實有沒有看過
[00:05:05.000 --> 00:05:08.000]  很難的,飛了去就算了
[00:05:08.000 --> 00:05:10.000]  人名我都不認識,很悶
[00:05:10.000 --> 00:05:12.000]  全部都是人名,一定沒有訊息
[00:05:12.000 --> 00:05:14.000]  人名怎會有訊息呢
[00:05:14.000 --> 00:05:17.000]  但當我看馬特福音耶穌的家譜
[00:05:17.000 --> 00:05:19.000]  很有趣
[00:05:19.000 --> 00:05:22.000]  在耶穌的年代
[00:05:22.000 --> 00:05:25.000]  其實都是以父系為中心
[00:05:25.000 --> 00:05:27.000]  多數提及的都是男人名
[00:05:27.000 --> 00:05:29.000]  就算是中國人也是
[00:05:29.000 --> 00:05:33.000]  族譜都是記阿叔阿爸男人的名
[00:05:33.000 --> 00:05:36.000]  耶穌的家譜裡提及了幾個女人的名字
[00:05:36.000 --> 00:05:37.000]  很有趣
[00:05:37.000 --> 00:05:39.000]  如果大家認識聖經
[00:05:39.000 --> 00:05:41.000]  看看這幾個女人的名字有什麼特別
[00:05:41.000 --> 00:05:43.000]  第一個是她瑪士
[00:05:43.000 --> 00:05:45.000]  今天我們會講關於她的事
[00:05:45.000 --> 00:05:47.000]  她瑪士是誰
[00:05:47.000 --> 00:05:50.000]  有沒有人有少許印象
[00:05:50.000 --> 00:05:53.000]  一會兒會詳細講她的事跡
[00:05:53.000 --> 00:05:57.000]  還有拉合,有沒有人記得拉合是誰
[00:05:57.000 --> 00:05:59.000]  耶利哥城,記不記得
[00:05:59.000 --> 00:06:03.000]  耶利哥城裡幫兩個探子藏起來
[00:06:03.000 --> 00:06:07.000]  她是耶利哥城裡的一個妓女
[00:06:07.000 --> 00:06:09.000]  還有一個
[00:06:09.000 --> 00:06:12.000]  波亞斯後來娶了的路德
[00:06:12.000 --> 00:06:14.000]  路德是一個愛邦的女子
[00:06:14.000 --> 00:06:16.000]  不過因為很孝順婆婆
[00:06:16.000 --> 00:06:18.000]  所以成為了以色列
[00:06:18.000 --> 00:06:20.000]  信了以色列的神
[00:06:20.000 --> 00:06:22.000]  其實是一個愛邦人
[00:06:22.000 --> 00:06:24.000]  還有一個,厲害了
[00:06:24.000 --> 00:06:25.000]  連名字也沒有
[00:06:25.000 --> 00:06:28.000]  是烏利亞的妻子
[00:06:28.000 --> 00:06:30.000]  但是跟誰生了孩子呢
[00:06:30.000 --> 00:06:32.000]  跟大衛
[00:06:32.000 --> 00:06:36.000]  其實是大衛強行搶她回來
[00:06:36.000 --> 00:06:38.000]  犯了奸淫
[00:06:38.000 --> 00:06:40.000]  然後關了鎖羅門
[00:06:40.000 --> 00:06:42.000]  這些是不是風光的事
[00:06:42.000 --> 00:06:44.000]  這幾個女人的名字
[00:06:44.000 --> 00:06:46.000]  其實就算不是那時候
[00:06:46.000 --> 00:06:48.000]  在現在的角度看
[00:06:48.000 --> 00:06:50.000]  也不是很正經
[00:06:50.000 --> 00:06:55.000]  或者很值得被傳頌萬代的人的名字
[00:06:55.000 --> 00:06:57.000]  還有一個人的名字
[00:06:57.000 --> 00:06:58.000]  大家已經很熟悉了
[00:06:58.000 --> 00:06:59.000]  就是瑪麗亞
[00:06:59.000 --> 00:07:00.000]  這個更厲害
[00:07:00.000 --> 00:07:02.000]  在當時來說
[00:07:02.000 --> 00:07:05.000]  未婚就有了孩子
[00:07:05.000 --> 00:07:07.000]  她承受的壓力多大
[00:07:07.000 --> 00:07:08.000]  在我們現在看來
[00:07:08.000 --> 00:07:10.000]  她生了耶穌當然厲害
[00:07:10.000 --> 00:07:11.000]  你可以想像一下
[00:07:11.000 --> 00:07:12.000]  在當時的背景
[00:07:12.000 --> 00:07:14.000]  她在她的家庭
[00:07:14.000 --> 00:07:15.000]  在她的故鄉裡
[00:07:15.000 --> 00:07:17.000]  她受了什麼壓力
[00:07:17.000 --> 00:07:19.000]  這幾個女人
[00:07:19.000 --> 00:07:21.000]  在耶穌的族譜裡
[00:07:21.000 --> 00:07:23.000]  接著我們今天要說的
[00:07:23.000 --> 00:07:25.000]  是關於猶大這個人
[00:07:25.000 --> 00:07:27.000]  猶大是誰的兒子呢
[00:07:27.000 --> 00:07:29.000]  是亞國的兒子
[00:07:29.000 --> 00:07:30.000]  大家有熟悉聖經嗎
[00:07:30.000 --> 00:07:32.000]  亞國有多少個兒子呢
[00:07:32.000 --> 00:07:33.000]  十二個
[00:07:33.000 --> 00:07:35.000]  就是後來的十二支派
[00:07:35.000 --> 00:07:37.000]  雖然不是他兒子的名字
[00:07:37.000 --> 00:07:38.000]  因為耶穌有兩個
[00:07:38.000 --> 00:07:39.000]  十二支派
[00:07:39.000 --> 00:07:42.000]  然後猶大不是第一個
[00:07:42.000 --> 00:07:44.000]  他不是長子
[00:07:44.000 --> 00:07:46.000]  Pastor Jim很厲害
[00:07:46.000 --> 00:07:48.000]  他知道他們排第幾了
[00:07:48.000 --> 00:07:49.000]  他不是第一個
[00:07:49.000 --> 00:07:52.000]  但是族譜竟然記了他的名字
[00:07:52.000 --> 00:07:55.000]  並且記了他和湯瑪士
[00:07:55.000 --> 00:07:57.000]  湯瑪士其實是他的媳婦
[00:07:57.000 --> 00:07:59.000]  生的那兩個媽仔
[00:07:59.000 --> 00:08:01.000]  在這個族譜裡
[00:08:01.000 --> 00:08:06.000]  這個族譜是耶穌的族譜
[00:08:06.000 --> 00:08:07.000]  原來在耶穌的族譜裡
[00:08:07.000 --> 00:08:09.000]  記載的那些人
[00:08:09.000 --> 00:08:11.000]  都不是完美的
[00:08:11.000 --> 00:08:12.000]  或者裡面有很多
[00:08:12.000 --> 00:08:13.000]  甚至我們覺得
[00:08:13.000 --> 00:08:16.000]  「啊?」這樣的故事
[00:08:16.000 --> 00:08:18.000]  正正在這些族譜裡
[00:08:18.000 --> 00:08:19.000]  我們看到
[00:08:19.000 --> 00:08:21.000]  其實神是多麼的憐憫人
[00:08:21.000 --> 00:08:22.000]  或者祂正正就是
[00:08:22.000 --> 00:08:25.000]  那個不是假冒為善的神
[00:08:25.000 --> 00:08:26.000]  在聖經裡記載的
[00:08:26.000 --> 00:08:29.000]  不是那些完全完美的人
[00:08:29.000 --> 00:08:32.000]  而是有很多故事
[00:08:32.000 --> 00:08:35.000]  其實人和神看起來都不是完美
[00:08:35.000 --> 00:08:37.000]  但是祂沒有避開
[00:08:37.000 --> 00:08:39.000]  祂希望我們在這些經歷裡
[00:08:39.000 --> 00:08:43.000]  去學習怎樣更加合祂的心意
[00:08:43.000 --> 00:08:45.000]  簡單介紹一下猶大
[00:08:45.000 --> 00:08:47.000]  今天講猶大
[00:08:47.000 --> 00:08:48.000]  出了一些資料
[00:08:48.000 --> 00:08:50.000]  大家知道是哪一個猶大
[00:08:50.000 --> 00:08:52.000]  猶大就會想起賣耶穌的那個
[00:08:52.000 --> 00:08:54.000]  那個是新約的猶大
[00:08:54.000 --> 00:08:56.000]  今天要講的是舊約的猶大
[00:08:56.000 --> 00:08:58.000]  我自己
[00:08:58.000 --> 00:09:00.000]  預備這個講章之前
[00:09:00.000 --> 00:09:02.000]  跟他都不是很熟的
[00:09:02.000 --> 00:09:03.000]  不過看著看著覺得
[00:09:03.000 --> 00:09:06.000]  原來這個人都挺有趣的
[00:09:06.000 --> 00:09:07.000]  這個人是誰呢
[00:09:07.000 --> 00:09:08.000]  他叫猶大
[00:09:08.000 --> 00:09:11.000]  原來他的名字是讚美的意思
[00:09:11.000 --> 00:09:12.000]  一開始講這個名字都挺有意思
[00:09:12.000 --> 00:09:14.000]  他是讚美神的
[00:09:14.000 --> 00:09:16.000]  他爸爸就是雅各
[00:09:16.000 --> 00:09:17.000]  他媽媽叫利雅
[00:09:17.000 --> 00:09:19.000]  他有十二個兄弟姐妹
[00:09:19.000 --> 00:09:21.000]  他排第四
[00:09:21.000 --> 00:09:24.000]  他的職業是牧羊人
[00:09:24.000 --> 00:09:28.000]  但是他的妻子是一個家男女子
[00:09:28.000 --> 00:09:29.000]  他有五個兒子
[00:09:29.000 --> 00:09:30.000]  記載有五個兒子
[00:09:30.000 --> 00:09:34.000]  有兩個是英年祖世
[00:09:34.000 --> 00:09:37.000]  一會兒會知道為什麼是英年祖世
[00:09:37.000 --> 00:09:39.000]  講一下猶大的家庭
[00:09:39.000 --> 00:09:40.000]  認識一下人的時候
[00:09:40.000 --> 00:09:41.000]  你有多少兄弟姐妹
[00:09:41.000 --> 00:09:43.000]  你的家庭是怎樣的
[00:09:43.000 --> 00:09:45.000]  猶大的家庭都挺精彩的
[00:09:45.000 --> 00:09:47.000]  他的特色就是
[00:09:47.000 --> 00:09:49.000]  雅各你熟不熟
[00:09:49.000 --> 00:09:50.000]  他爸爸雅各
[00:09:50.000 --> 00:09:51.000]  現在不熟的話
[00:09:51.000 --> 00:09:54.000]  看一下《創世紀》
[00:09:54.000 --> 00:09:56.000]  他爸爸的故事都很精彩
[00:09:56.000 --> 00:09:58.000]  他爸爸最有名的就是
[00:09:58.000 --> 00:10:04.000]  很喜歡他的老婆Rachel
[00:10:04.000 --> 00:10:06.000]  下面看到這麼多的公仔
[00:10:06.000 --> 00:10:09.000]  有誰最特別
[00:10:09.000 --> 00:10:11.000]  藥室
[00:10:11.000 --> 00:10:15.000]  特別有一件很漂亮的彩衣
[00:10:15.000 --> 00:10:16.000]  原來在他的家庭裡
[00:10:16.000 --> 00:10:23.000]  雅各最愛的就是拉潔和藥室
[00:10:23.000 --> 00:10:25.000]  猶大是誰生的呢
[00:10:25.000 --> 00:10:27.000]  就是莉雅
[00:10:27.000 --> 00:10:30.000]  莉雅其實真的有點慘
[00:10:30.000 --> 00:10:36.000]  他在雅各不知道的時候
[00:10:36.000 --> 00:10:38.000]  無端端娶了
[00:10:38.000 --> 00:10:40.000]  其實雅各最喜歡的是拉潔
[00:10:40.000 --> 00:10:43.000]  他最想娶的是拉潔
[00:10:43.000 --> 00:10:46.000]  但莉雅搶先入門
[00:10:46.000 --> 00:10:48.000]  還生了很多兒子
[00:10:48.000 --> 00:10:50.000]  令到拉潔一開始很不開心
[00:10:50.000 --> 00:10:53.000]  所以這個家庭不單人多
[00:10:53.000 --> 00:10:56.000]  並且很多吵架的時間
[00:10:56.000 --> 00:11:00.000]  猶大是拉潔的第四個兒子
[00:11:00.000 --> 00:11:02.000]  我們這裡有沒有弟兄姊妹
[00:11:02.000 --> 00:11:05.000]  家裡多過八個兄弟姊妹
[00:11:05.000 --> 00:11:07.000]  這個年代都少一點
[00:11:07.000 --> 00:11:09.000]  有沒有十二個
[00:11:09.000 --> 00:11:12.000]  五個有沒有
[00:11:12.000 --> 00:11:14.000]  有一個,五個
[00:11:14.000 --> 00:11:15.000]  已經很多了
[00:11:15.000 --> 00:11:17.000]  但他有十二個兄弟姊妹
[00:11:17.000 --> 00:11:18.000]  四個媽媽
[00:11:18.000 --> 00:11:21.000]  還有兩個妾侍
[00:11:21.000 --> 00:11:23.000]  這個家庭又很熱鬧
[00:11:23.000 --> 00:11:26.000]  很多人聲,很多意見
[00:11:26.000 --> 00:11:28.000]  但最慘的是
[00:11:28.000 --> 00:11:32.000]  爸爸偏心
[00:11:32.000 --> 00:11:35.000]  如果熟悉藥室的故事
[00:11:35.000 --> 00:11:37.000]  他最出名的就是那件彩衣
[00:11:37.000 --> 00:11:39.000]  因為他爸爸很疼他
[00:11:39.000 --> 00:11:41.000]  十二個兒子都沒有一件很漂亮的衣服
[00:11:41.000 --> 00:11:45.000]  唯有藥室有一件很漂亮的彩衣
