
[00:00:00.000 --> 00:00:05.980]  好,歡迎大家來到基督寺堡《進藏舊約》
[00:00:05.980 --> 00:00:08.040]  我們正在讀《舊約聖經》
[00:00:08.040 --> 00:00:09.760]  但是我們要知道
[00:00:09.760 --> 00:00:11.240]  有一種挑戰
[00:00:11.240 --> 00:00:12.540]  挑戰就是
[00:00:12.540 --> 00:00:14.240]  你不可以就這樣讀《舊約》
[00:00:14.240 --> 00:00:16.640]  然後去形容在我們的生命裡面
[00:00:16.640 --> 00:00:20.360]  因為《舊約》和《新約》好像一棵樹
[00:00:20.360 --> 00:00:23.640]  樹幹和樹根
[00:00:23.640 --> 00:00:25.340]  《舊約》是樹根
[00:00:25.340 --> 00:00:26.740]  《新約》是樹幹
[00:00:26.740 --> 00:00:29.240]  我們現在不在樹根的世界裡面
[00:00:29.240 --> 00:00:31.240]  正如在《舊約聖經》裡面
[00:00:31.240 --> 00:00:33.240]  他們會獻上羔羊
[00:00:33.240 --> 00:00:35.240]  但是在《新約聖經》裡面
[00:00:35.240 --> 00:00:38.740]  我們再看的不是羔羊
[00:00:38.740 --> 00:00:40.540]  今天我們也不會再獻羔羊
[00:00:40.540 --> 00:00:42.440]  我們獻的是十字架
[00:00:42.440 --> 00:00:45.240]  所以今天我們回頭看這兩本書的時候
[00:00:45.240 --> 00:00:47.240]  我們要知道最後的形容
[00:00:47.240 --> 00:00:49.640]  就不是直接將這兩個故事書
[00:00:49.640 --> 00:00:51.740]  放在我們生命裡面這樣的
[00:00:51.740 --> 00:00:54.240]  一會兒大家會越來越明白了
[00:00:54.240 --> 00:00:55.240]  我們也記得
[00:00:55.240 --> 00:00:58.440]  我們是一起讀《舊約聖經》
[00:00:58.440 --> 00:01:00.040]  我不知道你們看到哪裡
[00:01:00.040 --> 00:01:03.640]  我最近剛看完《二世傑書》就很辛苦
[00:01:03.640 --> 00:01:06.440]  很辛苦因為不知道發生了什麼事
[00:01:06.440 --> 00:01:08.140]  但是也叫做看完了
[00:01:08.140 --> 00:01:13.040]  我自己也給自己一個舒適
[00:01:13.040 --> 00:01:14.940]  我自己也鼓勵我自己
[00:01:14.940 --> 00:01:18.640]  有一天我都需要預備介紹《二世傑書》
[00:01:18.640 --> 00:01:21.140]  到時候我也可以看得明白多一點
[00:01:21.140 --> 00:01:23.440]  也可以介紹給大家聽
[00:01:23.440 --> 00:01:24.740]  大家努力
[00:01:24.740 --> 00:01:27.640]  就算你落後了也繼續努力
[00:01:27.640 --> 00:01:29.640]  有一天一定會讀得完的
[00:01:29.640 --> 00:01:33.140]  而且這本聖經或者《舊約聖經》
[00:01:33.140 --> 00:01:34.940]  是會越看越明白的
[00:01:34.940 --> 00:01:38.140]  我也希望這些講座都可以幫到大家
[00:01:38.140 --> 00:01:41.340]  我們希望期盼我們的年輕人
[00:01:41.340 --> 00:01:45.540]  或者年長的都會繼續努力的讀聖經
[00:01:45.540 --> 00:01:47.440]  我們希望有一天我們的年輕人
[00:01:47.440 --> 00:01:49.440]  讀完新約讀舊約
[00:01:49.440 --> 00:01:52.540]  我們在一生裡面讀20次
[00:01:52.540 --> 00:01:54.340]  或者以上的聖經
[00:01:54.340 --> 00:01:59.440]  以致我們的生命充滿著完全對上帝的信任
[00:01:59.440 --> 00:02:03.640]  也都是懷著一個信心信念
[00:02:03.640 --> 00:02:06.040]  進入上帝最終的我們的天國
[00:02:06.040 --> 00:02:07.840]  當然為什麼我們要讀聖經
[00:02:07.840 --> 00:02:12.140]  因為讀聖經可以讓我們達到
[00:02:12.140 --> 00:02:13.340]  escape velocity
[00:02:13.340 --> 00:02:17.440]  這個逃跑的速度
[00:02:17.440 --> 00:02:21.040]  或者是離開了地球的吸力
[00:02:21.040 --> 00:02:23.340]  以致我們可以奔跑天路
[00:02:23.340 --> 00:02:29.040]  不讀聖經的人我想很難達到天國的速度
[00:02:29.040 --> 00:02:31.340]  所以鼓勵大家去努力
[00:02:31.340 --> 00:02:37.340]  我們今天要讀的是聖經裡面的第七和第八本書
[00:02:37.340 --> 00:02:47.340]  之前我們已經看了《創世紀》、《墮落救贖三部曲》
[00:02:47.340 --> 00:02:50.340]  《出一級記》、《偶像之家逃生記》
[00:02:50.340 --> 00:02:53.040]  《利美記》、《聖潔溫王保衛者》
[00:02:53.040 --> 00:02:55.540]  《民數記》、《曠野宗》的大半譯
[00:02:55.540 --> 00:02:57.940]  《生命記》、《心受割禮》、《心愛主》
[00:02:57.940 --> 00:02:58.840]  如果你記得
[00:02:58.840 --> 00:03:02.740]  《生命記》就是摩西進不了加南
[00:03:02.740 --> 00:03:04.340]  但是摩西最後的講章
[00:03:04.340 --> 00:03:06.240]  摩西其實是講到興合合的
[00:03:06.240 --> 00:03:09.640]  摩西一直在挑戰以色列人
[00:03:09.640 --> 00:03:14.040]  他們一定要跟他們之前的祖宗不一樣
[00:03:14.040 --> 00:03:16.040]  他們的心要受割禮
[00:03:16.040 --> 00:03:17.440]  不是身體上的割禮
[00:03:17.440 --> 00:03:20.240]  而是心要受割禮去心愛主
[00:03:20.240 --> 00:03:26.840]  他們才可以在上帝的認許之地裡得而長久
[00:03:26.840 --> 00:03:28.740]  如果你有記得
[00:03:28.740 --> 00:03:32.740]  我們從《生命記》到《約書亞記》的時候
[00:03:32.740 --> 00:03:34.540]  《約書亞》最後完的時候
[00:03:34.540 --> 00:03:37.040]  它也是做一個 covenant renewal
[00:03:37.040 --> 00:03:38.940]  一個約的更生
[00:03:38.940 --> 00:03:40.240]  在這個更生裡面
[00:03:40.240 --> 00:03:42.540]  約書亞快要拜拜、要死的時候
[00:03:42.540 --> 00:03:44.340]  約書亞也挑戰他那幫人
[00:03:44.340 --> 00:03:47.940]  他說「至於我和我家,我必侍奉耶和華」
[00:03:47.940 --> 00:03:50.140]  就是說你呢?那你侍不侍奉呢?
[00:03:50.140 --> 00:03:51.640]  你會不會單一侍奉呢?
[00:03:51.640 --> 00:03:53.040]  如果你記得一個月之前
[00:03:53.040 --> 00:03:55.140]  我們讀《約書亞記》的時候
[00:03:55.140 --> 00:03:59.040]  你發覺那幫人其實好像不是很聽得懂
[00:03:59.040 --> 00:04:00.040]  從某個角度來說
[00:04:00.040 --> 00:04:01.640]  他說「我們當然會侍奉」
[00:04:01.640 --> 00:04:02.840]  但是從另一個角度來說
[00:04:02.840 --> 00:04:04.540]  他不知道什麼叫侍奉
[00:04:04.540 --> 00:04:06.440]  他以為侍奉就是回教會
[00:04:06.440 --> 00:04:08.840]  他以為侍奉就是在教會做一些事情
[00:04:08.840 --> 00:04:11.240]  他以為侍奉就是捐一點錢
[00:04:11.240 --> 00:04:14.040]  但是約書亞講的侍奉是全心全意
[00:04:14.040 --> 00:04:20.240]  正如摩西講「深受割禮,深愛主」那種侍奉
[00:04:20.240 --> 00:04:23.440]  那麼我們到了約書亞記完結的時候
[00:04:23.440 --> 00:04:25.440]  我們有一個「suspense」,有一個問號
[00:04:25.440 --> 00:04:28.340]  那個問號就是現在以色列人要進入迦南地
[00:04:28.340 --> 00:04:30.240]  已經住在迦南地裡面了
[00:04:30.240 --> 00:04:33.640]  他們會不會真的盡心盡性
[00:04:33.640 --> 00:04:34.940]  盡意愛上帝呢?
[00:04:34.940 --> 00:04:37.040]  他們會不會「深受割禮,深愛主」呢?
[00:04:37.040 --> 00:04:40.340]  這個是你讀到《約書亞記》之後
[00:04:40.340 --> 00:04:41.840]  剩下的問號
[00:04:41.840 --> 00:04:44.340]  那麼當你完結了《約書亞記》
[00:04:44.340 --> 00:04:45.640]  你進入史詩記
[00:04:45.640 --> 00:04:48.840]  你就知道他們不行
[00:04:48.840 --> 00:04:51.340]  完全的不行
[00:04:51.340 --> 00:04:52.840]  稍後我會和你說
[00:04:52.840 --> 00:04:54.540]  《史詩記》你就明白
[00:04:54.540 --> 00:04:57.840]  不行到什麼程度
[00:04:57.840 --> 00:04:59.640]  完全的不行
[00:04:59.640 --> 00:05:02.340]  但是在完全的不行當中
[00:05:02.340 --> 00:05:03.840]  有《路德記》
[00:05:03.840 --> 00:05:05.340]  《路德記》的故事的背景
[00:05:05.340 --> 00:05:06.740]  如果你記得一開始的時候
[00:05:06.740 --> 00:05:09.140]  都說是史詩當政的時候
[00:05:09.140 --> 00:05:10.540]  所以《路德記》
[00:05:10.540 --> 00:05:14.240]  都是在《史詩記》的同期所寫的
[00:05:14.240 --> 00:05:16.240]  然而它出污泥而不染
[00:05:16.240 --> 00:05:21.740]  《路德記》就是在黑暗裡面的一點明燈
[00:05:21.740 --> 00:05:23.340]  《路德記》真的代表了一個
[00:05:23.340 --> 00:05:25.040]  「深受割禮,深愛主」
[00:05:25.040 --> 00:05:27.940]  而《史詩記》是完全的相反
[00:05:27.940 --> 00:05:28.940]  稍後你慢慢看
[00:05:28.940 --> 00:05:30.740]  我會先和你看《路德記》
[00:05:30.740 --> 00:05:32.340]  再回去看《史詩記》
[00:05:32.340 --> 00:05:35.940]  我希望到最後你會很清晰
[00:05:35.940 --> 00:05:37.340]  所以我剛才所說
[00:05:37.340 --> 00:05:41.640]  之前其實我都有說過一個比較長一點的系列
[00:05:41.640 --> 00:05:45.740]  是和大家研讀《路德記》和《史詩記》的
[00:05:45.740 --> 00:05:48.340]  所以有興趣去回聽的話
[00:05:48.340 --> 00:05:50.740]  或者你今天聽了你不太明白
[00:05:50.740 --> 00:05:53.740]  或者你聽了你想再知道多一點的話
[00:05:53.740 --> 00:05:56.440]  你可以用回這個小小的連結
[00:05:56.440 --> 00:05:59.140]  其實都在《真理廚房》裡面的
[00:05:59.140 --> 00:06:02.440]  Ruth123或者是Judges123
[00:06:02.440 --> 00:06:04.340]  tiny.cc/
[00:06:04.340 --> 00:06:05.940]  你可以回去聽的
[00:06:05.940 --> 00:06:08.140]  我現在想介紹這兩本書給你聽
[00:06:08.140 --> 00:06:11.340]  你會發現我們通常的舊約講到
[00:06:11.340 --> 00:06:13.240]  都是一本書是一次的
[00:06:13.240 --> 00:06:15.840]  但是這次我是兩本書一次
[00:06:15.840 --> 00:06:19.240]  而這兩本書表面上是好像我不一樣的
[00:06:19.240 --> 00:06:21.340]  但是其實它是貓公仔
[00:06:21.340 --> 00:06:21.740]  OK
[00:06:21.740 --> 00:06:24.540]  這兩本書我給你寫作的背景
[00:06:24.540 --> 00:06:25.940]  背景在哪裡呢
[00:06:25.940 --> 00:06:28.940]  背景是薩姆爾紀夏
[00:06:28.940 --> 00:06:34.940]  這些是聖經學者研究到的一些
[00:06:34.940 --> 00:06:36.840]  又不可以說太差
[00:06:36.840 --> 00:06:39.140]  他研究的過程裡面
[00:06:39.140 --> 00:06:40.740]  覺得這個是他們的總結
[00:06:40.740 --> 00:06:42.340]  總結很有可能
[00:06:42.340 --> 00:06:44.040]  《史詩記》和《路德記》
[00:06:44.040 --> 00:06:48.540]  都是寫在這個場景裡面的
[00:06:48.540 --> 00:06:50.540]  這個場景是什麼呢
