
[00:00:00.000 --> 00:00:01.000]  戴燕姐妹平安
[00:00:01.000 --> 00:00:06.100]  剛才大家聽福音經課的時候
[00:00:06.100 --> 00:00:07.900]  有沒有聽到
[00:00:07.900 --> 00:00:09.900]  一個很特別的狀況
[00:00:09.900 --> 00:00:14.300]  那句話是
[00:00:14.300 --> 00:00:16.000]  這樣說的
[00:00:16.000 --> 00:00:19.900]  從此他門途中多有退去的
[00:00:19.900 --> 00:00:21.600]  不再和他同行
[00:00:21.600 --> 00:00:25.600]  你有沒有想過如果你是一個
[00:00:25.600 --> 00:00:27.900]  宗教聚會的講員
[00:00:28.800 --> 00:00:30.000]  你講完道之後
[00:00:30.000 --> 00:00:32.300]  不單止新朋友不留下
[00:00:32.300 --> 00:00:34.300]  連舊朋友也走了
[00:00:34.300 --> 00:00:36.700]  你會怎樣呢
[00:00:36.700 --> 00:00:43.600]  這個效果是頗令人驚訝的
[00:00:43.600 --> 00:00:49.500]  在我們的傳道人身上都很不想發生這個事情
[00:00:49.500 --> 00:00:53.200]  究竟
[00:00:53.200 --> 00:00:56.200]  是什麼事情會這樣呢
[00:00:56.900 --> 00:00:58.900]  而你又知道那次講道的
[00:00:58.900 --> 00:01:00.500]  不是我們這些無名小卒
[00:01:00.500 --> 00:01:01.700]  那是耶穌來的
[00:01:01.700 --> 00:01:04.500]  耶穌講完道之後
[00:01:04.500 --> 00:01:06.800]  都有這樣的趕客的效果
[00:01:06.800 --> 00:01:08.400]  到底
[00:01:08.400 --> 00:01:09.900]  發生什麼事情呢
[00:01:09.900 --> 00:01:13.100]  我們看回福音經課
[00:01:13.100 --> 00:01:15.300]  第六十節
[00:01:15.300 --> 00:01:17.100]  說他的門途中
[00:01:17.100 --> 00:01:19.800]  好些人聽見了就說
[00:01:19.800 --> 00:01:21.700]  者話甚難
[00:01:21.700 --> 00:01:23.300]  誰能聽呢
[00:01:24.700 --> 00:01:27.500]  原來耶穌講了一些
[00:01:27.500 --> 00:01:30.200]  大家不喜歡聽的說話
[00:01:30.200 --> 00:01:31.900]  聽不下的說話
[00:01:31.900 --> 00:01:35.900]  到底是什麼說話這麼難聽呢
[00:01:35.900 --> 00:01:38.700]  第五十六節
[00:01:38.700 --> 00:01:41.100]  耶穌說
[00:01:41.100 --> 00:01:42.700]  吃我肉
[00:01:42.700 --> 00:01:44.200]  渴我血的人
[00:01:44.200 --> 00:01:45.900]  常在我裡面
[00:01:45.900 --> 00:01:48.200]  我也常在他裡面
[00:01:48.200 --> 00:01:52.600]  耶穌竟然叫人
[00:01:53.900 --> 00:01:54.800]  吃他的肉
[00:01:54.800 --> 00:01:56.300]  渴他的血
[00:01:56.300 --> 00:01:58.600]  是不是
[00:01:58.600 --> 00:02:00.100]  很驚嚇
[00:02:00.100 --> 00:02:04.200]  對著這麼驚嚇的言論
[00:02:04.200 --> 00:02:07.700]  現代人輕鬆的回應
[00:02:07.700 --> 00:02:09.300]  就可能會說
[00:02:09.300 --> 00:02:11.300]  傻的嗎
[00:02:11.300 --> 00:02:15.300]  批判的回應就可能說
[00:02:15.300 --> 00:02:18.800]  這樣還不是邪教
[00:02:21.800 --> 00:02:26.000]  耶穌這幾句話引起了當時聽眾的反感
[00:02:26.000 --> 00:02:27.300]  其實
[00:02:27.300 --> 00:02:30.100]  當基督教後來傳到中國的時候
[00:02:30.100 --> 00:02:33.700]  也都成為了民間的誤會
[00:02:33.700 --> 00:02:36.400]  以及攻擊的話柄
[00:02:36.400 --> 00:02:39.800]  既然是這樣
[00:02:39.800 --> 00:02:42.300]  這麼容易引起誤會的說話
[00:02:42.300 --> 00:02:44.200]  甚至是趕客的說話
[00:02:44.200 --> 00:02:45.200]  耶穌
[00:02:45.200 --> 00:02:48.500]  為什麼要在那個場合去講呢
[00:02:50.000 --> 00:02:52.100]  究竟這些說話有什麼意思
[00:02:52.100 --> 00:02:57.700]  歷代的讀者有很多不同的見解
[00:02:57.700 --> 00:03:00.600]  或許你也聽過很多不同的解釋
[00:03:00.600 --> 00:03:04.100]  這次我們從兩方面來思考
[00:03:04.100 --> 00:03:06.100]  這幾句話
[00:03:06.100 --> 00:03:06.900]  第一
[00:03:06.900 --> 00:03:08.700]  通常
[00:03:08.700 --> 00:03:09.900]  一句話
[00:03:09.900 --> 00:03:12.200]  都有它的前文和後理
[00:03:12.200 --> 00:03:14.200]  會有它的脈絡
[00:03:14.200 --> 00:03:18.700]  我們這次嘗試找一下它的脈絡
[00:03:18.700 --> 00:03:21.300]  是怎樣發展到去講這句話的呢
[00:03:21.300 --> 00:03:25.100]  理解它的前文後理
[00:03:25.100 --> 00:03:27.000]  在它的脈絡裡面理解
[00:03:27.000 --> 00:03:29.400]  就不會那麼容易斷章取義
[00:03:29.400 --> 00:03:30.700]  或者望聞生意
[00:03:30.700 --> 00:03:32.500]  第二
[00:03:32.500 --> 00:03:34.600]  當我們找到脈絡之後
[00:03:34.600 --> 00:03:37.200]  我們嘗試把這句話放在脈絡裡面
[00:03:37.200 --> 00:03:39.500]  來看看其實是在講什麼
[00:03:39.500 --> 00:03:42.100]  好了 我們開始了
[00:03:42.100 --> 00:03:45.400]  我們進行追蹤的時候
[00:03:45.400 --> 00:03:46.800]  我會問第一個問題
[00:03:47.600 --> 00:03:50.500]  就是關於「吃肉喝血」
[00:03:50.500 --> 00:03:52.800]  這個主題
[00:03:52.800 --> 00:03:57.000]  其實是可以追溯到哪一件事情呢
[00:03:57.000 --> 00:04:05.100]  大家還記不記得呢
[00:04:05.100 --> 00:04:07.400]  7月28日
[00:04:07.400 --> 00:04:10.700]  就是大概一個月之前的福音經課
[00:04:10.700 --> 00:04:13.400]  喏
[00:04:13.400 --> 00:04:15.900]  不記得是很合理的
[00:04:17.900 --> 00:04:20.800]  那天就是講「五餅二魚」
[00:04:20.800 --> 00:04:23.600]  在7月28日
[00:04:23.600 --> 00:04:26.000]  那個經課就是說
[00:04:26.000 --> 00:04:27.700]  耶穌用五個餅兩條魚
[00:04:27.700 --> 00:04:29.300]  就餵飽了五千人
[00:04:29.300 --> 00:04:32.700]  這件事情帶出了什麼主題呢
[00:04:32.700 --> 00:04:34.400]  食物
[00:04:34.400 --> 00:04:37.100]  帶出了食物這個主題
[00:04:37.100 --> 00:04:40.000]  這個主題勸不了
[00:04:40.000 --> 00:04:42.000]  為什麼勸不了呢
[00:04:42.000 --> 00:04:44.000]  你記不記得呢
[00:04:44.800 --> 00:04:48.700]  接著8月4日那個福音經課講什麼呢
[00:04:48.700 --> 00:04:52.700]  其實耶穌是想避開那些群眾的
[00:04:52.700 --> 00:04:55.200]  「五餅二魚」之後
[00:04:55.200 --> 00:04:57.200]  吸引了一大幫粉絲
[00:04:57.200 --> 00:05:00.000]  耶穌和那些門徒
[00:05:00.000 --> 00:05:03.800]  晚上坐船去另外一個地方
[00:05:03.800 --> 00:05:04.900]  就想避開他們
[00:05:04.900 --> 00:05:06.900]  誰知道那幫粉絲
[00:05:06.900 --> 00:05:10.500]  比我們現在追星的粉絲還瘋狂
[00:05:10.500 --> 00:05:13.800]  他們不排休地
[00:05:14.000 --> 00:05:15.200]  知道耶穌去了之後
[00:05:15.200 --> 00:05:16.800]  他們又坐船去那裡
[00:05:16.800 --> 00:05:20.000]  他們追著耶穌窮追不捨
[00:05:20.000 --> 00:05:23.700]  你記不記得耶穌怎樣回應他們
[00:05:23.700 --> 00:05:25.800]  耶穌說
[00:05:25.800 --> 00:05:29.100]  「我實實在在告訴你們」
[00:05:29.100 --> 00:05:31.100]  「你們找我」
