
[00:00:00.000 --> 00:00:01.400]  又去同心禱告
[00:00:01.400 --> 00:00:03.400]  我們一起同心禱告
[00:00:03.400 --> 00:00:07.400]  慈悲的父神多謝祢
[00:00:07.400 --> 00:00:10.200]  讓我們能夠再次打開祢的說話
[00:00:10.200 --> 00:00:11.200]  慈悲的父神
[00:00:11.200 --> 00:00:12.100]  我們謝謝祢
[00:00:12.100 --> 00:00:15.000]  讓我們可以再次地打開祢的話語
[00:00:15.000 --> 00:00:17.200]  使得我們能夠有這份福氣
[00:00:17.200 --> 00:00:19.200]  再次更深地認識祢
[00:00:19.200 --> 00:00:21.000]  使我們有這樣的福氣
[00:00:21.000 --> 00:00:23.600]  再次更深地來認識祢
[00:00:23.600 --> 00:00:26.000]  求父神祢讓我們學習
[00:00:26.000 --> 00:00:28.800]  真是尊祢為我們的生命的主
[00:00:28.800 --> 00:00:30.200]  求父神讓我們學習
[00:00:30.200 --> 00:00:32.400]  真是尊祢為我們的生命的主
[00:00:32.400 --> 00:00:34.800]  讓我們的生命活在祢的裏面
[00:00:34.800 --> 00:00:38.400]  活著滿有和諧平安與喜樂
[00:00:38.400 --> 00:00:40.200]  讓我的生命活在祢裏面
[00:00:40.200 --> 00:00:43.600]  活著滿有和諧平安的喜樂
[00:00:43.600 --> 00:00:46.800]  禱告奉耶穌的名求
[00:00:46.800 --> 00:00:47.800]  阿們
[00:00:47.800 --> 00:00:51.400]  侍奉神
[00:00:51.400 --> 00:00:53.400]  今天和大家一起思想一個題目
[00:00:53.400 --> 00:00:55.400]  今天跟大家思想一個題目
[00:00:55.400 --> 00:00:58.000]  叫做藝善的侍奉的題目
[00:00:58.000 --> 00:01:00.200]  叫做藝善的侍奉的題目
[00:01:00.200 --> 00:01:03.200]  有一個副題叫做佐神學
[00:01:03.200 --> 00:01:06.800]  或者是有一個副題叫做
[00:01:06.800 --> 00:01:09.600]  做佐的神學
[00:01:09.600 --> 00:01:12.200]  這是廣東話來的
[00:01:12.200 --> 00:01:14.800]  所以希望弟兄姊妹能夠饒恕
[00:01:14.800 --> 00:01:18.600]  或者接納容許翻譯的困難
[00:01:18.600 --> 00:01:20.600]  侍奉的而且確是我們基督徒
[00:01:20.600 --> 00:01:22.400]  很重要的一個功課
[00:01:22.400 --> 00:01:24.800]  侍奉的確是我們基督徒
[00:01:24.800 --> 00:01:26.400]  一個很重要的功課
[00:01:26.400 --> 00:01:29.200]  由第一天我們開始做基督徒開始
[00:01:29.200 --> 00:01:31.800]  由第一天我們做基督徒開始
[00:01:31.800 --> 00:01:33.400]  我們就要開始考慮到
[00:01:33.400 --> 00:01:34.800]  我們怎樣去侍奉主
[00:01:34.800 --> 00:01:36.400]  我們就要開始考慮
[00:01:36.400 --> 00:01:38.400]  我們怎樣去侍奉主
[00:01:38.400 --> 00:01:39.800]  有些大兄姐妹
[00:01:39.800 --> 00:01:40.600]  有些弟兄姊妹
[00:01:40.600 --> 00:01:42.400]  在上帝的引導之下
[00:01:42.400 --> 00:01:43.800]  在上帝的引導之下
[00:01:43.800 --> 00:01:45.600]  並且考慮到
[00:01:45.600 --> 00:01:48.800]  究竟我們是否需要去全職侍奉主
[00:01:48.800 --> 00:01:49.800]  我們的神
[00:01:49.800 --> 00:01:50.600]  他可能考慮到
[00:01:50.600 --> 00:01:52.800]  我們要不要全職侍奉我們的主
[00:01:52.800 --> 00:01:54.000]  我們的神
[00:01:54.000 --> 00:01:56.600]  但是什麼真正叫做侍奉呢?
[00:01:56.600 --> 00:01:58.800]  但是什麼是真正的侍奉呢?
[00:01:58.800 --> 00:02:00.800]  曾經有一位牧者
[00:02:00.800 --> 00:02:02.000]  曾經有一位牧者
[00:02:02.000 --> 00:02:04.400]  他帶領人信耶穌的方法很特別
[00:02:04.400 --> 00:02:06.800]  他帶領人信耶穌的方法很特別
[00:02:06.800 --> 00:02:09.200]  他主要是帶領一群年輕人
[00:02:09.200 --> 00:02:11.000]  他主要是帶領一群年輕人
[00:02:11.000 --> 00:02:13.200]  告訴你這位牧者多少歲
[00:02:13.200 --> 00:02:15.400]  我告訴你這位牧者有幾歲
[00:02:15.400 --> 00:02:16.600]  他六十四歲
[00:02:16.600 --> 00:02:17.800]  他六十四歲
[00:02:17.800 --> 00:02:20.400]  但是他帶領這群年輕人去信主
[00:02:20.400 --> 00:02:22.800]  但是他帶領這群年輕人去信主
[00:02:22.800 --> 00:02:24.200]  不過大英先輩就說
[00:02:24.200 --> 00:02:28.200]  這些肯定是職份的錯配
[00:02:28.200 --> 00:02:32.000]  用這句話我們可能會說是職份的錯配
[00:02:32.000 --> 00:02:33.600]  但是他帶領人信耶穌
[00:02:33.600 --> 00:02:36.400]  我相信只有他有這個能力
[00:02:36.400 --> 00:02:37.800]  但是他帶領人信耶穌
[00:02:37.800 --> 00:02:39.800]  我相信只有他有這樣的能力
[00:02:39.800 --> 00:02:40.800]  我就做不到
[00:02:40.800 --> 00:02:41.800]  我就做不到
[00:02:41.800 --> 00:02:42.600]  他怎麼做呢?
[00:02:42.600 --> 00:02:43.600]  他怎麼樣去做呢?
[00:02:43.600 --> 00:02:46.800]  他原來是一個很出力
[00:02:46.800 --> 00:02:50.600]  和很懂得怎樣去跑馬拉松的一位牧者
[00:02:50.600 --> 00:02:53.000]  他原來是一個很出力
[00:02:53.000 --> 00:02:55.000]  和很懂得怎樣去跑馬拉松的一位牧者
[00:02:55.000 --> 00:02:56.800]  在座有誰都跑馬拉松的?
[00:02:56.800 --> 00:02:58.600]  在座有誰跑馬拉松的?
[00:02:58.600 --> 00:02:59.800]  沒有人敢舉手
[00:02:59.800 --> 00:03:00.800]  我也不敢舉手
[00:03:00.800 --> 00:03:01.800]  沒有人敢舉手
[00:03:01.800 --> 00:03:03.000]  我也不敢舉手
[00:03:03.000 --> 00:03:06.400]  於是乎他就訓練一群年輕人
[00:03:06.400 --> 00:03:09.000]  於是他就訓練一群年輕人
[00:03:09.000 --> 00:03:11.800]  一邊去學習怎樣去跑馬拉松
[00:03:11.800 --> 00:03:13.800]  一邊怎樣學習怎樣去跑馬拉松
[00:03:13.800 --> 00:03:15.400]  一邊訓練的過程當中
[00:03:15.400 --> 00:03:17.400]  一邊訓練的過程當中
[00:03:17.400 --> 00:03:22.600]  就教導他們有關於或者分享一些有關上帝的說話的訊息
[00:03:22.600 --> 00:03:27.000]  就教導和分享一些有關上帝的說話和知識
[00:03:27.000 --> 00:03:31.200]  有一次我和他坐下去談論到侍奉的時候
[00:03:31.200 --> 00:03:33.800]  有一次我坐下來跟他談論到侍奉的時候
[00:03:33.800 --> 00:03:36.000]  他給我一個很好的介紹
[00:03:36.000 --> 00:03:37.400]  他給我一個很好的介紹
[00:03:37.400 --> 00:03:41.400]  他說侍奉神其實是一場長途的比賽
[00:03:41.400 --> 00:03:44.400]  他說侍奉神其實是一場長途的比賽
[00:03:44.400 --> 00:03:46.600]  就好像參加馬拉松一樣
[00:03:46.600 --> 00:03:48.200]  就好像參加馬拉松一樣
[00:03:48.200 --> 00:03:49.600]  參賽期間
[00:03:49.600 --> 00:03:50.600]  參賽期間
[00:03:50.600 --> 00:03:56.200]  參賽者必須保持一個穩定的呼吸和步速
[00:03:56.200 --> 00:04:00.400]  參賽者必須保持一個穩定的呼吸和步速
[00:04:00.400 --> 00:04:02.600]  他說不要說贏還是輸
[00:04:02.600 --> 00:04:04.200]  他不要說贏還是輸
[00:04:04.200 --> 00:04:08.000]  最少我們能夠跑不全程
[00:04:08.000 --> 00:04:10.000]  至少我們可以跑全程
[00:04:10.000 --> 00:04:12.400]  這一點我們必須要記住
[00:04:12.400 --> 00:04:14.600]  這一點我們必須要記住
[00:04:14.600 --> 00:04:19.000]  你不可以隨著自己的意願
[00:04:19.000 --> 00:04:22.800]  或者自己參加這個比賽初頭很興奮的心情
[00:04:22.800 --> 00:04:25.400]  或者是參加這個比賽開始有非常興奮的心情
[00:04:25.400 --> 00:04:28.600]  一開始就衝前
[00:04:28.600 --> 00:04:30.600]  拼盡努力
[00:04:30.600 --> 00:04:33.000]  出盡死力
[00:04:33.000 --> 00:04:35.400]  然後一直這樣跑
[00:04:35.400 --> 00:04:37.800]  他說這樣是比賽不了的
[00:04:37.800 --> 00:04:39.200]  他說這樣子不能比賽
[00:04:39.200 --> 00:04:42.800]  他說如果我們按照這種方法去跑的話
[00:04:42.800 --> 00:04:45.200]  他說如果我們按照這種方法去跑的話
[00:04:45.200 --> 00:04:47.000]  只是用自己的方法
[00:04:47.000 --> 00:04:48.400]  喜歡怎樣跑就怎樣跑
[00:04:48.400 --> 00:04:49.600]  只是用自己的方法
[00:04:49.600 --> 00:04:51.000]  喜歡怎樣跑就怎樣跑
[00:04:51.000 --> 00:04:54.400]  往往最後你只有幾個下場
[00:04:54.400 --> 00:04:56.000]  最後你只有幾個下場
[00:04:56.000 --> 00:04:57.600]  第一
[00:04:57.600 --> 00:05:00.800]  中途退出
[00:05:00.800 --> 00:05:02.200]  他說這個已經是好的了
[00:05:02.200 --> 00:05:03.400]  他說這個已經不錯了
[00:05:03.400 --> 00:05:05.600]  但如果更差的情況會怎樣呢
[00:05:05.600 --> 00:05:07.400]  但如果更差的情況會怎樣呢
[00:05:07.400 --> 00:05:09.400]  可能你這樣跑完一輪之後
[00:05:09.400 --> 00:05:10.200]  可能你這樣跑了一陣子以後
[00:05:10.200 --> 00:05:11.800]  可能你這樣跑了一陣子以後
[00:05:11.800 --> 00:05:14.000]  跑到死下來的時候
[00:05:14.000 --> 00:05:14.000]  跑到死下來的時候
[00:05:14.000 --> 00:05:15.400]  跑到死下來的時候
[00:05:15.400 --> 00:05:16.600]  跑到死下來的時候
[00:05:16.600 --> 00:05:19.000]  你知道嗎?不跑由自可
[00:05:19.000 --> 00:05:19.000]  你知道嗎?不跑由自可
[00:05:19.000 --> 00:05:20.800]  你知道嗎?不跑由自可
[00:05:20.800 --> 00:05:22.400]  你一慢下來
[00:05:22.400 --> 00:05:23.400]  你一慢下來
[00:05:23.400 --> 00:05:26.000]  馬上可能心臟負荷不了的壓力
[00:05:26.000 --> 00:05:28.800]  馬上可能是心臟負荷不了的壓力
[00:05:28.800 --> 00:05:30.400]  輕則休克
[00:05:30.400 --> 00:05:33.000]  輕則休克
[00:05:33.000 --> 00:05:35.800]  那就VWVW來載你走
[00:05:35.800 --> 00:05:38.000]  然後VWVW就來把你車走
[00:05:38.000 --> 00:05:39.800]  救護車來載你走
[00:05:39.800 --> 00:05:42.800]  嚴重的呢?
[00:05:42.800 --> 00:05:46.000]  嚴重的死於途中
[00:05:46.000 --> 00:05:51.400]  他說每一年都有很多參賽馬拉松的選手都是這樣的情況
[00:05:51.400 --> 00:05:55.000]  他說每一年都有很多參賽馬拉松的選手都是這樣的情況
[00:05:55.000 --> 00:05:56.400]  哇!很興奮啊!
[00:05:56.400 --> 00:05:57.000]  哇!很興奮啊!
[00:05:57.000 --> 00:05:58.000]  很多人啊!
[00:05:58.000 --> 00:05:58.600]  很多人啊!
[00:05:58.600 --> 00:06:01.200]  香港馬拉松幾萬人一起參加
[00:06:01.200 --> 00:06:03.000]  香港馬拉松幾萬人一起參加
[00:06:03.000 --> 00:06:05.600]  早兩個禮拜前我去巴黎市中心
[00:06:05.600 --> 00:06:05.600]  早兩個禮拜前我去巴黎市中心
[00:06:05.600 --> 00:06:08.200]  禮拜一早上和師母去走一個圈
[00:06:08.200 --> 00:06:11.400]  禮拜一早上我和師母去巴黎市中心
[00:06:11.400 --> 00:06:12.200]  禮拜一早上我和師母去巴黎市中心
[00:06:12.200 --> 00:06:13.800]  哇!又看到跑馬拉松
[00:06:13.800 --> 00:06:14.800]  又看到跑馬拉松
[00:06:14.800 --> 00:06:16.800]  哇!那些人跑得多興奮啊!
[00:06:16.800 --> 00:06:16.800]  哇!那些人跑得多興奮啊!
[00:06:16.800 --> 00:06:18.400]  哇!那些人跑得多興奮啊!
[00:06:18.400 --> 00:06:19.400]  我和師母說
[00:06:19.400 --> 00:06:20.000]  我和師母說
[00:06:20.000 --> 00:06:21.600]  很快出局的了這些
[00:06:21.600 --> 00:06:23.000]  很快出局的這些
[00:06:23.000 --> 00:06:26.400]  不過四風的確是一場馬拉松
[00:06:26.400 --> 00:06:26.400]  不過四風的確是一場馬拉松
[00:06:26.400 --> 00:06:26.400]  不過四風的確是一場馬拉松
[00:06:26.400 --> 00:06:26.400]  不過四風的確是一場馬拉松
[00:06:26.400 --> 00:06:26.400]  不過四風的確是一場馬拉松
[00:06:26.400 --> 00:06:26.400]  不過四風的確是一場馬拉松
[00:06:26.400 --> 00:06:40.400]  是一場長途的賽跑
[00:06:40.400 --> 00:06:56.400]  堅持用自己的方式就去參賽就去參加
[00:06:56.400 --> 00:07:01.400]  突然間有一次或者半次或者輕輕的
[00:07:01.400 --> 00:07:01.400]  突然間有一次或者半次或者輕輕的
[00:07:01.400 --> 00:07:05.400]  突然間有一次或者半次或者輕輕的
[00:07:05.400 --> 00:07:08.400]  遇到一些挫敗
[00:07:08.400 --> 00:07:09.400]  或者四風的時候
[00:07:09.400 --> 00:07:10.400]  或者四風的時候
[00:07:10.400 --> 00:07:13.400]  有人對你的意見或者做法
[00:07:13.400 --> 00:07:15.400]  提出不同的看法的時候
[00:07:15.400 --> 00:07:16.400]  有人對你的意見或者做法
[00:07:16.400 --> 00:07:18.400]  提出不同的看法的時候
[00:07:18.400 --> 00:07:21.400]  你很興奮的聆聽
[00:07:21.400 --> 00:07:22.400]  非常興奮的聆聽
[00:07:22.400 --> 00:07:24.400]  大發熱心的侍奉
[00:07:24.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:25.400 --> 00:07:25.400]  大發熱心的侍奉
[00:07:39.400 --> 00:07:49.400]  大發熱心的侍奉
[00:08:09.400 --> 00:08:19.400]  大發熱心的侍奉
[00:08:39.400 --> 00:08:59.400]  大發熱心的侍奉
[00:08:59.400 --> 00:09:27.400]  大發熱心的侍奉
[00:09:27.400 --> 00:09:55.400]  大發熱心的侍奉
[00:09:55.400 --> 00:10:23.400]  大發熱心的侍奉
[00:10:23.400 --> 00:10:47.400]  大發熱心的侍奉
[00:10:47.400 --> 00:11:15.400]  大發熱心的侍奉
[00:11:15.400 --> 00:11:43.400]  大發熱心的侍奉
[00:11:43.400 --> 00:11:43.400]  大發熱心的侍奉
[00:11:43.400 --> 00:12:03.400]  大發熱心的侍奉
[00:12:03.400 --> 00:12:23.400]  大發熱心的侍奉
[00:12:23.400 --> 00:12:41.400]  大發熱心的侍奉
[00:12:41.400 --> 00:13:01.400]  大發熱心的侍奉
[00:13:01.400 --> 00:13:23.400]  大發熱心的侍奉
[00:13:23.400 --> 00:13:33.400]  大發熱心的侍奉
[00:13:33.400 --> 00:13:43.400]  大發熱心的侍奉
[00:13:43.400 --> 00:13:53.400]  大發熱心的侍奉
[00:13:53.400 --> 00:14:03.400]  大發熱心的侍奉
[00:14:03.400 --> 00:14:13.400]  大發熱心的侍奉
[00:14:13.400 --> 00:14:23.400]  大發熱心的侍奉
[00:14:23.400 --> 00:14:33.400]  大發熱心的侍奉
[00:14:33.400 --> 00:14:53.400]  大發熱心的侍奉
[00:14:53.400 --> 00:15:03.400]  大發熱心的侍奉
[00:15:03.400 --> 00:15:13.400]  大發熱心的侍奉
[00:15:13.400 --> 00:15:23.400]  大發熱心的侍奉
[00:15:23.400 --> 00:15:33.400]  大發熱心的侍奉
[00:15:33.400 --> 00:15:43.400]  大發熱心的侍奉
[00:15:43.400 --> 00:15:53.400]  大發熱心的侍奉
[00:15:53.400 --> 00:16:03.400]  大發熱心的侍奉
[00:16:03.400 --> 00:16:13.400]  大發熱心的侍奉
[00:16:13.400 --> 00:16:23.400]  大發熱心的侍奉
[00:16:23.400 --> 00:16:33.400]  大發熱心的侍奉
[00:16:33.400 --> 00:16:43.400]  大發熱心的侍奉
[00:16:43.400 --> 00:16:53.400]  大發熱心的侍奉
[00:16:53.400 --> 00:17:03.400]  大發熱心的侍奉
[00:17:03.400 --> 00:17:13.400]  大發熱心的侍奉
[00:17:13.400 --> 00:17:23.400]  大發熱心的侍奉
[00:17:23.400 --> 00:17:33.400]  大發熱心的侍奉
[00:17:33.400 --> 00:17:43.400]  大發熱心的侍奉
