
[00:00:00.000 --> 00:00:01.700]  聽子們午安
[00:00:01.700 --> 00:00:05.120]  說了很多次 求主助我數算
[00:00:05.120 --> 00:00:06.740]  這個經文是哪裏來的呢?
[00:00:06.740 --> 00:00:09.660]  就是在詩篇90篇
[00:00:09.660 --> 00:00:13.280]  好了 我們一起去讀這一節的經文
[00:00:13.280 --> 00:00:16.120]  90篇第12節 預備起
[00:00:16.120 --> 00:00:20.880]  求禰指教我怎樣數算自己的日子
[00:00:20.880 --> 00:00:24.400]  好叫我們得着智慧的心
[00:00:24.400 --> 00:00:26.220]  摩西就說
[00:00:26.220 --> 00:00:30.340]  求神教我怎樣數算自己的日子
[00:00:30.340 --> 00:00:32.060]  即是計算多少歲
[00:00:32.060 --> 00:00:36.300]  那你計算多少歲 用什麼神教你呢?
[00:00:36.300 --> 00:00:38.520]  自己都會計算
[00:00:38.520 --> 00:00:41.100]  你肯不肯計算是一回事
[00:00:41.100 --> 00:00:43.480]  摩西不是說這件事
[00:00:43.480 --> 00:00:45.080]  聖經不是說這件事
[00:00:45.080 --> 00:00:48.180]  我們有時說人生不知道有多少個十年
[00:00:48.180 --> 00:00:52.600]  最近在網上看到一個這樣的形容
[00:00:52.600 --> 00:00:55.480]  就是十歲 風吹天真二十歲
[00:00:55.480 --> 00:00:56.860]  風之灼熱三十歲
[00:00:56.860 --> 00:00:58.660]  風華靜默四十歲
[00:00:58.660 --> 00:01:00.260]  風韻猶存五十歲
[00:01:00.260 --> 00:01:01.920]  風花雪月
[00:01:01.920 --> 00:01:04.200]  大家是哪個年紀的呢?
[00:01:04.200 --> 00:01:05.400]  好了 繼續看下去
[00:01:05.400 --> 00:01:08.080]  六十歲 風拾骨痛 風雨飄搖
[00:01:08.080 --> 00:01:12.200]  風足殘年 風滇霧尚 風光大壯
[00:01:12.200 --> 00:01:14.640]  不是我寫的 別罵我
[00:01:14.640 --> 00:01:17.280]  沒有什麼屬靈真理
[00:01:17.280 --> 00:01:20.200]  不過覺得有點好笑
[00:01:20.200 --> 00:01:23.700]  聖經裏面說求主助我數算
[00:01:23.700 --> 00:01:26.960]  他不是說計算
[00:01:26.960 --> 00:01:28.360]  當我們計算的時候
[00:01:28.360 --> 00:01:31.880]  計算和數算有沒有不同?
[00:01:31.880 --> 00:01:36.560]  大家的反應是很微小的
[00:01:36.560 --> 00:01:38.840]  有沒有不同?計算和數算
[00:01:38.840 --> 00:01:42.260]  計算是你用想法去計算
[00:01:42.260 --> 00:01:44.180]  當我去計算的時候
[00:01:44.180 --> 00:01:46.360]  如果我們真的去計算人生
[00:01:46.360 --> 00:01:48.080]  人的一生是七十歲
[00:01:48.080 --> 00:01:49.760]  若是強壯的話是八十歲
[00:01:49.760 --> 00:01:51.880]  不是說八十歲之後就死了
[00:01:51.880 --> 00:01:55.460]  摩西社 摩西多少歲?
[00:01:55.460 --> 00:01:58.000]  一百二十歲
[00:01:58.000 --> 00:02:01.940]  但其中所經跨 即是所跨口徑的
[00:02:01.940 --> 00:02:08.440]  都是勞苦受煩 轉眼成空
[00:02:08.440 --> 00:02:10.920]  回想起來沒什麼特別
[00:02:10.920 --> 00:02:13.440]  但我們求神教我們
[00:02:13.440 --> 00:02:15.800]  如何去數算我們的日子
[00:02:15.800 --> 00:02:21.320]  因爲很多時候計算是計算不到的
[00:02:21.320 --> 00:02:25.360]  數可以計算 人生是計算不到的
[00:02:25.360 --> 00:02:30.160]  在1994年我做了一個身體檢查
[00:02:30.160 --> 00:02:35.640]  然後就要做Cat scan 電子掃描
[00:02:35.640 --> 00:02:37.560]  當然有些問題
[00:02:37.560 --> 00:02:40.400]  上午做 下午已經出了報告
[00:02:40.400 --> 00:02:46.560]  就是我肝臟裏面有一個四個釐米的癌症腫瘤
[00:02:46.560 --> 00:02:48.760]  那時候我三十多歲
[00:02:48.760 --> 00:02:51.360]  怎麼算都計算不到
[00:02:51.360 --> 00:02:56.560]  三十多歲的人會有癌症 還是肝癌
[00:02:56.560 --> 00:02:58.640]  我跟着去見醫生
[00:02:58.640 --> 00:03:00.800]  我問醫生怎樣
[00:03:00.800 --> 00:03:04.560]  醫生說這些手術
[00:03:04.560 --> 00:03:08.560]  有時候應該都可以做到
[00:03:08.560 --> 00:03:12.440]  有時候就很難說
[00:03:12.440 --> 00:03:14.840]  醫生說成功率有多少
[00:03:14.840 --> 00:03:17.120]  讓我們算一下也好
[00:03:17.120 --> 00:03:20.000]  我們病人很喜歡問這些 成功率有多少
[00:03:20.000 --> 00:03:24.800]  醫生說有時候當我們打開的時候
[00:03:24.800 --> 00:03:28.280]  打開的時候看到它沒有擴散
[00:03:28.280 --> 00:03:30.960]  割出來就成功了
[00:03:30.960 --> 00:03:34.120]  有時候打開發現已經擴散了
[00:03:34.120 --> 00:03:36.000]  就沒辦法了 做不了事了
[00:03:36.000 --> 00:03:39.000]  就縫起來就不關他的事了
[00:03:39.000 --> 00:03:40.320]  那就是沒有答案了
[00:03:40.320 --> 00:03:41.880]  我問多一樣東西
[00:03:41.880 --> 00:03:45.920]  我說醫生 醫生 我要不要請人捐點血呢
[00:03:45.920 --> 00:03:47.280]  讓我到時可以輸血
[00:03:47.280 --> 00:03:49.840]  因爲二十多年前都會聽到一些新聞
[00:03:49.840 --> 00:03:53.000]  說人們輸血 輸了愛滋病菌
[00:03:53.000 --> 00:03:57.360]  你說癌症死不了 死於愛滋病就不值了
[00:03:57.360 --> 00:03:59.440]  李牧師死了
[00:03:59.440 --> 00:04:02.000]  怎麼死的 愛滋病
[00:04:02.000 --> 00:04:04.760]  人們不知道怎麼想的
[00:04:04.760 --> 00:04:06.920]  你知道醫生怎麼回答我嗎
[00:04:06.920 --> 00:04:11.600]  他說有時候需要 有時候不需要
[00:04:11.600 --> 00:04:14.640]  那時候我在美國 基本上說三個字
[00:04:14.640 --> 00:04:17.160]  英文三個字 中文也是三個字
[00:04:17.160 --> 00:04:18.160]  哪三個字
[00:04:18.160 --> 00:04:19.280]  I don't know
[00:04:19.280 --> 00:04:21.560]  中文是不知道
[00:04:21.560 --> 00:04:24.880]  不是吧 你是醫生 你讀那麼多書
[00:04:24.880 --> 00:04:26.280]  你做那麼多手術
[00:04:26.280 --> 00:04:28.240]  我們病人不知道就正常
[00:04:28.240 --> 00:04:30.320]  所以我纔要給錢來看你
[00:04:30.320 --> 00:04:32.680]  你說不知道 到時就打開了
[00:04:32.680 --> 00:04:36.360]  接着你說I don't know
[00:04:36.360 --> 00:04:39.080]  還有當時 94年的1月
[00:04:39.080 --> 00:04:41.560]  我們那時候在LH 南加州住
[00:04:41.560 --> 00:04:43.720]  南加州有一個很大的地震
[00:04:43.720 --> 00:04:45.640]  死了幾十人
[00:04:45.640 --> 00:04:48.920]  大家可能沒什麼經驗
[00:04:48.920 --> 00:04:52.160]  香港很少 沒什麼大地震
[00:04:52.160 --> 00:04:56.760]  地震太快 不是很會怕
[00:04:56.760 --> 00:05:01.160]  地震完了 餘震就很怕
[00:05:01.160 --> 00:05:05.520]  我記得那次跟麻醉科醫生開會
[00:05:05.520 --> 00:05:07.040]  如果你做過手術就知道
[00:05:07.040 --> 00:05:09.240]  麻醉科醫生爲什麼跟你開會呢
[00:05:09.240 --> 00:05:11.240]  因爲他整你睡覺很容易
[00:05:11.240 --> 00:05:13.360]  起不起身就很難
[00:05:13.360 --> 00:05:15.360]  所以我跟我太太就跟他開會
[00:05:15.360 --> 00:05:16.760]  開開會的時候
[00:05:16.760 --> 00:05:20.200]  突然地震 請問應該怎麼辦
[00:05:20.200 --> 00:05:22.440]  可能你們沒什麼經驗 我告訴你
[00:05:22.440 --> 00:05:25.440]  我們三個人就躲在桌子底下
[00:05:25.440 --> 00:05:28.000]  三個人 你們眼睛看我眼睛
[00:05:28.000 --> 00:05:29.280]  有點搞笑
[00:05:29.280 --> 00:05:31.240]  我就在想
[00:05:31.240 --> 00:05:32.920]  如果我做
[00:05:32.920 --> 00:05:35.520]  到時我做手術
[00:05:35.520 --> 00:05:38.680]  就打開了
[00:05:38.680 --> 00:05:41.040]  然後地震
[00:05:41.040 --> 00:05:45.840]  那些醫生和姑娘就躲在我下面
[00:05:45.840 --> 00:05:48.320]  你明白嗎 有時人生沒法計
[00:05:48.320 --> 00:05:51.120]  沒辦法去計
[00:05:51.120 --> 00:05:55.560]  你只可以數算上帝自己的恩典
[00:05:55.560 --> 00:05:59.800]  耶穌說了一個比喻叫做無知的財主
[00:05:59.800 --> 00:06:01.440]  那種比喻是這樣說的
[00:06:01.440 --> 00:06:03.120]  他有一個財主田產豐富
[00:06:03.120 --> 00:06:06.520]  自己心裏想我這麼多出產都沒地方收藏
[00:06:06.520 --> 00:06:08.480]  怎麼辦
[00:06:08.480 --> 00:06:11.440]  算了 我要怎麼辦 我就將我的倉庫拆了
[00:06:11.440 --> 00:06:12.720]  又蓋另外一個更大的
[00:06:12.720 --> 00:06:20.480]  在那裏好收藏我一切的糧食和財物
[00:06:20.480 --> 00:06:25.080]  就是拆了房子就建一個大一點的
[00:06:25.080 --> 00:06:28.320]  那有什麼無知呢
[00:06:28.320 --> 00:06:31.840]  你看這麼多 我看這麼多 有什麼無知呢
[00:06:31.840 --> 00:06:34.080]  哦 僭建
[00:06:34.080 --> 00:06:36.280]  那時候沒有僭建
[00:06:36.280 --> 00:06:40.920]  他又沒選什麼特首
[00:06:40.920 --> 00:06:42.840]  怎麼會無知呢
[00:06:42.840 --> 00:06:45.720]  這些叫做未雨綢繆
[00:06:45.720 --> 00:06:47.680]  我們都學過的
[00:06:47.680 --> 00:06:50.320]  你不要等到有事纔去預備
[00:06:50.320 --> 00:06:52.480]  你早就已經預備好了
[00:06:52.480 --> 00:06:55.000]  你都會爲你自己的計劃
[00:06:55.000 --> 00:06:57.000]  你又會爲你的子女計劃
[00:06:57.000 --> 00:06:59.080]  你又會有人受保險
[00:06:59.080 --> 00:07:00.480]  或者退休金
[00:07:00.480 --> 00:07:02.160]  現在你不買退休金
[00:07:02.160 --> 00:07:04.280]  政府都幫你有強積金
[00:07:04.280 --> 00:07:06.760]  我們美國叫411k
[00:07:06.760 --> 00:07:12.160]  有什麼無知呢
[00:07:12.160 --> 00:07:18.360]  無知就無知在跟着那兩句
[00:07:18.360 --> 00:07:20.000]  建完之後就說
[00:07:20.000 --> 00:07:22.160]  然後對我的靈魂說
[00:07:22.160 --> 00:07:24.680]  靈魂啊 你有很多財物積存
[00:07:24.680 --> 00:07:26.760]  可作多年的費用
[00:07:26.760 --> 00:07:30.240]  只管安安日日的喫喝快樂吧
[00:07:30.240 --> 00:07:33.160]  就是行啦 不用想啦 不用擔心啦
[00:07:33.160 --> 00:07:35.800]  神卻對他說無知的人
[00:07:35.800 --> 00:07:37.480]  今夜必要你的靈魂
[00:07:37.480 --> 00:07:42.280]  你所預備的要歸誰呢
[00:07:42.280 --> 00:07:44.640]  當我們在預備在計算的時候
[00:07:44.640 --> 00:07:45.920]  當我們正在預備
[00:07:45.920 --> 00:07:48.080]  預備計算是沒問題
[00:07:48.080 --> 00:07:50.000]  但當我們在計算的時候
[00:07:50.000 --> 00:07:53.560]  我們以爲這樣計算就搞定
[00:07:53.560 --> 00:07:57.320]  我們忘記了神的存在
[00:07:57.320 --> 00:07:59.320]  我們計算這麼多東西
[00:07:59.320 --> 00:08:02.000]  你爲你人生做了很多的安排
[00:08:02.000 --> 00:08:06.280]  請問你爲你的靈魂做了些什麼安排
[00:08:06.280 --> 00:08:11.760]  你爲你屬靈的生命做了些什麼安排
[00:08:11.760 --> 00:08:14.360]  當我們去數算主的恩典的時候
[00:08:14.360 --> 00:08:16.880]  我們就知道上帝的恩守
[00:08:16.880 --> 00:08:19.800]  是一路在我們身邊
[00:08:19.800 --> 00:08:23.280]  這篇90篇摩西除了求主助我數算
[00:08:23.280 --> 00:08:26.360]  他還做了另一個祈求
[00:08:26.360 --> 00:08:31.520]  就是求你使我早早飽得你的恩惠
[00:08:31.520 --> 00:08:35.400]  叫我一生一世歡呼喜樂
[00:08:35.400 --> 00:08:37.240]  早早
[00:08:37.240 --> 00:08:40.680]  什麼叫做早早
[00:08:40.680 --> 00:08:45.240]  我上年升了職
[00:08:45.240 --> 00:08:46.560]  牧師沒有升職
[00:08:46.560 --> 00:08:51.240]  我以前人們叫我李牧師
[00:08:51.240 --> 00:08:55.800]  上年之後人們叫我李公公
[00:08:55.800 --> 00:08:57.800]  不是我做得太淡
