
[00:00:00.000 --> 00:00:02.000]  好,各位弟兄姐妹,早晨。
[00:00:02.000 --> 00:00:07.000]  好,今天跟大家說十面埋伏。
[00:00:07.000 --> 00:00:08.000]  為甚麼說十面埋伏呢?
[00:00:08.000 --> 00:00:11.000]  因為我覺得我們的信仰裏面,
[00:00:11.000 --> 00:00:14.000]  很多的陷阱,或者等著我們踩,
[00:00:14.000 --> 00:00:16.000]  到處都是陷阱。
[00:00:16.000 --> 00:00:20.000]  所以我就定了這個講題。
[00:00:20.000 --> 00:00:24.000]  麻煩BST幫我打個拋盤先。
[00:00:31.000 --> 00:00:42.000]  我近來之前都和小組一起,
[00:00:42.000 --> 00:00:46.000]  小組之後的活動有甚麼呢?
[00:00:46.000 --> 00:00:49.000]  就是去吃糖水。
[00:00:49.000 --> 00:00:54.000]  吃糖水,我想在座各位弟兄姐妹都試過了,
[00:00:54.000 --> 00:00:57.000]  可能小組完結後一起去吃糖水,
[00:00:57.000 --> 00:00:59.000]  不知道大家有沒有去吃過這個?
[00:00:59.000 --> 00:01:04.000]  這個有些芋圓,或者有些小丸子。
[00:01:04.000 --> 00:01:07.000]  黑色的是甚麼,你們知道嗎?
[00:01:07.000 --> 00:01:10.000]  黑色的是涼粉,
[00:01:10.000 --> 00:01:14.000]  我小時候覺得它是涼粉,
[00:01:14.000 --> 00:01:19.000]  但現在稱為仙草,不知道為甚麼又稱為超仙草。
[00:01:19.000 --> 00:01:23.000]  台灣和香港的分別,會不會是這樣分別呢?
[00:01:23.000 --> 00:01:26.000]  還是甚麼呢?
[00:01:26.000 --> 00:01:29.000]  結果我很八卦,我就問一下老闆。
[00:01:29.000 --> 00:01:34.000]  老闆就說是一樣,同樣東西,沒有分別。
[00:01:34.000 --> 00:01:39.000]  我又覺得沒有理由的,應該不是。
[00:01:39.000 --> 00:01:42.000]  然後我又去另一間甜品店,
[00:01:42.000 --> 00:01:45.000]  又試,又問另一個老闆,其實不應該去那麼多間的。
[00:01:45.000 --> 00:01:51.000]  又問,然後那個老闆就說有些不同。
[00:01:51.000 --> 00:01:56.000]  他就說表面上好像一樣,但質感不一樣。
[00:01:56.000 --> 00:02:00.000]  即是原來它的原材料是一樣的,
[00:02:00.000 --> 00:02:05.000]  但會另外加些甚麼粉,就令它不一樣。
[00:02:05.000 --> 00:02:09.000]  我覺得和我們的經文都一樣,
[00:02:09.000 --> 00:02:13.000]  可能我們要踩下去,你以為好像一樣,
[00:02:13.000 --> 00:02:17.000]  我們講「因信稱義」,這個「信」都是因信稱義。
[00:02:17.000 --> 00:02:22.000]  但其實可能經文要踩下去才知道是不一樣的。
[00:02:22.000 --> 00:02:27.000]  給多個例子,你覺得這是不是一個基督徒?
[00:02:27.000 --> 00:02:30.000]  即是你福徒的人,是嗎?
[00:02:30.000 --> 00:02:33.000]  有些人說是噏頭,有些人說不知道。
[00:02:33.000 --> 00:02:37.000]  對了,我都說了,不要看他靚靚仔仔,
[00:02:37.000 --> 00:02:39.000]  拿著聖經就是基督徒。
[00:02:39.000 --> 00:02:43.000]  我都講過我們十面埋伏,我們周圍都是陷阱。
[00:02:43.000 --> 00:02:46.000]  所以我們很可能都會中這些陷阱的。
[00:02:46.000 --> 00:02:53.000]  我們開始讀經文之師,我們先一起祈禱。
[00:02:53.000 --> 00:03:01.000]  親愛的主耶穌,感謝祢,
[00:03:01.000 --> 00:03:05.000]  感謝祢給了我們的話語,讓我們閱讀,
[00:03:05.000 --> 00:03:14.000]  讓我們可以一起在主祢的殿裡中讀祢的話語,
[00:03:14.000 --> 00:03:17.000]  讓我們明白神祢的話語。
[00:03:17.000 --> 00:03:20.000]  主耶穌可能在我們信主的過程裡面,
[00:03:20.000 --> 00:03:25.000]  都有很多困難,都有很多阻攔,
[00:03:25.000 --> 00:03:28.000]  或者很多外力的影響,
[00:03:28.000 --> 00:03:33.000]  令到我們要去缺字的時候都可能很辛苦,
[00:03:33.000 --> 00:03:35.000]  很多阻攔。
[00:03:35.000 --> 00:03:39.000]  但是主耶穌,我們就算缺了字之後,
[00:03:39.000 --> 00:03:44.000]  我們做基督徒的生命也可能有很多的阻攔當中,
[00:03:44.000 --> 00:03:48.000]  也有很多隱憂在我們當中。
[00:03:48.000 --> 00:03:54.000]  主耶穌祢也讓我們可以繼續依靠祢,
[00:03:54.000 --> 00:03:57.000]  繼續依靠祢的信心,
[00:03:57.000 --> 00:04:02.000]  讓我們可以走在主祢的道路上,不偏不離,
[00:04:02.000 --> 00:04:06.000]  禱告交托,逢靠主耶穌基督,得聖名字祈求。
[00:04:06.000 --> 00:04:12.000]  好,那就開始看一下經文。
[00:04:12.000 --> 00:04:17.000]  剛才我們讀了《恩信清義》這個經文,
[00:04:17.000 --> 00:04:21.000]  大家都很熟悉,不靠《律法》,是《恩信清義》。
[00:04:21.000 --> 00:04:23.000]  大家都耳熟能詳了。
[00:04:23.000 --> 00:04:27.000]  但是為什麼不是因為《律法》的行為去清義呢?
[00:04:27.000 --> 00:04:29.000]  不要人說你就說。
[00:04:29.000 --> 00:04:31.000]  你要知道為什麼才行。
[00:04:31.000 --> 00:04:36.000]  就像人家說特朗普壞,你也要知道他什麼壞才行。
[00:04:36.000 --> 00:04:38.000]  不要人云亦云。
[00:04:38.000 --> 00:04:42.000]  好了,那《不因律法清義》是怎樣呢?
[00:04:42.000 --> 00:04:46.000]  羅馬書三章二十八節都有說過,
[00:04:46.000 --> 00:04:49.000]  其實保羅很多經文都有說過,
[00:04:49.000 --> 00:04:52.000]  就是我們,所以我們刊定了,
[00:04:52.000 --> 00:04:57.000]  人清義是因著信,不在乎遵行律法。
[00:04:57.000 --> 00:05:01.000]  我們是因信清義,而不是遵行律法。
[00:05:01.000 --> 00:05:03.000]  那就奇怪了,
[00:05:03.000 --> 00:05:07.000]  我們為什麼有律法設立在當中呢?
[00:05:07.000 --> 00:05:09.000]  為什麼神要設立這個律法呢?
[00:05:09.000 --> 00:05:12.000]  那我們先看一節經文。
[00:05:12.000 --> 00:05:18.000]  我們不如一起讀《提摩太前書》一章八節。
[00:05:18.000 --> 00:05:22.000]  一二三,我們知道律法原是好的,
[00:05:22.000 --> 00:05:25.000]  只要人用得合而。
[00:05:25.000 --> 00:05:28.000]  我們讀到這裡就可以了。
[00:05:28.000 --> 00:05:31.000]  那麼,只要怎樣?
[00:05:31.000 --> 00:05:34.000]  律法是怎樣?原是好的,
[00:05:34.000 --> 00:05:36.000]  只要人用得合而。
[00:05:36.000 --> 00:05:38.000]  就是說,其實律法是好的,
[00:05:38.000 --> 00:05:41.000]  我們只要用得適當就好了。
[00:05:41.000 --> 00:05:43.000]  那麼,律法是給哪些人用的?
[00:05:43.000 --> 00:05:45.000]  他這裡第九節就說了,
[00:05:45.000 --> 00:05:47.000]  不是給那些人設立的,
[00:05:47.000 --> 00:05:50.000]  不是為了他們,是為了那些犯罪的人,
[00:05:50.000 --> 00:05:52.000]  讓他們不要犯罪。
[00:05:52.000 --> 00:05:54.000]  我們要設立一些條例,
[00:05:54.000 --> 00:05:57.000]  就好像我們出街一樣,有紅綠燈。
[00:05:57.000 --> 00:05:59.000]  為什麼有紅綠燈?
[00:05:59.000 --> 00:06:01.000]  本大爺走路,為什麼有人阻礙他?
[00:06:01.000 --> 00:06:03.000]  其實不是想阻礙你,
[00:06:03.000 --> 00:06:05.000]  只不過是想你安全一點,
[00:06:05.000 --> 00:06:07.000]  車有車行,人有人行。
[00:06:07.000 --> 00:06:10.000]  就是想交通好一點,不會有交通意外。
[00:06:10.000 --> 00:06:14.000]  所以有時候有些設立的律法是好的,
[00:06:14.000 --> 00:06:17.000]  只要人用得合而。
[00:06:17.000 --> 00:06:21.000]  接著呢,我們又不如再讀一段經文,
[00:06:21.000 --> 00:06:25.000]  就是羅馬書三章二十節一二三,
