
[00:00:00.000 --> 00:00:05.760]  弟兄姊妹,如果你不认识我的话,我广东话不好。
[00:00:05.760 --> 00:00:11.900]  如果你认识我的话,或者你不知道我现在的眼睛很热也不好,所以。
[00:00:11.900 --> 00:00:17.140]  而你有什么反应的话,我眼睛看得到才算,讲话不算数的。
[00:00:17.140 --> 00:00:22.780]  好,感谢主。为什么呢?今天有机会来到我认为是T4C
[00:00:22.780 --> 00:00:27.100]  和T4C最酷的弟兄姊妹。
[00:00:27.100 --> 00:00:31.380]  在一个最黑的禁卫派当中分享信息。
[00:00:31.380 --> 00:00:38.900]  来之前,姚掌楼说可以穿着短袖来,因为这里非常热情。
[00:00:38.900 --> 00:00:45.800]  如果讲到太黑的话,我会脱下来,暂时不做这件事。
[00:00:45.800 --> 00:00:50.400]  也感谢主,为什么呢?昨天我们回到WMCC,
[00:00:50.400 --> 00:00:58.300]  因为C班有一个同乐会,同欢会,大家一起沟通,唱歌诗歌。
[00:00:58.300 --> 00:01:04.300]  回到家之后,停了车回家去shopping,之后车闸不开了,
[00:01:04.300 --> 00:01:10.900]  一大堆warning出来,有什么electrical break,煞车不行,又什么什么不行,
[00:01:10.900 --> 00:01:16.800]  不知道搞什么呢?后来问AI看一看,可能是什么,电池没电,
[00:01:16.800 --> 00:01:20.400]  简单一点,换了电池,为什么感谢主呢?
[00:01:20.400 --> 00:01:26.200]  如果今天早上才发生的话,来不来得到,至少大概会迟到,
[00:01:26.200 --> 00:01:30.400]  感谢主,所以请问一下,我应该感谢谁为我祈祷过?
[00:01:30.400 --> 00:01:36.400]  我没有为这件事祈祷过,感谢神,祂都有祈祷的预备。
[00:01:36.400 --> 00:01:39.800]  来到这里先warm up一下,
[00:01:39.800 --> 00:01:44.300]  如果你想想你最喜欢吃的东西,或者题目大一点,
[00:01:44.300 --> 00:01:49.400]  那你最喜欢吃的果子是什么呢?你的BFF是什么?
[00:01:49.400 --> 00:01:53.900]  不是best friend forever,best fruit forever。
[00:01:53.900 --> 00:01:58.300]  我个人一开始吃的时候,我喜欢吃荔枝,为什么呢?
[00:01:58.300 --> 00:02:02.300]  马来西亚那时候其实没有荔枝,因为荔枝全部都是罐头装的,
[00:02:02.300 --> 00:02:06.700]  你先放在冰箱,然后在糖水里面,怎么吃都好吃,
[00:02:06.700 --> 00:02:12.400]  热天的时候加在冰淇淋或者雪糕上面,更加好吃,
[00:02:12.400 --> 00:02:15.900]  所以荔枝是我number one,东市的number one。
[00:02:15.900 --> 00:02:20.900]  之后来到美国之后,在明州,虽然是在北方地方,
[00:02:20.900 --> 00:02:23.400]  夏天都很热,后来发现,
[00:02:23.400 --> 00:02:27.400]  你如果买了西瓜,就算不是很甜,一点点甜就够了,
[00:02:27.400 --> 00:02:29.400]  你放一层西瓜汁的时候,
[00:02:29.400 --> 00:02:34.100]  夏天放在冰箱里拿出去喝,一样舒服。
[00:02:34.100 --> 00:02:38.000]  这些经文你看不看到?我不读的,你看到就好了,
[00:02:38.000 --> 00:02:44.400]  反正你问我为什么舒服,就好像收割时候有冰雪的冰,
[00:02:44.400 --> 00:02:46.400]  凉气的感觉。
[00:02:46.400 --> 00:02:49.400]  之后在明州的时候,又发现了另一个事,
[00:02:49.400 --> 00:02:53.400]  有一次去了芝加哥,去了一个韩国人的雜货店,
[00:02:53.400 --> 00:02:59.400]  看到这么大的富士山苹果,又是organic,
[00:02:59.400 --> 00:03:02.600]  价钱又便宜,拿出来闻一下又有香味,
[00:03:02.600 --> 00:03:05.100]  所以那时候很喜欢吃富士山苹果,
[00:03:05.100 --> 00:03:09.000]  现在你问我最喜欢的苹果是哪种类,
[00:03:09.000 --> 00:03:13.000]  也是富士山苹果,大家是从那时候开始的。
[00:03:13.000 --> 00:03:19.700]  说了这么多,你们觉得哪种水果是最好的呢?
[00:03:19.700 --> 00:03:22.700]  黄是哪个?
[00:03:22.700 --> 00:03:28.200]  哪个是果黄呢?不是猫黄是什么?
[00:03:28.200 --> 00:03:33.600]  有没有见过?有没有听过猫山王?
[00:03:33.600 --> 00:03:36.600]  我在马来西亚的时候没有吃过榴莲,
[00:03:36.600 --> 00:03:39.600]  我开始吃榴莲是来了美国之后,
[00:03:39.600 --> 00:03:43.600]  有一年,不说是谁了,有人回到马来西亚,
[00:03:43.600 --> 00:03:47.600]  住在酒店,在街上看到有人卖榴莲,
[00:03:47.600 --> 00:03:51.600]  看的时候是猫山王,人家说猫山王是最好的,
[00:03:51.600 --> 00:03:54.600]  人家就问你要不要买,我说不行,住在酒店,
[00:03:54.600 --> 00:04:00.600]  酒店有rule的,不允许任何人带榴莲进酒店,
[00:04:00.600 --> 00:04:03.600]  会被赶出来的,卖榴莲的人怎么说呢?
[00:04:03.600 --> 00:04:06.600]  没问题的,我可以帮你包装,怎么包装呢?
[00:04:06.600 --> 00:04:10.600]  选一个破开的榴莲,一个膠袋扎一粒,
[00:04:10.600 --> 00:04:16.600]  一个膠盒放进去,放了之后包成塑胶袋,
[00:04:16.600 --> 00:04:20.600]  两袋之后再包两层,闻不到的,
[00:04:20.600 --> 00:04:25.600]  偷偷摸摸带回房间,回到房间之后怎么样呢?
[00:04:25.600 --> 00:04:30.600]  可不可以在房间里吃?不可以,为什么?
[00:04:30.600 --> 00:04:34.600]  所以他就骑榴那里吃,总是不要吃,
[00:04:34.600 --> 00:04:36.600]  一天没吃完怎么办呢?
[00:04:36.600 --> 00:04:40.600]  放冰箱,然后门上挂了个do not disturb,
[00:04:40.600 --> 00:04:44.600]  为什么?如果人家收拾看到有榴莲就不行,
[00:04:44.600 --> 00:04:47.600]  所以第二天吃完之后偷偷摸摸又怎么样?
[00:04:47.600 --> 00:04:53.600]  重新包好,拿去酒店之外的垃圾桶才扔掉,
[00:04:53.600 --> 00:04:57.600]  上帝知道,不过没人知道,
[00:04:57.600 --> 00:05:02.600]  为什么要讲这个故事呢?
[00:05:02.600 --> 00:05:04.600]  我说如果你不相信榴莲最好,
[00:05:04.600 --> 00:05:06.600]  马来西亚也有一个这样的说法,
[00:05:06.600 --> 00:05:11.600]  榴莲出的时候,沙窿就会脱掉一些衣服,
[00:05:11.600 --> 00:05:14.600]  当时人家为了吃榴莲,
[00:05:14.600 --> 00:05:16.600]  那时候没有什么帐户存钱,
[00:05:16.600 --> 00:05:18.600]  有钱的时候多买几件衣服,
[00:05:18.600 --> 00:05:21.600]  没钱的时候,冻了它,买了它,
[00:05:21.600 --> 00:05:23.600]  之后就买榴莲吃,
[00:05:23.600 --> 00:05:28.600]  现在开玩笑,你有没有听过榴莲忘返?
[00:05:28.600 --> 00:05:30.600]  就是这个榴莲,不是你爽的榴莲,
[00:05:30.600 --> 00:05:32.600]  这个就是正确的,
[00:05:32.600 --> 00:05:35.600]  那黎明要讲什么呢?
[00:05:35.600 --> 00:05:39.600]  回到迦拉提书,保罗怎么说的?
[00:05:39.600 --> 00:05:43.600]  我说你们,保罗有话和教会说,
[00:05:43.600 --> 00:05:46.600]  我借用保罗的话和大家分享,
[00:05:46.600 --> 00:05:50.600]  回到我们今天迦拉提书第五章的内容,
[00:05:50.600 --> 00:05:53.600]  十六节到二十六节,
[00:05:53.600 --> 00:05:54.600]  我是这样分的,
[00:05:54.600 --> 00:05:56.600]  为什么要讲这个题目呢?
[00:05:56.600 --> 00:05:58.600]  是二十六节,要讲什么呢?
[00:05:58.600 --> 00:05:59.600]  是十六节,
[00:05:59.600 --> 00:06:01.600]  讲的内容是什么呢?
[00:06:01.600 --> 00:06:03.600]  是十九到二十三节,
[00:06:03.600 --> 00:06:04.600]  讲了什么呢?
[00:06:04.600 --> 00:06:05.600]  是二十五节,
[00:06:05.600 --> 00:06:07.600]  中间漏了什么呢?
[00:06:07.600 --> 00:06:09.600]  漏了十七,十八,二十四节,
[00:06:09.600 --> 00:06:11.600]  十七,十八,二十四节是什么呢?
[00:06:11.600 --> 00:06:12.600]  补充讲些东西,
[00:06:12.600 --> 00:06:16.600]  补充的话,我看它的内容比较坏,
[00:06:16.600 --> 00:06:17.600]  为什么?
[00:06:17.600 --> 00:06:20.600]  如果你说是十九到二十三节,
[00:06:20.600 --> 00:06:21.600]  它的内容比较坏,
[00:06:21.600 --> 00:06:22.600]  是什么呢?
[00:06:22.600 --> 00:06:24.600]  讲了什么呢?
[00:06:24.600 --> 00:06:26.600]  所以我们就从这里开始,
[00:06:26.600 --> 00:06:27.600]  一开始就说,
[00:06:27.600 --> 00:06:29.600]  不要贪图虚名,
[00:06:29.600 --> 00:06:31.600]  彼此惹起,
[00:06:31.600 --> 00:06:33.600]  互相忌妒。
[00:06:33.600 --> 00:06:37.600]  那是不是说T4C肯定是一个问题呢?
[00:06:37.600 --> 00:06:38.600]  我没有这么说,
[00:06:38.600 --> 00:06:40.600]  不过保罗是这么说的,
[00:06:40.600 --> 00:06:41.600]  我不是借用保罗的话,
[00:06:41.600 --> 00:06:43.600]  不过我在想一件事,
[00:06:43.600 --> 00:06:44.600]  圣经有什么好处,
