
[00:00:00.000 --> 00:00:03.160]  有人做過一個這樣的研究
[00:00:03.160 --> 00:00:07.600]  如果一個人是生存到六十歲
[00:00:07.600 --> 00:00:14.160]  他一共有二萬一千九百日的生命
[00:00:14.160 --> 00:00:16.520]  這些時間他會怎樣用呢
[00:00:16.520 --> 00:00:18.880]  以下就是一些推算
[00:00:18.880 --> 00:00:24.960]  他們上班下班加上旅行的時間會用了五年
[00:00:24.960 --> 00:00:30.120]  工作用了八年零二百八十五日
[00:00:30.120 --> 00:00:32.760]  睡覺用了二十年
[00:00:32.760 --> 00:00:34.760]  吃飯用了六年
[00:00:34.760 --> 00:00:38.520]  娛樂包括打機八年
[00:00:38.520 --> 00:00:40.520]  病也用了三年
[00:00:40.520 --> 00:00:42.520]  打電話用了一年
[00:00:42.520 --> 00:00:47.360]  處理其他雜項其他瑣碎的事用了五年零八十日
[00:00:47.360 --> 00:00:48.840]  要留意
[00:00:48.840 --> 00:00:51.960]  等待也用了三年
[00:00:51.960 --> 00:01:01.120]  亦有人更深入研究原來用了一年等電腦開機
[00:01:01.120 --> 00:01:03.040]  原來可以等這麼久
[00:01:03.040 --> 00:01:06.640]  一世人可以等一年電腦開機
[00:01:06.640 --> 00:01:09.920]  你怎樣看待的呢
[00:01:09.920 --> 00:01:12.320]  你怎樣看等候呢
[00:01:12.320 --> 00:01:15.040]  我相信多數人不喜歡等
[00:01:15.040 --> 00:01:24.200]  你做銀行交易可能會選擇用網上銀行或者其他電子支付
[00:01:24.200 --> 00:01:27.640]  都不情願去銀行分行排隊
[00:01:27.640 --> 00:01:29.640]  為什麼要等呢
[00:01:29.640 --> 00:01:33.960]  師母經常說男人平時好好的
[00:01:33.960 --> 00:01:36.320]  一開車就變了另一個人
[00:01:36.320 --> 00:01:38.600]  經常提醒我
[00:01:38.600 --> 00:01:45.240]  開車時想攝位過線時經常在吵
[00:01:45.240 --> 00:01:49.040]  又說人家搞錯不讓我過位
[00:01:49.040 --> 00:01:51.920]  個個都攝住又不讓我過線
[00:01:51.920 --> 00:01:55.680]  但到你的時候人家想攝位過線你就不讓人
[00:01:55.680 --> 00:01:57.680]  為什麼不想等
[00:01:57.680 --> 00:01:59.680]  但有些時候
[00:01:59.680 --> 00:02:01.680]  又必須要等
[00:02:01.680 --> 00:02:03.680]  等車要等
[00:02:03.680 --> 00:02:08.680]  我上假時坐巴士在北角
[00:02:08.680 --> 00:02:10.680]  可能大家都試過
[00:02:10.680 --> 00:02:13.680]  三十多度大熱天時大量乘坐西岸船
[00:02:13.680 --> 00:02:16.680]  戴著口罩很熱等巴士都不到
[00:02:16.680 --> 00:02:18.680]  但你都要等
[00:02:18.680 --> 00:02:24.480]  現在經常做檢測要等檢測報告
[00:02:24.480 --> 00:02:29.760]  現在我相信大部份人都在等通關
[00:02:29.760 --> 00:02:31.760]  等去旅行
[00:02:31.760 --> 00:02:34.880]  可能投資的等姐妹在等回報
[00:02:34.880 --> 00:02:38.160]  可能有子女等姐妹等子大女大
[00:02:38.160 --> 00:02:40.760]  長大了又等成家立室
[00:02:40.760 --> 00:02:42.760]  很多事要等
[00:02:42.760 --> 00:02:45.760]  所以基督新恩壽記和三劍俠的作者
[00:02:45.760 --> 00:02:49.760]  很出名的劇作家大仲馬曾經說過
[00:02:49.760 --> 00:02:53.760]  他說人類所有智慧可以用四個字來描述
[00:02:53.760 --> 00:02:56.760]  就是等候和希望
[00:02:56.760 --> 00:03:00.360]  所以有些專家說等候有四個特點
[00:03:00.360 --> 00:03:01.760]  第一個就像剛才所說
[00:03:01.760 --> 00:03:03.760]  無可避免都要等
[00:03:03.760 --> 00:03:05.760]  第二個是有目標的
[00:03:05.760 --> 00:03:07.760]  如果沒有目標的等候
[00:03:07.760 --> 00:03:10.760]  等來做什麼呢?沒什麼意義
[00:03:10.760 --> 00:03:13.760]  第三個等候也要有希望
[00:03:13.760 --> 00:03:15.760]  如果沒有希望你是不會等的
[00:03:15.760 --> 00:03:20.760]  第四個等候的人是需要有自我的控制
[00:03:20.760 --> 00:03:22.760]  就是我聖經所說的節制
[00:03:22.760 --> 00:03:23.760]  換句話說
[00:03:23.760 --> 00:03:28.760]  其實等候的過程是幫你操練你的品格
[00:03:28.760 --> 00:03:32.760]  所以魯易斯也說過
[00:03:32.760 --> 00:03:36.760]  如果神不認為等候對你有好處
[00:03:36.760 --> 00:03:40.760]  他是絕對不會讓你等候的
[00:03:40.760 --> 00:03:42.760]  今天我們所說的聖經
[00:03:42.760 --> 00:03:43.760]  我們的主題
[00:03:43.760 --> 00:03:46.760]  經文都是和等候有關
[00:03:46.760 --> 00:03:50.760]  等於我們一起看馬太福音25章1至5節
[00:03:50.760 --> 00:03:52.760]  我們一起讀1、2、3
[00:03:52.760 --> 00:03:56.760]  那時天國好比十個童女拿著燈
[00:03:56.760 --> 00:03:58.760]  出去迎接新郎
[00:03:58.760 --> 00:04:01.760]  其中有五個是愚絕的
[00:04:01.760 --> 00:04:03.760]  五個是聰明的
[00:04:03.760 --> 00:04:07.760]  愚絕的拿著燈卻不預備由
[00:04:07.760 --> 00:04:10.760]  聰明的拿著燈又預備由
[00:04:10.760 --> 00:04:12.760]  在氣鳴裡
[00:04:12.760 --> 00:04:15.760]  新郎辭言的時候
[00:04:15.760 --> 00:04:18.760]  他們都打頓睡著了
[00:04:18.760 --> 00:04:22.760]  這十個童女是在等候新郎回來
[00:04:22.760 --> 00:04:26.760]  那個場景就是古代中東的一個婚禮
[00:04:26.760 --> 00:04:30.760]  在25年前我和師母去度蜜月的時候
[00:04:30.760 --> 00:04:34.760]  都曾經參加過一個這樣的中東式的婚禮
[00:04:34.760 --> 00:04:37.760]  當年25年前非常年輕的樣子
[00:04:37.760 --> 00:04:41.760]  古代的巴勒斯坦
[00:04:41.760 --> 00:04:45.760]  結婚不只是兩家人的事
[00:04:45.760 --> 00:04:47.760]  現在香港有兩家在那裡
[00:04:47.760 --> 00:04:49.760]  吃一頓飯
[00:04:49.760 --> 00:04:51.760]  談妥事情就算了
[00:04:51.760 --> 00:04:53.760]  但古代不是的
[00:04:53.760 --> 00:04:54.760]  不是兩家人的事
[00:04:54.760 --> 00:04:56.760]  是全村人的事
[00:04:56.760 --> 00:04:59.760]  譬如你住北角
[00:04:59.760 --> 00:05:00.760]  不只是兩家人
[00:05:00.760 --> 00:05:02.760]  是全個北角的事
[00:05:02.760 --> 00:05:05.760]  所以其實你想像在結婚的當日
[00:05:05.760 --> 00:05:08.760]  鄧尊石兄弟和新郎
[00:05:08.760 --> 00:05:11.760]  走遍全村的大街小巷
[00:05:11.760 --> 00:05:13.760]  好像拜年一樣
[00:05:13.760 --> 00:05:15.760]  逐戶去接受別人的祝福
[00:05:15.760 --> 00:05:17.760]  所以你可以想像
[00:05:17.760 --> 00:05:21.760]  去到一家當然不是「星期日恭喜你」
[00:05:21.760 --> 00:05:22.760]  不只是這樣
[00:05:22.760 --> 00:05:23.760]  你寒暄很多句
[00:05:23.760 --> 00:05:24.760]  說很多話
[00:05:24.760 --> 00:05:25.760]  可能請你吃東西
[00:05:25.760 --> 00:05:27.760]  逐家去
[00:05:27.760 --> 00:05:28.760]  搞完一大輪
[00:05:28.760 --> 00:05:31.760]  然後下一步就去新娘的家
[00:05:31.760 --> 00:05:33.760]  新娘的家接新娘
[00:05:33.760 --> 00:05:36.760]  現在我想大家都參加過一些婚禮
[00:05:36.760 --> 00:05:37.760]  有些東西玩的
[00:05:37.760 --> 00:05:39.760]  那裡不是有些東西玩的
[00:05:39.760 --> 00:05:41.760]  是和外父討價還價
[00:05:41.760 --> 00:05:43.760]  有多少嫁妝
[00:05:43.760 --> 00:05:44.760]  外父就說
[00:05:44.760 --> 00:05:45.760]  假設你不要我女兒
[00:05:45.760 --> 00:05:47.760]  要我女兒怎樣賠償
[00:05:47.760 --> 00:05:48.760]  搞一大輪
[00:05:48.760 --> 00:05:49.760]  談一大輪
[00:05:49.760 --> 00:05:53.760]  然後新郎的隊伍才浩浩蕩蕩
[00:05:53.760 --> 00:05:55.760]  回到男家那裡
[00:05:55.760 --> 00:05:58.760]  然後才開始連續五天的喜酒
[00:05:58.760 --> 00:05:59.760]  大家可以想像
[00:05:59.760 --> 00:06:01.760]  很多東西搞
[00:06:01.760 --> 00:06:02.760]  搞完一大輪
[00:06:02.760 --> 00:06:04.760]  所以通常的情況
[00:06:04.760 --> 00:06:05.760]  新郎的隊伍
[00:06:05.760 --> 00:06:10.760]  三更半夜才回到新郎的家
[00:06:10.760 --> 00:06:13.760]  所以其實這十個童男
[00:06:13.760 --> 00:06:14.760]  這十個童女
[00:06:14.760 --> 00:06:17.760]  一直等新郎的隊伍的時候
[00:06:17.760 --> 00:06:19.760]  通常等到很晚
[00:06:19.760 --> 00:06:22.760]  所以那時候沒有街燈
[00:06:22.760 --> 00:06:23.760]  那條路是黑漆漆的
[00:06:23.760 --> 00:06:26.760]  所以必須要預備一些火把
[00:06:26.760 --> 00:06:28.760]  在經文裡面的燈
[00:06:28.760 --> 00:06:29.760]  原文不是燈
[00:06:29.760 --> 00:06:30.760]  是火把
[00:06:30.760 --> 00:06:31.760]  即是一條
[00:06:31.760 --> 00:06:33.760]  大家看電影都見過
[00:06:33.760 --> 00:06:34.760]  一條棍
[00:06:34.760 --> 00:06:36.760]  綁些布水在頭上
[00:06:36.760 --> 00:06:37.760]  然後淋些油下去
[00:06:37.760 --> 00:06:38.760]  點著它
[00:06:38.760 --> 00:06:39.760]  一邊拿一邊照明
[00:06:39.760 --> 00:06:41.760]  這十個一起走
[00:06:41.760 --> 00:06:42.760]  那條路就光很多了
[00:06:42.760 --> 00:06:45.760]  但問題是那些火把
[00:06:45.760 --> 00:06:47.760]  只能夠燒十五分鐘
[00:06:47.760 --> 00:06:48.760]  燒完就沒有了
[00:06:48.760 --> 00:06:51.760]  所以那些童女必須要預備一些油
[00:06:51.760 --> 00:06:52.760]  一個瓶子裝著油
[00:06:52.760 --> 00:06:54.760]  差不多熄的時候就倒下去
[00:06:54.760 --> 00:06:56.760]  再點著
[00:06:56.760 --> 00:06:59.760]  那個故事的背景就是這樣
[00:06:59.760 --> 00:07:01.760]  我們看回
[00:07:01.760 --> 00:07:04.760]  其實這些童女等著耶穌回來的時候
[00:07:04.760 --> 00:07:07.760]  等著新郎回來的時候
[00:07:07.760 --> 00:07:11.760]  他們不知道什麼時候回來
[00:07:11.760 --> 00:07:14.760]  不知道祂搞多久
[00:07:14.760 --> 00:07:15.760]  不知道祂談多久
[00:07:15.760 --> 00:07:16.760]  有很多事的阻攔
[00:07:16.760 --> 00:07:18.760]  所以完全不知道
[00:07:18.760 --> 00:07:21.760]  所以遲延的意思
[00:07:21.760 --> 00:07:23.760]  剛才經文的遲延的意思就是說
[00:07:23.760 --> 00:07:26.760]  等到其實應該那個時間回來了
[00:07:26.760 --> 00:07:28.760]  但是沒有出現
[00:07:28.760 --> 00:07:32.760]  其實這個比喻是耶穌在地上
[00:07:32.760 --> 00:07:34.760]  人生的後期
[00:07:34.760 --> 00:07:36.760]  差不多完的時候
[00:07:36.760 --> 00:07:37.760]  祂說的
[00:07:37.760 --> 00:07:38.760]  祂在預言
[00:07:38.760 --> 00:07:42.760]  我將會在十字架上面受死
[00:07:42.760 --> 00:07:44.760]  埋葬
[00:07:44.760 --> 00:07:45.760]  我會復活
[00:07:45.760 --> 00:07:46.760]  我會升天
[00:07:46.760 --> 00:07:47.760]  將來有一天
[00:07:47.760 --> 00:07:49.760]  我要再回來
[00:07:49.760 --> 00:07:51.760]  其實那個那時
[00:07:51.760 --> 00:07:53.760]  剛才讀了經文那個那時
[00:07:53.760 --> 00:07:56.760]  就是在說耶穌再回來的時間
[00:07:56.760 --> 00:07:58.760]  童女很明顯
[00:07:58.760 --> 00:07:59.760]  可能大家都想像到
[00:07:59.760 --> 00:08:00.760]  童女就代表你和我
[00:08:00.760 --> 00:08:02.760]  也代表教會
[00:08:02.760 --> 00:08:03.760]  我們等著耶穌回來
[00:08:03.760 --> 00:08:05.760]  新郎就是耶穌
[00:08:05.760 --> 00:08:09.760]  我們在等著耶穌再回來的時候
[00:08:09.760 --> 00:08:12.760]  怎樣等呢
[00:08:12.760 --> 00:08:13.760]  耶穌藉這個比喻
[00:08:13.760 --> 00:08:15.760]  和我們說兩個信息
[00:08:15.760 --> 00:08:19.760]  今天我想和大家說耶穌這兩個信息
[00:08:19.760 --> 00:08:20.760]  第一個信息
[00:08:20.760 --> 00:08:22.760]  你等的時候
[00:08:22.760 --> 00:08:25.760]  等的態度就是非常重要
[00:08:25.760 --> 00:08:26.760]  你怎樣等呢
[00:08:26.760 --> 00:08:28.760]  你用什麼態度去等呢
[00:08:28.760 --> 00:08:31.760]  讓我們看回剛才的聖經再讀一次
[00:08:31.760 --> 00:08:32.760]  然後再讀十三節
[00:08:32.760 --> 00:08:34.760]  二十五章一節五節
[00:08:34.760 --> 00:08:35.760]  一起讀
[00:09:05.760 --> 00:09:07.760]  所以你們要警醒
[00:09:07.760 --> 00:09:10.760]  因為那日子那時辰
[00:09:10.760 --> 00:09:12.760]  你們不知道
[00:09:12.760 --> 00:09:15.760]  這裡將兩節聖經放在一起的時候
[00:09:15.760 --> 00:09:16.760]  你就知道
[00:09:16.760 --> 00:09:18.760]  是不是警醒
[00:09:18.760 --> 00:09:22.760]  似乎和聰明和愚拙很有關係
[00:09:22.760 --> 00:09:24.760]  聰明和愚拙
[00:09:24.760 --> 00:09:26.760]  主要的分別是什麼呢
[00:09:26.760 --> 00:09:28.760]  你看回這十個童女
[00:09:28.760 --> 00:09:32.760]  大家做差不多的事情
[00:09:32.760 --> 00:09:35.760]  她們大家都有等新郎回來
[00:09:35.760 --> 00:09:38.760]  她們大家都睡著了
[00:09:38.760 --> 00:09:39.760]  等的時候睡著了
[00:09:39.760 --> 00:09:41.760]  她們大家都有人說
[00:09:41.760 --> 00:09:42.760]  新郎回來了
[00:09:42.760 --> 00:09:43.760]  其實還沒見影
[00:09:43.760 --> 00:09:45.760]  但她們一樣出去迎接
[00:09:45.760 --> 00:09:46.760]  她們有同一樣的東西
[00:09:46.760 --> 00:09:48.760]  似乎好像沒什麼分別
[00:09:48.760 --> 00:09:50.760]  不過我們繼續看這段聖經下去
[00:09:50.760 --> 00:09:53.760]  繼續看六至九節
[00:09:53.760 --> 00:09:54.760]  我們一起讀
[00:09:54.760 --> 00:09:55.760]  一二三
[00:09:55.760 --> 00:09:58.760]  半夜有人喊著說
[00:09:58.760 --> 00:09:59.760]  新郎來了
[00:09:59.760 --> 00:10:01.760]  你們出來迎接他
[00:10:01.760 --> 00:10:06.760]  那些童女就都起來收拾燈
[00:10:06.760 --> 00:10:08.760]  愚拙的對聰明的說
[00:10:08.760 --> 00:10:10.760]  請分點油給我們
[00:10:10.760 --> 00:10:13.760]  因為我們的燈要滅了
[00:10:13.760 --> 00:10:15.760]  聰明的回答說
[00:10:15.760 --> 00:10:17.760]  恐怕不夠你我用的
[00:10:17.760 --> 00:10:22.760]  不如你們自己到買油的那裡去買吧
[00:10:22.760 --> 00:10:24.760]  繼續看十至十二節
[00:10:24.760 --> 00:10:25.760]  一二三
[00:10:25.760 --> 00:10:27.760]  她們去買的時候
[00:10:27.760 --> 00:10:29.760]  新郎到了
[00:10:29.760 --> 00:10:31.760]  那預備好的料的
[00:10:31.760 --> 00:10:33.760]  和他進去坐席
[00:10:33.760 --> 00:10:35.760]  門就關了
[00:10:35.760 --> 00:10:38.760]  其餘的童女隨後也來了
