
[00:00:00.000 --> 00:00:05.120]  最近這幾個月我們經常聽到一個詞語
[00:00:05.120 --> 00:00:08.620]  叫做「集體的創傷」
[00:00:08.620 --> 00:00:11.420]  即是「集體的創傷」
[00:00:11.420 --> 00:00:14.920]  甚麼理由 甚麼原因
[00:00:14.920 --> 00:00:17.920]  背後的種種 我想我不用多說了
[00:00:17.920 --> 00:00:21.560]  不過今天我想和大家
[00:00:21.560 --> 00:00:24.960]  將焦點放在我們個人的層面
[00:00:24.960 --> 00:00:28.160]  即個人的生命或經歷裏面
[00:00:28.160 --> 00:00:31.440]  有沒有些受傷的經驗
[00:00:31.440 --> 00:00:34.240]  想和大家一起探討一下
[00:00:34.240 --> 00:00:38.360]  我想直接間接都一定有的
[00:00:38.360 --> 00:00:40.000]  我想你們小時候
[00:00:40.000 --> 00:00:43.400]  你多乖也好 不跟別人打架也好
[00:00:43.400 --> 00:00:47.000]  都會試過受傷的
[00:00:47.000 --> 00:00:49.600]  一定會有些受傷的經驗
[00:00:49.600 --> 00:00:51.600]  到你長大後出來工作
[00:00:51.600 --> 00:00:54.400]  你會說「我都很小心的」
[00:00:54.400 --> 00:00:55.800]  你怎樣小心也好
[00:00:55.800 --> 00:00:57.240]  我不知道你有沒有經驗
[00:00:57.240 --> 00:00:59.240]  特別是做文職那些
[00:00:59.240 --> 00:01:02.640]  一到冬天 特別乾燥的日子
[00:01:02.640 --> 00:01:05.440]  你有沒有拿過A4紙
[00:01:05.440 --> 00:01:08.440]  一割在手上 有沒有試過
[00:01:08.440 --> 00:01:10.240]  我有一次和別人說
[00:01:10.240 --> 00:01:13.040]  我見到台下有個女生
[00:01:13.040 --> 00:01:14.840]  她有表情出現了
[00:01:14.840 --> 00:01:18.040]  想起都覺得很痛
[00:01:18.040 --> 00:01:23.440]  這些經驗無論是心靈也好 肉體也好
[00:01:23.440 --> 00:01:30.240]  大家一定都經歷過 有些傷痕
[00:01:30.240 --> 00:01:32.640]  今天想說一個舊約的人物
[00:01:32.640 --> 00:01:33.840]  他叫做雅各
[00:01:33.840 --> 00:01:35.840]  在《聖經》裏面有幾個雅各
[00:01:35.840 --> 00:01:39.640]  今天說的是舊約裏面的雅各
[00:01:39.640 --> 00:01:42.640]  這個受傷的故事很重要
[00:01:42.640 --> 00:01:43.840]  為甚麼呢
[00:01:43.840 --> 00:01:45.240]  因為他告訴我們
[00:01:45.240 --> 00:01:47.840]  原來在受傷的背後
[00:01:47.840 --> 00:01:49.840]  其實是有意義的
[00:01:49.840 --> 00:01:51.440]  是有他的目的的
[00:01:51.440 --> 00:01:53.440]  不是無緣無故的
[00:01:53.440 --> 00:01:55.440]  也不是黑仔
[00:01:55.440 --> 00:01:59.040]  是很慘的事 很倒霉的事
[00:01:59.040 --> 00:02:00.040]  原來不是的
[00:02:00.040 --> 00:02:01.840]  原來受傷的背後
[00:02:01.840 --> 00:02:05.240]  有些東西我們是可以學到
[00:02:05.240 --> 00:02:06.440]  有些益處的
[00:02:06.440 --> 00:02:08.040]  為甚麼這麼疑惑呢
[00:02:08.040 --> 00:02:11.040]  有個姐妹的樣子
[00:02:11.040 --> 00:02:12.440]  為甚麼我這樣說呢
[00:02:12.440 --> 00:02:13.840]  聽下去你就明白了
[00:02:13.840 --> 00:02:16.040]  我想說三點
[00:02:16.040 --> 00:02:17.440]  第一點就是
[00:02:17.440 --> 00:02:20.440]  受傷是上帝容許的
[00:02:20.440 --> 00:02:22.440]  在這個故事裏我們看到
[00:02:22.440 --> 00:02:24.040]  第二點就是
[00:02:24.040 --> 00:02:26.040]  受傷的背後
[00:02:26.040 --> 00:02:27.840]  其實是有祝福的
[00:02:27.840 --> 00:02:30.240]  這個祝福是直接指向
[00:02:30.240 --> 00:02:32.840]  我們生命的成長
[00:02:32.840 --> 00:02:35.240]  第三點就是
[00:02:35.240 --> 00:02:38.440]  受傷你不要以為只是個人的事
[00:02:38.440 --> 00:02:39.640]  原來是和群體
[00:02:39.640 --> 00:02:41.240]  或者你身邊的人
[00:02:41.240 --> 00:02:43.240]  甚至乎是
[00:02:43.240 --> 00:02:44.040]  你下一代
[00:02:44.040 --> 00:02:45.840]  或者再下一代的人
[00:02:45.840 --> 00:02:51.240]  是有直接的 或者間接的關係
[00:02:51.240 --> 00:02:52.840]  今天看的經文是
[00:02:52.840 --> 00:02:55.840]  《創世紀》32章24至32節
[00:02:55.840 --> 00:02:58.640]  這段經文很難解釋
[00:02:58.640 --> 00:03:00.840]  你一邊看
[00:03:00.840 --> 00:03:01.840]  一邊認真看
[00:03:01.840 --> 00:03:04.440]  你會有很多不明白的地方
[00:03:04.440 --> 00:03:06.840]  你不知道它說甚麼
[00:03:06.840 --> 00:03:08.240]  這段記載是
[00:03:08.240 --> 00:03:11.640]  講亞國人生的一個很重要的轉捩點
[00:03:11.640 --> 00:03:14.240]  也可以說是亞國生平
[00:03:14.240 --> 00:03:18.040]  是一次很重要的經驗
[00:03:18.040 --> 00:03:21.040]  經文描述亞國和一個人
[00:03:21.040 --> 00:03:22.240]  摔跤
[00:03:22.240 --> 00:03:24.440]  不知道你們有沒有看過這段經文
[00:03:24.440 --> 00:03:28.440]  這件事發生完之後
[00:03:28.440 --> 00:03:30.440]  他改了名字
[00:03:30.440 --> 00:03:31.840]  他不再叫亞國
[00:03:31.840 --> 00:03:33.440]  他叫甚麼名字
[00:03:33.440 --> 00:03:35.440]  他叫以色列
[00:03:35.440 --> 00:03:37.240]  表面來看
[00:03:37.240 --> 00:03:40.240]  這只是一場摔跤比賽
[00:03:40.240 --> 00:03:44.440]  勝出者的獎勵就是得到祝福
[00:03:44.440 --> 00:03:47.240]  在故事背後
[00:03:47.240 --> 00:03:51.640]  其實有一個很寶貴的訊息
[00:03:51.640 --> 00:03:53.040]  可能我們忽略了
[00:03:53.040 --> 00:03:55.840]  我們看過幾次
[00:03:55.840 --> 00:03:57.640]  可能這個故事在座當中
[00:03:57.640 --> 00:04:00.040]  但可能有些很寶貴的訊息
[00:04:00.040 --> 00:04:01.640]  我們忽略了
[00:04:01.640 --> 00:04:03.640]  在我開始看之前
[00:04:03.640 --> 00:04:06.440]  我們一起祈禱
[00:04:06.440 --> 00:04:12.640]  我們也要求神幫助我們
[00:04:12.640 --> 00:04:16.040]  請天父求您賜下聖靈
[00:04:16.040 --> 00:04:19.040]  開啟我們每一個人的眼睛
[00:04:19.040 --> 00:04:23.240]  無論是我們肉體的眼睛
[00:04:23.240 --> 00:04:25.840]  讓我們看得到聖經也好
[00:04:25.840 --> 00:04:30.040]  更加重要的是我們心靈裏面的眼睛
[00:04:30.040 --> 00:04:31.840]  可能我們心靈的眼睛
[00:04:31.840 --> 00:04:36.240]  有時候受到很多環境的因素
[00:04:36.240 --> 00:04:37.640]  個人的因素
[00:04:37.640 --> 00:04:39.840]  我們都蒙蔽著
[00:04:39.840 --> 00:04:44.040]  我們看不到在神的話語裏面
[00:04:44.040 --> 00:04:45.240]  很寶貴的訊息
[00:04:45.240 --> 00:04:47.440]  我們要學習的東西
[00:04:47.440 --> 00:04:50.240]  天父我們很不喜歡受傷
[00:04:50.240 --> 00:04:54.240]  我們認為受傷或者受苦
[00:04:54.240 --> 00:04:57.840]  是一件不可愛的事情
[00:04:57.840 --> 00:05:00.840]  通常我們都會很抗拒
[00:05:00.840 --> 00:05:05.040]  我們又會千方百計地逃避
[00:05:05.040 --> 00:05:07.840]  但是主耶穌求您讓我們在今天這個故事裏面
[00:05:07.840 --> 00:05:09.440]  這個人物裏面
[00:05:09.440 --> 00:05:13.040]  我們看到其實我們的人生
[00:05:13.040 --> 00:05:15.240]  無論是高還是低
[00:05:15.240 --> 00:05:18.440]  是遇到什麼艱難
[00:05:18.440 --> 00:05:21.240]  甚至乎是挫折
[00:05:21.240 --> 00:05:23.640]  都是有神祢的恩典
[00:05:23.640 --> 00:05:26.240]  有神祢的恩兆在背後托著
[00:05:26.240 --> 00:05:28.840]  求主耶穌祢的平安
[00:05:28.840 --> 00:05:32.840]  親自來到我們每一個人的內心
[00:05:32.840 --> 00:05:36.840]  讓我們可能各人有不同的狀態
[00:05:36.840 --> 00:05:42.440]  可能我們的內心都未能夠平復下來
[00:05:42.440 --> 00:05:43.840]  求主耶穌的平安
[00:05:43.840 --> 00:05:45.440]  親自的臨在
[00:05:45.440 --> 00:05:50.240]  讓我們都能夠有一個安靜的心
[00:05:50.240 --> 00:05:53.240]  有一個謙卑的靈來聆聽
[00:05:53.240 --> 00:05:55.440]  當中可能有安慰鼓勵
[00:05:55.440 --> 00:05:56.640]  有釋放意志
[00:05:56.640 --> 00:05:58.840]  或者有提醒責備的
[00:05:58.840 --> 00:06:01.440]  都求祢真的向我們每一個人
[00:06:01.440 --> 00:06:04.640]  去清晰地展現祢的恩慈
[00:06:04.640 --> 00:06:06.440]  和祢奇妙的工作
[00:06:06.440 --> 00:06:08.840]  多謝祢聽我們同心的祈禱
[00:06:08.840 --> 00:06:10.240]  是逢主明求
[00:06:10.240 --> 00:06:11.240]  Amen
