
[00:00:00.000 --> 00:00:04.000]  愛我們的上帝,我們要向禰獻上謝恩
[00:00:04.000 --> 00:00:07.000]  因爲我們能夠來到去敬拜禰
[00:00:07.000 --> 00:00:10.000]  這是上帝給我們的福分
[00:00:10.000 --> 00:00:12.000]  我們又要向禰獻上感謝
[00:00:12.000 --> 00:00:15.000]  因爲禰就是我們的主
[00:00:15.000 --> 00:00:17.000]  禰是我們的神
[00:00:17.000 --> 00:00:19.000]  禰是我們的盆石
[00:00:19.000 --> 00:00:21.000]  禰是我們的拯救
[00:00:21.000 --> 00:00:25.000]  禰是我們隨時的幫助
[00:00:25.000 --> 00:00:27.000]  主因此我們雖然今天
[00:00:27.000 --> 00:00:30.000]  也許我們在不同的地方里
[00:00:30.000 --> 00:00:32.000]  我們一同來到去敬拜禰
[00:00:32.000 --> 00:00:36.000]  但也無損我們去向禰獻上那份心
[00:00:36.000 --> 00:00:40.000]  主願意你接納我們這樣卑微的獻上
[00:00:40.000 --> 00:00:45.000]  願意神你今天就臨在我們當中
[00:00:45.000 --> 00:00:47.000]  接受我們的敬拜
[00:00:47.000 --> 00:00:48.000]  多謝主
[00:00:48.000 --> 00:00:53.000]  祈禱奉耶穌基督得勝的名字而祈求
[00:00:53.000 --> 00:00:54.000]  阿們
[00:00:54.000 --> 00:01:02.000]  各位請坐
[00:01:02.000 --> 00:01:05.000]  各位弟子妹主內平安
[00:01:05.000 --> 00:01:09.000]  雖然我們暫時不能來到教會里
[00:01:09.000 --> 00:01:11.000]  一同去敬拜祀奉
[00:01:11.000 --> 00:01:14.000]  但願聖靈都幫助我們
[00:01:14.000 --> 00:01:17.000]  在這個艱難的時候
[00:01:17.000 --> 00:01:22.000]  仍然能夠保持對上帝那份的愛心
[00:01:22.000 --> 00:01:27.000]  我們專心的一同來到去敬拜
[00:01:27.000 --> 00:01:29.000]  今天我會和大家分享的題目叫做
[00:01:29.000 --> 00:01:33.000]  藉着恩典作出改變
[00:01:33.000 --> 00:01:37.000]  經文是在已忽所書二章一至到十節
[00:01:37.000 --> 00:01:39.000]  待會我們一路講的時候
[00:01:39.000 --> 00:01:42.000]  就會一路去讀
[00:01:42.000 --> 00:01:45.000]  我相信大家都一定會很明白
[00:01:45.000 --> 00:01:49.000]  在我們生命裏會有不同的階段
[00:01:49.000 --> 00:01:53.000]  而不同的階段會爲我們帶來改變
[00:01:53.000 --> 00:01:56.000]  有些改變可能是因爲努力而得來的
[00:01:56.000 --> 00:01:58.000]  譬如舉個例子
[00:01:58.000 --> 00:02:01.000]  有些人會覺得自己很肥
[00:02:01.000 --> 00:02:03.000]  因此他就會立定心志
[00:02:03.000 --> 00:02:07.000]  努力的來做運動健身
[00:02:07.000 --> 00:02:09.000]  經過一段時間之後
[00:02:09.000 --> 00:02:13.000]  他的體型有很大的轉變
[00:02:13.000 --> 00:02:17.000]  這種轉變是因爲努力的緣故
[00:02:17.000 --> 00:02:20.000]  有些轉變是因爲年齡的緣故
[00:02:20.000 --> 00:02:22.000]  很簡單
[00:02:22.000 --> 00:02:24.000]  人年紀大了
[00:02:24.000 --> 00:02:28.000]  你將他小時候的照片和他大時候的照片
[00:02:28.000 --> 00:02:30.000]  放在一起的時候
[00:02:30.000 --> 00:02:35.000]  你就會看到他們小時候和大時候
[00:02:35.000 --> 00:02:37.000]  已經有很大的轉變
[00:02:37.000 --> 00:02:40.000]  譬如我自己很喜歡看電影
[00:02:40.000 --> 00:02:45.000]  我很喜歡看的其中一位女星叫Natalie Portman
[00:02:45.000 --> 00:02:48.000]  我第一次看她演戲的時候
[00:02:48.000 --> 00:02:52.000]  那部電影叫做《這個殺手不太冷》
[00:02:52.000 --> 00:02:54.000]  當時她只有十二歲
[00:02:54.000 --> 00:02:57.000]  如果你將她十二歲的時候的照片
[00:02:57.000 --> 00:03:01.000]  和今天的她的照片放在一起的時候
[00:03:01.000 --> 00:03:04.000]  你就會看到她已經有很大的轉變
[00:03:04.000 --> 00:03:08.000]  這是因爲年齡的緣故
[00:03:08.000 --> 00:03:10.000]  有些人的轉變
[00:03:10.000 --> 00:03:14.000]  也許是因爲她到了人生另一個階段
[00:03:14.000 --> 00:03:17.000]  以致她帶來很大的轉變
[00:03:17.000 --> 00:03:19.000]  例如你結了婚
[00:03:19.000 --> 00:03:21.000]  我想你都一定會同意
[00:03:21.000 --> 00:03:24.000]  結了婚前和結婚之後
[00:03:24.000 --> 00:03:27.000]  生活一定有很大的轉變
[00:03:27.000 --> 00:03:29.000]  不過問題是這個轉變
[00:03:29.000 --> 00:03:33.000]  究竟是好的轉變還是壞的轉變
[00:03:33.000 --> 00:03:37.000]  弟兄姊妹,我不知道你結婚前和結婚後
[00:03:37.000 --> 00:03:39.000]  有什麼轉變
[00:03:39.000 --> 00:03:43.000]  你的體型有沒有很大的轉變
[00:03:43.000 --> 00:03:47.000]  你的生活習慣有沒有很大的轉變
[00:03:47.000 --> 00:03:52.000]  這個就是我結婚前拍的結婚照
[00:03:52.000 --> 00:03:55.000]  十二年前了
[00:03:55.000 --> 00:03:58.000]  我不敢將十二年後的照片
[00:03:58.000 --> 00:04:01.000]  和十二年前的照片放在一起
[00:04:01.000 --> 00:04:04.000]  因爲我怕嚇到大家
[00:04:04.000 --> 00:04:07.000]  弟兄姊妹,似乎人生在世上的裏面
[00:04:07.000 --> 00:04:09.000]  我們在不同階段的裏面
[00:04:09.000 --> 00:04:12.000]  我們經歷了不同的事情的時候
[00:04:12.000 --> 00:04:16.000]  這些都會爲我們帶來很大的轉變
[00:04:16.000 --> 00:04:18.000]  這些可以是一些好的改變
[00:04:18.000 --> 00:04:21.000]  或者可能會變得更差
[00:04:21.000 --> 00:04:23.000]  人生在世
[00:04:23.000 --> 00:04:28.000]  似乎我們沒有辦法避免改變
[00:04:28.000 --> 00:04:30.000]  各位親愛的弟兄姊妹
[00:04:30.000 --> 00:04:32.000]  我相信我們每一個
[00:04:32.000 --> 00:04:37.000]  都已經經歷過耶穌基督的寫生十誡的請求
[00:04:37.000 --> 00:04:39.000]  靠着祂的補血
[00:04:39.000 --> 00:04:44.000]  成爲了一個已經重新得救的基督徒
[00:04:44.000 --> 00:04:46.000]  既然是這樣的話
[00:04:46.000 --> 00:04:48.000]  我就想問一下大家
[00:04:48.000 --> 00:04:52.000]  我們的生命有沒有因此而改變呢
[00:04:52.000 --> 00:04:54.000]  就是說信耶穌之前的你
[00:04:54.000 --> 00:04:56.000]  和信耶穌之後的你
[00:04:56.000 --> 00:04:59.000]  究竟有沒有分別呢
[00:04:59.000 --> 00:05:02.000]  這是一個極大的差異
[00:05:02.000 --> 00:05:05.000]  還是沒有什麼不同呢
[00:05:05.000 --> 00:05:08.000]  你的改變究竟是好的改變呢
[00:05:08.000 --> 00:05:11.000]  還是會放月下呢
[00:05:11.000 --> 00:05:13.000]  今天我們會一起讀的經文
[00:05:13.000 --> 00:05:16.000]  已忽所書二章一至十誡裏面
[00:05:16.000 --> 00:05:18.000]  保羅就是要我們明白
[00:05:18.000 --> 00:05:20.000]  我們作爲基督徒
[00:05:20.000 --> 00:05:22.000]  一個在基督裏的人
[00:05:22.000 --> 00:05:26.000]  信主之前和信主之後的生命
[00:05:26.000 --> 00:05:29.000]  必定要有一個強烈的對比
[00:05:29.000 --> 00:05:34.000]  這是一個180度翻天覆地的改變
[00:05:34.000 --> 00:05:35.000]  在經文裏面
[00:05:35.000 --> 00:05:38.000]  第一節和第四五節
[00:05:38.000 --> 00:05:40.000]  我們就看到當中的不同了
[00:05:40.000 --> 00:05:41.000]  在第一節裏面
[00:05:41.000 --> 00:05:46.000]  他說你們以往在過犯中原是死的
[00:05:46.000 --> 00:05:48.000]  而二章四至五節裏面
[00:05:48.000 --> 00:05:49.000]  他是這樣說的
[00:05:49.000 --> 00:05:53.000]  可視神滿有憐憫
[00:05:53.000 --> 00:05:56.000]  以他的大愛來愛我們
[00:05:56.000 --> 00:05:59.000]  竟在我們在過犯中死了的時候
[00:05:59.000 --> 00:06:04.000]  使我們與基督一同活過來
[00:06:04.000 --> 00:06:06.000]  保羅就是要讓我們知道
[00:06:06.000 --> 00:06:09.000]  一個人信主之前和信主之後
[00:06:09.000 --> 00:06:12.000]  是死和生的分別
[00:06:12.000 --> 00:06:14.000]  就是說我們信主之前
[00:06:14.000 --> 00:06:17.000]  其實本來就是一個死人
[00:06:17.000 --> 00:06:18.000]  我們沒有盼望
[00:06:18.000 --> 00:06:20.000]  但是我們信耶穌之後
[00:06:20.000 --> 00:06:23.000]  卻成爲了一個活人
[00:06:23.000 --> 00:06:25.000]  有永生的確具
[00:06:25.000 --> 00:06:27.000]  而保羅他不單止要讓我們明白
[00:06:27.000 --> 00:06:29.000]  一個人信主前和後
[00:06:29.000 --> 00:06:32.000]  是一個死和生的分別
[00:06:32.000 --> 00:06:34.000]  他也要讓我們明白
[00:06:34.000 --> 00:06:37.000]  一個人信耶穌之前的生活行爲
[00:06:37.000 --> 00:06:40.000]  和他信耶穌之後的生活行爲
[00:06:40.000 --> 00:06:43.000]  是要有極大的分別
[00:06:43.000 --> 00:06:45.000]  在我們今天要讀的經文
[00:06:45.000 --> 00:06:47.000]  那個節奏裏面
[00:06:47.000 --> 00:06:48.000]  我們就可以看到
[00:06:48.000 --> 00:06:51.000]  譬如在二章一至三節裏面
[00:06:51.000 --> 00:06:53.000]  保羅就是要讓我們看到
[00:06:53.000 --> 00:06:55.000]  一個人信主之前
[00:06:55.000 --> 00:06:56.000]  他是有什麼生命
[00:06:56.000 --> 00:06:58.000]  他在過一個什麼生活
[00:06:58.000 --> 00:07:01.000]  但是在四至十節裏面
[00:07:01.000 --> 00:07:03.000]  保羅他要讓我們看到的
[00:07:03.000 --> 00:07:06.000]  就是一個人信了耶穌之後
[00:07:06.000 --> 00:07:10.000]  應該要有什麼的生活
[00:07:10.000 --> 00:07:13.000]  有什麼的生命素質
[00:07:13.000 --> 00:07:18.000]  兩者必定要有一個很大的分別
[00:07:18.000 --> 00:07:21.000]  因此各位親愛的弟兄姊妹
[00:07:21.000 --> 00:07:24.000]  今天我想和大家分享的信息
[00:07:24.000 --> 00:07:27.000]  都是圍繞着信耶穌之前
[00:07:27.000 --> 00:07:29.000]  和信耶穌之後
[00:07:29.000 --> 00:07:32.000]  那個生命的分別
[00:07:32.000 --> 00:07:33.000]  我們會看一下
[00:07:33.000 --> 00:07:35.000]  一個人信耶穌之前
[00:07:35.000 --> 00:07:38.000]  他是過着一個怎麼樣的生活
[00:07:38.000 --> 00:07:40.000]  從而幫我們去反思
[00:07:40.000 --> 00:07:42.000]  我們每一個都已經是
[00:07:42.000 --> 00:07:44.000]  重新得救的基督徒
[00:07:44.000 --> 00:07:49.000]  有沒有仍然活在救我的裏面
[00:07:49.000 --> 00:07:50.000]  我們也會在經文裏面
[00:07:50.000 --> 00:07:52.000]  看到一個人
[00:07:52.000 --> 00:07:54.000]  他信了耶穌之後
[00:07:54.000 --> 00:07:58.000]  他應該要有一個怎麼樣的生活
[00:07:58.000 --> 00:08:02.000]  從而讓我們一同去思想
[00:08:02.000 --> 00:08:04.000]  我們究竟有沒有活出
[00:08:04.000 --> 00:08:06.000]  好像保羅所描述的
