
[00:00:00.000 --> 00:00:02.320]  弟兄姊妹,大家早晨
[00:00:02.320 --> 00:00:06.160]  線上的弟兄姊妹朋友早晨
[00:00:06.160 --> 00:00:09.840]  今天我們來到《私有同行》第三講
[00:00:09.840 --> 00:00:12.000]  我們第一講講了「知」
[00:00:12.000 --> 00:00:14.120]  我們從「私」篇一百三十九篇
[00:00:14.120 --> 00:00:15.520]  增加對神的認識
[00:00:15.520 --> 00:00:17.920]  以及亦都知道自己的「不識」
[00:00:17.920 --> 00:00:20.360]  我們第二講講到「遇」
[00:00:20.360 --> 00:00:24.880]  如何在私塞約翰的門徒遇見主耶穌
[00:00:24.880 --> 00:00:27.920]  主耶穌亦都帶去門徒偉利來看看
[00:00:28.440 --> 00:00:31.080]  而今天的講就是「尋」
[00:00:31.080 --> 00:00:33.480]  究竟我們在尋找甚麼呢?
[00:00:33.480 --> 00:00:37.200]  聖經說「尋找,就必定會尋見」
[00:00:37.200 --> 00:00:39.120]  可能神也是在尋找我們
[00:00:39.120 --> 00:00:41.480]  所以今天我們會一起看看
[00:00:41.480 --> 00:00:44.000]  以利亞和以利沙的故事
[00:00:44.000 --> 00:00:47.000]  一起學習「尋」,好嗎?
[00:00:47.000 --> 00:00:49.280]  只有一把聲音好的
[00:00:49.280 --> 00:00:50.480]  多謝你,Pastor Jesse
[00:00:50.480 --> 00:00:51.240]  好不好?
[00:00:51.240 --> 00:00:53.680]  好,好,好,大家一起祈禱
[00:00:53.680 --> 00:00:56.160]  七天父,我們多謝你
[00:00:56.160 --> 00:00:59.240]  讓我們一起在這個殿中去敬拜你
[00:00:59.240 --> 00:01:01.240]  讓你自己親自對我們說話
[00:01:01.240 --> 00:01:03.920]  深陷我們的內心
[00:01:03.920 --> 00:01:05.800]  建立我們的信心
[00:01:05.800 --> 00:01:07.120]  對你的內心
[00:01:07.120 --> 00:01:09.720]  多謝你,伴著耶穌基督的性命祈求
[00:01:09.720 --> 00:01:10.720]  Amen
[00:01:10.720 --> 00:01:14.920]  我們首先看看以利亞這個人
[00:01:14.920 --> 00:01:16.080]  因為要講到以利沙
[00:01:16.080 --> 00:01:17.920]  就一定要講到以利亞
[00:01:17.920 --> 00:01:21.080]  以利亞出生於第九世紀
[00:01:21.080 --> 00:01:22.360]  公元前九世紀
[00:01:22.360 --> 00:01:24.080]  他出生於亂世
[00:01:24.080 --> 00:01:26.160]  是阿哈王統治時期
[00:01:26.160 --> 00:01:29.480]  居住在以色列王國北國的先知
[00:01:29.480 --> 00:01:31.360]  當時的人
[00:01:31.360 --> 00:01:32.920]  怎樣呢?拜巴力
[00:01:32.920 --> 00:01:35.880]  但是神就興起了以利亞來
[00:01:35.880 --> 00:01:38.680]  就把巴力先知殺了
[00:01:38.680 --> 00:01:41.480]  但是以利亞又陷於抑鬱
[00:01:41.480 --> 00:01:44.280]  打完巴力先知,剩下我一個人
[00:01:44.280 --> 00:01:47.200]  先知學校裏面都沒有接班人
[00:01:47.200 --> 00:01:49.680]  還說要去打巴力這些祭壇
[00:01:49.680 --> 00:01:51.680]  跟隨上帝的人在哪裏?
[00:01:51.680 --> 00:01:53.600]  神說:我選擇的
[00:01:54.080 --> 00:01:55.480]  一定是你訓練出來的
[00:01:55.480 --> 00:01:57.880]  你走上去就會找到的
[00:01:57.880 --> 00:02:00.280]  以色列的名字就出來了
[00:02:00.280 --> 00:02:03.400]  我不多講以利亞這個故事
[00:02:03.400 --> 00:02:04.880]  因為明年有一堂課
[00:02:04.880 --> 00:02:07.680]  我們特別會講到以利亞這個人物
[00:02:07.680 --> 00:02:09.880]  我們首先去看看
[00:02:09.880 --> 00:02:12.680]  以利亞和以利沙相約的情景
[00:02:12.680 --> 00:02:16.800]  司徒和徒弟關係開始
[00:02:16.800 --> 00:02:20.280]  在以列王記上十九章
[00:02:20.280 --> 00:02:21.680]  請聽我讀出
[00:02:22.080 --> 00:02:24.480]  耶和華州隊說,這是以利亞
[00:02:24.480 --> 00:02:27.280]  說:去呀!從沿路回去
[00:02:27.280 --> 00:02:29.280]  往大馬士革的曠野去
[00:02:29.280 --> 00:02:30.480]  到了那裏
[00:02:30.480 --> 00:02:35.680]  你要高雅伯米河拉人沙伐的兒子以利沙
[00:02:35.680 --> 00:02:37.680]  作先知去接觸你
[00:02:37.680 --> 00:02:40.880]  於是以利亞就離開了那裏
[00:02:40.880 --> 00:02:43.880]  他遇見沙伐的兒子以利沙
[00:02:43.880 --> 00:02:45.880]  其實這個遇見在廣東話來講
[00:02:45.880 --> 00:02:48.480]  好像不小心碰到,偶然遇見
[00:02:48.480 --> 00:02:49.280]  但是不是的
[00:02:49.280 --> 00:02:52.880]  其實以利亞是特別去到那裏見以利沙的
[00:02:52.880 --> 00:02:56.080]  以利沙正在耕田
[00:02:56.080 --> 00:02:58.080]  他前頭有十二對牛
[00:02:58.080 --> 00:03:01.280]  自己亦趕著第十二對
[00:03:01.280 --> 00:03:03.880]  以利亞經過了
[00:03:03.880 --> 00:03:05.480]  去到他那裏
[00:03:05.480 --> 00:03:09.280]  他就將自己的外衣搭在他身上
[00:03:09.280 --> 00:03:11.480]  以利沙就離開那些牛
[00:03:11.480 --> 00:03:13.080]  跑到去以利亞那裏
[00:03:13.080 --> 00:03:18.480]  就說:請你先讓我和我的父母去吻別
[00:03:18.480 --> 00:03:20.480]  然後我就會回來跟隨你
[00:03:20.480 --> 00:03:22.080]  以利亞對他說:
[00:03:22.080 --> 00:03:24.880]  因為我對你所做的事,你去吧
[00:03:24.880 --> 00:03:26.080]  然後回來
[00:03:26.080 --> 00:03:28.480]  以利沙就離開他
[00:03:28.480 --> 00:03:29.680]  回去了
[00:03:29.680 --> 00:03:31.880]  他把一對牛宰了
[00:03:31.880 --> 00:03:35.680]  還用套牛的器具煮肉給百姓吃
[00:03:35.680 --> 00:03:39.480]  隨後就起來跟隨以利亞去
[00:03:39.480 --> 00:03:41.080]  去服侍他
[00:03:41.080 --> 00:03:44.880]  這就是師徒關係的開始
[00:03:44.880 --> 00:03:48.280]  我們看到以利沙是奸賤的、慕容的
[00:03:48.480 --> 00:03:50.480]  他有十二對牛
[00:03:50.480 --> 00:03:53.080]  十二對牛我想都頗有錢的
[00:03:53.080 --> 00:03:55.080]  看看他的人會是怎樣
[00:03:55.080 --> 00:03:58.680]  勤勞、日出而作、日入而息
[00:03:58.680 --> 00:04:00.680]  他有一群朋友
[00:04:00.680 --> 00:04:03.080]  因為之後都會煮東西給他吃
[00:04:03.080 --> 00:04:05.280]  很成功
[00:04:05.280 --> 00:04:07.280]  應該都頗多人羨慕的
[00:04:07.280 --> 00:04:11.080]  我們可以見到他是一個有質素的人
[00:04:11.080 --> 00:04:12.080]  有素質的人
[00:04:12.080 --> 00:04:13.280]  但是會不會
[00:04:13.280 --> 00:04:15.880]  其實以利沙在這裏那麼勤勞
[00:04:16.080 --> 00:04:19.280]  做事的時候他都在尋找一樣東西
[00:04:19.280 --> 00:04:20.880]  他都在尋找一些東西
[00:04:20.880 --> 00:04:22.080]  他會不會說
[00:04:22.080 --> 00:04:23.680]  我那麼辛苦
[00:04:23.680 --> 00:04:26.480]  天天就在這裏耕田、拖牛
[00:04:26.480 --> 00:04:28.280]  為了甚麼呢
[00:04:28.280 --> 00:04:30.080]  人生的意義是甚麼呢
[00:04:30.080 --> 00:04:34.080]  在我大學的時候
[00:04:34.080 --> 00:04:35.680]  幾年前大學的時候
[00:04:35.680 --> 00:04:38.080]  不是,二十多年前大學的時候
[00:04:38.080 --> 00:04:40.880]  有看蔡元雲醫生的書
[00:04:40.880 --> 00:04:42.280]  其實在那時候
[00:04:42.280 --> 00:04:44.680]  讀到蔡元雲醫生
[00:04:44.880 --> 00:04:47.280]  有說到師父這個徒弟的關係
[00:04:47.280 --> 00:04:48.480]  他說生命師父
[00:04:48.480 --> 00:04:50.880]  所以當中生命師父這個概念
[00:04:50.880 --> 00:04:52.480]  就在那時候開始
[00:04:52.480 --> 00:04:54.280]  我在進入神學院
[00:04:54.280 --> 00:04:55.480]  我都有想
[00:04:55.480 --> 00:04:56.480]  我是不是
[00:04:56.480 --> 00:04:58.880]  神啊,我是不是需要一個生命師父呢
[00:04:58.880 --> 00:05:01.880]  我都不懂很多東西
[00:05:01.880 --> 00:05:03.880]  在二零零一年
[00:05:03.880 --> 00:05:05.280]  我已經進入了神學院了
[00:05:05.280 --> 00:05:06.280]  年尾的時候
[00:05:06.280 --> 00:05:08.080]  有一次在神學院裏面
[00:05:08.080 --> 00:05:11.080]  有一個寺廟,有一個崇拜
[00:05:11.080 --> 00:05:13.880]  當時有一個西人女教授
[00:05:14.080 --> 00:05:15.480]  在那裏講道
[00:05:15.480 --> 00:05:16.680]  我認得她
[00:05:16.680 --> 00:05:20.280]  她很多時候在梳化衣那裏
[00:05:20.280 --> 00:05:22.080]  跟學生聊天
[00:05:22.080 --> 00:05:25.080]  他們都是很融洽、很開心
[00:05:25.080 --> 00:05:28.080]  接著這位老師講完道
[00:05:28.080 --> 00:05:29.480]  就拿起一支結他
[00:05:29.480 --> 00:05:33.680]  在那裏彈了《Day by Day》那首《每一天》出來
[00:05:33.680 --> 00:05:35.280]  用她自己的畫
[00:05:35.280 --> 00:05:36.280]  應該是瑞典畫
[00:05:36.280 --> 00:05:37.280]  因為我記得IKEA
[00:05:37.280 --> 00:05:38.680]  IKEA是瑞典,是嗎
[00:05:38.680 --> 00:05:40.080]  是,對了
[00:05:40.080 --> 00:05:41.080]  用了IKEA畫
[00:05:41.080 --> 00:05:43.280]  就唱出這個《Day by Day》出來
[00:05:43.480 --> 00:05:44.480]  我心想
[00:05:44.480 --> 00:05:46.480]  天父會不會是
[00:05:46.480 --> 00:05:48.280]  這位會不會是我的
[00:05:48.280 --> 00:05:50.880]  我膽大膽大地上去問他
[00:05:50.880 --> 00:05:52.680]  可不可以做我的生命師傅呢
[00:05:52.680 --> 00:05:54.280]  其實之後幾年
[00:05:54.280 --> 00:05:55.880]  我有四堂的希伯萊文
[00:05:55.880 --> 00:05:58.080]  都跟這位老師去上的
[00:05:58.080 --> 00:06:00.880]  接著那些希伯萊文就給老師了
[00:06:00.880 --> 00:06:04.280]  當開頭年尾
[00:06:04.280 --> 00:06:05.680]  過了幾個月的時候
[00:06:05.680 --> 00:06:06.480]  有一天
[00:06:06.480 --> 00:06:10.080]  我就在神學院裏面的那些走廊
[00:06:10.080 --> 00:06:12.680]  剛剛就吃完午餐
[00:06:12.880 --> 00:06:15.080]  接著當然要先眠一眠
[00:06:15.080 --> 00:06:16.680]  接著就睜大眼睛
[00:06:16.680 --> 00:06:18.280]  開始想看書
[00:06:18.280 --> 00:06:20.480]  有位老師就走過了
[00:06:20.480 --> 00:06:22.880]  他看到這位小女孩
[00:06:22.880 --> 00:06:26.680]  她的樣子有點不開心
[00:06:26.680 --> 00:06:27.680]  是不是,很累
[00:06:27.680 --> 00:06:29.880]  應該去關心一下她
[00:06:29.880 --> 00:06:32.280]  其實那時候我剛剛睡醒
[00:06:32.280 --> 00:06:34.680]  當然是垂眼惺忪的樣子
[00:06:34.680 --> 00:06:36.480]  但是她就坐下來了
[00:06:36.480 --> 00:06:38.680]  她就來關心我
[00:06:38.680 --> 00:06:41.080]  認識我的背景
[00:06:41.280 --> 00:06:44.280]  就去看看你現在是什麼
[00:06:44.280 --> 00:06:46.680]  又問你會不會有興趣
[00:06:46.680 --> 00:06:48.680]  去做這個實習神學生
[00:06:48.680 --> 00:06:50.480]  這位就是我們認識的Dr. Dennis
[00:06:50.480 --> 00:06:52.680]  嚴博士,嚴建平博士
[00:06:52.680 --> 00:06:54.080]  在那時候
[00:06:54.080 --> 00:06:55.280]  她坐下就說
[00:06:55.280 --> 00:06:58.080]  不如我帶你去這個愛政真相會
[00:06:58.080 --> 00:07:01.680]  做這個實習神學生
[00:07:01.680 --> 00:07:03.680]  有幾年的時間在那裏度過
[00:07:03.680 --> 00:07:06.280]  她也是由開始
[00:07:06.280 --> 00:07:09.080]  那時候開始做我生命的師傅
[00:07:09.280 --> 00:07:11.280]  很奇妙,現在也想不到
[00:07:11.280 --> 00:07:15.280]  其實在那時候的年頭
[00:07:15.280 --> 00:07:18.080]  我已經上過她一堂課
[00:07:18.080 --> 00:07:19.680]  講路德會的
[00:07:19.680 --> 00:07:21.680]  我認得她
[00:07:21.680 --> 00:07:23.480]  很感恩,很感恩
[00:07:23.480 --> 00:07:25.680]  在生命導師
[00:07:25.680 --> 00:07:28.280]  和生命的師傅這個概念當中
[00:07:28.280 --> 00:07:30.080]  其實他們不是幫我們
[00:07:30.080 --> 00:07:33.080]  設計或者計劃我們整個人生
[00:07:33.080 --> 00:07:35.280]  而是幫助我們在基督裏
[00:07:35.280 --> 00:07:38.680]  找出我們的照明出來
[00:07:38.880 --> 00:07:42.680]  找出我們究竟被神呼召作了些什麼
[00:07:42.680 --> 00:07:44.680]  生命導師可以是父母
[00:07:44.680 --> 00:07:46.880]  生命導師可以是老師
[00:07:46.880 --> 00:07:49.880]  生命導師可以是屬靈的大哥哥,大姐姐
[00:07:49.880 --> 00:07:51.680]  他們在屬靈生命上面
[00:07:51.680 --> 00:07:53.480]  影響著每一個生命
[00:07:53.480 --> 00:07:56.080]  當伊莉莎去工作的時候
[00:07:56.080 --> 00:07:59.080]  她可能在想事情,在工作的時候
[00:07:59.080 --> 00:08:00.280]  忽然之間
[00:08:00.280 --> 00:08:01.280]  這個伊莉雅
[00:08:01.280 --> 00:08:03.280]  人人都認識的伊莉雅
[00:08:03.280 --> 00:08:04.480]  很出名的
[00:08:04.480 --> 00:08:05.480]  人人都認識的伊莉雅
[00:08:05.480 --> 00:08:07.880]  就在她前面出現了
[00:08:08.080 --> 00:08:09.680]  伊莉雅將她的外衣
[00:08:09.680 --> 00:08:10.880]  為什麼這麼特別的外衣呢
[00:08:10.880 --> 00:08:13.480]  因為先知是一件很獨特的外衣
[00:08:13.480 --> 00:08:15.880]  她就將它擺在伊莉莎的身上
[00:08:15.880 --> 00:08:18.080]  伊莉莎亦都感到
[00:08:18.080 --> 00:08:21.480]  啊!難道我要接棒?
[00:08:21.480 --> 00:08:22.680]  這樣的意思
[00:08:22.680 --> 00:08:24.680]  那一刻
[00:08:24.680 --> 00:08:26.080]  聖經很快的
[00:08:26.080 --> 00:08:27.480]  那一刻神的靈
[00:08:27.480 --> 00:08:30.080]  就去感動伊莉莎去回應
[00:08:30.080 --> 00:08:31.680]  伊莉莎下定決心
[00:08:31.680 --> 00:08:34.280]  她知道她要去服侍伊莉雅
[00:08:34.280 --> 00:08:36.080]  要去跟隨她作她的師傅
[00:08:36.080 --> 00:08:37.880]  但是她是孝順仔
[00:08:38.080 --> 00:08:39.080]  她是孝順仔
[00:08:39.080 --> 00:08:41.880]  她說你讓我回家
[00:08:41.880 --> 00:08:43.880]  先跟我父母問別
[00:08:43.880 --> 00:08:46.880]  她不是不捨得
[00:08:46.880 --> 00:08:49.680]  她亦不是一個要回頭看
[00:08:49.680 --> 00:08:53.480]  只不過她是一個愛的表現
[00:08:53.480 --> 00:08:55.880]  因為她知道這次一離開
[00:08:55.880 --> 00:08:58.680]  可能就是見不到的了
[00:08:58.680 --> 00:08:59.880]  是不是?
[00:08:59.880 --> 00:09:01.080]  伊莉雅都很明白
[00:09:01.080 --> 00:09:02.680]  你去吧!你去吧!
[00:09:02.680 --> 00:09:04.680]  我們怎樣看到伊莉莎的決心
