
[00:00:00.000 --> 00:00:03.720]  好,靜姐妹,其實這個週末可能大家都收到
[00:00:03.720 --> 00:00:06.100]  一個牧者特別的訊息
[00:00:06.100 --> 00:00:09.720]  裏面通常我都會給大家看一些文字
[00:00:09.720 --> 00:00:11.720]  但這次就有少少不同
[00:00:11.720 --> 00:00:14.480]  和大家分享有三張圖畫
[00:00:14.480 --> 00:00:17.860]  想給大家看看那三張圖畫
[00:00:17.860 --> 00:00:20.360]  第一張圖畫
[00:00:20.360 --> 00:00:21.560]  就是在說
[00:00:21.560 --> 00:00:24.320]  其實是木頭,大家可以想像
[00:00:24.320 --> 00:00:26.880]  耶穌是掛在木頭上
[00:00:26.880 --> 00:00:31.320]  祂為你和我們的罪而流血
[00:00:31.320 --> 00:00:33.680]  可能今天在困難的日子裏面
[00:00:33.680 --> 00:00:36.960]  我們明白耶穌掛在上面
[00:00:36.960 --> 00:00:38.640]  祂受苦受難
[00:00:38.640 --> 00:00:42.560]  和我們所經歷的難處去認同
[00:00:42.560 --> 00:00:43.880]  這是真實的
[00:00:43.880 --> 00:00:46.360]  但請大家不要忘記
[00:00:46.360 --> 00:00:48.400]  我們不應該將這個紀念
[00:00:48.400 --> 00:00:52.680]  將感恩放在受苦上
[00:00:52.680 --> 00:00:55.160]  因為耶穌很清楚告訴我們
[00:00:55.160 --> 00:00:57.400]  第三天,祂已經復活
[00:00:57.400 --> 00:00:59.040]  所以第二張圖畫
[00:00:59.040 --> 00:01:00.560]  大家會看到
[00:01:00.560 --> 00:01:02.320]  其實你見到
[00:01:02.320 --> 00:01:04.320]  你認真地
[00:01:04.320 --> 00:01:06.560]  更深地看著這幅圖畫的時候
[00:01:06.560 --> 00:01:09.240]  你會發覺有些亮光出來
[00:01:09.240 --> 00:01:11.040]  就好像剛才
[00:01:11.040 --> 00:01:14.960]  耶穌在進入他的門徒的家裏面
[00:01:14.960 --> 00:01:16.400]  祂打開這個餅
[00:01:16.400 --> 00:01:19.040]  祂的門徒心眼明亮
[00:01:19.040 --> 00:01:21.120]  今天就是從讓神的亮光
[00:01:21.120 --> 00:01:23.440]  讓我們見到耶穌基督的真實
[00:01:23.440 --> 00:01:26.000]  我們經歷耶穌的復活
[00:01:26.000 --> 00:01:27.840]  就不只是概念
[00:01:27.840 --> 00:01:29.320]  求神打開我們的心眼
[00:01:29.320 --> 00:01:31.480]  讓我們見到祂的真實
[00:01:31.480 --> 00:01:33.800]  而第三張圖畫
[00:01:33.800 --> 00:01:37.360]  其實就在我們百樂商業中心七樓
[00:01:37.360 --> 00:01:39.760]  那個我們叫做Wall Room那裏拍攝出來的
[00:01:39.760 --> 00:01:42.600]  當日本來是烏雲密佈
[00:01:42.600 --> 00:01:45.360]  但師母預備拍攝這張照片的時候
[00:01:45.360 --> 00:01:47.440]  突然間她在我們禱告敬拜
[00:01:47.440 --> 00:01:49.040]  就見到天開了
[00:01:49.040 --> 00:01:51.040]  就好像神跟我們說
[00:01:51.040 --> 00:01:53.240]  今天香港好像一片黑暗
[00:01:53.240 --> 00:01:54.800]  我們的環境一片黑暗
[00:01:54.800 --> 00:01:56.560]  但是雲上太陽
[00:01:56.560 --> 00:01:58.360]  神永遠掌權
[00:01:58.360 --> 00:02:01.520]  其實復活節是很重要的一件事
[00:02:01.520 --> 00:02:02.200]  復活節是什麼呢
[00:02:02.200 --> 00:02:03.600]  耶穌已經復活
[00:02:03.600 --> 00:02:05.240]  然後祂跟門徒說
[00:02:05.240 --> 00:02:08.800]  天上地下所有權柄都是歸於我
[00:02:08.800 --> 00:02:11.360]  所以今天我們去復活節
[00:02:11.360 --> 00:02:13.480]  在崇拜敬拜我們的神
[00:02:13.480 --> 00:02:15.360]  大家要收到一個很重要的訊息
[00:02:15.360 --> 00:02:19.280]  天上地下所有權柄都歸於耶穌基督
[00:02:19.280 --> 00:02:20.440]  所以我們靠著
[00:02:20.440 --> 00:02:22.560]  那個滿有權柄的耶穌基督
[00:02:22.560 --> 00:02:25.800]  我們必定勝過今天一切的困難
[00:02:25.800 --> 00:02:27.760]  Amen
[00:02:27.760 --> 00:02:30.120]  在這個世界上有很多事情
[00:02:30.120 --> 00:02:32.440]  都是你覺得它是這樣
[00:02:32.440 --> 00:02:34.920]  但事實上不是這樣的
[00:02:34.920 --> 00:02:38.800]  這個我們叫做出人意表
[00:02:38.800 --> 00:02:42.400]  大家可以看看以下有六樣東西
[00:02:42.400 --> 00:02:43.600]  你覺得是這樣
[00:02:43.600 --> 00:02:45.000]  但事實上不是這樣的
[00:02:45.000 --> 00:02:46.320]  第一樣東西
[00:02:46.320 --> 00:02:49.800]  大家以為這是一個文件夾
[00:02:49.800 --> 00:02:50.960]  但事實上不是
[00:02:50.960 --> 00:02:53.720]  這個其實是一個公事包
[00:02:53.720 --> 00:02:55.640]  第二樣東西
[00:02:55.640 --> 00:02:58.920]  大家以為這是一個樹枝
[00:02:58.920 --> 00:02:59.880]  但不是
[00:02:59.880 --> 00:03:02.120]  事實上它是一個桌燈
[00:03:02.120 --> 00:03:03.560]  第三樣東西
[00:03:03.560 --> 00:03:06.560]  大家以為它是一個電燈泡
[00:03:06.560 --> 00:03:07.360]  但不是
[00:03:07.360 --> 00:03:08.400]  事實上不是
[00:03:08.400 --> 00:03:10.320]  它其實是一支蠟燭
[00:03:10.320 --> 00:03:11.760]  第三樣東西
[00:03:11.760 --> 00:03:14.640]  大家以為是一本書
[00:03:14.640 --> 00:03:16.520]  但事實上不是
[00:03:16.520 --> 00:03:17.680]  它是什麼呢
[00:03:17.680 --> 00:03:19.480]  它是一個枕頭
[00:03:19.480 --> 00:03:22.040]  大家可以打開來睡覺
[00:03:22.040 --> 00:03:23.920]  第五樣東西
[00:03:23.920 --> 00:03:25.720]  大家以為是一個五花腩
[00:03:25.720 --> 00:03:26.960]  是一個豬肉
[00:03:26.960 --> 00:03:27.680]  但不是
[00:03:27.680 --> 00:03:31.080]  其實它是一個公事包
[00:03:31.080 --> 00:03:33.120]  所以我剛才跟同工說
[00:03:33.120 --> 00:03:34.440]  如果你找到這個公事包
[00:03:34.440 --> 00:03:36.240]  我也想要一個
[00:03:36.240 --> 00:03:38.000]  第六樣東西
[00:03:38.000 --> 00:03:38.800]  很恐怖
[00:03:38.800 --> 00:03:40.000]  你以為是手指
[00:03:40.000 --> 00:03:40.760]  好呀
[00:03:40.760 --> 00:03:41.560]  有哪個
[00:03:41.560 --> 00:03:42.600]  姜仁手指
[00:03:42.600 --> 00:03:43.040]  不是
[00:03:43.040 --> 00:03:44.440]  其實這些不是手指
[00:03:44.440 --> 00:03:46.440]  這些是蠟燭
[00:03:46.440 --> 00:03:48.680]  所以有時候你猜不到
[00:03:48.680 --> 00:03:50.800]  這個叫做出人意表
[00:03:50.800 --> 00:03:52.360]  什麼叫做出人意表
[00:03:52.360 --> 00:03:54.440]  就是說你覺得事情的本質
[00:03:54.440 --> 00:03:55.600]  事情的結局
[00:03:55.600 --> 00:03:56.320]  一定是這樣
[00:03:56.320 --> 00:03:57.120]  必定是這樣
[00:03:57.120 --> 00:03:58.440]  理論上是這樣
[00:03:58.440 --> 00:04:00.320]  但事情的結果
[00:04:00.320 --> 00:04:03.080]  往往是出乎你要料之外
[00:04:03.080 --> 00:04:07.120]  就好像周星馳很久之前有套戲叫做《食神》
[00:04:07.120 --> 00:04:08.120]  裡面有谷德超
[00:04:08.120 --> 00:04:09.400]  哎呀真的猜不到
[00:04:09.400 --> 00:04:10.080]  就是這樣
[00:04:10.080 --> 00:04:12.440]  這個叫做出人意表
[00:04:12.440 --> 00:04:15.000]  出人意表有兩種
[00:04:15.000 --> 00:04:18.760]  一種叫做出人意表的壞事
[00:04:18.760 --> 00:04:21.280]  可能大家從去年開始
[00:04:21.280 --> 00:04:25.840]  社會政治運動搞到香港都很大的難處
[00:04:25.840 --> 00:04:27.640]  可能大家哎呀好了
[00:04:27.640 --> 00:04:30.760]  這個政治社會運動這個動盪快要結束了
[00:04:30.760 --> 00:04:34.200]  大家的生活可以回復正軌了
[00:04:34.200 --> 00:04:36.360]  但是誰知道好壞不壞
[00:04:36.360 --> 00:04:38.960]  就有一個新型冠狀病毒的疫情出來
[00:04:38.960 --> 00:04:41.800]  就好像出人意表的壞事
[00:04:41.800 --> 00:04:44.080]  也有出人意表的好事
[00:04:44.080 --> 00:04:46.160]  可能有人
[00:04:46.160 --> 00:04:48.680]  口罩一直都用完
[00:04:48.680 --> 00:04:51.120]  就想一下可能下個星期都沒口罩用
[00:04:51.120 --> 00:04:52.400]  突然間有個大型單位
[00:04:52.400 --> 00:04:53.320]  喂
[00:04:53.320 --> 00:04:54.600]  我有50個口罩
[00:04:54.600 --> 00:04:55.800]  分一半給你好不好
[00:04:55.800 --> 00:04:56.840]  當然好了
[00:04:56.840 --> 00:04:57.760]  結果呢
[00:04:57.760 --> 00:04:59.040]  就是你沒想過的
[00:04:59.040 --> 00:05:00.360]  你自己夠用
[00:05:00.360 --> 00:05:03.400]  這25個口罩還可以分給有需要的人
[00:05:03.400 --> 00:05:07.000]  這叫做出人意表的好事
[00:05:07.000 --> 00:05:09.800]  今天我們講到是講路加福音
[00:05:09.800 --> 00:05:12.400]  馬太福音的28章
[00:05:12.400 --> 00:05:13.600]  1至10節
[00:05:13.600 --> 00:05:16.200]  重點是耶穌基督的復活
[00:05:16.200 --> 00:05:19.120]  現在我們有聖經看
[00:05:19.120 --> 00:05:20.880]  我們知道整個故事是怎樣
[00:05:20.880 --> 00:05:22.680]  我們有些頂超也知道
[00:05:22.680 --> 00:05:24.480]  當時的歷史是怎樣
[00:05:24.480 --> 00:05:27.200]  所以耶穌復活這個一般的事實
[00:05:27.200 --> 00:05:29.560]  可能大家都覺得沒什麼懷疑
[00:05:29.560 --> 00:05:30.960]  但是大家可以想像一下
[00:05:30.960 --> 00:05:33.360]  當時耶穌的時代
[00:05:33.360 --> 00:05:34.320]  沒有聖經看
[00:05:34.320 --> 00:05:35.520]  沒有歷史看
[00:05:35.520 --> 00:05:36.880]  沒有人告訴他
[00:05:36.880 --> 00:05:39.960]  所以耶穌復活對於他們來說
[00:05:39.960 --> 00:05:44.000]  是一個出人意表的好事
[00:05:44.000 --> 00:05:46.320]  所以什麼是出人意表的好事呢
[00:05:46.320 --> 00:05:47.880]  我想和大家以下的時間分享
[00:05:47.880 --> 00:05:51.640]  這個出人意表的好事有兩個意思
[00:05:51.640 --> 00:05:53.320]  第一個意思是
[00:05:53.320 --> 00:05:57.560]  出人意表地扭轉一些必然的定局
[00:05:57.560 --> 00:06:00.000]  如果大家看馬太福音28章
[00:06:00.000 --> 00:06:02.960]  我們看回之前兩章的聖經
[00:06:02.960 --> 00:06:06.560]  馬太福音的26章和27章
[00:06:06.560 --> 00:06:08.760]  其實這整整兩章的聖經
[00:06:08.760 --> 00:06:12.680]  是充滿失敗、絕望和黑暗的
[00:06:12.680 --> 00:06:14.040]  大家可以想像
[00:06:14.040 --> 00:06:16.760]  耶穌一走,栽培的門徒
[00:06:16.760 --> 00:06:21.120]  竟然去因為一些錢去出賣祂
[00:06:21.120 --> 00:06:22.960]  傷透了祂的心
[00:06:22.960 --> 00:06:25.640]  在大祭司的手下抓耶穌的時候
[00:06:25.640 --> 00:06:27.760]  就好像抓大賊一樣
[00:06:27.760 --> 00:06:31.200]  抓大賊和抓耶穌
[00:06:31.200 --> 00:06:32.640]  就好像一樣的
[00:06:32.640 --> 00:06:34.160]  所以大家可以想像
[00:06:34.160 --> 00:06:37.520]  耶穌就好像被大賊抓
[00:06:37.520 --> 00:06:39.200]  什麼尊嚴都沒有了
[00:06:39.200 --> 00:06:41.080]  但耶穌被捕的時候
[00:06:41.080 --> 00:06:43.400]  那些本來說世人踢軟
[00:06:43.400 --> 00:06:45.120]  說是和祂同心共赦的門徒
[00:06:45.120 --> 00:06:47.080]  全部很害怕散了
[00:06:47.080 --> 00:06:49.880]  大家可以想像耶穌非常孤單
[00:06:49.880 --> 00:06:52.920]  耶穌被人審問的時候
[00:06:52.920 --> 00:06:55.960]  有人做假見證去誣陷耶穌
[00:06:55.960 --> 00:06:57.440]  如果你在場你會說
[00:06:57.440 --> 00:07:00.800]  天理何在?公義何在?
[00:07:00.800 --> 00:07:02.160]  就在這個時候
[00:07:02.160 --> 00:07:03.720]  大家可以想像
[00:07:03.720 --> 00:07:06.080]  就好像全世界都忘記了
[00:07:06.080 --> 00:07:08.400]  耶穌有這麼久的時間
[00:07:08.400 --> 00:07:10.640]  做過這麼多的好事
[00:07:10.640 --> 00:07:12.360]  行過很多的神蹟祭祀
[00:07:12.360 --> 00:07:14.080]  這個無數的人
[00:07:14.080 --> 00:07:15.640]  釋放過很多人
[00:07:15.640 --> 00:07:17.000]  把鬼趕出來
[00:07:17.000 --> 00:07:18.960]  幫助過無數的人
[00:07:18.960 --> 00:07:22.360]  所以全世界好像沒有人記得這件事
[00:07:22.360 --> 00:07:25.400]  恩將仇報
[00:07:25.400 --> 00:07:28.560]  耶穌作為天地萬物的主
[00:07:28.560 --> 00:07:31.680]  天地所有的東西都是祂的
[00:07:31.680 --> 00:07:34.440]  但卻要被人凌辱
[00:07:34.440 --> 00:07:35.320]  嘲笑
[00:07:35.320 --> 00:07:36.200]  吐口水
[00:07:36.200 --> 00:07:36.920]  掌摑
[00:07:36.920 --> 00:07:37.960]  用拳頭打
[00:07:37.960 --> 00:07:39.640]  把經濟官放在頭上
[00:07:39.640 --> 00:07:41.080]  血一直流出來
[00:07:41.080 --> 00:07:42.680]  並嘲笑祂
[00:07:42.680 --> 00:07:45.760]  「有得人的王,恭喜你」
[00:07:45.760 --> 00:07:47.640]  耶穌本來是沒有罪的
[00:07:47.640 --> 00:07:50.240]  但祂背負全世界的罪
[00:07:50.240 --> 00:07:51.480]  在自己身上
[00:07:51.480 --> 00:07:55.080]  很羞辱地死在十字架上
[00:07:55.080 --> 00:07:56.880]  這一切
[00:07:56.880 --> 00:07:58.600]  就好像天地之間
[00:07:58.600 --> 00:08:01.240]  所有善良都退去
[00:08:01.240 --> 00:08:02.920]  黑暗掌權
