
[00:00:00.000 --> 00:00:04.000]  上星期大家已經聽了 Jason 傳道跟我們說
[00:00:04.000 --> 00:00:06.000]  《貼薩萊加》前書第四章
[00:00:06.000 --> 00:00:09.000]  它是應該說到十一節的
[00:00:09.000 --> 00:00:10.000]  不過它是遺留了
[00:00:10.000 --> 00:00:13.000]  它說它不夠時間說九到十一節
[00:00:13.000 --> 00:00:18.000]  所以我今天都會稍微補充那一段經文
[00:00:18.000 --> 00:00:22.000]  我們今天要來看的《貼薩萊加》前書
[00:00:22.000 --> 00:00:23.000]  仍然在第四章
[00:00:23.000 --> 00:00:27.000]  但是都是一個很重要的一段經文
[00:00:27.000 --> 00:00:30.000]  讓我們特別是作為神的兒女
[00:00:30.000 --> 00:00:34.000]  我們怎樣來面對死亡這件事
[00:00:34.000 --> 00:00:37.000]  亦都看見主回來的時候
[00:00:37.000 --> 00:00:39.000]  會有些什麼事是很重要
[00:00:39.000 --> 00:00:41.000]  是關乎你和我
[00:00:41.000 --> 00:00:43.000]  我們每一個人的
[00:00:43.000 --> 00:00:46.000]  讓我們都先一起低頭有個祈禱
[00:00:46.000 --> 00:00:47.000]  親愛的主我們多謝你
[00:00:47.000 --> 00:00:50.000]  你給我們是有你自己的說話
[00:00:50.000 --> 00:00:55.000]  免得我們在這個彎曲撥謬的世代迷失
[00:00:55.000 --> 00:00:58.000]  求主拯救我們每一個人
[00:00:58.000 --> 00:01:07.000]  讓我們的心靈不會被世俗那些學說或者迷惑誤導我們
[00:01:07.000 --> 00:01:13.000]  以致我們對生命那種前行的方向有所含糊
[00:01:13.000 --> 00:01:19.000]  主教導我們要好好善用我們今天還在地上的人生
[00:01:19.000 --> 00:01:22.000]  我們活著就是基督
[00:01:22.000 --> 00:01:24.000]  我們死了就有益處
[00:01:24.000 --> 00:01:26.000]  讓我們去體會保羅
[00:01:26.000 --> 00:01:29.000]  這一種真是生死的觀念
[00:01:29.000 --> 00:01:32.000]  是以基督為中心的一種信靠
[00:01:32.000 --> 00:01:35.000]  以致得到真正的盼望
[00:01:35.000 --> 00:01:38.000]  我們同心合意的將來時間仰望你
[00:01:38.000 --> 00:01:40.000]  求你保守講的聽的
[00:01:40.000 --> 00:01:42.000]  我們同感一鈴同德造就
[00:01:42.000 --> 00:01:43.000]  我們同心禱告
[00:01:43.000 --> 00:01:44.000]  奉主命求
[00:01:44.000 --> 00:01:46.000]  阿們
[00:01:46.000 --> 00:01:48.000]  好 我們先看一看
[00:01:48.000 --> 00:01:51.000]  其實世俗和我們基督的信仰
[00:01:51.000 --> 00:01:54.000]  那種觀念對於死亡怎麼看
[00:01:54.000 --> 00:01:56.000]  我想我們中國人
[00:01:56.000 --> 00:01:59.000]  很多時候會聽到一句說話是說什麼
[00:01:59.000 --> 00:02:01.000]  人死又怎樣
[00:02:01.000 --> 00:02:02.000]  如燈滅
[00:02:02.000 --> 00:02:04.000]  但這句說話累死了很多人
[00:02:04.000 --> 00:02:05.000]  就是因為這樣的緣故
[00:02:05.000 --> 00:02:07.000]  有些人就覺得
[00:02:07.000 --> 00:02:09.000]  人一死一了百了
[00:02:09.000 --> 00:02:10.000]  什麼煩惱都沒有了
[00:02:10.000 --> 00:02:12.000]  就好像關燈開燈那樣
[00:02:12.000 --> 00:02:14.000]  他說關了燈不會開燈了
[00:02:14.000 --> 00:02:18.000]  那就不理會他們在這個今生
[00:02:18.000 --> 00:02:21.000]  他們其實有一個最重要的選擇
[00:02:21.000 --> 00:02:22.000]  他們沒有做到
[00:02:22.000 --> 00:02:24.000]  這個是很遺憾
[00:02:24.000 --> 00:02:26.000]  如果當一個人
[00:02:26.000 --> 00:02:27.000]  他在這個在世
[00:02:27.000 --> 00:02:29.000]  他以為生命
[00:02:29.000 --> 00:02:33.000]  原來去到死亡就是永遠的終結
[00:02:33.000 --> 00:02:34.000]  不會再有其他的東西
[00:02:34.000 --> 00:02:37.000]  那他真的是大錯特錯
[00:02:37.000 --> 00:02:40.000]  在聖經的教導和神的啟示裡面
[00:02:40.000 --> 00:02:42.000]  讓我們很清楚明白
[00:02:42.000 --> 00:02:45.000]  死亡不是終結
[00:02:45.000 --> 00:02:48.000]  死亡只不過是一個過渡
[00:02:48.000 --> 00:02:50.000]  生命可以被中斷
[00:02:50.000 --> 00:02:53.000]  但生命卻不會被終止
[00:02:53.000 --> 00:02:55.000]  我們在死亡之後
[00:02:55.000 --> 00:02:59.000]  我們仍要迎見一個更美的將來
[00:02:59.000 --> 00:03:01.000]  是因為我們在基督耶穌裡面
