
[00:00:00.000 --> 00:00:03.000]  在開始靜悼之前,我們同心地祈禱
[00:00:30.000 --> 00:00:32.480]  能夠去得聽真道
[00:00:32.480 --> 00:00:34.800]  能夠去明白真理
[00:00:34.800 --> 00:00:36.760]  來恭敬將以下的環節
[00:00:36.760 --> 00:00:40.240]  交託、仰望、祈奉、靠救主基督耶穌
[00:00:40.240 --> 00:00:42.280]  聖命祈求,阿門
[00:00:42.280 --> 00:00:46.840]  《喜伯來書》在新約裏面是其中一卷
[00:00:46.840 --> 00:00:50.840]  最難亦是最奧妙的書卷之一
[00:00:50.840 --> 00:00:56.320]  因為我們看到這卷書的開首時間
[00:00:56.320 --> 00:00:58.880]  並沒有說哪一位是作者
[00:00:58.880 --> 00:01:01.760]  也沒有說是寫作的年代
[00:01:01.760 --> 00:01:05.720]  也沒有清楚的受信人
[00:01:05.720 --> 00:01:11.000]  它籠罩著神秘的色彩
[00:01:11.000 --> 00:01:14.760]  清教徒、聖經學者歐文他們說
[00:01:14.760 --> 00:01:18.520]  《喜伯來書》的重要性僅次於羅馬書
[00:01:18.520 --> 00:01:22.800]  這卷書既講教義又講實踐
[00:01:22.800 --> 00:01:25.960]  這本書是寫給去喜伯來人
[00:01:25.960 --> 00:01:29.840]  在散居各地的猶太教徒
[00:01:29.840 --> 00:01:35.200]  書中提到修上人悔改歸絕後
[00:01:35.200 --> 00:01:39.280]  去面對很多信仰的迫害
[00:01:39.280 --> 00:01:44.600]  包括被監禁、家業被搶、公開收慾、受罵
[00:01:44.600 --> 00:01:50.600]  開始時間都能夠靠著給予使徒鼓勵
[00:01:50.600 --> 00:01:58.280]  或者在等候耶穌基督再回來的盼望裏面去堅持
[00:01:58.280 --> 00:01:59.800]  但時間一久
[00:01:59.800 --> 00:02:02.160]  等極指紋樓梯響
[00:02:02.160 --> 00:02:05.720]  耶穌何時回來好像等極都不見
[00:02:05.720 --> 00:02:09.160]  難免會灰心喪志
[00:02:09.160 --> 00:02:10.960]  今天讀到這段經文
[00:02:10.960 --> 00:02:13.240]  《喜伯來書》第十一章
[00:02:13.240 --> 00:02:17.440]  作者以舊約中信心的偉人的見證
[00:02:17.440 --> 00:02:23.120]  來勸勉讀者如一顆帶著盼望的信心
[00:02:23.120 --> 00:02:29.520]  不管是今生或者永恆
[00:02:29.520 --> 00:02:34.720]  神仍然是有最終的掌權者
[00:02:34.720 --> 00:02:37.920]  神仍然是掌控一切
[00:02:37.920 --> 00:02:41.320]  在基督裏面去持守信仰的人
[00:02:41.320 --> 00:02:48.960]  要堅持到底去最終會得到神所給予的賞賜
[00:02:48.960 --> 00:02:52.400]  《喜伯來書》的受信人
[00:02:52.400 --> 00:02:55.120]  他們面對一個抉擇
[00:02:55.120 --> 00:02:58.800]  他們繼續持守基督的信仰
[00:02:58.800 --> 00:03:00.640]  面對這個迫害
[00:03:00.640 --> 00:03:03.800]  但這個迫害不知何時才完結
[00:03:03.800 --> 00:03:05.520]  甚或他們見到
[00:03:05.520 --> 00:03:12.120]  我們一班持守信仰的信徒
[00:03:12.120 --> 00:03:15.920]  這班同道中人
[00:03:15.920 --> 00:03:19.040]  年紀大的可能病死
[00:03:19.040 --> 00:03:21.040]  在這個迫害裏面
[00:03:21.040 --> 00:03:24.320]  他們甚至面對生命的危難
[00:03:24.320 --> 00:03:26.200]  甚至是殉道
[00:03:26.200 --> 00:03:29.680]  但是治不了耶穌回來
[00:03:29.680 --> 00:03:31.640]  他們面對一個誘惑
[00:03:31.640 --> 00:03:37.000]  就是到底會不會叛離這個信仰
[00:03:37.000 --> 00:03:39.720]  以致可以行免於難
[00:03:39.720 --> 00:03:42.840]  或者持守主義的信仰
[00:03:42.840 --> 00:03:46.560]  繼續堅持咬緊牙關
[00:03:46.560 --> 00:03:50.320]  誓死來追隨
[00:03:50.320 --> 00:03:52.880]  在《喜伯來書》首章
[00:03:52.880 --> 00:03:59.240]  作者依照當時文化的手法
[00:03:59.240 --> 00:04:03.080]  用一個榜樣清單的形式
[00:04:03.080 --> 00:04:06.680]  這是古代作者挑戰讀者
[00:04:06.680 --> 00:04:11.120]  來採取的一種修辭手法
[00:04:11.120 --> 00:04:16.360]  鼓勵用大量的證據
[00:04:16.360 --> 00:04:22.200]  令讀者深深感受到這份希望
[00:04:22.200 --> 00:04:27.160]  容讓這班人成為證據所寫的
[00:04:27.160 --> 00:04:30.680]  榜樣的清單這班信心為人
[00:04:30.680 --> 00:04:34.000]  他們所採取的行動是最好的
[00:04:34.000 --> 00:04:38.600]  以致讀者都同樣來跟隨
[00:04:38.600 --> 00:04:41.920]  來效法
[00:04:41.920 --> 00:04:48.000]  新譯本在《喜伯來書》有這樣的詮釋
[00:04:48.000 --> 00:04:53.560]  「信」就是對所盼望的事的把握
[00:04:53.560 --> 00:04:57.480]  是還沒有看見事的明證
[00:04:57.480 --> 00:04:58.920]  因著這信心
[00:04:58.920 --> 00:05:01.880]  古人得到了稱許
[00:05:01.880 --> 00:05:03.960]  而新褔及譯本這樣說
[00:05:03.960 --> 00:05:09.200]  信心就是相信我們所盼望的必定實現
[00:05:09.200 --> 00:05:13.120]  信心也使我們對不能看見的事
[00:05:13.120 --> 00:05:15.840]  有確實的把握
[00:05:15.840 --> 00:05:18.800]  古人曾經憑著他們的信心
[00:05:18.800 --> 00:05:23.520]  贏得了美好的聲譽
[00:05:23.520 --> 00:05:28.440]  正正是這班信心為人
[00:05:28.440 --> 00:05:31.640]  這個證據正正是榜樣的清單
[00:05:31.640 --> 00:05:33.920]  鼓勵當時的讀者
[00:05:33.920 --> 00:05:41.200]  來繼續堅守這個信仰
[00:05:41.200 --> 00:05:43.440]  對於今日的我們
[00:05:43.440 --> 00:05:47.200]  會不會很遙遠呢?
[00:05:47.200 --> 00:05:49.760]  今日在我們的程序表裏面
[00:05:49.760 --> 00:05:55.560]  有記載到維斯利蘭卡的恐怖襲擊來到祈禱
[00:05:55.560 --> 00:05:56.960]  在4月21日
[00:05:56.960 --> 00:06:00.680]  我們看到在主日的時間
[00:06:00.680 --> 00:06:04.200]  有8宗連環的炸彈襲擊
[00:06:04.200 --> 00:06:08.800]  包括有4間酒店、3間教堂先後受襲
[00:06:08.800 --> 00:06:13.320]  死亡人數已經上升到228人
[00:06:13.320 --> 00:06:15.320]  在2017年3月
[00:06:15.320 --> 00:06:21.880]  埃及東部2間東正教堂在復活節之前
[00:06:21.880 --> 00:06:24.240]  發生連環爆炸的襲擊
[00:06:24.240 --> 00:06:26.440]  45人死亡
[00:06:26.440 --> 00:06:28.840]  2016年3月
[00:06:28.840 --> 00:06:31.280]  大批的屋徒在巴基斯坦
[00:06:31.280 --> 00:06:34.640]  某個公園來慶祝復活節的時間
[00:06:34.640 --> 00:06:36.320]  發生爆炸
[00:06:36.320 --> 00:06:39.480]  釀成多達75人死亡
[00:06:39.480 --> 00:06:41.320]  數百人受傷
[00:06:41.320 --> 00:06:44.040]  在2012年4月
[00:06:44.040 --> 00:06:50.120]  尼日利亞一條道路發生自殺式的汽車襲擊
[00:06:50.120 --> 00:06:54.320]  在爆炸位置旁邊2間的教堂
[00:06:54.320 --> 00:06:59.360]  襲擊造成至少38人死亡
[00:06:59.360 --> 00:07:02.080]  多人受傷
[00:07:02.080 --> 00:07:05.280]  聖誕節的恐怖襲擊都是常有的
[00:07:05.280 --> 00:07:08.440]  2017年、2016年、2013年
[00:07:08.440 --> 00:07:12.560]  在巴基斯坦、柏林、伊拉克
[00:07:14.040 --> 00:07:18.960]  這只是冰山一角
[00:07:18.960 --> 00:07:21.720]  有統計顯示每年
[00:07:21.720 --> 00:07:25.920]  因著基督信仰懸固殉毒的人
[00:07:25.920 --> 00:07:30.760]  他們的數字是超過5萬人
[00:07:30.760 --> 00:07:36.520]  今天我們講迫害最嚴重的地方
[00:07:36.520 --> 00:07:40.720]  包括北韓
