
[00:00:00.000 --> 00:00:01.840]  各位電影照媒評論
[00:00:01.840 --> 00:00:05.900]  給大家看一下powerpoint
[00:00:05.900 --> 00:00:08.760]  powerpoint有點小 又是我問題
[00:00:08.760 --> 00:00:10.920]  就是這樣
[00:00:10.920 --> 00:00:14.360]  我讀出其中一句說話
[00:00:14.360 --> 00:00:18.200]  以一個更好的自己呈獻給上帝
[00:00:18.200 --> 00:00:22.700]  就是學務與上主建立更親密的關係
[00:00:22.700 --> 00:00:24.480]  相愛的關係
[00:00:24.480 --> 00:00:27.920]  因愛上帝而崇拜 靈修
[00:00:27.920 --> 00:00:33.120]  因愛上帝所愛的受眾物而顯公義 好關懷
[00:00:33.120 --> 00:00:37.360]  我讀完之後大家記不記得這句是什麼
[00:00:37.360 --> 00:00:40.960]  阿兵又反應了
[00:00:40.960 --> 00:00:43.040]  阿兵你可以說出來是什麼
[00:00:43.040 --> 00:00:44.960]  是的
[00:00:44.960 --> 00:00:48.260]  這就是民約六十裡面的內容
[00:00:48.260 --> 00:00:56.760]  我相信應該有不少的大英姊妹都有參加過教會裡面舉辦的民約六十的運動
[00:00:56.920 --> 00:01:01.560]  大家還記不記得這份民約裡面的誓詞
[00:01:01.560 --> 00:01:06.920]  或者這份民約六十的運動的目的是什麼
[00:01:06.920 --> 00:01:14.320]  民約六十這個運動在去年十二月完成了
[00:01:14.320 --> 00:01:19.880]  不過去到今天二零二四年的三月
[00:01:19.880 --> 00:01:22.720]  今天是十六號 是 十七號
[00:01:22.720 --> 00:01:23.720]  這一天
[00:01:24.600 --> 00:01:29.520]  大家還有沒有有參加過這份民約六十運動的大英姊妹
[00:01:29.520 --> 00:01:31.840]  你到今時今日這一刻
[00:01:31.840 --> 00:01:35.440]  你還有沒有繼續履行這份民約裡面的內容
[00:01:35.440 --> 00:01:43.360]  今天我們同樣都要去思想一個關於約的主題
[00:01:43.360 --> 00:01:47.560]  而剛才剛才所看到的經文裡面
[00:01:47.560 --> 00:01:50.920]  其實出現了一個很特別的概念
[00:01:50.920 --> 00:01:52.840]  就是新的約
[00:01:54.080 --> 00:01:55.920]  有新的約
[00:01:55.920 --> 00:01:57.800]  即是代表有舊的約
[00:01:57.800 --> 00:02:01.920]  那這份新的約有什麼特別呢
[00:02:01.920 --> 00:02:07.520]  跟我們所理解的新約有沒有關係
[00:02:07.520 --> 00:02:11.360]  以及這份新的約
[00:02:11.360 --> 00:02:15.040]  其實有沒有什麼東西我們需要去特別注意呢
[00:02:15.040 --> 00:02:21.240]  我們再看回耶利米書三十一章三十一至三十四節
[00:02:21.240 --> 00:02:22.600]  這四節的經文
[00:02:22.600 --> 00:02:25.680]  其實簡簡單單的四節經文裡面
[00:02:25.680 --> 00:02:27.880]  約這個字在原文裡面
[00:02:27.880 --> 00:02:30.320]  是在這四節經文出現了四次
[00:02:30.320 --> 00:02:33.200]  當然和修本是翻譯了多一次
[00:02:33.200 --> 00:02:34.280]  有五次之多
[00:02:34.280 --> 00:02:37.280]  但是他翻譯那一次都不太大問題的
[00:02:37.280 --> 00:02:40.000]  而在這段經文裡面提到
[00:02:40.000 --> 00:02:42.600]  上主要為以色列文
[00:02:42.600 --> 00:02:47.280]  包括北國和南國的百姓
[00:02:47.280 --> 00:02:49.080]  去立一份新的約
[00:02:50.240 --> 00:02:53.880]  我們要想想上主為了什麼事
[00:02:53.880 --> 00:02:57.840]  要和以色列文去立一份新的約呢
[00:02:57.840 --> 00:03:02.520]  這份新的約和舊的約有什麼不同呢
[00:03:02.520 --> 00:03:08.120]  首先我們看看舊的約
[00:03:08.120 --> 00:03:12.080]  舊的約就好像三十一章三十二節裡面所說的
[00:03:12.080 --> 00:03:15.600]  就是「者若不著我拉著他們祖宗的手
[00:03:15.600 --> 00:03:20.600]  令他們出埃及地的時候和他們所立的約」
[00:03:20.600 --> 00:03:23.280]  這裡所說的舊的約
[00:03:23.280 --> 00:03:26.880]  就是上主引領以色列文出埃及之後
[00:03:26.880 --> 00:03:29.360]  在西奶的曠野之地
[00:03:29.360 --> 00:03:31.000]  去頒布十戒
[00:03:31.000 --> 00:03:32.840]  以及立了一份的約
[00:03:32.840 --> 00:03:37.720]  也就是大家我們很熟悉的叫做西奶之約
[00:03:37.720 --> 00:03:41.840]  上主在這裡提及這份舊的約
[00:03:41.840 --> 00:03:43.520]  他是怎麼成立的
[00:03:43.520 --> 00:03:47.920]  他是拉著以色列人的手
[00:03:47.920 --> 00:03:50.520]  帶著他們離開埃及
[00:03:50.520 --> 00:03:57.040]  拉著這個字
[00:03:57.040 --> 00:04:01.200]  代表著有一個很有能力很有力量的人
[00:04:01.200 --> 00:04:05.440]  帶著一些弱小的人去拖著他們去行
[00:04:05.440 --> 00:04:09.160]  就好像我們當中在座
[00:04:09.160 --> 00:04:11.480]  都有不少都是爸爸媽媽
[00:04:13.000 --> 00:04:14.840]  我們還記得
[00:04:14.840 --> 00:04:17.400]  我們怎樣帶著我們的小朋友
[00:04:17.400 --> 00:04:19.680]  他們還是剛剛開始學行的時候
[00:04:19.680 --> 00:04:21.200]  他們怎樣上樓梯
[00:04:21.200 --> 00:04:24.120]  我們作為爸爸媽媽
[00:04:24.120 --> 00:04:25.920]  在座各位作為爸爸媽媽的
[00:04:25.920 --> 00:04:28.680]  我們都會拖著用手拖著他們
[00:04:28.680 --> 00:04:32.440]  我們用手拖著他們去上落樓梯
[00:04:32.440 --> 00:04:33.800]  因為我們知道
[00:04:33.800 --> 00:04:35.280]  他的小腳剛剛學行
[00:04:35.280 --> 00:04:37.600]  他都沒有足夠的力量
[00:04:37.600 --> 00:04:40.360]  去令到他去跨過那些樓梯
[00:04:40.360 --> 00:04:43.680]  所以他們這些小朋友都還很需要
[00:04:43.680 --> 00:04:47.080]  爸爸媽媽去拉著他們的手去上落樓梯
[00:04:47.080 --> 00:04:51.000]  以色列人就好像小朋友一樣
[00:04:51.000 --> 00:04:54.280]  他們在埃及圍爐已經四百多年了
[00:04:54.280 --> 00:04:56.960]  當時的以色列人根本沒有能力
[00:04:56.960 --> 00:05:00.440]  可以脫離他們作為奴隸的命運
[00:05:00.440 --> 00:05:03.200]  是上主所施行的能力
[00:05:03.200 --> 00:05:05.560]  讓到以色列的百姓
[00:05:05.560 --> 00:05:10.480]  能夠脫離這個埃及圍爐的命運
[00:05:10.480 --> 00:05:15.440]  當以色列人離開埃及之後
