
[00:00:00.000 --> 00:00:02.400]  我們在讀的是《舊約》聖經
[00:00:02.400 --> 00:00:05.120]  但是我們知道舊約只是一個影子
[00:00:05.120 --> 00:00:06.920]  它不是一個實體
[00:00:06.920 --> 00:00:08.600]  唯有在耶穌基督裏
[00:00:08.600 --> 00:00:11.200]  在新約裏面纔是一個實體
[00:00:11.200 --> 00:00:13.400]  所以我們的題目叫做
[00:00:13.400 --> 00:00:16.200]  我們的讀經計劃叫做
[00:00:16.200 --> 00:00:19.200]  《基督自保,盡嘗舊約》
[00:00:19.200 --> 00:00:21.800]  我們知道一切都指向耶穌基督
[00:00:21.800 --> 00:00:23.400]  與祂的空墳墓
[00:00:23.400 --> 00:00:25.400]  祂的十字架與空墳墓
[00:00:25.400 --> 00:00:30.200]  如果你看我們現在的讀經計劃
[00:00:30.200 --> 00:00:32.000]  我把它修改了一點
[00:00:32.000 --> 00:00:34.200]  今天讓大家多一天
[00:00:34.200 --> 00:00:36.400]  可以看這個29號
[00:00:36.400 --> 00:00:39.400]  就剛好是歷代至上29章
[00:00:39.400 --> 00:00:40.600]  今天讀完29章
[00:00:40.600 --> 00:00:44.000]  今天我跟大家錄的這個加油站
[00:00:44.000 --> 00:00:46.600]  也是29章的
[00:00:46.600 --> 00:00:48.800]  然後明天大家就可以開始
[00:00:48.800 --> 00:00:51.600]  歷代至下的一章跟兩章
[00:00:51.600 --> 00:00:52.600]  那從今天開始
[00:00:52.600 --> 00:00:57.200]  我再不會跟大家複習摩西五經前面的書本
[00:00:57.200 --> 00:01:01.000]  但我還是會盡量爲大家預備一些
[00:01:01.000 --> 00:01:02.200]  就是說複習一下
[00:01:02.200 --> 00:01:04.400]  比如說歷代至到底是講什麼
[00:01:04.400 --> 00:01:07.400]  但是我就不會再跟大家
[00:01:07.400 --> 00:01:08.800]  複習前面的東西
[00:01:08.800 --> 00:01:10.400]  因爲時間的關係
[00:01:10.400 --> 00:01:15.000]  然後我自己這一段時間也會非常忙碌
[00:01:15.000 --> 00:01:17.000]  希望大家如果你忘記了
[00:01:17.000 --> 00:01:19.200]  到底是前面的摩西五經
[00:01:19.200 --> 00:01:21.000]  還有其他的書本是講什麼的
[00:01:21.000 --> 00:01:25.400]  你可以自己回去去複習
[00:01:25.400 --> 00:01:28.200]  我想跟大家談談歷代至
[00:01:28.200 --> 00:01:30.600]  上一個禮拜如果你有聽我的加油站
[00:01:30.600 --> 00:01:32.600]  你知道歷代至你就讀下去
[00:01:32.600 --> 00:01:34.600]  你覺得有一點奇怪
[00:01:34.600 --> 00:01:36.000]  因爲你會覺得
[00:01:36.000 --> 00:01:38.200]  我不是剛剛讀過這個故事嗎
[00:01:38.200 --> 00:01:41.600]  我已經讀過沙漠記裏面的講大衛
[00:01:41.600 --> 00:01:44.200]  我也讀過所羅門在獵王記
[00:01:44.200 --> 00:01:46.400]  獵王記裏面有很多的故事
[00:01:46.400 --> 00:01:47.200]  我都有讀過
[00:01:47.200 --> 00:01:51.000]  爲什麼又再把它重複再寫呢
[00:01:51.000 --> 00:01:53.000]  原來這個歷代至的作者
[00:01:53.000 --> 00:01:54.800]  知道你已經看過沙漠記
[00:01:54.800 --> 00:01:56.800]  知道你已經看過獵王記
[00:01:56.800 --> 00:01:58.800]  然後他要把它重複寫
[00:01:58.800 --> 00:02:02.400]  因爲要告訴你一個不一樣的觀點與角度
[00:02:02.400 --> 00:02:03.400]  時代改變了
[00:02:03.400 --> 00:02:07.600]  他要想面對的神學主題也有點不一樣
[00:02:07.600 --> 00:02:10.800]  當你去看歷代至上下的時候
[00:02:10.800 --> 00:02:14.800]  你發覺在猶太人的希伯來文聖經裏面
[00:02:14.800 --> 00:02:16.600]  它是最後一本
[00:02:16.600 --> 00:02:19.400]  它是故意重複這個歷史
[00:02:19.400 --> 00:02:22.000]  然後有一點跟前面有一點不一樣
[00:02:22.000 --> 00:02:26.000]  然後那些不一樣的地方就突出了它的特質
[00:02:26.000 --> 00:02:30.000]  它是爲整本咒約總結的
[00:02:30.000 --> 00:02:32.600]  如果你去看這個歷代至
[00:02:32.600 --> 00:02:35.400]  你發覺它開始的第一個字是亞當
[00:02:35.400 --> 00:02:38.400]  它從亞當的家譜開始
[00:02:38.400 --> 00:02:40.200]  最後結束是迴歸
[00:02:40.200 --> 00:02:42.200]  它已經被錄迴歸了
[00:02:42.200 --> 00:02:45.200]  雖然他們還在等待天國的來臨
[00:02:45.200 --> 00:02:48.800]  但是這個已經是整個咒約的歷史
[00:02:48.800 --> 00:02:50.400]  從亞當開始
[00:02:50.400 --> 00:02:53.200]  從迴歸結束
[00:02:53.200 --> 00:02:55.600]  如果你從架構的角度來看
[00:02:55.600 --> 00:02:58.400]  你發覺第一章到第九章非常沉悶
[00:02:58.400 --> 00:03:00.000]  是不是 是講家譜
[00:03:00.000 --> 00:03:03.000]  但是其實你去讀這個家譜很有意思
[00:03:03.000 --> 00:03:06.200]  這個家譜有兩個很重要的重點
[00:03:06.200 --> 00:03:09.200]  它把大魏的家譜突出
[00:03:09.200 --> 00:03:13.800]  它也突出了歷魏人祭司的一個家譜
[00:03:13.800 --> 00:03:16.400]  然後第十章到第二十九章
[00:03:16.400 --> 00:03:17.800]  只講到Chronicle
[00:03:17.800 --> 00:03:20.000]  就是歷代至上的時候
[00:03:20.000 --> 00:03:21.800]  是講到大魏的事蹟
[00:03:21.800 --> 00:03:23.200]  在大魏的故事裏面
[00:03:23.200 --> 00:03:26.600]  你發覺他沒有在講大魏是犯了姦淫
[00:03:26.600 --> 00:03:28.400]  犯了殺人罪
[00:03:28.400 --> 00:03:30.800]  這不是他要告訴你他是一個好人
[00:03:30.800 --> 00:03:32.400]  而是他已經假釋
[00:03:32.400 --> 00:03:36.200]  你已經看過《獵王記》或《撒木爾記》
[00:03:36.200 --> 00:03:38.200]  你知道大魏不是一個完美的君主
[00:03:38.200 --> 00:03:41.200]  但是他在塑造一個將來
[00:03:41.200 --> 00:03:43.400]  這個將來裏面有一個君王要來
[00:03:43.400 --> 00:03:47.800]  他會好像是完美的一個大魏
[00:03:47.800 --> 00:03:52.400]  明年開始我們進入歷代至下的時候
[00:03:52.400 --> 00:03:55.600]  你會開始看尤大國的其他的君王
[00:03:55.600 --> 00:03:57.400]  從蜀羅門開始
[00:03:57.400 --> 00:03:59.200]  一直到他們滅國
[00:03:59.200 --> 00:04:00.800]  他們被奴
[00:04:00.800 --> 00:04:03.200]  然後最後有一點小小的迴歸
[00:04:03.200 --> 00:04:04.200]  我說小小的迴歸
[00:04:04.200 --> 00:04:07.000]  因爲迴歸之後到底會是怎麼樣
[00:04:07.000 --> 00:04:08.600]  他們應該回歸
[00:04:08.600 --> 00:04:10.600]  上帝應該的君王來臨
[00:04:10.600 --> 00:04:13.200]  要解決他們罪的問題
[00:04:13.200 --> 00:04:14.400]  赦免他們
[00:04:14.400 --> 00:04:16.200]  帶領他們進入上帝的國
[00:04:16.200 --> 00:04:19.000]  但是我們還沒有到那個地步
[00:04:19.000 --> 00:04:20.000]  我們還在等待
[00:04:20.000 --> 00:04:22.400]  當你在舊約結束的時候
[00:04:22.400 --> 00:04:24.000]  還是一個非常黑暗
[00:04:24.000 --> 00:04:29.200]  它整個故事還是代續還沒完的情況
[00:04:29.200 --> 00:04:30.600]  就如我剛纔所說
[00:04:30.600 --> 00:04:32.400]  當你去看他的家譜的時候
[00:04:32.400 --> 00:04:35.000]  他們非常強調大魏的家譜
[00:04:35.000 --> 00:04:38.400]  因爲整本的歷代史
[00:04:38.400 --> 00:04:41.200]  是期待着英雄君王的來臨
[00:04:41.200 --> 00:04:44.000]  他也非常強調歷魏的家譜
[00:04:44.000 --> 00:04:47.600]  因爲他整本的歷代志
[00:04:47.600 --> 00:04:51.000]  是期待着將來一個完美的祭司
[00:04:51.000 --> 00:04:55.200]  還有上帝永永遠遠的聖殿
[00:04:55.200 --> 00:04:58.400]  當我們去看大魏的事蹟的時候
[00:04:58.400 --> 00:05:01.400]  我們發覺除了他沒有說他犯罪的事情
[00:05:01.400 --> 00:05:03.600]  他也加了一些新的材料
[00:05:03.600 --> 00:05:04.600]  突出大魏
[00:05:04.600 --> 00:05:06.600]  突出大魏是什麼樣的角色
[00:05:06.600 --> 00:05:09.200]  他預備聖殿的角色
[00:05:09.200 --> 00:05:12.400]  如果你去看《撒末紀》的時候
[00:05:12.400 --> 00:05:14.600]  你會發覺大魏是沒有份
[00:05:14.600 --> 00:05:16.400]  因爲他留人學太多
[00:05:16.400 --> 00:05:19.400]  他不能爲上帝建造這個聖殿
[00:05:19.400 --> 00:05:22.200]  但反覆當你去看歷代志的時候
[00:05:22.200 --> 00:05:25.000]  儘管是所羅門建造這個聖殿
[00:05:25.000 --> 00:05:29.000]  但是大魏卻做了絕對絕多的
[00:05:29.000 --> 00:05:30.400]  這個預備的工作
[00:05:30.400 --> 00:05:31.400]  在這故事裏面
[00:05:31.400 --> 00:05:34.600]  他反覆又是好像一個新的摩西
[00:05:34.600 --> 00:05:38.200]  他摩西建立上帝的會墓
[00:05:38.200 --> 00:05:41.000]  大魏現在爲上帝的會墓
[00:05:41.000 --> 00:05:44.000]  這個聖殿做一個預備
[00:05:44.000 --> 00:05:47.600]  整本的歷代志
[00:05:47.600 --> 00:05:50.600]  是等待着將來一個完美的救助
[00:05:50.600 --> 00:05:51.800]  這個完美的救助
[00:05:51.800 --> 00:05:55.600]  就好像一個完美的大魏一樣來臨
[00:05:55.600 --> 00:05:57.400]  然後這個完美的救助
[00:05:57.400 --> 00:06:02.200]  也會爲我們帶來一個永遠上帝的聖殿
[00:06:02.200 --> 00:06:05.200]  這樣那個舊約就完了
[00:06:05.200 --> 00:06:07.200]  但是完了之後還是一個很黑暗
[00:06:07.200 --> 00:06:11.200]  因爲他們在等待這個完美的救助
[00:06:11.200 --> 00:06:12.600]  永遠的聖殿來臨
[00:06:12.600 --> 00:06:13.800]  當然我們知道一切
[00:06:13.800 --> 00:06:16.800]  最後在耶穌的十字架上面成就
[00:06:16.800 --> 00:06:18.400]  是耶穌的來臨
[00:06:18.400 --> 00:06:19.400]  完美的救助
[00:06:19.400 --> 00:06:21.200]  在十字架他拯救我們
[00:06:21.200 --> 00:06:23.600]  在十字架上他說
[00:06:23.600 --> 00:06:26.000]  車尾這個聖殿三天之內
[00:06:26.000 --> 00:06:28.600]  他要重建這個聖殿
[00:06:28.600 --> 00:06:30.000]  當你明白了這個
[00:06:30.000 --> 00:06:34.600]  我想帶你去看歷代志上第29章
[00:06:34.600 --> 00:06:36.400]  我們從第9節開始念
[00:06:36.400 --> 00:06:38.600]  這裏是講到大魏
[00:06:38.600 --> 00:06:43.000]  在整個歷代志上最後一章裏面
[00:06:43.000 --> 00:06:45.800]  我們看到他總結大魏的
[00:06:45.800 --> 00:06:49.000]  歷代志上第29章第9節這樣說
[00:06:49.000 --> 00:06:52.800]  因這些人全心樂意獻給耶和華
[00:06:52.800 --> 00:06:54.400]  白星就歡喜
[00:06:54.400 --> 00:06:57.400]  大魏王也大大的歡喜
[00:06:57.400 --> 00:07:00.000]  那這一節聖經跟後來幾節聖經
[00:07:00.000 --> 00:07:01.200]  都有個背景
[00:07:01.200 --> 00:07:03.400]  這個背景就是大魏
[00:07:03.400 --> 00:07:06.800]  爲上帝的聖殿的建造所預備
[00:07:06.800 --> 00:07:08.000]  他沒有建那個聖殿
[00:07:08.000 --> 00:07:11.800]  但是這個是他爲上帝的
[00:07:11.800 --> 00:07:13.600]  這個聖殿所預備的
[00:07:13.600 --> 00:07:16.600]  然後大家都樂意的捐獻
[00:07:16.600 --> 00:07:19.000]  是爲耶和華的聖殿
[00:07:19.000 --> 00:07:20.600]  當然我們知道
[00:07:20.600 --> 00:07:23.000]  當歷代志上寫的時候
[00:07:23.000 --> 00:07:25.400]  其實這個聖殿已經沒有了
[00:07:25.400 --> 00:07:27.400]  因爲他們已經被擄巴比倫
[00:07:27.400 --> 00:07:30.400]  所有的東西全部都沒有了
[00:07:30.400 --> 00:07:32.400]  但是他非常強調
