
[00:00:00.000 --> 00:00:06.600]  今日想同大家講到呢個題目叫做「使徒的真面目」
[00:00:06.600 --> 00:00:10.200]  當睇到呢個咁樣嘅題目嘅時候
[00:00:10.200 --> 00:00:13.800]  咁可能有啲頂展會有朋友會心諗
[00:00:13.800 --> 00:00:17.400]  係咪有啲咩秘密要講呢?
[00:00:17.400 --> 00:00:19.400]  所以要有咩真面目
[00:00:19.400 --> 00:00:24.200]  好似以前啲電視台有啲節目叫做咩「睇真啲」咁樣
[00:00:24.200 --> 00:00:26.400]  咁嚟到去揭開啲嘢啦
[00:00:26.400 --> 00:00:30.400]  咁我諗即係會更加會諗下會唔會好似
[00:00:30.400 --> 00:00:34.600]  達文新密碼咁樣帶畀一啲有趣嘅
[00:00:34.600 --> 00:00:38.200]  題目嚟到係去思考呢咁樣
[00:00:38.200 --> 00:00:40.600]  咁首先講呢就係
[00:00:40.600 --> 00:00:43.800]  即係我唔識得講啲揭秘呀嗰啲咁嘅嘢
[00:00:43.800 --> 00:00:45.800]  呢個唔係我嘅專長嚟㗎
[00:00:45.800 --> 00:00:47.000]  咁呢個唔係我
[00:00:47.000 --> 00:00:49.000]  咁另外就係呢
[00:00:49.000 --> 00:00:51.400]  我同好多大部分
[00:00:51.400 --> 00:00:54.200]  即係大家嘅人一樣
[00:00:54.200 --> 00:00:58.000]  我唔係話牧師或者傳道人
[00:00:58.000 --> 00:01:01.200]  我都係打份工嘅平常日子
[00:01:01.200 --> 00:01:05.800]  咁我唔係啲業內人士有啲咩嘅秘密想同大家講
[00:01:05.800 --> 00:01:09.000]  咁如果要問就問牧師啦
[00:01:09.000 --> 00:01:14.200]  咁係咁但係呢我想講嘅就係話
[00:01:14.200 --> 00:01:17.000]  昔日嘅教會裏面
[00:01:17.000 --> 00:01:21.400]  如果我哋頭先多謝Sandy幫我哋讀出呢段經文
[00:01:21.400 --> 00:01:27.800]  幫我哋讀出關於一啲使徒嘅一啲嘅事情
[00:01:27.800 --> 00:01:33.000]  昔日嘅使徒就好似彷彿今日嘅一啲嘅教會嘅領袖
[00:01:33.000 --> 00:01:36.800]  包括牧者或者一啲嘅長輩
[00:01:36.800 --> 00:01:40.600]  令到我哋對呢方面有啲咁樣嘅聯想
[00:01:40.600 --> 00:01:43.400]  亦都以為呢
[00:01:43.400 --> 00:01:45.400]  我哋再睇返就係話
[00:01:45.400 --> 00:01:47.200]  今日我哋再睇呢段經文
[00:01:47.200 --> 00:01:48.600]  頭先Sandy同你讀過啦
[00:01:48.600 --> 00:01:51.600]  關於使徒亦都關於
[00:01:51.600 --> 00:01:53.600]  即係我哋頭先聽嘅時候
[00:01:53.600 --> 00:01:56.800]  亦都包括保羅自己佢自身
[00:01:56.800 --> 00:01:58.800]  一啲嘅
[00:01:58.800 --> 00:02:00.800]  即係去述說返
[00:02:00.800 --> 00:02:02.800]  即係有啲咩發生過呀
[00:02:02.800 --> 00:02:03.800]  或者係點樣嘅事
[00:02:03.800 --> 00:02:06.200]  咁我哋從呢段經文裏面
[00:02:06.200 --> 00:02:10.000]  高林多前書嘅第四章一至第十三節裏面
[00:02:10.000 --> 00:02:12.400]  我哋希望嚟到係去睇一睇
[00:02:12.400 --> 00:02:15.000]  當其時呢一班嘅使徒
[00:02:15.000 --> 00:02:18.000]  保羅講到自己講到啲嘅使徒
[00:02:18.000 --> 00:02:20.800]  究竟佢哋係做緊啲咩嘢
[00:02:20.800 --> 00:02:22.800]  佢哋係啲咩嘅身份
[00:02:22.800 --> 00:02:23.800]  佢哋從何而嚟
[00:02:23.800 --> 00:02:25.800]  佢哋係做緊啲咩嘢
[00:02:25.800 --> 00:02:27.800]  嚟到係對應返我哋今日
[00:02:27.800 --> 00:02:29.800]  對於教會領袖
[00:02:29.800 --> 00:02:32.800]  以至於一般嘅領袖
[00:02:32.800 --> 00:02:33.800]  我哋嘅睇法
[00:02:33.800 --> 00:02:35.800]  有啲咩嘅唔同呢
[00:02:35.800 --> 00:02:39.800]  或者係話我哋對領袖呢樣嘢嘅睇法
[00:02:39.800 --> 00:02:41.800]  同保羅喺度所寫嘅
[00:02:41.800 --> 00:02:43.800]  係有幾大嘅落差呢
[00:02:43.800 --> 00:02:45.800]  咁
[00:02:45.800 --> 00:02:49.800]  首先我哋就從第一節嗰度嚟到係去睇一睇
[00:02:49.800 --> 00:02:51.800]  四章嘅第一節
[00:02:51.800 --> 00:02:56.800]  咁如果你有聖經嘅呢都可以打開我哋一齊跟住嚟睇
[00:02:56.800 --> 00:03:01.800]  咁首先第一節嗰度保羅呢度咁樣寫㗎和合本咁樣寫㗎
[00:03:01.800 --> 00:03:05.800]  人應當以我哋為基督的執事
[00:03:05.800 --> 00:03:10.800]  為上帝奧庇時的管家
[00:03:10.800 --> 00:03:15.800]  第一節呢度就已經係一個好明顯嘅一個嘅
[00:03:15.800 --> 00:03:19.800]  講咗一樣嘢就係話原來
[00:03:19.800 --> 00:03:25.800]  喺保羅眼中呢一個嘅使徒係有兩重嘅身份
[00:03:25.800 --> 00:03:27.800]  第一個就係執事
[00:03:27.800 --> 00:03:34.800]  咁關於執事有一啲嘅如果你係睇第二啲版本呢有啲係譯做servants
[00:03:34.800 --> 00:03:36.800]  即係譯做僕人
[00:03:36.800 --> 00:03:49.800]  呢個執事有啲咩嘅特點呢就係如果我哋再睇返之前第三章我哋之前第三章有講過啦第二即係第二二至第23節
[00:03:49.800 --> 00:03:55.800]  有講到其實係一切嘅事都係屬於上帝屬於基督
[00:03:55.800 --> 00:04:02.800]  基督係屬於上帝咁因此一切受造嘅事呀
[00:04:02.800 --> 00:04:09.800]  睇到睇唔到過去嘅事現在嘅事都因著喺基督嘅底下
[00:04:09.800 --> 00:04:26.800]  基督屬於上帝咁而一切嘅事呢啲受造之物都係屬於上帝嘅咁而我哋作為人如果我哋屬於基督嘅話呢我哋相信主相信基督嘅話呢呢啲嘅事都係屬於我哋嘅
[00:04:26.800 --> 00:04:46.800]  咁呢度我哋睇返就係話僕人呢個角色或者執事呢個角色就係話教會唔係畀佢哋喺度話事嘅而係佢哋都係屬於僕人嘅一部分屬於嚟到係去創造嘅一部分係屬於呢個群體嘅
[00:04:46.800 --> 00:05:15.800]  咁但係呢咁如果話呢啲嘅執事係為神嘅奧秘嚟到係去做事咁即係話佢哋唔自主啦咁即係係咪好似而家有啲有體制嘅教會就係教會有講啲咩嘢或者做啲咩嘢呢個嘅執事就要跟住去做呢咁樣咁亦都但係我哋睇返喺第一章呢度
[00:05:15.800 --> 00:05:44.800]  亦第一節呢第四章第一節呢度亦都有講呀呢一啲嘅使徒亦都係神奧秘嘅事嘅管家咁有關於奧秘嘅事嗰啲嘅詳情呢咁其實大家應該係去睇返哥倫多前書嘅第二章就有去好詳細嘅解釋不過喺呢度亦都簡單嚟到講呢就係話呢個嘅奧秘嘅事就係指到耶穌基督同埋佢嘅十字架
[00:05:44.800 --> 00:06:12.800]  當好多人以為要去贏要去得勝就係要去有擁有好多嘅權力好多嘅武力好多嘅財力嚟到係去先至嚟到係去得勝到嘅時候呢第二章哥倫多前書嘅第二章嗰個講基督卻係以十字架嘅事嚟到係去戰勝死亡
[00:06:12.800 --> 00:06:32.800]  係好多人嚟到講係覺得呢件係一件不可思議嘅事點樣係用一個軟弱用死亡十字架係一件凝聚嚟到去咗咁呢個就大家可以睇返第二章之前同大家睇過下或者自己去睇嘅時候你都可以睇得返但係呢件事係人所唔明白嘅事嚟㗎
[00:06:32.800 --> 00:07:00.800]  呢一個嘅死嘅人嚟到係去當然佢會復活啦但係嚟到係去戰勝呢一個嘅死亡戰勝呢個罪呢個係大家唔明白嘅事呢個就係嗰個奧秘咁我哋喺過去呢個幾月以至過去呢幾個星期我哋都見證過呀我哋喺世界嘅政治或者嗰個嘅軍事我哋睇過呢個嘢嘅時候呢個嘢係一個嘅奧秘嘅事
[00:07:00.800 --> 00:07:27.800]  嗰個嘅軍事我睇到一個擁有絕對武力絕對軍力嘅國家佢哋可以將人哋第二個國家嘅總統阿山擒到自己嘅國家裏面等下受審啦亦都睇見佢可以出動絕對嘅軍力嚟到係去救返佢一個嘅士兵咁樣我睇見喺呢個現代嘅世界裏面我哋都睇見一種絕對嘅能力
[00:07:27.800 --> 00:07:56.800]  你都係去壓制另外一個一啲嘅能力嚟到係達成佢哋所做嘅事咁而家咪話大家咪要一同嚟到係做一個嘅升級啦你嘅能力大啲咩我就再加自己嘅能力總之係一個嘅升級希望呢你都係透過呢個咁樣嘅自我能力嗰個增加嚟到係去你都係去贏對方你都係冚個對方你都係去
[00:07:56.800 --> 00:08:25.800]  使到自己要達成嘅目標嚟到係去達成但係我哋睇見上帝出自逐基督同埋佢嘅十字架一個體諒好似係失敗者你都係去勝過死亡並且將所有萬事嚟到係收歸佢嘅氣下呢個係方法係有為人嘅常理所明白保羅喺度再次重申
[00:08:25.800 --> 00:08:40.800]  只存基督同埋佢嘅十字架而佢喺呢件事上係作為一個官家係呢個嘅奧秘呢啲嘅上帝奧秘嘅事係引領人嚟到係去真係同神修和
[00:08:40.800 --> 00:09:09.800]  先能夠係要上帝嘅靈先係明白咁呢個就係嗰個管家嗰個嘅角色咁我哋睇見呢一個嘅保羅講述到呢個嘅使徒嘅呢個雙重嘅角色呀既係執事亦都係上帝奧秘嘅管家呢件事嘅時候咁我哋就要睇啦咁究竟佢哋係要做啲咩嘢
[00:09:09.800 --> 00:09:12.800]  咁我哋就睇下第二節
[00:09:12.800 --> 00:09:27.800]  第二節嗰度咁講所求於管家的事要他要忠心呢個講就係講呢啲嘅管家神嘅奧秘士嘅管家所要嘅係忠心
[00:09:27.800 --> 00:09:49.800]  原來呢個管家唔係擁有教會呢啲管家佢哋係受上帝嘅委派委託你都係去看守呢個教會確保教會係全港呢個基督同埋十字架
[00:09:49.800 --> 00:10:00.800]  咁呢個呢就其實可能我哋都唔係一啲即係得罪啲講句我哋唔係啲咩大富人家
[00:10:00.800 --> 00:10:07.800]  我哋都係從一啲閱讀呀或者係從一啲甚至咁講啦片集呢
[00:10:07.800 --> 00:10:12.800]  即係即係啲古裝片或者啲管家咁樣呢
[00:10:12.800 --> 00:10:15.800]  佢係打工嘅
[00:10:15.800 --> 00:10:23.800]  咁老細要佢去看住呢個屋企咁打理得井井有條咁樣
[00:10:23.800 --> 00:10:29.800]  但係好似一個僕人咁樣好似冇自主性
[00:10:29.800 --> 00:10:35.800]  但係管家另外一個嘅角色就係話佢要維持呢個家嘅秩序
[00:10:35.800 --> 00:10:41.800]  甚至如果你係一個皇室你要維持整個皇室嘅管家皇室嘅運作
[00:10:41.800 --> 00:10:52.800]  咁會講呢戲裏面係咪有啲少主嘅即係未做即係儲君呀或者係未做皇帝即係大支
[00:10:52.800 --> 00:11:01.800]  管家嘅工作都係喺佢哋未長大成人之前呢都係去教導佢哋
[00:11:01.800 --> 00:11:10.800]  即係無論你係睇青裝片又好或者係睇英國宮廷片都係咁樣㗎啦
[00:11:10.800 --> 00:11:21.800]  個少主呀或者係個皇帝嗰啲公主呀都會見到個管家都好驚呀驚佢哋都係去做錯嘢嚟到係罰佢呀咁樣
[00:11:21.800 --> 00:11:29.800]  咁我哋睇到一樣嘢就係話原來管家雖然佢嗰個身份上係好似係一個被
[00:11:29.800 --> 00:11:38.800]  係一個好似打工嘅或者係一個唔係一個自主嘅人係一個甚至講話係一個僕人
[00:11:38.800 --> 00:11:45.800]  但係佢亦都係因為佢管家呢個身份呢係被授予一啲嘅權力
[00:11:45.800 --> 00:11:55.800]  嚟到去管束一啲未來會管返佢嘅人嚟到係去確保佢哋係有一個正常健康
[00:11:55.800 --> 00:12:04.800]  喺呢個嘅正路嚟講嚟到係去成長嘅道路咁我哋睇見原來呢個管家係有呢個權利
[00:12:04.800 --> 00:12:11.800]  咁而呢度第二節我啱啱讀到就係對呢啲嘅管家係需要有要求係忠心
[00:12:11.800 --> 00:12:22.800]  咁忠心啲咩呢又係返返去頭先一路我不露全幅就係究竟係咪忠心於去傳基督同埋佢十字下嘅道理呢
[00:12:22.800 --> 00:12:28.800]  咁呢個就係你睇返之前嘅經文你即係唔係憑空想出嚟㗎呢個係一路講緊嘅
[00:12:28.800 --> 00:12:47.800]  即係即係我哋今日有個教會有好多唔同嘅班有好多唔同嘅嘢呀烹飪班跳舞班空手道台權度乜乜好多嘢呀補習班嗰啲都即係以現有社區嚟講唔係唔係大問題嘅
[00:12:47.800 --> 00:12:57.800]  只不過就係話喺做曬呢啲嘢嘅時候究竟基督嘅道係咪係咪得到傳開呢
[00:12:57.800 --> 00:13:19.800]  還是係我哋喺呢啲嘅處理呢啲康樂文娛呀community service呢啲嘢嘅時候呢我哋慢慢都唔記得咗最主要嘅角色我哋就係讓人係知道基督同佢十字下嘅道理呢
[00:13:19.800 --> 00:13:35.800]  咁呢個我哋就即係作為喺教會無論我哋係咩位置我哋都係有呢個警醒不過睇到呢兩節經文嘅時候我哋有一個要搞清楚我哋有兩方面可能嘅誤會
[00:13:35.800 --> 00:13:59.800]  第一個就係話我哋以為教會嘅領袖不論係牧師或者係傳道人我哋都以為佢哋係教會嘅老闆乜嘢都係話世事嘅永遠呢佢講嘅嘢都係要一錘定音佢講嘅嘢你就係要去跟要去做
[00:13:59.800 --> 00:14:22.800]  咁但係我哋喺當中有冇審審測到就係話究竟呢個傳道人或者牧師佢喺教嘅事好似講一錘定音嘅事究竟係帶領弟兄會更加對基督更加嘅認識呀對於十字架對於教會更加明瞭了解
[00:14:22.800 --> 00:14:51.800]  還是話keep the ball rolling有啲時工咁大家即係教會運作呢咁呢個我哋係要第一方面我哋第一個誤會我哋要搞清楚對傳道人對教會嘅身份第二個呢誤解呢就係以為牧師傳道都係打份工嘅啫咁教會有錢請嘅咁咪洗到就洗囉見咗個堂咯咁咪請個位啦
[00:14:51.800 --> 00:15:01.800]  咁咪請個牧師嚟即係衰啲講句連個連個janitor都慳返嘅咁有啲位置下咁但係我哋睇見唔係呀
[00:15:01.800 --> 00:15:30.800]  神嘅僕人係係授權喺教會裏面嚟到去教導你都係去執行佢哋嘅職責嚟到去教導人認識基督認識十字架喺呢方面正如好似嗰個頭先講過嗰啲嘅咁嘅古裝片呀少主都要聽嗰個嘅嘅嘅管家話even though eventually
[00:15:30.800 --> 00:15:59.800]  最後就算最後呢一個嘅少主長大後係話係話事係掌管呢個家庭呢個皇室嘅人都好喺佢未真正成為主人之先佢係需要服從管家嘅教導佢有好多唔成熟嘅地方係需要呢個管家嚟到去看護保護咁呢個我哋要明白呢個嘅管家嗰個嘅道理
[00:15:59.800 --> 00:16:06.800]  基於保羅對呢一個嘅身份嘅明白
[00:16:06.800 --> 00:16:28.800]  第三節
[00:16:28.800 --> 00:16:31.800]  我自己也不論自己
[00:16:31.800 --> 00:16:33.800]  我雖不覺自己有錯
[00:16:33.800 --> 00:16:36.800]  卻也不能因此得以稱義
[00:16:36.800 --> 00:16:40.800]  但判斷我的乃是主
[00:16:40.800 --> 00:16:44.800]  原來明白到一樣嘢
[00:16:44.800 --> 00:16:45.800]  使徒
[00:16:45.800 --> 00:16:53.800]  最終要終身嘅最終嘅對象終身嘅對象係上帝佢自己
[00:16:53.800 --> 00:16:57.800]  而判斷呢件事嘅事係上帝
[00:16:57.800 --> 00:17:07.800]  所以喺呢度嚟到嚟到講呀講到呢度佢受到嗰唔多人嘅論論斷或者係點樣點樣講佢
[00:17:07.800 --> 00:17:12.800]  佢都係睇咗一啲極少嘅事
[00:17:12.800 --> 00:17:20.800]  今日我哋面對別人嘅批評係點樣我哋會好緊張
[00:17:20.800 --> 00:17:27.800]  我哋尤其是一個social media嘅年代
[00:17:27.800 --> 00:17:31.800]  我哋有陣時擺個comment喺度
[00:17:31.800 --> 00:17:36.800]  有啲人舉個手指公呀比個讚你呀
[00:17:36.800 --> 00:17:39.800]  好開心呀咁樣
[00:17:39.800 --> 00:17:43.800]  但有啲人畀啲唔好話講埋啲嘢傻嘅
[00:17:43.800 --> 00:17:45.800]  你冇腦㗎
[00:17:45.800 --> 00:17:49.800]  咁你又會好情緒好低落呀咁樣
[00:17:49.800 --> 00:17:54.800]  我哋係情緒我哋係畀呢啲嘢牽制住
[00:17:54.800 --> 00:17:56.800]  畀別人嘅說話牽制住
[00:17:56.800 --> 00:17:59.800]  人哋點睇我係最重要
[00:17:59.800 --> 00:18:05.800]  但係呢度講使徒嗰個嘅情形就係話
[00:18:05.800 --> 00:18:09.800]  你呢班人講啲咩嘢佢都係好興旱
[00:18:09.800 --> 00:18:12.800]  係睇一啲極少嘅事唔係話冇嘢
[00:18:12.800 --> 00:18:14.800]  有多嘢要處理
[00:18:14.800 --> 00:18:20.800]  咁所以即係保羅先寫咗十幾章嘅經典呀
[00:18:20.800 --> 00:18:23.800]  咁大有都要處理但問題係最主要就係
[00:18:23.800 --> 00:18:26.800]  上帝點睇你呀
[00:18:26.800 --> 00:18:28.800]  你係咪忠心嗰個呀
[00:18:28.800 --> 00:18:32.800]  你係咪做得好風光好成個個人好多掌聲呀
[00:18:32.800 --> 00:18:34.800]  但係上帝
[00:18:34.800 --> 00:18:36.800]  喺呢啲嘅掌聲嘅當中
[00:18:36.800 --> 00:18:38.800]  又冇say呀
[00:18:38.800 --> 00:18:41.800]  喺我哋自己嘅心中又冇say呀
[00:18:41.800 --> 00:18:47.800]  甚至保羅亦都講佢自己都唔論斷自己
[00:18:47.800 --> 00:18:52.800]  保羅講呢個就係話唔係話我
[00:18:52.800 --> 00:18:55.800]  我即係叫盤皮呀
[00:18:55.800 --> 00:18:57.800]  即係盤皮明唔明呀
[00:18:57.800 --> 00:18:59.800]  即係殺賴
[00:18:59.800 --> 00:19:00.800]  唔
[00:19:00.800 --> 00:19:02.800]  我哋要睇下貓子呀
[00:19:02.800 --> 00:19:03.800]  佢叫抵賴
[00:19:03.800 --> 00:19:06.800]  唔關我事呀呢啲上帝你嘅事
[00:19:06.800 --> 00:19:08.800]  我唔理
[00:19:09.800 --> 00:19:12.800]  唔係講呢啲嘢嚟到係抵賴
[00:19:12.800 --> 00:19:13.800]  而係話
[00:19:13.800 --> 00:19:18.800]  而保羅亦都好自己好清心直率咁講
[00:19:18.800 --> 00:19:20.800]  我根本即係我自己嚟講
[00:19:20.800 --> 00:19:22.800]  我都唔覺得自己有犯錯
[00:19:22.800 --> 00:19:26.800]  我唔係唔係唔係
[00:19:26.800 --> 00:19:28.800]  因為呢啲犯錯
[00:19:28.800 --> 00:19:30.800]  我我我我真係有犯錯
[00:19:30.800 --> 00:19:34.800]  於是我就話我唔理你啲啲人哋
[00:19:34.800 --> 00:19:36.800]  你話我哋而家啲人最輕㗎嘛
[00:19:36.800 --> 00:19:38.800]  我唔care你點睇
[00:19:38.800 --> 00:19:43.800]  因為我覺得自己做嘅嘢你做咩要管束我
[00:19:43.800 --> 00:19:44.800]  關你咩事
[00:19:44.800 --> 00:19:45.800]  保羅唔係呢個態度
[00:19:45.800 --> 00:19:46.800]  而係話
[00:19:46.800 --> 00:19:48.800]  佢自己都冇犯錯呀
[00:19:48.800 --> 00:19:50.800]  佢自己都講自己冇犯錯
[00:19:50.800 --> 00:19:53.800]  但係佢自己檢醒自己嘅時候
[00:19:53.800 --> 00:19:56.800]  佢都覺得佢自己都冇犯錯
[00:19:56.800 --> 00:19:59.800]  嚟到係去作為一個提醒
[00:19:59.800 --> 00:20:02.800]  不過佢想講嘅就係話
[00:20:02.800 --> 00:20:06.800]  呢啲嘢唔係靠呢樣嘢嚟到係去
[00:20:06.800 --> 00:20:09.800]  喺面喺神面前嚟到係去
[00:20:09.800 --> 00:20:10.800]  清移
[00:20:10.800 --> 00:20:13.800]  好似呢度講啦第四節嗰度講㗎嘛
[00:20:13.800 --> 00:20:16.800]  卻不能因此得以清移
[00:20:16.800 --> 00:20:19.800]  即係唔係靠人哋點睇我
[00:20:19.800 --> 00:20:22.800]  或者係我自己點睇自己
[00:20:22.800 --> 00:20:26.800]  嚟到係去決定我係唔係喺神面前嚟到係清移呀
[00:20:26.800 --> 00:20:29.800]  嗱係話最終審判嗰個係神
[00:20:29.800 --> 00:20:31.800]  最終判斷嗰個係神
[00:20:31.800 --> 00:20:35.800]  點樣去面對呢個上帝先至係最重要
[00:20:35.800 --> 00:20:37.800]  我係唔係忠心呢樣嘢唔係
[00:20:37.800 --> 00:20:40.800]  A呀B甚至我自己嚟到係判斷
[00:20:40.800 --> 00:20:44.800]  呢種時候到嘅時候神嚟到決定囉
[00:20:44.800 --> 00:20:47.800]  因此佢將呢啲事係睇為
[00:20:47.800 --> 00:20:50.800]  好別人嘅批評論斷
[00:20:50.800 --> 00:20:53.800]  嚟到係去當為一件好
[00:20:53.800 --> 00:20:54.800]  好輕嘅事
[00:20:54.800 --> 00:20:56.800]  到到時候到了呀呢度
[00:20:56.800 --> 00:20:59.800]  呀頭先再睇下我哋睇第五節
[00:20:59.800 --> 00:21:02.800]  所以時候未到
[00:21:02.800 --> 00:21:04.800]  什麼都不要論斷
[00:21:04.800 --> 00:21:06.800]  只等主來
[00:21:06.800 --> 00:21:09.800]  他要照出暗中嘅忍情
[00:21:09.800 --> 00:21:12.800]  顯明人心嘅意念
[00:21:12.800 --> 00:21:16.800]  那時各人要從上帝那裡得著稱讚
