
[00:00:00.000 --> 00:00:01.320]  我們再一起祈禱
[00:00:01.320 --> 00:00:05.480]  主我們感恩在這個動盪的時候
[00:00:05.480 --> 00:00:09.240]  我們繼續在這個地方來敬拜
[00:00:09.240 --> 00:00:10.360]  我們多謝祢
[00:00:10.360 --> 00:00:11.760]  我們能夠這樣做
[00:00:11.760 --> 00:00:14.640]  是靠著主祢的大能
[00:00:14.640 --> 00:00:15.920]  祢的恩典
[00:00:15.920 --> 00:00:19.280]  祢所賜給我們心裏面的平安
[00:00:19.280 --> 00:00:20.520]  我們多謝祢
[00:00:20.520 --> 00:00:24.400]  在各方面我們領受到祢的恩典
[00:00:24.400 --> 00:00:25.680]  祢的臨在
[00:00:25.680 --> 00:00:28.480]  今天我們繼續學習聖經的說話
[00:00:28.480 --> 00:00:30.520]  繼續在這個世代裏面
[00:00:30.520 --> 00:00:35.400]  成為這個社會的明燈
[00:00:35.400 --> 00:00:37.600]  照亮周圍的黑暗
[00:00:37.600 --> 00:00:40.840]  有人心裏面有恐懼擔憂的時候
[00:00:40.840 --> 00:00:42.200]  主幫助我們
[00:00:42.200 --> 00:00:46.000]  將基督的平安帶到他們的心裏面
[00:00:46.000 --> 00:00:48.840]  讓他們知道有一位救主
[00:00:48.840 --> 00:00:50.640]  有一位創造他們生命
[00:00:50.640 --> 00:00:53.160]  拯救他們靈魂的主
[00:00:53.160 --> 00:00:55.800]  與他們同行同在
[00:00:55.800 --> 00:00:59.080]  主祢賜福給我們所有
[00:00:59.080 --> 00:01:01.200]  無論在這裏現場敬拜
[00:01:01.200 --> 00:01:06.600]  或者在家裏面收看直播的願主
[00:01:06.600 --> 00:01:09.560]  祢都這樣帶領看顧
[00:01:09.560 --> 00:01:12.840]  我們祈求禱告奉靠救主耶穌的名
[00:01:12.840 --> 00:01:13.880]  阿門
[00:01:13.880 --> 00:01:17.560]  事實上這個時代
[00:01:17.560 --> 00:01:21.040]  都不只是因為有肺炎的緣故
[00:01:21.040 --> 00:01:21.920]  很多年來
[00:01:21.920 --> 00:01:29.360]  我們都生活在之前有一種恐襲的陰影裏面
[00:01:29.360 --> 00:01:32.000]  在各種病症的時候
[00:01:32.000 --> 00:01:33.760]  大家又記得十多年前
[00:01:33.760 --> 00:01:37.240]  沙士那種恐慌
[00:01:37.240 --> 00:01:44.440]  有些是沙士發生了之後才來的弟兄姊妹
[00:01:44.440 --> 00:01:46.680]  他們當時在香港
[00:01:46.680 --> 00:01:49.280]  我們來了這裏很久
[00:01:49.280 --> 00:01:51.200]  他們經常都告訴我們
[00:01:51.200 --> 00:01:54.480]  你們沒有經過沙士那段時間
[00:01:54.480 --> 00:01:57.680]  你們沒有試過那種恐慌
[00:01:57.680 --> 00:01:59.840]  一方面我們感恩
[00:01:59.840 --> 00:02:02.040]  不需要經歷那段時間
[00:02:02.040 --> 00:02:07.600]  但我們亦體會很多人心裏面有很多的恐慌
[00:02:07.600 --> 00:02:09.160]  就算不是恐襲
[00:02:09.160 --> 00:02:10.560]  就算不是恐慌
[00:02:10.560 --> 00:02:13.600]  這個時代都是一個不信的時代
[00:02:13.600 --> 00:02:15.200]  一個懷疑的時代
[00:02:15.200 --> 00:02:17.440]  一個物質主義的時代
[00:02:17.440 --> 00:02:19.480]  在這個時代裏面
[00:02:19.480 --> 00:02:21.720]  做耶穌的門徒
[00:02:21.720 --> 00:02:26.960]  我們都知道是有不少的困難
[00:02:26.960 --> 00:02:28.760]  但我們亦都要想回
[00:02:28.760 --> 00:02:32.240]  其實我們面對這些困難挑戰
[00:02:32.240 --> 00:02:36.400]  亦都不是只是現在這個21世紀的時候
[00:02:36.400 --> 00:02:39.280]  才會遇到的事
[00:02:39.280 --> 00:02:43.440]  在當時的社會
[00:02:43.440 --> 00:02:46.280]  保羅寫這封書信給他的時候
[00:02:46.280 --> 00:02:50.840]  當時的社會亦都是一樣的情況
[00:02:50.840 --> 00:02:53.040]  一樣是一個不信的時代
[00:02:53.040 --> 00:02:55.640]  一樣是一個懷疑的時代
[00:02:55.640 --> 00:02:58.960]  在當時的信徒教會的周圍
[00:02:58.960 --> 00:03:01.440]  是有很多不信的人
[00:03:01.440 --> 00:03:04.960]  無論你想到是希臘的神話裏面
[00:03:04.960 --> 00:03:09.680]  他們真是有那些希臘人所相信的
[00:03:09.680 --> 00:03:11.760]  他們所敬拜的神
[00:03:11.760 --> 00:03:15.680]  亦都是有猶太教那些的信眾
[00:03:15.680 --> 00:03:21.280]  他們要排斥甚至是要迫害信耶穌的人
[00:03:21.280 --> 00:03:23.080]  和我們這個時代
[00:03:23.080 --> 00:03:27.880]  其實有很多的情況是非常之的相似
