
[00:00:00.000 --> 00:00:02.000]  領事會主內平安
[00:00:02.000 --> 00:00:04.940]  在今天早上我們繼續一起透過
[00:00:04.940 --> 00:00:08.420]  《使徒行傳》我們去思想今年教會的主題
[00:00:08.420 --> 00:00:10.880]  「傳揚福音」
[00:00:10.880 --> 00:00:13.020]  今天我們來到第八章
[00:00:13.020 --> 00:00:16.840]  是《使徒行傳》裏面一個很重要的轉捩點
[00:00:16.840 --> 00:00:20.020]  在司禮反殉道之後
[00:00:20.020 --> 00:00:23.740]  碧白開始臨到教會
[00:00:23.740 --> 00:00:27.140]  信徒都開始要流散到不同的地方
[00:00:27.140 --> 00:00:28.820]  就在這個背景之下
[00:00:28.820 --> 00:00:30.820]  今日經文記載了一個
[00:00:30.820 --> 00:00:35.660]  很出人意表的差遣和相遇
[00:00:35.660 --> 00:00:38.200]  當中有兩位主角
[00:00:38.200 --> 00:00:43.900]  一位是一直尋索信仰的埃提雅伯太監
[00:00:43.900 --> 00:00:49.020]  另一位是夢神差遣的報道者肥利
[00:00:49.020 --> 00:00:52.260]  因著他們的一個很特別的相遇
[00:00:52.260 --> 00:00:56.660]  太監的生命經歷了一個很大的突破和轉化
[00:00:56.660 --> 00:01:00.400]  福音亦因此能夠傳得去更遠的地方
[00:01:00.400 --> 00:01:02.740]  而我們從肥利的身上
[00:01:02.740 --> 00:01:05.440]  我們都會看到一個很堅韌的生命
[00:01:05.440 --> 00:01:08.600]  一個能夠被主使用的報道者的生命
[00:01:08.600 --> 00:01:10.360]  它有什麼特質呢?
[00:01:10.360 --> 00:01:14.380]  在當中有很多值得我們去學習的地方
[00:01:14.380 --> 00:01:16.940]  首先讓我們一起去看今日經文的記載
[00:01:16.940 --> 00:01:21.940]  我們先一起去讀經文的二十六至三十五節
[00:01:21.940 --> 00:01:26.820]  「預備起,有主的一個使者對肥利說:
[00:01:26.820 --> 00:01:32.940]  「起來,向南走,往那從耶路撒冷下加薩的路上去。」
[00:01:32.940 --> 00:01:36.840]  那路是曠野,肥利就起身去了
[00:01:36.840 --> 00:01:39.700]  不料有一個埃提雅伯人
[00:01:39.700 --> 00:01:42.480]  試過有大權的太監
