
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹,午安!
[00:00:02.000 --> 00:00:04.000]  歡迎大家來到十格基督教會
[00:00:04.000 --> 00:00:08.000]  很感恩我們能夠繼續一齊看《肥納比書》
[00:00:08.000 --> 00:00:12.000]  我們是在2023年2月開始這個系列的
[00:00:12.000 --> 00:00:15.000]  已經經過兩年半多一點了
[00:00:15.000 --> 00:00:18.000]  今天我們終於將整本《肥納比書》看完一次了
[00:00:18.000 --> 00:00:22.000]  今天就是我們《肥納比書》講道系列的第十四篇
[00:00:22.000 --> 00:00:25.000]  我們會看四章十至二十三節
[00:00:25.000 --> 00:00:30.000]  講道題目是《基督因為天父榮耀》
[00:00:30.000 --> 00:00:36.000]  我們是按照這個線型結構去看《肥納比書》的
[00:00:36.000 --> 00:00:41.000]  ABCDE D' C' B' A'
[00:00:41.000 --> 00:00:45.000]  而線型的結構是為了突出中間的部分
[00:00:45.000 --> 00:00:49.000]  保羅寫《肥納比書》的時候是要突顯中間的部分
[00:00:49.000 --> 00:00:51.000]  就是基督之歌
[00:00:51.000 --> 00:00:53.000]  今天我們已經來到最後了
[00:00:53.000 --> 00:00:56.000]  最後的部分是B'和A'
[00:00:56.000 --> 00:00:58.000]  我們會稍後看到今天的經文
[00:00:58.000 --> 00:01:02.000]  是怎樣和A和B這兩部分去相呼應的
[00:01:02.000 --> 00:01:08.000]  剛才Margaret已經幫我們讀了一次今天的講道經文了
[00:01:08.000 --> 00:01:11.000]  而在四章十至十九節這一段
[00:01:11.000 --> 00:01:15.000]  其實司徒保羅面對著一個挺難處理的情況
[00:01:15.000 --> 00:01:19.000]  因為一方面他很想誠心實意地
[00:01:19.000 --> 00:01:22.000]  對《肥納比教會》的弟兄姊妹說聲多謝
[00:01:22.000 --> 00:01:26.000]  因為《肥納比教會》的弟兄姊妹一直都用金錢去支持他
[00:01:26.000 --> 00:01:29.000]  不論是過去還是現在
[00:01:29.000 --> 00:01:31.000]  這份心意他都收到了
[00:01:31.000 --> 00:01:33.000]  不過在另外一方面
[00:01:33.000 --> 00:01:37.000]  他又很擔心他的弟兄姊妹會錯意
[00:01:37.000 --> 00:01:40.000]  所以他必須將說話講清楚
[00:01:40.000 --> 00:01:42.000]  怕什麼呢?怕他們會錯意什麼呢?
[00:01:42.000 --> 00:01:45.000]  就是保羅所做的工作
[00:01:45.000 --> 00:01:50.000]  他去傳道並不是因為有人資助他才去做的
[00:01:50.000 --> 00:01:55.000]  他的動力和倚靠完全不是來自這些金錢上的幫助
[00:01:55.000 --> 00:01:58.000]  所以保羅怎麼做呢?
[00:01:58.000 --> 00:01:59.000]  他很聰明
[00:01:59.000 --> 00:02:03.000]  一方面他會將感謝的說話講出口去表達他的感激
[00:02:03.000 --> 00:02:07.000]  但緊接著他又會馬上去做一些補充的說明
[00:02:07.000 --> 00:02:10.000]  就好像在打預防針一樣
[00:02:10.000 --> 00:02:14.000]  他很怕他的弟兄姊妹誤會他是因為錢才去傳福音的
[00:02:14.000 --> 00:02:17.000]  他用這種方法一方面保住情分
[00:02:17.000 --> 00:02:20.000]  一方面講清楚他的原則
[00:02:20.000 --> 00:02:24.000]  我們開始看今天的經文
[00:02:24.000 --> 00:02:27.000]  四章十節,我靠主大大喜樂
[00:02:27.000 --> 00:02:31.000]  因為你們關懷我的心如今又表現了出來
[00:02:31.000 --> 00:02:36.000]  其實你們一直都關懷我,只是沒有機會罷了
[00:02:36.000 --> 00:02:40.000]  保羅在第十節充滿喜樂地表達他的心情
[00:02:40.000 --> 00:02:42.000]  他為什麼這麼高興呢?
[00:02:42.000 --> 00:02:46.000]  是因為肥立比人終於又有機會去關心他了
[00:02:46.000 --> 00:02:49.000]  這件事令他非常非常開心
[00:02:49.000 --> 00:02:52.000]  在這裡要講一點背景
[00:02:52.000 --> 00:02:56.000]  其實之前保羅在馬其頓和阿蓋亞這些地方
[00:02:56.000 --> 00:02:58.000]  一直在新教會的時候
[00:02:58.000 --> 00:03:00.000]  其實生活是很不容易的
[00:03:00.000 --> 00:03:03.000]  他有一段時間要一邊傳道
[00:03:03.000 --> 00:03:07.000]  一邊還要在作坊裡去織帳篷賺錢養活自己
[00:03:07.000 --> 00:03:11.000]  在那個時間肥立比信徒就已經非常慷慨了
[00:03:11.000 --> 00:03:16.000]  他們是超出自己能力主動地為保羅加碼送錢
[00:03:16.000 --> 00:03:20.000]  去補貼他的需要,成為他強大的後盾
[00:03:20.000 --> 00:03:23.000]  不過可能後來有一段時間
[00:03:23.000 --> 00:03:25.000]  可能因為他們自己都窮
[00:03:25.000 --> 00:03:27.000]  還是他實在拿不出錢來的關係
[00:03:27.000 --> 00:03:31.000]  可能中間有一段時間他沒有能夠支持保羅
[00:03:31.000 --> 00:03:35.000]  所以現在當他們再能夠這樣做的時候
[00:03:35.000 --> 00:03:37.000]  保羅就特別為他們很開心了
[00:03:37.000 --> 00:03:40.000]  不是因為他再收到錢
[00:03:40.000 --> 00:03:45.000]  而是因為這份重新回來的心意去感到欣慰
[00:03:45.000 --> 00:03:47.000]  雖然保羅這麼開心
[00:03:47.000 --> 00:03:50.000]  但是他緊接著就講明一個非常重要的點
[00:03:50.000 --> 00:03:53.000]  因為他不想肥立比信徒誤會
[00:03:53.000 --> 00:03:57.000]  「我並不是因缺乏而說這話
[00:03:57.000 --> 00:04:01.000]  因為我已經學會無論在什麼境況都可以知足
[00:04:01.000 --> 00:04:05.000]  我知道怎樣處悲戰也知道怎樣處豐富
[00:04:05.000 --> 00:04:09.000]  或飽足或飢餓或有餘或缺乏
[00:04:09.000 --> 00:04:13.000]  任何事情、任何警方我都得了被決
[00:04:13.000 --> 00:04:15.000]  我靠著那家給我力量的
[00:04:15.000 --> 00:04:18.000]  凡事都能做」
[00:04:18.000 --> 00:04:20.000]  不知道大家還記不記得
[00:04:20.000 --> 00:04:23.000]  上一篇《道主近了》在開頭的時間
[00:04:23.000 --> 00:04:25.000]  我講過有一個英國機構
[00:04:25.000 --> 00:04:29.000]  分析了頭十位最多人去搜索的聖經經文
[00:04:29.000 --> 00:04:33.000]  排第二位的就是四章十三節
[00:04:33.000 --> 00:04:35.000]  每次讀到這類經文的時候
[00:04:35.000 --> 00:04:37.000]  我希望你記得三樣東西
[00:04:37.000 --> 00:04:40.000]  第一 這些經文不是應許
[00:04:40.000 --> 00:04:43.000]  不是應許 不是應許
[00:04:43.000 --> 00:04:46.000]  重要的事要講三次 記住不是應許
[00:04:46.000 --> 00:04:50.000]  第二 就是我們所有經文都是
[00:04:50.000 --> 00:04:52.000]  其實我們讀經的時間不可以只看一句
[00:04:52.000 --> 00:04:55.000]  我們要看上下文 要整段去看
[00:04:55.000 --> 00:04:57.000]  這個英文叫斷章取義
[00:04:57.000 --> 00:05:00.000]  不要斷章取義的意思
[00:05:00.000 --> 00:05:02.000]  第三是什麼呢
[00:05:02.000 --> 00:05:06.000]  我想埋個關子 一會兒應用部分才揭曉
[00:05:06.000 --> 00:05:08.000]  所以我們現在整段去看
[00:05:08.000 --> 00:05:10.000]  十一至十三節這一段
[00:05:10.000 --> 00:05:12.000]  保羅其實是讓菲勒比信徒知道
[00:05:12.000 --> 00:05:14.000]  他很喜樂的原因
[00:05:14.000 --> 00:05:17.000]  不是因為他環境有沒有變好
[00:05:17.000 --> 00:05:19.000]  其實他仍然在軟禁當中
[00:05:19.000 --> 00:05:22.000]  他的處境其實沒有什麼特別改變
[00:05:22.000 --> 00:05:24.000]  但是他很明確地說
[00:05:24.000 --> 00:05:28.000]  我不是因為緩解了缺乏而喜樂
[00:05:28.000 --> 00:05:29.000]  為什麼呢
[00:05:29.000 --> 00:05:31.000]  是因為他學了一個秘訣
[00:05:31.000 --> 00:05:35.000]  他就是在無論任何環境當中都可以知足
[00:05:35.000 --> 00:05:39.000]  知足這個詞是很有意思的
[00:05:39.000 --> 00:05:41.000]  大家可能知道
[00:05:41.000 --> 00:05:44.000]  在中國儒家思想當中
[00:05:44.000 --> 00:05:48.000]  有一種理想人格叫做君子
[00:05:48.000 --> 00:05:51.000]  其實在保羅那個時代
[00:05:51.000 --> 00:05:54.000]  他有一種哲學思想叫做斯多噶主義
[00:05:54.000 --> 00:05:56.000]  而在斯多噶主義之中
[00:05:56.000 --> 00:05:58.000]  和君子一樣
[00:05:58.000 --> 00:06:00.000]  他有一個理想的人格
[00:06:00.000 --> 00:06:02.000]  那個理想的人格就叫知足
[00:06:02.000 --> 00:06:04.000]  知足原本的希臘文
[00:06:04.000 --> 00:06:05.000]  好像君子一樣
[00:06:05.000 --> 00:06:07.000]  是一個理想的人格
[00:06:07.000 --> 00:06:09.000]  那個意思是什麼呢
[00:06:09.000 --> 00:06:11.000]  意思就是有一個人
[00:06:11.000 --> 00:06:14.000]  他不受外在的任何環境影響
[00:06:14.000 --> 00:06:16.000]  他經常在一個滿足的狀態當中
