
[00:00:00.000 --> 00:00:02.000]  請同心祈禱
[00:00:02.000 --> 00:00:09.000]  聖靈啊 昔日你感動聖經的作者
[00:00:09.000 --> 00:00:12.000]  將神的心意寫下
[00:00:12.000 --> 00:00:15.000]  今天我們同樣懇求聖靈
[00:00:15.000 --> 00:00:18.000]  向我們顯明神的心意
[00:00:18.000 --> 00:00:20.000]  也懇求主
[00:00:20.000 --> 00:00:22.000]  你的補血潔淨
[00:00:22.000 --> 00:00:25.000]  以致我可以手結心纏
[00:00:25.000 --> 00:00:29.000]  奉聖父 聖子 聖靈的名
[00:00:29.000 --> 00:00:31.000]  傳講聖經信息
[00:00:31.000 --> 00:00:33.000]  恭敬向你祈禱
[00:00:33.000 --> 00:00:35.000]  奉基督耶穌聖名
[00:00:35.000 --> 00:00:37.000]  阿們
[00:00:37.000 --> 00:00:39.000]  頂姐妹早晨
[00:00:39.000 --> 00:00:41.000]  今年大家關愛年會的主題
[00:00:41.000 --> 00:00:44.000]  是很適合香港現在的環境
[00:00:44.000 --> 00:00:47.000]  是講到離散
[00:00:47.000 --> 00:00:50.000]  今天我選了一句經文
[00:00:50.000 --> 00:00:52.000]  我給的題目叫做
[00:00:52.000 --> 00:00:54.000]  離程與照明
[00:00:54.000 --> 00:00:58.000]  其實無論什麼原因都好
[00:00:58.000 --> 00:01:01.000]  離別都不是容易的
[00:01:01.000 --> 00:01:06.000]  所以無論中外很多文學作品
[00:01:06.000 --> 00:01:11.000]  內容裏面都有提到這些離程
[00:01:11.000 --> 00:01:16.000]  譬如我們很熟悉的蘇軾一首水調歌頭
[00:01:16.000 --> 00:01:19.000]  後面那幾句是這樣講的
[00:01:19.000 --> 00:01:22.000]  不應有恨
[00:01:22.000 --> 00:01:27.000]  何事長香別事緣
[00:01:27.000 --> 00:01:29.000]  人有悲歡離合
[00:01:29.000 --> 00:01:31.000]  月有陰晴圓缺
[00:01:31.000 --> 00:01:34.000]  此時古蘭傳
[00:01:34.000 --> 00:01:36.000]  但願人長久
[00:01:36.000 --> 00:01:39.000]  千里共禪捐
[00:01:39.000 --> 00:01:42.000]  頭兩句如果用廣東話講
[00:01:42.000 --> 00:01:44.000]  大概就是跟月亮講
[00:01:44.000 --> 00:01:46.000]  我和你無仇無怨
[00:01:46.000 --> 00:01:48.000]  為什麼你偏偏在我和我的好朋友
[00:01:48.000 --> 00:01:50.000]  我的家人離別的時候
[00:01:50.000 --> 00:01:52.000]  你才是一個月圓
[00:01:52.000 --> 00:01:55.000]  你是裸景還是贈慶
[00:01:55.000 --> 00:01:58.000]  大概廣東話的意思就是這樣
[00:01:58.000 --> 00:02:00.000]  另外有一首李白
[00:02:00.000 --> 00:02:03.000]  有一首詩叫做贈汪倫
[00:02:03.000 --> 00:02:06.000]  我相信這首詩大家都很熟悉
[00:02:06.000 --> 00:02:08.000]  當中是這樣講
[00:02:08.000 --> 00:02:11.000]  李白成舟將欲行
[00:02:11.000 --> 00:02:14.000]  昏文岸上達歌聲
[00:02:14.000 --> 00:02:17.000]  桃花淡水深千尺
[00:02:17.000 --> 00:02:20.000]  不及汪倫送我情
[00:02:20.000 --> 00:02:23.000]  也是一個依依不捨的友情
[00:02:23.000 --> 00:02:26.000]  藉著短短幾句講得很深
[00:02:26.000 --> 00:02:29.000]  一些早期的諾行曲
[00:02:29.000 --> 00:02:32.000]  譬如Peter Paul and Mary的
[00:02:32.000 --> 00:02:34.000]  Cruel War
[00:02:34.000 --> 00:02:35.000]  John Denver的
[00:02:35.000 --> 00:02:37.000]  Living on a Jack Plain
[00:02:37.000 --> 00:02:39.000]  又或者吳鶯音的
[00:02:39.000 --> 00:02:42.000]  明月千里記相思
[00:02:42.000 --> 00:02:44.000]  如果你熟悉這些歌的話
[00:02:44.000 --> 00:02:47.000]  大概我們的年紀都差不多了
[00:02:47.000 --> 00:02:50.000]  無論如何
[00:02:50.000 --> 00:02:51.000]  我記得有一次
[00:02:51.000 --> 00:02:53.000]  我送我的一位同工
[00:02:53.000 --> 00:02:56.000]  出發再去工場的時候
[00:02:56.000 --> 00:02:58.000]  他已經在工場侍奉了很多年
[00:02:58.000 --> 00:03:01.000]  那次他回來是探訪他的父母
[00:03:01.000 --> 00:03:03.000]  完了之後
[00:03:03.000 --> 00:03:05.000]  他就越再回到工場
[00:03:05.000 --> 00:03:07.000]  我特別跟他說
[00:03:07.000 --> 00:03:10.000]  其實你都不是第一次留在香港
[00:03:10.000 --> 00:03:12.000]  我都不是第一次跟你說再見
[00:03:12.000 --> 00:03:14.000]  但是
[00:03:14.000 --> 00:03:17.000]  無論說多少次再見
[00:03:17.000 --> 00:03:20.000]  都是很難的
[00:03:20.000 --> 00:03:22.000]  我相信這是一個事實
[00:03:22.000 --> 00:03:25.000]  就是在一個離程當中
[00:03:25.000 --> 00:03:27.000]  我們沒有辦法去抹殺
[00:03:27.000 --> 00:03:29.000]  那個很真誠的感受
[00:03:29.000 --> 00:03:31.000]  但是
[00:03:31.000 --> 00:03:33.000]  在這些離別的時候
[00:03:33.000 --> 00:03:35.000]  我們看到神
[00:03:35.000 --> 00:03:37.000]  往往在歷史裡面
[00:03:37.000 --> 00:03:39.000]  做了很多我們意想不到的事
[00:03:39.000 --> 00:03:41.000]  就以香港為例
[00:03:41.000 --> 00:03:43.000]  我不知道我們大家當中
[00:03:43.000 --> 00:03:45.000]  有多少人真的
[00:03:45.000 --> 00:03:48.000]  在香港幾代都在香港的
[00:03:48.000 --> 00:03:51.000]  我相信我們不少在香港
[00:03:51.000 --> 00:03:53.000]  在這裡生活或工作的人
[00:03:53.000 --> 00:03:55.000]  都是我們的祖父
[00:03:55.000 --> 00:03:57.000]  或者曾祖父
[00:03:57.000 --> 00:03:59.000]  他們離開了他們的家園
[00:03:59.000 --> 00:04:00.000]  來到香港
[00:04:00.000 --> 00:04:02.000]  就這樣在這裡建立家園
[00:04:02.000 --> 00:04:04.000]  我自己也是這樣
[00:04:04.000 --> 00:04:07.000]  我爺爺大概在晚清的時候
[00:04:07.000 --> 00:04:09.000]  就帶著我爸爸
[00:04:09.000 --> 00:04:11.000]  那時候我爸爸四歲而已
[00:04:11.000 --> 00:04:13.000]  就來了香港
[00:04:13.000 --> 00:04:15.000]  他昔日怎樣過那些艱苦的生活
[00:04:15.000 --> 00:04:17.000]  我真的完全沒有辦法想像
[00:04:17.000 --> 00:04:19.000]  我的孫已經是第五代了
[00:04:19.000 --> 00:04:21.000]  但是就是因為
[00:04:21.000 --> 00:04:23.000]  那幫前輩
[00:04:23.000 --> 00:04:25.000]  他們辛辛苦苦地
[00:04:25.000 --> 00:04:27.000]  用他們的汗水
[00:04:27.000 --> 00:04:29.000]  去建立了今天的香港
[00:04:29.000 --> 00:04:31.000]  而今天的香港
[00:04:31.000 --> 00:04:33.000]  是也都面對著
[00:04:33.000 --> 00:04:35.000]  另外一次的離別
[00:04:35.000 --> 00:04:37.000]  流散
[00:04:37.000 --> 00:04:38.000]  但是無論怎樣
[00:04:38.000 --> 00:04:39.000]  我們看到
[00:04:39.000 --> 00:04:41.000]  在這些離別的當中
[00:04:41.000 --> 00:04:43.000]  昔日怎樣建設了香港
[00:04:43.000 --> 00:04:45.000]  今天我們都看到
[00:04:45.000 --> 00:04:47.000]  在歷史裡面
[00:04:47.000 --> 00:04:49.000]  神在這些離散的過程裡面
[00:04:49.000 --> 00:04:51.000]  建立了祂很奇妙的工作
[00:04:51.000 --> 00:04:53.000]  一會兒我會提到
[00:04:53.000 --> 00:04:55.000]  一些過去歷史的片段
[00:04:55.000 --> 00:04:57.000]  我選了這段經文
[00:04:57.000 --> 00:04:59.000]  都是在離散
[00:04:59.000 --> 00:05:01.000]  在離程當中
[00:05:01.000 --> 00:05:03.000]  看到神很特別的工作
[00:05:03.000 --> 00:05:05.000]  我給它一個題目
[00:05:05.000 --> 00:05:07.000]  叫做離程與照明
[00:05:07.000 --> 00:05:11.000]  我們在《仕逃行傳》十一章
[00:05:11.000 --> 00:05:13.000]  第十九節的時候
[00:05:13.000 --> 00:05:15.000]  開始很簡單地講了
[00:05:15.000 --> 00:05:17.000]  當時的背景
[00:05:17.000 --> 00:05:19.000]  那些因為私提犯
[00:05:19.000 --> 00:05:21.000]  受害的人
[00:05:21.000 --> 00:05:23.000]  離開了耶路撒冷
[00:05:23.000 --> 00:05:25.000]  他們就去到
[00:05:25.000 --> 00:05:27.000]  菲利基
[00:05:27.000 --> 00:05:29.000]  塞浦路斯
[00:05:29.000 --> 00:05:31.000]  安提柯等等這些地方
[00:05:31.000 --> 00:05:33.000]  這個就很簡單地
[00:05:33.000 --> 00:05:35.000]  將歷史的背景
[00:05:35.000 --> 00:05:37.000]  講清楚出來
[00:05:37.000 --> 00:05:39.000]  為什麼會有這件事發生呢
[00:05:39.000 --> 00:05:41.000]  為什麼他們會離開家園呢
[00:05:41.000 --> 00:05:43.000]  為了避免私提犯被害
[00:05:43.000 --> 00:05:45.000]  其實我們看到私提犯
[00:05:45.000 --> 00:05:47.000]  在《仕逃行傳》裡面記載一位
[00:05:47.000 --> 00:05:49.000]  很特別的人物
[00:05:49.000 --> 00:05:51.000]  他是選出來做執事
[00:05:51.000 --> 00:05:53.000]  在教會裡面服事的
[00:05:53.000 --> 00:05:55.000]  但是聖經說他很有能力
[00:05:55.000 --> 00:05:57.000]  做了很多歧視
[00:05:57.000 --> 00:05:59.000]  正正是因為這樣的緣故
[00:05:59.000 --> 00:06:01.000]  就引起了一些比較極端的
[00:06:01.000 --> 00:06:03.000]  猶太主義分子不滿
[00:06:03.000 --> 00:06:05.000]  於是就找人去誣告他
[00:06:05.000 --> 00:06:07.000]  說他去強解
[00:06:07.000 --> 00:06:09.000]  或者扭曲了摩西的說話
[00:06:09.000 --> 00:06:11.000]  於是私提犯就被人抓到
[00:06:11.000 --> 00:06:13.000]  會堂那裡去盤問
[00:06:13.000 --> 00:06:15.000]  去審查
[00:06:15.000 --> 00:06:17.000]  就在那一段審查當中
[00:06:17.000 --> 00:06:19.000]  他很濃縮
[00:06:19.000 --> 00:06:21.000]  想整個以色列
[00:06:21.000 --> 00:06:23.000]  猶太人的救贖歷史
[00:06:23.000 --> 00:06:25.000]  將他講得很清楚
[00:06:25.000 --> 00:06:27.000]  結果就招致殺身之禍
[00:06:27.000 --> 00:06:29.000]  那些猶太人更加不滿
[00:06:29.000 --> 00:06:31.000]  就吩咐
[00:06:31.000 --> 00:06:33.000]  用石頭將私提犯打死
[00:06:33.000 --> 00:06:35.000]  這個就是私提犯
[00:06:35.000 --> 00:06:37.000]  殉道的一個事情
[00:06:37.000 --> 00:06:39.000]  好像一間初初建立的教會
[00:06:39.000 --> 00:06:41.000]  面對著這樣的風暴的時候
[00:06:41.000 --> 00:06:43.000]  我們沒辦法去想像
[00:06:43.000 --> 00:06:45.000]  教會怎樣可以抵抗得到
[00:06:45.000 --> 00:06:47.000]  這個突如其來的打擊
[00:06:47.000 --> 00:06:49.000]  因為他們很重視的執事
[00:06:49.000 --> 00:06:51.000]  就這樣就死了
[00:06:51.000 --> 00:06:53.000]  就這樣昂然殉道
[00:06:53.000 --> 00:06:55.000]  於是一班艇姐妹
[00:06:55.000 --> 00:06:57.000]  就離開了耶路撒冷
[00:06:57.000 --> 00:06:59.000]  但是沒想到
[00:06:59.000 --> 00:07:01.000]  正正是因為這樣
[00:07:01.000 --> 00:07:03.000]  他們這班流散的人
[00:07:03.000 --> 00:07:05.000]  就揭開了新約歷史新的一頁
[00:07:05.000 --> 00:07:07.000]  這個是流散
[00:07:07.000 --> 00:07:09.000]  《聖經》裏面記載
[00:07:09.000 --> 00:07:11.000]  一個很特別的就是
[00:07:11.000 --> 00:07:13.000]  那些離開了耶路撒冷
[00:07:13.000 --> 00:07:15.000]  去到各個不同地方的人
[00:07:15.000 --> 00:07:17.000]  他們去到
[00:07:17.000 --> 00:07:19.000]  菲律基也好
[00:07:19.000 --> 00:07:21.000]  塞浦路斯也好
[00:07:21.000 --> 00:07:23.000]  或者安提柯
[00:07:23.000 --> 00:07:25.000]  有些人就是專向猶太人
[00:07:25.000 --> 00:07:27.000]  傳講諸耶穌
[00:07:27.000 --> 00:07:29.000]  《聖經》裏面記載的很特別
[00:07:29.000 --> 00:07:31.000]  他們不向別人傳講
[00:07:31.000 --> 00:07:33.000]  只向猶太人傳講諸耶穌
[00:07:33.000 --> 00:07:35.000]  去到這個記載
[00:07:35.000 --> 00:07:37.000]  很特別的
[00:07:37.000 --> 00:07:39.000]  為什麼我這樣講呢
[00:07:39.000 --> 00:07:41.000]  這就和我剛才所講的背景有關
[00:07:41.000 --> 00:07:43.000]  他們之所以離鄉別長
[00:07:43.000 --> 00:07:45.000]  就是因為猶太人的緣故
[00:07:45.000 --> 00:07:47.000]  所以
[00:07:47.000 --> 00:07:49.000]  我們看回
[00:07:49.000 --> 00:07:51.000]  新約聖經的時候
[00:07:51.000 --> 00:07:53.000]  我們往往有個誤解
[00:07:53.000 --> 00:07:55.000]  可能就是因為有些圖畫畫出來
[00:07:55.000 --> 00:07:57.000]  就是當耶穌基督
[00:07:57.000 --> 00:07:59.000]  被釘十字架的時候
[00:07:59.000 --> 00:08:01.000]  在十字架旁邊有很多
[00:08:01.000 --> 00:08:03.000]  羅馬兵在那裡
[00:08:03.000 --> 00:08:05.000]  所以我們的印象就以為
[00:08:05.000 --> 00:08:07.000]  初期教會所面對的壓力是來自羅馬兵
[00:08:07.000 --> 00:08:09.000]  但是當我們仔細看
[00:08:09.000 --> 00:08:11.000]  教會歷史的時候
[00:08:11.000 --> 00:08:13.000]  其實來自羅馬帝國
[00:08:13.000 --> 00:08:15.000]  一個有規模的壓迫
[00:08:15.000 --> 00:08:17.000]  大概是在公元六十年左右
[00:08:17.000 --> 00:08:19.000]  才開始有一個大規模的壓迫
[00:08:19.000 --> 00:08:21.000]  但是之前
[00:08:21.000 --> 00:08:23.000]  教會所面對的壓力
[00:08:23.000 --> 00:08:25.000]  基本上是不是來自猶太人
[00:08:25.000 --> 00:08:27.000]  我們看回福音書的時候
[00:08:27.000 --> 00:08:29.000]  就知道
[00:08:29.000 --> 00:08:31.000]  宗二三非要將耶穌基督
[00:08:31.000 --> 00:08:33.000]  置諸死地不可的是猶太人
[00:08:33.000 --> 00:08:35.000]  當耶穌被抓去
[00:08:35.000 --> 00:08:37.000]  彼拉多面前受審的時候
[00:08:37.000 --> 00:08:39.000]  彼拉多查不出他有什麼罪
[00:08:39.000 --> 00:08:41.000]  但是猶太人他堅持
[00:08:41.000 --> 00:08:43.000]  要將耶穌釘十字架
[00:08:43.000 --> 00:08:45.000]  而放巴拉巴
[00:08:45.000 --> 00:08:47.000]  彼拉多
[00:08:47.000 --> 00:08:49.000]  外宇哥的壓力他洗手
[00:08:49.000 --> 00:08:51.000]  不關我事你們要怎樣就怎樣
[00:08:51.000 --> 00:08:53.000]  結果耶穌就死在
[00:08:53.000 --> 00:08:55.000]  猶太人的手裡面
[00:08:55.000 --> 00:08:57.000]  約翰福音二十章記載
[00:08:57.000 --> 00:08:59.000]  七日的第一日晚上
[00:08:59.000 --> 00:09:01.000]  門徒因為怕猶太人的
[00:09:01.000 --> 00:09:03.000]  緣故門都關了
[00:09:03.000 --> 00:09:05.000]  又是怕猶太人
[00:09:05.000 --> 00:09:07.000]  現在他們要離鄉別井了
[00:09:07.000 --> 00:09:09.000]  都是因為猶太人殺了
[00:09:09.000 --> 00:09:11.000]  屍體犯令到整個教會很不安
[00:09:11.000 --> 00:09:13.000]  他們就離開
[00:09:13.000 --> 00:09:15.000]  我們相信人有一個
[00:09:15.000 --> 00:09:17.000]  自我防禦機制
[00:09:17.000 --> 00:09:19.000]  簡單說是什麼呢
[00:09:19.000 --> 00:09:21.000]  譬如我小時候被滾水滾過了
[00:09:21.000 --> 00:09:23.000]  我就會知道不要再
[00:09:23.000 --> 00:09:25.000]  不要再碰滾水因為
[00:09:25.000 --> 00:09:27.000]  很痛的我就知道
[00:09:27.000 --> 00:09:29.000]  不要再教那樣東西
[00:09:29.000 --> 00:09:31.000]  因為很危險的
[00:09:31.000 --> 00:09:33.000]  這是自我防禦的機制
[00:09:33.000 --> 00:09:35.000]  如果同樣的道理應用在
[00:09:35.000 --> 00:09:37.000]  這些離鄉別井的猶太人
[00:09:37.000 --> 00:09:39.000]  猶太信徒身上的時候
[00:09:39.000 --> 00:09:41.000]  他們是因為
[00:09:41.000 --> 00:09:43.000]  猶太人迫害的緣故
[00:09:43.000 --> 00:09:45.000]  他們才要離開自己的家園
[00:09:45.000 --> 00:09:47.000]  所以第一件事
[00:09:47.000 --> 00:09:49.000]  他們不做的
[00:09:49.000 --> 00:09:51.000]  大概就是不會再接觸猶太人
[00:09:51.000 --> 00:09:53.000]  因為那是他們痛苦的根源
[00:09:53.000 --> 00:09:55.000]  但是聖經這裡說
[00:09:55.000 --> 00:09:57.000]  他們不向別人傳講
[00:09:57.000 --> 00:09:59.000]  只向猶太人傳講主耶穌
[00:09:59.000 --> 00:10:01.000]  這一個離程
[00:10:01.000 --> 00:10:03.000]  沒有辦法去掩蓋
[00:10:03.000 --> 00:10:05.000]  他們的骨肉情
[00:10:05.000 --> 00:10:07.000]  他們無論去到哪裏
[00:10:07.000 --> 00:10:09.000]  他們心裏所記掛的
[00:10:09.000 --> 00:10:11.000]  仍然是他們的骨肉之親
[00:10:11.000 --> 00:10:13.000]  這裏
[00:10:13.000 --> 00:10:15.000]  我們不能夠不佩服
[00:10:15.000 --> 00:10:17.000]  這班猶太人
[00:10:17.000 --> 00:10:19.000]  當我們看到這裏的時候
[00:10:19.000 --> 00:10:21.000]  我們也看到在香港也好
[00:10:21.000 --> 00:10:23.000]  在海外也好
[00:10:23.000 --> 00:10:25.000]  這一個骨肉情
[00:10:25.000 --> 00:10:27.000]  是令整個華人教會的歷史
[00:10:27.000 --> 00:10:29.000]  揭開了很特別的一頁
[00:10:29.000 --> 00:10:31.000]  為什麼我這樣說呢
[00:10:31.000 --> 00:10:33.000]  稍為回顧香港的歷史的時候
[00:10:33.000 --> 00:10:35.000]  我們知道香港有一個
[00:10:35.000 --> 00:10:37.000]  很特別的人口的轉變
[00:10:37.000 --> 00:10:39.000]  當然第二次世界大戰
[00:10:39.000 --> 00:10:41.000]  抗日戰爭的時候
[00:10:41.000 --> 00:10:43.000]  有不少人回到中國大陸的大後方
[00:10:43.000 --> 00:10:45.000]  然後有東江中隊
[00:10:45.000 --> 00:10:47.000]  在香港打游擊
[00:10:47.000 --> 00:10:49.000]  戰後有一班人回來了
[00:10:49.000 --> 00:10:51.000]  但是
[00:10:51.000 --> 00:10:53.000]  對香港整個人口結構
[00:10:53.000 --> 00:10:55.000]  很重要影響的
[00:10:55.000 --> 00:10:57.000]  是五十年代的初期
[00:10:57.000 --> 00:10:59.000]  當時
[00:10:59.000 --> 00:11:01.000]  很多從中國大陸的人
[00:11:01.000 --> 00:11:03.000]  來了香港
[00:11:03.000 --> 00:11:05.000]  當中有不少有錢的上海人
[00:11:05.000 --> 00:11:07.000]  我不知道當中有沒有
[00:11:07.000 --> 00:11:09.000]  上海的頂展會
[00:11:09.000 --> 00:11:11.000]  如果有的話
[00:11:11.000 --> 00:11:13.000]  我很想聽你講一下上海話
[00:11:13.000 --> 00:11:15.000]  我懂得聽的
[00:11:15.000 --> 00:11:17.000]  我教了很多上海人的
[00:11:17.000 --> 00:11:19.000]  來到香港
[00:11:19.000 --> 00:11:21.000]  他們來到香港
[00:11:21.000 --> 00:11:23.000]  有錢但生活也不容易
[00:11:23.000 --> 00:11:25.000]  你說有錢還不容易
[00:11:25.000 --> 00:11:27.000]  他們覺得
[00:11:27.000 --> 00:11:29.000]  當上海是一個國際大都會的時候
[00:11:29.000 --> 00:11:31.000]  香港仍然是一個小漁村
[00:11:31.000 --> 00:11:33.000]  別的不要說了
[00:11:33.000 --> 00:11:35.000]  上海的跑馬場
[00:11:35.000 --> 00:11:37.000]  多輝煌多體面
[00:11:37.000 --> 00:11:39.000]  在香港的跑馬地
[00:11:39.000 --> 00:11:41.000]  只不過是爛地一片兒
[00:11:41.000 --> 00:11:43.000]  所以他們覺得很失意
[00:11:43.000 --> 00:11:45.000]  很失落
[00:11:45.000 --> 00:11:47.000]  而香港的就是那些
