
[00:00:00.000 --> 00:00:02.400]  弟兄姊妹讓我們再次同心祈禱
[00:00:02.400 --> 00:00:09.600]  願僕人口中的言語
[00:00:09.600 --> 00:00:12.360]  弟兄姊妹的心思意念
[00:00:12.360 --> 00:00:14.560]  蒙聖靈的啟迪
[00:00:14.560 --> 00:00:16.240]  蒙主的月立
[00:00:16.240 --> 00:00:18.000]  禱告籍主耶穌
[00:00:18.000 --> 00:00:19.120]  基督聖名而購
[00:00:19.120 --> 00:00:20.080]  阿們
[00:00:20.080 --> 00:00:28.760]  在傳道書第一章第九節
[00:00:28.760 --> 00:00:29.680]  這樣說
[00:00:30.800 --> 00:00:33.440]  已有的事後必再有
[00:00:33.440 --> 00:00:36.920]  已行的事後必再行
[00:00:36.920 --> 00:00:40.800]  日光之下並無新事
[00:00:40.800 --> 00:00:45.760]  的確在人類的歷史來看
[00:00:45.760 --> 00:00:48.360]  各式各樣的紛爭
[00:00:48.360 --> 00:00:52.800]  細到的就是在大家的家裡
[00:00:52.800 --> 00:00:56.440]  大到可以是民族與民族之間
[00:00:56.440 --> 00:00:59.000]  國家與國家之間
[00:00:59.880 --> 00:01:00.640]  基本上
[00:01:00.640 --> 00:01:02.240]  這些紛爭
[00:01:02.240 --> 00:01:05.120]  都是源於我們看自己
[00:01:05.120 --> 00:01:06.640]  多於看其他人
[00:01:06.640 --> 00:01:08.960]  我們認為自己是最重要
[00:01:08.960 --> 00:01:12.480]  其他人應該符合我的看法
[00:01:12.480 --> 00:01:15.440]  當這個看法不相符的時候
[00:01:15.440 --> 00:01:17.280]  紛爭就出現
[00:01:17.280 --> 00:01:20.880]  人類各種的罪行
[00:01:20.880 --> 00:01:25.480]  就算在一個已經是教育水平提高了
[00:01:25.480 --> 00:01:28.960]  科技進步了的世界當中
[00:01:29.720 --> 00:01:31.600]  依然沒有減退
[00:01:31.600 --> 00:01:34.160]  甚至可以這樣說
[00:01:34.160 --> 00:01:37.720]  人的罪行是變本加厲
[00:01:37.720 --> 00:01:41.720]  人這種本性依然存在
[00:01:41.720 --> 00:01:44.440]  上帝的創造
[00:01:44.440 --> 00:01:47.280]  被我們肆意破壞了
[00:01:47.280 --> 00:01:50.640]  我們破壞了人與神之間的關係
[00:01:50.640 --> 00:01:53.400]  破壞了人與人之間的關係
[00:01:53.400 --> 00:01:57.280]  更加破壞了人與自然之間的關係
[00:01:58.080 --> 00:02:00.760]  沒有一個人可以憑著自己的力量
[00:02:00.760 --> 00:02:03.600]  去改變人的本性
[00:02:03.600 --> 00:02:07.000]  唯有上帝的救恩才可以
[00:02:07.000 --> 00:02:08.600]  但很可惜
[00:02:08.600 --> 00:02:11.720]  有些時候基督徒好像都忘記了
[00:02:11.720 --> 00:02:13.640]  這個這麼重要的事實
[00:02:13.640 --> 00:02:16.680]  就是唯有上帝的救恩才可以
[00:02:16.680 --> 00:02:18.040]  使一個人去改變
[00:02:18.040 --> 00:02:20.480]  基督徒有些時候
[00:02:20.480 --> 00:02:22.160]  都是靠自己
[00:02:22.160 --> 00:02:23.920]  多於靠上帝
[00:02:25.400 --> 00:02:28.760]  我想大家自己可能有這樣的經歷
[00:02:28.760 --> 00:02:33.080]  又或者聽過一些基督徒來分享
[00:02:33.080 --> 00:02:36.280]  尤其是信主的年日比較久一點
[00:02:36.280 --> 00:02:39.640]  在信主的初時
[00:02:39.640 --> 00:02:42.520]  或者可能是比較年輕的時候
[00:02:42.520 --> 00:02:45.680]  信仰的熱誠都是比較高
[00:02:45.680 --> 00:02:47.960]  也是比較認真
[00:02:47.960 --> 00:02:50.560]  但當人越來越長大
[00:02:50.560 --> 00:02:53.640]  或者信仰的時間越來越長
[00:02:54.240 --> 00:02:57.920]  慢慢地,因為你今天已經比以往
[00:02:57.920 --> 00:02:59.600]  多了一些財富
[00:02:59.600 --> 00:03:01.360]  多了一些能力
[00:03:01.360 --> 00:03:03.680]  或者多了一些權力等等
[00:03:03.680 --> 00:03:07.280]  就會慢慢地將上帝放在一旁
[00:03:07.280 --> 00:03:09.400]  因為你相信
[00:03:09.400 --> 00:03:11.520]  你的財富可以處理
[00:03:11.520 --> 00:03:13.880]  你的能力可以處理
[00:03:13.880 --> 00:03:15.840]  你的權力可以處理
[00:03:15.840 --> 00:03:19.280]  這一切都處理到的時候
[00:03:19.280 --> 00:03:22.880]  上帝只是在最危急的時候才拿出來
[00:03:23.640 --> 00:03:26.680]  平時可能就不會那麼重視
[00:03:26.680 --> 00:03:30.280]  以色列人雖然知道他們的祖先
[00:03:30.280 --> 00:03:32.000]  在危難的裡面
[00:03:32.000 --> 00:03:33.600]  是得到上帝的拯救
[00:03:33.600 --> 00:03:36.800]  但當他們進入這個應許之地
[00:03:36.800 --> 00:03:39.520]  建立了一個王朝
[00:03:39.520 --> 00:03:41.280]  一個強大的王國
[00:03:41.280 --> 00:03:45.200]  他們越來越多依靠的就是軍事的力量
[00:03:45.200 --> 00:03:46.600]  經濟的力量
[00:03:46.600 --> 00:03:49.760]  甚至乎在這個迦南地
[00:03:49.760 --> 00:03:52.720]  他們去敬拜迦南的神明
[00:03:53.440 --> 00:03:55.960]  因為這些神明可以幫助他們
[00:03:55.960 --> 00:03:58.520]  得到好的修成
[00:03:58.520 --> 00:04:01.920]  能夠確保他們可以安居樂業
[00:04:01.920 --> 00:04:05.480]  他們忘記了要認真去遵守
[00:04:05.480 --> 00:04:08.280]  耶和華上帝的誡命和吩咐
[00:04:08.280 --> 00:04:12.800]  當以色列人一直走得越來越遠的時候
[00:04:12.800 --> 00:04:14.080]  忘記上帝
[00:04:14.080 --> 00:04:16.800]  最終他們就招致這個惡果
[00:04:16.800 --> 00:04:19.240]  其實不用說以色列人
[00:04:19.240 --> 00:04:21.600]  或者我們自己
[00:04:21.960 --> 00:04:24.800]  都會有一個這樣的深刻的經歷
[00:04:24.800 --> 00:04:28.200]  我們嘗試過經驗上帝的幫助
[00:04:28.200 --> 00:04:30.160]  可能是很大的幫助
[00:04:30.160 --> 00:04:33.440]  但當這些困難過去之後
[00:04:33.440 --> 00:04:35.680]  我們就忘記了上帝
[00:04:35.680 --> 00:04:38.560]  我們以為用自己的方法
[00:04:38.560 --> 00:04:40.680]  就可以解決很多的問題
[00:04:40.680 --> 00:04:42.520]  我們高舉了人的智慧
[00:04:42.520 --> 00:04:43.760]  高舉了人的能力
[00:04:43.760 --> 00:04:47.000]  忘記了一切其實都是源於上帝
[00:04:47.000 --> 00:04:50.480]  這種做法和想法是否妥當呢?
[00:04:51.600 --> 00:04:53.320]  在今天的舊約經課
[00:04:53.320 --> 00:04:55.440]  以塞亞書第四十三章
[00:04:55.440 --> 00:04:59.240]  就是向我們發出一個這樣的挑戰
[00:04:59.240 --> 00:05:01.000]  讓我們去看一看
[00:05:01.000 --> 00:05:03.680]  究竟我們自己和以色列人
[00:05:03.680 --> 00:05:06.120]  有沒有很多相似的地方
[00:05:06.120 --> 00:05:09.160]  在裡面可以吸取一些什麼教訓呢?
[00:05:09.160 --> 00:05:11.400]  首先我們要知道
[00:05:11.400 --> 00:05:13.480]  在以塞亞書第四十章
[00:05:13.480 --> 00:05:15.520]  到第五十五章
[00:05:15.520 --> 00:05:18.680]  在這個以塞亞書的部分裡面
[00:05:19.280 --> 00:05:22.520]  是先知將一個很重要的
[00:05:22.520 --> 00:05:24.440]  鼓勵和安慰的訊息
[00:05:24.440 --> 00:05:28.000]  給那些已經是被擄的以色列人
[00:05:28.000 --> 00:05:30.360]  他們失去了自己的國家
[00:05:30.360 --> 00:05:32.440]  他們民族的身份
[00:05:32.440 --> 00:05:34.040]  也都被動搖
[00:05:34.040 --> 00:05:38.600]  他們落在一個非常淒涼的境況當中
[00:05:38.600 --> 00:05:41.760]  他們很想找到有轉變
[00:05:41.760 --> 00:05:42.840]  找到有出路
[00:05:42.840 --> 00:05:45.600]  而這個就是先知給他們的訊息
[00:05:45.600 --> 00:05:49.000]  在一開始的時候
[00:05:49.400 --> 00:05:50.960]  第十六、第十七節
[00:05:50.960 --> 00:05:55.240]  這個是對於耶和華上帝的一個介紹
[00:05:55.240 --> 00:05:56.240]  一個形容
[00:05:56.240 --> 00:05:58.880]  也可以說是述說
[00:05:58.880 --> 00:06:01.920]  他們以色列人祖先所經歷的事
[00:06:01.920 --> 00:06:03.840]  那裡是怎麼說呢?
[00:06:03.840 --> 00:06:05.720]  他說在滄海
[00:06:05.720 --> 00:06:07.360]  來到開道
[00:06:07.360 --> 00:06:09.640]  在大水當中開路
[00:06:09.640 --> 00:06:13.120]  使戰車馬匹軍兵勇士一同出來
[00:06:13.120 --> 00:06:14.680]  但使他們撲倒
[00:06:14.680 --> 00:06:15.760]  不再起來
[00:06:15.760 --> 00:06:17.120]  使他們滅沒
[00:06:17.480 --> 00:06:19.920]  就好像這個熄滅的燈火一樣
[00:06:19.920 --> 00:06:22.400]  這一句話
[00:06:22.400 --> 00:06:26.040]  可以說是簡單地來概括了
[00:06:26.040 --> 00:06:27.520]  以色列人
[00:06:27.520 --> 00:06:30.880]  出埃及的時候的重要經驗
[00:06:30.880 --> 00:06:35.760]  當然這只不過是其中一個重要的過程
[00:06:35.760 --> 00:06:38.560]  就是可能我們從小到大聽到的
[00:06:38.560 --> 00:06:40.280]  以色列人可以來到
[00:06:40.280 --> 00:06:43.880]  逃離埃及的追兵
[00:06:44.880 --> 00:06:49.640]  上帝在紅海讓摩西來施行這麼大的神蹟
[00:06:49.640 --> 00:06:53.520]  這個可以說是以色列人他們的舊恩歷史
[00:06:53.520 --> 00:06:58.480]  是他們世世代代不斷重複重複提及的
[00:06:58.480 --> 00:07:02.760]  特別是他們每一次去過這個禹節的時候
[00:07:02.760 --> 00:07:05.040]  這個出埃及的經驗
[00:07:05.040 --> 00:07:06.200]  就被重提
[00:07:06.200 --> 00:07:08.680]  要讓他們的後代
[00:07:08.680 --> 00:07:09.960]  讓他們的子孫
[00:07:09.960 --> 00:07:11.120]  謹記
[00:07:11.120 --> 00:07:13.200]  是因為上帝的拯救
