
[00:00:00.000 --> 00:00:02.620]  今天領導神話之前,我們先低頭祈禱
[00:00:02.620 --> 00:00:05.880]  天母,我感謝祢們比我們當中有多是做父親的
[00:00:05.880 --> 00:00:08.440]  讓今天的訊息都成為我們的提醒
[00:00:08.440 --> 00:00:10.640]  或者我們彌大人都做兒女的
[00:00:10.640 --> 00:00:14.360]  都教導我們去想一想我們的父母怎樣對我們
[00:00:14.360 --> 00:00:16.280]  給我們多些體諒和接納
[00:00:16.280 --> 00:00:21.620]  特別有時上一代的父母給我們的一些感受未必是那麼理想
[00:00:21.620 --> 00:00:23.480]  但都讓我們能夠在主理裏面
[00:00:23.480 --> 00:00:27.100]  即剛才所歌、所聽那首歌、所唱那首詩歌
[00:00:27.100 --> 00:00:28.800]  我們愛是可以復原的
[00:00:28.800 --> 00:00:30.180]  帶領我們以下的時間
[00:00:30.180 --> 00:00:30.880]  多謝祢
[00:00:30.880 --> 00:00:32.460]  祢高沒下此所講的訊息
[00:00:32.460 --> 00:00:34.020]  成為眾多影視節目的幫助
[00:00:34.020 --> 00:00:35.640]  祈禱拉奉主德聖的名
[00:00:35.640 --> 00:00:36.460]  Amen
[00:00:36.460 --> 00:00:38.580]  其實在父親節裏面
[00:00:38.580 --> 00:00:42.200]  我們會想到其實這個世界裏面有很多很好的父親
[00:00:42.200 --> 00:00:44.700]  為兒、為女付上代價的
[00:00:44.700 --> 00:00:47.020]  很簡單,有一張新聞圖片
[00:00:47.020 --> 00:00:50.500]  就是有一個爸爸為了女兒喜歡電腦
[00:00:50.500 --> 00:00:54.080]  你要知道在黃金商場那裏有些電腦節
[00:00:54.080 --> 00:00:56.020]  就會平價賣出來
[00:00:56.020 --> 00:00:58.880]  於是爸爸就排通消隊
[00:00:58.880 --> 00:01:01.720]  都是為了幫女兒買一部電腦
[00:01:01.720 --> 00:01:02.840]  當然對他都有利的
[00:01:02.840 --> 00:01:03.960]  因為便宜一點
[00:01:03.960 --> 00:01:08.640]  但亦都有很多做父母令到你的兒女受傷害
[00:01:08.640 --> 00:01:11.280]  甚至你會看到一些令人髮指的事
[00:01:11.280 --> 00:01:17.000]  為何親生的爸爸會來帶去非禮凌辱自己的女兒呢?
[00:01:17.000 --> 00:01:19.320]  有些個案有沒有打出來
[00:01:19.320 --> 00:01:22.640]  就是迫自己的女兒來出賣自己的身體
[00:01:22.640 --> 00:01:26.240]  以致拿到一些錢餵她來帶她還賭債
[00:01:26.240 --> 00:01:28.280]  有些做父母的
[00:01:28.280 --> 00:01:29.440]  特別是做父親的
[00:01:29.440 --> 00:01:31.600]  會令到他的兒女來受傷害
[00:01:31.600 --> 00:01:34.880]  但不得不承認其實做父親好的
[00:01:34.880 --> 00:01:36.320]  是佔多數的
[00:01:36.320 --> 00:01:38.920]  不好的只是佔少數
[00:01:38.920 --> 00:01:41.160]  但我不知道大家會否想一想
[00:01:41.160 --> 00:01:43.880]  你自己的爸爸是屬於一個好的父親
[00:01:43.880 --> 00:01:47.440]  還是一個令你會受傷害的父親呢?
[00:01:47.440 --> 00:01:49.120]  但有時候我們都要承認
[00:01:49.120 --> 00:01:51.160]  有時候做父母是很有問題的
[00:01:51.160 --> 00:01:53.080]  有時候我們會有偏心
[00:01:53.080 --> 00:01:54.520]  會有偏愛
[00:01:54.520 --> 00:01:58.040]  又或者我們的愛是愛得很不正確
[00:01:58.040 --> 00:02:00.880]  我們會來帶她去犯錯也好
[00:02:00.880 --> 00:02:02.280]  我們會幫她包底
[00:02:02.280 --> 00:02:04.720]  我們會來帶她去幫她解決這些問題
[00:02:04.720 --> 00:02:07.880]  但這些情況是不會幫助到她成長
[00:02:07.880 --> 00:02:10.880]  只會令她繼續來帶去放縱
[00:02:10.880 --> 00:02:13.240]  又或者有些父母會很兇的
[00:02:13.240 --> 00:02:15.040]  來責備自己的兒女
[00:02:15.040 --> 00:02:17.320]  但是過猶不及的
[00:02:17.320 --> 00:02:21.960]  有時候她很想建立自己的兒女但反而會造成傷害
[00:02:21.960 --> 00:02:23.640]  一個很不幸的事就是
[00:02:23.640 --> 00:02:26.360]  當我們看聖經的時候
[00:02:26.360 --> 00:02:31.120]  我們找不到聖經裏面有哪一個父親是好的
[00:02:31.120 --> 00:02:32.200]  很簡單舉個例子
[00:02:32.200 --> 00:02:33.400]  雅各
[00:02:33.400 --> 00:02:37.160]  他是偏愛自己的孩子
[00:02:37.160 --> 00:02:38.520]  若瑟
[00:02:38.520 --> 00:02:40.520]  今晚我會講這一段經文
[00:02:40.520 --> 00:02:42.200]  希望大家都會回來聽
[00:02:42.200 --> 00:02:45.000]  就是他有十二個兒子特別疼愛若瑟
[00:02:45.000 --> 00:02:47.000]  令到兄弟不和
[00:02:47.000 --> 00:02:49.160]  他自己其實受過傷害
[00:02:49.160 --> 00:02:51.560]  但他照樣將這個傷害加諸於兒女
[00:02:51.560 --> 00:02:54.680]  他的父親就是疼愛若瑟
[00:02:54.680 --> 00:02:56.280]  輕忽了他
[00:02:56.280 --> 00:03:00.840]  我們又看到當時全國的大祭司已離
[00:03:00.840 --> 00:03:04.040]  但他縱容自己兩個的孩子
[00:03:04.040 --> 00:03:09.320]  那兩個兒子在會望面前去搶神的祭物
[00:03:09.320 --> 00:03:11.560]  跟那些婦女行淫
[00:03:11.560 --> 00:03:14.640]  但他沒有來責備她
[00:03:14.640 --> 00:03:18.400]  結果令到他差不多全家一日之內
[00:03:18.400 --> 00:03:20.400]  都是去滅門
[00:03:20.400 --> 00:03:23.320]  因為以利做得不好的時候
[00:03:23.320 --> 00:03:26.080]  所以神興起了薩姆爾
[00:03:26.080 --> 00:03:27.760]  薩姆爾也很好
[00:03:27.760 --> 00:03:29.040]  但很可惜
[00:03:29.040 --> 00:03:31.560]  薩姆爾也沒有好好地教導自己的孩子
[00:03:31.560 --> 00:03:33.640]  以至他的孩子貪污
[00:03:33.640 --> 00:03:35.320]  都是受賄
[00:03:35.320 --> 00:03:38.840]  於是人民說我不想找你們做我們的領袖
[00:03:38.840 --> 00:03:40.840]  就要立王
[00:03:40.840 --> 00:03:46.160]  如果說到王的時候大衛曾經稱為「合神心意的王」
[00:03:46.160 --> 00:03:48.920]  但大衛絕對不是一個好的爸爸
[00:03:48.920 --> 00:03:51.120]  他自己曾經犯過錯
[00:03:51.120 --> 00:03:57.200]  當他的兒子竟然姦污了同父異母的妹妹
[00:03:57.200 --> 00:04:00.040]  但大衛沒有責備他
[00:04:00.040 --> 00:04:04.920]  後來令到這個被姦污的妹妹的兄弟亞沙隆很憤怒
[00:04:04.920 --> 00:04:06.680]  覺得爸爸偏心
