
[00:00:00.000 --> 00:00:02.660]  好,我們有神的話語之師,我們先低頭禱告
[00:00:02.660 --> 00:00:08.080]  「親愛的天,我懇求你自己親自來用你的話語成為我們生命的幫助和激勵
[00:00:08.080 --> 00:00:11.720]  求你自己來帶人去特別祝福做父親的
[00:00:11.720 --> 00:00:14.280]  教導他們懂得怎樣愛惜自己的兒女
[00:00:14.280 --> 00:00:16.280]  但亦懂得怎樣去管教他們
[00:00:16.280 --> 00:00:19.520]  帶領我們,讓我們能夠有一個謙卑仇教的心
[00:00:19.520 --> 00:00:22.480]  也讓你的話語成為我們生命的幫助和激勵
[00:00:22.480 --> 00:00:25.120]  祈禱拉奉主德聖的名,阿們」
[00:00:25.120 --> 00:00:27.720]  明天就是父親節了
[00:00:27.720 --> 00:00:31.920]  今天我過去的訊息特別是,星期六上午我是講彼得前書的
[00:00:31.920 --> 00:00:37.760]  為了明天的父親節,所以我會暫時今天放下彼得前書,先不講
[00:00:37.760 --> 00:00:40.000]  是講一段大家很熟悉的經文
[00:00:40.000 --> 00:00:43.800]  但是今晚和明天有一篇的講章
[00:00:43.800 --> 00:00:46.680]  就是講到「再認父親」
[00:00:46.680 --> 00:00:49.400]  今晚和明天的講道
[00:00:49.400 --> 00:00:52.040]  是適合未信的人聽的
[00:00:52.040 --> 00:00:53.960]  因為主要就是講
[00:00:53.960 --> 00:00:56.800]  聖經裡面怎樣講「孝敬父母」
[00:00:56.920 --> 00:01:00.400]  孝敬父母是用什麼方法來孝敬呢?
[00:01:00.400 --> 00:01:04.600]  還有做父親的應該怎樣承擔我們的責任呢?
[00:01:04.600 --> 00:01:09.360]  我會講到我們不同年齡階段的時候,對我們的父親都有不同的體會
[00:01:09.360 --> 00:01:12.040]  我更加最後會引申到
[00:01:12.040 --> 00:01:16.160]  就是我們信主的年日不同和與神的交往不同
[00:01:16.160 --> 00:01:19.320]  我們對天父都有一個不同的認識
[00:01:19.320 --> 00:01:22.880]  所以今晚和明天崇拜的講道
[00:01:22.880 --> 00:01:26.080]  你可以帶未信的家人,特別是你的爸爸
[00:01:26.280 --> 00:01:29.600]  來帶他們回來,來帶他們出席我們的崇拜
[00:01:29.600 --> 00:01:33.800]  因為在星期六早上的崇拜,我一定會用《釋經》的講道
[00:01:33.800 --> 00:01:38.160]  所以我今天和大家來看一段大家非常非常熟悉的經文
[00:01:38.160 --> 00:01:39.200]  就是什麼呢?
[00:01:39.200 --> 00:01:41.200]  就是浪子的比喻
[00:01:41.200 --> 00:01:45.760]  今天在這個社會裡面有很多令人很感動的父親
[00:01:45.760 --> 00:01:49.880]  我看到有些父親做兩份的工作,日夜捱
[00:01:49.880 --> 00:01:55.040]  就是為了要讓自己家裡的兒女可以有一個安舒的生活
[00:01:55.480 --> 00:01:59.600]  有很多父親來大陸去循循善誘,教導自己的孩子
[00:01:59.600 --> 00:02:03.160]  是值得欣賞,值得來大陸去讚揚
[00:02:03.160 --> 00:02:07.920]  但是也有些父親是很討人厭,是令人髮指的
[00:02:07.920 --> 00:02:12.160]  甚至我們看到有些父親可能逼自己的女兒出來來大陸
[00:02:12.160 --> 00:02:15.960]  去出賣自己的身體,然後來大陸去為她還債
[00:02:15.960 --> 00:02:22.160]  甚至有些父親竟然來對自己親生的女兒來大陸去不規矩
[00:02:22.360 --> 00:02:28.160]  引致到他一生都不能磨滅的一個很大的傷痕在當中
[00:02:28.160 --> 00:02:32.920]  但是聖經裡面給我們看到什麼是最偉大的父親呢?
[00:02:32.920 --> 00:02:37.840]  不好意思,原來聖經裡面我們看不到一個很好的父親
[00:02:37.840 --> 00:02:42.000]  包括我們很熟悉的阿不拉罕、大衛
[00:02:42.000 --> 00:02:44.040]  這些被稱為屬靈的偉人
[00:02:44.040 --> 00:02:46.280]  但是他都不是一個好的父親
[00:02:46.280 --> 00:02:49.440]  我想我們認為最好的父親大家就很熟悉了
[00:02:49.800 --> 00:02:55.080]  就是在路加分第十五章浪子這個故事裡面的那個父親
[00:02:55.080 --> 00:02:56.640]  但是很可悲
[00:02:56.640 --> 00:02:59.880]  這個父親原來是一個故事而已
[00:02:59.880 --> 00:03:01.640]  是一個比喻而已
[00:03:01.640 --> 00:03:05.240]  某個程度不是很真實地活在這個世上
[00:03:05.240 --> 00:03:10.520]  但是這個父親卻是投射在天父的身上
[00:03:10.520 --> 00:03:13.960]  我們一直很熟悉這個浪子的故事
[00:03:13.960 --> 00:03:15.880]  特別是聖經裡面說的浪子的故事
[00:03:15.880 --> 00:03:19.280]  但是原來我們真的去研究聖經的時候
[00:03:19.760 --> 00:03:21.960]  真正的主角不是浪子
[00:03:21.960 --> 00:03:25.560]  浪子是一個非常非常次要的輩國
[00:03:25.560 --> 00:03:28.080]  真正的主角是父親
[00:03:28.080 --> 00:03:31.360]  還有另外一個很重要的角色我們忽略了的
[00:03:31.360 --> 00:03:33.920]  就是哥哥
[00:03:33.920 --> 00:03:35.800]  我們今天來看這段經文
[00:03:35.800 --> 00:03:38.720]  我們先看這個浪子他離開家裡
[00:03:38.720 --> 00:03:44.160]  我們來看看路加分第十五章的第十二節
[00:03:44.160 --> 00:03:47.080]  路加分第十五章的第十二節我們一起讀出
[00:03:47.720 --> 00:03:49.720]  小兒子對父親說
[00:03:49.720 --> 00:03:54.240]  父親,請你把我應得的家業分給我
[00:03:54.240 --> 00:03:57.520]  他父親就把產業分給他們
[00:03:57.520 --> 00:03:59.440]  這裡開始就說
[00:03:59.440 --> 00:04:02.440]  那個小兒子跟老爸說我要分身家
[00:04:02.440 --> 00:04:05.160]  將我應該得的家業你留給我
[00:04:05.160 --> 00:04:07.880]  我當中每一個做父親的包括媽媽的
[00:04:07.880 --> 00:04:10.160]  你兒子跟你這樣說的時候你有什麼反應?
[00:04:10.160 --> 00:04:13.160]  什麼叫應得的?
[00:04:13.160 --> 00:04:15.640]  我的身家一定要留給你的
[00:04:16.120 --> 00:04:19.360]  你這個臭小子我捐給慈善機構都不給你
[00:04:19.360 --> 00:04:24.760]  你記住原來家業不一定要分給自己的兒女
[00:04:24.760 --> 00:04:27.960]  所以我們要欣賞外國的人
[00:04:27.960 --> 00:04:32.640]  你看看微軟的創辦人他早就已經立了他的遺囑
[00:04:32.640 --> 00:04:35.880]  他只是給很少很少錢自己的女兒
[00:04:35.880 --> 00:04:38.280]  他大部分的錢都拿出來捐了
[00:04:38.280 --> 00:04:39.600]  他就說什麼呢?
[00:04:39.600 --> 00:04:42.040]  我也是白手興家
[00:04:42.040 --> 00:04:44.360]  我為什麼要留這麼多錢給我的子女?
[00:04:44.720 --> 00:04:47.200]  他也應該有能力自己帶他們去創業
[00:04:47.200 --> 00:04:48.320]  這個就很寶貴
[00:04:48.320 --> 00:04:50.120]  但是中國人就不是的
[00:04:50.120 --> 00:04:52.440]  所以錢一定是留給子女的
[00:04:52.440 --> 00:04:54.720]  結果就令子女經常爭生家
[00:04:54.720 --> 00:04:56.040]  甚至我們知道
[00:04:56.040 --> 00:04:58.000]  褲子不能夠穿過三代
[00:04:58.000 --> 00:05:00.400]  就是說褲子不能夠穿過三代
[00:05:00.400 --> 00:05:01.160]  不是這個意思
[00:05:01.160 --> 00:05:02.040]  就是說
[00:05:02.040 --> 00:05:04.520]  有錢人多數是留不了三代
[00:05:04.520 --> 00:05:05.840]  因為那是什麼呢?
[00:05:05.840 --> 00:05:07.360]  兒子的二世祖
[00:05:07.360 --> 00:05:09.520]  拿著金鑰匙來出生的時候
[00:05:09.520 --> 00:05:11.040]  有時候他又不去珍惜
[00:05:11.040 --> 00:05:13.240]  什麼叫應得的呢?
[00:05:13.720 --> 00:05:15.200]  我自己很深的體會
[00:05:15.200 --> 00:05:17.000]  一個做父母的
[00:05:17.000 --> 00:05:19.000]  如果我們
[00:05:19.000 --> 00:05:21.520]  供兒女讀到大學
[00:05:21.520 --> 00:05:22.680]  就已經足夠了
[00:05:22.680 --> 00:05:24.280]  那麼第二個學位
[00:05:24.280 --> 00:05:26.120]  我覺得也不一定要供她的
[00:05:26.120 --> 00:05:28.160]  因為她已經讀完第一個學位之後
[00:05:28.160 --> 00:05:29.760]  她有能力去賺錢的了
[00:05:29.760 --> 00:05:31.400]  那她就可以怎麼樣呢?
[00:05:31.400 --> 00:05:33.320]  自己來繼續讀第二個學位
[00:05:33.320 --> 00:05:34.760]  所以很重要
[00:05:34.760 --> 00:05:37.120]  因為她已經讀完她的
[00:05:37.120 --> 00:05:37.520]  讀…
[00:05:37.520 --> 00:05:40.200]  完成她的讀書階段之後
[00:05:40.200 --> 00:05:43.400]  她就應該承擔自己的生活,是不是?
[00:05:43.800 --> 00:05:44.960]  所以做父母的
[00:05:44.960 --> 00:05:47.560]  是不是一定要將錢留給自己的兒女呢?
[00:05:47.560 --> 00:05:48.720]  我覺得未必的
[00:05:48.720 --> 00:05:51.240]  所以有時候很不幸地
[00:05:51.240 --> 00:05:52.560]  我們看到這個世代裡面
[00:05:52.560 --> 00:05:53.720]  有很多的兒女
[00:05:53.720 --> 00:05:56.840]  他們經常來謀著父母的錢
