
[00:00:00.000 --> 00:00:02.000]  信而受洗
[00:00:02.000 --> 00:00:04.000]  我們知道要信耶穌
[00:00:04.000 --> 00:00:06.000]  也知道要洗禮
[00:00:06.000 --> 00:00:08.000]  剛才說了很大概
[00:00:08.000 --> 00:00:10.000]  但詳細一點去看
[00:00:10.000 --> 00:00:12.000]  信耶穌和洗禮
[00:00:12.000 --> 00:00:14.000]  為什麼要這樣呢?
[00:00:14.000 --> 00:00:16.000]  為什麼要有這樣的事做呢?
[00:00:16.000 --> 00:00:18.000]  這個做法其實是
[00:00:18.000 --> 00:00:20.000]  耶穌吩咐我們要這樣
[00:00:20.000 --> 00:00:22.000]  在聖經很多不同的地方
[00:00:22.000 --> 00:00:24.000]  都提到這樣
[00:00:24.000 --> 00:00:26.000]  我們今天用的經文是《馬太福音》
[00:00:26.000 --> 00:00:28.000]  28章
[00:00:28.000 --> 00:00:30.000]  一起看一看
[00:00:30.000 --> 00:00:32.000]  《馬太福音》
[00:00:32.000 --> 00:00:36.000]  28章的18節
[00:00:36.000 --> 00:00:40.000]  這個《馬太福音》有28章
[00:00:40.000 --> 00:00:42.000]  去到最後一章
[00:00:42.000 --> 00:00:44.000]  就是耶穌
[00:00:44.000 --> 00:00:46.000]  臨離開門徒的時候
[00:00:46.000 --> 00:00:48.000]  跟他們說了一些說話
[00:00:48.000 --> 00:00:56.000]  在很多教會都稱呼這個作
[00:00:56.000 --> 00:00:58.000]  是耶穌的使命
[00:00:58.000 --> 00:01:00.000]  就是耶穌臨離開的時候
[00:01:00.000 --> 00:01:02.000]  有些事情
[00:01:02.000 --> 00:01:04.000]  想門徒去做
[00:01:04.000 --> 00:01:06.000]  28章18至20節
[00:01:06.000 --> 00:01:08.000]  我們找到的一起讀一讀
[00:01:08.000 --> 00:01:10.000]  由18節開始讀到20節
[00:01:26.000 --> 00:01:28.000]  不只聖靈的命
[00:01:28.000 --> 00:01:30.000]  給他們施浸
[00:01:30.000 --> 00:01:32.000]  凡我所吩咐你們的
[00:01:32.000 --> 00:01:34.000]  都教訓他們遵守
[00:01:34.000 --> 00:01:36.000]  我就常與你們同在
[00:01:36.000 --> 00:01:38.000]  直到世界的末了
[00:01:38.000 --> 00:01:40.000]  直到世界的末了
[00:01:40.000 --> 00:01:42.000]  直到世界的末了
[00:01:42.000 --> 00:01:44.000]  這個最後記載在《馬太福音》
[00:01:44.000 --> 00:01:46.000]  的大使命
[00:01:46.000 --> 00:01:48.000]  就是叫這些門徒要做一些事情
[00:01:48.000 --> 00:01:50.000]  祂叫他們去做什麼呢?
[00:01:50.000 --> 00:01:52.000]  去使萬民作我的門徒
[00:01:52.000 --> 00:01:54.000]  去使萬民作我的門徒
[00:01:54.000 --> 00:01:56.000]  意思就是說
[00:01:56.000 --> 00:01:58.000]  向所有的人
[00:01:58.000 --> 00:02:00.000]  不論國籍地方遠近
[00:02:00.000 --> 00:02:02.000]  去吧
[00:02:02.000 --> 00:02:04.000]  所有的人你們都要去接觸他們
[00:02:04.000 --> 00:02:06.000]  都要將這個耶穌的福音
[00:02:06.000 --> 00:02:08.000]  跟他們說
[00:02:08.000 --> 00:02:10.000]  使他們做主的門徒
[00:02:10.000 --> 00:02:12.000]  接著
[00:02:12.000 --> 00:02:14.000]  奉父子聖靈的命
[00:02:14.000 --> 00:02:16.000]  給他們施浸
[00:02:16.000 --> 00:02:18.000]  或者施洗
[00:02:18.000 --> 00:02:20.000]  我們剛才奉父子聖靈的命
[00:02:20.000 --> 00:02:22.000]  為黃石澳婆婆施洗
[00:02:22.000 --> 00:02:24.000]  做了這個步伐
[00:02:24.000 --> 00:02:26.000]  福音我們傳了給她
[00:02:26.000 --> 00:02:28.000]  奉父子聖靈的命
[00:02:28.000 --> 00:02:30.000]  為她施洗
[00:02:30.000 --> 00:02:32.000]  這樣就完了
[00:02:32.000 --> 00:02:34.000]  以後不用回教會
[00:02:34.000 --> 00:02:36.000]  以前很多人
[00:02:36.000 --> 00:02:38.000]  一直回教會就很勤奮
[00:02:38.000 --> 00:02:40.000]  到受浸了之後就不見了
