
[00:00:00.000 --> 00:00:06.320]  菩薩姐妹好,讓我們在聆聽主導以先,我們再次同心提頭禱告
[00:00:06.320 --> 00:00:10.840]  Let's bow our heads and pray together
[00:00:10.840 --> 00:00:16.800]  慈悲的天父,多謝你,讓我們再次回到你寶貴說話的面前,一起同心的讀
[00:00:16.800 --> 00:00:20.560]  求天父你帶領我們,藉著你的聖靈
[00:00:20.560 --> 00:00:24.560]  誘導我們每一個人能夠更加貼近你的心腸
[00:00:24.560 --> 00:00:28.080]  並且明白你是怎樣的一位主,怎樣的一位神
[00:00:28.080 --> 00:00:35.040]  我也祈求你,讓每一個我們屬主你的子民,都能夠再次同蒙恩福
[00:00:35.040 --> 00:00:39.800]  能夠在你的說話之中,知取力量,仰望在上帝你的面前
[00:00:39.800 --> 00:00:45.360]  我們同心的禱告,奉靠主耶穌的德性的名字而求,阿們
[00:00:45.360 --> 00:00:50.440]  在這裏歡迎桂蘭和Eric來到這裏
[00:00:50.440 --> 00:00:54.080]  很高興能夠和你們見面,我們已經在網上認識了
[00:00:54.080 --> 00:01:00.080]  有交通過,希望今天我們能夠一起在主的說話裏一同得到祖宗
[00:01:00.080 --> 00:01:07.360]  今天會和大家一起思想的經文是出自於馬太福音第九章第35至38節
[00:01:07.360 --> 00:01:12.560]  我們一起思想的題目是叫做守護好神的裝甲
[00:01:12.560 --> 00:01:17.200]  很多時候我們教會裏面,經常都討論到一個題目
[00:01:17.200 --> 00:01:19.840]  就叫做呼召
[00:01:19.840 --> 00:01:25.840]  最近我和師母和一個朋友,一個姐妹聊天的時候
[00:01:25.840 --> 00:01:29.680]  她說她們曾經去過一間千主教教會裏面
[00:01:29.680 --> 00:01:34.240]  很多的神父經常都叫弟兄姐妹不要只回來教會
[00:01:34.240 --> 00:01:37.920]  你們要呼召做神職人員
[00:01:37.920 --> 00:01:41.600]  但是我們就有一個問題,呼召是怎樣而來的呢?
[00:01:41.600 --> 00:01:44.000]  什麼叫呼召呢?
[00:01:44.000 --> 00:01:48.400]  這個在基督教會裏面,我們經常提到的題目呼召
[00:01:48.400 --> 00:01:54.320]  其實已經聽到我們用聖經的用語叫做耳朵發養
[00:01:54.320 --> 00:01:57.680]  其實呼召究竟是什麼意思呢?
[00:01:57.680 --> 00:02:02.720]  其實也回來看看呼召是什麼一回事
[00:02:02.720 --> 00:02:07.600]  正正是今天我想和大家一起藉著這段經文去思想的題目
[00:02:07.600 --> 00:02:12.880]  我們之前已經在第九章的開頭第九章十三節裏面
[00:02:12.880 --> 00:02:18.320]  談及過耶穌呼召我們所看的馬太福音的作者馬太
[00:02:18.320 --> 00:02:22.160]  他怎樣蒙上帝的兒子耶穌基督
[00:02:22.160 --> 00:02:25.840]  去到呼召他成為門徒之一
[00:02:25.840 --> 00:02:31.120]  但是這個題目沒有停在只是馬太的蒙召裏面
[00:02:31.120 --> 00:02:38.400]  耶穌繼續的希望每一個門徒能夠去明白到呼召是一回什麼事情
[00:02:38.400 --> 00:02:40.800]  而今天我們看完這段聖經之後
[00:02:40.800 --> 00:02:48.480]  下一課我們看到第十章就會看到耶穌特意選了十二個門徒
[00:02:48.480 --> 00:02:55.920]  去呼召成為一個小的團隊來繼續推展傳道的工作
[00:02:55.920 --> 00:03:00.000]  所以我們希望能夠透過這一連串的題目
[00:03:00.000 --> 00:03:04.480]  去讓我們有更深的認識什麼叫做呼召
[00:03:04.480 --> 00:03:10.880]  首先我們要明白到耶穌呼召我們究竟是做些什麼好呢
[00:03:10.880 --> 00:03:14.720]  這個我們就不如回去看回馬太福音第九章
[00:03:14.720 --> 00:03:20.080]  我們今天所看的經文第35節至到第38節的內容
[00:03:20.080 --> 00:03:24.960]  這段經文是很多的牧者甚至基督徒都很熟悉的經文
[00:03:24.960 --> 00:03:29.520]  但是這段聖經卻是很多時候被我們誤會的經文
[00:03:29.520 --> 00:03:32.000]  我們去看看這段經文說些什麼
[00:03:32.000 --> 00:03:34.560]  雖然剛才姊妹已經幫我們讀了一次
[00:03:34.560 --> 00:03:37.120]  不如我們再次同心打開
[00:03:37.120 --> 00:03:42.000]  馬太福音第九章從第35至38節讀多一次
[00:03:42.000 --> 00:03:46.080]  讓我們去明白一下這段經文所說的內容是什麼
[00:03:46.080 --> 00:03:47.880]  找到之後我們一起讀
[00:03:47.880 --> 00:03:52.480]  如果你喜歡讀的和合本版本也都應該看在在我們程序表
[00:03:52.480 --> 00:03:54.000]  或者大家的聖經
[00:03:54.000 --> 00:03:59.680]  如果你用英語的版本可以跟你的版本或者我們選用的NET版本
[00:03:59.680 --> 00:04:02.240]  我們一起找到之後打開一起讀
[00:04:02.240 --> 00:04:05.840]  耶穌走遍各城各鄉
[00:04:05.840 --> 00:04:08.640]  在會堂裡教訓人
[00:04:08.640 --> 00:04:11.440]  宣講天國的福音
[00:04:11.440 --> 00:04:14.720]  又醫治各樣的病症
[00:04:14.720 --> 00:04:19.280]  他看見許多的人就憐憫他們
[00:04:19.280 --> 00:04:22.400]  因為他們困苦流離
[00:04:22.400 --> 00:04:25.600]  如同羊沒有牧人一般
[00:04:25.600 --> 00:04:28.080]  於是對門號說
[00:04:28.080 --> 00:04:30.320]  要收的莊稼多
[00:04:30.320 --> 00:04:32.400]  做工的人少
[00:04:32.400 --> 00:04:35.760]  所以你們當求莊稼的主
[00:04:35.760 --> 00:04:40.080]  打發工人出去收他的莊稼
[00:04:40.080 --> 00:04:43.680]  今天我會透過兩個部分和大家一起思想這段經文
[00:04:43.680 --> 00:04:47.680]  第一個部分是看第35至36節
[00:04:47.680 --> 00:04:49.920]  我們首先明白一下
[00:04:49.920 --> 00:04:53.520]  原來耶穌基督他來去侍奉的時候
[00:04:53.520 --> 00:04:56.400]  或者來到這個世界傳道的時候
[00:04:56.400 --> 00:05:01.520]  其實祂的工作從來沒有變過
[00:05:01.520 --> 00:05:04.080]  因為這是祂自己本身的屬性
[00:05:04.080 --> 00:05:09.440]  上帝從創始到祂最終的日子也好
[00:05:09.440 --> 00:05:14.320]  跟我們同活都是從來沒有變過的
[00:05:14.320 --> 00:05:17.760]  因此我們作為祂門號的一份子
[00:05:17.760 --> 00:05:20.960]  我們也應該抱著這種心態
[00:05:20.960 --> 00:05:23.280]  有上帝同樣的心智
[00:05:23.280 --> 00:05:27.120]  不要隨便因為時局因為狀態或者環境
[00:05:27.120 --> 00:05:31.280]  而我們就從而扭轉應有的一些原則
[00:05:31.280 --> 00:05:34.160]  和我們應有的信徒應有的屬性
[00:05:34.160 --> 00:05:35.840]  我們開始看看這節經文
[00:05:35.840 --> 00:05:43.360]  第35節他就介紹到耶穌去到各城各鄉去傳道
[00:05:43.360 --> 00:05:50.800]  其實這個陳述早在先前第4章23節裡面已經提過
[00:05:50.800 --> 00:05:53.040]  我們不如回去看一看好不好
[00:05:53.040 --> 00:05:58.000]  馬太福音第4章23節裡面
[00:05:58.000 --> 00:06:02.240]  同樣去介紹耶穌基督的傳道
[00:06:02.240 --> 00:06:06.640]  如果你有聖經打開我讀給大家聽好不好
[00:06:06.640 --> 00:06:09.680]  馬太福音第4章23節這樣說
[00:06:09.680 --> 00:06:15.680]  他說耶穌走遍加利利在國會堂裡教訓人
[00:06:15.680 --> 00:06:21.360]  傳天國的福音醫治百姓各樣的病症
[00:06:21.360 --> 00:06:24.560]  他的名聲就全遍了敘利亞
[00:06:24.560 --> 00:06:27.200]  那裡的人就把一切害病的
[00:06:27.200 --> 00:06:30.160]  就連害各樣疾病各樣疼痛的
[00:06:30.160 --> 00:06:34.400]  和被鬼斧的癲癇的癱瘓的都帶來了
[00:06:34.400 --> 00:06:37.120]  耶穌就治好了他們
[00:06:37.120 --> 00:06:40.960]  當下有許多人從加利利底加玻利耶路撒冷
[00:06:40.960 --> 00:06:45.680]  猶太若但何外都來跟著他
[00:06:45.680 --> 00:06:51.680]  我們看到耶穌原來一開始出來侍奉其實都是這樣做的
[00:06:51.680 --> 00:06:54.240]  他去遍各城各鄉
[00:06:54.240 --> 00:07:01.040]  雖然之前他只是在加利利的地區特別加伯隆這個城市
[00:07:01.040 --> 00:07:06.160]  我們說過加伯隆可以說是當時一個經濟的重鎮
[00:07:06.160 --> 00:07:13.360]  是一個羅馬人收取稅的主要城市關口
[00:07:13.360 --> 00:07:17.840]  因為如果因地理的原因他們要去交稅的話
[00:07:17.840 --> 00:07:19.360]  這個是必經之地
[00:07:19.360 --> 00:07:23.600]  所以收稅就最好過必經之地的城市了
[00:07:23.600 --> 00:07:30.800]  耶穌傳道從來都是從他所處的地點開始
[00:07:30.800 --> 00:07:36.640]  進合到他附近的周邊的環境來傳道
[00:07:36.640 --> 00:07:41.360]  所以當他自己的傳道同樣都是這樣做
[00:07:41.360 --> 00:07:43.600]  而後來去到第十章
[00:07:43.600 --> 00:07:48.480]  下個禮拜我們將會進入去的第十章第十一節的時候
[00:07:48.480 --> 00:07:52.240]  當耶穌差派他的門徒出去傳道
[00:07:52.240 --> 00:07:54.640]  也都同樣是這樣做的
[00:07:54.640 --> 00:07:57.280]  大家又可以偷看一下
[00:07:57.280 --> 00:07:59.360]  在第十章的第十一節
[00:07:59.360 --> 00:08:02.800]  耶穌也都同樣差派他的門徒說
[00:08:02.800 --> 00:08:05.440]  你們無論往哪城去哪一個村
[00:08:05.440 --> 00:08:11.600]  就要打聽哪裏誰是好人家往他那裏直往到走的時候
[00:08:11.600 --> 00:08:14.400]  就進到他家請安
[00:08:14.400 --> 00:08:18.000]  請安其實等同於在當中去印證
[00:08:18.000 --> 00:08:21.200]  大家是不是有一個同樣的屬性的信徒
[00:08:21.200 --> 00:08:23.440]  這個我們下個禮拜會再講
[00:08:23.440 --> 00:08:29.200]  但是耶穌的傳道工作原來從頭到尾是沒有改變過的
[00:08:29.200 --> 00:08:32.880]  在今天我們去看回這段聖經的時候
[00:08:32.880 --> 00:08:37.920]  耶穌的傳道是有三樣東西他一定去做的
[00:08:37.920 --> 00:08:39.520]  很簡單三樣什麼呢
[00:08:39.520 --> 00:08:48.880]  第一他進入到會堂裏面去教訓人有關於神國的道理
[00:08:48.880 --> 00:08:51.040]  耶穌去教訓人
[00:08:51.040 --> 00:08:54.240]  在會堂裏面去傳道
[00:08:54.240 --> 00:08:55.440]  你有沒有聽錯
[00:08:55.440 --> 00:08:57.760]  第一樣東西是去教訓人
[00:08:57.760 --> 00:09:00.960]  教訓人其實這件事我之前已經講過了
[00:09:00.960 --> 00:09:03.120]  哪個人喜歡被人教訓
[00:09:03.120 --> 00:09:05.920]  我教訓人就有的
[00:09:05.920 --> 00:09:08.880]  其實耶穌的傳道這個行動
[00:09:08.880 --> 00:09:14.400]  其實首先就已經印證了哪些人是會聽上帝的說話
[00:09:14.400 --> 00:09:21.040]  不是說用很多的手段很多方式來招摘很多的人
[00:09:21.040 --> 00:09:22.880]  來希望討人的喜悅
[00:09:22.880 --> 00:09:24.800]  耶穌沒有這樣做
[00:09:24.800 --> 00:09:28.800]  用今天的說法其實是一種趕客的行動
[00:09:28.800 --> 00:09:32.480]  如果要人跟隨他為什麼不說一些好聽的說話
[00:09:32.480 --> 00:09:34.720]  而去教訓人
[00:09:34.720 --> 00:09:35.520]  這是第一點
[00:09:35.520 --> 00:09:43.040]  我們看見耶穌原來他的傳道由頭到尾都是以上帝的說話為開端
[00:09:43.040 --> 00:09:46.960]  猶太人去開始他們的敬拜
[00:09:46.960 --> 00:09:50.160]  特別是當他們被擄之後的一個特點
[00:09:50.160 --> 00:09:52.080]  那個特點是什麼呢
[00:09:52.080 --> 00:09:58.720]  就是過往的聖殿已經不再是真的成為他們的主要的敬拜的地點
[00:09:58.720 --> 00:10:05.440]  他們不可能每個星期去耶路撒冷的聖殿去敬拜
[00:10:05.440 --> 00:10:09.280]  於是乎在被擄的時期
[00:10:09.280 --> 00:10:13.280]  以色列人曾經有一段時間是國家已經滅亡
[00:10:13.280 --> 00:10:15.120]  擄到去巴比倫的地方
[00:10:15.120 --> 00:10:19.600]  去到擄遠的地方沒辦法再回到耶路撒冷裡面去敬拜了
[00:10:19.600 --> 00:10:21.200]  唯有怎樣呢
[00:10:21.200 --> 00:10:24.800]  他們就建立了很多地方的會堂
[00:10:24.800 --> 00:10:28.640]  我記得在2000年的時候我去以色列讀書
[00:10:28.640 --> 00:10:35.280]  特別有一個星期我故意早一點下課之後
[00:10:35.280 --> 00:10:37.840]  因為星期六多數是安息日
[00:10:37.840 --> 00:10:40.240]  星期五晚上就已經是安息日了
[00:10:40.240 --> 00:10:41.840]  星期六就沒什麼了
[00:10:41.840 --> 00:10:43.680]  通常就是敬拜的
