
[00:00:00.000 --> 00:00:03.840]  很捨不得 好像剛剛來 又要回去了
[00:00:03.840 --> 00:00:09.020]  人生就是這樣 來也匆匆 去也匆匆
[00:00:09.020 --> 00:00:12.600]  很多事情都不是
[00:00:12.600 --> 00:00:14.860]  我們能夠
[00:00:14.860 --> 00:00:18.860]  計劃或者是料想得到的
[00:00:18.860 --> 00:00:24.080]  兩個禮拜前
[00:00:24.080 --> 00:00:25.800]  我接到一個電話
[00:00:25.800 --> 00:00:28.180]  其實我們牧師
[00:00:28.180 --> 00:00:31.000]  因為我們不牧會了 所以
[00:00:31.000 --> 00:00:33.420]  如果在牧會的當中接到電話
[00:00:33.420 --> 00:00:36.820]  有時候都心驚膽跳的 尤其三更半夜
[00:00:36.820 --> 00:00:41.240]  我是清晨接到一個電話的聲音
[00:00:41.240 --> 00:00:44.060]  那我心裡面就想 會不會是我妹妹
[00:00:44.060 --> 00:00:46.060]  因為我一直在擔心
[00:00:46.060 --> 00:00:51.360]  結果果然是我弟弟通知我了
[00:00:51.360 --> 00:00:55.760]  跟我講 我妹妹被主接走了
[00:00:57.320 --> 00:00:59.900]  所謂我妹妹就是年齡比我小
[00:00:59.900 --> 00:01:03.740]  我記得我爸爸被主接走的時候
[00:01:03.740 --> 00:01:07.920]  我跟我妹妹談論了 上面空了
[00:01:07.920 --> 00:01:12.900]  輪到我們了 班子已經輪到我們這一代了
[00:01:12.900 --> 00:01:16.860]  不知道輪到誰 也不知道
[00:01:16.860 --> 00:01:19.800]  要去面對 要去知道的這個事情
[00:01:19.800 --> 00:01:23.140]  我妹妹是一個
[00:01:23.140 --> 00:01:24.960]  她
[00:01:24.960 --> 00:01:26.780]  她是一個怎麼樣呢
[00:01:27.740 --> 00:01:30.400]  她在十多年前就發現了癌症
[00:01:30.400 --> 00:01:31.780]  好厲害
[00:01:31.780 --> 00:01:35.200]  十三年前吧 十三年前
[00:01:35.200 --> 00:01:36.940]  我記得 如果沒記錯的話
[00:01:36.940 --> 00:01:41.180]  她告訴我 她在臺灣
[00:01:41.180 --> 00:01:43.400]  她告訴我 哥哥我得到癌症
[00:01:43.400 --> 00:01:44.400]  我說 什麼癌症
[00:01:44.400 --> 00:01:46.000]  她說
[00:01:46.000 --> 00:01:48.920]  她脖子腫出來一塊
[00:01:48.920 --> 00:01:52.240]  結果趕快去檢查了 是淋巴
[00:01:52.240 --> 00:01:55.020]  腫起來了 就一追查
[00:01:55.020 --> 00:01:58.120]  跑到淋巴已經是最少第三第四期了
[00:01:58.120 --> 00:02:01.360]  所以一追查 是卵巢
[00:02:01.360 --> 00:02:04.480]  她都沒有注意 好好注意 卵巢
[00:02:04.480 --> 00:02:08.160]  卵巢癌已經轉到淋巴去了
[00:02:08.160 --> 00:02:11.720]  那個時候檢查已經是第三到第四期
[00:02:11.720 --> 00:02:13.480]  那個嚴重性了
[00:02:13.480 --> 00:02:18.000]  她很有毅力 好厲害的
[00:02:18.000 --> 00:02:21.000]  一個與癌共存十幾年
[00:02:21.000 --> 00:02:23.140]  這是 而且
[00:02:23.140 --> 00:02:25.880]  不是像有些人 醫治
[00:02:25.880 --> 00:02:28.700]  被醫治了就沒有
[00:02:28.700 --> 00:02:31.820]  她是一直化療 這十幾年
[00:02:31.820 --> 00:02:35.800]  一直化療下來 化療十幾年
[00:02:35.800 --> 00:02:39.060]  她前一陣子跟我談話 最後一次談話
[00:02:39.060 --> 00:02:42.020]  她講 哥哥 我已經化療了
[00:02:42.020 --> 00:02:43.760]  一百多次
[00:02:43.760 --> 00:02:47.280]  夠嚇人 她說她
[00:02:47.280 --> 00:02:50.740]  那種跟癌鬥的那個毅力
[00:02:51.700 --> 00:02:53.240]  很強
[00:02:53.240 --> 00:02:58.760]  我知道她很辛苦 真的是非常辛苦
[00:02:58.760 --> 00:02:59.760]  但是
[00:02:59.760 --> 00:03:03.040]  我也看到 因為這個癌症 把她逼
[00:03:03.040 --> 00:03:07.440]  到教會來了
[00:03:07.440 --> 00:03:10.360]  以前我帶她信主 也是
[00:03:10.360 --> 00:03:13.400]  吊兒郎當的 信了主
[00:03:13.400 --> 00:03:16.360]  她說我信了主 也受洗 但是
[00:03:16.360 --> 00:03:17.360]  不太去教會
[00:03:17.360 --> 00:03:21.140]  在世上賺錢賺了很多
[00:03:22.180 --> 00:03:25.180]  很多是相當多
[00:03:25.180 --> 00:03:27.220]  她的家庭很會賺錢
[00:03:27.220 --> 00:03:28.620]  但是呢
[00:03:28.620 --> 00:03:32.000]  就一直在這個錢的裡頭
[00:03:32.000 --> 00:03:35.520]  但是 一下子讓她得到了癌症
[00:03:35.520 --> 00:03:38.000]  知道癌症的時候 她突然間發現
[00:03:38.000 --> 00:03:41.140]  所有的都不是我的了 她告訴我
[00:03:41.140 --> 00:03:44.320]  所有的都不是了 因為一面對
[00:03:44.320 --> 00:03:46.280]  癌症的話 那種驚嚇
[00:03:46.280 --> 00:03:50.120]  而且一下子三期了 那真是很厲害了
[00:03:50.120 --> 00:03:53.480]  但是她說我要活下去
[00:03:53.480 --> 00:03:56.660]  我要靠著主 所以從那個時候開始
[00:03:56.660 --> 00:03:58.220]  她就乖乖的
[00:03:58.220 --> 00:04:01.880]  來更認識主 跟主
[00:04:01.880 --> 00:04:05.020]  更親近 為跟主禱告
[00:04:05.020 --> 00:04:06.020]  她每一次
[00:04:06.020 --> 00:04:09.340]  她跟我打電話說 有時候
[00:04:09.340 --> 00:04:12.240]  我們美國的一些人會託我說
[00:04:12.240 --> 00:04:14.320]  牧師你有沒有認識台灣哪一個人
[00:04:14.320 --> 00:04:16.880]  因為我的哪一個人得了癌症 能不能去安慰他
[00:04:16.880 --> 00:04:19.880]  我都叫我妹妹去安慰 去打電話給他
[00:04:19.880 --> 00:04:22.880]  他每次跟我講
[00:04:22.880 --> 00:04:26.020]  我跟哪一個人談話以後 我就知道他能夠活多久了
[00:04:26.020 --> 00:04:28.520]  他已經是一個
[00:04:28.520 --> 00:04:32.260]  老癌友了 他告訴我
[00:04:32.260 --> 00:04:35.440]  所有在他旁邊 跟他一起
[00:04:35.440 --> 00:04:38.160]  化療的那些人 他眼看著
[00:04:38.160 --> 00:04:39.340]  全部走了
[00:04:39.340 --> 00:04:42.940]  只有他一個人活了十幾年
[00:04:42.940 --> 00:04:45.940]  好厲害的 已經算是很有毅力的
[00:04:45.940 --> 00:04:48.940]  他告訴我說
[00:04:48.940 --> 00:04:51.380]  雖然我不像 但是我為了要活著
[00:04:51.380 --> 00:04:54.780]  我死活還是把他摁吃下去了
[00:04:54.780 --> 00:04:56.900]  所以人家癌症變瘦 他是變胖
[00:04:56.900 --> 00:05:01.620]  他一點都不像癌症病人 但是到了最後
[00:05:01.620 --> 00:05:04.920]  今年的時候 我就知道不行了
[00:05:04.920 --> 00:05:08.100]  我自己都可以感覺 他跟我講話
[00:05:08.100 --> 00:05:11.160]  他告訴我 他現在已經只剩下
[00:05:11.160 --> 00:05:14.200]  瘦掉了幾十磅 已經到最後
[00:05:14.200 --> 00:05:17.180]  實在是沒辦法吃了 已經又轉移又轉移了
[00:05:17.180 --> 00:05:20.240]  我說我只在等 說平安的把他接走吧
[00:05:20.240 --> 00:05:23.240]  也就是那樣
[00:05:23.240 --> 00:05:24.240]  正好他
[00:05:24.240 --> 00:05:27.340]  安排是 他安排的
[00:05:27.340 --> 00:05:28.340]  下個禮拜二
[00:05:28.340 --> 00:05:32.480]  這一次禮拜四
[00:05:32.480 --> 00:05:35.500]  他先生那邊安排的
[00:05:35.500 --> 00:05:38.520]  那我禮拜天晚上的飛機 我禮拜二早上到
[00:05:38.520 --> 00:05:41.520]  我禮拜二下午參加 所以趕回去參加
[00:05:41.520 --> 00:05:42.520]  至少
[00:05:42.520 --> 00:05:46.020]  最後一次 然後我
[00:05:46.020 --> 00:05:49.040]  希望我有機會在那個地方
[00:05:49.040 --> 00:05:52.220]  因為每一次 最適禮拜是最好傳福音的機會
[00:05:52.220 --> 00:05:55.860]  因為這就是人生
[00:05:55.860 --> 00:05:58.920]  你看 你來幹什麼 就是來送別
[00:05:58.920 --> 00:06:02.160]  那你想想看 就要面對 你看看今天
[00:06:02.160 --> 00:06:05.260]  我們送別人 有一天是別人來送我們
[00:06:05.260 --> 00:06:09.400]  就是這樣 人生就是很透徹的
[00:06:09.400 --> 00:06:13.220]  基督徒面對這個死亡
[00:06:13.380 --> 00:06:16.060]  會難過 但是
[00:06:16.060 --> 00:06:19.560]  我們是在盼望當中
[00:06:19.560 --> 00:06:22.540]  我的信仰告訴我 我有希望
[00:06:22.540 --> 00:06:25.540]  我知道我跟他會再相見
[00:06:25.540 --> 00:06:28.560]  這個把握就不一樣了
[00:06:28.560 --> 00:06:31.560]  我多少次傳福音的過程
[00:06:31.560 --> 00:06:34.580]  人生當中我只見過一次面 多少人我只見過一次面
[00:06:34.580 --> 00:06:37.600]  見了以後沒有再見面
[00:06:37.600 --> 00:06:40.960]  離開的時候我都告訴他 信徒
[00:06:41.620 --> 00:06:44.340]  就算地上沒有見面 有一天
[00:06:44.340 --> 00:06:45.960]  我們在那裡見面
[00:06:45.960 --> 00:06:48.680]  就是有這個把握
[00:06:48.680 --> 00:06:50.680]  你沒有信徒
[00:06:50.680 --> 00:06:54.540]  那麼 我就不能跟你講這個
[00:06:54.540 --> 00:06:57.200]  以後 你說要再見
[00:06:57.200 --> 00:07:00.720]  很難喔 怎麼再見 你到哪裡去見我
[00:07:00.720 --> 00:07:03.940]  我想見你都沒辦法見
[00:07:03.940 --> 00:07:06.940]  兩個不同的地方 沒有什麼
[00:07:06.940 --> 00:07:08.540]  殊途同歸的事情
[00:07:08.540 --> 00:07:11.380]  真理
[00:07:11.900 --> 00:07:13.180]  就是排他的
[00:07:13.180 --> 00:07:16.640]  所以 我是希望我們
[00:07:16.640 --> 00:07:19.680]  明白 了解 為什麼我們要傳福音
[00:07:19.680 --> 00:07:23.040]  一定要把這個寶貝的福音傳揚出去
[00:07:23.040 --> 00:07:25.980]  我們要了解 很多人
[00:07:25.980 --> 00:07:26.980]  的
[00:07:26.980 --> 00:07:30.320]  排拒福音 因為他們真是不了解
[00:07:30.320 --> 00:07:33.360]  這個嚴重性 人生當中
[00:07:33.360 --> 00:07:35.940]  所有的事情
[00:07:35.940 --> 00:07:38.700]  我來到美國幾十年了
[00:07:38.700 --> 00:07:41.700]  人家問我 來到美國 對你來講
[00:07:41.700 --> 00:07:44.820]  最重要的事情是什麼
[00:07:44.820 --> 00:07:46.600]  我說 不是
[00:07:46.600 --> 00:07:48.220]  學位
[00:07:48.220 --> 00:07:51.780]  學位 到了這種退休了 誰跟你
[00:07:51.780 --> 00:07:53.680]  Who care 你是什麼
[00:07:53.680 --> 00:07:57.180]  不是這個財產
[00:07:57.180 --> 00:08:00.220]  你再多的財產 你也只能夠吃這麼多
