
[00:00:00.000 --> 00:00:03.800]  我們在說到之前我們一起投入一個禱告,好嗎?
[00:00:03.800 --> 00:00:07.200]  天父,多謝你都讓我們今天在復活節的主日
[00:00:07.200 --> 00:00:10.200]  雖然我們未必可以回到教會裏面
[00:00:10.200 --> 00:00:12.600]  但我們在空中,我們這群弟兄姊妹
[00:00:12.600 --> 00:00:14.800]  都可以一齊的停下來去親近祢
[00:00:14.800 --> 00:00:17.200]  我們去學習主祢自己的話語
[00:00:17.200 --> 00:00:19.200]  我們親自的祢就賜福給我們
[00:00:19.200 --> 00:00:20.600]  讓聖靈在我們當中
[00:00:20.600 --> 00:00:23.600]  去幫助我們能夠去明白和去認識祢
[00:00:23.600 --> 00:00:28.000]  在這個話語裏面讓我們心得到安慰,得到激勵
[00:00:28.000 --> 00:00:32.000]  我們這樣禱告是奉靠主耶穌基督的名,Amen
[00:00:32.000 --> 00:00:37.000]  今天我選了一個題目叫做看那神的羔羊
[00:00:37.000 --> 00:00:41.400]  經文記載在約翰福音的第一章二十九節
[00:00:41.400 --> 00:00:45.000]  那裏說施禎約翰,看見耶穌來到他那裏
[00:00:45.000 --> 00:00:50.000]  就說看那神的羔羊,除去世人罪孽的
[00:00:50.000 --> 00:00:56.000]  為什麼約翰會用羊來形容我們主耶穌基督的呢?
[00:00:56.000 --> 00:01:00.000]  亦都可能有些朋友會問,其實這個約翰是誰來的?
[00:01:00.000 --> 00:01:03.000]  那約翰其實是一個猶太人,當然
[00:01:03.000 --> 00:01:09.000]  他是被稱為約翰舊約當中最後一位的先知
[00:01:09.000 --> 00:01:15.000]  即是說他又被稱為尼塞亞,耶穌基督的先鋒
[00:01:15.000 --> 00:01:19.000]  他一生的使命很清晰,他只做了一件事
[00:01:19.000 --> 00:01:24.000]  就是預備人的心去接受耶穌就是他們的尼塞亞
[00:01:24.000 --> 00:01:29.000]  就是這位的救贖主,所以他講道都是很容易的
[00:01:29.000 --> 00:01:34.000]  他只是講一個主題,就是講悔改之道
[00:01:34.000 --> 00:01:39.000]  就是希望人要有一個悔改的心來歸向上帝
[00:01:39.000 --> 00:01:43.000]  悔改的心不是那麼容易有的
[00:01:43.000 --> 00:01:47.000]  我們在香港生活了一段很長的日子
[00:01:47.000 --> 00:01:51.000]  我記得我在年輕的時候其實已經經常講這個主題
[00:01:51.000 --> 00:01:59.000]  大家都聽到,地球有病,環保,要把垃圾分類
[00:01:59.000 --> 00:02:03.000]  其實講了很久,不過坦白講我們只是潮流
[00:02:03.000 --> 00:02:06.000]  輕一陣子大家就做一點點事
[00:02:06.000 --> 00:02:11.000]  但實際上在心底裏面我們有多少是會真是關心
[00:02:11.000 --> 00:02:14.000]  我們所住的這個地球呢?
[00:02:14.000 --> 00:02:18.000]  同樣在今天我們面對整個疫情的時候
[00:02:18.000 --> 00:02:21.000]  我們也有很多事情開始反省
[00:02:21.000 --> 00:02:24.000]  我們也會很擔心將來會怎樣呢?
[00:02:24.000 --> 00:02:27.000]  哪裏才會有真正的平安呢?
[00:02:27.000 --> 00:02:33.000]  我們從沙士,然後有不同的流感,不同的病毒
[00:02:33.000 --> 00:02:36.000]  然後又收到大火,又海嘯
[00:02:36.000 --> 00:02:41.000]  但好像一件事過了,我們又回復正常的生活
[00:02:41.000 --> 00:02:45.000]  我們繼續吃喝玩樂,繼續追求我們的分數
[00:02:45.000 --> 00:02:47.000]  繼續努力去賺錢
[00:02:47.000 --> 00:02:51.000]  直到今次這個冠狀病毒為何令我們這麼震撼呢?
[00:02:51.000 --> 00:02:56.000]  是因為它很廣泛,來得很快
[00:02:56.000 --> 00:03:00.000]  最慘的是我們連預防,不要說治療
[00:03:00.000 --> 00:03:05.000]  我們連預防的方法也是猜測的
[00:03:05.000 --> 00:03:10.000]  所以那份不安令到每一個人都在一個很大的恐慌裏面
[00:03:10.000 --> 00:03:15.000]  因此很多人都會問,其實現在是否世界末日呢?
[00:03:15.000 --> 00:03:18.000]  特別是基督徒拿一本聖經出來看
[00:03:18.000 --> 00:03:22.000]  又看著看著時,嘩!很像,說的話很像
[00:03:22.000 --> 00:03:25.000]  是否現在已經是世界末日呢?
[00:03:25.000 --> 00:03:29.000]  未信耶穌的都會問,其實耶穌又是誰呢?
[00:03:29.000 --> 00:03:32.000]  聖經所說的話是否真實呢?
[00:03:32.000 --> 00:03:35.000]  其實大家心裏面最終的是甚麼呢?
[00:03:35.000 --> 00:03:37.000]  是我們很恐懼
[00:03:37.000 --> 00:03:40.000]  為何我們心裏面會沒有平安呢?
[00:03:40.000 --> 00:03:44.000]  因為我們對於死亡真的看不穿
[00:03:44.000 --> 00:03:48.000]  亦都想不到,究竟死亡之後的世界是怎樣的呢?
[00:03:48.000 --> 00:03:50.000]  有沒有人死了之後可以回來呢?
[00:03:50.000 --> 00:03:54.000]  告訴我們知道,究竟死亡是一件甚麼一回事
[00:03:54.000 --> 00:03:58.000]  所以每一個人去到病,去到最終其實我們是害怕死
[00:03:58.000 --> 00:04:00.000]  今天是復活節
[00:04:00.000 --> 00:04:02.000]  基督教有一個比較特別的訊息
[00:04:02.000 --> 00:04:05.000]  就是在說一個不怕死的宗教
[00:04:05.000 --> 00:04:09.000]  因為我們所信的神是一個勝過死亡
[00:04:09.000 --> 00:04:11.000]  在死亡裏面是復活過的神
[00:04:11.000 --> 00:04:14.000]  唯有耶穌是那個曾經經歷死
[00:04:14.000 --> 00:04:20.000]  而回來告訴我們究竟是一件甚麼一回事的這位上帝
[00:04:20.000 --> 00:04:22.000]  一看祂很特別
[00:04:22.000 --> 00:04:23.000]  祂見到耶穌的時候
[00:04:23.000 --> 00:04:25.000]  祂大聲地跟旁邊的人說
[00:04:25.000 --> 00:04:29.000]  「看啊,神的羔羊,除去世人罪孽」
[00:04:29.000 --> 00:04:31.000]  為何祂會這樣說呢?
[00:04:31.000 --> 00:04:33.000]  當然我們去過教會
[00:04:33.000 --> 00:04:35.000]  或者我們有看電影
[00:04:35.000 --> 00:04:37.000]  《埃及王子》
[00:04:37.000 --> 00:04:41.000]  我們都大約知道關於以色列人的故事
[00:04:41.000 --> 00:04:44.000]  特別是在《春海劇記》所說的十災
[00:04:44.000 --> 00:04:46.000]  在現在這個時間,很多人都在想
[00:04:46.000 --> 00:04:48.000]  糟了,一個災加一個災
[00:04:48.000 --> 00:04:51.000]  是否就是上帝審判的臨在呢?
[00:04:51.000 --> 00:04:53.000]  當我們留意這十災的時候
[00:04:53.000 --> 00:04:57.000]  我們就知道每一個都是一些自然災害
[00:04:57.000 --> 00:05:00.000]  不是人為的
[00:05:00.000 --> 00:05:02.000]  怎可以一浪一浪地來呢?
[00:05:02.000 --> 00:05:07.000]  血災、蛙災、塞災、營災
[00:05:07.000 --> 00:05:10.000]  最慘或者我們最有感覺的就是
[00:05:10.000 --> 00:05:14.000]  所有的動物都瘟疫
[00:05:14.000 --> 00:05:16.000]  動物死去
[00:05:16.000 --> 00:05:19.000]  而在人類裏面有一個切身的感覺
[00:05:19.000 --> 00:05:21.000]  就是這個「瘡災」
[00:05:21.000 --> 00:05:23.000]  即是生瘡
[00:05:23.000 --> 00:05:26.000]  當這些病毒細菌出現的時候
[00:05:26.000 --> 00:05:27.000]  怎麼辦呢?
[00:05:27.000 --> 00:05:31.000]  十災最令人震驚和想不通的
[00:05:31.000 --> 00:05:33.000]  就是最後一個
[00:05:33.000 --> 00:05:35.000]  就叫做「長子之死」
[00:05:35.000 --> 00:05:37.000]  就是殺長子的災禍
[00:05:37.000 --> 00:05:40.000]  如果我們用現代的想法來說
[00:05:40.000 --> 00:05:45.000]  這個病毒其實比我們的新冠狀病毒更加恐怖
[00:05:45.000 --> 00:05:47.000]  為什麼呢?
[00:05:47.000 --> 00:05:50.000]  因為這個病毒是有地域的
[00:05:50.000 --> 00:05:54.000]  它只是影響埃及全地
[00:05:54.000 --> 00:05:58.000]  第二,它竟然只是針對男性
[00:05:58.000 --> 00:06:00.000]  女性是沒有事的
[00:06:00.000 --> 00:06:03.000]  還有,它竟然可以分辨到
[00:06:03.000 --> 00:06:06.000]  哪一個是頭生的
[00:06:06.000 --> 00:06:08.000]  我想很多瘋狂的科學家
[00:06:08.000 --> 00:06:10.000]  或者電影的橋段
[00:06:10.000 --> 00:06:13.000]  都是很想找到這個東西的
[00:06:13.000 --> 00:06:16.000]  因為你想想,有這樣的武器在手
[00:06:16.000 --> 00:06:19.000]  一定是可以統治世界的
[00:06:19.000 --> 00:06:21.000]  因為我喜歡殺誰就殺誰
[00:06:21.000 --> 00:06:23.000]  我要殺誰就殺誰
[00:06:23.000 --> 00:06:25.000]  要殺男的,殺女的
[00:06:25.000 --> 00:06:29.000]  殺頭生的,拉仔拉女的,任選
[00:06:29.000 --> 00:06:32.000]  這個掌控就真的很恐怖
[00:06:32.000 --> 00:06:35.000]  當時,你想想
[00:06:35.000 --> 00:06:38.000]  以色列人在埃及地幾百年
[00:06:38.000 --> 00:06:41.000]  他們在當中雖然遺老,很辛苦
[00:06:41.000 --> 00:06:43.000]  埃及人功高在上
[00:06:43.000 --> 00:06:47.000]  但是面對著第十個災
[00:06:47.000 --> 00:06:50.000]  所有人都崩潰
[00:06:50.000 --> 00:06:53.000]  一夜之間,每一家都有一個人死
[00:06:53.000 --> 00:06:55.000]  最少一個
[00:06:55.000 --> 00:06:57.000]  如果你爸爸也是長子,兒子也是長子
[00:06:57.000 --> 00:07:00.000]  那就連續死了兩個
[00:07:00.000 --> 00:07:02.000]  在整個狀況之下
[00:07:02.000 --> 00:07:04.000]  沒有人知道為什麼會發生
[00:07:04.000 --> 00:07:06.000]  也不知道會怎樣完結
[00:07:06.000 --> 00:07:08.000]  總之就是出現了
[00:07:08.000 --> 00:07:10.000]  不過有一個很特別的
[00:07:10.000 --> 00:07:12.000]  就是他沒有疫苗去治病
[00:07:12.000 --> 00:07:15.000]  但是他卻有預防的方法
[00:07:15.000 --> 00:07:18.000]  就是所有將這個羔羊的補血
[00:07:18.000 --> 00:07:21.000]  塗在門眉之上的家庭
[00:07:21.000 --> 00:07:26.000]  他們的長子就可以避過這個災禍
[00:07:26.000 --> 00:07:29.000]  所以,十災的出現
[00:07:29.000 --> 00:07:33.000]  令埃及法老都投降
[00:07:33.000 --> 00:07:39.000]  以色列人在當晚匆匆忙忙離開了埃及
[00:07:39.000 --> 00:07:41.000]  當我們今天再去看
[00:07:41.000 --> 00:07:46.000]  如果上帝真的用自然災禍去審判世界
[00:07:46.000 --> 00:07:50.000]  究竟我們又怎樣去面對今天的疫情呢?
[00:07:50.000 --> 00:07:56.000]  但是,當我們細心去看《春埃及記》的故事的時候
[00:07:56.000 --> 00:07:59.000]  我們就發現一件很重要的事
[00:07:59.000 --> 00:08:05.000]  原來上帝降災不是為了審判
[00:08:05.000 --> 00:08:12.000]  神降災降到埃及傳遞
[00:08:12.000 --> 00:08:14.000]  其實有兩個很重要的目的
[00:08:14.000 --> 00:08:17.000]  他是要拯救他的百姓
[00:08:17.000 --> 00:08:20.000]  脫離苦難
[00:08:20.000 --> 00:08:24.000]  第二,他要讓驕傲的法老
[00:08:24.000 --> 00:08:29.000]  去認識耶和華才是那位的真神
[00:08:29.000 --> 00:08:34.000]  所以在這麼大的災禍之後
