
[00:00:00.000 --> 00:00:07.000]  我們今天就以基督徒搖書的兩個層次來跟大家分享一下
[00:00:07.000 --> 00:00:10.000]  我們在七月份、八月份、九月份
[00:00:10.000 --> 00:00:15.000]  我們會提到的這個關係的實現的問題
[00:00:15.000 --> 00:00:21.000]  在這個經文裡面,剛才Dan有跟我們念過了幾段很重要的經文
[00:00:21.000 --> 00:00:28.000]  這幾段的經文都跟我們訴說了我們基督徒有的兩個的經驗
[00:00:28.000 --> 00:00:31.000]  特別是在搖書的裡面
[00:00:31.000 --> 00:00:36.000]  原來搖書不是一個神學的話題
[00:00:36.000 --> 00:00:40.000]  就算是今天你有參加一個神學的課程
[00:00:40.000 --> 00:00:44.000]  能夠寫好一個很好的神學的一個道論
[00:00:44.000 --> 00:00:47.000]  是關於這個的赦免的
[00:00:47.000 --> 00:00:50.000]  當我們行到我們生活的裡面
[00:00:50.000 --> 00:00:58.000]  我們發覺到原來搖書這件事就是生活中常出現的課題
[00:00:58.000 --> 00:01:04.000]  因為這個正是我們生活裡面常常會遭遇到的
[00:01:04.000 --> 00:01:07.000]  我們在搖書的當中,或者被搖書的過程當中
[00:01:07.000 --> 00:01:13.000]  常常經過的事情也是我們經過考驗的事情
[00:01:13.000 --> 00:01:16.000]  到底搖書是什麼回事?
[00:01:16.000 --> 00:01:20.000]  單單是講Sorry是夠了嗎?
[00:01:20.000 --> 00:01:23.000]  搖書有條件嗎?
[00:01:23.000 --> 00:01:28.000]  若是今天有一個人傷害我,但是他的面目沒有出現
[00:01:28.000 --> 00:01:30.000]  我怎麼樣去搖書?
[00:01:30.000 --> 00:01:33.000]  每個人都可以搖書嗎?
[00:01:33.000 --> 00:01:35.000]  每個人都可以被搖書嗎?
[00:01:35.000 --> 00:01:40.000]  聖經的搖書的說法跟我們平常日常生活當中
[00:01:40.000 --> 00:01:44.000]  這種的做法有什麼的出入?
[00:01:44.000 --> 00:01:48.000]  我願意以這個作為我們今天的一個開始
[00:01:48.000 --> 00:01:50.000]  基督徒生活很實在
[00:01:50.000 --> 00:01:52.000]  當我們信主的那個時候
[00:01:52.000 --> 00:01:58.000]  其實我們都知道那個時候經歷過神的感動是非常的明顯
[00:01:58.000 --> 00:02:01.000]  我們生活改變了,我們的言語都改變了
[00:02:01.000 --> 00:02:04.000]  我們那個時候就等著星期天來召會
[00:02:04.000 --> 00:02:08.000]  但是當我們信主了以後,也產生了另外一個的過程
[00:02:08.000 --> 00:02:11.000]  我們叫做基督徒承聖的過程
[00:02:11.000 --> 00:02:17.000]  搖書這個事情不單單是在實際上的那一個剎那開始
[00:02:17.000 --> 00:02:21.000]  也是從我們承聖的那一個剎那開始
[00:02:21.000 --> 00:02:26.000]  這個功課是一天一天繼續學習
[00:02:26.000 --> 00:02:32.000]  沒有窮盡的時候是繼續在當中掌握的時刻
[00:02:32.000 --> 00:02:37.000]  基督徒生活的裡面至少有兩種的搖書的經驗
[00:02:37.000 --> 00:02:40.000]  我願意跟大家來分享
[00:02:40.000 --> 00:02:42.000]  第一個經驗是什麼
[00:02:42.000 --> 00:02:47.000]  這是我們對搖書的經歷是出於上帝
[00:02:47.000 --> 00:02:51.000]  也出於祂的恩典
[00:02:51.000 --> 00:02:56.000]  其實在聖經裡面最小有四個很重要的話題
[00:02:56.000 --> 00:02:59.000]  很重要的記載
[00:02:59.000 --> 00:03:08.000]  都是談論到關於人需要經歷搖書的這件事
[00:03:08.000 --> 00:03:15.000]  四個範圍的當中最明顯的一個就是大衛經歷神搖書的一件事
[00:03:15.000 --> 00:03:21.000]  在四篇的三十二篇第一節到第五節
[00:03:21.000 --> 00:03:27.000]  是大衛在經歷神的背後寫下來的一種的體會
[00:03:27.000 --> 00:03:33.000]  他說:得赦免其過,遮掩其罪的,這個人是有福
[00:03:33.000 --> 00:03:37.000]  原來這句話是基督徒生命的當中
[00:03:37.000 --> 00:03:41.000]  神所給我們最大的應許跟祝福
[00:03:41.000 --> 00:03:46.000]  你看,這位宇宙中的上帝竟然看到我們在生活當中
[00:03:46.000 --> 00:03:53.000]  可以遇到的患難、挫折、敗壞、身軀對別人的傷害
[00:03:53.000 --> 00:03:57.000]  神在當中透過大衛的經驗宣佈說
[00:03:57.000 --> 00:04:02.000]  這位宇宙傳輩的上帝能夠因著我們的迴轉
[00:04:02.000 --> 00:04:05.000]  能夠赦免我們一切生活的事情
[00:04:05.000 --> 00:04:10.000]  你看,這個宇宙中所給我們的應許是多大
[00:04:10.000 --> 00:04:16.000]  大衛在搖書的事上有很大的經歷
[00:04:16.000 --> 00:04:22.000]  他不單單是經歷到在罪中的赦免
[00:04:22.000 --> 00:04:25.000]  其實在三十二篇的第一節裡面講到
[00:04:25.000 --> 00:04:29.000]  赦免其過,遮蓋其罪的
[00:04:29.000 --> 00:04:31.000]  其實背後當中有一個意思
[00:04:31.000 --> 00:04:33.000]  他不是說罪被遮蓋的意思
[00:04:33.000 --> 00:04:37.000]  他意思是說,當人面對這個至聖的上帝
[00:04:37.000 --> 00:04:39.000]  當我們剛犯了神的時候
[00:04:39.000 --> 00:04:44.000]  我們開始認識到原來第一個與神鎖隔的原因
[00:04:44.000 --> 00:04:46.000]  不是別人,乃是我自己
[00:04:46.000 --> 00:04:49.000]  乃是當我選擇走在黑暗的當中
[00:04:49.000 --> 00:04:52.000]  原來當我看見自己的罪的時候
[00:04:52.000 --> 00:04:56.000]  原來先有的是罪被發現的這種恐怖
[00:04:56.000 --> 00:05:00.000]  你跟我在基督徒生活裡面認識主德那沙那
[00:05:00.000 --> 00:05:03.000]  其實這是認識自己的第一步
[00:05:03.000 --> 00:05:06.000]  我們開始發現到原來在那個時候
[00:05:06.000 --> 00:05:08.000]  原來罪是先被發現
[00:05:08.000 --> 00:05:12.000]  但是因著神自己的恩典蓋住了我們
[00:05:12.000 --> 00:05:16.000]  原來這個是我們經歷神搖書的第一步
[00:05:16.000 --> 00:05:20.000]  原來一個人能夠得赦免其過
[00:05:20.000 --> 00:05:24.000]  能夠遮蓋其罪的這個人是有福的
[00:05:24.000 --> 00:05:28.000]  但是很可惜的,當人的罪被發現的時候
[00:05:28.000 --> 00:05:31.000]  原來人的這種反應很特別
[00:05:31.000 --> 00:05:35.000]  有些人罪被發現的時候他們會躲藏
[00:05:35.000 --> 00:05:38.000]  他們不會承認,他不會接受他的過去
[00:05:38.000 --> 00:05:42.000]  也因為這個緣故產生了人的焦慮
[00:05:42.000 --> 00:05:47.000]  發現原來人沒有辦法來勝過他的過去
[00:05:47.000 --> 00:05:50.000]  原來人當中有兩種的憂慮
[00:05:50.000 --> 00:05:51.000]  第一種憂慮就是
[00:05:51.000 --> 00:05:56.000]  我們沒有辦法改變我們過去的這個事實
[00:05:56.000 --> 00:06:01.000]  但是同時間我們很希望能夠接受我們的能力
[00:06:01.000 --> 00:06:03.000]  能夠改變我們的過去
[00:06:03.000 --> 00:06:07.000]  但是卻發現過去仍然正在影響我們
[00:06:07.000 --> 00:06:11.000]  這個是人焦慮當中的其中一個主要的原因
[00:06:11.000 --> 00:06:13.000]  人有第二個焦慮
[00:06:13.000 --> 00:06:17.000]  這個焦慮就是人很希望能夠說造我們的將來
[00:06:17.000 --> 00:06:19.000]  所以我們安排很多的事情
[00:06:19.000 --> 00:06:21.000]  希望能夠抓到將來的美麗
[00:06:21.000 --> 00:06:25.000]  然而發現當我們籌劃我們的一生的時候
[00:06:25.000 --> 00:06:31.000]  原來發現到我們連明天怎麼樣過都沒有辦法掌握
[00:06:31.000 --> 00:06:33.000]  在這兩種的焦慮的當中
[00:06:33.000 --> 00:06:37.000]  我們怎麼樣可以勝過這種的矛盾
[00:06:37.000 --> 00:06:41.000]  聖經說神有兩方面給我們的恩典
[00:06:41.000 --> 00:06:44.000]  第一個就是他能夠赦免我們
[00:06:44.000 --> 00:06:46.000]  你只要因著他的赦免
