
[00:00:00.000 --> 00:00:05.680]  我們一直在查經的時候都是說耶穌登山變象
[00:00:05.680 --> 00:00:08.240]  我們就說變臉
[00:00:08.240 --> 00:00:10.980]  為什麼耶穌要登山變象呢?
[00:00:10.980 --> 00:00:14.200]  我們會再翻溫我們過去所看的
[00:00:14.200 --> 00:00:16.820]  耶穌快要離開世界了
[00:00:16.820 --> 00:00:21.040]  祂就要有好的接班人
[00:00:21.040 --> 00:00:26.720]  接他的使命繼續傳揚天國的信息
[00:00:26.720 --> 00:00:32.080]  一定要找一個很熟悉祂的人來做接班人
[00:00:32.080 --> 00:00:38.320]  於是耶穌就帶了一班門徒去到一個地方叫做蓋薩利亞菲勒比
[00:00:38.320 --> 00:00:42.680]  蓋薩利亞菲勒比和蓋薩利亞是不同的
[00:00:42.680 --> 00:00:46.440]  去過以色列就會知道蓋薩利亞是在海邊來的
[00:00:46.440 --> 00:00:49.000]  那個水道是很漂亮的
[00:00:49.000 --> 00:00:53.360]  蓋薩利亞菲勒比是一個內陸的地方
[00:00:53.360 --> 00:00:57.120]  但是這個地方是非常多的廟宇
[00:00:57.120 --> 00:00:59.240]  他們是敬拜那些假神的
[00:00:59.240 --> 00:01:02.280]  還有這個地方是特別尊崇蓋薩
[00:01:02.280 --> 00:01:05.120]  所以是一個很大的白色的大理石
[00:01:05.120 --> 00:01:09.000]  造的廟是去尊崇蓋薩的
[00:01:09.000 --> 00:01:13.040]  但是耶穌那時候只是一個被人視為
[00:01:13.040 --> 00:01:16.080]  講道講信息都挺好
[00:01:16.080 --> 00:01:17.480]  深入淺出的人
[00:01:17.480 --> 00:01:21.360]  但是跟隨他都是粗衣麻布的一些婦孺
[00:01:21.360 --> 00:01:23.400]  或者一些孩子
[00:01:23.400 --> 00:01:30.600]  所以耶穌將自己放在一個很不利的地方
[00:01:30.600 --> 00:01:33.080]  因為每個人都看到那些廟宇這麼厲害
[00:01:33.080 --> 00:01:34.360]  耶穌就問你們
[00:01:34.360 --> 00:01:38.640]  他說你們說我是誰呢?
[00:01:38.640 --> 00:01:41.480]  那些門徒就已經說了
[00:01:41.480 --> 00:01:43.000]  他說有些人稱讚你
[00:01:43.000 --> 00:01:45.600]  他已經不敢說那些人談耶穌了
[00:01:45.600 --> 00:01:49.400]  有些人說你是先知耶利米
[00:01:49.400 --> 00:01:51.400]  有些人說你是施洗約翰
[00:01:51.400 --> 00:01:56.720]  其實那些人都已經是挺好的一個稱呼
[00:01:56.720 --> 00:01:58.840]  但我經常都說你是一個億萬富翁
[00:01:58.840 --> 00:02:00.840]  人家只說你是百萬富翁
[00:02:00.840 --> 00:02:02.600]  你都不會接受了
[00:02:02.600 --> 00:02:05.520]  那時候耶穌就說
[00:02:05.520 --> 00:02:06.960]  你們說我是誰呢?
[00:02:06.960 --> 00:02:09.840]  只有彼得很清楚地說
[00:02:09.840 --> 00:02:13.320]  他說你是永生神的兒子
[00:02:13.320 --> 00:02:18.640]  他就體會到是神啟示給他的
[00:02:18.640 --> 00:02:21.000]  他是永生神的兒子
[00:02:21.000 --> 00:02:22.680]  那麼耶穌就說
[00:02:22.680 --> 00:02:27.200]  你是一個絕對不是從人的角度來看我
[00:02:27.200 --> 00:02:30.320]  是有神的靈來啟示給你的
[00:02:30.320 --> 00:02:35.560]  所以你就會成為教會裡面第一個很重要的人物
[00:02:35.560 --> 00:02:37.680]  就好像盤石一樣
[00:02:37.680 --> 00:02:40.680]  成為教會裡面的根基
[00:02:40.680 --> 00:02:42.640]  隨即就指出
[00:02:42.640 --> 00:02:45.240]  教會是一個德性的群體
[00:02:45.240 --> 00:02:47.320]  陰間的權勢
[00:02:47.320 --> 00:02:49.680]  不能夠勝過他的
[00:02:49.680 --> 00:02:51.520]  並且很重要
[00:02:51.520 --> 00:02:53.080]  就是上次我們所看的
[00:02:53.080 --> 00:02:55.080]  就給了權柄
[00:02:55.080 --> 00:03:02.240]  權柄就是你可以去擬定教會的守則
[00:03:02.240 --> 00:03:05.440]  管理建立初生的教會
[00:03:05.440 --> 00:03:06.840]  在這個時候
[00:03:06.840 --> 00:03:10.320]  我就看到彼得站在一個屬靈的高峰
[00:03:10.320 --> 00:03:12.520]  因為耶穌基督稱讚他
[00:03:12.520 --> 00:03:15.360]  將權力去賦予給他
[00:03:15.360 --> 00:03:17.240]  都很令人羨慕的
[00:03:17.240 --> 00:03:18.840]  但是你經常要記住
[00:03:18.840 --> 00:03:20.960]  當我們往往在高峰裡面
[00:03:20.960 --> 00:03:23.840]  可能突然之間就會滑落
[00:03:23.840 --> 00:03:26.120]  彼得就說了一句話
[00:03:26.120 --> 00:03:29.160]  接著就被主耶穌來責備他
[00:03:29.160 --> 00:03:35.640]  這次只是短短三節的經文
[00:03:35.640 --> 00:03:36.840]  但是這三節的經文
[00:03:36.840 --> 00:03:40.000]  他給我們有很多的體會和教導
[00:03:40.000 --> 00:03:44.400]  我們先去聽這三節的經文
[00:03:44.400 --> 00:03:48.000]  從此耶穌才指使門徒
[00:03:48.000 --> 00:03:50.120]  他必須上耶路撒冷去
[00:03:50.120 --> 00:03:53.600]  受長老 世師長 聞使許多的苦
[00:03:53.600 --> 00:03:56.000]  並且被殺 第三天復活
[00:03:56.000 --> 00:03:58.640]  彼得就拉著他 亂他說
[00:03:58.640 --> 00:04:00.840]  主啊 萬不可如此
[00:04:00.840 --> 00:04:03.120]  也是必不能到你身上
[00:04:03.120 --> 00:04:05.560]  耶穌轉過來對彼得說
[00:04:05.560 --> 00:04:08.360]  撒冷 去我後邊去吧
[00:04:08.360 --> 00:04:11.400]  你是伴我的腳 伴我腳的
[00:04:11.400 --> 00:04:13.640]  因為你不睇跌臣的意思
[00:04:13.640 --> 00:04:15.800]  只睇跌臣的意思
[00:04:15.800 --> 00:04:21.640]  當彼得宣告耶穌是永生神的兒子的時候
[00:04:21.640 --> 00:04:23.200]  耶穌站上去之後
[00:04:23.200 --> 00:04:26.160]  耶穌就有一個宣告
[00:04:26.160 --> 00:04:28.880]  這個宣告是什麼呢?
[00:04:28.880 --> 00:04:30.400]  主耶穌就說到
[00:04:30.400 --> 00:04:36.480]  祂要面對的就是一個受苦 受死
[00:04:36.480 --> 00:04:38.040]  以及祂的工作
[00:04:38.040 --> 00:04:40.720]  在萬提法第16章21節就說到
[00:04:40.720 --> 00:04:43.440]  從此耶穌才指使門徒
[00:04:43.440 --> 00:04:45.720]  祂必須上耶路撒冷去
[00:04:45.720 --> 00:04:48.600]  受長老祭司長聞使許多的苦
[00:04:48.600 --> 00:04:50.800]  並且被殺 第三天復活
[00:04:50.800 --> 00:04:52.240]  我曾經經常說
[00:04:52.240 --> 00:04:54.720]  為什麼經常說上耶路撒冷呢?
[00:04:54.720 --> 00:04:58.960]  耶路撒冷是整個以色列國土的南邊
[00:04:58.960 --> 00:05:01.760]  我們說的是北上南下
[00:05:01.760 --> 00:05:03.680]  為什麼叫上耶路撒冷呢?
[00:05:03.680 --> 00:05:05.720]  如果我們去過耶路撒冷就知道了
[00:05:05.720 --> 00:05:08.920]  因為耶路撒冷的聖殿在山上
[00:05:08.920 --> 00:05:11.440]  所以我們經常說上耶路撒冷
[00:05:11.440 --> 00:05:14.360]  他們去到耶路撒冷的時候要受什麼呢?
[00:05:14.360 --> 00:05:16.160]  有三種的人
[00:05:16.160 --> 00:05:20.760]  這就是長老、祭司和聞使
[00:05:20.760 --> 00:05:23.600]  其實長老是什麼呢?
[00:05:23.600 --> 00:05:27.680]  長老就是百姓很尊敬的一些人物
[00:05:27.680 --> 00:05:30.320]  所謂德高望重的人物
[00:05:30.320 --> 00:05:35.240]  有些鄉村裡面也有一些長輩
[00:05:35.240 --> 00:05:36.600]  有一些長老在那裡
[00:05:36.600 --> 00:05:38.880]  這些是被受尊敬的
[00:05:38.880 --> 00:05:42.720]  祭司就是站在神和人之間
[00:05:42.720 --> 00:05:47.920]  透過他教導子民神的律法
[00:05:47.920 --> 00:05:50.000]  代表了神教導子民律法
[00:05:50.000 --> 00:05:56.000]  但他又代表了子民向神獻祭
[00:05:56.000 --> 00:05:59.400]  所以是一個很重要的宗教人物
[00:05:59.400 --> 00:06:01.200]  聞使是什麼呢?
[00:06:01.200 --> 00:06:03.120]  你有沒有留意到舊約裡面
[00:06:03.120 --> 00:06:05.480]  是沒有聞使這個身份的
[00:06:05.480 --> 00:06:06.640]  原來聞使是什麼呢?
