
[00:00:00.000 --> 00:00:03.520]  請我們打開啟示錄的第二十章
[00:00:03.520 --> 00:00:05.520]  剛才我們所讀的那段聖經
[00:00:05.520 --> 00:00:08.520]  如果大家是用唐用的聖經
[00:00:08.520 --> 00:00:12.520]  是聖經的一千八百九十頁
[00:00:12.520 --> 00:00:15.520]  啟示錄的第二十章
[00:00:15.520 --> 00:00:17.520]  我們剛才已經讀了出來
[00:00:17.520 --> 00:00:19.520]  我們今天試一下用短短的時間
[00:00:19.520 --> 00:00:21.520]  一起來思想
[00:00:21.520 --> 00:00:23.520]  啟示錄的第二十章
[00:00:23.520 --> 00:00:26.520]  被學者稱為新約聖經裏面
[00:00:26.520 --> 00:00:29.520]  其中一段最難解的聖經
[00:00:29.520 --> 00:00:33.520]  我嘗試用二十二分鐘解釋
[00:00:33.520 --> 00:00:35.520]  跟大家一起分享
[00:00:35.520 --> 00:00:37.520]  這是一個很大的挑戰
[00:00:37.520 --> 00:00:39.520]  為什麼這麼困難呢
[00:00:39.520 --> 00:00:41.520]  剛才我們讀的時候
[00:00:41.520 --> 00:00:42.520]  大家已經知道內容了
[00:00:42.520 --> 00:00:44.520]  我不會再重覆了
[00:00:44.520 --> 00:00:48.520]  啟示錄是有一定的困難去解釋
[00:00:48.520 --> 00:00:49.520]  因為不同的學者
[00:00:49.520 --> 00:00:52.520]  透過不同的角度去理解啟示錄
[00:00:52.520 --> 00:00:55.520]  主要是因為約翰在二千年前
[00:00:55.520 --> 00:00:58.520]  在異象當中神帶到他在天上
[00:00:58.520 --> 00:01:01.520]  從天上的角度看人類的歷史
[00:01:01.520 --> 00:01:06.520]  並且看到後來永恆前面未發生的事
[00:01:06.520 --> 00:01:08.520]  所以在他的寫作裏面
[00:01:08.520 --> 00:01:09.520]  他特別困難
[00:01:09.520 --> 00:01:11.520]  一方面他所看見的
[00:01:11.520 --> 00:01:12.520]  他不知道是什麼
[00:01:12.520 --> 00:01:14.520]  他只能夠描述
[00:01:14.520 --> 00:01:16.520]  甚至在啟示錄裏面
[00:01:16.520 --> 00:01:17.520]  我們很肯定
[00:01:17.520 --> 00:01:22.520]  他用了不少的象徵式的表達方式
[00:01:22.520 --> 00:01:24.520]  所以究竟那句說話
[00:01:24.520 --> 00:01:26.520]  他是用象徵的意思
[00:01:26.520 --> 00:01:28.520]  還是用字面的意思去描述
[00:01:28.520 --> 00:01:30.520]  我們都很難分辨
[00:01:30.520 --> 00:01:32.520]  不同的學者就有不同的切割
[00:01:32.520 --> 00:01:35.520]  產生了很不同的解釋
[00:01:35.520 --> 00:01:36.520]  所以不同的解釋
[00:01:36.520 --> 00:01:38.520]  不等於誰是真誰是假
[00:01:38.520 --> 00:01:40.520]  誰是對誰是錯
[00:01:40.520 --> 00:01:42.520]  誰是正統誰是異端
[00:01:42.520 --> 00:01:44.520]  都有他自己的理由
[00:01:44.520 --> 00:01:46.520]  你說真的這麼複雜嗎
[00:01:46.520 --> 00:01:47.520]  是的
[00:01:47.520 --> 00:01:49.520]  很簡單舉一個例子
[00:01:49.520 --> 00:01:56.520]  如果你看到聖經裏面啟示錄的第六章
[00:01:56.520 --> 00:02:02.520]  講到將來會有一個書卷展開在天上
[00:02:02.520 --> 00:02:03.520]  這個很明顯
[00:02:03.520 --> 00:02:07.520]  我們說當然是指著人類將來的歷史的開展
[00:02:07.520 --> 00:02:09.520]  我們不會想像將來有一天
[00:02:09.520 --> 00:02:12.520]  在天空上見到一個很大的書卷
[00:02:12.520 --> 00:02:14.520]  展開好像科幻片那樣
[00:02:14.520 --> 00:02:15.520]  不會的
[00:02:15.520 --> 00:02:17.520]  所以是用了象徵的說法
[00:02:17.520 --> 00:02:20.520]  揭開一個一個封印的時候
[00:02:20.520 --> 00:02:22.520]  有白色的馬
[00:02:22.520 --> 00:02:23.520]  有紅色的馬
[00:02:23.520 --> 00:02:24.520]  有黑色的馬
[00:02:24.520 --> 00:02:25.520]  有灰色的馬
[00:02:25.520 --> 00:02:27.520]  飛出來
[00:02:27.520 --> 00:02:30.520]  這些馬我們相信將來都不會在天上見到
[00:02:30.520 --> 00:02:32.520]  這隻馬真是這樣的顏色
[00:02:32.520 --> 00:02:35.520]  所以我們說白色是代表了福音的傳播
[00:02:35.520 --> 00:02:37.520]  是一種趨勢
[00:02:37.520 --> 00:02:39.520]  紅色是代表戰爭的流血
[00:02:39.520 --> 00:02:41.520]  黑色是代表死亡
[00:02:41.520 --> 00:02:48.520]  我相信我們是沒有辦法不用這種象徵式的意義去解釋的
[00:02:48.520 --> 00:02:53.520]  但是約翰我相信他也用了一些很真實的言辭
[00:02:53.520 --> 00:02:55.520]  去描述他所見到的東西
[00:02:55.520 --> 00:02:57.520]  如果你問我的話
[00:02:57.520 --> 00:02:59.520]  我會相信是有的
[00:02:59.520 --> 00:03:00.520]  譬如第九章
[00:03:00.520 --> 00:03:03.520]  當約翰描述到他見到將來末世的時候
[00:03:03.520 --> 00:03:05.520]  那些大的戰爭的時候
[00:03:05.520 --> 00:03:08.520]  他說見到是一些無底坑
[00:03:08.520 --> 00:03:11.520]  然後打開的時候有煙有火
[00:03:11.520 --> 00:03:13.520]  飛出來
[00:03:13.520 --> 00:03:15.520]  然後可以殺死地上很多人
[00:03:15.520 --> 00:03:18.520]  我覺得他在說飛彈
[00:03:18.520 --> 00:03:19.520]  是不是
[00:03:19.520 --> 00:03:21.520]  因為約翰其實很厲害
[00:03:21.520 --> 00:03:23.520]  二千年前的事他怎麼說呢
[00:03:23.520 --> 00:03:24.520]  是不是
[00:03:24.520 --> 00:03:26.520]  他見到這樣的形象
[00:03:26.520 --> 00:03:27.520]  他就要描述
[00:03:27.520 --> 00:03:28.520]  他沒有飛彈這個字
[00:03:28.520 --> 00:03:30.520]  唯有這樣
[00:03:30.520 --> 00:03:32.520]  然後他說有些很大隻的蝗蟲
[00:03:32.520 --> 00:03:34.520]  在天上飛
[00:03:34.520 --> 00:03:36.520]  前面有盔甲
[00:03:36.520 --> 00:03:38.520]  他們在飛的時候
[00:03:38.520 --> 00:03:40.520]  頭上有女人的頭髮
[00:03:40.520 --> 00:03:42.520]  就是那些氣流飛在後面
[00:03:42.520 --> 00:03:47.520]  然後他能夠噴火殺了很多地上的人
[00:03:47.520 --> 00:03:50.520]  我相信他是在說轟炸機
[00:03:50.520 --> 00:03:51.520]  你說是不是字面呢
[00:03:51.520 --> 00:03:53.520]  是可以字面去理解的
[00:03:53.520 --> 00:03:56.520]  問題就是你看他怎麼去做
[00:03:56.520 --> 00:03:58.520]  二十章就更加困難
[00:03:58.520 --> 00:04:01.520]  因為二十章你可以用一個象徵的方法去理解
[00:04:01.520 --> 00:04:04.520]  也可以將來真的有一千年
[00:04:04.520 --> 00:04:06.520]  一千年的日子是很特別的
[00:04:06.520 --> 00:04:08.520]  因為這一千年裡面
[00:04:08.520 --> 00:04:10.520]  只是這六節記載
[00:04:10.520 --> 00:04:12.520]  是聖經其他地方沒有說到的
[00:04:12.520 --> 00:04:15.520]  將來是不是真的會有一千年的時間
[00:04:15.520 --> 00:04:17.520]  撒旦被捆綁
[00:04:17.520 --> 00:04:19.520]  耶穌基督作王
[00:04:19.520 --> 00:04:22.520]  然後我們屬於他的人都和他一同作王
[00:04:22.520 --> 00:04:24.520]  然後一千年之後
[00:04:24.520 --> 00:04:26.520]  撒旦又被釋放出來
[00:04:26.520 --> 00:04:30.520]  和列國有一個很大的最後激烈的戰爭
[00:04:30.520 --> 00:04:33.520]  然後最後撒旦被戰勝
[00:04:33.520 --> 00:04:35.520]  然後被毀滅
[00:04:35.520 --> 00:04:38.520]  基督得到最後的勝利
[00:04:38.520 --> 00:04:39.520]  是不是這樣的程序
[00:04:39.520 --> 00:04:43.520]  就是描述將來真的會有這樣的日子會發生
[00:04:43.520 --> 00:04:45.520]  抑或如果從一個象徵的角度來看
[00:04:45.520 --> 00:04:49.520]  將來有沒有這樣的事情發生是一回事
[00:04:49.520 --> 00:04:52.520]  但是其實現今我們已經經歷了這件事
[00:04:52.520 --> 00:04:53.520]  一千年
[00:04:53.520 --> 00:04:56.520]  一千年如果用一個象徵的說法
[00:04:56.520 --> 00:04:57.520]  很多學者說
[00:04:57.520 --> 00:04:59.520]  一千在聖經裡面是代表了完整的
[00:04:59.520 --> 00:05:01.520]  完完全全的意思
[00:05:01.520 --> 00:05:05.520]  就是說神有一個完完全全得勝
[00:05:05.520 --> 00:05:07.520]  壓制撒旦的力量
[00:05:07.520 --> 00:05:10.520]  撒旦的力量是不及神自己
[00:05:10.520 --> 00:05:12.520]  那種完完全全的力量
[00:05:12.520 --> 00:05:15.520]  並且在這個完全的力量彰顯的時候
[00:05:15.520 --> 00:05:19.520]  我們信徒竟然有份於這種力量的彰顯
[00:05:19.520 --> 00:05:20.520]  和他一同作王
[00:05:20.520 --> 00:05:22.520]  我們被稱為有福的
[00:05:22.520 --> 00:05:24.520]  我們被稱為聖潔的
[00:05:24.520 --> 00:05:26.520]  我們竟然被他所尊重
[00:05:26.520 --> 00:05:29.520]  他不是自己單單一個
[00:05:29.520 --> 00:05:31.520]  當然神自己就可以戰勝撒旦
[00:05:31.520 --> 00:05:34.520]  但是讓我們都和他有份
[00:05:34.520 --> 00:05:40.520]  而那些是曾經犧牲過他自己
[00:05:40.520 --> 00:05:41.520]  為了信仰的緣故
[00:05:41.520 --> 00:05:43.520]  甚至是殉道的人
[00:05:43.520 --> 00:05:45.520]  他說是被斬頭的
[00:05:45.520 --> 00:05:47.520]  如果用字面去解釋
[00:05:47.520 --> 00:05:49.520]  不好意思
[00:05:49.520 --> 00:05:52.520]  那幫和基督一起作王是被斬頭的
[00:05:52.520 --> 00:05:53.520]  你沒有被斬頭
[00:05:53.520 --> 00:05:54.520]  那你沒有份
[00:05:54.520 --> 00:05:55.520]  你說不是
[00:05:55.520 --> 00:05:57.520]  當然是闊一點的意思
[00:05:57.520 --> 00:05:58.520]  為主而犧牲的人
[00:05:58.520 --> 00:06:02.520]  那你就是用一個象徵的方法來解釋
[00:06:02.520 --> 00:06:04.520]  多多少少有一種模糊性的
[00:06:04.520 --> 00:06:05.520]  不過無論如何
[00:06:05.520 --> 00:06:07.520]  事實上我們肯定一件事
[00:06:07.520 --> 00:06:09.520]  我希望今天我們撇開這些
[00:06:09.520 --> 00:06:12.520]  究竟將來會不會發生這樣的事
[00:06:12.520 --> 00:06:14.520]  抑或是在一種象徵的意義裡面
[00:06:14.520 --> 00:06:17.520]  說到有基督作王
[00:06:17.520 --> 00:06:22.520]  但是也會有撒旦去攻擊信徒
[00:06:22.520 --> 00:06:23.520]  會有爭戰
[00:06:23.520 --> 00:06:26.520]  在一個勝利和爭戰的交織底下
[00:06:26.520 --> 00:06:28.520]  這樣的時候
[00:06:28.520 --> 00:06:31.520]  同樣是在說一種很重要的真理
[00:06:31.520 --> 00:06:33.520]  究竟在說什麼真理呢
[00:06:33.520 --> 00:06:34.520]  這裡我想說
[00:06:34.520 --> 00:06:36.520]  無論你怎樣去解釋這段聖經
[00:06:36.520 --> 00:06:39.520]  有幾樣東西我們肯定可以得到
[00:06:39.520 --> 00:06:42.520]  肅靈上的教導和提醒的
[00:06:42.520 --> 00:06:43.520]  第一
[00:06:43.520 --> 00:06:44.520]  耶穌基督
[00:06:44.520 --> 00:06:45.520]  我們的主
[00:06:45.520 --> 00:06:48.520]  是真正的勝利者
[00:06:48.520 --> 00:06:51.520]  已故的楊牧谷牧師說過一句話
[00:06:51.520 --> 00:06:55.520]  他說只有神才是無所不能的
[00:06:55.520 --> 00:06:57.520]  魔鬼不是無所不能的
[00:06:57.520 --> 00:07:00.520]  雖然撒旦魔鬼好像很厲害
[00:07:00.520 --> 00:07:02.520]  甚至是攻擊你和我
[00:07:02.520 --> 00:07:05.520]  我們今天打開電視機
[00:07:05.520 --> 00:07:09.520]  我們打開所有電腦上的資料
[00:07:09.520 --> 00:07:11.520]  我們看到所發生的事情
[00:07:11.520 --> 00:07:13.520]  我們心裡面很沉重
[00:07:13.520 --> 00:07:16.520]  好像撒旦魔鬼不斷地攻擊
[00:07:16.520 --> 00:07:17.520]  得到勝利
[00:07:17.520 --> 00:07:18.520]  但是其實我們心裡面
[00:07:18.520 --> 00:07:20.520]  因為這段聖經我們知道
[00:07:20.520 --> 00:07:21.520]  神
[00:07:21.520 --> 00:07:22.520]  我們的主
[00:07:22.520 --> 00:07:24.520]  才是無所不能的
[00:07:24.520 --> 00:07:26.520]  因為祂有祂的能力的限制
[00:07:26.520 --> 00:07:27.520]  而且我們的主
[00:07:27.520 --> 00:07:30.520]  是可以限制捆綁魔鬼
[00:07:30.520 --> 00:07:32.520]  完完全全的
[00:07:32.520 --> 00:07:34.520]  一千年的捆綁魔鬼
[00:07:34.520 --> 00:07:35.520]  所以我們的主
[00:07:35.520 --> 00:07:37.520]  是和魔鬼不同的
[00:07:37.520 --> 00:07:39.520]  我們不需要怕魔鬼
[00:07:39.520 --> 00:07:41.520]  因為魔鬼雖然厲害
[00:07:41.520 --> 00:07:42.520]  但是我們主
[00:07:42.520 --> 00:07:44.520]  終於會得勝
[00:07:44.520 --> 00:07:46.520]  縱然在過程當中
[00:07:46.520 --> 00:07:48.520]  會有爭戰
[00:07:48.520 --> 00:07:50.520]  心情好像有一點
[00:07:50.520 --> 00:07:51.520]  像我們今天
[00:07:51.520 --> 00:07:53.520]  站在一個陣營裡
[00:07:53.520 --> 00:07:54.520]  兩軍對壘
[00:07:54.520 --> 00:07:56.520]  現在一觸即發
[00:07:56.520 --> 00:07:58.520]  要最後的戰爭
[00:07:58.520 --> 00:07:59.520]  緊不緊張
[00:07:59.520 --> 00:08:00.520]  有緊張
[00:08:00.520 --> 00:08:01.520]  有沒有擔心
[00:08:01.520 --> 00:08:03.520]  有一點擔心
[00:08:03.520 --> 00:08:04.520]  不過我們看一下
[00:08:04.520 --> 00:08:06.520]  我們的元帥
[00:08:06.520 --> 00:08:07.520]  我們的元帥
[00:08:07.520 --> 00:08:08.520]  我們知道
[00:08:08.520 --> 00:08:09.520]  他一定
[00:08:09.520 --> 00:08:11.520]  得到最後的勝利
[00:08:11.520 --> 00:08:12.520]  不過
[00:08:12.520 --> 00:08:13.520]  我們肯定
[00:08:13.520 --> 00:08:14.520]  我們的元帥
[00:08:14.520 --> 00:08:15.520]  一定打贏這場仗
[00:08:15.520 --> 00:08:16.520]  不過
[00:08:16.520 --> 00:08:17.520]  不等於
[00:08:17.520 --> 00:08:19.520]  你和我在這場仗的過程裡
[00:08:19.520 --> 00:08:21.520]  沒有損傷
[00:08:21.520 --> 00:08:22.520]  沒有犧牲
[00:08:22.520 --> 00:08:24.520]  甚至犧牲生命的可能是我
[00:08:24.520 --> 00:08:25.520]  不過既然
[00:08:25.520 --> 00:08:27.520]  這場仗一定會打贏的話
[00:08:27.520 --> 00:08:28.520]  就算我犧牲
[00:08:28.520 --> 00:08:30.520]  我也不介意
[00:08:30.520 --> 00:08:31.520]  然後神
[00:08:31.520 --> 00:08:33.520]  再在他的話語裡說
[00:08:33.520 --> 00:08:36.520]  為主而犧牲損傷的
[00:08:36.520 --> 00:08:39.520]  神是特別尊敬他
[00:08:39.520 --> 00:08:40.520]  尊重他
[00:08:40.520 --> 00:08:41.520]  賜給他
[00:08:41.520 --> 00:08:43.520]  和他一同作王
[00:08:43.520 --> 00:08:46.520]  這是一個很大的福分
[00:08:46.520 --> 00:08:47.520]  我們為主的緣故
[00:08:47.520 --> 00:08:49.520]  我們是因為信仰的緣故
[00:08:49.520 --> 00:08:51.520]  我們犧牲過
[00:08:51.520 --> 00:08:53.520]  可能不是犧牲你的生命
[00:08:53.520 --> 00:08:55.520]  可能是犧牲你的錢財
[00:08:55.520 --> 00:08:56.520]  犧牲你一些
[00:08:56.520 --> 00:08:58.520]  事業上進升的機會
[00:08:58.520 --> 00:09:00.520]  但是因為你的信仰的緣故
[00:09:00.520 --> 00:09:02.520]  你受到這些損傷
[00:09:02.520 --> 00:09:04.520]  為主
[00:09:04.520 --> 00:09:06.520]  為義受逼迫的有福了
[00:09:06.520 --> 00:09:09.520]  因為天國是貪瞞的
[00:09:09.520 --> 00:09:10.520]  是的
[00:09:10.520 --> 00:09:13.520]  受了這些的犧牲
[00:09:13.520 --> 00:09:15.520]  我們好像看到損失
[00:09:15.520 --> 00:09:18.520]  不過在永恆的角度看
[00:09:18.520 --> 00:09:20.520]  主告訴我們
[00:09:20.520 --> 00:09:21.520]  第一
[00:09:21.520 --> 00:09:23.520]  他已經得勝
[00:09:23.520 --> 00:09:25.520]  失敗的不是屬於我們
[00:09:25.520 --> 00:09:28.520]  也不會屬於神自己
[00:09:28.520 --> 00:09:29.520]  並且
[00:09:29.520 --> 00:09:32.520]  我們在神自己的國裡
[00:09:32.520 --> 00:09:34.520]  是被尊重
[00:09:34.520 --> 00:09:36.520]  是蒙福的
[00:09:36.520 --> 00:09:39.520]  聖經說我們是有福的
[00:09:39.520 --> 00:09:41.520]  是聖潔的
[00:09:41.520 --> 00:09:43.520]  這是我們賺了的
[00:09:43.520 --> 00:09:45.520]  我們在世是會虧蝕了
[00:09:45.520 --> 00:09:46.520]  但是在永恆裡
[00:09:46.520 --> 00:09:48.520]  在耶穌基督作王裡
[00:09:48.520 --> 00:09:50.520]  我們是賺了
[00:09:50.520 --> 00:09:51.520]  而且剛才我們說
[00:09:51.520 --> 00:09:53.520]  這個兩軍對壘
[00:09:53.520 --> 00:09:55.520]  將來我們知道一定得勝的
[00:09:55.520 --> 00:09:57.520]  這場仗最後得勝的不是撒旦
[00:09:57.520 --> 00:10:00.520]  撒旦最後是被扔進火壺裡
[00:10:00.520 --> 00:10:01.520]  被毀滅
[00:10:01.520 --> 00:10:03.520]  所以最後得勝的是主
[00:10:03.520 --> 00:10:05.520]  不過在過程當中
[00:10:05.520 --> 00:10:06.520]  我們難免
[00:10:06.520 --> 00:10:10.520]  我們也不會驚訝我們會受苦
[00:10:10.520 --> 00:10:11.520]  會受損傷
[00:10:11.520 --> 00:10:13.520]  所以耶穌基督很有意思
[00:10:13.520 --> 00:10:15.520]  在《馬達福音》第24章裡
[00:10:15.520 --> 00:10:18.520]  祂說將來末世的時候
[00:10:18.520 --> 00:10:19.520]  有很多的災難
[00:10:19.520 --> 00:10:20.520]  有很多的爭戰
[00:10:20.520 --> 00:10:22.520]  我們受很多的挑戰
[00:10:22.520 --> 00:10:25.520]  甚至我們見到周圍的人
[00:10:25.520 --> 00:10:27.520]  罪惡增加
[00:10:27.520 --> 00:10:29.520]  我們的愛心漸漸冷淡
[00:10:29.520 --> 00:10:31.520]  第十三節祂說什麼
[00:10:31.520 --> 00:10:35.520]  但是忍耐到底的
[00:10:35.520 --> 00:10:38.520]  必然得救
[00:10:38.520 --> 00:10:40.520]  這句話
[00:10:40.520 --> 00:10:41.520]  沒有人可以說得出來
[00:10:41.520 --> 00:10:42.520]  除了我們主耶穌
[00:10:42.520 --> 00:10:43.520]  我們的神
[00:10:43.520 --> 00:10:45.520]  因為祂說你忍耐到底
[00:10:45.520 --> 00:10:46.520]  你必然得救
[00:10:46.520 --> 00:10:49.520]  將來的勝利一定是屬於我的
[00:10:49.520 --> 00:10:50.520]  老實說
[00:10:50.520 --> 00:10:52.520]  忍耐到底不一定必然得救
[00:10:52.520 --> 00:10:55.520]  看你忍耐到底是為了什麼
[00:10:55.520 --> 00:10:56.520]  你拿著這隻鼓
[00:10:56.520 --> 00:10:58.520]  最後可能壞了
[00:10:58.520 --> 00:11:00.520]  對不對
[00:11:00.520 --> 00:11:02.520]  忍耐到底必然得救
[00:11:02.520 --> 00:11:03.520]  是我們的主能夠說
[00:11:03.520 --> 00:11:05.520]  因為祂已經告訴你
[00:11:05.520 --> 00:11:07.520]  最後的勝利是屬於他的
[00:11:07.520 --> 00:11:10.520]  這是我們的盼望和力量的來源
[00:11:10.520 --> 00:11:13.520]  然後在第十一節開始
[00:11:13.520 --> 00:11:14.520]  告訴我們
[00:11:14.520 --> 00:11:16.520]  這一切結束的時候
[00:11:16.520 --> 00:11:18.520]  有最後的審判
[00:11:18.520 --> 00:11:20.520]  有白色大寶座的審判
[00:11:20.520 --> 00:11:22.520]  所有曾經生存過的人類
[00:11:22.520 --> 00:11:24.520]  都要接受這個審判
[00:11:24.520 --> 00:11:25.520]  不過很清楚
[00:11:25.520 --> 00:11:27.520]  是有兩個的名冊
[00:11:27.520 --> 00:11:30.520]  一個是那些不願意接受神的名冊的人
[00:11:30.520 --> 00:11:32.520]  他們是要被審判
[00:11:32.520 --> 00:11:34.520]  他們在世所做的事情
[00:11:34.520 --> 00:11:36.520]  都顯露出來
[00:11:36.520 --> 00:11:37.520]  坦白說
