
[00:00:00.000 --> 00:00:02.800]  其實生命是一個什麼呢?
[00:00:02.800 --> 00:00:05.200]  你的命定是什麼呢?
[00:00:05.200 --> 00:00:07.200]  其實你的命定是一個啓示
[00:00:07.200 --> 00:00:10.200]  但是對於我們這個活在世上的人
[00:00:10.200 --> 00:00:11.900]  這一世人的生命
[00:00:11.900 --> 00:00:14.500]  其實究竟有什麼意義呢?
[00:00:14.500 --> 00:00:16.700]  我們來看看今天那段聖經
[00:00:16.700 --> 00:00:17.900]  它告訴我們
[00:00:17.900 --> 00:00:19.900]  專為生命的終極戰是什麼
[00:00:19.900 --> 00:00:21.700]  《羅馬書》第八章
[00:00:21.700 --> 00:00:25.400]  《羅馬書》第八章28-30節
[00:00:25.400 --> 00:00:27.400]  28-30節
[00:00:28.800 --> 00:00:30.200]  出來了
[00:00:30.200 --> 00:00:31.200]  我們一起來讀一下
[00:00:31.200 --> 00:00:34.200]  現在電腦是比我們快手運的
[00:00:34.200 --> 00:00:36.200]  不不反對你手運的
[00:00:36.200 --> 00:00:38.200]  我們一起來讀一下
[00:00:38.200 --> 00:00:42.200]  我們曉得萬事都互相效力
[00:00:42.200 --> 00:00:44.200]  叫愛神的人得益處
[00:00:44.200 --> 00:00:47.200]  就是按他旨意被召的人
[00:00:47.200 --> 00:00:49.700]  因為他預先所知道的人
[00:00:49.700 --> 00:00:53.200]  就預先定下效法他兒子的模樣
[00:00:53.200 --> 00:00:57.200]  使他兒子在許多弟兄中作長子
[00:00:57.200 --> 00:01:00.700]  預先所定下的人又召他們來
[00:01:00.700 --> 00:01:03.700]  所召來的人又稱他們為義
[00:01:03.700 --> 00:01:07.700]  所稱為義的人又叫他們得榮耀
[00:01:07.700 --> 00:01:09.700]  問青年區的人
[00:01:09.700 --> 00:01:11.700]  你讀完這段聖經之後
[00:01:11.700 --> 00:01:13.700]  你發現哪個詞
[00:01:13.700 --> 00:01:14.700]  或者哪個字
[00:01:14.700 --> 00:01:16.700]  是出現得最多的
[00:01:16.700 --> 00:01:19.700]  阿成剛立刻說了
[00:01:19.700 --> 00:01:21.700]  看看哪個人看東西是快一點的
[00:01:21.700 --> 00:01:23.700]  救啊
[00:01:26.700 --> 00:01:27.700]  右啊
[00:01:27.700 --> 00:01:29.700]  右是沒有意義的
[00:01:29.700 --> 00:01:31.700]  你知道右這個字是沒有意義的
[00:01:31.700 --> 00:01:34.700]  所以你已經肥佬坐了
[00:01:34.700 --> 00:01:38.700]  預先有人說
[00:01:38.700 --> 00:01:39.700]  還有沒有
[00:01:39.700 --> 00:01:41.700]  召是同樣的
[00:01:41.700 --> 00:01:43.700]  都出現了多少次
[00:01:43.700 --> 00:01:44.700]  三次
[00:01:44.700 --> 00:01:46.700]  非常之好
[00:01:46.700 --> 00:01:51.700]  原來生命不是一首詩
[00:01:51.700 --> 00:01:53.700]  給你唱的
[00:01:53.700 --> 00:01:55.700]  原來生命不是一個旅程
[00:01:55.700 --> 00:01:57.700]  走著走著
[00:01:57.700 --> 00:01:59.700]  你不喜歡就坐下
[00:01:59.700 --> 00:02:01.700]  在那裡住
[00:02:01.700 --> 00:02:03.700]  生命原來是一場呼召
[00:02:03.700 --> 00:02:05.700]  是主對你的什麼
[00:02:05.700 --> 00:02:07.700]  呼召來的
[00:02:07.700 --> 00:02:09.700]  呼召來的
[00:02:09.700 --> 00:02:11.700]  所以請你和旁邊的人說
[00:02:11.700 --> 00:02:13.700]  你是被召來的
[00:02:13.700 --> 00:02:15.700]  你是被召來的
[00:02:15.700 --> 00:02:17.700]  你是被呼召的
[00:02:17.700 --> 00:02:19.700]  這個呼召呢
[00:02:19.700 --> 00:02:21.700]  這個呼召呢
[00:02:21.700 --> 00:02:23.700]  在聖經裡面告訴我們
[00:02:23.700 --> 00:02:25.700]  是預先呼召的
[00:02:25.700 --> 00:02:27.700]  什麼叫預先
[00:02:27.700 --> 00:02:29.700]  就是你未出現之前
[00:02:29.700 --> 00:02:31.700]  你未出世之前
[00:02:31.700 --> 00:02:33.700]  他已經計劃好了
[00:02:33.700 --> 00:02:35.700]  這個叫預先
[00:02:35.700 --> 00:02:37.700]  早過了
[00:02:37.700 --> 00:02:39.700]  所以這個和命定有關
[00:02:39.700 --> 00:02:41.700]  這個預先呼召
[00:02:41.700 --> 00:02:43.700]  預先定下了
[00:02:43.700 --> 00:02:45.700]  於是就搞到我們有一個迷思
[00:02:45.700 --> 00:02:47.700]  既然主什麼都想好了
[00:02:47.700 --> 00:02:49.700]  我什麼都不用做了
[00:02:49.700 --> 00:02:51.700]  我記得我二十四歲
[00:02:51.700 --> 00:02:53.700]  有一天
[00:02:53.700 --> 00:02:55.700]  小息的時候
[00:02:55.700 --> 00:02:57.700]  有個師姐
[00:02:57.700 --> 00:02:59.700]  她是馬來西亞人
[00:02:59.700 --> 00:03:01.700]  她突然間說
[00:03:01.700 --> 00:03:03.700]  黃瑞君你何必那麼認真傳福音
[00:03:03.700 --> 00:03:05.700]  其實那時候我剛剛學會四律
[00:03:05.700 --> 00:03:07.700]  很火熱傳福音
[00:03:07.700 --> 00:03:09.700]  那一年只用四律都帶了二百多人信耶穌
[00:03:09.700 --> 00:03:11.700]  那一年
[00:03:11.700 --> 00:03:13.700]  是四律剛剛來香港的第一個訓練班
[00:03:13.700 --> 00:03:15.700]  我就參加了
[00:03:15.700 --> 00:03:17.700]  她說不用的
[00:03:17.700 --> 00:03:19.700]  神什麼都知道
[00:03:19.700 --> 00:03:21.700]  所以那天信不信耶穌
[00:03:21.700 --> 00:03:23.700]  其實你傳不傳祂遲到都會信的
[00:03:23.700 --> 00:03:25.700]  這樣都行
[00:03:25.700 --> 00:03:27.700]  剛剛進了學幾個月
[00:03:27.700 --> 00:03:29.700]  懂不懂拼
[00:03:29.700 --> 00:03:31.700]  不懂
[00:03:31.700 --> 00:03:33.700]  但又覺得不對
[00:03:33.700 --> 00:03:35.700]  你覺得對還是不對
[00:03:35.700 --> 00:03:37.700]  不對
[00:03:37.700 --> 00:03:39.700]  好像我那麼無知的都應該知道不對
[00:03:39.700 --> 00:03:41.700]  你讓我有知
[00:03:41.700 --> 00:03:43.700]  你應該知道不對
[00:03:43.700 --> 00:03:45.700]  因為主明明叫我們去做什麼
[00:03:45.700 --> 00:03:47.700]  傳福音
[00:03:47.700 --> 00:03:49.700]  所以這個預定論
[00:03:49.700 --> 00:03:51.700]  就惹我生氣
[00:03:51.700 --> 00:03:53.700]  神預定
[00:03:53.700 --> 00:03:55.700]  很怕碰到預定
[00:03:55.700 --> 00:03:57.700]  預定就解不開
[00:03:57.700 --> 00:03:59.700]  好像預定了就不用動
[00:03:59.700 --> 00:04:01.700]  我們就不用動
[00:04:01.700 --> 00:04:03.700]  慢慢慢慢
[00:04:03.700 --> 00:04:05.700]  才明白
[00:04:05.700 --> 00:04:07.700]  原來神
[00:04:07.700 --> 00:04:09.700]  只預定了一件事
[00:04:09.700 --> 00:04:11.700]  那件事是什麼
[00:04:11.700 --> 00:04:13.700]  人要在耶穌基督里得救
[00:04:13.700 --> 00:04:15.700]  神只預定了一件事
[00:04:15.700 --> 00:04:17.700]  那件事是什麼
[00:04:17.700 --> 00:04:19.700]  人要在耶穌基督里得救
[00:04:19.700 --> 00:04:21.700]  神預定了一件事
[00:04:21.700 --> 00:04:23.700]  人要在耶穌基督里得救
[00:04:23.700 --> 00:04:25.700]  神預定了一件事
[00:04:25.700 --> 00:04:27.700]  人要在耶穌基督里得救
[00:04:27.700 --> 00:04:29.700]  神預定了一件事
[00:04:29.700 --> 00:04:31.700]  人要在耶穌基督里得救
[00:04:31.700 --> 00:04:33.700]  神預定了一件事
[00:04:33.700 --> 00:04:35.700]  人要在耶穌基督里得救
[00:04:35.700 --> 00:04:37.700]  神預定了一件事
[00:04:37.700 --> 00:04:39.700]  人要在耶穌基督里得救
[00:04:39.700 --> 00:04:41.700]  神預定了一件事
[00:04:41.700 --> 00:04:43.700]  人要在耶穌基督里得救
[00:04:43.700 --> 00:04:45.700]  神預定了一件事
[00:04:45.700 --> 00:04:47.700]  人要在耶穌基督里得救
[00:04:47.700 --> 00:04:49.700]  神預定了一件事
[00:04:49.700 --> 00:04:51.700]  人要在耶穌基督里得救
[00:04:51.700 --> 00:04:53.700]  神預定了一件事
[00:04:53.700 --> 00:04:55.700]  人要在耶穌基督里得救
[00:04:55.700 --> 00:04:57.700]  神預定了一件事
[00:04:57.700 --> 00:04:59.700]  人要在耶穌基督里得救
[00:04:59.700 --> 00:05:01.700]  神預定了一件事
[00:05:01.700 --> 00:05:03.700]  人要在耶穌基督里得救
[00:05:03.700 --> 00:05:05.700]  神預定了一件事
[00:05:05.700 --> 00:05:07.700]  人要在耶穌基督里得救
[00:05:07.700 --> 00:05:09.700]  神預定了一件事
[00:05:09.700 --> 00:05:11.700]  人要在耶穌基督里得救
[00:05:11.700 --> 00:05:13.700]  神預定了一件事
[00:05:13.700 --> 00:05:15.700]  人要在耶穌基督里得救
[00:05:15.700 --> 00:05:17.700]  神預定了一件事
[00:05:17.700 --> 00:05:19.700]  人要在耶穌基督里得救
[00:05:19.700 --> 00:05:21.700]  神預定了一件事
[00:05:21.700 --> 00:05:23.700]  人要在耶穌基督里得救
[00:05:23.700 --> 00:05:25.700]  神預定了一件事
[00:05:25.700 --> 00:05:27.700]  人要在耶穌基督里得救
[00:05:27.700 --> 00:05:29.700]  神預定了一件事
[00:05:29.700 --> 00:05:31.700]  人要在耶穌基督里得救
[00:05:31.700 --> 00:05:33.700]  神預定了一件事
[00:05:33.700 --> 00:05:35.700]  人要在耶穌基督里得救
[00:05:35.700 --> 00:05:37.700]  神預定了一件事
[00:05:37.700 --> 00:05:39.700]  人要在耶穌基督里得救
[00:05:39.700 --> 00:05:41.700]  神預定了一件事
[00:05:41.700 --> 00:05:43.700]  人要在耶穌基督里得救
[00:05:43.700 --> 00:05:45.700]  神預定了一件事
[00:05:45.700 --> 00:05:47.700]  人要在耶穌基督里得救
[00:05:47.700 --> 00:05:49.700]  神預定了一件事
[00:05:49.700 --> 00:05:51.700]  人要在耶穌基督里得救
[00:05:51.700 --> 00:05:53.700]  神預定了一件事
[00:05:53.700 --> 00:05:55.700]  人要在耶穌基督里得救
[00:05:55.700 --> 00:05:57.700]  神預定了一件事
[00:05:57.700 --> 00:05:59.700]  人要在耶穌基督里得救
[00:05:59.700 --> 00:06:01.700]  神預定了一件事
[00:06:01.700 --> 00:06:03.700]  人要在耶穌基督里得救
[00:06:03.700 --> 00:06:05.700]  神預定了一件事
[00:06:05.700 --> 00:06:07.700]  人要在耶穌基督里得救
[00:06:07.700 --> 00:06:09.700]  神預定了一件事
[00:06:09.700 --> 00:06:11.700]  人要在耶穌基督里得救
[00:06:11.700 --> 00:06:13.700]  神預定了一件事
[00:06:13.700 --> 00:06:15.700]  人要在耶穌基督里得救
[00:06:15.700 --> 00:06:17.700]  神預定了一件事
[00:06:17.700 --> 00:06:19.700]  人要在耶穌基督里得救
[00:06:19.700 --> 00:06:21.700]  神預定了一件事
[00:06:21.700 --> 00:06:23.700]  人要在耶穌基督里得救
[00:06:23.700 --> 00:06:25.700]  神預定了一件事
[00:06:25.700 --> 00:06:27.700]  人要在耶穌基督里得救
[00:06:27.700 --> 00:06:29.700]  神預定了一件事
[00:06:29.700 --> 00:06:31.700]  人要在耶穌基督里得救
[00:06:31.700 --> 00:06:33.700]  神預定了一件事
[00:06:33.700 --> 00:06:35.700]  人要在耶穌基督里得救
[00:06:35.700 --> 00:06:37.700]  神預定了一件事
[00:06:37.700 --> 00:06:39.700]  人要在耶穌基督里得救
[00:06:39.700 --> 00:06:41.700]  神預定了一件事
[00:06:41.700 --> 00:06:43.700]  人要在耶穌基督里得救
[00:06:43.700 --> 00:06:45.700]  神預定了一件事
[00:06:45.700 --> 00:06:47.700]  人要在耶穌基督里得救
[00:06:47.700 --> 00:06:49.700]  神預定了一件事
[00:06:49.700 --> 00:06:51.700]  人要在耶穌基督里得救
[00:06:51.700 --> 00:06:53.700]  神預定了一件事
[00:06:53.700 --> 00:06:55.700]  人要在耶穌基督里得救
[00:06:55.700 --> 00:06:57.700]  神預定了一件事
[00:06:57.700 --> 00:06:59.700]  人要在耶穌基督里得救
[00:06:59.700 --> 00:07:01.700]  神預定了一件事
[00:07:01.700 --> 00:07:03.700]  人要在耶穌基督里得救
[00:07:03.700 --> 00:07:05.700]  神預定了一件事
[00:07:05.700 --> 00:07:07.700]  人要在耶穌基督里得救
[00:07:07.700 --> 00:07:09.700]  神預定了一件事
[00:07:09.700 --> 00:07:11.700]  人要在耶穌基督里得救
[00:07:11.700 --> 00:07:13.700]  神預定了一件事
[00:07:13.700 --> 00:07:15.700]  人要在耶穌基督里得救
[00:07:15.700 --> 00:07:17.700]  神預定了一件事
[00:07:17.700 --> 00:07:19.700]  人要在耶穌基督里得救
[00:07:19.700 --> 00:07:21.700]  神預定了一件事
[00:07:21.700 --> 00:07:23.700]  人要在耶穌基督里得救
[00:07:23.700 --> 00:07:25.700]  神預定了一件事
[00:07:25.700 --> 00:07:27.700]  人要在耶穌基督里得救
[00:07:27.700 --> 00:07:29.700]  神預定了一件事
[00:07:29.700 --> 00:07:31.700]  人要在耶穌基督里得救
[00:07:31.700 --> 00:07:33.700]  神預定了一件事
[00:07:33.700 --> 00:07:35.700]  人要在耶穌基督里得救
[00:07:35.700 --> 00:07:37.700]  神預定了一件事
[00:07:37.700 --> 00:07:39.700]  人要在耶穌基督里得救
[00:07:39.700 --> 00:07:41.700]  神預定了一件事
[00:07:41.700 --> 00:07:43.700]  人要在耶穌基督里得救
[00:07:43.700 --> 00:07:45.700]  神預定了一件事
[00:07:45.700 --> 00:07:47.700]  人要在耶穌基督里得救
[00:07:47.700 --> 00:07:49.700]  神預定了一件事
[00:07:49.700 --> 00:07:51.700]  人要在耶穌基督里得救
[00:07:51.700 --> 00:07:53.700]  神預定了一件事
[00:07:53.700 --> 00:07:55.700]  人要在耶穌基督里得救
[00:07:55.700 --> 00:07:57.700]  神預定了一件事
[00:07:57.700 --> 00:07:59.700]  人要在耶穌基督里得救
[00:07:59.700 --> 00:08:01.700]  神預定了一件事
[00:08:01.700 --> 00:08:03.700]  人要在耶穌基督里得救
[00:08:03.700 --> 00:08:05.700]  神預定了一件事
[00:08:05.700 --> 00:08:07.700]  人要在耶穌基督里得救
[00:08:07.700 --> 00:08:09.700]  神預定了一件事
[00:08:09.700 --> 00:08:11.700]  人要在耶穌基督里得救
[00:08:11.700 --> 00:08:13.700]  神預定了一件事
[00:08:13.700 --> 00:08:15.700]  人要在耶穌基督里得救
