
[00:00:00.000 --> 00:00:02.720]  歡迎大家來到我們的週六崇拜
[00:00:02.720 --> 00:00:06.600]  受難節復活節即將來臨
[00:00:06.600 --> 00:00:11.880]  今天我們正式開始宣講十家故事
[00:00:11.880 --> 00:00:15.520]  我們的十家故事有兩個部分
[00:00:15.520 --> 00:00:18.360]  第一部分是基督受死
[00:00:18.360 --> 00:00:19.920]  The Crucifixion
[00:00:19.920 --> 00:00:23.080]  接著第二部分是基督復活
[00:00:23.080 --> 00:00:24.520]  The Resurrection
[00:00:24.520 --> 00:00:27.640]  今天講的是《路加福音》第二十三章
[00:00:27.640 --> 00:00:28.720]  《基督受死》
[00:00:28.720 --> 00:00:29.720]  下個星期回來
[00:00:29.720 --> 00:00:32.720]  我們繼續講《路加福音》第二十四章
[00:00:32.720 --> 00:00:33.440]  《基督復活》
[00:00:33.440 --> 00:00:34.440]  正如我所講
[00:00:34.440 --> 00:00:37.880]  兩個故事表面上是完全不相似的
[00:00:37.880 --> 00:00:40.760]  但其實是相爆胎
[00:00:40.760 --> 00:00:46.120]  原來兩個故事最終給我們的訊息都是一樣的
[00:00:46.120 --> 00:00:50.640]  如果我們當中有一些比較少去教會的朋友
[00:00:50.640 --> 00:00:53.120]  可能看到我這個題目
[00:00:53.120 --> 00:00:56.280]  《基督受死》《基督復活》的時候會有個疑問
[00:00:56.280 --> 00:00:59.480]  他會說究竟什麼叫做基督
[00:01:00.080 --> 00:01:02.080]  耶穌我知道耶穌是個名字
[00:01:02.080 --> 00:01:03.160]  基督是什麼呢
[00:01:03.160 --> 00:01:07.880]  基督的原文希臘文是Christos
[00:01:07.880 --> 00:01:09.800]  意思是受高者
[00:01:09.800 --> 00:01:14.560]  其實它源於舊約裡面另一個字眼叫做Messiah
[00:01:14.560 --> 00:01:16.200]  Messiah是Messiah
[00:01:16.200 --> 00:01:19.160]  也是被高者的意思
[00:01:19.160 --> 00:01:20.240]  簡單來講
[00:01:20.240 --> 00:01:21.400]  基督
[00:01:21.400 --> 00:01:23.880]  Messiah就是君王的意思
[00:01:23.880 --> 00:01:26.400]  而當你打開聖經的時候
[00:01:26.400 --> 00:01:30.040]  你會發現他不是一個普通的君王
[00:01:30.040 --> 00:01:33.640]  基督是上帝所揀選的君王
[00:01:33.640 --> 00:01:39.960]  是整本舊約聖經不斷預言將要來到的獨一救主
[00:01:39.960 --> 00:01:41.480]  聖經又告訴我們
[00:01:41.480 --> 00:01:45.640]  這個基督是永恆天國的君王
[00:01:45.640 --> 00:01:48.560]  於是對於基督徒來講
[00:01:48.560 --> 00:01:56.080]  基督就是兩千年前降生為人的耶穌基督
[00:01:56.080 --> 00:01:58.920]  我為什麼要說對於基督徒來講呢
[00:01:58.920 --> 00:02:00.400]  因為對於猶太人來講
[00:02:00.400 --> 00:02:01.720]  這個基督還沒出現的
[00:02:01.720 --> 00:02:04.720]  他們仍然在等待這個基督的來臨
[00:02:04.720 --> 00:02:06.360]  但是對於基督徒來講
[00:02:06.360 --> 00:02:09.160]  這個君王已經來了
[00:02:09.160 --> 00:02:13.840]  兩千年前來到人間降世為人的耶穌基督
[00:02:13.840 --> 00:02:14.720]  耶穌
[00:02:14.720 --> 00:02:16.640]  聖誕節的耶穌
[00:02:16.640 --> 00:02:17.840]  秀冷節的耶穌
[00:02:17.840 --> 00:02:18.800]  闊活節的耶穌
[00:02:18.800 --> 00:02:23.040]  是基督信仰裡面獨有的一個人物
[00:02:23.040 --> 00:02:24.200]  獨有的救主
[00:02:24.200 --> 00:02:26.920]  因為耶穌來不是導人向善
[00:02:26.920 --> 00:02:30.360]  有些人經常以為所有宗教都一樣
[00:02:30.360 --> 00:02:31.840]  唯獨基督教不一樣
