
[00:00:00.000 --> 00:00:03.160]  人生真的有很多不似預期的事情
[00:00:03.160 --> 00:00:05.300]  但是我們要相信
[00:00:05.300 --> 00:00:07.900]  就是聖經所啟示的歷史終局
[00:00:07.900 --> 00:00:12.620]  必然照著神的時間表和計劃去成就
[00:00:12.620 --> 00:00:15.620]  所以今天我們要和大家重溫一下
[00:00:15.620 --> 00:00:18.100]  啟示錄十二到二十章
[00:00:18.100 --> 00:00:21.860]  其實是一個圓滿成就前的一個意象
[00:00:21.860 --> 00:00:23.780]  而二十一到二十二章
[00:00:23.780 --> 00:00:26.220]  就是我們下一堂會講的
[00:00:26.220 --> 00:00:28.420]  圓滿成就的意象
[00:00:28.420 --> 00:00:30.620]  我們會進入新天新地
[00:00:30.620 --> 00:00:33.900]  究竟這個圓滿成就是什麼意思呢?
[00:00:33.900 --> 00:00:37.580]  這是在講我們的救恩終極
[00:00:37.580 --> 00:00:40.540]  是要體償在新天新地
[00:00:40.540 --> 00:00:42.860]  就是俗稱的天堂、天家
[00:00:42.860 --> 00:00:45.940]  就是這個新的聖城耶路撒冷
[00:00:45.940 --> 00:00:50.580]  這是在神學上一個很常見的用語
[00:00:50.580 --> 00:00:53.540]  就叫做「已然未然」
[00:00:53.540 --> 00:00:55.580]  Already but not yet
[00:00:55.580 --> 00:00:58.100]  我們的救恩已經成就了
[00:00:58.100 --> 00:01:01.580]  不過我們仍然活在這個苦難和罪惡的世界
[00:01:01.580 --> 00:01:05.900]  直到將來在新天新地是再沒有罪
[00:01:05.900 --> 00:01:08.020]  叫我們與上帝左隔
[00:01:08.020 --> 00:01:11.420]  我們面對面的晝夜可以敬拜神
[00:01:11.420 --> 00:01:14.060]  我們成為基督的祭司
[00:01:14.060 --> 00:01:16.700]  我們可以一起侍奉永末的神
[00:01:16.700 --> 00:01:18.700]  直到什麼時候呢?
[00:01:18.700 --> 00:01:20.500]  是永永遠遠的
[00:01:20.500 --> 00:01:22.180]  Hallelujah 讚美主
[00:01:22.180 --> 00:01:23.620]  感謝神
[00:01:23.620 --> 00:01:25.620]  請姐妹們給上帝掌聲
[00:01:25.620 --> 00:01:29.340]  這是上帝必然得勝的終局
[00:01:29.340 --> 00:01:31.740]  是沒有人能夠改變的
[00:01:31.740 --> 00:01:35.940]  魔鬼多次想攔阻神的旨意去成就
[00:01:35.940 --> 00:01:37.580]  注定失敗
[00:01:37.580 --> 00:01:39.420]  在聖經上的預言
[00:01:39.420 --> 00:01:41.540]  在歷史上的證明
[00:01:41.540 --> 00:01:45.180]  魔鬼永遠是注定失敗
[00:01:45.180 --> 00:01:46.980]  我們不需要懼怕
[00:01:46.980 --> 00:01:51.220]  所以在這裡我參考過麥兆輝博士的一本《釋經書》
[00:01:51.220 --> 00:01:52.940]  我覺得很有用
[00:01:52.940 --> 00:01:57.540]  在這裡他用了一個希伯來文學的結構
[00:01:57.540 --> 00:01:59.940]  跟我們分析一下
[00:01:59.940 --> 00:02:01.420]  由十二章
[00:02:01.420 --> 00:02:05.100]  其實那次亦都是輪到我講
[00:02:05.100 --> 00:02:07.700]  我是在講這個大紅龍就是魔鬼
[00:02:07.700 --> 00:02:12.740]  祂要來到見到這個婦人將孩子生下來
[00:02:12.740 --> 00:02:14.300]  祂就要追殺祂
[00:02:14.300 --> 00:02:19.860]  這個是預表著耶穌在新約時代來的時候
[00:02:19.860 --> 00:02:22.220]  祂在瑪利亞要生的時候
[00:02:22.220 --> 00:02:24.820]  祂就想摧毀神的心意
[00:02:24.820 --> 00:02:26.620]  但是祂都是失敗
[00:02:26.620 --> 00:02:30.380]  祂被天使掌將祂轟到地上
[00:02:30.380 --> 00:02:32.500]  還有那些墮落的天使
[00:02:32.500 --> 00:02:35.100]  而我們今天二十章要看到
[00:02:35.100 --> 00:02:37.620]  就是這條大紅龍就是魔鬼
[00:02:37.620 --> 00:02:40.580]  祂要發動第二次的最後攻擊
[00:02:40.580 --> 00:02:42.380]  但是都是失敗
[00:02:42.380 --> 00:02:46.060]  祂最後被轟在永遠的火湖就是地獄
[00:02:46.060 --> 00:02:47.940]  這個是大結局
[00:02:47.940 --> 00:02:50.420]  前夫後應
[00:02:50.420 --> 00:02:52.780]  都是在講祂的失敗
[00:02:52.780 --> 00:02:55.420]  但是預表著基督的特性
[00:02:55.420 --> 00:03:00.260]  中間在講海獸和地上來的獸
[00:03:00.260 --> 00:03:03.540]  就是迪基督、海獸、賈先知
[00:03:03.540 --> 00:03:04.780]  地上的獸
[00:03:04.780 --> 00:03:06.580]  是要迷惑列國的
[00:03:06.580 --> 00:03:10.820]  十三章和我們十九章都有提及
[00:03:10.820 --> 00:03:12.340]  中間的餡
[00:03:12.340 --> 00:03:14.940]  就在講那些拜這個獸
[00:03:14.940 --> 00:03:16.860]  拜迪基督的
[00:03:16.860 --> 00:03:18.500]  還有那三個巫靈
[00:03:18.500 --> 00:03:21.900]  以及大任虎以及巴比倫城
[00:03:21.900 --> 00:03:25.500]  他們那個一夜之間被摧毀
[00:03:25.500 --> 00:03:29.220]  他們要接受神的審判
[00:03:29.220 --> 00:03:31.500]  所以從十四章到十九章
[00:03:31.500 --> 00:03:33.260]  第十節是提到
[00:03:33.260 --> 00:03:36.740]  所以這個餡就是漢堡包
[00:03:36.740 --> 00:03:41.140]  前夫後應是表示基督的特性
[00:03:41.140 --> 00:03:45.180]  而中間是神的烈路的審判
[00:03:45.180 --> 00:03:48.260]  神的審判是可怕的
[00:03:48.260 --> 00:03:52.220]  但是你今天去忠心跟隨神的心意
[00:03:52.220 --> 00:03:53.580]  活在這個世上
[00:03:53.580 --> 00:03:57.020]  你不需要懼怕將來永生神的審判
[00:03:57.020 --> 00:04:01.380]  因為你已經靠著基督的勝有餘
[00:04:01.380 --> 00:04:04.980]  作者仕途約翰是以這個希伯來的文學結構
[00:04:04.980 --> 00:04:09.460]  顯示神對全世界的主權、治權、審判
[00:04:09.460 --> 00:04:11.860]  以及拯救人類的歷史藍圖
[00:04:11.860 --> 00:04:17.180]  耶穌基督頭一次和再來
[00:04:17.180 --> 00:04:18.780]  這個世界這兩次
[00:04:18.780 --> 00:04:22.180]  他降臨地上都遇到大雄龍魔鬼
[00:04:22.180 --> 00:04:24.740]  很猛烈的攻擊和對抗
[00:04:24.740 --> 00:04:27.260]  但是他兩次都是戰敗的
[00:04:27.260 --> 00:04:29.620]  魔鬼最後要受到刑罰
[00:04:29.620 --> 00:04:32.260]  他不單止帶領反叛的天使
[00:04:32.260 --> 00:04:37.660]  他也興起了狄基督和賈先知去迷惑列國
[00:04:37.660 --> 00:04:39.660]  這個就是大圖畫
[00:04:39.660 --> 00:04:42.580]  整個脈絡如果你明白了之後
[00:04:42.580 --> 00:04:44.820]  你不會被一些細節
[00:04:44.820 --> 00:04:48.380]  令到你讀啟示錄亂七八糟
[00:04:48.380 --> 00:04:51.980]  所以這樣的分析是很有用的
[00:04:51.980 --> 00:04:53.780]  你要首先明白
[00:04:53.780 --> 00:04:55.700]  接著在啟示錄二十章
[00:04:55.700 --> 00:04:57.420]  我們今天要看這十五節
[00:04:57.420 --> 00:04:58.860]  頭十節裏面
[00:04:58.860 --> 00:05:03.380]  又是可以和十二章到二十二章有一個對比
[00:05:03.380 --> 00:05:07.180]  撒旦第一次他也是戰敗的
[00:05:07.180 --> 00:05:08.900]  他要被捆綁起來
[00:05:08.900 --> 00:05:10.140]  頭那三節
[00:05:10.140 --> 00:05:13.020]  預備千禧年國度
[00:05:13.020 --> 00:05:14.660]  二十章四到六節
[00:05:14.660 --> 00:05:16.540]  信徒與基督作王
[00:05:16.540 --> 00:05:18.380]  撒旦第二次戰敗
[00:05:18.380 --> 00:05:21.020]  就是在千禧年國完的時候
[00:05:21.020 --> 00:05:23.620]  他又要被釋放
[00:05:23.620 --> 00:05:25.740]  從墓底爬上來的時候
[00:05:25.740 --> 00:05:27.580]  他又要迷惑列國
[00:05:27.580 --> 00:05:30.780]  最後他也是要被神摧毀
[00:05:30.780 --> 00:05:35.860]  最後他被永遠的火壺地獄
[00:05:35.860 --> 00:05:40.460]  十九章的狄基督和賈先知
[00:05:40.460 --> 00:05:44.260]  這兩隻獸已經在十九章被審判
[00:05:44.260 --> 00:05:46.300]  已經被釋放到火壺裏
[00:05:46.300 --> 00:05:49.340]  所以二十章你見不到他們的蹤影
[00:05:49.340 --> 00:05:53.820]  我們看回十二章到二十二章都是一樣
[00:05:53.820 --> 00:05:54.980]  基督第一次來
[00:05:54.980 --> 00:05:57.940]  他以小孩子的身份降生
[00:05:57.940 --> 00:05:59.900]  成就了這個救恩
[00:05:59.900 --> 00:06:01.340]  到第二次來的時候
[00:06:01.340 --> 00:06:02.420]  十九到二十二章
[00:06:02.420 --> 00:06:04.220]  他是以這個戰士
[00:06:04.220 --> 00:06:08.140]  十九章形容他是騎在這個白色的馬上
[00:06:08.140 --> 00:06:10.020]  他的名字叫做甚麼
[00:06:10.020 --> 00:06:11.860]  誠信真實
[00:06:11.860 --> 00:06:15.300]  他的審判是絕對公義性結
[00:06:15.300 --> 00:06:18.220]  沒有任何的你可以抵賴
[00:06:18.220 --> 00:06:20.140]  所以我們這位主耶穌
[00:06:20.140 --> 00:06:21.660]  他第二次要再來
[00:06:21.660 --> 00:06:24.140]  是要審判列國
[00:06:24.140 --> 00:06:27.900]  而中間的餡是七碗的審判
[00:06:27.900 --> 00:06:31.420]  這樣的對比你都再一次看見
[00:06:31.420 --> 00:06:32.980]  經文的重點
[00:06:32.980 --> 00:06:36.180]  基督的德性作王和審判
[00:06:36.180 --> 00:06:38.220]  所以我今天的主題
[00:06:38.220 --> 00:06:39.660]  是用這個題目
[00:06:39.660 --> 00:06:41.460]  和大家來分析一下
[00:06:41.460 --> 00:06:43.740]  在二十章我們一起來看
[00:06:43.740 --> 00:06:46.460]  我們一起先讀頭三節
[00:06:46.460 --> 00:06:50.620]  「我又看見一位天使從天降下
[00:06:50.620 --> 00:06:56.020]  手裡拿著無底坑的鑰匙和一條大鐵鍊
[00:06:56.020 --> 00:07:01.060]  他抓住那龍那古蛇就是魔鬼撒旦
[00:07:01.060 --> 00:07:04.500]  把他捆綁了」
[00:07:04.500 --> 00:07:06.420]  咦?我們是不是在讀呢?
[00:07:06.420 --> 00:07:07.300]  「一千年
[00:07:07.300 --> 00:07:09.220]  永在無底坑裡
[00:07:09.220 --> 00:07:11.180]  把無底坑關閉
[00:07:11.180 --> 00:07:12.620]  用刃封上
[00:07:12.620 --> 00:07:14.860]  使他不再迷惑列國
[00:07:14.860 --> 00:07:17.060]  等到那一千年滿了
[00:07:17.060 --> 00:07:18.540]  這些事以後
[00:07:18.540 --> 00:07:22.900]  他必須暫時被釋放」
[00:07:22.900 --> 00:07:28.420]  使徒約翰是在用一個文學的敘述
[00:07:28.420 --> 00:07:32.940]  但是一個意象來跟我們解說
[00:07:32.940 --> 00:07:36.460]  他還說「我又看見」這個句語
[00:07:36.460 --> 00:07:37.940]  是做分段的
[00:07:37.940 --> 00:07:39.940]  你在第四節你會看到的
[00:07:39.940 --> 00:07:45.380]  你去到第十一節的時候也會看到
[00:07:45.380 --> 00:07:47.820]  這個「我又看見」是什麼呢?
[00:07:47.820 --> 00:07:50.220]  這個鏡頭一出現的時候
[00:07:50.220 --> 00:07:52.380]  你看見只有兩個角色
[00:07:52.380 --> 00:07:54.580]  哪兩個角色在這裡?
[00:07:54.580 --> 00:07:57.060]  哪兩個人物?
[00:07:57.060 --> 00:08:01.420]  就是魔鬼和一位天使
[00:08:01.420 --> 00:08:03.060]  不是很多位
[00:08:03.060 --> 00:08:04.860]  一位天使
[00:08:04.860 --> 00:08:06.260]  耶穌在不在這裡?
[00:08:06.260 --> 00:08:07.580]  沒有
[00:08:07.580 --> 00:08:08.980]  父神在不在這裡?
[00:08:08.980 --> 00:08:09.780]  沒有
[00:08:09.780 --> 00:08:11.180]  聖靈在不在這裡?
[00:08:11.180 --> 00:08:12.500]  沒有
[00:08:12.500 --> 00:08:14.900]  一位天使就解決了魔鬼
[00:08:14.900 --> 00:08:16.260]  你要明白
[00:08:16.260 --> 00:08:20.100]  神的能力是遠超過那惡者的
[00:08:20.100 --> 00:08:21.620]  我們今天很多人就以為
[00:08:21.620 --> 00:08:23.540]  這個魔鬼很厲害
[00:08:23.540 --> 00:08:24.660]  怎樣怎樣
[00:08:24.660 --> 00:08:30.900]  你不要被過分的講鬼經歷吹捧
[00:08:30.900 --> 00:08:32.740]  我們今天要高舉的是
[00:08:32.740 --> 00:08:36.260]  耶穌基督得勝的權柄和能力
[00:08:36.260 --> 00:08:38.100]  那惡者在耶穌基督
[00:08:38.100 --> 00:08:41.340]  萬王之王、萬主之主的名次
[00:08:41.340 --> 00:08:44.860]  底下被宣告、被高舉傳揚的時候
[00:08:44.860 --> 00:08:47.300]  他就會戰驚恐懼
[00:08:47.300 --> 00:08:49.820]  他要被斥責和離開
[00:08:49.820 --> 00:08:51.500]  我們在這裡看到
[00:08:51.500 --> 00:08:55.340]  魔鬼的能力是絕對有限制的
[00:08:55.340 --> 00:09:00.420]  而且他被一位天使捆綁起來
[00:09:00.420 --> 00:09:02.580]  還要放在這個無底坑
[00:09:02.580 --> 00:09:04.300]  用印封上
[00:09:04.300 --> 00:09:08.500]  叫他不可以再迷惑列國多久?
[00:09:08.500 --> 00:09:09.700]  一千年
[00:09:09.700 --> 00:09:13.300]  一千年在這七頭、這七節聖經裡面
[00:09:13.300 --> 00:09:15.300]  出現了六次
[00:09:15.300 --> 00:09:18.340]  所以這段經文是很絕對
[00:09:18.340 --> 00:09:20.860]  為什麼我們經常聽到有一個觀念
[00:09:20.860 --> 00:09:23.020]  就是千禧年的國
[00:09:23.020 --> 00:09:25.340]  千禧年這種的國度
[00:09:25.340 --> 00:09:27.540]  我自己個人相信
[00:09:27.540 --> 00:09:31.860]  一千年未必一定是至以上的一千年
[00:09:31.860 --> 00:09:33.700]  你不用一直這樣數
[00:09:33.700 --> 00:09:38.020]  一千年可以是一個象徵性的意義
[00:09:38.020 --> 00:09:42.780]  是表示神的國要圓滿臨在人間
[00:09:42.780 --> 00:09:45.500]  有些解經家這樣解說
[00:09:45.500 --> 00:09:48.620]  一千就是十乘十乘十
[00:09:48.620 --> 00:09:52.260]  十在猶太人的眼光就是圓滿
[00:09:52.260 --> 00:09:54.260]  三重的圓滿
[00:09:54.260 --> 00:09:55.980]  耶穌教導我們
[00:09:55.980 --> 00:10:00.500]  願人都尊你的名為聖
[00:10:00.500 --> 00:10:02.500]  願你的國降臨
[00:10:02.500 --> 00:10:05.220]  願你的旨意行在地上
[00:10:05.220 --> 00:10:07.500]  如同行在天上
[00:10:07.500 --> 00:10:09.020]  我們今天
[00:10:09.020 --> 00:10:12.860]  我們每天都要好好禱告
[00:10:12.860 --> 00:10:15.900]  就是神的心意成就在人間
[00:10:15.900 --> 00:10:17.900]  雖然這個世界亂七八糟
[00:10:17.900 --> 00:10:22.220]  雖然我們人的世情很多不似預期
[00:10:22.220 --> 00:10:24.700]  但我們知道永生神的旨意
[00:10:24.700 --> 00:10:27.420]  祂的計劃永遠不會失敗
[00:10:27.420 --> 00:10:29.820]  當我們有一個這樣的理解
[00:10:29.820 --> 00:10:33.220]  甚至最後一千年滿了之後
[00:10:33.220 --> 00:10:36.700]  祂就必須暫時被釋放
[00:10:36.700 --> 00:10:39.340]  記住祂是被釋放
[00:10:39.340 --> 00:10:42.500]  不是魔鬼自己想出來就出來
[00:10:42.500 --> 00:10:45.300]  是神的容許
[00:10:45.300 --> 00:10:46.700]  為何神會容許呢?
[00:10:46.700 --> 00:10:48.700]  我們看下文
[00:10:48.700 --> 00:10:50.700]  第四節開始
[00:10:50.700 --> 00:10:53.300]  我又看見一些寶座
[00:10:53.300 --> 00:10:56.300]  坐在上面的有審判的權兵
[00:10:56.300 --> 00:10:57.500]  賜給他們
[00:10:57.500 --> 00:11:01.100]  我又看見那些因為給耶穌作見證
