
[00:00:00.000 --> 00:00:03.980]  稍後會有人形容人生是一條路
[00:00:03.980 --> 00:00:08.080]  所以經常有人說是走人生的路
[00:00:08.080 --> 00:00:09.080]  但是走人生的路
[00:00:09.080 --> 00:00:10.280]  我們跟從耶穌的人
[00:00:10.280 --> 00:00:11.280]  我們經常說
[00:00:11.280 --> 00:00:13.980]  這是一個信心的路
[00:00:13.980 --> 00:00:16.280]  究竟什麼是信心呢?
[00:00:16.280 --> 00:00:18.420]  信心不僅是信有神
[00:00:18.420 --> 00:00:20.320]  信有耶穌基督
[00:00:20.320 --> 00:00:23.420]  而是信得過祂可以帶領我們
[00:00:23.420 --> 00:00:25.600]  信得過祂的應許
[00:00:25.600 --> 00:00:28.400]  信得過祂的信實
[00:00:28.400 --> 00:00:32.100]  信得過祂怎樣都與我們同在
[00:00:32.100 --> 00:00:34.200]  所以就因為這個信心
[00:00:34.200 --> 00:00:37.300]  我們有行為的實踐
[00:00:37.300 --> 00:00:39.600]  無論什麼情況
[00:00:39.600 --> 00:00:41.200]  我們都信得過神
[00:00:41.200 --> 00:00:43.100]  無論有什麼試探
[00:00:43.100 --> 00:00:44.900]  我們都信得過神
[00:00:44.900 --> 00:00:47.900]  我們不去拒絕這個試探
[00:00:47.900 --> 00:00:50.000]  無論人們怎樣待我們
[00:00:50.000 --> 00:00:53.700]  我們信得過神永遠是公義的
[00:00:53.700 --> 00:00:56.600]  所以我們不用祂的方式去待祂
[00:00:56.600 --> 00:01:00.000]  我們用神的方式去對待這個世界
[00:01:00.000 --> 00:01:01.500]  這些是信心
[00:01:01.500 --> 00:01:04.200]  信心是可以成長的
[00:01:04.200 --> 00:01:06.500]  主愛多謝祢的同在
[00:01:06.500 --> 00:01:08.700]  因為祢的同在
[00:01:08.700 --> 00:01:10.800]  我們有穩妥
[00:01:10.800 --> 00:01:14.300]  無論前面狂風暴雨也好
[00:01:14.300 --> 00:01:17.100]  我們反而越走越有力
[00:01:17.100 --> 00:01:18.800]  主愛這是祢的恩典
[00:01:18.800 --> 00:01:20.500]  是祢的供應
[00:01:20.500 --> 00:01:22.300]  是祢的愛
[00:01:22.300 --> 00:01:24.400]  是一個信實的神
[00:01:24.400 --> 00:01:28.100]  主愛今天讓我們誇的不是自己有什麼本事
[00:01:28.100 --> 00:01:30.200]  我們誇的是祢的恩典
[00:01:30.200 --> 00:01:32.500]  我們誇的是祢的臨在
[00:01:32.500 --> 00:01:35.700]  我們誇的是祢永遠不離不棄
[00:01:35.700 --> 00:01:37.400]  主愛繼續帶領我們
[00:01:37.400 --> 00:01:40.300]  聖靈向我們每一位弟兄姊妹說話
[00:01:40.300 --> 00:01:42.100]  無論今天我們是什麼光景也好
[00:01:42.100 --> 00:01:43.300]  你是知道的
[00:01:43.300 --> 00:01:44.500]  你知道我們一切
[00:01:44.500 --> 00:01:46.600]  你知道我們任何的處境
[00:01:46.600 --> 00:01:48.400]  所以主愛你
[00:01:48.400 --> 00:01:50.300]  用你的智慧
[00:01:50.300 --> 00:01:51.900]  用你的方式
[00:01:51.900 --> 00:01:53.600]  向我們每一位說話
[00:01:53.600 --> 00:01:55.000]  讓我們回應你
[00:01:55.000 --> 00:01:56.400]  讓我們馴服你
[00:01:56.400 --> 00:01:57.800]  讓我們知道
[00:01:57.800 --> 00:01:59.700]  你是那個信實
[00:01:59.700 --> 00:02:01.300]  滿有恩典的主
[00:02:01.300 --> 00:02:02.300]  我奉耶穌基督的名
[00:02:02.300 --> 00:02:03.500]  吩咐一切
[00:02:03.500 --> 00:02:05.700]  這個世界任何難阻我們親近你的
[00:02:05.700 --> 00:02:06.800]  都要離開我們
[00:02:06.800 --> 00:02:08.300]  最後多謝您的贊美
[00:02:08.300 --> 00:02:11.100]  祈禱過我們奉耶穌基督得聖的名
[00:02:11.100 --> 00:02:12.100]  Amen
[00:02:12.100 --> 00:02:23.500]  有人說人生是一連串的選擇題
[00:02:23.500 --> 00:02:27.500]  很多人很希望可以選擇
[00:02:27.500 --> 00:02:29.500]  但是有時候
[00:02:29.500 --> 00:02:31.500]  往往當這些選擇題
[00:02:31.500 --> 00:02:33.500]  擺在我們眼前的時候
[00:02:33.500 --> 00:02:35.500]  我們不知道怎麼選擇
[00:02:35.500 --> 00:02:37.000]  我舉個例子
[00:02:37.000 --> 00:02:38.500]  有兩份工作讓你選擇
[00:02:38.500 --> 00:02:40.000]  你會選擇哪一份呢
[00:02:40.000 --> 00:02:43.500]  一份工作是你一直夢寐以求
[00:02:43.500 --> 00:02:47.000]  但是收入卻很不穩定
[00:02:47.000 --> 00:02:49.000]  另外一份是你不喜歡的工作
[00:02:49.000 --> 00:02:51.000]  但是又人工高
[00:02:51.000 --> 00:02:52.000]  又福利好
[00:02:52.000 --> 00:02:53.500]  又收入穩定
[00:02:53.500 --> 00:02:56.500]  你會選擇哪一份呢
[00:02:56.500 --> 00:02:58.500]  有兩種生活讓你選擇
[00:02:58.500 --> 00:03:01.000]  一種是超級富豪的生活
[00:03:01.000 --> 00:03:03.000]  很多物質享受
[00:03:03.000 --> 00:03:05.500]  但是一個朋友都沒有
[00:03:05.500 --> 00:03:08.500]  有另一種生活就是很多朋友
[00:03:08.500 --> 00:03:11.500]  你每天都在愛和關懷的裡面
[00:03:11.500 --> 00:03:14.000]  但是你卻是沒錢
[00:03:14.000 --> 00:03:15.500]  家徒四壁
[00:03:15.500 --> 00:03:18.500]  你會選擇什麼樣的生活呢
[00:03:18.500 --> 00:03:20.500]  有兩個人讓你選擇
[00:03:20.500 --> 00:03:23.000]  你會選擇哪一個做配偶呢
[00:03:23.000 --> 00:03:25.500]  一個又有錢又聰明
[00:03:25.500 --> 00:03:27.000]  又受人歡迎
[00:03:27.000 --> 00:03:28.500]  但是不愛你
[00:03:28.500 --> 00:03:30.500]  但是另一個呢
[00:03:30.500 --> 00:03:32.000]  沒什麼錢
[00:03:32.000 --> 00:03:34.500]  人緣又普通資質又普通
[00:03:34.500 --> 00:03:36.500]  但是他很愛你
[00:03:36.500 --> 00:03:39.500]  每天都呵護備至
[00:03:39.500 --> 00:03:43.000]  你會選擇哪一個做配偶呢
[00:03:43.000 --> 00:03:44.500]  有社會學家說
[00:03:44.500 --> 00:03:46.500]  選擇其實代表
[00:03:46.500 --> 00:03:48.500]  你得到一件事
[00:03:48.500 --> 00:03:50.500]  也同時失去一件事
[00:03:50.500 --> 00:03:53.500]  所以選擇是有風險的
[00:03:53.500 --> 00:03:54.500]  選錯了
[00:03:54.500 --> 00:03:55.500]  選對了
[00:03:55.500 --> 00:03:57.500]  結果是沒有保證的
[00:03:57.500 --> 00:03:59.500]  萬一選錯了又如何呢
[00:03:59.500 --> 00:04:01.500]  在聖經裡面
[00:04:01.500 --> 00:04:03.500]  神就說得很清楚
[00:04:03.500 --> 00:04:04.500]  你選對
[00:04:04.500 --> 00:04:05.500]  選錯
[00:04:05.500 --> 00:04:07.500]  什麼是選對
[00:04:07.500 --> 00:04:09.500]  什麼是選錯
[00:04:09.500 --> 00:04:12.500]  選擇的結果是有保證的
[00:04:12.500 --> 00:04:14.500]  讓我們一起看新命紀
[00:04:14.500 --> 00:04:16.500]  三十章十九節
[00:04:16.500 --> 00:04:17.500]  我們一起讀
[00:04:17.500 --> 00:04:23.500]  今日呼天搶地向你作見證
[00:04:23.500 --> 00:04:27.500]  我將生死禍福陳明在你面前
[00:04:27.500 --> 00:04:30.500]  所以你要選擇生命
[00:04:30.500 --> 00:04:34.500]  使你和你的後裔都得存活
[00:04:34.500 --> 00:04:36.500]  神就說得很清楚
[00:04:36.500 --> 00:04:39.500]  你選對一件事
[00:04:39.500 --> 00:04:40.500]  就是得福
[00:04:40.500 --> 00:04:41.500]  你選錯了
[00:04:41.500 --> 00:04:42.500]  就是得禍
[00:04:42.500 --> 00:04:44.500]  這件事很清楚地說
[00:04:44.500 --> 00:04:47.500]  所以我們要作出明智的選擇
[00:04:47.500 --> 00:04:50.500]  要選清楚他要我們選擇什麼
[00:04:50.500 --> 00:04:52.500]  神要我們選擇生命
[00:04:52.500 --> 00:04:54.500]  究竟生命是什麼呢
[00:04:54.500 --> 00:04:55.500]  很清楚是耶穌
[00:04:55.500 --> 00:04:56.500]  因為耶穌說過
[00:04:56.500 --> 00:04:58.500]  我就是道路真理生命
[00:04:58.500 --> 00:04:59.500]  若不藉著我
[00:04:59.500 --> 00:05:02.500]  沒有人可以和父建立那個關係
[00:05:02.500 --> 00:05:04.500]  所以其實很清楚
[00:05:04.500 --> 00:05:07.500]  神要我們選擇耶穌
[00:05:07.500 --> 00:05:12.500]  選擇耶穌要我們過的人生
[00:05:12.500 --> 00:05:15.500]  耶穌要我們過的人生是什麼呢
[00:05:15.500 --> 00:05:19.500]  今日我們所說的聖經馬太福音七章
[00:05:19.500 --> 00:05:21.500]  十五至二十九節
[00:05:21.500 --> 00:05:23.500]  其實都是說這種選擇
[00:05:23.500 --> 00:05:24.500]  有什麼選擇呢
[00:05:24.500 --> 00:05:27.500]  究竟你選擇做聰明人
[00:05:27.500 --> 00:05:29.500]  還是做愚蠢的人
[00:05:29.500 --> 00:05:33.500]  你選擇有成長的生命
[00:05:33.500 --> 00:05:35.500]  還是虛假的生命
[00:05:35.500 --> 00:05:38.500]  這些選擇會帶來一些結果
[00:05:38.500 --> 00:05:40.500]  如果你選擇做聰明人
[00:05:40.500 --> 00:05:41.500]  成長的生命
[00:05:41.500 --> 00:05:43.500]  你會得著福
[00:05:43.500 --> 00:05:45.500]  這些福是你能夠有能力
[00:05:45.500 --> 00:05:47.500]  去面對任何人生的風浪
[00:05:47.500 --> 00:05:49.500]  並且能夠進到天國
[00:05:49.500 --> 00:05:52.500]  但如果你選擇做愚蠢的人
[00:05:52.500 --> 00:05:55.500]  選擇一些虛假的生命
[00:05:55.500 --> 00:05:57.500]  你會得著禍
[00:05:57.500 --> 00:05:58.500]  而這個禍就是
[00:05:58.500 --> 00:06:00.500]  你一面對人生的衝擊
[00:06:00.500 --> 00:06:01.500]  就馬上倒下
[00:06:01.500 --> 00:06:03.500]  並且進不到天國
[00:06:03.500 --> 00:06:05.500]  耶穌就說得很清楚
[00:06:05.500 --> 00:06:07.500]  祂要我們選擇什麼
[00:06:07.500 --> 00:06:09.500]  並且那些選擇的後果
[00:06:09.500 --> 00:06:12.500]  所以今天我們一起看這些選擇
[00:06:12.500 --> 00:06:13.500]  第一個選擇是
[00:06:13.500 --> 00:06:16.500]  究竟你想選擇做聰明人
[00:06:16.500 --> 00:06:17.500]  還是做愚蠢的人
[00:06:17.500 --> 00:06:19.500]  我們看看馬太福音
[00:06:19.500 --> 00:06:21.500]  如何形容聰明的人
[00:06:21.500 --> 00:06:25.500]  馬太福音七章二十四至二十五節
[00:06:25.500 --> 00:06:26.500]  我們一起讀
[00:06:26.500 --> 00:06:27.500]  一二三
[00:06:27.500 --> 00:06:31.500]  所以凡聽見我這話就去行的
[00:06:31.500 --> 00:06:33.500]  好比一個聰明人
[00:06:33.500 --> 00:06:36.500]  把房子蓋在盆石上
[00:06:36.500 --> 00:06:38.500]  雨淋水沖風吹
[00:06:38.500 --> 00:06:40.500]  撞著那房子
[00:06:40.500 --> 00:06:42.500]  房子總不倒塌
[00:06:42.500 --> 00:06:46.500]  因為根基立在盆石上
[00:06:46.500 --> 00:06:47.500]  我們又看看
[00:06:47.500 --> 00:06:50.500]  耶穌如何形容那些愚蠢的人
[00:06:50.500 --> 00:06:55.500]  馬太福音七章二十六至二十七節
[00:06:55.500 --> 00:06:56.500]  一二三
[00:06:56.500 --> 00:06:59.500]  凡聽見我這話不去行的
[00:06:59.500 --> 00:07:01.500]  好比一個無知的人
[00:07:01.500 --> 00:07:04.500]  把房子蓋在沙土上
[00:07:04.500 --> 00:07:06.500]  雨淋水沖風吹
[00:07:06.500 --> 00:07:08.500]  撞著那房子
[00:07:08.500 --> 00:07:10.500]  房子就倒塌了
[00:07:10.500 --> 00:07:13.500]  並且倒塌得很大
[00:07:13.500 --> 00:07:15.500]  這個無知的人
[00:07:15.500 --> 00:07:18.500]  在希臘原文是說愚蠢的人
[00:07:18.500 --> 00:07:21.500]  本來是說聰明人和愚蠢人
[00:07:21.500 --> 00:07:25.500]  耶穌在他生活的那個地方巴勒斯坦
[00:07:25.500 --> 00:07:28.500]  那個氣候和香港是剛剛相反的
[00:07:28.500 --> 00:07:29.500]  在巴勒斯坦這個地方
[00:07:29.500 --> 00:07:32.500]  夏天是最乾燥的時間
[00:07:32.500 --> 00:07:35.500]  河流乾到沒有水
