
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹們
[00:00:02.000 --> 00:00:06.060]  幾天前
[00:00:06.060 --> 00:00:08.060]  當我在預備
[00:00:08.060 --> 00:00:10.060]  一個
[00:00:10.060 --> 00:00:12.060]  異端辯護
[00:00:12.060 --> 00:00:14.060]  一個講座的時間
[00:00:14.060 --> 00:00:16.060]  進到這個網頁上
[00:00:16.060 --> 00:00:18.060]  突然發現
[00:00:18.060 --> 00:00:20.060]  這個世界上你可以說
[00:00:20.060 --> 00:00:22.060]  是最有錢的其中一個教派
[00:00:22.060 --> 00:00:24.060]  異端
[00:00:24.060 --> 00:00:26.060]  一個
[00:00:26.060 --> 00:00:28.060]  自稱是萬祖的祖
[00:00:28.060 --> 00:00:30.060]  萬王的王
[00:00:30.060 --> 00:00:32.060]  甚至大膽到一個地步
[00:00:32.060 --> 00:00:34.060]  他說耶穌來
[00:00:34.060 --> 00:00:36.060]  只是救那人的靈魂
[00:00:36.060 --> 00:00:38.060]  但是他來了
[00:00:38.060 --> 00:00:40.060]  就能夠救人的肉體
[00:00:40.060 --> 00:00:42.060]  身心靈都能夠救的
[00:00:42.060 --> 00:00:44.060]  這樣的一個萬似的
[00:00:44.060 --> 00:00:46.060]  救主
[00:00:46.060 --> 00:00:48.060]  你們知道是誰嗎
[00:00:48.060 --> 00:00:50.060]  有沒有聽過啊
[00:00:50.060 --> 00:00:52.060]  他說
[00:00:52.060 --> 00:00:54.060]  三位一體
[00:00:54.060 --> 00:00:56.060]  從頭到尾只是一個理想
[00:00:56.060 --> 00:00:58.060]  從來沒有實現
[00:00:58.060 --> 00:01:00.060]  因為神
[00:01:00.060 --> 00:01:02.060]  本來是希望
[00:01:02.060 --> 00:01:04.060]  跟亞當夏娃組成三位一體
[00:01:04.060 --> 00:01:06.060]  很可惜
[00:01:06.060 --> 00:01:08.060]  夏娃
[00:01:08.060 --> 00:01:10.060]  吃了禁果
[00:01:10.060 --> 00:01:12.060]  她不是跟那個亞當
[00:01:12.060 --> 00:01:14.060]  結合
[00:01:14.060 --> 00:01:16.060]  禁果就是發生
[00:01:16.060 --> 00:01:18.060]  性的關係
[00:01:18.060 --> 00:01:20.060]  她是跟那個撒旦發生的關係
[00:01:20.060 --> 00:01:22.060]  所以這個三位一體
[00:01:22.060 --> 00:01:24.060]  不成功啊
[00:01:24.060 --> 00:01:26.060]  結合了下來
[00:01:26.060 --> 00:01:28.060]  甚至有一個第二個計劃
[00:01:28.060 --> 00:01:30.060]  這個第二個計劃是什麼呢
[00:01:30.060 --> 00:01:32.060]  就是他要跟耶穌
[00:01:32.060 --> 00:01:34.060]  跟耶穌的太太結合成為三位一體
[00:01:34.060 --> 00:01:36.060]  很可惜
[00:01:36.060 --> 00:01:38.060]  耶穌不爭氣
[00:01:38.060 --> 00:01:40.060]  來到這個世界
[00:01:40.060 --> 00:01:42.060]  還沒有結婚就死掉了
[00:01:42.060 --> 00:01:44.060]  所以三位一體還沒有成功
[00:01:44.060 --> 00:01:46.060]  一直到他來到這個世界
[00:01:46.060 --> 00:01:48.060]  他結婚
[00:01:48.060 --> 00:01:50.060]  結果這個真父
[00:01:50.060 --> 00:01:52.060]  跟這個真母
[00:01:52.060 --> 00:01:54.060]  組成一個
[00:01:54.060 --> 00:01:56.060]  三位一體了
[00:01:56.060 --> 00:01:58.060]  你們知道這個是誰嗎
[00:01:58.060 --> 00:02:02.060]  都沒有聽過
[00:02:02.060 --> 00:02:06.060]  你們真的
[00:02:06.060 --> 00:02:08.060]  真是非常非常小
[00:02:08.060 --> 00:02:10.060]  對這個世界的認識
[00:02:10.060 --> 00:02:12.060]  非常小
[00:02:12.060 --> 00:02:14.060]  這個是世界文明的統一教
[00:02:14.060 --> 00:02:16.060]  整個世界上
[00:02:16.060 --> 00:02:18.060]  超過兩千萬的人
[00:02:18.060 --> 00:02:20.060]  他們號稱兩千萬以上的人
[00:02:20.060 --> 00:02:22.060]  加入了他們的教派
[00:02:22.060 --> 00:02:24.060]  另外一方面
[00:02:24.060 --> 00:02:26.060]  剛剛在上個月
[00:02:26.060 --> 00:02:28.060]  有四萬對以上男女
[00:02:28.060 --> 00:02:30.060]  一起在這個
[00:02:30.060 --> 00:02:32.060]  文牧師的
[00:02:32.060 --> 00:02:34.060]  祝福的底下
[00:02:34.060 --> 00:02:36.060]  來到結合成為夫婦
[00:02:36.060 --> 00:02:38.060]  他們說
[00:02:38.060 --> 00:02:40.060]  要是一個人經過文先民
[00:02:40.060 --> 00:02:42.060]  文先民
[00:02:42.060 --> 00:02:44.060]  他的祝福結合成為夫妻的時候
[00:02:44.060 --> 00:02:46.060]  這個人
[00:02:46.060 --> 00:02:48.060]  三心靈
[00:02:48.060 --> 00:02:50.060]  連靈魂肉體都得救
[00:02:50.060 --> 00:02:52.060]  加入他們的教派
[00:02:52.060 --> 00:02:54.060]  要根據他們的規矩
[00:02:54.060 --> 00:02:56.060]  來行這個婚禮的
[00:02:56.060 --> 00:02:58.060]  就能夠肉體的得救
[00:02:58.060 --> 00:03:00.060]  這個的文先民
[00:03:00.060 --> 00:03:02.060]  最近
[00:03:02.060 --> 00:03:04.060]  病重
[00:03:04.060 --> 00:03:06.060]  入院
[00:03:06.060 --> 00:03:08.060]  報章的報道
[00:03:08.060 --> 00:03:10.060]  他現在是
[00:03:10.060 --> 00:03:12.060]  危在旦夕
[00:03:12.060 --> 00:03:14.060]  非常嚴重的肺炎
[00:03:14.060 --> 00:03:16.060]  隨時
[00:03:16.060 --> 00:03:18.060]  會過世
[00:03:18.060 --> 00:03:20.060]  在
[00:03:20.060 --> 00:03:22.060]  我跟各位來分享這些的時候
[00:03:22.060 --> 00:03:24.060]  你聽到剛才我所
[00:03:24.060 --> 00:03:26.060]  描述的第一個的人
[00:03:26.060 --> 00:03:28.060]  他號稱自己是
[00:03:28.060 --> 00:03:30.060]  萬世的救主
[00:03:30.060 --> 00:03:32.060]  是整個宇宙的王
[00:03:32.060 --> 00:03:34.060]  是萬王的王
[00:03:34.060 --> 00:03:36.060]  萬主的主
[00:03:36.060 --> 00:03:38.060]  連總統都要聽他的
[00:03:38.060 --> 00:03:40.060]  每一個國家
[00:03:40.060 --> 00:03:42.060]  都要給一個面子給他
[00:03:42.060 --> 00:03:44.060]  但我可以告訴你
[00:03:44.060 --> 00:03:46.060]  這個人的生活一塌糊塗
[00:03:46.060 --> 00:03:48.060]  他的媳婦
[00:03:48.060 --> 00:03:50.060]  在八十年代
[00:03:50.060 --> 00:03:52.060]  離家出走
[00:03:52.060 --> 00:03:54.060]  九十年代
[00:03:54.060 --> 00:03:56.060]  把他家裡面各方面的內幕
[00:03:56.060 --> 00:03:58.060]  爆了出來
