
[00:00:00.000 --> 00:00:02.000]  丙姐妹 大家好
[00:00:02.000 --> 00:00:05.000]  我前幾天就和一班
[00:00:05.000 --> 00:00:10.000]  沒見過面差不多超過五十年的舊同學
[00:00:10.000 --> 00:00:12.000]  吃晚飯
[00:00:12.000 --> 00:00:14.000]  我們一見面的時候
[00:00:14.000 --> 00:00:18.000]  大家有一點點很想抱頭痛哭
[00:00:18.000 --> 00:00:22.000]  因為五十年之前
[00:00:22.000 --> 00:00:26.000]  我和這班同學是特別熟的
[00:00:26.000 --> 00:00:28.000]  但是七幾年的時候
[00:00:28.000 --> 00:00:32.000]  我就要率先離開香港
[00:00:32.000 --> 00:00:34.000]  就去外國讀書了
[00:00:34.000 --> 00:00:36.000]  但是當時來說
[00:00:36.000 --> 00:00:39.000]  電話沒那麼方便
[00:00:39.000 --> 00:00:41.000]  雖然是有電話
[00:00:41.000 --> 00:00:43.000]  但是長途電話很貴的
[00:00:43.000 --> 00:00:46.000]  一打就幾十塊港幣
[00:00:46.000 --> 00:00:48.000]  三分鐘而已
[00:00:48.000 --> 00:00:50.000]  這樣就開始計時了
[00:00:50.000 --> 00:00:52.000]  你好嗎
[00:00:52.000 --> 00:00:53.000]  你是不是很想念我們
[00:00:53.000 --> 00:00:54.000]  說了幾句之後
[00:00:54.000 --> 00:00:55.000]  三分鐘就完了
[00:00:55.000 --> 00:00:58.000]  這樣就很不便宜 幾十塊港幣
[00:00:58.000 --> 00:01:01.000]  所以其實一直都沒怎麼聯絡
[00:01:01.000 --> 00:01:04.000]  我們只是過去這段時間
[00:01:04.000 --> 00:01:08.000]  偏偏有幾個特別熟的就見到面
[00:01:08.000 --> 00:01:10.000]  但是這一次就很多人
[00:01:10.000 --> 00:01:13.000]  終於都五十年沒見
[00:01:13.000 --> 00:01:18.000]  說回以前的事情就很開心
[00:01:18.000 --> 00:01:20.000]  不過有一個人就說
[00:01:20.000 --> 00:01:21.000]  最壞是你了
[00:01:21.000 --> 00:01:25.000]  一見面就說最壞是我
[00:01:25.000 --> 00:01:27.000]  你知不知道他走那天
[00:01:27.000 --> 00:01:30.000]  我們差不多半夜三更都沒回家
[00:01:30.000 --> 00:01:33.000]  我想聽他講什麼
[00:01:33.000 --> 00:01:36.000]  原來我搭飛機那天
[00:01:36.000 --> 00:01:38.000]  他們就在那個所謂
[00:01:38.000 --> 00:01:43.000]  停機坪旁邊那個送別樓
[00:01:43.000 --> 00:01:45.000]  原來在外面
[00:01:45.000 --> 00:01:47.000]  那時候啟德機場
[00:01:47.000 --> 00:01:49.000]  可以推門出去外面
[00:01:49.000 --> 00:01:51.000]  吹著風的
[00:01:51.000 --> 00:01:53.000]  然後就看到那些飛機
[00:01:53.000 --> 00:01:55.000]  哪一架飛機
[00:01:55.000 --> 00:01:56.000]  然後起飛的
[00:01:56.000 --> 00:01:57.000]  然後看著它
[00:01:57.000 --> 00:02:00.000]  飛向這個鯉魚門
[00:02:00.000 --> 00:02:03.000]  一直飛飛飛飛
[00:02:03.000 --> 00:02:07.000]  飛到不見了
[00:02:07.000 --> 00:02:10.000]  我是十點鐘飛機
[00:02:10.000 --> 00:02:12.000]  他們是十二點鐘
[00:02:12.000 --> 00:02:16.000]  晚上都還沒回家
[00:02:16.000 --> 00:02:18.000]  他們在機場那邊流連
[00:02:18.000 --> 00:02:20.000]  然後就找一間小餐廳
[00:02:20.000 --> 00:02:23.000]  就開始喝東西了
[00:02:23.000 --> 00:02:24.000]  不知道有沒有吃午餐
[00:02:24.000 --> 00:02:27.000]  一直在那邊陪陪會會
[00:02:27.000 --> 00:02:29.000]  不肯散場
[00:02:29.000 --> 00:02:31.000]  因為送機嘛
[00:02:31.000 --> 00:02:34.000]  送機之後不肯散場
[00:02:34.000 --> 00:02:36.000]  不肯散場那怎麼辦呢
[00:02:36.000 --> 00:02:38.000]  一批二批的
[00:02:38.000 --> 00:02:40.000]  不如去九龍城那邊吃東西吧
[00:02:40.000 --> 00:02:41.000]  又吃東西
[00:02:41.000 --> 00:02:42.000]  一直這樣
[00:02:42.000 --> 00:02:44.000]  來呀來呀來呀來呀
[00:02:44.000 --> 00:02:49.000]  半夜陸陸續續都要走了
[00:02:49.000 --> 00:02:51.000]  我聽的時候
[00:02:51.000 --> 00:02:53.000]  心裡就很難過
[00:02:53.000 --> 00:02:57.000]  我當時在他們朋友當中
[00:02:57.000 --> 00:02:59.000]  就叫第一個離開香港
[00:02:59.000 --> 00:03:02.000]  所以穿西裝的
[00:03:02.000 --> 00:03:04.000]  當時真的有這麼多
[00:03:04.000 --> 00:03:06.000]  覺得巴閉的
[00:03:06.000 --> 00:03:08.000]  雖然家裡其實沒什麼錢
[00:03:08.000 --> 00:03:11.000]  但是因為跟爸爸的關係
[00:03:11.000 --> 00:03:14.000]  差到已經是沒得再差的了
[00:03:14.000 --> 00:03:16.000]  你進房間我就出廳
[00:03:16.000 --> 00:03:19.000]  一天到晚就吵架
[00:03:19.000 --> 00:03:21.000]  所以我晚上很多時候
[00:03:21.000 --> 00:03:23.000]  八點鐘我就已經走了
[00:03:23.000 --> 00:03:24.000]  晚飯都不吃的
[00:03:24.000 --> 00:03:26.000]  半夜兩點鐘才回家
[00:03:26.000 --> 00:03:28.000]  就避開他
[00:03:28.000 --> 00:03:31.000]  當然整整我長大的時候
[00:03:31.000 --> 00:03:34.000]  我自己就開大膽車
[00:03:34.000 --> 00:03:35.000]  兩點鐘就出去開車
[00:03:35.000 --> 00:03:36.000]  開車開車開車
[00:03:36.000 --> 00:03:37.000]  開到天亮才回來
[00:03:37.000 --> 00:03:40.000]  所以很快在中學尾的時候
[00:03:40.000 --> 00:03:44.000]  中四已經開車回學校了
[00:03:44.000 --> 00:03:48.000]  有沒有試過中四開車回學校?
[00:03:48.000 --> 00:03:50.000]  單車有是吧?
[00:03:50.000 --> 00:03:51.000]  單車可能有
[00:03:51.000 --> 00:03:55.000]  但是我真的有一點點覺得
[00:03:55.000 --> 00:03:56.000]  又慚愧之餘
[00:03:56.000 --> 00:03:59.000]  又有一點點韜光的
[00:03:59.000 --> 00:04:01.000]  因為我一年級就留班
[00:04:01.000 --> 00:04:02.000]  二年級就留班
[00:04:02.000 --> 00:04:03.000]  三年級就留班
[00:04:03.000 --> 00:04:05.000]  四年級就留班
[00:04:05.000 --> 00:04:07.000]  哦是囉
[00:04:07.000 --> 00:04:11.000]  所以到我小學畢業的時候
[00:04:11.000 --> 00:04:15.000]  一年級坐在我旁邊的同學就回來
[00:04:15.000 --> 00:04:17.000]  就告訴我們的校長
[00:04:17.000 --> 00:04:19.000]  唐明敏就畢業了
[00:04:19.000 --> 00:04:21.000]  我想唱一首歌給他聽
[00:04:21.000 --> 00:04:22.000]  畢業禮嘛
[00:04:22.000 --> 00:04:23.000]  校長就說好啊
[00:04:23.000 --> 00:04:25.000]  你上來唱吧
[00:04:25.000 --> 00:04:26.000]  就拿著結他
[00:04:26.000 --> 00:04:28.000]  我今天就很開心
[00:04:28.000 --> 00:04:29.000]  一年級的時候
[00:04:29.000 --> 00:04:31.000]  我的同學唐明敏
[00:04:31.000 --> 00:04:32.000]  現在終於都畢業了
[00:04:32.000 --> 00:04:34.000]  我正在中四
[00:04:34.000 --> 00:04:36.000]  他現在終於都畢業了
[00:04:36.000 --> 00:04:38.000]  唉
[00:04:38.000 --> 00:04:40.000]  本來是一件好事
[00:04:40.000 --> 00:04:42.000]  但是他說這幾句話
[00:04:42.000 --> 00:04:44.000]  就使我覺得很慚愧
[00:04:44.000 --> 00:04:45.000]  因為正在中四
[00:04:45.000 --> 00:04:50.000]  我剛剛才小學畢業
[00:04:50.000 --> 00:04:52.000]  當然其實是還沒開竅
[00:04:52.000 --> 00:04:53.000]  一說不肯讀
[00:04:53.000 --> 00:04:54.000]  哇個目必亡
[00:04:54.000 --> 00:04:57.000]  沒辦法
[00:04:57.000 --> 00:04:58.000]  然後就是這樣
[00:04:58.000 --> 00:05:01.000]  在中學就慢慢慢慢
[00:05:01.000 --> 00:05:03.000]  因為比別人年紀大一點
[00:05:03.000 --> 00:05:06.000]  就變成說話大聲一點
[00:05:06.000 --> 00:05:07.000]  比別人高半個頭
[00:05:07.000 --> 00:05:08.000]  或者一個頭
[00:05:08.000 --> 00:05:09.000]  就是出來的時候
[00:05:09.000 --> 00:05:14.000]  都叫做有一班小孩
[00:05:14.000 --> 00:05:16.000]  就變成都很開心
