
[00:00:00.000 --> 00:00:02.280]  好 弟兄姊妹午安
[00:00:02.280 --> 00:00:04.200]  好 我們起聽道之先
[00:00:04.200 --> 00:00:08.120]  我們都一起去低頭禱告
[00:00:08.120 --> 00:00:10.460]  親恩主多謝祢賜給我們
[00:00:10.460 --> 00:00:12.460]  從祢而來的話語
[00:00:12.460 --> 00:00:17.100]  主求祢賜給我們同樣有一個聆聽的心
[00:00:17.100 --> 00:00:19.260]  求聖靈給我們謙卑的
[00:00:19.260 --> 00:00:21.680]  聆聽從祢而來的話
[00:00:21.680 --> 00:00:23.380]  打開我們的耳朵
[00:00:23.380 --> 00:00:24.980]  打開我們的心
[00:00:24.980 --> 00:00:28.480]  叫祢的話進入我們的生命
[00:00:28.480 --> 00:00:30.140]  去發生火效
[00:00:30.140 --> 00:00:30.940]  我們這樣祈禱
[00:00:30.940 --> 00:00:32.680]  奉主耶穌基督的名字祈求
[00:00:32.680 --> 00:00:34.680]  阿門
[00:00:34.680 --> 00:00:40.620]  好 在座應該都有一些是為人父母的
[00:00:40.620 --> 00:00:44.540]  我想你作為父母為了你的子女好
[00:00:44.540 --> 00:00:47.440]  你一定會去管教自己的子女
[00:00:47.440 --> 00:00:50.240]  但可能用的方法不同
[00:00:50.240 --> 00:00:53.760]  我小時候爸爸媽媽都會看佛
[00:00:53.760 --> 00:00:56.340]  所以家裏就有藤條侍候
[00:00:56.340 --> 00:00:59.000]  可能現在已經沒有了 買不到
[00:00:59.000 --> 00:01:02.340]  我記憶中雖然不是很多次
[00:01:02.340 --> 00:01:06.720]  但小時候都有曾經被爸爸媽媽打過
[00:01:06.720 --> 00:01:10.380]  今日的爸爸媽媽未必會用這一招
[00:01:10.380 --> 00:01:15.300]  但都會為你的小朋友去訂立一些界線
[00:01:15.300 --> 00:01:17.720]  如果他們過了界的話
[00:01:17.720 --> 00:01:19.480]  你都會罰的
[00:01:19.480 --> 00:01:23.320]  因為你想去教好你的小朋友
[00:01:23.320 --> 00:01:26.320]  去學習承擔後果
[00:01:26.320 --> 00:01:28.120]  其實作為父母
[00:01:28.120 --> 00:01:31.580]  要去罰自己所愛的子女
[00:01:31.580 --> 00:01:33.580]  那個都很不容易
[00:01:33.580 --> 00:01:35.920]  心情都很矛盾
[00:01:35.920 --> 00:01:39.880]  我記得前幾年我去幫忙照顧我的兒媳婦
[00:01:39.880 --> 00:01:41.380]  她都很小
[00:01:41.380 --> 00:01:44.260]  有一次她真的變得頑皮
[00:01:44.260 --> 00:01:46.260]  勸不聽
[00:01:46.260 --> 00:01:48.880]  於是就要打手仔
[00:01:48.880 --> 00:01:52.940]  那一刻我就體會到原來都很難
[00:01:52.940 --> 00:01:54.740]  你輕輕力打
[00:01:54.740 --> 00:01:57.860]  她就嘻嘻嘻 當你跟她玩
[00:01:57.860 --> 00:01:59.860]  你大力打
[00:01:59.860 --> 00:02:02.360]  咦 不是很能打到手
[00:02:02.360 --> 00:02:04.660]  真的打下去的時候 啪一聲
[00:02:04.660 --> 00:02:06.660]  她大聲哭了出來
[00:02:06.660 --> 00:02:09.620]  嘩 你的心比她更痛
[00:02:09.620 --> 00:02:14.120]  很想立刻去抱她 哄她
[00:02:14.120 --> 00:02:17.100]  我想這個經驗在座的父母
[00:02:17.100 --> 00:02:20.940]  或者你試過照顧小朋友的弟兄姊妹
[00:02:20.940 --> 00:02:22.940]  都曾經經歷過
[00:02:22.940 --> 00:02:24.940]  孔子有一句說話
[00:02:24.940 --> 00:02:29.340]  他說 打在兒身 痛在良心
[00:02:29.340 --> 00:02:34.400]  今天我們就讀阿摩斯書的第五章
[00:02:34.400 --> 00:02:38.840]  其實是延續第三章和第四章
[00:02:38.840 --> 00:02:42.460]  才知道阿摩斯繼續向北國以色列
[00:02:42.460 --> 00:02:45.760]  來發出神的審判信息
[00:02:45.760 --> 00:02:48.500]  譴責以色列的惡行
[00:02:48.500 --> 00:02:51.260]  不過這個段落的語氣
[00:02:51.260 --> 00:02:54.740]  和之前兩章有些不同
[00:02:54.740 --> 00:02:57.240]  就是在譴責之外
[00:02:57.240 --> 00:03:02.140]  也為以色列悲哀難過
[00:03:02.140 --> 00:03:04.900]  我相信神當時的心情
[00:03:04.900 --> 00:03:11.180]  正是這種打在兒身 痛在良心的心情
[00:03:11.180 --> 00:03:15.140]  今天我們會讀第五章的一至十七節
[00:03:15.140 --> 00:03:18.740]  這一段有一個對稱的結構
[00:03:18.740 --> 00:03:21.540]  開頭的第一至第三節
[00:03:21.540 --> 00:03:24.940]  是用哀歌來開始
[00:03:24.940 --> 00:03:27.540]  而結尾的十六至十七節
[00:03:27.540 --> 00:03:33.340]  也是以色列全地舉哀這個場面的描述
[00:03:33.340 --> 00:03:35.940]  除了首尾呼應之外
[00:03:35.940 --> 00:03:38.740]  當中第四至第六節
[00:03:38.740 --> 00:03:42.140]  是對應十四至十五節
[00:03:42.140 --> 00:03:46.740]  而第七節也對應第十至第十三節
[00:03:46.740 --> 00:03:52.340]  而上下兩段都有同樣的主題
[00:03:52.340 --> 00:03:56.140]  在這個扇形結構的中心
[00:03:56.140 --> 00:03:59.740]  就是一段對上帝的稱頌
[00:03:59.740 --> 00:04:02.940]  就是當中的第八第九節
[00:04:02.940 --> 00:04:07.140]  大家可以在廣道大綱看到那個分段
[00:04:07.140 --> 00:04:11.540]  而在右邊的經文也嘗試用不同的字體
[00:04:11.540 --> 00:04:16.340]  和縮排來顯示這個結構
[00:04:16.340 --> 00:04:18.940]  其實在上文第四章
[00:04:18.940 --> 00:04:21.540]  已經說到神用不同的方法
[00:04:21.540 --> 00:04:25.340]  來叫以色列的百姓去迴轉
[00:04:25.340 --> 00:04:27.340]  但結果是怎樣呢?
[00:04:27.340 --> 00:04:30.140]  結果那裏有五次寫道
[00:04:30.140 --> 00:04:34.340]  神說你們仍不歸向我
[00:04:34.340 --> 00:04:39.940]  可以看得出這班以色列民是多麼的橫奸勃逆
[00:04:39.940 --> 00:04:41.540]  在第五章一至那裏
[00:04:41.540 --> 00:04:46.140]  神再一次呼喚以色列去聽
[00:04:46.140 --> 00:04:51.740]  聽的是神為他們所作的哀歌
[00:04:51.740 --> 00:04:55.940]  哀歌是哀悼死者的一個幻歌
[00:04:55.940 --> 00:04:59.140]  通常是在喪禮上唱出來的
[00:04:59.140 --> 00:05:01.940]  究竟是誰死了呢?
[00:05:01.940 --> 00:05:04.140]  就是以色列了
[00:05:04.140 --> 00:05:07.340]  第二節說到以色列文字
[00:05:07.340 --> 00:05:13.540]  原本是用處女這個字來寫的
[00:05:13.540 --> 00:05:18.140]  你想想一個青春肖艾的少女
[00:05:18.140 --> 00:05:22.340]  人生充滿了光明的將來等著她
[00:05:22.340 --> 00:05:24.940]  可能她會做妻子
[00:05:24.940 --> 00:05:26.940]  接著做媽媽
[00:05:26.940 --> 00:05:29.340]  不過這些一切的夢想
[00:05:29.340 --> 00:05:31.740]  全部都幻滅了
[00:05:31.740 --> 00:05:35.740]  因為這裏說她跌倒不得再起
[00:05:35.740 --> 00:05:39.740]  躺在地上無人扶起
[00:05:39.740 --> 00:05:42.940]  跌倒這個字在哀歌裏面出現
[00:05:42.940 --> 00:05:46.140]  一般是指死亡
[00:05:46.140 --> 00:05:50.540]  以色列本來就是神所揀選的國家
[00:05:50.540 --> 00:05:52.340]  一個民族
[00:05:52.340 --> 00:05:55.940]  神要藉著它去祝福萬國
[00:05:55.940 --> 00:05:58.140]  但現在不用了
[00:05:58.140 --> 00:06:02.540]  反而在這裏宣佈它已經死了
[00:06:02.540 --> 00:06:07.740]  而且是孤孤單單無人理地去死去
[00:06:07.740 --> 00:06:12.140]  第三節是一個打仗的場景
[00:06:12.140 --> 00:06:16.340]  這裏說到以色列人派一千人出去打仗
[00:06:16.340 --> 00:06:17.740]  剩下一百
[00:06:17.740 --> 00:06:21.540]  派一百人去打仗剩下十個
[00:06:21.540 --> 00:06:24.140]  所描寫的就是一個以色列
[00:06:24.140 --> 00:06:27.940]  他們輸硬死的局面
[00:06:27.940 --> 00:06:33.540]  其實這裏預言他們將來同樣會戰敗亡國
[00:06:33.540 --> 00:06:39.140]  你看看是一個多麼淒涼的結局
[00:06:39.140 --> 00:06:45.340]  第十六、十七節同樣是描述以色列的悲慘下場
[00:06:45.340 --> 00:06:48.340]  不過這次不是在戰場
[00:06:48.340 --> 00:06:54.140]  而是在每一個不同的角落都傳來哀號的聲音
[00:06:54.140 --> 00:06:57.540]  全國都在舉哀
[00:06:57.540 --> 00:07:02.740]  這裏說在一切的廣場上必有哀號的聲音
[00:07:02.740 --> 00:07:05.740]  在各街市上必有人說
