
[00:00:00.000 --> 00:00:19.600]  (聖餐聲)
[00:00:19.600 --> 00:00:21.600]  諭頌諭美平安
[00:00:21.600 --> 00:00:25.000]  剛才有機會跟大家一起來聖餐
[00:00:25.000 --> 00:00:27.400]  我覺得是非常寶貴的一個經驗
[00:00:27.400 --> 00:00:29.700]  我們的教會是一個家
[00:00:29.700 --> 00:00:30.600]  一個屬靈的家
[00:00:30.600 --> 00:00:31.600]  我們聚在一起
[00:00:31.600 --> 00:00:33.600]  我們一起來領受
[00:00:33.600 --> 00:00:35.000]  上帝給我們的恩典
[00:00:35.000 --> 00:00:37.400]  給我們在聖餐當中
[00:00:37.400 --> 00:00:41.200]  紀念我們的共同的救助耶穌基督
[00:00:41.200 --> 00:00:43.200]  那麼今天的題目也有意思
[00:00:43.200 --> 00:00:45.100]  因為我們今天的題目就是
[00:00:45.100 --> 00:00:47.400]  讓我的家有真愛
[00:00:47.400 --> 00:00:49.900]  那麼我們不單就是
[00:00:49.900 --> 00:00:51.600]  愛我們的教會裡面
[00:00:51.600 --> 00:00:52.800]  屬靈的家
[00:00:52.800 --> 00:00:54.000]  我們自己的家
[00:00:54.000 --> 00:00:56.300]  當然也是非常的重要
[00:00:56.300 --> 00:00:59.000]  今天我就特別集中在
[00:00:59.000 --> 00:01:00.000]  我們自己的家
[00:01:00.000 --> 00:01:01.700]  我們的婚姻
[00:01:01.700 --> 00:01:03.200]  我們的兒子
[00:01:03.200 --> 00:01:05.400]  我們的親子的關係裡面
[00:01:05.400 --> 00:01:07.000]  跟大家分享一下
[00:01:07.000 --> 00:01:09.700]  當然分享不是我的經驗而已
[00:01:09.700 --> 00:01:12.100]  而是從聖經裡面
[00:01:12.100 --> 00:01:14.500]  跟大家一起來看很重要的真理
[00:01:14.500 --> 00:01:15.800]  剛才我們所念的是
[00:01:15.800 --> 00:01:17.800]  在其中一段的經文
[00:01:17.800 --> 00:01:20.100]  那麼就是耶穌基督
[00:01:20.100 --> 00:01:24.300]  跟那個很有學問的律法司
[00:01:24.300 --> 00:01:27.400]  所說的一段的對話
[00:01:27.400 --> 00:01:29.600]  等一下我們再看一兩段
[00:01:29.600 --> 00:01:30.900]  關於耶穌基督
[00:01:30.900 --> 00:01:33.700]  祂在世界上面所講的話
[00:01:33.700 --> 00:01:36.000]  我覺得我們的耶穌所講的話
[00:01:36.000 --> 00:01:38.700]  對我們對人間的愛
[00:01:38.700 --> 00:01:41.300]  很深刻的理解
[00:01:41.300 --> 00:01:43.400]  而且也可以用於
[00:01:43.400 --> 00:01:46.900]  你跟我家裡面的那種愛的關係
[00:01:46.900 --> 00:01:50.200]  好,我們現在就把心意
[00:01:50.200 --> 00:01:54.000]  集中在剛才我們所看的經文裡面
[00:01:54.000 --> 00:01:55.300]  作為一個開始點
[00:01:55.300 --> 00:01:58.400]  然後我們繼續看下去
[00:01:58.400 --> 00:01:59.900]  那麼剛才我們看
[00:01:59.900 --> 00:02:02.300]  《路加福音》第十章的時候
[00:02:02.300 --> 00:02:05.100]  看到耶穌跟一個
[00:02:05.100 --> 00:02:09.700]  很有學問的律法司來討論
[00:02:09.700 --> 00:02:14.000]  什麼是基督教信仰的核心的問題
[00:02:14.000 --> 00:02:15.900]  那麼這個問題就不容易
[00:02:15.900 --> 00:02:17.700]  因為這個律法司
[00:02:17.700 --> 00:02:20.100]  他是一個精於研究
[00:02:20.100 --> 00:02:24.500]  整個信仰的一個專家
[00:02:24.500 --> 00:02:26.900]  那麼他心裡面也不覺得
[00:02:26.900 --> 00:02:28.900]  耶穌這個年輕人
[00:02:28.900 --> 00:02:31.600]  這個三十來歲的年輕人
[00:02:31.600 --> 00:02:33.900]  肯定比不上他
[00:02:33.900 --> 00:02:36.000]  所以他想挑戰他
[00:02:36.000 --> 00:02:37.400]  做一個比試
[00:02:37.400 --> 00:02:39.800]  他來問一個很重要的問題
[00:02:39.800 --> 00:02:41.500]  這個問題一下子就問到
[00:02:41.500 --> 00:02:42.800]  這個核心的問題說
[00:02:42.800 --> 00:02:45.200]  基督教的信仰最核心是什麼
[00:02:45.200 --> 00:02:47.000]  哇,這個不得了
[00:02:47.000 --> 00:02:49.700]  那麼我們的主耶穌好厲害的
[00:02:49.700 --> 00:02:51.100]  通常你問他的問題
[00:02:51.100 --> 00:02:53.100]  他都不回答的
[00:02:53.100 --> 00:02:55.000]  他反問你了
[00:02:55.000 --> 00:02:56.800]  那麼所以耶穌也是一樣
[00:02:56.800 --> 00:02:58.000]  他不是不回答
[00:02:58.000 --> 00:03:00.500]  但是他首先讓你
[00:03:00.500 --> 00:03:03.400]  這個反思你自己的問題在哪裡
[00:03:03.400 --> 00:03:05.200]  所以他就問這個律法司說
[00:03:05.200 --> 00:03:06.600]  你說呢
[00:03:06.600 --> 00:03:07.700]  倒不如你來回答
[00:03:07.700 --> 00:03:09.500]  哇,那個律法司很高興
[00:03:09.500 --> 00:03:11.300]  難得你問我
[00:03:11.300 --> 00:03:13.500]  現在我的表演的時間到了
[00:03:13.500 --> 00:03:15.700]  所以他一講就講了兩句話
[00:03:15.700 --> 00:03:17.500]  這兩句話也成為我們以後
[00:03:17.500 --> 00:03:19.300]  對基督教的理解裡面
[00:03:19.300 --> 00:03:20.700]  最核心的說法
[00:03:20.700 --> 00:03:21.500]  所以很多人說
[00:03:21.500 --> 00:03:23.800]  哎呀,基督教裡面最核心是什麼
[00:03:23.800 --> 00:03:25.700]  全心全意愛神
[00:03:25.700 --> 00:03:27.900]  然後要愛人色、愛人
[00:03:27.900 --> 00:03:28.400]  對不對
[00:03:28.400 --> 00:03:29.400]  愛神、愛人
[00:03:29.400 --> 00:03:32.400]  就是兩句話簡單就把整個
[00:03:32.400 --> 00:03:33.400]  基督教的信仰裡面
[00:03:33.400 --> 00:03:34.900]  這些核心的講完了
[00:03:34.900 --> 00:03:36.800]  很多人沒有特別留意
[00:03:36.800 --> 00:03:37.300]  強強說
[00:03:37.300 --> 00:03:39.700]  耶穌說要愛神、要愛人
[00:03:39.700 --> 00:03:41.400]  事實上第一句話
[00:03:41.400 --> 00:03:44.100]  第一次是出於這個律法司的口
[00:03:44.100 --> 00:03:45.500]  不是耶穌啊
[00:03:45.500 --> 00:03:48.200]  這個律法司講得很對
[00:03:48.200 --> 00:03:49.800]  很準確
[00:03:49.800 --> 00:03:50.900]  這個律法司說
[00:03:50.900 --> 00:03:54.000]  就要全心全意全力的愛神
[00:03:54.000 --> 00:03:57.000]  然後還要全心全意的愛你的人色
[00:03:57.000 --> 00:03:59.100]  就是你旁邊的人
[00:03:59.100 --> 00:04:00.700]  這個就是完成了律法了
[00:04:00.700 --> 00:04:02.900]  就可以得到永生了
[00:04:02.900 --> 00:04:03.700]  耶穌說
[00:04:03.700 --> 00:04:05.000]  對的
[00:04:05.000 --> 00:04:05.600]  對耶
[00:04:05.600 --> 00:04:06.800]  耶穌沒有反對他
[00:04:06.800 --> 00:04:09.400]  耶穌說你說的好對
[00:04:09.400 --> 00:04:11.300]  但是這個問題還沒有解決
[00:04:11.300 --> 00:04:12.400]  剛強強不是說嗎
[00:04:12.400 --> 00:04:13.900]  這個律法司覺得
[00:04:13.900 --> 00:04:16.200]  哎,那麼快就完了
[00:04:16.200 --> 00:04:17.200]  還不夠啊
[00:04:17.200 --> 00:04:18.200]  不夠味道啊
[00:04:18.200 --> 00:04:21.000]  所以他要提出一個更厲害的挑戰
[00:04:21.000 --> 00:04:22.200]  這個挑戰給他
[00:04:22.200 --> 00:04:22.900]  就說
[00:04:22.900 --> 00:04:24.400]  好,你說愛人色
[00:04:24.400 --> 00:04:25.900]  我說愛人色
[00:04:25.900 --> 00:04:27.900]  但是誰是我的人色啊
[00:04:27.900 --> 00:04:29.100]  周圍都是人
[00:04:29.100 --> 00:04:30.600]  我可以愛哪一個啊
[00:04:30.600 --> 00:04:33.700]  哇,這個挑戰怎麼非常厲害
[00:04:33.700 --> 00:04:35.500]  那麼耶穌就講了一個很著名
[00:04:35.500 --> 00:04:36.800]  剛強強我們已經看到了
[00:04:36.800 --> 00:04:38.000]  那個叫做
[00:04:38.000 --> 00:04:40.100]  好撒麻利亞人的那個故事
[00:04:40.100 --> 00:04:41.400]  這個比喻
[00:04:41.400 --> 00:04:45.000]  就講到誰是我們的人色
[00:04:45.000 --> 00:04:48.000]  那麼在這個整個對話當中
[00:04:48.000 --> 00:04:50.400]  我想把這個從這個開始點
[00:04:50.400 --> 00:04:54.400]  談到我們三個不同的方向
[00:04:54.400 --> 00:04:56.800]  這個愛的三個不同的方向
[00:04:56.800 --> 00:04:59.500]  在我的大綱裡面就列出來了
[00:04:59.500 --> 00:05:02.600]  真的愛與自我的問題
[00:05:02.600 --> 00:05:05.400]  真的愛與神的問題
[00:05:05.400 --> 00:05:08.400]  真的愛與其他人
[00:05:08.400 --> 00:05:10.700]  與我身邊的人的問題
[00:05:10.700 --> 00:05:11.300]  好嗎
[00:05:11.300 --> 00:05:13.900]  我們就很簡單的從這三個方面
[00:05:13.900 --> 00:05:15.500]  跟大家一起來分享
[00:05:15.500 --> 00:05:16.500]  首先我們說
[00:05:16.500 --> 00:05:18.400]  這個真愛與自我
[00:05:18.400 --> 00:05:21.000]  為什麼我要從這個開始呢
[00:05:21.000 --> 00:05:23.000]  剛強強我們一集聽的時候
[00:05:23.000 --> 00:05:24.900]  也隱隱地覺得
[00:05:24.900 --> 00:05:29.400]  也發覺了當中有一點很諷刺的地方
[00:05:29.400 --> 00:05:31.600]  你看那個諷刺的什麼地方
[00:05:31.600 --> 00:05:34.600]  你看整個對話當中
[00:05:34.600 --> 00:05:38.500]  那個律法師挑戰耶穌
[00:05:38.500 --> 00:05:40.600]  聖經很清楚地告訴我們
[00:05:40.600 --> 00:05:42.100]  他是想什麼
[00:05:42.100 --> 00:05:44.200]  把他打倒
[00:05:44.200 --> 00:05:48.000]  聖經說他要試探耶穌二十五天裡面
[00:05:48.000 --> 00:05:49.500]  然後耶穌回答了
[00:05:49.500 --> 00:05:52.300]  耶穌也沒有跟他什麼對著幹
[00:05:52.300 --> 00:05:53.600]  你說的很對
[00:05:53.600 --> 00:05:56.400]  耶穌真理就是真理對不對
[00:05:56.400 --> 00:05:58.100]  但是他還沒有放手
[00:05:58.100 --> 00:05:59.400]  然後三十節
[00:05:59.400 --> 00:06:01.200]  二十九節還說
[00:06:01.200 --> 00:06:04.000]  那個人要顯明自知有理
[00:06:04.000 --> 00:06:07.200]  你看兩次都表露了那個人
[00:06:07.200 --> 00:06:08.900]  事實上在心底裡面
[00:06:08.900 --> 00:06:11.100]  一直都要把耶穌打倒
[00:06:11.100 --> 00:06:13.600]  然後抓著耶穌的痛處
[00:06:13.600 --> 00:06:15.100]  然後就授予他
[00:06:15.100 --> 00:06:16.800]  或者可以攻擊他
[00:06:16.800 --> 00:06:18.100]  把他打倒
[00:06:18.100 --> 00:06:20.500]  所以你看整個律法師所做的
[00:06:20.500 --> 00:06:23.900]  所有的事情的背後的動機
[00:06:23.900 --> 00:06:27.200]  是懷恨對不對
[00:06:27.200 --> 00:06:29.800]  要攻擊耶穌
[00:06:29.800 --> 00:06:33.900]  但是他跟耶穌對話的內容是什麼
[00:06:33.900 --> 00:06:35.300]  是愛
[00:06:35.300 --> 00:06:36.500]  多麼諷刺
[00:06:36.500 --> 00:06:41.000]  用愛的課題來打倒對方
[00:06:41.000 --> 00:06:44.100]  這個有時候就是我們在家庭裡面
[00:06:44.100 --> 00:06:45.900]  很多時候我們在愛裡面
[00:06:45.900 --> 00:06:48.400]  自己不是說你騙你自己
[00:06:48.400 --> 00:06:50.400]  有時候你以為你知愛
[00:06:50.400 --> 00:06:53.700]  事實上你是出於你自我的一種的滿足感
[00:06:53.700 --> 00:06:57.500]  或者一種成功感才去做的
[00:06:57.500 --> 00:07:00.000]  所以我在這裡就很簡單的
[00:07:00.000 --> 00:07:03.700]  引用另外一段短短的禁聞
[00:07:03.700 --> 00:07:05.200]  很多人很俗世的
[00:07:05.200 --> 00:07:09.500]  聖經當中最偉大的講到愛的偏向是哪裡
[00:07:09.500 --> 00:07:12.000]  你們記錄圖在哪裡
[00:07:12.000 --> 00:07:15.300]  格林多前述十三章對不對
[00:07:15.300 --> 00:07:19.800]  愛是很久以來不自誇不正常
[00:07:19.800 --> 00:07:21.900]  這個就是愛的偏章
[00:07:21.900 --> 00:07:24.300]  但是很多人講愛的偏章
[00:07:24.300 --> 00:07:29.500]  是格林多前述十三章第四節開始
[00:07:29.500 --> 00:07:33.400]  事實上愛的偏章是從第一節開始的
[00:07:33.400 --> 00:07:37.000]  那麼第一節我今天就是講
[00:07:37.000 --> 00:07:41.800]  這個我們一般不多講的那幾句話
[00:07:41.800 --> 00:07:44.600]  就是格林多前述十三章裡面講到
[00:07:44.600 --> 00:07:49.100]  愛以前講到了三個負面的現象
[00:07:49.100 --> 00:07:53.100]  這三個都是跟我們的自我有關的
[00:07:53.100 --> 00:07:55.000]  這三個說什麼
[00:07:55.000 --> 00:07:58.900]  格林多前述第十三章的第一節
[00:07:58.900 --> 00:08:02.300]  那裡說你可以打開聖經
[00:08:02.300 --> 00:08:07.900]  但是也不一定需要我已經念給大家聽
[00:08:07.900 --> 00:08:11.600]  他說第一節裡面
[00:08:11.600 --> 00:08:14.800]  就是我在大綱裡面也是這樣說了
[00:08:14.800 --> 00:08:19.800]  他說我若說能夠說世人和天使的言語
[00:08:19.800 --> 00:08:21.100]  卻沒有愛
[00:08:21.100 --> 00:08:24.100]  我就成了明的羅想的伯
[00:08:24.100 --> 00:08:25.600]  一樣
[00:08:25.600 --> 00:08:29.800]  第二節我若有先知長道的恩賜也明白
[00:08:29.800 --> 00:08:32.700]  各樣的奧秘各樣的知責
[00:08:32.700 --> 00:08:34.500]  並且傳避的信
[00:08:34.500 --> 00:08:36.500]  叫我可以移山哇不得了
[00:08:36.500 --> 00:08:39.400]  卻沒有愛就算不了什麼
[00:08:39.400 --> 00:08:43.300]  第三句我若把一切所有的分給人
[00:08:43.300 --> 00:08:47.200]  又寫幾聲給人焚燒哇那很犧牲啊
[00:08:47.200 --> 00:08:50.800]  卻沒有愛對我仍然無依
[00:08:50.800 --> 00:08:52.500]  三個方面
[00:08:52.500 --> 00:08:54.100]  這三個方面是什麼意思
[00:08:54.100 --> 00:08:57.700]  我把它用在我們剛才所談的問題
[00:08:57.700 --> 00:09:01.600]  然後延續到我們的家的問題裡面好嗎
[00:09:01.600 --> 00:09:05.100]  首先剛才我們說
[00:09:05.100 --> 00:09:07.000]  這個矛盾
[00:09:07.000 --> 00:09:08.300]  這個荒謬
[00:09:08.300 --> 00:09:10.400]  這個諷刺的地方
[00:09:10.400 --> 00:09:13.200]  就是這個很有學問的律法師
[00:09:13.200 --> 00:09:15.300]  一直用愛的課題
[00:09:15.300 --> 00:09:18.000]  而且他講得非常非常的對啊
[00:09:18.000 --> 00:09:18.900]  是不是啊
[00:09:18.900 --> 00:09:19.500]  對不對
[00:09:19.500 --> 00:09:20.700]  好對啊
[00:09:20.700 --> 00:09:22.500]  他說全心愛神
[00:09:22.500 --> 00:09:23.900]  全意愛人
[00:09:23.900 --> 00:09:26.200]  就是基督教的核心對不對
[00:09:26.200 --> 00:09:27.400]  對
[00:09:27.400 --> 00:09:29.800]  但是他有沒有愛
[00:09:29.800 --> 00:09:30.700]  沒有
[00:09:30.700 --> 00:09:32.800]  他心中充滿了恨
[00:09:32.800 --> 00:09:35.000]  哎呀真的很荒謬
[00:09:35.000 --> 00:09:36.100]  所以
[00:09:36.100 --> 00:09:40.600]  首先我們知道真正的愛
[00:09:40.600 --> 00:09:43.400]  不是頭腦的
[00:09:43.400 --> 00:09:45.400]  真正的愛
[00:09:45.400 --> 00:09:47.500]  不是講的
[00:09:47.500 --> 00:09:50.400]  不是用思考明白
[00:09:50.400 --> 00:09:53.700]  真正的愛是用心啊
[00:09:53.700 --> 00:09:56.200]  你的心在哪裡
[00:09:56.200 --> 00:09:58.300]  所以剛才我們所念的那個三段
[00:09:58.300 --> 00:10:00.400]  境外很有意思啊
[00:10:00.400 --> 00:10:03.400]  第一段說我能夠知道很多啊
[00:10:03.400 --> 00:10:04.900]  可以講天賜
[00:10:04.900 --> 00:10:08.100]  甚至詩人的所有的不同言語
[00:10:08.100 --> 00:10:10.000]  卻沒有愛
[00:10:10.000 --> 00:10:11.800]  所以講話講得很好的人
[00:10:11.800 --> 00:10:13.600]  不等於他有愛
[00:10:13.600 --> 00:10:15.800]  講愛講得絕對準確的
[00:10:15.800 --> 00:10:17.000]  好像這個律法師的人
[00:10:17.000 --> 00:10:18.700]  也不等於他有愛
[00:10:18.700 --> 00:10:21.600]  真正的愛是從你裡面出來的
[00:10:21.600 --> 00:10:24.000]  反而如果你沒有這個真正的愛的話
[00:10:24.000 --> 00:10:26.400]  你講話講得好厲害
[00:10:26.400 --> 00:10:28.200]  明的羅想的伯
[00:10:28.200 --> 00:10:30.300]  哇好重要啊
[00:10:30.300 --> 00:10:33.000]  打起來怎麼很氣人人對不對
[00:10:33.000 --> 00:10:35.000]  你不能不留意他
[00:10:35.000 --> 00:10:36.200]  不能不聽他
[00:10:36.200 --> 00:10:37.600]  但是很像啊
[00:10:37.600 --> 00:10:39.300]  帶給人這個耳朵
[00:10:39.300 --> 00:10:41.700]  這個心靈也很像
[00:10:41.700 --> 00:10:43.300]  我讓我比較坦白的
[00:10:43.300 --> 00:10:44.900]  今天跟大家一起分享
[00:10:44.900 --> 00:10:47.300]  我們家裡面一些的情況好不好
[00:10:47.300 --> 00:10:49.100]  我不是講你啊
[00:10:49.100 --> 00:10:50.800]  如果你覺得為什麼講我
[00:10:50.800 --> 00:10:52.700]  對不起我不認識你啊
[00:10:52.700 --> 00:10:54.600]  不過真理有這個普遍性
[00:10:54.600 --> 00:10:56.300]  可能講中了你
[00:10:56.300 --> 00:10:57.200]  我沒有這個意思
[00:10:57.200 --> 00:11:00.800]  我心裡面完全沒有想到某一個人
[00:11:00.800 --> 00:11:02.600]  但是我說心裡面的說話
[00:11:02.600 --> 00:11:05.400]  有時候是我自己也經歷過的
