
[00:00:00.000 --> 00:00:06.580]  一個人的成功,不但要靠着努力,還是要堅持,而且堅持到底。
[00:00:06.580 --> 00:00:15.200]  因爲一件事情的成功不是靠你一次的努力,乃是要繼續不斷的努力,並且要堅持到底。
[00:00:15.200 --> 00:00:17.160]  禱告也是如此。
[00:00:17.160 --> 00:00:24.640]  所以耶穌記錄在《路加福音》第十八章第一節,鼓勵我們說,要常常禱告,不可灰心。
[00:00:24.640 --> 00:00:30.240]  要常常禱告,不可灰心。其實追求女朋友也是如此。
[00:00:30.240 --> 00:00:34.840]  老張的朋友很想知道他怎麼娶到一個這麼漂亮的太太。
[00:00:34.840 --> 00:00:37.440]  老張就很自豪地說,
[00:00:37.440 --> 00:00:45.440]  "其實我娶這個太太,我堅持了三年,每天都去買彩券,
[00:00:45.440 --> 00:00:51.640]  中的最多的只不過是兩百塊錢。朋友們都笑我愛做百日夢,
[00:00:51.640 --> 00:00:58.440]  結果我把那賣彩票的女孩娶回家了。"
[00:00:58.440 --> 00:01:04.140]  告訴朋友們說,要常常禱告,不可灰心。
[00:01:04.140 --> 00:01:09.040]  爲什麼耶穌要我們常常禱告,不可灰心呢?
[00:01:09.040 --> 00:01:16.040]  因爲耶穌記錄來了以後,祂真的爲我們開了一條直接通往復神的一個道路。
[00:01:16.040 --> 00:01:22.240]  因爲在舊約聖經裏面看到舊約的信徒們,他們必須要透過祭司,包括祭司的獻祭,
[00:01:22.240 --> 00:01:25.540]  才能夠把他們的需要帶到神的面前。
[00:01:25.540 --> 00:01:32.340]  而且大祭司只能夠一年一次進到資聖所裏面與神會面,而且是戰戰兢兢的。
[00:01:32.340 --> 00:01:38.240]  那耶穌記錄來了以後,祂不但爲我們捨身流血在十字架上贖我們的罪,
[00:01:38.240 --> 00:01:42.140]  我們透過信靠祂,我們得以被稱爲神的兒女。
[00:01:42.140 --> 00:01:47.840]  因此祂也恢復了我們和祂天父美好的關係。
[00:01:47.840 --> 00:01:54.440]  這是爲什麼在西伯來書作者非常清楚告訴我們,一起來看第十章的十九二十節。
[00:01:54.440 --> 00:02:00.240]  這裏說,弟兄們,我們既因耶穌的血得以坦然進入資聖所,
[00:02:00.240 --> 00:02:05.240]  是藉助祂給我們開了一條又新又活的路,
[00:02:05.240 --> 00:02:11.240]  從曼子經過,這曼子就是祂的身體。
[00:02:11.240 --> 00:02:15.840]  這裏講到,因爲耶穌基督的血,我們可以進入到資聖所。
[00:02:15.840 --> 00:02:23.840]  資聖所乃是舊約聖經裏面所提到大祭司一年一次才能夠進去的資聖所,神同在的所在。
[00:02:23.840 --> 00:02:31.840]  而且是藉助我們,藉助祂給我們開了一條又新又活的路,從這個曼子經過。
[00:02:31.840 --> 00:02:33.340]  這個曼子指的是什麼呢?
[00:02:33.340 --> 00:02:38.040]  乃是聖殿裏面資聖所和聖所之間非常厚的一個曼子,
[00:02:38.040 --> 00:02:42.040]  從上到下沒有人可以用他的手力可以撕開的曼子。
[00:02:42.040 --> 00:02:49.040]  當聖靈告訴我們說,當耶穌基督釘死在十字架上,當他說成了將他的靈魂交付給天父的時候,
[00:02:49.040 --> 00:02:55.040]  聖靈告訴我們說,殿裏的曼子從上到下裂爲兩半,就是這個曼子。
[00:02:55.040 --> 00:03:00.040]  換句話說,神與人之間這樣一個隔閡的牆已經被斷開了,
[00:03:00.040 --> 00:03:06.040]  我們可以坦然無懼地進到父神的寶座面前,阿們。
[00:03:06.040 --> 00:03:11.040]  所以換句話說,禱告不但只是一個我們把需要帶到神的面前,
[00:03:11.040 --> 00:03:15.040]  禱告乃是神爲我們預備一條又新又活的路,
[00:03:15.040 --> 00:03:22.040]  好讓我們藉着禱告,藉着耶穌的寶血,能夠進入到神的同在裏面。
[00:03:22.040 --> 00:03:26.040]  因此我們說,禱告乃是主與你親密的關係,阿們。
[00:03:26.040 --> 00:03:31.040]  一起講一遍來,禱告是你和主的親密關係。
[00:03:31.040 --> 00:03:36.040]  是透過耶穌基督的寶血,我們可以進到神的寶座面前。
[00:03:36.040 --> 00:03:39.040]  因此每次你來到神面前禱告的時候,
[00:03:39.040 --> 00:03:43.040]  你不但只是把你的需要,禱告祈求交到給神,
[00:03:43.040 --> 00:03:48.040]  你說,你是可以進到神祂寶座的面前。
[00:03:48.040 --> 00:03:54.040]  這是一個生命的關係,耶穌開了一個直接通往父神的道路。
[00:03:54.040 --> 00:04:00.040]  所以耶穌基督自己在路加福音第十五章第七節很清楚告訴我們,
[00:04:00.040 --> 00:04:05.040]  你們若藏在我裏面,我的話也藏在你們裏面。
[00:04:05.040 --> 00:04:11.040]  凡你們所願意的祈求就給你們成就。
[00:04:11.040 --> 00:04:17.040]  你們若藏在我裏面,耶穌基督說,我是葡萄樹,你們是枝子。
[00:04:17.040 --> 00:04:20.040]  我們與祂有這樣一個生命的連結,
[00:04:20.040 --> 00:04:23.040]  不再透過祭物,不再透過祭祀,
[00:04:23.040 --> 00:04:27.040]  而是直接能夠住在主裏面,主也住在我們裏面。
[00:04:27.040 --> 00:04:30.040]  祂的話也在我們裏面的時候,我們願意什麼?
[00:04:30.040 --> 00:04:35.040]  只要祈求就給你們成就。
[00:04:35.040 --> 00:04:38.040]  親愛的網友姐妹,你可知道禱告是何等大的一個權柄,
[00:04:38.040 --> 00:04:40.040]  何等大的一個恩典嗎?
[00:04:40.040 --> 00:04:45.040]  這乃是舊約聖經裏面這些祭祀先知他們默密以求的事情。
[00:04:45.040 --> 00:04:50.040]  如今,因爲耶穌基督的保血,撕開了這個曼子,
[00:04:50.040 --> 00:04:56.040]  好讓我們直接,貪婪無懼地進到祂的執聖所裏面去,阿們。
[00:04:56.040 --> 00:04:59.040]  不但是如此,在約翰福音第十五章第十六節,
[00:04:59.040 --> 00:05:03.040]  耶穌繼續告訴我們說,不是你們揀選了我,
[00:05:03.040 --> 00:05:07.040]  是我揀選了你們,並且分派你們去結果子,
[00:05:07.040 --> 00:05:10.040]  叫你們的果子蠶存,使你們奉我的名,
[00:05:10.040 --> 00:05:15.040]  無論相父求什麼,他就是給你們。
[00:05:15.040 --> 00:05:18.040]  看到這個生命的連結,也是我們差的同工,
[00:05:18.040 --> 00:05:22.040]  他要差一派我們每一個人去爲他多結果子。
[00:05:22.040 --> 00:05:25.040]  換句話說,當你在跟隨主的道路上,
[00:05:25.040 --> 00:05:28.040]  當你在服侍神的道路上,有任何的需要,
[00:05:28.040 --> 00:05:30.040]  只要你向父神來祈求,
[00:05:30.040 --> 00:05:36.040]  因爲耶穌基督的明智的緣故,就會爲我們成就,阿們。
[00:05:36.040 --> 00:05:40.040]  換句話說,我們依靠神的人,服侍神的人,可以一無所缺,
[00:05:40.040 --> 00:05:46.040]  因爲耶穌基督就是我們通往天父的一個唯一的道路。
[00:05:46.040 --> 00:05:50.040]  因此,禱告,你要記得,不再只是一個儀式,
[00:05:50.040 --> 00:05:55.040]  不再只是一個形式,而是你與主非常親密的一個關係,
[00:05:55.040 --> 00:05:57.040]  是一個生命的連結。
[00:05:57.040 --> 00:06:01.040]  所以每次你禱告的時候,耶穌說我們在天上的父,哇!
[00:06:01.040 --> 00:06:05.040]  當你依靠耶穌基督的那一刻,聖靈就內住在你裏面,
[00:06:05.040 --> 00:06:07.040]  你可以呼叫阿爸父。
[00:06:07.040 --> 00:06:11.040]  想一想,這位創造宇宙天地萬物的主宰,
[00:06:11.040 --> 00:06:15.040]  如今成爲你在天上的阿爸父。
[00:06:15.040 --> 00:06:19.040]  這是何等寶貴的一個運續,何等寶貴的一個生命的連結,
[00:06:19.040 --> 00:06:22.040]  因此你要知道,每次你禱告的時候,
[00:06:22.040 --> 00:06:26.040]  你還是與主有這個親密的一個關係,阿們。
[00:06:26.040 --> 00:06:28.040]  那你說,既然是如此的話,
[00:06:28.040 --> 00:06:33.040]  我們必須要相信耶穌基督所應許我們的,必定會成就。
[00:06:33.040 --> 00:06:37.040]  換句話說,主必會隨聽和應允你的禱告,阿們。
[00:06:37.040 --> 00:06:42.040]  一起講一遍來,主必隨聽應允你的禱告。
[00:06:42.040 --> 00:06:45.040]  是的,我們主既然爲我們開了一條又新又活的路,
[00:06:45.040 --> 00:06:50.040]  因此祂必隨聽應允我們的禱告。
[00:06:50.040 --> 00:06:54.040]  你可否知道,其實聖經裏面很清楚告訴我們至少五方面,
[00:06:54.040 --> 00:06:58.040]  我們什麼樣的禱告肯定是蒙主隨聽和應允的。
[00:06:58.040 --> 00:07:00.040]  你想知道嗎?
[00:07:00.040 --> 00:07:02.040]  不少人啊。
[00:07:02.040 --> 00:07:08.040]  五個非常重要的原則,主必隨聽應允我們的禱告。
[00:07:08.040 --> 00:07:10.040]  首先第一,要奉主耶穌的名求。
[00:07:10.040 --> 00:07:14.040]  一起講一遍來,要奉主耶穌的名禱告。
[00:07:14.040 --> 00:07:17.040]  奉主耶穌基督的名禱告。
[00:07:17.040 --> 00:07:20.040]  剛纔已經看過希伯來稅第十章告訴我們說,
[00:07:20.040 --> 00:07:24.040]  是耶穌基督的血讓我們能夠坦然無懼地進到至聖所。
[00:07:24.040 --> 00:07:27.040]  所以耶穌基督也親自應許我們,
[00:07:27.040 --> 00:07:31.040]  在約翰福音第十四章十三節十四節說,
[00:07:31.040 --> 00:07:38.040]  你們奉我的名,無論求什麼,我可能,我或許,不是嗎?
[00:07:38.040 --> 00:07:42.040]  他說,我必成就,教父應兒子得榮耀。
[00:07:42.040 --> 00:07:44.040]  耶穌再重複恐怕你聽不清楚。
[00:07:44.040 --> 00:07:51.040]  你們若奉我的名,求什麼,我必成就。
[00:07:51.040 --> 00:07:54.040]  哇,耶穌的名字爲什麼那麼寶貴呢?
[00:07:54.040 --> 00:07:57.040]  因爲耶穌是那位神的兒子,道成肉身,
[00:07:57.040 --> 00:08:01.040]  住在我們中間,匆匆忙忙有恩典有真理。
[00:08:01.040 --> 00:08:05.040]  乃是透過耶穌基督我們可以來到神的面前,
[00:08:05.040 --> 00:08:07.040]  直接進到他的至聖所。
[00:08:07.040 --> 00:08:13.040]  所以你們奉我的名,無論求什麼,我必成就。
[00:08:13.040 --> 00:08:17.040]  因爲耶穌的名是大有權柄、大有能力。
[00:08:17.040 --> 00:08:21.040]  這是爲什麼我們基督徒每次禱告結束之前都要說什麼?
[00:08:21.040 --> 00:08:24.040]  奉主耶穌基督的名,求。
[00:08:24.040 --> 00:08:28.040]  這個不但只是一個形式,
[00:08:28.040 --> 00:08:30.040]  或者是一個我們必須要講的一句話,
[00:08:30.040 --> 00:08:32.040]  每次你講這句話的時候,
[00:08:32.040 --> 00:08:36.040]  你必須想到耶穌基督的名字是大有權柄的,
[00:08:36.040 --> 00:08:42.040]  是因爲祂的血使我們能夠直接進到父神的寶座面前。
[00:08:42.040 --> 00:08:46.040]  所以我們可以看到在五星節之後,
[00:08:46.040 --> 00:08:48.040]  使徒們經歷了聖靈的充滿,
[00:08:48.040 --> 00:08:50.040]  然後第一批的門徒彼得跟約翰,
[00:08:50.040 --> 00:08:53.040]  他們的確經歷了耶穌的名所帶來的能力,
[00:08:53.040 --> 00:08:55.040]  所帶來的權柄。
[00:08:55.040 --> 00:08:57.040]  有一天早上他們到聖殿裏面去禱告的時候,
[00:08:57.040 --> 00:09:02.040]  經過每門看到一個伸來切腿的人坐在那裏討飯。
[00:09:02.040 --> 00:09:04.040]  彼得就看着他說,你看着我。
[00:09:04.040 --> 00:09:07.040]  這個人以爲彼得要給他施捨什麼州紀。
[00:09:07.040 --> 00:09:09.040]  他就望着彼得,彼得說什麼呢?
[00:09:09.040 --> 00:09:11.040]  我們來看看第三章第六節。
[00:09:11.040 --> 00:09:14.040]  彼得說,金銀我都沒有,那幹嘛看我呢?
[00:09:14.040 --> 00:09:17.040]  他說,只是我把我所有的給你。
[00:09:17.040 --> 00:09:19.040]  彼得有什麼呢?非常寶貴的。
[00:09:19.040 --> 00:09:26.040]  我奉拿撒勒人耶穌基督的名,叫你起來行走。
[00:09:26.040 --> 00:09:29.040]  他們過去跟隨了耶穌基督三年半,
[00:09:29.040 --> 00:09:31.040]  如今耶穌基督復活昇天了。
[00:09:31.040 --> 00:09:36.040]  他們第一次經歷耶穌的名是何等的有能力,
[00:09:36.040 --> 00:09:37.040]  何等的有權柄。
[00:09:37.040 --> 00:09:42.040]  他說,金和銀我都沒有,我將我所有的都給你。
[00:09:42.040 --> 00:09:44.040]  我所有的是何等的寶貴。
[00:09:44.040 --> 00:09:50.040]  我奉拿撒勒人耶穌基督的名,叫你起來行走。
[00:09:50.040 --> 00:09:53.040]  拿着他的手,這個伸來切腿的人又站又跳,
[00:09:53.040 --> 00:09:56.040]  站在那裏唱詩,讚美我們的主。
[00:09:56.040 --> 00:10:01.040]  他們經歷了耶穌的名是大有能力,大有權柄的。
[00:10:01.040 --> 00:10:06.040]  所以每一次當你禱告的時候,爲病人禱告的時候,
[00:10:06.040 --> 00:10:08.040]  你要奉耶穌基督的名。
[00:10:08.040 --> 00:10:11.040]  每次當你要醫病趕軌的時候,要奉耶穌基督的名。
[00:10:11.040 --> 00:10:15.040]  爲人祝福禱告的時候,都要奉耶穌基督的名。
[00:10:15.040 --> 00:10:18.040]  因爲祂的名是大有權柄,大有能力的。
[00:10:18.040 --> 00:10:21.040]  所以第一,要奉主耶穌的名禱告。
[00:10:21.040 --> 00:10:23.040]  第二,要奉主的旨意祈求。
[00:10:23.040 --> 00:10:28.040]  一起來講,要造主的旨意求。
[00:10:28.040 --> 00:10:33.040]  另外一個,垂聽蒙應允的禱告,是要按照主的旨意求。
[00:10:33.040 --> 00:10:36.040]  很多時候你說,我求什麼沒有得到呢?
