
[00:00:00.000 --> 00:00:02.400]  丁姐們平安
[00:00:02.400 --> 00:00:03.000]  感謝主
[00:00:03.000 --> 00:00:04.800]  我們在主日早上
[00:00:04.800 --> 00:00:08.100]  我們一起把這下面一段時間分別爲聖
[00:00:08.100 --> 00:00:12.200]  我們來了解神在我們心中所要講的話語
[00:00:12.200 --> 00:00:14.100]  今天我想講一個題目
[00:00:14.100 --> 00:00:16.700]  叫做試探中的本相
[00:00:16.700 --> 00:00:18.700]  那我們剛纔讀了這個經文
[00:00:18.700 --> 00:00:20.100]  我想大家都很熟悉
[00:00:20.100 --> 00:00:21.900]  在創世紀的這一段
[00:00:21.900 --> 00:00:23.500]  我只選了五節
[00:00:23.500 --> 00:00:25.200]  而這段經文呢
[00:00:25.200 --> 00:00:27.500]  主要的是讓我們知道
[00:00:27.500 --> 00:00:35.400]  就是這段經文所講的是一個家庭
[00:00:35.400 --> 00:00:38.600]  這個家庭的是一個受試探的家庭
[00:00:38.600 --> 00:00:41.900]  那你可以毫無疑問的指出來
[00:00:41.900 --> 00:00:44.100]  短短的經文裏面已經告訴你了
[00:00:44.100 --> 00:00:48.100]  這個家庭的兩個兒子甚至有殺身之禍
[00:00:48.100 --> 00:00:48.900]  然後呢
[00:00:48.900 --> 00:00:49.900]  作爲母親呢
[00:00:49.900 --> 00:00:54.200]  有一個非常非常偏狹的愛情
[00:00:54.200 --> 00:00:55.700]  兩個兒子都是他生的
[00:00:55.700 --> 00:00:58.900]  但他卻愛一個不愛另外一個
[00:00:58.900 --> 00:01:01.800]  我們想用一段時間瞭解一下
[00:01:01.800 --> 00:01:05.600]  今天我們在這個世界上所遇到的試探
[00:01:05.600 --> 00:01:06.900]  首先我必須講一下
[00:01:06.900 --> 00:01:08.900]  在我們的生命裏面
[00:01:08.900 --> 00:01:11.000]  我們會有試驗
[00:01:11.000 --> 00:01:12.600]  會有試煉
[00:01:12.600 --> 00:01:14.300]  也會有試探
[00:01:14.300 --> 00:01:17.400]  那試驗的毫無疑問是從神來的
[00:01:17.400 --> 00:01:20.900]  神有的時候要試驗他所揀選的人
[00:01:20.900 --> 00:01:23.700]  那這個他試驗他的時候
[00:01:23.700 --> 00:01:26.700]  如果他能夠試驗以後
[00:01:26.700 --> 00:01:29.300]  能夠像津津一樣被他所用
[00:01:29.300 --> 00:01:31.700]  所以神要試驗一些人
[00:01:31.700 --> 00:01:33.500]  像亞伯拉罕獻以撒
[00:01:33.500 --> 00:01:36.300]  這個是在聖經裏面記載的
[00:01:36.300 --> 00:01:39.000]  最讓人驚心動魄的一個試驗
[00:01:39.000 --> 00:01:40.000]  但是亞伯拉罕
[00:01:40.000 --> 00:01:42.200]  他是確實是過了一個試驗
[00:01:42.200 --> 00:01:44.300]  那聖經裏面有沒有別的試驗
[00:01:44.300 --> 00:01:46.100]  其實非常非常多
[00:01:46.100 --> 00:01:48.200]  各位記得新約的時候
[00:01:48.200 --> 00:01:51.100]  耶穌他也要試驗菲利
[00:01:51.100 --> 00:01:51.700]  爲什麼呢
[00:01:51.700 --> 00:01:55.500]  因爲他講完道的時候發現有幾千人在那邊要喫
[00:01:55.500 --> 00:01:57.900]  所以他就告訴菲利說
[00:01:57.900 --> 00:02:01.000]  你去給他們找喫的
[00:02:01.000 --> 00:02:02.200]  但是菲利跟他講
[00:02:02.200 --> 00:02:05.000]  我從哪裏買這些餅給這麼多人喫呢
[00:02:05.000 --> 00:02:07.300]  所以這個就是要試驗他
[00:02:07.300 --> 00:02:10.300]  所以有的時候我們在生命裏面會有試驗
[00:02:10.300 --> 00:02:11.400]  但是從主來的
[00:02:11.400 --> 00:02:12.800]  從神來的
[00:02:12.800 --> 00:02:13.400]  那第二個
[00:02:13.400 --> 00:02:16.200]  第二個我們叫試煉
[00:02:16.200 --> 00:02:18.100]  煉是煉火的煉
[00:02:18.100 --> 00:02:19.400]  煉勁的煉
[00:02:19.400 --> 00:02:22.300]  那試煉的就是
[00:02:22.300 --> 00:02:22.700]  對不起
[00:02:22.700 --> 00:02:24.300]  我沒有忘記跟各位看了
[00:02:24.300 --> 00:02:30.300]  這個信心被撕裂
[00:02:30.300 --> 00:02:33.600]  但是試驗的時候呢
[00:02:33.600 --> 00:02:35.400]  在雅各蘇告訴我們說
[00:02:35.400 --> 00:02:37.800]  我們落在百般的試驗當中
[00:02:37.800 --> 00:02:40.000]  都要以爲大喜大喜樂
[00:02:40.000 --> 00:02:42.100]  各位知道在聖經裏面
[00:02:42.100 --> 00:02:46.000]  約伯記的約伯是受了很大很大的試驗
[00:02:46.000 --> 00:02:47.900]  那也各位也知道
[00:02:47.900 --> 00:02:52.300]  在摩西在曠野裏面牧羊了四十年
[00:02:52.300 --> 00:02:56.100]  那神爲什麼讓他在那邊牧羊四十年之久呢
[00:02:56.100 --> 00:02:58.100]  他平常也沒有跟任何人講話
[00:02:58.100 --> 00:02:59.800]  他只養了這些羊
[00:02:59.800 --> 00:03:04.600]  那其實是要在這個曠野裏面試煉他
[00:03:04.600 --> 00:03:06.900]  那以利亞放在基利西旁
[00:03:06.900 --> 00:03:08.600]  烏卑也是在試煉他
[00:03:08.600 --> 00:03:10.900]  他每天在等着這烏鴉叼點肉
[00:03:10.900 --> 00:03:12.300]  要點餅給他喫
[00:03:12.300 --> 00:03:17.100]  在一個生命需求東西供應不足的情況下
[00:03:17.100 --> 00:03:20.200]  他必須重新思考他的生命跟神的關係
[00:03:20.200 --> 00:03:25.100]  所以這個試煉是在我們生命裏非常非常重要的
[00:03:25.100 --> 00:03:27.300]  所以那個George Muller講過一句話
[00:03:27.300 --> 00:03:28.400]  我覺得挺有意思
[00:03:28.400 --> 00:03:31.800]  他說在一千件的試煉當中
[00:03:31.800 --> 00:03:37.800]  並不是有五百件叫愛神的人得益處
[00:03:37.800 --> 00:03:39.500]  並不是是什麼呢
[00:03:39.500 --> 00:03:43.100]  他說乃是九百九十九件
[00:03:43.100 --> 00:03:47.000]  加上一件是能叫愛神的人得益處
[00:03:47.000 --> 00:03:48.100]  這句話的意思就是說
