
[00:00:00.000 --> 00:00:01.560]  頂止會平安
[00:00:01.560 --> 00:00:06.960]  讓我們很感恩有機會和大家一起領受神的話語
[00:00:06.960 --> 00:00:09.600]  我們先一同同心的禱告
[00:00:09.600 --> 00:00:10.760]  天爺上帝
[00:00:10.760 --> 00:00:14.120]  雖然我們今天不能夠親身來到教會裏面
[00:00:14.120 --> 00:00:15.840]  但是因為祢自己
[00:00:15.840 --> 00:00:18.800]  我們同心來到祢的根前
[00:00:18.800 --> 00:00:20.920]  一同領受祢自己的話語
[00:00:20.920 --> 00:00:21.880]  願祢賜福
[00:00:21.880 --> 00:00:23.560]  讓我們無論是聽是講的
[00:00:23.560 --> 00:00:26.240]  我們同樣被祢自己的說話
[00:00:26.240 --> 00:00:28.800]  被提醒 被建立 被造就
[00:00:28.800 --> 00:00:31.000]  願祢這樣去祝福 帶領
[00:00:31.000 --> 00:00:32.760]  誰聽我們同心的禱告
[00:00:32.760 --> 00:00:34.680]  奉耶穌基督的名求
[00:00:34.680 --> 00:00:35.680]  阿門
[00:00:35.680 --> 00:00:37.000]  《馬太福音》
[00:00:37.000 --> 00:00:39.560]  今天和大家一起看的經文
[00:00:39.560 --> 00:00:43.680]  《馬太福音》一章十八至二十五節
[00:00:43.680 --> 00:00:47.800]  是講述天使向約瑟說明了
[00:00:47.800 --> 00:00:53.000]  瑪利亞所懷的就是神的獨生子的記載
[00:00:53.000 --> 00:00:57.000]  這類型天使預言嬰孩出生的記載
[00:00:57.000 --> 00:01:00.840]  可以說是舊約中記載的一個模式
[00:01:00.840 --> 00:01:03.920]  當中強調嬰孩的名字
[00:01:03.920 --> 00:01:07.000]  和特別帶給人的意思
[00:01:07.000 --> 00:01:10.040]  就好像以撒瑪利 以撒 所羅門
[00:01:10.040 --> 00:01:12.680]  和以塞瓦拉對阿哈斯所預言
[00:01:12.680 --> 00:01:14.760]  一個嬰孩出生一樣
[00:01:14.760 --> 00:01:17.000]  也是最容易叫人聯想起
[00:01:17.000 --> 00:01:19.840]  利塞瓦的預言
[00:01:19.840 --> 00:01:23.880]  這類記載的特色是說明了嬰孩的名字
[00:01:23.880 --> 00:01:27.240]  也帶出祂給人的意思
[00:01:27.240 --> 00:01:29.640]  就好像本段經文的記載
[00:01:29.640 --> 00:01:31.960]  天使對約瑟強調
[00:01:31.960 --> 00:01:36.360]  已經給他的妻子瑪利亞所懷著的嬰孩
[00:01:36.360 --> 00:01:38.120]  名字叫耶穌
[00:01:38.120 --> 00:01:39.920]  是神的獨生子
[00:01:39.920 --> 00:01:42.760]  而人們稱祂為「爾瑪萊利」
[00:01:42.760 --> 00:01:45.480]  當我們重讀這段經文的時候
[00:01:45.480 --> 00:01:47.280]  很想帶大家一起
[00:01:47.280 --> 00:01:49.880]  嘗試代入去約瑟的心情
[00:01:49.880 --> 00:01:52.160]  去切身處理感思想
[00:01:52.160 --> 00:01:54.200]  「爾瑪萊利」在今天
[00:01:54.200 --> 00:01:58.680]  和你和我的生命有甚麼關係
[00:01:58.680 --> 00:02:04.880]  剛才主席已經帶領我們一起讀出整段經文
[00:02:04.880 --> 00:02:08.160]  經文的十八節和十九節
[00:02:08.160 --> 00:02:10.520]  由我們一起再讀出
[00:02:10.520 --> 00:02:12.520]  預備 請
[00:02:12.520 --> 00:02:15.600]  耶穌基督降生的事記在下面
[00:02:15.600 --> 00:02:18.720]  祂母親瑪利亞已經許配給約瑟
[00:02:18.720 --> 00:02:20.400]  說沒有迎娶
[00:02:20.400 --> 00:02:23.200]  瑪利亞就從聖靈懷了孕
[00:02:23.200 --> 00:02:25.680]  她丈夫約瑟是個義人
[00:02:25.680 --> 00:02:28.080]  不願意當眾羞辱她
[00:02:28.080 --> 00:02:31.480]  想要暗地裡把她幽了
[00:02:31.480 --> 00:02:32.920]  經文十八節說到
[00:02:32.920 --> 00:02:34.480]  主耶穌的母親瑪利亞
[00:02:34.480 --> 00:02:36.840]  當時已經許配給約瑟
[00:02:36.840 --> 00:02:38.800]  他們已經訂了婚
[00:02:38.800 --> 00:02:40.720]  按當時猶太人婚禮的習俗
[00:02:40.720 --> 00:02:42.760]  男女雙方訂婚之後
[00:02:42.760 --> 00:02:45.120]  一年才會舉行婚禮
[00:02:45.120 --> 00:02:46.400]  而猶太人的習俗
[00:02:46.400 --> 00:02:49.360]  是當男女二人訂婚之後
[00:02:49.360 --> 00:02:51.920]  其實他們已經是合法的夫婦
[00:02:51.920 --> 00:02:55.560]  彼此已經有名分的丈夫和妻子
[00:02:55.560 --> 00:02:58.640]  除非其中一方過身
[00:02:58.640 --> 00:03:00.000]  或者男方休妻
[00:03:00.000 --> 00:03:02.880]  這段婚約才會被解除
[00:03:02.880 --> 00:03:05.760]  但在約瑟和瑪利亞訂婚之後
[00:03:05.760 --> 00:03:08.040]  這段等候婚禮的期間
[00:03:08.040 --> 00:03:10.760]  根據《路加福音》的記載
[00:03:10.760 --> 00:03:13.120]  一章二十六至五十六節說到
[00:03:13.120 --> 00:03:14.360]  天使告訴瑪利亞
[00:03:14.360 --> 00:03:17.240]  瑪利亞 你從聖靈懷了孕
[00:03:17.240 --> 00:03:20.720]  你所懷的是從神而來的兒子
[00:03:20.720 --> 00:03:23.160]  當瑪利亞與天使對話之後
[00:03:23.160 --> 00:03:24.600]  她離開耶路撒冷
[00:03:24.600 --> 00:03:28.680]  到猶太山地去探望她的親戚伊利沙伯
[00:03:28.680 --> 00:03:32.760]  伊利沙伯當時正是懷著施洗藥項
[00:03:32.760 --> 00:03:35.440]  《路加福音》五十六節繼續記載
[00:03:35.440 --> 00:03:38.080]  瑪利亞在伊利沙伯居住的地方
[00:03:38.080 --> 00:03:40.360]  住了三個月便回家
[00:03:40.360 --> 00:03:41.480]  所以可以想像
[00:03:41.480 --> 00:03:44.240]  瑪利亞回到家鄉的時候
[00:03:44.240 --> 00:03:47.680]  已經懷有三個月以上的新孕
[00:03:47.680 --> 00:03:50.040]  當瑪利亞回到家鄉的時候
[00:03:50.040 --> 00:03:53.800]  約瑟知道瑪利亞已經懷有新孕
[00:03:53.800 --> 00:03:56.520]  對於瑪利亞的未婚夫約瑟來說
[00:03:56.520 --> 00:04:02.280]  這件事令他陷入了兩難的局面
[00:04:02.280 --> 00:04:05.520]  經文十九節提到約瑟是一個異人
[00:04:05.520 --> 00:04:08.880]  約瑟是一個遵守神律法的人
[00:04:08.880 --> 00:04:12.320]  他從心裡忠誠地實踐摩西的律法
[00:04:12.320 --> 00:04:14.600]  忠心地在平日的生活裡
[00:04:14.600 --> 00:04:16.480]  活現出神話語
[00:04:16.480 --> 00:04:18.880]  他是一個這樣的人
[00:04:18.880 --> 00:04:21.880]  但如果約瑟按照律法處理
[00:04:21.880 --> 00:04:27.160]  即是按照利未記的二十章十節
[00:04:27.160 --> 00:04:30.720]  瑪利亞便會被石頭打死
[00:04:30.720 --> 00:04:34.680]  這對約瑟來說非常為難
[00:04:34.680 --> 00:04:38.400]  因為當時瑪利亞已經是約瑟的妻子
[00:04:38.400 --> 00:04:39.520]  雖然他們未同房
[00:04:39.520 --> 00:04:42.720]  不過他們的關係已經建立起來
[00:04:42.720 --> 00:04:44.480]  約瑟愛瑪利亞
[00:04:44.480 --> 00:04:47.720]  要這樣處理真的很為難
[00:04:47.720 --> 00:04:50.240]  經文十九節告訴我們
[00:04:50.240 --> 00:04:53.280]  約瑟做了另一個選擇
[00:04:53.280 --> 00:04:55.080]  他不願意當眾羞辱她
[00:04:55.080 --> 00:04:57.720]  想要暗地裡將她休了
[00:04:57.720 --> 00:05:00.120]  暗地裡把她休了的意思
[00:05:00.120 --> 00:05:03.720]  是只要在兩個見證人面前
[00:05:03.720 --> 00:05:05.960]  將一紙休書交給瑪利亞
[00:05:05.960 --> 00:05:07.960]  便可以解除婚約
[00:05:07.960 --> 00:05:12.880]  這樣的處理令瑪利亞和她肚子裡的嬰兒
[00:05:12.880 --> 00:05:16.960]  生命可以得到保存
[00:05:16.960 --> 00:05:19.720]  約瑟這個二人的選擇
[00:05:19.720 --> 00:05:25.160]  讓我發現和對她有個欣賞和學習的地方
[00:05:25.160 --> 00:05:28.240]  就是她顧念別人的感受
