
[00:00:00.000 --> 00:00:01.360]  頂聖會平安
[00:00:01.360 --> 00:00:02.760]  多謝主
[00:00:02.760 --> 00:00:05.940]  讓我們能夠仔仔一堂去敬拜
[00:00:05.940 --> 00:00:08.120]  過去幾日子我們都很經驗到
[00:00:08.120 --> 00:00:09.340]  不是必然的
[00:00:09.340 --> 00:00:12.340]  很需要很需要珍惜
[00:00:12.340 --> 00:00:14.240]  今天坐在這裏
[00:00:14.240 --> 00:00:15.520]  我問問大家
[00:00:15.520 --> 00:00:22.040]  有沒有試過被人托你去幫他做些事
[00:00:22.040 --> 00:00:23.680]  有沒有試過?
[00:00:23.680 --> 00:00:27.560]  又或者是你托人幫你去做些事
[00:00:27.560 --> 00:00:29.560]  有沒有試過?
[00:00:30.040 --> 00:00:32.040]  結果怎樣?
[00:00:32.040 --> 00:00:34.040]  很安樂
[00:00:34.040 --> 00:00:36.040]  很激氣
[00:00:36.040 --> 00:00:39.600]  好像愚人不淑那樣
[00:00:39.600 --> 00:00:43.320]  又或者有人托你去做事
[00:00:43.320 --> 00:00:45.320]  你又會怎樣呢?
[00:00:45.320 --> 00:00:49.760]  你會不會竭盡所能去做
[00:00:49.760 --> 00:00:51.760]  又或者很難
[00:00:51.760 --> 00:00:53.160]  我不是很行
[00:00:53.160 --> 00:00:54.000]  我不行
[00:00:54.000 --> 00:00:55.400]  不敢接受
[00:00:55.400 --> 00:00:57.400]  甚至乎去推辭
[00:00:57.400 --> 00:00:59.120]  我想在我們在座當中
[00:00:59.120 --> 00:01:01.120]  我們的人生無論你年紀輕
[00:01:01.120 --> 00:01:02.120]  年紀大
[00:01:02.120 --> 00:01:04.120]  年紀中間都好
[00:01:04.120 --> 00:01:06.120]  可能我們多多少少
[00:01:06.120 --> 00:01:08.120]  我們有托過人做些事
[00:01:08.120 --> 00:01:10.120]  又或者有被人托我們做些事
[00:01:10.120 --> 00:01:18.120]  我自己曾經在美國住了一段時間
[00:01:18.120 --> 00:01:21.120]  我記得當年在美國的時候
[00:01:21.120 --> 00:01:22.120]  我有一個朋友
[00:01:22.120 --> 00:01:24.120]  這件事令我很深刻
[00:01:24.120 --> 00:01:26.120]  人生裏面我們被托
[00:01:26.120 --> 00:01:28.120]  或者托別人都很多
[00:01:28.120 --> 00:01:30.120]  這件事令我很深刻
[00:01:30.120 --> 00:01:33.120]  有一天這位女士
[00:01:33.120 --> 00:01:35.120]  這位姐妹
[00:01:35.120 --> 00:01:37.120]  她是一個全職的主婦
[00:01:37.120 --> 00:01:40.120]  平日照顧兩個新婚
[00:01:40.120 --> 00:01:44.120]  她又會在美國軍隊裏面
[00:01:44.120 --> 00:01:46.120]  做義工
[00:01:46.120 --> 00:01:48.120]  有一天突然間
[00:01:48.120 --> 00:01:50.120]  接到一個特殊的任務
[00:01:50.120 --> 00:01:52.120]  她要由早上天光
[00:01:52.120 --> 00:01:56.120]  直到晚上才回來
[00:01:56.120 --> 00:02:00.120]  家裏兩個超級頑皮的小孩
[00:02:00.120 --> 00:02:01.120]  怎麼辦呢
[00:02:01.120 --> 00:02:03.120]  一天三餐都要找人搞定
[00:02:03.120 --> 00:02:05.120]  當時我是她的鄰居
[00:02:05.120 --> 00:02:07.120]  又不是很鄰居
[00:02:07.120 --> 00:02:08.120]  即是認識她
[00:02:08.120 --> 00:02:12.120]  於是她就托我去幫她看管一天
[00:02:12.120 --> 00:02:14.120]  我又答應她
[00:02:14.120 --> 00:02:16.120]  幫她照顧這兩個小孩
[00:02:16.120 --> 00:02:18.120]  那一刻開始
[00:02:18.120 --> 00:02:20.120]  我就是她的受托人
[00:02:20.120 --> 00:02:22.120]  她托我做這件事
[00:02:22.120 --> 00:02:24.120]  我的責任就是要好好地
[00:02:24.120 --> 00:02:26.120]  照顧好她那兩個小孩
[00:02:26.120 --> 00:02:28.120]  一個兩歲一個五歲
[00:02:28.120 --> 00:02:31.120]  雖然人人都告訴我
[00:02:31.120 --> 00:02:32.120]  我的鄰居都說
[00:02:32.120 --> 00:02:34.120]  這是一個很艱巨的任務
[00:02:34.120 --> 00:02:36.120]  因為她們倆的頑皮
[00:02:36.120 --> 00:02:37.120]  出了名
[00:02:37.120 --> 00:02:38.120]  出名到什麼呢
[00:02:38.120 --> 00:02:41.120]  因為當時我們住在一個校園裏面
[00:02:41.120 --> 00:02:43.120]  這個美國校園很大的
[00:02:43.120 --> 00:02:46.120]  我們曾經有一次聚會的時候
[00:02:46.120 --> 00:02:48.120]  這兩個小孩禁了警鐘
[00:02:48.120 --> 00:02:50.120]  令到一大隊的消防隊
[00:02:50.120 --> 00:02:54.120]  幾輛的消防車警車駛入校園
[00:02:54.120 --> 00:02:56.120]  所以出了名
[00:02:56.120 --> 00:02:58.120]  那一天很辛苦
[00:02:58.120 --> 00:03:00.120]  不過我不負所托
[00:03:00.120 --> 00:03:02.120]  很平安地完成了這個任務
[00:03:02.120 --> 00:03:06.120]  今天的講題叫做受托人生
[00:03:06.120 --> 00:03:09.120]  所謂受托就好像是
[00:03:09.120 --> 00:03:11.120]  你會覺得比較被動一點
[00:03:11.120 --> 00:03:15.120]  是你接受別人托你做一些事
[00:03:15.120 --> 00:03:16.120]  是吧
[00:03:16.120 --> 00:03:17.120]  那叫做受托
[00:03:17.120 --> 00:03:19.120]  就好像我剛才
[00:03:19.120 --> 00:03:21.120]  就接受了那個任務
[00:03:21.120 --> 00:03:23.120]  一個受托的例子
[00:03:23.120 --> 00:03:26.120]  但其實對於我們每一個基督徒來說
[00:03:26.120 --> 00:03:29.120]  我們都是受神的委託
[00:03:29.120 --> 00:03:33.120]  叫我們去接受祂給我們的任命
[00:03:33.120 --> 00:03:36.120]  去完成某一些事情
[00:03:36.120 --> 00:03:38.120]  神是主動
[00:03:38.120 --> 00:03:40.120]  我們是被動
[00:03:40.120 --> 00:03:41.120]  這樣
[00:03:41.120 --> 00:03:45.120]  神是否只是委託某些人
[00:03:45.120 --> 00:03:47.120]  他比較聰明
[00:03:47.120 --> 00:03:48.120]  那我就托他
[00:03:48.120 --> 00:03:50.120]  某些人他年紀老
[00:03:50.120 --> 00:03:52.120]  他身體不便
[00:03:52.120 --> 00:03:53.120]  那我就不托他
[00:03:53.120 --> 00:03:54.120]  是不是這樣
[00:03:54.120 --> 00:03:56.120]  即是老一點不托
[00:03:56.120 --> 00:03:58.120]  年輕一點托多一點
