
[00:00:00.000 --> 00:00:03.440]  我們基督徒當我們是信主
[00:00:03.440 --> 00:00:06.180]  我們就成為了天國的什麼?
[00:00:06.180 --> 00:00:07.680]  (天國的指紋)
[00:00:07.680 --> 00:00:09.080]  啊,厲害了
[00:00:09.080 --> 00:00:11.080]  不是跟著讀的
[00:00:11.080 --> 00:00:13.080]  天國的指紋,啊,還記得
[00:00:13.080 --> 00:00:15.080]  真的厲害了,七月說的
[00:00:15.080 --> 00:00:17.700]  我們是天國的指紋,Amen?
[00:00:17.700 --> 00:00:21.200]  我們是天國的指紋,真的感謝神
[00:00:21.200 --> 00:00:24.200]  我們是上帝國裡面的成員
[00:00:24.200 --> 00:00:27.480]  如果要進入美國很難的,要進入天國
[00:00:27.480 --> 00:00:31.000]  其實是不可能的,靠我們自己
[00:00:31.000 --> 00:00:34.800]  是上帝的恩典使我們能夠進入天國
[00:00:34.800 --> 00:00:38.480]  成為祂的指紋,成為父神的兒女
[00:00:38.480 --> 00:00:42.480]  真是何等有福的國具,Amen?
[00:00:42.480 --> 00:00:47.300]  除了我們是天國的指紋之外
[00:00:47.300 --> 00:00:49.300]  我們更加是天國的什麼?
[00:00:49.300 --> 00:00:53.300]  啊,你們真的很厲害
[00:00:53.300 --> 00:00:57.800]  C班厲害一點,C班好像你們這邊聲音大一點
[00:00:57.800 --> 00:00:59.800]  我們是天國的大使
[00:00:59.800 --> 00:01:01.800]  有沒有記得我們是天國大使?
[00:01:01.800 --> 00:01:05.800]  我們是代表主耶穌基督在這個世上
[00:01:05.800 --> 00:01:08.800]  我們來到這個世界
[00:01:08.800 --> 00:01:12.800]  是一個我們以前曾經都是這樣的情況
[00:01:12.800 --> 00:01:14.300]  與神為敵
[00:01:14.300 --> 00:01:16.300]  我們是一個黑暗的角度
[00:01:16.300 --> 00:01:20.300]  這個世界是魔鬼掌管的世界
[00:01:20.300 --> 00:01:25.300]  但是我們代表神進入這個世界裡
[00:01:25.300 --> 00:01:31.300]  再一次地活在這個地上
[00:01:31.300 --> 00:01:33.300]  但是我們有一個新的使命和身份
[00:01:33.300 --> 00:01:36.300]  這個就是我們天國的大使
[00:01:36.300 --> 00:01:42.300]  代表著神來宣告與神和好的信息
[00:01:42.300 --> 00:01:45.300]  這個實在是一個很榮耀的身份
[00:01:45.300 --> 00:01:49.300]  一個非常寶貴,神給我們的積善和託付
[00:01:49.300 --> 00:01:52.300]  但是今天我再和大家進一步地說
[00:01:52.300 --> 00:01:55.300]  我們不單止是天國的子民
[00:01:55.300 --> 00:01:57.300]  我們不單止是天國的大使
[00:01:57.300 --> 00:01:59.300]  原來每一個基督徒
[00:01:59.300 --> 00:02:00.300]  聖經告訴我們
[00:02:00.300 --> 00:02:04.300]  我們都是天國的什麼?
[00:02:04.300 --> 00:02:06.300]  可以讀的,你們不讀的,奇怪
[00:02:06.300 --> 00:02:07.300]  不能讀的,記得的
[00:02:07.300 --> 00:02:09.300]  我們是天國的什麼?
[00:02:09.300 --> 00:02:15.300]  我們是天國的士兵
[00:02:15.300 --> 00:02:19.300]  你說不關我的事,我不打了
[00:02:19.300 --> 00:02:22.300]  不是的,每一個基督徒
[00:02:22.300 --> 00:02:24.300]  當我們進入了神的角度裡
[00:02:24.300 --> 00:02:27.300]  自然你不打也不行
[00:02:27.300 --> 00:02:29.300]  因為我們活在這個世界裡
[00:02:29.300 --> 00:02:32.300]  原來不是友善的
[00:02:32.300 --> 00:02:36.300]  這是一個抵擋神的世界
[00:02:36.300 --> 00:02:39.300]  所以我們既然站在神那邊
[00:02:39.300 --> 00:02:44.300]  我們就自然來打仗
[00:02:44.300 --> 00:02:48.300]  你說可不可以站在中間?
[00:02:48.300 --> 00:02:50.300]  有沒有站在中間?
[00:02:50.300 --> 00:02:54.300]  站在中間,這邊又打你,那邊又打你
[00:02:54.300 --> 00:03:00.300]  還死得快一點
[00:03:00.300 --> 00:03:03.300]  可能你說打仗這些
[00:03:03.300 --> 00:03:09.300]  好像你想像那些國民兵
[00:03:09.300 --> 00:03:12.300]  或者代表空軍、海軍、陸軍
[00:03:12.300 --> 00:03:17.300]  年輕才打的,老人家打什麼?
[00:03:17.300 --> 00:03:20.300]  不是我們的了
[00:03:20.300 --> 00:03:23.300]  原來屬靈的仗沒有分年紀
[00:03:23.300 --> 00:03:26.300]  無論你年輕也好,年紀多大也好
[00:03:26.300 --> 00:03:29.300]  都在打仗
[00:03:29.300 --> 00:03:31.300]  司徒保羅,你記得嗎?
[00:03:31.300 --> 00:03:33.300]  在提摩泰後書
[00:03:33.300 --> 00:03:37.300]  他說所信的道我守住了
[00:03:37.300 --> 00:03:40.300]  當跑的路我跑盡了
[00:03:40.300 --> 00:03:42.300]  還有一句,這三句
[00:03:42.300 --> 00:03:44.300]  次序我特意擾亂一點
[00:03:44.300 --> 00:03:46.300]  還有一句是什麼?
[00:03:46.300 --> 00:03:53.300]  他說那美好的將我打過了
[00:03:53.300 --> 00:03:55.300]  請問他什麼時候說的?
[00:03:55.300 --> 00:03:58.300]  保羅什麼時候說這句話?
[00:03:58.300 --> 00:04:00.300]  就快離開世界之前
[00:04:00.300 --> 00:04:03.300]  他說我的囂電就快離開這個世界
[00:04:03.300 --> 00:04:06.300]  最後期的時候,年老的時候
[00:04:06.300 --> 00:04:09.300]  雖然他不像我們現在那麼老
[00:04:09.300 --> 00:04:12.300]  但是他已經很大年紀
[00:04:12.300 --> 00:04:13.300]  在他當時的時代
[00:04:13.300 --> 00:04:17.300]  而且他準備要離開這個世界
[00:04:17.300 --> 00:04:20.300]  但是他仍然說到最後一刻
[00:04:20.300 --> 00:04:23.300]  他說那美好的將我打過了
[00:04:23.300 --> 00:04:25.300]  打過了就是打到現在
[00:04:25.300 --> 00:04:27.300]  現在就快完了
[00:04:27.300 --> 00:04:29.300]  我指望那一天
[00:04:29.300 --> 00:04:31.300]  向神交仗
[00:04:31.300 --> 00:04:35.300]  也成為一個神所稱讚的兵士
[00:04:35.300 --> 00:04:37.300]  得著掌上
[00:04:37.300 --> 00:04:40.300]  所以原來我們每一個人
[00:04:40.300 --> 00:04:42.300]  每一個基督徒
[00:04:42.300 --> 00:04:43.300]  無論什麼年紀
[00:04:43.300 --> 00:04:45.300]  我們今天都知道
[00:04:45.300 --> 00:04:48.300]  我們是在打一個仗
[00:04:48.300 --> 00:04:51.300]  我們都是天國的士兵
[00:04:51.300 --> 00:04:52.300]  跟旁邊的頂尖說一下
[00:04:52.300 --> 00:04:54.300]  我們是天國的士兵
[00:05:04.300 --> 00:05:07.300]  其實從另一個角度看也是這樣
[00:05:07.300 --> 00:05:08.300]  因為我們知道
[00:05:08.300 --> 00:05:10.300]  在這個世界裏邊
[00:05:10.300 --> 00:05:12.300]  有正有邪
[00:05:12.300 --> 00:05:14.300]  有善有惡
[00:05:14.300 --> 00:05:17.300]  我們活在這個世界就是一個正邪
[00:05:17.300 --> 00:05:19.300]  在鬥爭中
[00:05:19.300 --> 00:05:20.300]  無論世界各國各地
[00:05:20.300 --> 00:05:21.300]  無論什麼人口
[00:05:21.300 --> 00:05:22.300]  無論家庭
[00:05:22.300 --> 00:05:23.300]  無論社會
[00:05:23.300 --> 00:05:24.300]  無論人際關係任何方面
[00:05:24.300 --> 00:05:27.300]  其實都是正與邪
[00:05:27.300 --> 00:05:28.300]  善與惡
[00:05:28.300 --> 00:05:29.300]  在鬥爭中
[00:05:29.300 --> 00:05:31.300]  我們更加知道
[00:05:31.300 --> 00:05:36.300]  原來我們打的那個仗
[00:05:36.300 --> 00:05:38.300]  是一個屬靈的仗
[00:05:38.300 --> 00:05:40.300]  有時候未必眼睛看到
[00:05:40.300 --> 00:05:42.300]  不是飛機大炮那些
[00:05:42.300 --> 00:05:46.300]  但是好像飛機大炮那樣來攻擊
[00:05:46.300 --> 00:05:48.300]  這個屬靈的仗
[00:05:48.300 --> 00:05:49.300]  原來在《耳筆所書》
[00:05:49.300 --> 00:05:50.300]  我們很熟悉
[00:05:50.300 --> 00:05:51.300]  待會兒我們也會看看
[00:05:51.300 --> 00:05:52.300]  這個就是
[00:05:52.300 --> 00:05:56.300]  我們知道原來跟那個對象
[00:05:56.300 --> 00:05:57.300]  叫做什麼
[00:05:57.300 --> 00:06:05.300]  他說他是天空屬靈氣的惡魔
[00:06:05.300 --> 00:06:08.300]  天空屬靈氣的什麼
[00:06:08.300 --> 00:06:09.300]  惡魔
[00:06:09.300 --> 00:06:11.300]  增賤
[00:06:11.300 --> 00:06:12.300]  所以我們知道
[00:06:12.300 --> 00:06:16.300]  原來魔鬼是那個眾惡的源頭
[00:06:16.300 --> 00:06:18.300]  是敵黨神的
[00:06:18.300 --> 00:06:22.300]  他是有很多的罪惡
[00:06:22.300 --> 00:06:23.300]  黑暗
[00:06:23.300 --> 00:06:26.300]  這些是不合真理的假道
[00:06:26.300 --> 00:06:28.300]  很多很多這些
[00:06:28.300 --> 00:06:30.300]  在這個世界裏面產生混亂
[00:06:30.300 --> 00:06:31.300]  痛苦
[00:06:31.300 --> 00:06:32.300]  增賤
[00:06:32.300 --> 00:06:33.300]  罪惡
[00:06:33.300 --> 00:06:35.300]  那個源頭在那裏來的
[00:06:35.300 --> 00:06:36.300]  當然人要負責
[00:06:36.300 --> 00:06:39.300]  因為我們走在魔鬼那邊
[00:06:39.300 --> 00:06:42.300]  自然是在惡的裏面
[00:06:42.300 --> 00:06:44.300]  但是我們看到原來
