
[00:00:00.000 --> 00:00:03.540]  各位來賓 主內的弟兄姊妹平安
[00:00:03.540 --> 00:00:06.880]  很感謝神今天再次有機會來到大家當中
[00:00:06.880 --> 00:00:09.460]  去分享神的話語
[00:00:09.460 --> 00:00:12.680]  過去接近兩個月的期間
[00:00:12.680 --> 00:00:16.860]  因為疫情的關係 我們都留在家中
[00:00:16.860 --> 00:00:23.440]  遵守家居隔離的行政指令
[00:00:23.440 --> 00:00:28.700]  從手提電話的訊號的研究
[00:00:28.700 --> 00:00:30.820]  大家都 研究人員都發現
[00:00:30.820 --> 00:00:35.820]  大家都非常遵守這個規矩 留在家中
[00:00:35.820 --> 00:00:39.240]  但是剛剛過去的一個禮拜左右
[00:00:39.240 --> 00:00:44.260]  社會就發現出現了一個現象
[00:00:44.260 --> 00:00:50.740]  這個現象就是所謂的隔離疲倦症
[00:00:50.740 --> 00:00:55.220]  Quarantine fatigue的現象
[00:00:55.220 --> 00:00:59.500]  剛剛那禮拜天氣開始回暖
[00:00:59.500 --> 00:01:02.220]  明州 明尼蘇達州是這樣
[00:01:02.220 --> 00:01:04.220]  就算加州也是一樣
[00:01:04.220 --> 00:01:12.180]  市民紛紛湧去LA加州洛杉磯那些沙灘那裡
[00:01:12.180 --> 00:01:13.860]  去享受陽光與海灘
[00:01:13.860 --> 00:01:17.180]  出來透一口清新的空氣
[00:01:17.180 --> 00:01:24.820]  還有跟家人朋友一起去有一個消遣的活動
[00:01:24.820 --> 00:01:29.100]  我們在這個期間裏面
[00:01:29.100 --> 00:01:34.900]  人與人之間都減少了很多面對面相交的時間
[00:01:34.900 --> 00:01:40.460]  都見到出現了很多的挑戰
[00:01:40.460 --> 00:01:45.540]  做老師的就不可以跟小朋友會面
[00:01:45.540 --> 00:01:53.780]  結果家長就要承擔了上課的責任
[00:01:53.780 --> 00:01:56.460]  同時又要上班
[00:01:56.460 --> 00:02:00.620]  小朋友又不可以跟小朋友回到教會一起玩
[00:02:00.620 --> 00:02:03.100]  又不可以回到學校回到教會一起玩
[00:02:03.100 --> 00:02:06.060]  他們都感到有點失望的時候
[00:02:06.060 --> 00:02:09.340]  大人是這樣 小朋友是這樣
[00:02:09.340 --> 00:02:11.100]  做爺爺奶奶也是這樣
[00:02:11.100 --> 00:02:13.180]  做子女做爸爸的也是
[00:02:13.180 --> 00:02:16.460]  感到距離有疏遠的示範
[00:02:16.460 --> 00:02:20.060]  雖然科技能夠幫助
[00:02:20.060 --> 00:02:22.260]  可以有上網見面的時候
[00:02:22.260 --> 00:02:27.220]  但始終是可以抱在一起握手
[00:02:27.220 --> 00:02:34.100]  身體的擁抱是完全不同的
[00:02:34.100 --> 00:02:37.580]  我們往往都是將這些事情放在討論當中
[00:02:37.580 --> 00:02:40.100]  能夠求神幫助我們
[00:02:40.100 --> 00:02:47.340]  能夠渡過這個孤單、失望的處境
[00:02:47.340 --> 00:02:53.540]  這些危機裏面 其實在《但義理書》上面
[00:02:53.540 --> 00:03:00.420]  都提到 但義理都提到他是一個常常禱告的人
[00:03:00.420 --> 00:03:04.260]  他又在危難當中藉著禱告來脫險
[00:03:04.260 --> 00:03:11.540]  在《但義理書》第二章都提到尼泊爾撒旺
[00:03:11.540 --> 00:03:18.340]  要求他的哲士來講解他所發的夢
[00:03:18.340 --> 00:03:23.020]  結果他的哲士 身邊的哲士沒有能夠解釋到
[00:03:23.020 --> 00:03:26.340]  結果尼泊爾撒旺就下令
[00:03:26.340 --> 00:03:29.540]  要將身邊的哲士來殺除
[00:03:29.540 --> 00:03:34.660]  結果但義理就藉著禱告來能夠明白
[00:03:34.660 --> 00:03:39.980]  知道尼泊爾撒旺所發的夢和夢的解釋
[00:03:39.980 --> 00:03:45.060]  使他們這幫人能夠脫離險境
[00:03:45.060 --> 00:03:49.300]  在第六章的時候
[00:03:49.300 --> 00:03:52.260]  但義理因為堅持禱告
[00:03:52.260 --> 00:03:57.980]  而被他的同僚用這個為藉口被陷害
[00:03:57.980 --> 00:04:00.660]  結果但義理被關在獅子坑當中
[00:04:00.660 --> 00:04:06.220]  神就是從獅子坑裏面救他出來
[00:04:06.220 --> 00:04:10.380]  我們過去那八個禮拜從但義理書一章到第八章
[00:04:10.380 --> 00:04:11.900]  都看到一個訊息
[00:04:11.900 --> 00:04:17.620]  就是神在任何環境之下都是掌權的
[00:04:17.620 --> 00:04:21.340]  無論是我們現在身處的環境當中
[00:04:21.340 --> 00:04:24.860]  我們知識頭腦上都知道神是掌權的
[00:04:24.860 --> 00:04:32.700]  但是我們怎樣都能夠在這個環境當中
[00:04:32.700 --> 00:04:40.060]  可以找到究竟神在我們生命當中的指令是什麼呢?
[00:04:40.060 --> 00:04:45.180]  我們人生的指令在哪裡可以找到呢?
[00:04:45.180 --> 00:04:47.900]  究竟神的計劃對我們身邊的計劃
[00:04:47.900 --> 00:04:53.020]  怎樣能夠將我們救出來呢?
[00:04:53.020 --> 00:04:56.380]  我們今天從但義理書九章一至二十七節
[00:04:56.380 --> 00:04:59.020]  去嘗試解答這個問題
[00:04:59.020 --> 00:05:04.500]  我們一起低頭祈禱
[00:05:04.500 --> 00:05:07.620]  我們天父上帝很感謝祢
[00:05:07.620 --> 00:05:09.580]  很感謝祢的愛
[00:05:09.580 --> 00:05:13.180]  無論我們在任何環境當中
[00:05:13.180 --> 00:05:15.980]  祢都與我們同在
[00:05:15.980 --> 00:05:18.260]  我們感謝祢賜下聖經
[00:05:18.260 --> 00:05:20.540]  祢寶貴的話語
[00:05:20.540 --> 00:05:22.700]  求神幫助我們
[00:05:22.700 --> 00:05:27.580]  幫助我能夠清清楚楚地
[00:05:27.580 --> 00:05:30.860]  將祢的信息講述出來
[00:05:30.860 --> 00:05:35.180]  又求神祢幫助聽眾
[00:05:35.180 --> 00:05:37.740]  能夠聽得清楚
[00:05:37.740 --> 00:05:43.580]  祢從但義理書九章的話語裏面
[00:05:43.580 --> 00:05:50.780]  教導我們怎樣去尋找人生的智慧、人生的方向
[00:05:50.780 --> 00:05:52.780]  求神幫助我們
[00:05:52.780 --> 00:05:55.660]  求神捆綁撒旦的作為
[00:05:55.660 --> 00:05:59.740]  使得聽的能夠聽得清楚、看得明白
[00:05:59.740 --> 00:06:03.580]  我們以上的禱告是奉主耶穌得聖的免治祈求
[00:06:03.580 --> 00:06:05.580]  阿們
[00:06:05.580 --> 00:06:12.700]  我們一起看但義理書第九章第一節
[00:06:12.700 --> 00:06:14.380]  第一節是這樣說的
[00:06:14.380 --> 00:06:22.860]  「馬代族阿哈徐魯的兒子大理烏納為迦勒底王的元年」
[00:06:22.860 --> 00:06:29.420]  當馬代波斯殲滅了巴比倫的時候
[00:06:29.420 --> 00:06:33.980]  大理烏就被納為迦勒底國
[00:06:33.980 --> 00:06:38.700]  即是巴比倫的地區的吩咐王
[00:06:38.700 --> 00:06:41.900]  在當時的第一年的時候
[00:06:41.900 --> 00:06:47.500]  就是主前538年至539年的期間
[00:06:47.500 --> 00:06:56.140]  但義理那時候就看到耶利米的預言
[00:06:56.140 --> 00:07:00.140]  耶利米在他的書信上提到
[00:07:00.140 --> 00:07:02.540]  耶路撒冷荒涼的年數
[00:07:02.540 --> 00:07:06.860]  七十年為滿就會圓滿
[00:07:06.860 --> 00:07:09.260]  當但義理看到這個信息的時候
[00:07:09.260 --> 00:07:14.140]  就數算到日子
[00:07:14.140 --> 00:07:18.620]  他記得當時是主前605年前
[00:07:18.620 --> 00:07:23.340]  尼泊格尼撒王第一次圍困耶路撒冷的時候
[00:07:23.340 --> 00:07:29.740]  就擄了但義理和他的三位朋友和他的貴族
[00:07:29.740 --> 00:07:34.140]  來到巴比倫城裏面
[00:07:34.140 --> 00:07:37.340]  現在是主前538年
[00:07:37.340 --> 00:07:39.980]  已經六十七年了
[00:07:39.980 --> 00:07:45.260]  如果這個七十年期滿真是成就的話
[00:07:45.260 --> 00:07:56.300]  就會很快能夠他們能夠荒涼的時候就完了
[00:07:56.300 --> 00:08:00.620]  在歷代之下三十章裏面提到
[00:08:00.620 --> 00:08:04.700]  耶利米提到七十年的原因
[00:08:04.700 --> 00:08:07.660]  是因為耶路撒冷
[00:08:07.660 --> 00:08:17.100]  猶太國以色列他們沒有遵守尼米基上面的指示
[00:08:17.100 --> 00:08:21.900]  就是他們是一個耕種的國家
[00:08:21.900 --> 00:08:24.780]  耕種的時候每七年
[00:08:24.780 --> 00:08:27.980]  其中裏面有一年是一個安息年
[00:08:27.980 --> 00:08:32.060]  是能夠使地能夠有安息的時間
[00:08:32.060 --> 00:08:37.260]  因為他們沒有遵守七年裏面有一年安息的時間
[00:08:37.260 --> 00:08:43.260]  結果他們就要荒涼
[00:08:43.260 --> 00:08:47.100]  他們被擄去到七十年
[00:08:47.100 --> 00:08:49.100]  如果計算一下
[00:08:49.100 --> 00:08:55.020]  耶利米寫這本書的時候就是主前597年
[00:08:55.020 --> 00:09:01.580]  他們要定為為巴比倫被擄七十年
[00:09:01.580 --> 00:09:09.900]  計算起來 耶路撒冷就為過去以色列所犯的過法
[00:09:09.900 --> 00:09:11.900]  來做這個禱告
[00:09:11.900 --> 00:09:15.420]  就是過去那四百九十年
[00:09:15.420 --> 00:09:18.860]  一直都沒有安息年的日子
[00:09:18.860 --> 00:09:22.780]  結果七年裏面有一年是要安息的
[00:09:22.780 --> 00:09:31.340]  計算一下就是七十年要有被擄的時間的懲罰
[00:09:31.340 --> 00:09:36.860]  就是主前650年至到536年的時間
[00:09:36.860 --> 00:09:39.340]  剛剛足足滿了七十年
[00:09:39.340 --> 00:09:43.340]  他們第一次被擄回歸的事情
[00:09:43.340 --> 00:09:48.620]  就記載在以色列記一章一節的時候
[00:09:48.620 --> 00:09:52.860]  當他們被擄回歸的時候
[00:09:52.860 --> 00:09:55.500]  他們就有重建聖殿的機會
[00:09:55.500 --> 00:10:02.540]  他們在主前516年就完成了聖殿重建這件事情
[00:10:02.540 --> 00:10:06.620]  計算之前就是586年時
[00:10:06.620 --> 00:10:10.220]  猶大國滅亡的時候 聖殿就被毀
[00:10:10.220 --> 00:10:14.460]  從聖殿被毀到聖殿重建的時候
[00:10:14.460 --> 00:10:16.460]  又是剛剛好七十年
[00:10:16.460 --> 00:10:20.140]  這個七十年將會在
[00:10:20.140 --> 00:10:25.900]  但爾理這個第九章祈禱之後就會成就
[00:10:25.900 --> 00:10:34.540]  但爾理的禱告就提到耶和華這個名字
[00:10:34.540 --> 00:10:39.420]  但爾理提到耶和華這個名字七次
[00:10:39.420 --> 00:10:42.540]  全部都在但爾理書第九章裏面
[00:10:42.540 --> 00:10:47.740]  他這裏提到這個神是大而可畏的神
[00:10:47.740 --> 00:10:53.340]  祂是何等偉大 何等被人敬畏的神
[00:10:53.340 --> 00:10:58.140]  祂的愛 祂是守約、思持愛的神
[00:10:58.140 --> 00:11:05.820]  祂是愛 向愛主和守皆明的人守約、思持愛
[00:11:05.820 --> 00:11:10.540]  這裏提到耶和華是一個守約的神
[00:11:10.540 --> 00:11:16.300]  祂當時在耶和華和阿伯拉罕所立的約
[00:11:16.300 --> 00:11:23.500]  阿伯拉罕和祂所立的約就是有祂的土地和後裔
[00:11:23.500 --> 00:11:33.100]  立了約 就說祂會被這幫以色列人
[00:11:33.100 --> 00:11:37.740]  就是神的選民 是神所揀選的民族
[00:11:37.740 --> 00:11:40.540]  這個約是無條件的約
[00:11:40.540 --> 00:11:43.260]  是藉著祂會得到有土地的祝福
[00:11:43.260 --> 00:11:49.660]  有後裔繁多和祂有各樣的福氣當中
[00:11:49.660 --> 00:11:57.580]  但爾理在這裏就知道猶太人一直這樣犯罪
[00:11:57.580 --> 00:12:02.540]  他就在向耶和華認罪
[00:12:02.540 --> 00:12:08.860]  他認了他的過犯 他是犯罪作孽
[00:12:08.860 --> 00:12:13.100]  行惡叛逆 遠離他的誡明典章
[00:12:13.100 --> 00:12:15.660]  又沒有聽先知的說話
[00:12:15.660 --> 00:12:24.700]  這些一一的罪狀都一一地列出來
[00:12:24.700 --> 00:12:35.580]  是這些罪過使到他能夠在一個蒙羞的情況出現
[00:12:35.580 --> 00:12:41.900]  令到他蒙羞 有一個羞恥的感覺
[00:12:41.900 --> 00:12:45.500]  因為主啊 祢是公義的
[00:12:45.500 --> 00:12:48.860]  我們在祢面上蒙羞
[00:12:48.860 --> 00:12:52.060]  他們公義的神是不會接受
[00:12:52.060 --> 00:12:56.300]  是見到有罪是不能夠同時接納的
[00:12:56.300 --> 00:12:59.660]  因為猶太人 耶路撒冷的居民
[00:12:59.660 --> 00:13:02.620]  和以色列的眾人 不止一個人這麼簡單
[00:13:02.620 --> 00:13:06.860]  是全部的人 近處遠處都好
[00:13:06.860 --> 00:13:12.140]  被祢趕到 各國的人都得罪祢
[00:13:12.140 --> 00:13:17.020]  正如今天一樣 他們犯的罪一直都在犯
[00:13:17.020 --> 00:13:19.420]  主啊 黎伯哲那裡提到
[00:13:19.420 --> 00:13:24.460]  我們和我們的君王首領列祖因得罪了祢
[00:13:24.460 --> 00:13:28.620]  都就到面上蒙羞
[00:13:28.620 --> 00:13:34.060]  但是主 祢是一個憐憫饒恕的人
[00:13:34.060 --> 00:13:37.420]  這個守約斯慈愛的神
[00:13:37.420 --> 00:13:45.260]  往往都是憐憫饒恕的神
[00:13:45.260 --> 00:13:48.460]  在詩篇和《出埃及記》
[00:13:48.460 --> 00:13:53.900]  往往都提到神是多麼憐憫和宣恕的神
[00:14:04.140 --> 00:14:09.500]  祂的罪狀在耶和華神面前是直著
[00:14:09.500 --> 00:14:12.620]  也沒有聽耶和華神的話
[00:14:12.620 --> 00:14:18.860]  也沒有遵守祂先知所對祂說的律法
[00:14:18.860 --> 00:14:20.380]  上一章繼續提到
[00:14:20.380 --> 00:14:23.340]  以色列人都犯了祢的律法
[00:14:23.340 --> 00:14:25.740]  偏行不聽祢的話
[00:14:25.740 --> 00:14:31.340]  因此祢獨人的摩西律法上的咒詛和誓言
[00:14:31.340 --> 00:14:35.100]  都傾到祂的身上 因為祂得罪了神
[00:14:35.100 --> 00:14:42.140]  摩西在由以色列這個民族進入迦南地之前
[00:14:42.140 --> 00:14:45.100]  在《生命記》都和他們納了約
[00:14:45.100 --> 00:14:49.180]  有摩西和他們納約的時候
[00:14:49.180 --> 00:14:51.500]  他們納的約就提到
[00:14:51.500 --> 00:14:53.340]  在28章裏面提到
[00:14:53.340 --> 00:14:56.700]  如果他們是順從 順服神的話
[00:14:56.700 --> 00:15:02.140]  的命令的時候 他們這幫民族就會受到祝福
[00:15:02.140 --> 00:15:07.020]  無論是軍事上、農作上和聲譽上
[00:15:07.020 --> 00:15:09.820]  都會有一個福氣在當中
[00:15:09.820 --> 00:15:16.620]  但是如果他們違背神 他們就會受到詛咒
[00:15:16.620 --> 00:15:20.060]  他們這幫以色列民族猶太人
[00:15:20.060 --> 00:15:22.860]  他們就是犯了罪
[00:15:22.860 --> 00:15:27.980]  結果他們在各方面 無論是軍事、在戰爭上
[00:15:27.980 --> 00:15:32.860]  他們每年都和外族戰爭的亞述國
[00:15:32.860 --> 00:15:38.140]  無論是亞述還是巴比倫戰爭當中 他們都打輸了
[00:15:38.140 --> 00:15:43.100]  他們這幫在農作物上
[00:15:43.100 --> 00:15:45.740]  我們從《先知書卷》裏面都看到
[00:15:45.740 --> 00:15:47.740]  他們有饑荒的情況
[00:15:47.740 --> 00:15:50.860]  他們聲譽就受到損傷
[00:15:50.860 --> 00:15:55.260]  結果最後就被擄到巴比倫城裏面
[00:15:55.260 --> 00:15:57.420]  被視為是巴比倫城
[00:15:57.420 --> 00:16:02.540]  難道巴比倫城的神是比他們的神更加高嗎?
[00:16:02.540 --> 00:16:05.420]  更加厲害嗎?
[00:16:05.420 --> 00:16:10.380]  他們的聲譽結果就是受到損害
[00:16:10.380 --> 00:16:12.540]  《十二節》我們繼續看
[00:16:12.540 --> 00:16:15.020]  他們失去大災禍淋到他們
[00:16:15.020 --> 00:16:19.420]  他們往往打輸仗 結果被擄
[00:16:19.420 --> 00:16:22.940]  失收農作物失收 有饑荒的情況出現
[00:16:22.940 --> 00:16:25.820]  因為他們得罪了神
[00:16:25.820 --> 00:16:31.580]  這些的警戒 成就了警戒他們審判官的話
[00:16:31.580 --> 00:16:35.820]  他們先知所告訴他們的警號
[00:16:35.820 --> 00:16:40.140]  就一一成而成就在他們當中
[00:16:40.140 --> 00:16:42.460]  《十三節》 這些的災禍
[00:16:42.460 --> 00:16:45.660]  淋到他們身上是照《魔肺律法》所寫的
[00:16:45.660 --> 00:16:50.220]  就是摩西所在《心靈記》裏面寫的
[00:16:50.220 --> 00:16:56.540]  跟他們納的藥寫得清清楚楚
[00:16:56.540 --> 00:16:59.180]  我們卻沒有求耶和華神
[00:16:59.180 --> 00:17:01.820]  祂的恩典 祂們沒有後悔
[00:17:01.820 --> 00:17:04.220]  沒有後悔祂們離開這些罪孽
[00:17:04.220 --> 00:17:05.820]  明白祂們的真理
[00:17:05.820 --> 00:17:09.900]  這些就是祂所犯的 一一所犯的罪
[00:17:09.900 --> 00:17:13.100]  這些的災禍淋到我們身上
