
[00:00:00.000 --> 00:00:07.980]  有本書叫做《影響人類歷史的一百名人排行榜》
[00:00:07.980 --> 00:00:09.620]  非常之長
[00:00:09.620 --> 00:00:13.440]  在這本書裡頭十名是什麼人呢?
[00:00:13.440 --> 00:00:15.420]  就是包括耶穌
[00:00:15.420 --> 00:00:17.580]  包括仕途保羅
[00:00:17.580 --> 00:00:23.400]  也包括發現萬有引力的牛頓這個科學家
[00:00:23.400 --> 00:00:27.660]  書裡也包括我們中國儒家的孔子
[00:00:27.660 --> 00:00:31.800]  以及發明造紙術的塞倫
[00:00:31.800 --> 00:00:34.640]  這些人的名字為什麼出現在這本書呢?
[00:00:34.640 --> 00:00:36.840]  因為他們的影響力
[00:00:36.840 --> 00:00:41.080]  當然影響力可以影響別人走到壞那邊
[00:00:41.080 --> 00:00:44.320]  也可以影響別人走到好那邊
[00:00:44.320 --> 00:00:47.020]  有一本書簡直叫做《影響力》
[00:00:47.020 --> 00:00:48.780]  在這本書裡說
[00:00:48.780 --> 00:00:56.020]  為什麼詐騙集團通常會假冒法官、檢察官、警察
[00:00:56.020 --> 00:00:58.320]  去進行詐騙的活動呢?
[00:00:58.320 --> 00:01:04.260]  為什麼限量版的商品會讓消費者排隊搶購呢?
[00:01:04.260 --> 00:01:06.800]  為什麼百貨公司的感恩祭
[00:01:06.800 --> 00:01:09.000]  讓萬人空巷呢?
[00:01:09.000 --> 00:01:13.240]  因為背後有人正在用影響力的技巧
[00:01:13.240 --> 00:01:15.100]  耶穌也說影響力
[00:01:15.100 --> 00:01:16.880]  不過祂不是說技巧
[00:01:16.880 --> 00:01:19.780]  祂是說真實的生命見證
[00:01:19.780 --> 00:01:21.620]  我們今天讀第一段聖經
[00:01:21.620 --> 00:01:24.880]  《馬太福音》五章十三至十六節
[00:01:24.880 --> 00:01:26.320]  等一會兒見到我們一起讀
[00:01:26.320 --> 00:01:27.460]  一二三
[00:01:27.460 --> 00:01:29.820]  你們是世上的鹽
[00:01:29.820 --> 00:01:31.560]  鹽若失了味
[00:01:31.560 --> 00:01:34.360]  怎能叫他再咸呢?
[00:01:34.360 --> 00:01:35.860]  以後無用
[00:01:35.860 --> 00:01:38.060]  不過丟在外面
[00:01:38.060 --> 00:01:40.160]  被人踐踏了
[00:01:40.160 --> 00:01:42.340]  你們是世上的光
[00:01:42.340 --> 00:01:44.340]  成造在山上
[00:01:44.340 --> 00:01:46.340]  是不能隱藏的
[00:01:46.340 --> 00:01:47.100]  繼續
[00:01:47.100 --> 00:01:50.740]  人點燈不放在斗底下
[00:01:50.740 --> 00:01:53.440]  是放在燈台上
[00:01:53.440 --> 00:01:55.940]  就照亮一家的人
[00:01:55.940 --> 00:02:00.280]  你們的光也當這樣照在人前
[00:02:00.280 --> 00:02:04.020]  叫他們看見你們的好行為
[00:02:04.020 --> 00:02:09.300]  便將榮耀歸給你們在天上的父
[00:02:09.300 --> 00:02:12.460]  要明白這段聖經
[00:02:12.460 --> 00:02:15.360]  我們先要問四個問題
[00:02:15.360 --> 00:02:16.500]  第一個問題
[00:02:16.500 --> 00:02:21.780]  為什麼耶穌會有這個鹽與光的教導呢?
[00:02:21.780 --> 00:02:24.780]  這個教導的背景究竟是怎樣呢?
[00:02:24.780 --> 00:02:28.740]  其實《馬太福音》的五章十三至十六節
[00:02:28.740 --> 00:02:32.620]  是回應耶穌之前第四章十七節
[00:02:32.620 --> 00:02:36.320]  耶穌剛剛在開始傳道的時候
[00:02:36.320 --> 00:02:40.660]  祂公開呼籲一件事
[00:02:40.660 --> 00:02:41.620]  呼籲什麼呢?
[00:02:41.620 --> 00:02:44.200]  我們一起看《馬太福音》四章十七節
[00:02:44.200 --> 00:02:44.760]  我們一起讀
[00:02:44.760 --> 00:02:45.960]  一二三
[00:02:45.960 --> 00:02:47.260]  從那時候
[00:02:47.260 --> 00:02:49.740]  耶穌就傳起道來
[00:02:49.740 --> 00:02:53.940]  說「天國近了,你們應當悔改」
[00:02:53.940 --> 00:02:55.540]  耶穌呼籲我們什麼?
[00:02:55.540 --> 00:02:57.380]  悔改!
[00:02:57.380 --> 00:03:00.380]  當耶穌呼籲人悔改之後
[00:03:00.380 --> 00:03:08.620]  祂就列出八個有福的人的生命素質
[00:03:08.620 --> 00:03:10.720]  而這些生命素質
[00:03:10.720 --> 00:03:13.860]  就是神期望天國子民
[00:03:13.860 --> 00:03:17.460]  就是你和我所應該有的生命素質
[00:03:17.460 --> 00:03:21.060]  也是基督徒真正悔改之後
[00:03:21.060 --> 00:03:25.180]  所應該有的生命素質
[00:03:25.180 --> 00:03:26.200]  那為什麼呢?
[00:03:26.200 --> 00:03:30.480]  《馬太福音》四章十七節是叫人悔改
[00:03:30.480 --> 00:03:31.480]  接著
[00:03:31.480 --> 00:03:33.580]  《馬太福音》的五章七節
[00:03:33.580 --> 00:03:35.680]  耶穌呼籲悔改之後
[00:03:35.680 --> 00:03:37.660]  祂就開始登山補訓
[00:03:37.660 --> 00:03:40.280]  五章至七章
[00:03:40.280 --> 00:03:43.360]  而《馬太福音》五章一至十二節的八福
[00:03:43.360 --> 00:03:46.120]  就是登山補訓的開頭
[00:03:46.120 --> 00:03:48.860]  就是introduction 引子
[00:03:48.860 --> 00:03:51.560]  然後緊接著八福
[00:03:51.560 --> 00:03:53.860]  就是炎與光的教導
[00:03:53.860 --> 00:03:56.140]  所以這三段聖經
[00:03:56.140 --> 00:03:59.340]  是關係非常密切的
[00:03:59.340 --> 00:04:01.240]  這個非常密切的就是
[00:04:01.240 --> 00:04:02.640]  悔改之後
[00:04:02.640 --> 00:04:05.820]  祂就列出這八種的生命素質
[00:04:05.820 --> 00:04:07.780]  是什麼生命素質呢?
[00:04:07.780 --> 00:04:10.080]  這些生命素質包括第一
[00:04:10.080 --> 00:04:11.520]  虛心的人
[00:04:11.520 --> 00:04:12.680]  不是心虛
[00:04:12.680 --> 00:04:13.580]  虛心的人
[00:04:13.580 --> 00:04:16.860]  原文是心靈貧窮
[00:04:16.860 --> 00:04:18.560]  什麼是心靈貧窮呢?
[00:04:18.560 --> 00:04:20.820]  是人們明白到人生
[00:04:20.820 --> 00:04:23.660]  即使你今天擁有很多很多東西都好
