
[00:00:00.000 --> 00:00:03.000]  今天我們重新回來
[00:00:03.000 --> 00:00:06.000]  從頭起步這個講道系列
[00:00:06.000 --> 00:00:09.000]  我們會繼續講這個創世記
[00:00:09.000 --> 00:00:12.000]  今天我們會從創世記
[00:00:12.000 --> 00:00:15.000]  看三章一到六節
[00:00:15.000 --> 00:00:18.000]  我們重新看當初神
[00:00:18.000 --> 00:00:21.000]  創造了亞當夏娃
[00:00:21.000 --> 00:00:23.000]  將他們放在伊甸園
[00:00:23.000 --> 00:00:26.000]  然後跟他們說有一棵樹不能吃
[00:00:26.000 --> 00:00:28.000]  然後他們吃了
[00:00:28.000 --> 00:00:31.000]  我們重新看這個故事
[00:00:31.000 --> 00:00:36.000]  來看看當中對我們一些提醒和警醒
[00:00:36.000 --> 00:00:39.000]  在未入到這個故事之前
[00:00:39.000 --> 00:00:42.000]  首先要提一點
[00:00:42.000 --> 00:00:44.000]  過往都很多人問
[00:00:44.000 --> 00:00:46.000]  近來都有人問
[00:00:46.000 --> 00:00:49.000]  為什麼神要造那棵分別善惡樹
[00:00:49.000 --> 00:00:51.000]  為什麼要放在伊甸園
[00:00:51.000 --> 00:00:54.000]  如果沒有那棵樹就什麼事都沒有
[00:00:54.000 --> 00:00:56.000]  從頭到尾所有樹都可以吃
[00:00:56.000 --> 00:00:58.000]  我以前都解釋過
[00:00:58.000 --> 00:01:00.000]  這次再解釋一次
[00:01:00.000 --> 00:01:03.000]  其實神必須要放分別善惡樹
[00:01:03.000 --> 00:01:07.000]  在伊甸園當中是有特別的原因
[00:01:07.000 --> 00:01:10.000]  因為如果不放後果會更加嚴重
[00:01:10.000 --> 00:01:12.000]  因為神造人的時候
[00:01:12.000 --> 00:01:14.000]  其實給了我們一個自由意志
[00:01:14.000 --> 00:01:16.000]  我們有一個自由的選擇
[00:01:16.000 --> 00:01:19.000]  如果神給了我們自由的選擇
[00:01:19.000 --> 00:01:21.000]  但是又沒有一些選項
[00:01:21.000 --> 00:01:24.000]  這個自由的選擇本身是沒有意義的
[00:01:24.000 --> 00:01:26.000]  是在騙我們
[00:01:26.000 --> 00:01:28.000]  就好像我請你來我家吃飯
[00:01:28.000 --> 00:01:30.000]  你可以自由選擇吃什麼
[00:01:30.000 --> 00:01:32.000]  但我家只有炒飯
[00:01:32.000 --> 00:01:35.000]  就等於沒有自由的選擇
[00:01:35.000 --> 00:01:38.000]  還有既然有自由的選擇
[00:01:38.000 --> 00:01:40.000]  必須有選項
[00:01:40.000 --> 00:01:43.000]  而且這個選項必須是一個真實的選項
[00:01:43.000 --> 00:01:45.000]  不是一個虛假的選項
[00:01:45.000 --> 00:01:48.000]  如果我跟你說你來我家吃飯
[00:01:48.000 --> 00:01:49.000]  你有選擇吃什麼
[00:01:49.000 --> 00:01:50.000]  真的有選項
[00:01:50.000 --> 00:01:53.000]  你想吃熱的炒飯還是冷的炒飯
[00:01:53.000 --> 00:01:55.000]  其實就等於沒有選項
[00:01:55.000 --> 00:01:57.000]  就等於沒有假的選項
[00:01:57.000 --> 00:01:58.000]  你去追女孩也一樣
[00:01:58.000 --> 00:01:59.000]  喜歡一個女孩
[00:01:59.000 --> 00:02:00.000]  我約你出來吃飯
[00:02:00.000 --> 00:02:02.000]  不過現在是自由戀愛的年代
[00:02:02.000 --> 00:02:04.000]  你有自由的選擇
[00:02:04.000 --> 00:02:05.000]  我給你一個選項
[00:02:05.000 --> 00:02:08.000]  你可以選擇今晚和我出去吃飯
[00:02:08.000 --> 00:02:10.000]  或者明晚和我出去吃飯
[00:02:10.000 --> 00:02:12.000]  或者後晚和我出去吃飯
[00:02:12.000 --> 00:02:13.000]  這些是假的選項
[00:02:13.000 --> 00:02:15.000]  真正的選項是什麼呢
[00:02:15.000 --> 00:02:17.000]  我可不可以選擇不和你吃飯
[00:02:17.000 --> 00:02:19.000]  這個就是真正的選項
[00:02:19.000 --> 00:02:23.000]  分別善樂樹代表了神給我們一個真正的選擇
[00:02:23.000 --> 00:02:26.000]  就不是說你可以選擇
[00:02:26.000 --> 00:02:28.000]  所有做什麼的事
[00:02:28.000 --> 00:02:30.000]  其實都在我旨意當中
[00:02:30.000 --> 00:02:31.000]  都是在信服我
[00:02:31.000 --> 00:02:34.000]  你可以藉著吃這一棵果樹信服我
[00:02:34.000 --> 00:02:36.000]  或者吃這一棵果樹信服我
[00:02:36.000 --> 00:02:38.000]  或者這一棵果樹信服我
[00:02:38.000 --> 00:02:40.000]  這些全部都是假的選項
[00:02:40.000 --> 00:02:41.000]  所以你不可以說
[00:02:41.000 --> 00:02:44.000]  既然一千棵果樹在伊甸園
[00:02:44.000 --> 00:02:45.000]  夠多選擇
[00:02:45.000 --> 00:02:47.000]  為什麼還要放分別善樂樹
[00:02:47.000 --> 00:02:50.000]  因為分別善樂樹代表了一個真正的選項
[00:02:50.000 --> 00:02:52.000]  就是當人類和神說
[00:02:52.000 --> 00:02:54.000]  可不可以選擇不和你一起
[00:02:54.000 --> 00:02:56.000]  可不可以選擇不聽你的話
[00:02:56.000 --> 00:02:58.000]  可不可以選擇不信服
[00:02:58.000 --> 00:03:01.000]  至少有一棵樹要代表這個選擇
[00:03:01.000 --> 00:03:02.000]  神就說可以的
[00:03:02.000 --> 00:03:04.000]  這一棵
[00:03:04.000 --> 00:03:05.000]  假如你真的不想聽我的話
[00:03:05.000 --> 00:03:07.000]  你不想和我一起
[00:03:07.000 --> 00:03:09.000]  那你就藉著吃這一棵樹
[00:03:09.000 --> 00:03:11.000]  來表明你的立場
[00:03:11.000 --> 00:03:13.000]  從今天開始
[00:03:13.000 --> 00:03:15.000]  我自己定對錯
[00:03:15.000 --> 00:03:16.000]  我不想再和你一起
[00:03:16.000 --> 00:03:18.000]  我不想再拜你
[00:03:18.000 --> 00:03:20.000]  所以這個選擇必須要有
[00:03:20.000 --> 00:03:22.000]  但不多的只有一個
[00:03:22.000 --> 00:03:23.000]  只有一個 一棵
[00:03:23.000 --> 00:03:25.000]  因為如果神做很多棵
[00:03:25.000 --> 00:03:27.000]  你就可以賴神
[00:03:27.000 --> 00:03:28.000]  伊甸園十棵樹
[00:03:28.000 --> 00:03:30.000]  兩棵可以吃 八棵不可以吃
[00:03:30.000 --> 00:03:31.000]  圍著你 你就可以賴神
[00:03:31.000 --> 00:03:35.000]  你只是挖坑給我跳
[00:03:35.000 --> 00:03:38.000]  善惡於不義
[00:03:38.000 --> 00:03:39.000]  但神不是的
[00:03:39.000 --> 00:03:42.000]  上千棵樹全部可以吃
[00:03:42.000 --> 00:03:44.000]  只有一棵不可以吃
[00:03:44.000 --> 00:03:46.000]  這麼巧合
[00:03:46.000 --> 00:03:47.000]  這樣也被你留意到
[00:03:47.000 --> 00:03:49.000]  這樣也被你吃到
[00:03:49.000 --> 00:03:52.000]  這次不怪自己不好
[00:03:52.000 --> 00:03:55.000]  所以這是一個完美的設計
[00:03:55.000 --> 00:03:57.000]  有真正的自由選擇
[00:03:57.000 --> 00:03:59.000]  也有真正的選項
[00:03:59.000 --> 00:04:01.000]  你真的可以選擇跟他
[00:04:01.000 --> 00:04:02.000]  或者不跟他
[00:04:02.000 --> 00:04:03.000]  如果你選擇不跟他
[00:04:03.000 --> 00:04:06.000]  吃這棵樹就代表了你的立場
[00:04:06.000 --> 00:04:09.000]  這就是當初伊甸園發生的事情
[00:04:09.000 --> 00:04:12.000]  今天我們會看另外一個角色
[00:04:12.000 --> 00:04:14.000]  就是魔鬼
[00:04:14.000 --> 00:04:18.000]  當初魔鬼就是那條蛇
[00:04:18.000 --> 00:04:21.000]  誘惑了夏娃和亞當
[00:04:21.000 --> 00:04:24.000]  最後吃了分別善惡樹的果子
[00:04:24.000 --> 00:04:27.000]  所以今天我們從這個角度去看
[00:04:27.000 --> 00:04:30.000]  到底當初魔鬼用什麼詭計
[00:04:30.000 --> 00:04:33.000]  來誘惑 騙了夏娃和亞當
[00:04:33.000 --> 00:04:36.000]  去吃了分別善惡樹的果子
[00:04:36.000 --> 00:04:41.000]  以至於今天人類淪落到與神決裂的地步
[00:04:41.000 --> 00:04:43.000]  其實魔鬼這麼多年來
[00:04:43.000 --> 00:04:46.000]  用來用去都是那幾招
[00:04:46.000 --> 00:04:47.000]  所以我們今天來看看
[00:04:47.000 --> 00:04:49.000]  他到底用了什麼招數
[00:04:49.000 --> 00:04:51.000]  我們怎樣可以留意
[00:04:51.000 --> 00:04:53.000]  萬一你心裡有個聲音
[00:04:53.000 --> 00:04:56.000]  開始帶你往那個方向去想的時候
[00:04:56.000 --> 00:04:59.000]  你就知道魔鬼又是用同樣的幾招
[00:04:59.000 --> 00:05:01.000]  在我們身上
[00:05:01.000 --> 00:05:04.000]  其實招數不怕舊 最重要是瘦
[00:05:04.000 --> 00:05:06.000]  為什麼魔鬼還是用那幾招
[00:05:06.000 --> 00:05:08.000]  因為到今天依然是有效的
[00:05:08.000 --> 00:05:10.000]  你看看原先發生什麼事你就知道
[00:05:10.000 --> 00:05:13.000]  那幾招依然在用 依然有效
[00:05:13.000 --> 00:05:16.000]  我們依然需要留意
[00:05:16.000 --> 00:05:20.000]  魔鬼的第一個計謀就是
[00:05:20.000 --> 00:05:24.000]  先讓我們去懷疑神的命令
[00:05:24.000 --> 00:05:26.000]  神的禁令 先懷疑他
[00:05:26.000 --> 00:05:29.000]  先不滿對這個禁令
[00:05:29.000 --> 00:05:31.000]  創世紀第三章第一節是這樣說
[00:05:31.000 --> 00:05:37.000]  蛇是主上帝所創造的動物當中最狡猾的
[00:05:37.000 --> 00:05:46.000]  蛇問女人 上帝真的禁止你們吃原種任何果樹的果子嗎
[00:05:46.000 --> 00:05:51.000]  魔鬼第一個問題其實是非常狡猾
[00:05:51.000 --> 00:05:53.000]  以及非常設計過
[00:05:53.000 --> 00:05:56.000]  他就問夏娃
[00:05:56.000 --> 00:06:01.000]  上帝真的禁止你們吃原種任何果樹的果子嗎
[00:06:01.000 --> 00:06:04.000]  他完全顛倒了神的禁令
[00:06:04.000 --> 00:06:07.000]  他的禁令是說原種所有果子都可以吃
[00:06:07.000 --> 00:06:09.000]  那一棵不可以吃
[00:06:09.000 --> 00:06:11.000]  這就是他的禁令
[00:06:11.000 --> 00:06:12.000]  但魔鬼的禁令不是
[00:06:12.000 --> 00:06:13.000]  魔鬼的禁令就是
[00:06:13.000 --> 00:06:17.000]  神是否真的說任何果樹都不可以吃
[00:06:17.000 --> 00:06:20.000]  他是剛好顛倒了神的話
[00:06:20.000 --> 00:06:21.000]  神說任何果樹都可以吃
[00:06:21.000 --> 00:06:22.000]  那一棵不可以吃
[00:06:22.000 --> 00:06:25.000]  但魔鬼就說是不是所有都不可以吃
[00:06:25.000 --> 00:06:27.000]  那為什麼他會這樣問呢
[00:06:27.000 --> 00:06:29.000]  他這樣問其實很簡單
[00:06:29.000 --> 00:06:32.000]  你看夏娃的反應就知道
[00:06:32.000 --> 00:06:35.000]  其實這樣問是想引起
[00:06:35.000 --> 00:06:39.000]  開始引起夏娃對於神的禁令
[00:06:39.000 --> 00:06:42.000]  一些不滿和委屈
[00:06:42.000 --> 00:06:45.000]  就讓我們開始覺得
[00:06:45.000 --> 00:06:48.000]  神的禁令是不是過份了呢
[00:06:48.000 --> 00:06:50.000]  是不是他很苛刻呢
[00:06:50.000 --> 00:06:52.000]  太嚴厲呢
[00:06:52.000 --> 00:06:54.000]  他是不是管多了呢
[00:06:54.000 --> 00:06:56.000]  這樣你也管
[00:06:56.000 --> 00:06:57.000]  開始不滿了
[00:06:57.000 --> 00:06:59.000]  那你們怎麼看到夏娃不滿呢
[00:06:59.000 --> 00:07:01.000]  你們看夏娃的回應
[00:07:01.000 --> 00:07:03.000]  她說那女人回答
[00:07:03.000 --> 00:07:08.000]  圓中裡任何樹的果子我們都可以吃
[00:07:08.000 --> 00:07:13.000]  只是圓中中間那棵樹的果子不可以吃
[00:07:13.000 --> 00:07:18.000]  她說上帝禁止我們吃那棵樹的果子
[00:07:18.000 --> 00:07:21.000]  然後夏娃說甚至禁止我們摸它
[00:07:21.000 --> 00:07:23.000]  因為這句話她自己加進去
[00:07:23.000 --> 00:07:28.000]  如果不聽從我們一定死亡
[00:07:28.000 --> 00:07:31.000]  上帝只是說你不可以吃那棵樹
[00:07:31.000 --> 00:07:32.000]  沒有說不可以摸
[00:07:32.000 --> 00:07:34.000]  但是夏娃就加了一句
[00:07:34.000 --> 00:07:36.000]  摸都不行的
[00:07:36.000 --> 00:07:40.000]  這一小句話就透露出一些很微妙的變化
[00:07:40.000 --> 00:07:43.000]  就是任何人給你一個禁令
[00:07:43.000 --> 00:07:46.000]  你開始對這個禁令加油添醋的時候
[00:07:46.000 --> 00:07:47.000]  就表示什麼呢
[00:07:47.000 --> 00:07:51.000]  表示內心深層開始對這個禁令有不滿
[00:07:51.000 --> 00:07:53.000]  開始覺得委屈
[00:07:53.000 --> 00:07:55.000]  上帝很苛刻
[00:07:55.000 --> 00:07:57.000]  那棵樹不單止不能吃
[00:07:57.000 --> 00:07:59.000]  摸都不行的
[00:07:59.000 --> 00:08:01.000]  開始加油添醋
[00:08:01.000 --> 00:08:02.000]  這個加油添醋
[00:08:02.000 --> 00:08:06.000]  也看得出夏娃開始入圈套了
[00:08:06.000 --> 00:08:08.000]  撒旦那句話
[00:08:08.000 --> 00:08:10.000]  神說所有樹都不能吃
[00:08:10.000 --> 00:08:13.000]  引起你大方向
[00:08:13.000 --> 00:08:14.000]  Misleading
[00:08:14.000 --> 00:08:16.000]  神是不是很苛刻呢
[00:08:16.000 --> 00:08:17.000]  是不是很壞呢
[00:08:17.000 --> 00:08:19.000]  是不是管太多呢
[00:08:19.000 --> 00:08:21.000]  於是夏娃就開始覺得
[00:08:21.000 --> 00:08:23.000]  好像是 我好像很委屈
[00:08:23.000 --> 00:08:26.000]  是啊 神說那棵樹不能吃
[00:08:26.000 --> 00:08:28.000]  摸都不行的
[00:08:28.000 --> 00:08:31.000]  再講下去可能就再加油添醋多一點
[00:08:31.000 --> 00:08:33.000]  看都不行
[00:08:33.000 --> 00:08:35.000]  好像唐人街賣藉那樣
[00:08:35.000 --> 00:08:36.000]  一元一粒
[00:08:36.000 --> 00:08:38.000]  One dollar one look
[00:08:38.000 --> 00:08:40.000]  那時白人經過就很害怕
[00:08:40.000 --> 00:08:41.000]  看一眼多一元
[00:08:41.000 --> 00:08:42.000]  One dollar one look
[00:08:42.000 --> 00:08:45.000]  看一眼都不行 收錢
[00:08:45.000 --> 00:08:48.000]  所以夏娃開始不滿意
[00:08:48.000 --> 00:08:50.000]  她開始覺得
[00:08:50.000 --> 00:08:52.000]  好像神是不是管太多呢
[00:08:52.000 --> 00:08:54.000]  其實是不是真的管太多呢
[00:08:54.000 --> 00:08:55.000]  不是
