
[00:00:00.000 --> 00:00:02.000]  記者:各位定珠妹早晨
[00:00:02.000 --> 00:00:04.000]  話說去年一月的時候
[00:00:04.000 --> 00:00:06.000]  應該是年初二晚
[00:00:06.000 --> 00:00:08.000]  我就回爸爸家裡吃飯
[00:00:08.000 --> 00:00:10.000]  上了小巴回來榮輝花園
[00:00:10.000 --> 00:00:12.000]  就發現自己的眼鏡不見了
[00:00:12.000 --> 00:00:14.000]  印象都完全是模糊
[00:00:14.000 --> 00:00:16.000]  究竟在哪裡脫的呢?
[00:00:16.000 --> 00:00:18.000]  原因是當時
[00:00:18.000 --> 00:00:20.000]  我近視開始減
[00:00:20.000 --> 00:00:22.000]  看電話不是很清楚
[00:00:22.000 --> 00:00:24.000]  就經常都要脫眼鏡
[00:00:24.000 --> 00:00:26.000]  一天夾在這裡
[00:00:26.000 --> 00:00:28.000]  放在家裡任何一處
[00:00:28.000 --> 00:00:30.000]  完全沒有印象
[00:00:30.000 --> 00:00:32.000]  就叫家人幫我找
[00:00:32.000 --> 00:00:34.000]  找到都找不到
[00:00:34.000 --> 00:00:36.000]  就不是很甘心
[00:00:36.000 --> 00:00:38.000]  一定在家裡或者沿途
[00:00:38.000 --> 00:00:40.000]  或者在小巴上
[00:00:40.000 --> 00:00:42.000]  小巴上沒有了已經找了
[00:00:42.000 --> 00:00:44.000]  當時應該是超過十一點
[00:00:44.000 --> 00:00:46.000]  就決定搭小巴回三門仔
[00:00:46.000 --> 00:00:48.000]  自己地毯式搜索
[00:00:48.000 --> 00:00:50.000]  上小巴之前還看到Joetta
[00:00:50.000 --> 00:00:52.000]  圈著我不知你去哪了
[00:00:52.000 --> 00:00:54.000]  我找眼鏡
[00:00:54.000 --> 00:00:56.000]  一路找居然被我找回了
[00:00:56.000 --> 00:00:58.000]  被人撿了應該放在哪裡
[00:00:58.000 --> 00:01:00.000]  放在小巴站牌的後面
[00:01:00.000 --> 00:01:02.000]  為什麼我會發現呢
[00:01:02.000 --> 00:01:04.000]  我就看最後一班小巴什麼時候走
[00:01:04.000 --> 00:01:06.000]  看前面的
[00:01:06.000 --> 00:01:08.000]  太無聊了
[00:01:08.000 --> 00:01:10.000]  當時也太灰心太失望
[00:01:10.000 --> 00:01:12.000]  什麼都看看
[00:01:12.000 --> 00:01:14.000]  在後面就找到這副眼鏡
[00:01:14.000 --> 00:01:16.000]  直到上個月尾
[00:01:16.000 --> 00:01:18.000]  我就說到
[00:01:18.000 --> 00:01:20.000]  和平時一樣
[00:01:20.000 --> 00:01:22.000]  負責聖餐
[00:01:22.000 --> 00:01:24.000]  在五月頭的時候
[00:01:24.000 --> 00:01:26.000]  一看
[00:01:26.000 --> 00:01:28.000]  看不到字
[00:01:28.000 --> 00:01:30.000]  大件事
[00:01:30.000 --> 00:01:32.000]  隨即的星期一就找同學
[00:01:32.000 --> 00:01:34.000]  幫我驗眼
[00:01:34.000 --> 00:01:36.000]  因為他開眼鏡店
[00:01:36.000 --> 00:01:38.000]  他說施惠
[00:01:38.000 --> 00:01:40.000]  你和我同年的
[00:01:40.000 --> 00:01:42.000]  早兩年我已經戴了這副眼鏡
[00:01:42.000 --> 00:01:44.000]  早早接受這個事實
[00:01:44.000 --> 00:01:46.000]  我們已經跨四
[00:01:46.000 --> 00:01:48.000]  準備什麼
[00:01:48.000 --> 00:01:50.000]  入伍
[00:01:50.000 --> 00:01:52.000]  在我們當中
[00:01:52.000 --> 00:01:54.000]  可能有些人已經登陸
[00:01:54.000 --> 00:01:56.000]  甚至
[00:01:56.000 --> 00:01:58.000]  奔七
[00:01:58.000 --> 00:02:00.000]  應該
[00:02:00.000 --> 00:02:02.000]  這種經驗
[00:02:02.000 --> 00:02:04.000]  是很近似的
[00:02:04.000 --> 00:02:06.000]  早段時間我大哥哥
[00:02:06.000 --> 00:02:08.000]  配了一副漸進式眼鏡
[00:02:08.000 --> 00:02:10.000]  他說打麻將
[00:02:10.000 --> 00:02:12.000]  掉的時候為什麼會截
[00:02:12.000 --> 00:02:14.000]  我說說都不明白
[00:02:14.000 --> 00:02:16.000]  現在就明白了
[00:02:16.000 --> 00:02:18.000]  戴著眼鏡不可以動作太快
[00:02:18.000 --> 00:02:20.000]  為什麼一轉的時候截了
[00:02:20.000 --> 00:02:22.000]  看前面
[00:02:22.000 --> 00:02:24.000]  看得清楚
[00:02:24.000 --> 00:02:26.000]  但下面的看不到
[00:02:26.000 --> 00:02:28.000]  記得低頭
[00:02:28.000 --> 00:02:30.000]  很多的適應
[00:02:30.000 --> 00:02:32.000]  頂姐妹
[00:02:32.000 --> 00:02:34.000]  在座當中
[00:02:34.000 --> 00:02:36.000]  要我目測
[00:02:36.000 --> 00:02:38.000]  我們周六早堂的頂姐妹
[00:02:38.000 --> 00:02:40.000]  你是不是已經
[00:02:40.000 --> 00:02:42.000]  預備入伍
[00:02:42.000 --> 00:02:44.000]  過了很久
[00:02:44.000 --> 00:02:46.000]  登陸
[00:02:46.000 --> 00:02:48.000]  奔七
[00:02:48.000 --> 00:02:50.000]  奔七
[00:02:50.000 --> 00:02:52.000]  不知道什麼八
[00:02:52.000 --> 00:02:54.000]  找不到
[00:02:54.000 --> 00:02:58.000]  對於這班年紀的人
[00:02:58.000 --> 00:03:00.000]  我們
[00:03:00.000 --> 00:03:02.000]  是什麼人呢
[00:03:02.000 --> 00:03:04.000]  介乎五十至六十
[00:03:04.000 --> 00:03:06.000]  五歲退休的人士
[00:03:06.000 --> 00:03:08.000]  被稱為
[00:03:08.000 --> 00:03:10.000]  金零的人
[00:03:10.000 --> 00:03:12.000]  或者叫第三零人士
[00:03:12.000 --> 00:03:14.000]  2016年中期人口
[00:03:14.000 --> 00:03:16.000]  統計告訴我們
[00:03:16.000 --> 00:03:18.000]  如果計算外籍傭工
[00:03:18.000 --> 00:03:20.000]  香港有七百三十四萬人
[00:03:20.000 --> 00:03:22.000]  如果不算大概是七百零一萬
[00:03:22.000 --> 00:03:24.000]  五十至六十四歲的人
[00:03:24.000 --> 00:03:26.000]  原來接近四分之一
[00:03:26.000 --> 00:03:28.000]  即是說四個裏面有一個
[00:03:28.000 --> 00:03:30.000]  如果推前一點
[00:03:30.000 --> 00:03:32.000]  計算四十五
[00:03:32.000 --> 00:03:34.000]  至四十九的人
[00:03:34.000 --> 00:03:36.000]  原來是多少個呢
[00:03:36.000 --> 00:03:38.000]  三個裏面有一個
[00:03:38.000 --> 00:03:40.000]  在早堂一定超出這個比例
[00:03:40.000 --> 00:03:42.000]  三個裏面至少有兩個
[00:03:42.000 --> 00:03:44.000]  甚至我們已經八分之八進入了
[00:03:46.000 --> 00:03:48.000]  金零
[00:03:48.000 --> 00:03:50.000]  這個話題很普及
[00:03:50.000 --> 00:03:52.000]  你和我
[00:03:52.000 --> 00:03:54.000]  很多人已經
[00:03:54.000 --> 00:03:56.000]  預備退下來
[00:03:56.000 --> 00:03:58.000]  或者有些人已經退了下來
[00:03:58.000 --> 00:04:00.000]  無論在你已經退下來的日子
[00:04:00.000 --> 00:04:02.000]  或者你計劃退下來的日子
[00:04:02.000 --> 00:04:04.000]  有沒有想過
[00:04:04.000 --> 00:04:06.000]  其實神仍然會呼召你
[00:04:06.000 --> 00:04:08.000]  向前進呢
[00:04:08.000 --> 00:04:10.000]  這個月是猜全月
[00:04:10.000 --> 00:04:12.000]  今天我要講的聖經人物
[00:04:12.000 --> 00:04:14.000]  是約書亞
[00:04:14.000 --> 00:04:16.000]  約書亞
[00:04:16.000 --> 00:04:18.000]  他踏入人生
[00:04:18.000 --> 00:04:20.000]  第三份
[00:04:20.000 --> 00:04:22.000]  應該說最後三分一的階段
[00:04:22.000 --> 00:04:24.000]  神鼓勵他要
[00:04:24.000 --> 00:04:26.000]  剛強壯膽
[00:04:26.000 --> 00:04:28.000]  我們都盼望藉著他
[00:04:28.000 --> 00:04:30.000]  特別是上帝給他的鼓勵
[00:04:30.000 --> 00:04:32.000]  和吩咐
[00:04:32.000 --> 00:04:34.000]  成為我們弟兄姊妹的鼓勵
[00:04:34.000 --> 00:04:36.000]  打開我們的眼睛
[00:04:36.000 --> 00:04:38.000]  打開我們的耳朵
[00:04:38.000 --> 00:04:40.000]  打開我們的心
[00:04:40.000 --> 00:04:42.000]  細心去看細心去聽
[00:04:42.000 --> 00:04:44.000]  你和我身上的計劃
[00:04:44.000 --> 00:04:46.000]  他要怎樣使用我們
[00:04:46.000 --> 00:04:48.000]  好叫我們有限的生命
[00:04:48.000 --> 00:04:50.000]  不知道我們活到多少歲
