
[00:00:00.000 --> 00:00:06.000]  在開始的時候想跟大家講一個我自己個人的經歷
[00:00:06.000 --> 00:00:09.000]  又看看大家有沒有這個經歷
[00:00:09.000 --> 00:00:12.000]  我看一看這個screen有什麼
[00:00:12.000 --> 00:00:13.000]  大家看到這些字了 是不是
[00:00:13.000 --> 00:00:17.000]  大家讀一次三章第十四節的第一行給我聽
[00:00:17.000 --> 00:00:18.000]  好嗎 你們讀啊
[00:00:18.000 --> 00:00:25.000]  好了 夠了 夠了 第一行而已
[00:00:25.000 --> 00:00:28.000]  我想現在接著就是你們看不到了
[00:00:28.000 --> 00:00:30.000]  就是你們不會回頭看
[00:00:30.000 --> 00:00:34.000]  請你們去掩著左邊的眼
[00:00:34.000 --> 00:00:36.000]  看著這個screen的字
[00:00:36.000 --> 00:00:39.000]  左邊的眼看著screen的字
[00:00:39.000 --> 00:00:41.000]  好了 看了是吧
[00:00:41.000 --> 00:00:43.000]  現在掩著右邊的眼
[00:00:43.000 --> 00:00:46.000]  看著screen的字
[00:00:46.000 --> 00:00:49.000]  大家有沒有發覺有分別啊
[00:00:49.000 --> 00:00:51.000]  有沒有人有分別啊
[00:00:51.000 --> 00:00:53.000]  分別的意思
[00:00:53.000 --> 00:00:54.000]  我的意思就是
[00:00:54.000 --> 00:00:56.000]  譬如當你用左眼看的時候
[00:00:56.000 --> 00:01:00.000]  或許有些人覺得不清晰
[00:01:00.000 --> 00:01:02.000]  但當你用右眼看的時候
[00:01:02.000 --> 00:01:04.000]  就覺得很清晰
[00:01:04.000 --> 00:01:05.000]  或者反過來
[00:01:05.000 --> 00:01:06.000]  當你用左眼看的時候
[00:01:06.000 --> 00:01:07.000]  你覺得很清晰
[00:01:07.000 --> 00:01:10.000]  但當你用右眼看的時候
[00:01:10.000 --> 00:01:13.000]  覺得不清晰 是不是
[00:01:13.000 --> 00:01:14.000]  是不是
[00:01:14.000 --> 00:01:15.000]  為什麼會這樣
[00:01:15.000 --> 00:01:17.000]  你們知道為什麼會這樣嗎
[00:01:17.000 --> 00:01:18.000]  你問我為什麼
[00:01:18.000 --> 00:01:20.000]  我這樣有很多的理由
[00:01:20.000 --> 00:01:21.000]  因為我自己就發現
[00:01:21.000 --> 00:01:23.000]  我自己就是這樣
[00:01:23.000 --> 00:01:25.000]  因為我自從在六月的時候
[00:01:25.000 --> 00:01:28.000]  就發現了自己
[00:01:28.000 --> 00:01:29.000]  去驗的時候
[00:01:29.000 --> 00:01:32.000]  就發現自己是有青光眼
[00:01:32.000 --> 00:01:34.000]  以前我不知道什麼叫青光眼
[00:01:34.000 --> 00:01:35.000]  當我去驗的時候
[00:01:35.000 --> 00:01:36.000]  我就想一想
[00:01:36.000 --> 00:01:38.000]  我會不會有白內障
[00:01:38.000 --> 00:01:39.000]  因為過了六十歲
[00:01:39.000 --> 00:01:41.000]  有白內障也不奇怪
[00:01:41.000 --> 00:01:43.000]  但是發覺原來不是
[00:01:43.000 --> 00:01:46.000]  驗出來我是有些叫青光眼
[00:01:46.000 --> 00:01:47.000]  我以前聽見青光眼
[00:01:47.000 --> 00:01:50.000]  就以為人家說你發青光
[00:01:50.000 --> 00:01:52.000]  但是原來都真的有些關係
[00:01:52.000 --> 00:01:55.000]  我昨天有機會見到一個視光師
[00:01:55.000 --> 00:01:58.000]  這個視光師不是Anthony的視光師
[00:01:58.000 --> 00:01:59.000]  Anthony在這裡
[00:01:59.000 --> 00:02:00.000]  是你的同事
[00:02:00.000 --> 00:02:01.000]  不是 不是
[00:02:01.000 --> 00:02:03.000]  你太太的同事
[00:02:03.000 --> 00:02:05.000]  又請教視光師
[00:02:05.000 --> 00:02:07.000]  為什麼我用這個來做一個開始
[00:02:07.000 --> 00:02:08.000]  跟大家分享
[00:02:08.000 --> 00:02:09.000]  不是我想跟大家說
[00:02:09.000 --> 00:02:10.000]  什麼叫青光眼
[00:02:10.000 --> 00:02:14.000]  原來我們看東西覺得清楚
[00:02:14.000 --> 00:02:15.000]  你們大部分的人
[00:02:15.000 --> 00:02:16.000]  當你們戴上眼鏡
[00:02:16.000 --> 00:02:18.000]  看著這個螢幕
[00:02:18.000 --> 00:02:19.000]  你覺得多清楚
[00:02:19.000 --> 00:02:20.000]  看到
[00:02:20.000 --> 00:02:22.000]  但是原來你單是一隻眼
[00:02:22.000 --> 00:02:23.000]  發覺有一隻眼清楚
[00:02:23.000 --> 00:02:24.000]  有一隻眼不清楚
[00:02:24.000 --> 00:02:26.000]  是自己不知道的
[00:02:26.000 --> 00:02:28.000]  我昨天就問這個視光師
[00:02:28.000 --> 00:02:31.000]  有沒有人是青光眼很嚴重
[00:02:31.000 --> 00:02:32.000]  但是他自己都不知道
[00:02:32.000 --> 00:02:33.000]  他說有
[00:02:33.000 --> 00:02:35.000]  他曾經見過有一個
[00:02:35.000 --> 00:02:37.000]  又不是叫長者
[00:02:37.000 --> 00:02:38.000]  他說他來檢查
[00:02:38.000 --> 00:02:40.000]  就發覺原來他有一隻眼
[00:02:40.000 --> 00:02:43.000]  是差不多完全看不到的
[00:02:43.000 --> 00:02:45.000]  但是他完全不知道
[00:02:45.000 --> 00:02:46.000]  為什麼會有人
[00:02:46.000 --> 00:02:47.000]  可以有一隻眼看不到
[00:02:47.000 --> 00:02:48.000]  而他不知道呢
[00:02:48.000 --> 00:02:50.000]  因為他另外一隻眼看得到
[00:02:50.000 --> 00:02:52.000]  那他要求又不是很高
[00:02:52.000 --> 00:02:53.000]  這個是有一點點長者的
[00:02:53.000 --> 00:02:55.000]  想著每個長者
[00:02:55.000 --> 00:02:57.000]  我的朋友都是有點模糊的
[00:02:57.000 --> 00:02:59.000]  所以有點模糊不要緊
[00:02:59.000 --> 00:03:01.000]  那他怎樣檢查到
[00:03:01.000 --> 00:03:03.000]  他有一隻眼看不到
[00:03:03.000 --> 00:03:05.000]  他說有一個人脫衣服
[00:03:05.000 --> 00:03:07.000]  脫衣服的時候
[00:03:07.000 --> 00:03:09.000]  這個男士脫起他那件
[00:03:09.000 --> 00:03:11.000]  過頭粒的時候
[00:03:11.000 --> 00:03:13.000]  就遮住了一隻眼
[00:03:13.000 --> 00:03:15.000]  那他發覺為什麼我什麼都看不到
[00:03:15.000 --> 00:03:17.000]  原來他脫衣服的時候
[00:03:17.000 --> 00:03:19.000]  就遮住了那隻
[00:03:19.000 --> 00:03:20.000]  看得到的眼
[00:03:20.000 --> 00:03:22.000]  他才知道原來自己有一隻眼
[00:03:22.000 --> 00:03:23.000]  是什麼都看不到的
[00:03:23.000 --> 00:03:25.000]  那他就開始去驗眼
[00:03:25.000 --> 00:03:27.000]  我講這件事給大家聽是什麼意思呢
[00:03:27.000 --> 00:03:29.000]  就是因為原來很多時候
[00:03:29.000 --> 00:03:30.000]  我們以為自己很行
[00:03:30.000 --> 00:03:32.000]  其實我們根本是不行
[00:03:32.000 --> 00:03:33.000]  我們以為我們很健康
[00:03:33.000 --> 00:03:34.000]  其實我們不健康
[00:03:34.000 --> 00:03:36.000]  我們以為我們很沒有問題
[00:03:36.000 --> 00:03:37.000]  我們其實很有問題
[00:03:37.000 --> 00:03:39.000]  我們以為我們很spiritual
[00:03:39.000 --> 00:03:40.000]  很淑靈
[00:03:40.000 --> 00:03:42.000]  但是原來呢
[00:03:42.000 --> 00:03:43.000]  根據聖經說呢
[00:03:43.000 --> 00:03:45.000]  我們人可以以為
[00:03:45.000 --> 00:03:47.000]  自己是很OK
[00:03:47.000 --> 00:03:48.000]  其實不是OK
[00:03:48.000 --> 00:03:49.000]  你check in 之後呢
[00:03:49.000 --> 00:03:51.000]  就知道好不好
[00:03:51.000 --> 00:03:52.000]  最近有一個姐妹
[00:03:52.000 --> 00:03:54.000]  她有一個兒子
[00:03:54.000 --> 00:03:56.000]  最近感冒都很厲害
[00:03:56.000 --> 00:03:57.000]  有一晚呢
[00:03:57.000 --> 00:03:59.000]  她的兒子就有些發燒
[00:03:59.000 --> 00:04:00.000]  有些不妥
[00:04:00.000 --> 00:04:02.000]  甚至有些胡言亂語
[00:04:02.000 --> 00:04:04.000]  說話開始已經是
[00:04:04.000 --> 00:04:06.000]  不知道他想說什麼
[00:04:06.000 --> 00:04:08.000]  那他就拿家裡那支探熱針
[00:04:08.000 --> 00:04:10.000]  來去探一探
[00:04:10.000 --> 00:04:12.000]  結果那支探熱針呢
[00:04:12.000 --> 00:04:13.000]  很難讀的
[00:04:13.000 --> 00:04:15.000]  那個探熱針壞掉了
[00:04:15.000 --> 00:04:16.000]  所以check不到
[00:04:16.000 --> 00:04:18.000]  於是她就覺得不行了
[00:04:18.000 --> 00:04:20.000]  於是她就打999
[00:04:20.000 --> 00:04:21.000]  叫救傷車
[00:04:21.000 --> 00:04:22.000]  救傷車來了
[00:04:22.000 --> 00:04:23.000]  check她的兒子
[00:04:23.000 --> 00:04:25.000]  已經去到41度攝氏
[00:04:25.000 --> 00:04:27.000]  她不知道
[00:04:27.000 --> 00:04:29.000]  她不知道什麼事
[00:04:29.000 --> 00:04:30.000]  因為又沒有探熱針
[00:04:30.000 --> 00:04:31.000]  很難讀
[00:04:31.000 --> 00:04:32.000]  探熱針
[00:04:32.000 --> 00:04:34.000]  41度已經開始
[00:04:34.000 --> 00:04:37.000]  她的腦子就開始亂亂的說話
[00:04:37.000 --> 00:04:39.000]  所以她才覺得不妥
[00:04:39.000 --> 00:04:40.000]  所以很多時候
[00:04:40.000 --> 00:04:42.000]  我們真的不知道自己什麼事
[00:04:42.000 --> 00:04:43.000]  老弟家這個教會
[00:04:43.000 --> 00:04:45.000]  正正就是有很大的問題
[00:04:45.000 --> 00:04:46.000]  就在這裡
[00:04:46.000 --> 00:04:47.000]  我們看到聖經說
[00:04:47.000 --> 00:04:49.000]  你要寫信給老弟家教會
[00:04:49.000 --> 00:04:50.000]  就要說什麼
[00:04:50.000 --> 00:04:53.000]  哪一位阿門誠信真實的見證者
[00:04:53.000 --> 00:04:55.000]  神創造根源的這人說
[00:04:55.000 --> 00:04:56.000]  我跟大家分享過了
[00:04:56.000 --> 00:04:58.000]  就是說這位主耶穌基督
[00:04:58.000 --> 00:05:00.000]  他形容他是什麼
[00:05:00.000 --> 00:05:02.000]  是阿門誠信真實
[00:05:02.000 --> 00:05:04.000]  他那些才是真的
[00:05:04.000 --> 00:05:06.000]  他那些才是對的
[00:05:06.000 --> 00:05:07.000]  誠信真實
[00:05:07.000 --> 00:05:09.000]  阿門全部都是說什麼
[00:05:09.000 --> 00:05:11.000]  是說到真實的意思
[00:05:11.000 --> 00:05:13.000]  我知道你的行為
[00:05:13.000 --> 00:05:15.000]  你又不冷又不熱
[00:05:15.000 --> 00:05:17.000]  我不得你或冷或熱
[00:05:17.000 --> 00:05:18.000]  最糟糕就是
[00:05:18.000 --> 00:05:20.000]  他不是說完全不冷
[00:05:20.000 --> 00:05:22.000]  他又不是完全不熱
[00:05:22.000 --> 00:05:24.000]  他是不冷不熱
[00:05:24.000 --> 00:05:25.000]  所以你說
[00:05:25.000 --> 00:05:26.000]  你為什麼這樣
[00:05:26.000 --> 00:05:27.000]  你沒有熱心
[00:05:27.000 --> 00:05:28.000]  不是的
[00:05:28.000 --> 00:05:29.000]  亂的
[00:05:29.000 --> 00:05:31.000]  為什麼你會這樣
[00:05:31.000 --> 00:05:32.000]  東西不冷
[00:05:32.000 --> 00:05:33.000]  不是的不熱
[00:05:33.000 --> 00:05:34.000]  已經在攤了
[00:05:34.000 --> 00:05:35.000]  所以
[00:05:35.000 --> 00:05:38.000]  神所要求的不是這件事
[00:05:38.000 --> 00:05:39.000]  然後他說
[00:05:39.000 --> 00:05:43.000]  既然你像溫水又不冷又不熱
[00:05:43.000 --> 00:05:46.000]  我要從我口中把你吐出來
[00:05:46.000 --> 00:05:49.000]  上一次我也跟大家提過
[00:05:49.000 --> 00:05:53.000]  為什麼耶穌基督不接受他們是暖水呢
[00:05:53.000 --> 00:05:55.000]  暖水不是更好嗎
[00:05:55.000 --> 00:05:56.000]  是不是
[00:05:56.000 --> 00:05:57.000]  我早上現在起床
[00:05:57.000 --> 00:06:00.000]  我一定會倒一杯凍水
[00:06:00.000 --> 00:06:01.000]  加一些熱水進去
[00:06:01.000 --> 00:06:02.000]  變成是暖水
[00:06:02.000 --> 00:06:04.000]  這樣我才能喝的
[00:06:04.000 --> 00:06:06.000]  一來起床要喝點水
[00:06:06.000 --> 00:06:07.000]  二來天氣這麼冷
[00:06:07.000 --> 00:06:08.000]  要喝點暖水
[00:06:08.000 --> 00:06:10.000]  我沒有可能就這樣喝熱水的
[00:06:10.000 --> 00:06:12.000]  但是在這裡
[00:06:12.000 --> 00:06:14.000]  根據地理環境背景的原因
[00:06:14.000 --> 00:06:17.000]  我最近多看了兩本參考書
[00:06:17.000 --> 00:06:18.000]  以前也聽過了
[00:06:18.000 --> 00:06:20.000]  但是我最近又多看了兩本
[00:06:20.000 --> 00:06:24.000]  是真的講到當地環境的書
[00:06:24.000 --> 00:06:25.000]  他講了一點
[00:06:25.000 --> 00:06:26.000]  原來他們呢
[00:06:26.000 --> 00:06:28.000]  這個魯迪加這個地方
[00:06:28.000 --> 00:06:30.000]  他跟哥羅西比較近
[00:06:30.000 --> 00:06:31.000]  但是原來另外一個地方
[00:06:31.000 --> 00:06:35.000]  叫希伽波拉的地方
[00:06:35.000 --> 00:06:37.000]  就在他的北面
[00:06:37.000 --> 00:06:40.000]  而那裡在溫泉那裡
[00:06:40.000 --> 00:06:42.000]  有些水是溫泉那裡出來
[00:06:42.000 --> 00:06:45.000]  溫泉水出來是熱的
[00:06:45.000 --> 00:06:47.000]  有時候我看到是滾的
[00:06:47.000 --> 00:06:49.000]  好像啵啵啵啵那樣的
[00:06:49.000 --> 00:06:51.000]  但是問題是什麼呢
[00:06:51.000 --> 00:06:52.000]  原來這個問題就是
[00:06:52.000 --> 00:06:55.000]  這個溫泉一直流下來的時候
[00:06:55.000 --> 00:06:57.000]  它是經過一個懸崖
[00:06:57.000 --> 00:06:58.000]  然後再下去
[00:06:58.000 --> 00:07:00.000]  才流去這個魯迪加
[00:07:00.000 --> 00:07:01.000]  大家知道
[00:07:01.000 --> 00:07:04.000]  如果你經過懸崖下來的時候會怎樣
[00:07:04.000 --> 00:07:06.000]  熱水都會變成不是很熱的
[00:07:06.000 --> 00:07:08.000]  為什麼會這樣
[00:07:08.000 --> 00:07:11.000]  我自小我媽媽教我一件事
[00:07:11.000 --> 00:07:13.000]  有時候我很趕時間
[00:07:13.000 --> 00:07:16.000]  她沖了一杯熱的奶茶給我
[00:07:16.000 --> 00:07:18.000]  但是我很趕時間要走的時候
[00:07:18.000 --> 00:07:20.000]  我媽媽就拿著兩個杯
[00:07:20.000 --> 00:07:22.000]  一個杯就倒進第二個杯
[00:07:22.000 --> 00:07:23.000]  這個杯就倒進去
[00:07:23.000 --> 00:07:24.000]  是不是
[00:07:24.000 --> 00:07:26.000]  倒幾下就不熱了
[00:07:26.000 --> 00:07:27.000]  是喝得下的
[00:07:27.000 --> 00:07:29.000]  大家有沒有試過
[00:07:29.000 --> 00:07:31.000]  我現在到現在都是這樣的
[00:07:31.000 --> 00:07:32.000]  有時候用微波爐
[00:07:32.000 --> 00:07:33.000]  變得太熱的時候
[00:07:33.000 --> 00:07:35.000]  我就一個杯倒進第二個杯
[00:07:35.000 --> 00:07:36.000]  倒回去
[00:07:36.000 --> 00:07:37.000]  倒得如此一般
[00:07:37.000 --> 00:07:39.000]  四五次就已經喝得下了
[00:07:39.000 --> 00:07:40.000]  所以換言之
[00:07:40.000 --> 00:07:42.000]  我從這個我自己個人的經歷
[00:07:42.000 --> 00:07:45.000]  我就明白為什麼那些溫泉的水
[00:07:45.000 --> 00:07:47.000]  經過懸崖下來之後
[00:07:47.000 --> 00:07:49.000]  再流到去魯迪加
[00:07:49.000 --> 00:07:51.000]  就變成不再是這麼熱了
[00:07:51.000 --> 00:07:53.000]  所以這個環境
[00:07:53.000 --> 00:07:55.000]  去到魯迪加地方的時候
[00:07:55.000 --> 00:07:58.000]  那些水都不是溫泉的熱度
[00:07:58.000 --> 00:07:59.000]  暖暖的
[00:07:59.000 --> 00:08:01.000]  那些人不覺得是會舒服的
[00:08:01.000 --> 00:08:03.000]  接著到第三章第十七字那裡
[00:08:03.000 --> 00:08:05.000]  你說我是富足的
[00:08:05.000 --> 00:08:06.000]  已經發了財
[00:08:06.000 --> 00:08:07.000]  一樣都不缺
[00:08:07.000 --> 00:08:10.000]  這個就是正正魯迪加的問題
[00:08:10.000 --> 00:08:13.000]  在魯迪加這個教會
[00:08:13.000 --> 00:08:15.000]  這個地方
[00:08:15.000 --> 00:08:16.000]  這個教會
[00:08:16.000 --> 00:08:18.000]  他們以為自己很厲害
[00:08:18.000 --> 00:08:19.000]  怎樣厲害呢
[00:08:19.000 --> 00:08:21.000]  他說我們發達了
[00:08:21.000 --> 00:08:23.000]  我們一樣都沒有缺乏
[00:08:23.000 --> 00:08:25.000]  但是在耶穌基督的眼裡面
[00:08:25.000 --> 00:08:28.000]  就是誰不知你是困苦可憐
[00:08:28.000 --> 00:08:29.000]  貧窮
[00:08:29.000 --> 00:08:31.000]  黑眼赤身的
[00:08:31.000 --> 00:08:32.000]  看到嗎
[00:08:32.000 --> 00:08:35.000]  正如有時候我們以為自己一眼沒事
[00:08:35.000 --> 00:08:36.000]  我還看到東西
[00:08:36.000 --> 00:08:37.000]  我還開車
[00:08:37.000 --> 00:08:38.000]  但是原來
[00:08:38.000 --> 00:08:41.000]  其實已經是有一隻眼已經出了問題
[00:08:41.000 --> 00:08:42.000]  但是你完全不知道
[00:08:42.000 --> 00:08:45.000]  因為整體來說你還覺得自己很厲害
[00:08:45.000 --> 00:08:46.000]  所以在這裡
[00:08:46.000 --> 00:08:48.000]  耶穌基督就指出
[00:08:48.000 --> 00:08:50.000]  魯迪加這個教會
[00:08:50.000 --> 00:08:53.000]  他其實已經是內傷
[00:08:53.000 --> 00:08:56.000]  而他的內傷的程度是很嚴重的
[00:08:56.000 --> 00:08:59.000]  在他以為自己最好的地方
[00:08:59.000 --> 00:09:01.000]  但是原來已經出了問題
[00:09:02.000 --> 00:09:04.000]  弟兄姊妹我們要小心
[00:09:04.000 --> 00:09:07.000]  我真的有時候認識一些弟兄姊妹
[00:09:07.000 --> 00:09:09.000]  他初初信主的時候
