
[00:00:00.000 --> 00:00:02.000]  大家祝你平安
[00:00:02.000 --> 00:00:03.440]  也歡迎在網路上
[00:00:03.440 --> 00:00:04.940]  我們一同敬拜戰媒族的
[00:00:04.940 --> 00:00:06.140]  帝紅姐妹朋友們
[00:00:06.140 --> 00:00:08.280]  歡迎你很高興能夠到你的家中
[00:00:08.280 --> 00:00:09.200]  一同敬拜主
[00:00:09.200 --> 00:00:11.140]  一同來分享主的話語
[00:00:11.140 --> 00:00:13.700]  阿們
[00:00:13.700 --> 00:00:15.500]  去年年底12月中的時候
[00:00:15.500 --> 00:00:17.840]  師母和我到夏威夷去
[00:00:17.840 --> 00:00:20.640]  慶祝我們的結婚中年紀念
[00:00:20.640 --> 00:00:22.540]  回想過去36年來
[00:00:22.540 --> 00:00:24.080]  真是充滿神的恩典
[00:00:24.080 --> 00:00:25.600]  充滿神的憐憫
[00:00:25.600 --> 00:00:28.040]  一年比一年更加的美好
[00:00:28.040 --> 00:00:31.200]  神真的是提升了我們夫妻的關係
[00:00:31.200 --> 00:00:36.000]  正如他在耶穌在迦納所行的第一件神蹟的時候
[00:00:36.000 --> 00:00:37.580]  以水便酒
[00:00:37.580 --> 00:00:41.100]  當時這個管宴席的就對新郎說
[00:00:41.100 --> 00:00:43.840]  人們都將好酒先擺上
[00:00:43.840 --> 00:00:47.500]  等賓客喝足了以後才擺上次好的
[00:00:47.500 --> 00:00:51.480]  你倒將好酒留到如今
[00:00:51.480 --> 00:00:53.100]  好酒留到如今
[00:00:53.100 --> 00:00:55.340]  不論是你結婚五年
[00:00:55.340 --> 00:00:56.800]  十年
[00:00:56.800 --> 00:00:59.000]  三十六年或者六十年
[00:00:59.000 --> 00:01:01.540]  相信神會繼續提升你們夫妻的關係
[00:01:01.540 --> 00:01:03.180]  阿們
[00:01:03.180 --> 00:01:04.580]  有一天老張夫婦
[00:01:04.580 --> 00:01:08.740]  坐在後院慶祝他們結婚六十週年紀念
[00:01:08.740 --> 00:01:10.940]  一同欣賞美麗的夕陽
[00:01:10.940 --> 00:01:12.880]  非常的羅曼蒂克
[00:01:12.880 --> 00:01:16.780]  這時候張太太就轉過來對她老公老張說
[00:01:16.780 --> 00:01:20.080]  我還記得第一次你拉著我的手
[00:01:20.080 --> 00:01:23.440]  老張就伸出他的手拉住他的太太
[00:01:23.440 --> 00:01:25.240]  然後張太太又說
[00:01:25.240 --> 00:01:30.000]  我還記得你輕輕在我的臉上親了一下
[00:01:30.000 --> 00:01:32.700]  老張就親了她一下
[00:01:32.700 --> 00:01:35.140]  接著張太太又說
[00:01:35.140 --> 00:01:36.340]  你記得嗎
[00:01:36.340 --> 00:01:41.440]  當時你還輕輕地咬我的耳朵
[00:01:41.440 --> 00:01:46.300]  老張聽了以後就起身走回屋裡面去
[00:01:46.300 --> 00:01:49.280]  張太太看到以後就問他說
[00:01:49.280 --> 00:01:50.640]  你去哪裡啊
[00:01:50.640 --> 00:01:52.280]  老張就回答他說
[00:01:52.280 --> 00:01:56.640]  我去拿我的假牙啦
[00:01:56.640 --> 00:02:01.640]  告訴我旁邊有人說好久留到如今啊
[00:02:01.640 --> 00:02:02.200]  請放心
[00:02:02.200 --> 00:02:05.000]  今天不是跟你講夫妻關係
[00:02:05.000 --> 00:02:11.040]  今天是跟你講如何能夠領受提升的恩高
[00:02:11.040 --> 00:02:14.340]  如何能夠領受提升與擴展的恩高
[00:02:14.340 --> 00:02:16.540]  當我們領受了提升與擴展的恩高以後
[00:02:16.540 --> 00:02:19.280]  我們才能夠提升我們的事業
[00:02:19.280 --> 00:02:22.340]  提升我們的生命提升我們的侍奉
[00:02:22.340 --> 00:02:25.380]  所以今天早上沒有從丹尼裡書第一章第二章
[00:02:25.380 --> 00:02:27.740]  從舊月裡面的人物來思想
[00:02:27.740 --> 00:02:29.340]  丹尼裡和他的同伴們
[00:02:29.340 --> 00:02:33.980]  如何領受從神那裡給他們這樣的提升的恩高
[00:02:33.980 --> 00:02:37.340]  我們先來看丹尼裡書第一章的第一節到第五節
[00:02:37.340 --> 00:02:40.080]  關於這個故事的背景
[00:02:40.080 --> 00:02:42.980]  這裡說猶大王岳亞敬在位第三年
[00:02:42.980 --> 00:02:46.080]  就是祖前605年的時候
[00:02:46.080 --> 00:02:47.000]  巴比倫王
[00:02:47.000 --> 00:02:48.900]  巴比倫就是現在的伊拉克
[00:02:48.900 --> 00:02:54.240]  巴比倫王尼普賈尼莎來到耶路撒冷江城圍困
[00:02:54.240 --> 00:02:55.280]  第二節非常重要的是
[00:02:55.280 --> 00:02:58.540]  祖我們的神將猶大王岳亞敬
[00:02:58.540 --> 00:03:02.380]  併神殿中器皿的幾分交互他手
[00:03:02.380 --> 00:03:05.200]  他就把這器皿帶到士納地
[00:03:05.200 --> 00:03:11.340]  士納地是當時在巴比倫東南部的一個城市
[00:03:11.340 --> 00:03:13.140]  送入他神的廟裡
[00:03:13.140 --> 00:03:14.680]  放在他神的庫中
[00:03:14.680 --> 00:03:16.740]  表示說他們外搬來的神
[00:03:16.740 --> 00:03:19.000]  好像比耶和華神更加有能力
[00:03:19.000 --> 00:03:21.140]  第三節
[00:03:21.140 --> 00:03:24.080]  王就吩咐太監長亞斯匹那
[00:03:24.080 --> 00:03:29.400]  從以色列人的宗室和貴宗中帶進幾個人來
[00:03:29.400 --> 00:03:31.980]  就是年少沒有產機
[00:03:31.980 --> 00:03:33.300]  相貌俊美
[00:03:33.300 --> 00:03:35.100]  通達各樣學問
[00:03:35.100 --> 00:03:37.280]  知識聰明具備
[00:03:37.280 --> 00:03:40.100]  助能勢力在皇宮裡的
[00:03:40.100 --> 00:03:43.440]  要教他們迦勒底的文字言語
[00:03:43.440 --> 00:03:45.900]  迦勒底就是巴比倫的文化
[00:03:45.900 --> 00:03:47.480]  然後第五節
[00:03:47.480 --> 00:03:51.440]  王就派定將自己所用的膳和所贏的酒
[00:03:51.440 --> 00:03:53.780]  所謂是佳餚美食還美酒
[00:03:53.780 --> 00:03:55.280]  每日吃他們一份
[00:03:55.280 --> 00:03:56.780]  養他們三年
[00:03:56.780 --> 00:03:57.800]  滿了三年
[00:03:57.800 --> 00:04:02.440]  好教他們在王面前施力
[00:04:02.440 --> 00:04:05.580]  這個背景是發生在祖前605年
[00:04:05.580 --> 00:04:07.780]  當時尼布斬尼莎王
[00:04:07.780 --> 00:04:09.940]  就是巴比倫的王
[00:04:09.940 --> 00:04:11.800]  進到一路上人去的時候
[00:04:11.800 --> 00:04:15.440]  他就把當時在神的殿中裡面
[00:04:15.440 --> 00:04:17.340]  部分的一些器皿
[00:04:17.340 --> 00:04:19.280]  帶到他自己的城市裡面去
[00:04:19.280 --> 00:04:22.000]  這段是王允許這個事情發生
[00:04:22.000 --> 00:04:23.500]  乃是我們的神
[00:04:23.500 --> 00:04:25.940]  我們的祖允許這個事情發生
[00:04:25.940 --> 00:04:31.480]  結果他就把當中的一些貴師
[00:04:31.480 --> 00:04:34.600]  或者貴宙的後裔年輕人
[00:04:34.600 --> 00:04:36.440]  帶到他的國家
[00:04:36.440 --> 00:04:37.940]  好讓他們能夠受訓練
[00:04:37.940 --> 00:04:41.240]  能夠成為在他宮中服侍的人
[00:04:41.240 --> 00:04:42.540]  這裡很清楚講到說
[00:04:42.540 --> 00:04:45.200]  他們檢選當中太監長特別指定
[00:04:45.200 --> 00:04:48.180]  要年少沒有長技
[00:04:48.180 --> 00:04:50.000]  所以年少在西班牙文裡面
[00:04:50.000 --> 00:04:53.200]  其實指十五六歲或者十六七歲
[00:04:53.200 --> 00:04:56.000]  正是我們現在高中年齡的時候
[00:04:56.000 --> 00:04:58.140]  應該是十六七歲吧
[00:04:58.140 --> 00:05:00.200]  當月色被賣到埃及去的時候
[00:05:00.200 --> 00:05:01.340]  也是年少的時候
[00:05:01.340 --> 00:05:02.800]  就是他十七歲的時候
[00:05:02.800 --> 00:05:05.300]  檢單中年少沒有長技
[00:05:05.300 --> 00:05:06.780]  換成說沒有耳聾
[00:05:06.780 --> 00:05:07.780]  沒有瞎眼
[00:05:07.780 --> 00:05:08.580]  沒有啞巴
[00:05:08.580 --> 00:05:11.300]  非常健康 五官端正
[00:05:11.300 --> 00:05:13.340]  而且要非常的俊美
[00:05:13.340 --> 00:05:14.640]  長得好看
[00:05:14.640 --> 00:05:15.640]  一表人才
[00:05:15.640 --> 00:05:17.880]  才能夠勢利在皇宮裡面
[00:05:17.880 --> 00:05:21.040]  才能表示皇宮裡這樣的威嚴跟尊榮
[00:05:21.040 --> 00:05:22.200]  不但是如此
[00:05:22.200 --> 00:05:24.700]  他們也是精通各樣的學問
[00:05:24.700 --> 00:05:27.840]  換句話說他們的IQ很高
[00:05:27.840 --> 00:05:30.900]  然後學習能力也很強
[00:05:30.900 --> 00:05:31.840]  另外一件事情
[00:05:31.840 --> 00:05:35.580]  王為了是使他們能夠被同化
[00:05:35.580 --> 00:05:39.780]  很快納入巴比倫異國的文化裡面
[00:05:39.780 --> 00:05:45.940]  就特別吩咐太監長每天給他們一份
[00:05:45.940 --> 00:05:50.540]  國王的美食和他的美酒
[00:05:50.540 --> 00:05:53.800]  所以你可以想像這些在國破家亡的
[00:05:53.800 --> 00:05:57.180]  貴州皇室的年少的人
[00:05:57.180 --> 00:05:59.240]  十七歲的青少年
[00:05:59.240 --> 00:06:03.580]  來到異國他鄉竟然能夠被檢選
[00:06:03.580 --> 00:06:05.580]  然後到皇宮裡面
[00:06:05.580 --> 00:06:07.380]  然後尼普薩尼斯皇帝
