
[00:00:00.000 --> 00:00:02.000]  我們今天繼續講
[00:00:02.000 --> 00:00:05.000]  講到的系列叫「與舊約英雄同跑」
[00:00:05.000 --> 00:00:07.000]  我們今天的人物是
[00:00:07.000 --> 00:00:08.000]  以利沙
[00:00:08.000 --> 00:00:10.000]  經文是「獵王記下」
[00:00:10.000 --> 00:00:13.000]  主要是第二章第三章
[00:00:13.000 --> 00:00:14.000]  大家可以遣去第二章
[00:00:14.000 --> 00:00:16.000]  然後今天講到的大綱
[00:00:16.000 --> 00:00:18.000]  在各位的秩序表的後頁那裡
[00:00:18.000 --> 00:00:23.000]  請大家可以一齊去跟著我們一齊去思想
[00:00:23.000 --> 00:00:27.000]  在第二次世界大戰期間
[00:00:27.000 --> 00:00:31.000]  1945年4月12日的時候
[00:00:31.000 --> 00:00:33.000]  當時美國的副總統
[00:00:33.000 --> 00:00:34.000]  叫做杜魯門
[00:00:34.000 --> 00:00:36.000]  叫做Harry Truman
[00:00:36.000 --> 00:00:39.000]  他忽然間是收到急召
[00:00:39.000 --> 00:00:41.000]  叫他馬上進去白宮
[00:00:41.000 --> 00:00:43.000]  他說要馬上的來
[00:00:43.000 --> 00:00:44.000]  和靜靜的來
[00:00:44.000 --> 00:00:45.000]  不要張揚
[00:00:45.000 --> 00:00:46.000]  馬上的來
[00:00:46.000 --> 00:00:47.000]  不要張揚
[00:00:47.000 --> 00:00:49.000]  快快的靜靜的來
[00:00:49.000 --> 00:00:52.000]  於是他馬上就趕去白宮的船
[00:00:52.000 --> 00:00:53.000]  誰知道接見他的
[00:00:53.000 --> 00:00:55.000]  不是白宮其他的官員
[00:00:55.000 --> 00:00:58.000]  是當時的總統羅斯福總統的夫人
[00:00:58.000 --> 00:01:01.000]  總統夫人請他進去
[00:01:01.000 --> 00:01:03.000]  總統住的地方客廳裡面
[00:01:03.000 --> 00:01:06.000]  然後總統夫人跟杜魯門說
[00:01:06.000 --> 00:01:08.000]  他說總統死了
[00:01:08.000 --> 00:01:10.000]  他說總統死了
[00:01:10.000 --> 00:01:12.000]  當他這樣講的時候
[00:01:12.000 --> 00:01:15.000]  杜魯門都不知道在講什麼
[00:01:15.000 --> 00:01:18.000]  羅斯福一直都是一個有病的總統
[00:01:18.000 --> 00:01:20.000]  但是在大戰期間
[00:01:20.000 --> 00:01:23.000]  他做了很多豐功偉績
[00:01:23.000 --> 00:01:25.000]  忽然間聽到他死了
[00:01:25.000 --> 00:01:27.000]  杜魯門都不知道在講什麼
[00:01:27.000 --> 00:01:29.000]  他只是說
[00:01:29.000 --> 00:01:32.000]  他說這樣總統夫人
[00:01:32.000 --> 00:01:35.000]  我能夠為你做些什麼呢
[00:01:35.000 --> 00:01:37.000]  羅斯福夫人就對他說
[00:01:37.000 --> 00:01:39.000]  他說杜魯門
[00:01:39.000 --> 00:01:40.000]  不是這樣說
[00:01:40.000 --> 00:01:42.000]  是我要問你
[00:01:42.000 --> 00:01:44.000]  總統先生
[00:01:44.000 --> 00:01:47.000]  我們能夠為你做些什麼呢
[00:01:47.000 --> 00:01:48.000]  因為這一刻
[00:01:48.000 --> 00:01:52.000]  你就要擔任成為國家的總統
[00:01:52.000 --> 00:01:54.000]  杜魯門說當他聽到這樣講
[00:01:54.000 --> 00:01:59.000]  而想到當時這麼多的事要做
[00:01:59.000 --> 00:02:00.000]  當時第二次世界大戰
[00:02:00.000 --> 00:02:02.000]  差不多去到末期
[00:02:02.000 --> 00:02:04.000]  究竟兩個的戰場
[00:02:04.000 --> 00:02:06.000]  一個是歐洲的戰場
[00:02:06.000 --> 00:02:10.000]  是怎樣能夠徹底的得勝希特拉納粹呢
[00:02:10.000 --> 00:02:12.000]  而在東方裡面有日本
[00:02:12.000 --> 00:02:15.000]  是怎樣徹底的去勝利呢
[00:02:15.000 --> 00:02:17.000]  不單單有兩個戰場
[00:02:17.000 --> 00:02:19.000]  而且虎視眈眈的蘇聯紅軍
[00:02:19.000 --> 00:02:24.000]  也是一路一路的由東面一路向西走
[00:02:24.000 --> 00:02:25.000]  一路進去歐洲
[00:02:25.000 --> 00:02:29.000]  大家看看誰搶先能夠進去德國裡面
[00:02:29.000 --> 00:02:32.000]  他們明白蘇聯紅軍去到哪個地方的時候
[00:02:32.000 --> 00:02:35.000]  哪個地方就可能會失去了自由
[00:02:35.000 --> 00:02:37.000]  所以作為一個國家的總統
[00:02:37.000 --> 00:02:43.000]  又作為一個自由世界的人
[00:02:43.000 --> 00:02:45.000]  杜魯門說
[00:02:45.000 --> 00:02:46.000]  他說當時我的感覺
[00:02:46.000 --> 00:02:50.000]  就好像全世界的星星月亮太陽和星球
[00:02:50.000 --> 00:02:52.000]  都跌在我身上
[00:02:52.000 --> 00:02:53.000]  紮來我的樹
[00:02:53.000 --> 00:02:56.000]  他說這個就是那個感覺
[00:02:56.000 --> 00:03:00.000]  要承繼一個英雄的工作
[00:03:00.000 --> 00:03:02.000]  真的不是容易的
[00:03:02.000 --> 00:03:04.000]  但是無論怎樣
[00:03:04.000 --> 00:03:09.000]  是最好的總統或者最合神心意的領導
[00:03:09.000 --> 00:03:13.000]  是有一天都會離世或者會離開的
[00:03:13.000 --> 00:03:16.000]  所以更換是必然的
[00:03:16.000 --> 00:03:20.000]  所以我們知道這個不可以避免
[00:03:20.000 --> 00:03:22.000]  聖經裡面教導我們
[00:03:22.000 --> 00:03:24.000]  當我們要找接班人的時候
[00:03:24.000 --> 00:03:27.000]  我們不要找一個好像以前這樣
[00:03:27.000 --> 00:03:30.000]  或者大概這麼上下的
[00:03:30.000 --> 00:03:31.000]  上帝提醒我們
[00:03:31.000 --> 00:03:33.000]  我們最大的需要
[00:03:33.000 --> 00:03:37.000]  不是找一個好像當時的總統
[00:03:37.000 --> 00:03:39.000]  或者當時的領導是這樣的人
[00:03:39.000 --> 00:03:41.000]  或者比他好一點的
[00:03:41.000 --> 00:03:42.000]  找一個好的人
[00:03:42.000 --> 00:03:43.000]  上帝教導我們
[00:03:43.000 --> 00:03:48.000]  我們需要的不是去找哪個人能夠這樣做
[00:03:48.000 --> 00:03:50.000]  我們需要的就是
[00:03:50.000 --> 00:03:52.000]  哪個人在帶領以前的總統
[00:03:52.000 --> 00:03:55.000]  哪個人在帶領以前的領導
[00:03:55.000 --> 00:03:57.000]  是那個上帝
[00:03:57.000 --> 00:04:00.000]  所以在這些這麼困難的日子裡面
[00:04:00.000 --> 00:04:04.000]  就是讓我們再一次的焦點放回去
[00:04:04.000 --> 00:04:06.000]  是上帝透過這些人來做事
[00:04:06.000 --> 00:04:10.000]  不是這些人自己能夠懂得怎樣做事
[00:04:10.000 --> 00:04:12.000]  所以重點是仰望神
[00:04:12.000 --> 00:04:15.000]  而不是仰望人
[00:04:15.000 --> 00:04:17.000]  今天我們看以利沙
[00:04:17.000 --> 00:04:20.000]  以利沙在舊約聖經裡面
[00:04:20.000 --> 00:04:24.000]  有三次的時期是極多神蹟奇事出現的
[00:04:24.000 --> 00:04:26.000]  一個就是摩西出埃及的時候
[00:04:26.000 --> 00:04:28.000]  另一個就是以利沙這個時期
[00:04:28.000 --> 00:04:31.000]  另一個在新約聖經裡面就是耶穌的時期
[00:04:31.000 --> 00:04:35.000]  所以以利沙他的生命裡面是很多神蹟奇事的
[00:04:35.000 --> 00:04:37.000]  因為上帝是在他當中用他的
[00:04:37.000 --> 00:04:40.000]  但是今天我們和各位看就是
[00:04:40.000 --> 00:04:42.000]  以利沙和以利亞的關係
[00:04:42.000 --> 00:04:45.000]  就是看聶王記下第二章第三章的
[00:04:45.000 --> 00:04:49.000]  在那裡看見是神怎樣自己揀選
[00:04:49.000 --> 00:04:52.000]  以利沙去接班的
[00:04:52.000 --> 00:04:55.000]  怎樣繼續做以色列國的先知
[00:04:55.000 --> 00:04:57.000]  怎樣繼續代表上帝
[00:04:57.000 --> 00:05:01.000]  將上帝的心意向世人講明
[00:05:01.000 --> 00:05:04.000]  所以今天我們看這段人物的時候
[00:05:04.000 --> 00:05:07.000]  我們思想什麼叫做生火相傳
[00:05:07.000 --> 00:05:08.000]  是怎樣的呢
[00:05:08.000 --> 00:05:12.000]  以利沙又怎樣去準備自己呢
[00:05:12.000 --> 00:05:14.000]  我們作為城北
[00:05:14.000 --> 00:05:18.000]  我們又怎樣的透過這些紐約的英雄
[00:05:18.000 --> 00:05:21.000]  從這些英雄身上去學習
[00:05:21.000 --> 00:05:26.000]  怎樣去準備和訓練新一代的接班人呢
[00:05:26.000 --> 00:05:29.000]  今天和各位一起思想這個訊息
[00:05:29.000 --> 00:05:31.000]  願意主幫助我們
[00:05:31.000 --> 00:05:34.000]  以利沙整個人物
[00:05:34.000 --> 00:05:39.000]  或者我們可以怎樣去用一兩句說話
[00:05:39.000 --> 00:05:40.000]  講他是什麼人呢
[00:05:40.000 --> 00:05:42.000]  不知道這樣講適不適合呢
[00:05:42.000 --> 00:05:47.000]  當你不知道何時何地神會用你的時候
[00:05:47.000 --> 00:05:52.000]  無論怎樣我們都將最好的獻給我們的主
[00:05:52.000 --> 00:05:54.000]  這個就是我們從以利沙
[00:05:54.000 --> 00:05:55.000]  今天要學的功課
[00:05:55.000 --> 00:06:00.000]  讓我們一起究竟神怎樣揀選和使用以利沙
[00:06:00.000 --> 00:06:04.000]  第一樣東西我們看的就是新領導的開始
[00:06:04.000 --> 00:06:06.000]  新領導的開始
[00:06:06.000 --> 00:06:10.000]  以利沙怎樣耐心的等候和裝備自己
[00:06:10.000 --> 00:06:11.000]  這個是第一樣
[00:06:11.000 --> 00:06:16.000]  上個禮拜我們講到以利亞燃燒了
[00:06:16.000 --> 00:06:20.000]  後來上帝透過在山洞裏面
[00:06:20.000 --> 00:06:23.000]  讓他看見有風有雷有雨
[00:06:23.000 --> 00:06:25.000]  讓以利亞知道
[00:06:25.000 --> 00:06:27.000]  什麼東西都在上帝的手裏
[00:06:27.000 --> 00:06:29.000]  但是上帝就用微小的聲音
[00:06:29.000 --> 00:06:32.000]  去幫灰心的人
[00:06:32.000 --> 00:06:33.000]  讓他能夠明白
[00:06:33.000 --> 00:06:36.000]  原來上帝的心意是很廣的
[00:06:36.000 --> 00:06:38.000]  原來上帝不是單單使用以利亞
[00:06:38.000 --> 00:06:41.000]  也使用其他人去完成他的工作
[00:06:41.000 --> 00:06:45.000]  以利亞你只需要完成我交給你的
[00:06:45.000 --> 00:06:48.000]  你就歡天喜地要感謝上帝
[00:06:48.000 --> 00:06:50.000]  並且準備接班人
[00:06:50.000 --> 00:06:53.000]  這個就是以利亞重新得力的功課
[00:06:53.000 --> 00:06:54.000]  我們學到一樣東西
[00:06:54.000 --> 00:06:55.000]  就是什麼呢
[00:06:55.000 --> 00:06:58.000]  原來接班不是因為年老
[00:06:58.000 --> 00:06:59.000]  所以才要接班
[00:06:59.000 --> 00:07:01.000]  或者體力不足或者離世
