
[00:00:00.000 --> 00:00:02.820]  各位聽眾朋友,新年快樂
[00:00:02.820 --> 00:00:06.800]  無聲無息地,2018年來了
[00:00:06.800 --> 00:00:09.300]  2017年走了
[00:00:09.300 --> 00:00:12.600]  很快暢,其實我們覺得新的一年
[00:00:12.600 --> 00:00:16.300]  總是一個值得開心的地方
[00:00:16.300 --> 00:00:18.800]  其中一個很簡單
[00:00:18.800 --> 00:00:20.500]  值得我們開心的地方就是
[00:00:20.500 --> 00:00:22.500]  有一個新的開始
[00:00:22.500 --> 00:00:25.400]  有時候我們要有一個新的開始
[00:00:25.400 --> 00:00:28.000]  都要找一個藉口
[00:00:28.000 --> 00:00:31.900]  定一日,找一個時間
[00:00:31.900 --> 00:00:33.400]  我們做一件事
[00:00:33.400 --> 00:00:36.900]  不過每年新的一個開始
[00:00:36.900 --> 00:00:38.400]  都是一個機會
[00:00:38.400 --> 00:00:42.600]  讓我們能夠重新檢視我們的生命
[00:00:42.600 --> 00:00:44.200]  檢視我們的人生
[00:00:44.200 --> 00:00:48.600]  然後我們能夠立志繼續向前跑
[00:00:48.600 --> 00:00:52.900]  今年教會有他們定的季題,有年題
[00:00:52.900 --> 00:00:55.800]  今天跟大家分享的這個訊息
[00:00:55.800 --> 00:00:58.800]  雖然經文可能你回教會一段日子
[00:00:58.800 --> 00:01:00.000]  你都看過了
[00:01:00.000 --> 00:01:02.100]  可能看過不止一次,會背
[00:01:02.100 --> 00:01:06.100]  特別是我們這個月的金句,你會背
[00:01:06.100 --> 00:01:08.100]  但是都讓我們同心的
[00:01:08.100 --> 00:01:09.800]  再一次的來思考
[00:01:09.800 --> 00:01:14.100]  當中給我們的一些提醒,一些訊息
[00:01:14.100 --> 00:01:15.700]  今天跟大家分享的題目就是
[00:01:15.700 --> 00:01:17.800]  堅持到底的操練
[00:01:17.800 --> 00:01:19.700]  在今年我們頭一季裡面
[00:01:19.700 --> 00:01:23.100]  我們可能要說的是一個操練
[00:01:23.100 --> 00:01:25.400]  那麼在這一節的經文裡面
[00:01:25.400 --> 00:01:27.300]  或者這個月的金句裡面
[00:01:27.300 --> 00:01:28.800]  我想跟大家分享的就是
[00:01:28.800 --> 00:01:31.300]  我們要做一個其中一個的操練
[00:01:31.300 --> 00:01:35.300]  這個操練就是堅持到底的操練
[00:01:35.300 --> 00:01:39.600]  操練其實是很難的
[00:01:39.600 --> 00:01:42.900]  難的地方就是因為他要堅持到底
[00:01:42.900 --> 00:01:45.000]  就是什麼時候才能完成
[00:01:45.000 --> 00:01:47.700]  其實基本上是沒有完成的
[00:01:47.700 --> 00:01:52.900]  因為要堅持到底
[00:01:52.900 --> 00:01:55.600]  前幾次跟大家分享李商隱的一首詩
[00:01:55.600 --> 00:01:57.400]  就是說
[00:01:57.400 --> 00:01:59.800]  逢來此去無多路
[00:01:59.800 --> 00:02:00.800]  青鳥殷勤
[00:02:00.800 --> 00:02:02.600]  我們說過殷勤
[00:02:02.600 --> 00:02:04.900]  今天我重複用一下他這一段的
[00:02:04.900 --> 00:02:07.500]  這一首詩
[00:02:07.500 --> 00:02:08.800]  前面那一段
[00:02:08.800 --> 00:02:12.500]  就說到春蠶吐絲
[00:02:12.500 --> 00:02:14.500]  春蠶吐絲是怎麼樣的呢
[00:02:14.500 --> 00:02:15.500]  前面那句
[00:02:15.500 --> 00:02:18.000]  相見是難別亦難
[00:02:18.000 --> 00:02:19.500]  春風無力百花殘
[00:02:19.500 --> 00:02:20.700]  這些我先不管了
[00:02:20.700 --> 00:02:24.100]  我想說的春蠶到死絲方盡
[00:02:24.100 --> 00:02:26.600]  蠟炬成灰淚似乾
[00:02:26.600 --> 00:02:29.300]  這兩句就說到
[00:02:29.300 --> 00:02:33.800]  蠶什麼時候吐絲會吐完
[00:02:33.800 --> 00:02:36.500]  吐到盡吐到死
[00:02:36.500 --> 00:02:39.900]  蠟燭滴下來的那些淚
[00:02:39.900 --> 00:02:41.100]  什麼時候才會乾
[00:02:41.100 --> 00:02:41.900]  其實不乾的
[00:02:41.900 --> 00:02:45.200]  一直滴到燒盡為止
[00:02:45.200 --> 00:02:46.800]  人生裡面
[00:02:46.800 --> 00:02:53.100]  有些事情應該是要堅持一生之久
[00:02:53.100 --> 00:02:54.200]  譬如
[00:02:54.200 --> 00:02:54.900]  有些人
[00:02:54.900 --> 00:02:56.200]  或者現代這個時候
[00:02:56.200 --> 00:02:57.300]  有些人不同意
[00:02:57.300 --> 00:02:58.000]  不過
[00:02:58.000 --> 00:02:59.400]  實際上譬如
[00:02:59.400 --> 00:03:00.800]  婚姻
[00:03:00.800 --> 00:03:03.500]  我們應該是堅持一生之久
[00:03:03.500 --> 00:03:04.700]  更加重要的
[00:03:04.700 --> 00:03:06.300]  我們的信仰
[00:03:06.300 --> 00:03:08.700]  我們要堅持一生之久
[00:03:08.700 --> 00:03:10.800]  我們不是說曾經結過婚
[00:03:10.800 --> 00:03:12.000]  一生人結一次婚
[00:03:12.000 --> 00:03:13.100]  結過婚就行了
[00:03:13.100 --> 00:03:13.800]  我們不是說
[00:03:13.800 --> 00:03:17.000]  我們一生人曾經有一個信仰
[00:03:17.000 --> 00:03:18.700]  或者曾經信過耶穌
[00:03:18.700 --> 00:03:19.900]  就行了
[00:03:19.900 --> 00:03:23.500]  我們是要堅持一生之久
[00:03:23.500 --> 00:03:25.200]  要堅持一生之久
[00:03:25.200 --> 00:03:26.000]  看似容易
[00:03:26.000 --> 00:03:26.800]  實質很難
[00:03:26.800 --> 00:03:30.200]  因為是一生之久
[00:03:30.200 --> 00:03:31.400]  什麼時候完
[00:03:31.400 --> 00:03:34.300]  一會兒再說
[00:03:34.300 --> 00:03:36.100]  2018年開始
[00:03:36.100 --> 00:03:37.100]  我記得有一年
[00:03:37.100 --> 00:03:37.800]  不知道什麼時候
[00:03:37.800 --> 00:03:38.600]  這一年
[00:03:38.600 --> 00:03:40.500]  跟大家分享新年蠟祭
[00:03:40.500 --> 00:03:41.600]  有一個網
[00:03:41.600 --> 00:03:43.000]  叫做蠟祭網
[00:03:43.000 --> 00:03:44.900]  你可以上去蠟祭
[00:03:44.900 --> 00:03:46.600]  今年我不說那個
[00:03:46.600 --> 00:03:49.200]  今年說另一件事
[00:03:49.200 --> 00:03:52.700]  每年有人去改年份
[00:03:52.700 --> 00:03:54.900]  不過有一個這樣說法
[00:03:54.900 --> 00:03:58.700]  他說
[00:03:58.700 --> 00:03:59.500]  原文是英文
[00:03:59.500 --> 00:04:03.700]  他說我2018年的目標是什麼
[00:04:03.700 --> 00:04:06.900]  2018年的目標就是要去完成
[00:04:06.900 --> 00:04:10.800]  2017年的目標
[00:04:10.800 --> 00:04:12.600]  就是2017還沒完
[00:04:12.600 --> 00:04:15.600]  而2017年的目標是什麼
[00:04:15.600 --> 00:04:19.800]  那些是應該我2016年完成的目標
[00:04:19.800 --> 00:04:21.100]  而那些目標
[00:04:21.100 --> 00:04:25.200]  是因為我2015年就計劃了
[00:04:25.200 --> 00:04:26.100]  而這些
[00:04:26.100 --> 00:04:28.100]  是我2014年的時候
[00:04:28.100 --> 00:04:29.900]  很小心
[00:04:29.900 --> 00:04:32.800]  很謹慎地
[00:04:32.800 --> 00:04:34.400]  2015年是
[00:04:34.400 --> 00:04:35.000]  怎麼說
[00:04:35.000 --> 00:04:35.800]  承諾了
[00:04:35.800 --> 00:04:39.000]  2014年是很小心地計劃了
[00:04:39.000 --> 00:04:39.900]  是因為
[00:04:39.900 --> 00:04:41.800]  2013年的時候
[00:04:41.800 --> 00:04:45.000]  我曾經好好地想過
[00:04:45.000 --> 00:04:47.600]  很複雜
[00:04:47.600 --> 00:04:49.500]  他說
[00:05:09.500 --> 00:05:12.400]  2013年我很仔細想過
[00:05:12.400 --> 00:05:15.700]  所以2014年我就很小心地計劃
[00:05:15.700 --> 00:05:16.900]  2015年的時候
[00:05:16.900 --> 00:05:19.200]  我答應我自己我要做
[00:05:19.200 --> 00:05:20.400]  2016年應該完成
[00:05:20.400 --> 00:05:22.200]  不過沒有完成
[00:05:22.200 --> 00:05:24.600]  所以變成了2017年的一個願望
[00:05:24.600 --> 00:05:25.700]  一個目標
[00:05:25.700 --> 00:05:26.600]  而今年已經是
[00:05:40.300 --> 00:05:42.100]  可能2019年的時候
[00:05:42.100 --> 00:05:44.100]  我將這個再寫下去
[00:05:44.100 --> 00:05:46.200]  當時對峙是這樣
[00:05:46.200 --> 00:05:48.400]  繼續寫下去
[00:05:48.400 --> 00:05:49.700]  我不是說他對
[00:05:49.700 --> 00:05:52.700]  不過他們當中有一定的道理
[00:05:52.700 --> 00:05:54.000]  今天
[00:05:54.000 --> 00:05:56.100]  鋪練一個堅持
[00:05:56.100 --> 00:05:59.400]  菲勒比書在這裡保羅說了一件事
[00:05:59.400 --> 00:06:00.300]  他說
[00:06:00.300 --> 00:06:03.200]  我不是以為自己已經得著
[00:06:03.200 --> 00:06:05.000]  但是要忘記背後努力
[00:06:05.000 --> 00:06:07.200]  面前向著標竿直跑
[00:06:07.200 --> 00:06:08.700]  很多人
[00:06:08.700 --> 00:06:10.600]  我們信耶穌之後
[00:06:10.600 --> 00:06:13.100]  都會記得這一句經文
[00:06:13.100 --> 00:06:15.200]  今天我跟大家分享三點
[00:06:15.200 --> 00:06:16.100]  第一點
[00:06:16.100 --> 00:06:17.300]  在我大綱裡面有
[00:06:17.300 --> 00:06:18.900]  忘者已矣
[00:06:18.900 --> 00:06:21.700]  忘記背後
[00:06:21.700 --> 00:06:25.700]  等於當我們要努力向前奔跑的時候
[00:06:25.700 --> 00:06:27.900]  有一件事我們要做的
[00:06:27.900 --> 00:06:31.200]  就是要忘記背後
[00:06:31.200 --> 00:06:33.100]  因為我們的過往
[00:06:33.100 --> 00:06:34.600]  有時候
[00:06:34.600 --> 00:06:36.100]  是我們一個重擔
[00:06:36.100 --> 00:06:37.500]  不單是一個包袱
[00:06:37.500 --> 00:06:39.200]  簡直就是一個重擔
[00:06:39.200 --> 00:06:40.400]  甚至乎
[00:06:40.400 --> 00:06:42.800]  有時候是一個負累
[00:06:42.800 --> 00:06:44.600]  是扯著我們
[00:06:44.600 --> 00:06:46.800]  讓我們沒辦法
[00:06:46.800 --> 00:06:47.900]  有力
[00:06:47.900 --> 00:06:48.800]  有心
[00:06:48.800 --> 00:06:51.900]  繼續前行
[00:06:51.900 --> 00:06:55.200]  什麼會成為我們的重擔
[00:06:55.200 --> 00:06:56.900]  我們要知道一件事就是說
[00:06:56.900 --> 00:06:59.300]  不是單單
[00:06:59.300 --> 00:07:01.900]  我們以為是一些負面的東西
[00:07:01.900 --> 00:07:03.000]  我曾經失敗過
[00:07:03.000 --> 00:07:04.200]  我做不到的事情
[00:07:04.200 --> 00:07:09.500]  立過字但是很快又失敗了
[00:07:09.500 --> 00:07:11.800]  當然我講的是一些
[00:07:11.800 --> 00:07:13.000]  對生命
[00:07:13.000 --> 00:07:14.800]  特別是屬靈生命上面
[00:07:14.800 --> 00:07:16.500]  人生方面很重要的東西
[00:07:16.500 --> 00:07:19.100]  不過你也可以講一些
[00:07:19.100 --> 00:07:21.700]  低一個層次的
[00:07:21.700 --> 00:07:23.500]  譬如我經常講
[00:07:23.500 --> 00:07:26.200]  減肥
[00:07:26.200 --> 00:07:28.200]  或者叫cheap fit
[00:07:28.200 --> 00:07:30.500]  都是很難的
[00:07:30.500 --> 00:07:32.100]  不過我們講
[00:07:32.100 --> 00:07:34.300]  忘記了 去年不行
[00:07:34.300 --> 00:07:37.000]  我再來過
[00:07:37.000 --> 00:07:38.500]  有時候我們覺得
[00:07:38.500 --> 00:07:42.700]  失敗是我們一個的包袱
[00:07:42.700 --> 00:07:44.400]  不過弟兄姊妹
[00:07:44.400 --> 00:07:45.800]  有沒有想過
[00:07:45.800 --> 00:07:47.200]  成功
