
[00:00:00.000 --> 00:00:03.000]  要讀到格羅西書
[00:00:03.000 --> 00:00:07.000]  我們的題目是《存在天上的盼望》
[00:00:07.000 --> 00:00:13.000]  我們一同來讀格羅西書第一章
[00:00:13.000 --> 00:00:17.000]  我們讀第四節到第六節
[00:00:17.000 --> 00:00:29.000]  格羅西書第一章四節到六節
[00:00:29.000 --> 00:00:33.000]  我們翻到以後請我們一起來讀
[00:00:33.000 --> 00:00:35.000]  第四節開始
[00:00:35.000 --> 00:00:40.000]  因聽見你們在基督耶穌裏的信心
[00:00:40.000 --> 00:00:43.000]  並向衆聖徒的開心
[00:00:43.000 --> 00:00:47.000]  是爲那給你們存在天上的盼望
[00:00:47.000 --> 00:00:54.000]  這盼望就是你們從前在福音真理的道上所聽見的
[00:00:54.000 --> 00:00:57.000]  是福音傳到你們那裏
[00:00:57.000 --> 00:00:59.000]  也傳到普天之下
[00:00:59.000 --> 00:01:02.000]  並且結果增長
[00:01:02.000 --> 00:01:04.000]  如同在你們中間
[00:01:04.000 --> 00:01:07.000]  自從你們聽見福音
[00:01:07.000 --> 00:01:10.000]  真正到神恩惠的日子一樣
[00:01:10.000 --> 00:01:14.000]  我們聖經就先讀到這裏
[00:01:14.000 --> 00:01:19.000]  我們要從格羅西書第一章裏頭
[00:01:19.000 --> 00:01:27.000]  經文來看到天上的盼望
[00:01:27.000 --> 00:01:34.000]  我們先來看到格羅西的背景
[00:01:34.000 --> 00:01:37.000]  這個城市的背景
[00:01:37.000 --> 00:01:41.000]  格羅西是在小雅西亞這個地方
[00:01:41.000 --> 00:01:45.000]  就現在土耳其這塊的地方
[00:01:45.000 --> 00:01:51.000]  它跟老底加、跟菲拉鐵非、跟希拉玻利
[00:01:51.000 --> 00:01:55.000]  好幾個城市都離得是非常近的
[00:01:55.000 --> 00:01:57.000]  所以保羅寫給他們的信
[00:01:57.000 --> 00:02:01.000]  有的時候好像是寫給已父所的
[00:02:01.000 --> 00:02:04.000]  他也叫他們傳到格羅西
[00:02:04.000 --> 00:02:07.000]  到其他的地方去
[00:02:07.000 --> 00:02:14.000]  這樣的話周圍這些教會都可以看到神的話
[00:02:14.000 --> 00:02:23.000]  格羅西因爲它的地方是在一個交通的要道上
[00:02:23.000 --> 00:02:25.000]  所以有很多人來來往往
[00:02:25.000 --> 00:02:28.000]  那麼有一些人也定居下來
[00:02:28.000 --> 00:02:34.000]  所以格羅西的地方是從各方面來的人都有
[00:02:34.000 --> 00:02:37.000]  那麼有不同的種族
[00:02:37.000 --> 00:02:40.000]  也有性不同的宗教的
[00:02:40.000 --> 00:02:43.000]  所以那個地方是比較複雜的地方
[00:02:43.000 --> 00:02:52.000]  所以在裏面可以有兩種比較主要的情況
[00:02:52.000 --> 00:02:56.000]  一個就是有宗教的混雜
[00:02:56.000 --> 00:02:58.000]  因爲來的人很多
[00:02:58.000 --> 00:03:00.000]  他們可能就信的各方面的
[00:03:00.000 --> 00:03:03.000]  就像現在如果在一個大城市裏頭
[00:03:03.000 --> 00:03:05.000]  就有各樣的宗教
[00:03:05.000 --> 00:03:10.000]  有佛教、有道教、有伊斯蘭教、有各樣的教
[00:03:10.000 --> 00:03:13.000]  有大的宗教、有小的宗教
[00:03:13.000 --> 00:03:16.000]  因爲他們可能是從不同的地方來
[00:03:16.000 --> 00:03:18.000]  所以他們帶着自己的信仰
[00:03:18.000 --> 00:03:21.000]  宗教信仰就帶到一起了
[00:03:21.000 --> 00:03:26.000]  所以格羅西的地方是一個宗教混雜的地方
[00:03:26.000 --> 00:03:31.000]  那麼格羅西當時的情形
[00:03:31.000 --> 00:03:35.000]  就是一個很主要的異端
[00:03:35.000 --> 00:03:40.000]  也就是保羅要在這封書信裏頭
[00:03:40.000 --> 00:03:43.000]  特別要指出來的
[00:03:43.000 --> 00:03:47.000]  要更正、要糾正大家的偏向
[00:03:47.000 --> 00:03:51.000]  就是一個叫做諾士底派
[00:03:51.000 --> 00:03:56.000]  諾士底派原文是一個智慧的意思
[00:03:56.000 --> 00:04:02.000]  所以也有人稱他們爲智慧學派
[00:04:02.000 --> 00:04:07.000]  當然還有其他的各種異教
[00:04:07.000 --> 00:04:10.000]  所以這個混雜的一塊
[00:04:10.000 --> 00:04:15.000]  你現在看到在一些大的城市
[00:04:15.000 --> 00:04:17.000]  也是這樣的情形
[00:04:17.000 --> 00:04:20.000]  有各式各樣的宗教
[00:04:20.000 --> 00:04:25.000]  那麼這個就是在格羅西當時的情況
[00:04:25.000 --> 00:04:29.000]  這個諾士底派他們的中心是什麼呢?
[00:04:29.000 --> 00:04:34.000]  他是講人的智慧
[00:04:34.000 --> 00:04:36.000]  智慧是對的
[00:04:36.000 --> 00:04:38.000]  但是他是講人的智慧
[00:04:38.000 --> 00:04:40.000]  他們怎麼說呢?
[00:04:40.000 --> 00:04:43.000]  他們說物質是惡的
[00:04:43.000 --> 00:04:45.000]  有善有惡
[00:04:45.000 --> 00:04:46.000]  物質是不好的
[00:04:46.000 --> 00:04:49.000]  那麼神是聖潔的
[00:04:49.000 --> 00:04:53.000]  這個世界是屬於物質的
[00:04:53.000 --> 00:04:55.000]  是一個邪惡的
[00:04:55.000 --> 00:05:00.000]  所以神不可能直接來創造這個世界
[00:05:00.000 --> 00:05:01.000]  那怎麼辦呢?
[00:05:01.000 --> 00:05:06.000]  他在下面有好多被造者
[00:05:06.000 --> 00:05:09.000]  比如像天使或者是其他東西
[00:05:09.000 --> 00:05:15.000]  那麼神就接着下面所屬的
[00:05:15.000 --> 00:05:20.000]  這些受造者來創造這個世界
[00:05:20.000 --> 00:05:26.000]  讓這些受造者去跟物質來接觸
[00:05:26.000 --> 00:05:30.000]  所以他在神跟物質中間
[00:05:30.000 --> 00:05:33.000]  就設立了有很多的一等一等
[00:05:33.000 --> 00:05:36.000]  一個等級一個等級的受造者
[00:05:36.000 --> 00:05:39.000]  比如現在有這麼一級的
[00:05:39.000 --> 00:05:41.000]  離神比較近的有一級
[00:05:41.000 --> 00:05:44.000]  然後傳下去還有另外一級
[00:05:44.000 --> 00:05:46.000]  越來越近
[00:05:46.000 --> 00:05:50.000]  那麼讓這些比較低的受造者
[00:05:50.000 --> 00:05:52.000]  去創造這個世界
[00:05:52.000 --> 00:05:54.000]  去接觸這個物質
[00:05:54.000 --> 00:05:57.000]  這樣保持神的神聖
[00:05:57.000 --> 00:05:59.000]  那麼這樣一來的話
[00:05:59.000 --> 00:06:00.000]  你就看見
[00:06:00.000 --> 00:06:04.000]  他說宇宙不是神所創造的
[00:06:04.000 --> 00:06:12.000]  而是從神所產生的這些被造者來創造的
[00:06:12.000 --> 00:06:13.000]  所以基督呢
[00:06:13.000 --> 00:06:16.000]  他說基督是被造者之一
[00:06:16.000 --> 00:06:18.000]  中間的一個
[00:06:18.000 --> 00:06:19.000]  這樣的話
[00:06:19.000 --> 00:06:22.000]  就把基督這樣的重要的一個神位
[00:06:22.000 --> 00:06:24.000]  就降低下來了
[00:06:24.000 --> 00:06:26.000]  所以諾斯底裏派的話
[00:06:26.000 --> 00:06:27.000]  在第一世紀的話
[00:06:27.000 --> 00:06:29.000]  在教會中間
[00:06:29.000 --> 00:06:33.000]  影響是非常快的
[00:06:33.000 --> 00:06:36.000]  其實我們在今天
[00:06:36.000 --> 00:06:39.000]  也可以看見這些宗教混雜以後
[00:06:39.000 --> 00:06:41.000]  各樣的情形
[00:06:41.000 --> 00:06:46.000]  你現在看到在這個世界上
[00:06:46.000 --> 00:06:48.000]  這個比較北美的地方
[00:06:48.000 --> 00:06:53.000]  就有一種叫新世紀運動
[00:06:53.000 --> 00:06:55.000]  New Age
[00:06:55.000 --> 00:06:58.000]  他們不一定是有一個總部
[00:06:58.000 --> 00:07:01.000]  他們不一定是有一個組織
[00:07:01.000 --> 00:07:03.000]  但他們就提倡什麼呢
[00:07:03.000 --> 00:07:05.000]  提倡這個人
[00:07:05.000 --> 00:07:06.000]  我們是人
[00:07:06.000 --> 00:07:10.000]  我們人跟大自然可以合一
[00:07:10.000 --> 00:07:14.000]  人跟自然可以合一
[00:07:14.000 --> 00:07:18.000]  所以有一次我到一個朋友家裏去
[00:07:18.000 --> 00:07:20.000]  跟他談談福音
[00:07:20.000 --> 00:07:22.000]  他這個太太呢
[00:07:22.000 --> 00:07:23.000]  在北京呢
[00:07:23.000 --> 00:07:26.000]  是一個大學裏頭的教師
[00:07:26.000 --> 00:07:28.000]  他說他的身體很好
[00:07:28.000 --> 00:07:30.000]  他說他是學氣功
[00:07:30.000 --> 00:07:31.000]  他會氣功
[00:07:31.000 --> 00:07:33.000]  我們跟他講了耶穌呢
[00:07:33.000 --> 00:07:36.000]  他說我信我的氣功
[00:07:36.000 --> 00:07:37.000]  他說我的氣功啊
[00:07:37.000 --> 00:07:39.000]  可以使我這個小的人啊
[00:07:39.000 --> 00:07:43.000]  跟大的宇宙合一
[00:07:43.000 --> 00:07:45.000]  這個是講到這些
[00:07:45.000 --> 00:07:46.000]  他不一定說
[00:07:46.000 --> 00:07:49.000]  我是相信一個宇宙是神
[00:07:49.000 --> 00:07:51.000]  但是我這個小的我呢
[00:07:51.000 --> 00:07:53.000]  可以跟大的我合在一起
[00:07:53.000 --> 00:07:56.000]  我這個人可以跟宇宙合爲一
[00:07:56.000 --> 00:07:58.000]  所以你看我的身體很好
[00:07:58.000 --> 00:08:02.000]  我就是也沒什麼病
[00:08:02.000 --> 00:08:04.000]  就提倡這些東西
[00:08:04.000 --> 00:08:07.000]  那今天你看見瑜伽
[00:08:07.000 --> 00:08:09.000]  這個鍛鍊
[00:08:09.000 --> 00:08:10.000]  夢想
[00:08:10.000 --> 00:08:12.000]  修煉
[00:08:12.000 --> 00:08:15.000]  這些能夠使身體健康
[00:08:15.000 --> 00:08:16.000]  種種這些呢
[00:08:16.000 --> 00:08:20.000]  都是在從過去一直到現在
[00:08:20.000 --> 00:08:22.000]  就講到不要神的
[00:08:22.000 --> 00:08:23.000]  他不提到神
[00:08:23.000 --> 00:08:25.000]  他提到自然
[00:08:25.000 --> 00:08:27.000]  大自然是我們的母親
[00:08:27.000 --> 00:08:29.000]  大自然怎麼樣
[00:08:29.000 --> 00:08:31.000]  人要跟什麼
[00:08:31.000 --> 00:08:34.000]  改善自己
[00:08:34.000 --> 00:08:36.000]  能夠符合大的質量
[00:08:36.000 --> 00:08:39.000]  回到大自然裏頭去
[00:08:39.000 --> 00:08:40.000]  這些呢
[00:08:40.000 --> 00:08:43.000]  都是在當時格羅西的時候
[00:08:43.000 --> 00:08:45.000]  就有這些情況的發生
[00:08:45.000 --> 00:08:48.000]  一直到現在有兩千年時間
