
[00:00:00.000 --> 00:00:03.000]  我們同心圖稿
[00:00:03.000 --> 00:00:05.500]  耶穌 祢是陽的門
[00:00:05.500 --> 00:00:07.500]  祢也是好牧人
[00:00:07.500 --> 00:00:10.000]  祢常常與我們同在
[00:00:10.000 --> 00:00:12.000]  當我們打開祢的話語
[00:00:12.000 --> 00:00:13.500]  我們去閱讀
[00:00:13.500 --> 00:00:16.000]  強烈給我們有聆聽的耳朵
[00:00:16.000 --> 00:00:19.500]  讓祢的靈親自帶領我們進入真理
[00:00:19.500 --> 00:00:22.000]  我們圖稿奉耶穌基督的名求
[00:00:22.000 --> 00:00:24.000]  阿們
[00:00:24.000 --> 00:00:25.500]  大英姊妹早安
[00:00:25.500 --> 00:00:27.500]  早安
[00:00:27.500 --> 00:00:31.500]  如果你從小就開始回教會
[00:00:31.500 --> 00:00:34.000]  你一定唱過這首詩歌
[00:00:34.000 --> 00:00:36.000]  我是主的陽
[00:00:36.000 --> 00:00:39.000]  就是那個音調有點歪
[00:00:39.000 --> 00:00:43.000]  你常常唱到好像我是豬的羊那種
[00:00:43.000 --> 00:00:45.500]  不過唱歸唱
[00:00:45.500 --> 00:00:48.000]  我們有時唱詩、讀經
[00:00:48.000 --> 00:00:50.000]  我們知道的
[00:00:50.000 --> 00:00:52.500]  是不是我們心裡都接受的呢?
[00:00:52.500 --> 00:00:56.000]  是不是我們生命裡都擁抱的呢?
[00:00:56.000 --> 00:00:59.000]  你跟著的是耶穌?
[00:00:59.000 --> 00:01:00.500]  是你自己?
[00:01:00.500 --> 00:01:03.000]  還是其他人的目光?
[00:01:03.000 --> 00:01:05.500]  某個牧者領導?
[00:01:05.500 --> 00:01:08.000]  名利權?
[00:01:08.000 --> 00:01:11.000]  又或者如果你是領袖
[00:01:11.000 --> 00:01:13.500]  你希望你的會友
[00:01:13.500 --> 00:01:16.500]  你的組員跟耶穌
[00:01:16.500 --> 00:01:19.000]  還是跟你的呢?
[00:01:19.000 --> 00:01:20.500]  我們今天讀的經文
[00:01:20.500 --> 00:01:26.000]  剛才讀的是約翰福音十章一至二十一節
[00:01:26.000 --> 00:01:30.000]  耶穌說自己是羊的門和好牧人
[00:01:30.000 --> 00:01:33.000]  那我們又是不是主的羊呢?
[00:01:33.000 --> 00:01:37.000]  剛才的經文第一節、五節
[00:01:37.000 --> 00:01:40.000]  是耶穌說的一個比喻
[00:01:40.000 --> 00:01:42.000]  其中頭和尾
[00:01:42.000 --> 00:01:44.000]  第一和第五節那裡
[00:01:44.000 --> 00:01:46.000]  是不好的東西
[00:01:46.000 --> 00:01:51.000]  那些不是由門進去羊群那些
[00:01:51.000 --> 00:01:52.000]  是賊
[00:01:52.000 --> 00:01:55.500]  那些羊是不會跟著這些陌生人的
[00:01:55.500 --> 00:01:57.500]  一定不會逃走的
[00:01:57.500 --> 00:02:01.500]  中間夾著第二至第四節的
[00:02:01.500 --> 00:02:04.500]  是由門進去的牧人
[00:02:04.500 --> 00:02:08.000]  那個牧人叫得出每隻羊的名字
[00:02:08.000 --> 00:02:10.500]  他逐隻帶牠們出來
[00:02:10.500 --> 00:02:14.500]  然後在前面帶著牠們向前行
[00:02:14.500 --> 00:02:17.000]  那些羊跟著這位的牧人
[00:02:17.000 --> 00:02:21.000]  因為牠們認得牧羊人的聲音
[00:02:21.000 --> 00:02:23.500]  不過到了第六節開始
[00:02:23.500 --> 00:02:26.500]  聖經就說
[00:02:26.500 --> 00:02:28.500]  耶穌說這個比喻
[00:02:28.500 --> 00:02:30.000]  那些人聽不明白
[00:02:30.000 --> 00:02:32.500]  所以下面七至十八節
[00:02:32.500 --> 00:02:36.500]  耶穌就針對這個比喻有這個講解
[00:02:36.500 --> 00:02:39.000]  比喻裡面的牧羊人
[00:02:39.000 --> 00:02:42.000]  其實牠是擁有那些羊群的
[00:02:42.000 --> 00:02:44.000]  牠有權管理那些羊
[00:02:44.000 --> 00:02:50.000]  但是賊人就只能偷偷地進入羊群裡
[00:02:50.000 --> 00:02:54.500]  牧羊人和羊其實已經建立了很好的關係
[00:02:54.500 --> 00:02:56.000]  那些羊是認識牠的
[00:02:56.000 --> 00:02:59.000]  所以那些羊就會跟著牧羊人
[00:02:59.000 --> 00:03:01.000]  也會因為陌生人來到
[00:03:01.000 --> 00:03:03.000]  牠們就會逃走
[00:03:03.000 --> 00:03:06.000]  原來聖經裡面形容這一幅圖畫
[00:03:06.000 --> 00:03:09.500]  正正就是古代近東很熟悉的
[00:03:09.500 --> 00:03:12.500]  那些人放羊的一個描述
[00:03:12.500 --> 00:03:14.000]  白天放羊的時候
[00:03:14.000 --> 00:03:17.000]  就在那一大片的草地上面
[00:03:17.000 --> 00:03:19.000]  可能同一片草地上面
[00:03:19.000 --> 00:03:21.000]  會有三幾群羊
[00:03:21.000 --> 00:03:24.000]  每一群羊都有一個牧羊人
[00:03:24.000 --> 00:03:27.000]  雖然不同的羊群是會走在一起
[00:03:27.000 --> 00:03:29.500]  牠們就喝水、吃草
[00:03:29.500 --> 00:03:33.000]  但是當牠們喝完水、吃完草
[00:03:33.000 --> 00:03:34.500]  到了黃昏的時候
[00:03:34.500 --> 00:03:37.500]  牧羊人就會叫牠們的羊
[00:03:37.500 --> 00:03:40.500]  當牧羊人去叫牠們羊的時候
[00:03:40.500 --> 00:03:42.500]  那些羊就很整齊地
[00:03:42.500 --> 00:03:47.000]  自己就走回自己牧羊人的身邊
[00:03:47.000 --> 00:03:49.000]  可能我們會想
[00:03:49.000 --> 00:03:51.000]  對我們來說
[00:03:51.000 --> 00:03:53.000]  我們怎樣避開那些賊
[00:03:53.000 --> 00:03:54.500]  不要被他們抓住
[00:03:54.500 --> 00:03:58.500]  然後學會去聽牧羊人的聲音
[00:03:58.500 --> 00:04:00.500]  不過,等等
[00:04:00.500 --> 00:04:03.000]  這幅圖畫裡面
[00:04:03.000 --> 00:04:05.500]  羊是在羊圈裡面的
[00:04:05.500 --> 00:04:09.000]  如果那些賊偷偷進入羊圈
[00:04:09.000 --> 00:04:11.000]  其實那些羊是跑不掉的
[00:04:11.000 --> 00:04:13.000]  那些羊在羊圈裡面
[00:04:13.000 --> 00:04:16.000]  打不贏那些賊的
[00:04:16.000 --> 00:04:20.500]  原來我們不是要跟賊人交手
[00:04:20.500 --> 00:04:23.000]  賊人要搶羊
[00:04:23.000 --> 00:04:26.000]  羊是沒有能力對付那些賊的
[00:04:26.000 --> 00:04:28.500]  那些賊去偷羊
[00:04:28.500 --> 00:04:30.500]  他是偷哪個羊?
[00:04:30.500 --> 00:04:32.500]  他是偷耶穌的羊
[00:04:32.500 --> 00:04:35.000]  羊的主人是主耶穌
[00:04:35.000 --> 00:04:37.500]  所以賊人的對手
[00:04:37.500 --> 00:04:39.500]  其實是耶穌
[00:04:39.500 --> 00:04:41.500]  從耶穌手上
[00:04:41.500 --> 00:04:44.000]  他想偷走那些羊
[00:04:44.000 --> 00:04:46.000]  所以要對付那些賊的
[00:04:46.000 --> 00:04:48.000]  是耶穌,不是我們
[00:04:48.000 --> 00:04:50.500]  所以爭戰得勝的
[00:04:50.500 --> 00:04:51.500]  不是我們
[00:04:51.500 --> 00:04:53.000]  是主耶穌
[00:04:53.000 --> 00:04:55.000]  是我們的好牧人
[00:04:55.000 --> 00:04:56.500]  我們要留意
